t,Clb2,M,Mcm_a,Cdh1_a,Cdc20_a,Sic1,PClb2,Trim,Cln,PTrim,Mih1_a,IE_a,Cdc20,SBF_a,Swe1,PSwe1,Swe1M,PSwe1M,BE
0.34,0.08699673712698505,0.8033645595469844,0.9067555135516014,0.9975274838263337,1.4793502624244792,0.007688652577997219,5.862483009142407e-06,0.09831473541673322,0.05434858347660881,6.716369279338523e-06,0.7485514557744087,0.5130964767017281,1.0496605828042507,0.028705524864882807,0.00011968091143219891,3.992100743055181e-05,0.022648741674302638,0.00801904484570005,0.0018200982021890765
0.35000000000000003,0.08456788120261247,0.8034047287791842,0.9058195483388397,0.9976122046129751,1.4804965615683423,0.007900150748029005,5.869276894143031e-06,0.09876093927726187,0.05432259159562857,6.952235993699481e-06,0.7465198474781816,0.5127881801914929,1.046056429646821,0.02799741416514348,0.0001229838592509274,4.038169637530731e-05,0.02278822579473026,0.007870931599942668,0.0018725874970594272
0.36,0.08216406540728217,0.8034449000198958,0.9048741128946662,0.9976948854909193,1.4816386065473437,0.008119922518370135,5.868290961983892e-06,0.09920452632745821,0.054295963258102445,7.190366067577905e-06,0.744473145566825,0.5124775215187911,1.0424568491172286,0.027378979426253523,0.00012631367688510563,4.0797823673126005e-05,0.0229275106249131,0.007723082738810328,0.001924998024423606
0.37,0.0797854537034922,0.8034850732692197,0.9039192117126612,0.9977754876854316,1.4827763780826542,0.008348377862234397,5.859700086691142e-06,0.09964508484112648,0.05426878561965866,7.430778553665457e-06,0.7424114568623322,0.5121645252850435,1.038862055012608,0.026843994087779002,0.00012967196147894362,4.116996392896146e-05,0.023066564937171633,0.007575529358538777,0.0019773292710838605
0.38,0.07743223686187294,0.8035252485272564,0.9029548517633943,0.9978540954894886,1.483909857169401,0.008585950010699717,5.843678556620898e-06,0.1000821788736837,0.05424113934485554,7.67348897331146e-06,0.7403348912136688,0.5118492162712946,1.035272245937756,0.026386249370483218,0.00013306014230627332,4.149869932910359e-05,0.023205356985903047,0.007428303059447954,0.00202958081040919
0.39,0.07510463242399987,0.8035654257941061,0.9019810425745352,0.9979307638232032,1.4850390250665544,0.008833095506450436,5.820400277634974e-06,0.10051534813096348,0.054213098959370626,7.918508758371472e-06,0.7382435615807961,0.5115316194566726,1.03168760672581,0.02599964556068718,0.00013647949299790745,4.178461598562189e-05,0.02334385447749673,0.00728143597639555,0.002081752292254794
0.4,0.07280288514493993,0.8036056050698693,0.9009977963134803,0.9980055399647999,1.4861638632886618,0.00909029465989607,5.790039069056712e-06,0.10094410743623851,0.0541847332315881,8.165844707560805e-06,0.7361375841207781,0.5112117600357128,1.028108309669949,0.025678262722651234,0.00013993114334887998,4.2028301472243496e-05,0.02348202454261121,0.007134960806787062,0.002133843434460968
0.41000000000000003,0.0705272695175399,0.8036457863546466,0.9000051280820663,0.9980784707827299,1.4872843536187275,0.009358053815849856,5.7527689985738654e-06,0.10136794429664449,0.054156105122574905,8.415498103895161e-06,0.7340170785317464,0.5108896634527909,1.0245345146487614,0.025416426729468474,0.0001434160795796237,4.223034325825176e-05,0.023619833662803486,0.006988910883146268,0.0021858540205551254
0.42,0.06827809419332392,0.8036859696485382,0.8990030564182084,0.9981495997771537,1.488400478136832,0.009636909283686641,5.708764857994494e-06,0.10178631470496255,0.054127271490099105,8.667463398295397e-06,0.7318821686446606,0.5105653554565147,1.0209663686341124,0.025208784191804796,0.00014693513809188228,4.2391327566066016e-05,0.02375724754936545,0.0068433202926265575,0.0022377839004124145
0.43,0.06605569824151801,0.8037261549516449,0.8979916030994164,0.9982189677786779,1.489512219183111,0.009927424003614614,5.658202601181575e-06,0.10219864650274707,0.054098284299867315,8.921728263402194e-06,0.7297329821766031,0.5102388620971708,1.0174040082555575,0.025050300235860034,0.000150489036052412,4.25118387005999e-05,0.02389423117480679,0.0066982238472662724,0.0022896329742922083
0.44,0.06386045578200601,0.803766342264067,0.8969707936285325,0.9982866131265277,1.4906195593838532,0.010230191714700262,5.601260026875173e-06,0.10260433494207714,0.05406919046844328,9.178272272490301e-06,0.7275696512991073,0.5099102097801431,1.0138475594248475,0.024936303408401885,0.00015407836719583695,4.259245933216144e-05,0.024030748658400988,0.006553657196905804,0.0023414011934903734
0.45,0.06169277737020884,0.8038065315859049,0.8959406576022408,0.9983525714928446,1.491722481663371,0.010545838056433837,5.538117429314351e-06,0.10300274135167331,0.05404003213136952,9.437065918777337e-06,0.7253923130723133,0.5095794253140623,1.0102971376947234,0.024862500914748457,0.00015770360785749007,4.263377107237633e-05,0.024166763173673642,0.006409656920851613,0.002393088556338599
0.46,0.05955310831856727,0.803846722917259,0.8949012286282357,0.9984168762324792,1.492820969220029,0.010875019126323783,5.46895825985999e-06,0.10339319455547014,0.054010847549312756,9.698070487798377e-06,0.7232011093299384,0.5092465359151837,1.0067528500164635,0.02482494140168094,0.000161365137707488,4.263635616490227e-05,0.024302236963380415,0.006266260513975193,0.002444695098288702
0.47000000000000003,0.057441931625755144,0.80388691625823,0.893852544670459,0.9984795582830761,1.4939150055394523,0.011218424119604008,5.393969910598862e-06,0.10377498801497373,0.0539816712200317,9.961237057519719e-06,0.720996187076765,0.508911569249059,1.0032147948676544,0.024820018706906085,0.00016506324083183198,4.26007991719171e-05,0.024437131259574946,0.006123506465770133,0.0024962208906192294
0.48,0.05535976932250885,0.8039271116089184,0.8927946483741627,0.9985406463404845,1.4950045744038967,0.011576776427868928,5.313344491483544e-06,0.10414737851181805,0.05395253411520827,1.0226505612290242e-05,0.7187776988652277,0.5085745534730951,0.9996830625859527,0.024844462455403386,0.00016879810960922104,4.252768895682917e-05,0.024571406206455308,0.005981434336803685,0.0025476660378570444
0.49,0.05330718352148775,0.8039673089694245,0.8917275873629917,0.9986001668780566,1.4960896598974402,0.011950834488612932,5.227279710401924e-06,0.10450958508165473,0.05392346402679743,1.0493804188818044e-05,0.7165458031344448,0.5082355172775642,0.9961577359299328,0.02489531784185124,0.00017256985070922227,4.241762125996457e-05,0.0247050207913965,0.0058400848271795616,0.002599030674172242
0.5,0.051284777060001265,0.8040075083398488,0.8906514145216716,0.9986581442262076,1.4971702464103176,0.012341392241285625,5.135979747572663e-06,0.10486078834538905,0.05389448590242256,1.0763048084476822e-05,0.7143006645312768,0.5078944899251097,0.9926388906430534,0.024969921687242026,0.00017637849054927377,4.2271201547360536e-05,0.024837932781747153,0.00569949983928131,0.0026503149600228502
0.51,0.049293194040339994,0.8040477097202919,0.8895661883004007,0.9987146006514843,1.4982463186439314,0.0127492794624043,5.039656196488381e-06,0.10520012994153116,0.0538656221668962,1.1034139032077109e-05,0.712042454253936,0.5075515012928137,0.9891265960138717,0.025065875741726078,0.00018022397993136628,4.2089048338504785e-05,0.0249700986600436,0.005559722542044453,0.002701519079043856
0.52,0.04733312007931529,0.8040879131108544,0.8884719729764488,0.9987695564212369,1.499317861616071,0.013175361829809275,4.938528832026615e-06,0.10552671226076385,0.0538368929380055,1.1306964530055897e-05,0.7097713503453613,0.5072065819074073,0.9856209152689378,0.02518102537063741,0.00018410619642791328,4.187179616693657e-05,0.025101473571946805,0.005420797422537129,0.0027526432360278734
0.53,0.04540528239867401,0.8041281185116365,0.8873688388924467,0.9988230298476722,1.5003848606657357,0.01362054084391041,4.832826294460933e-06,0.1058395983403213,0.05380831621721783,1.158139725051134e-05,0.7074875379599286,0.5068597629772997,0.9821219059300477,0.025313440884357698,0.00018802494640137186,4.1620098285306405e-05,0.02523201128016912,0.005282770331588866,0.002803687655126143
0.54,0.04351044978149041,0.804168325922739,0.8862568629560583,0.9988750373869444,1.5014473014639516,0.014085753422848313,4.7227874846201355e-06,0.10613781188096212,0.0537799082466341,1.1857293833111486e-05,0.7051912099210826,0.506511076459032,0.9786296205028813,0.025461380340234537,0.00019197996812955978,4.133463238382791e-05,0.025361664071154644,0.005145688576146,0.002854652576511493
0.55,0.04164943156333426,0.8042085353442623,0.8851361288318499,0.9989255938488074,1.502505170018856,0.014571970744953004,4.608662033586275e-06,0.10642033824668791,0.05375168358558198,1.2134494499564985e-05,0.7028825669287464,0.5061605550813952,0.9751441066678631,0.025623278367845184,0.0001959709312187876,4.1016103073563175e-05,0.02549038273005947,0.0050096009438725915,0.002905538255636432
0.56,0.039823076641683726,0.8042487467763069,0.8840067273134224,0.998974712190455,1.5035584526842165,0.01508019698415451,4.490711267599388e-06,0.10668612543125947,0.05372365535449589,1.2412822245304605e-05,0.7005618179678319,0.5058082323939407,0.9716654077827434,0.025797720327614182,0.0001999974381756761,4.0665246355441e-05,0.025618116481995173,0.004874557761159092,0.0029563449609045743
0.5700000000000001,0.03803227150674482,0.8042889602189734,0.8828687565422595,0.9990224038049276,1.5046071361661477,0.015611467163094948,4.369208636907133e-06,0.10693408601809327,0.053695835279546585,1.2692082513113192e-05,0.6982291805385143,0.5054541427932133,0.9681935630570445,0.025983431956640927,0.00020405902255515274,4.028283257636881e-05,0.025744812974185988,0.004740610910438903,0.003007072973236751
0.58,0.036277937537240124,0.8043291756723624,0.8817223222819512,0.9990686792946654,1.5056512075310162,0.016166844232024972,4.244440218504259e-06,0.10716309986432257,0.05366823380962099,1.2972062821417309e-05,0.6958848809418638,0.505098321555726,0.9647286078635304,0.02617926424354783,0.00020815514821514113,3.986967006946615e-05,0.025870418256979194,0.004607813848537989,0.0030577225848816975
0.59,0.03456102796754737,0.8043693931365743,0.8805675382547212,0.9991135456586023,1.506690654215014,0.016747415770563077,4.116705350887308e-06,0.1073720171122903,0.05364086029474489,1.3252532277412716e-05,0.6935291546317482,0.5047408048785884,0.9612705741511272,0.02638417278016293,0.0002122852093835949,3.942660950352967e-05,0.025994876757908472,0.004476221631836601,0.0031082940976189938
0.6,0.03288252332122155,0.8044096126117096,0.8794045263777693,0.9991570112450571,1.5077254640330655,0.017354289219851094,3.9863168380844455e-06,0.10755966273664352,0.05361372306395836,1.3533241496868163e-05,0.6911622464425423,0.5043816299045198,0.9578194906965611,0.026597206130914233,0.00021644852913154687,3.8954547334294824e-05,0.026118131295062765,0.004345890902240201,0.003158787821881166
0.61,0.031243428694515192,0.804449834097869,0.878233417066058,0.9991990839550549,1.5087556251874206,0.01798858892689666,3.8536015259024875e-06,0.1077248392411699,0.05358682956531646,1.381392216546043e-05,0.6887844109063678,0.5040208347585051,0.954375383453942,0.026817488374284548,0.00022064435888524285,3.845442975744969e-05,0.026240123052980464,0.004216879910587854,0.0032092040753425722
0.62,0.029644763645326255,0.8044900575951529,0.877054349335383,0.999239767591352,1.5097811262783905,0.01865144589274265,3.718899478225546e-06,0.10786633675386055,0.053560186359781305,1.409428797052755e-05,0.6863959122858757,0.5036584585470393,0.9509382756803425,0.027044216769240872,0.0002248718756789505,3.792725529449116e-05,0.026360791695148045,0.004089248403503962,0.003259543182665667
0.63,0.02808756253528104,0.804530283103662,0.8758674711848449,0.999279065431995,1.5108019563120674,0.01934399783804491,3.5825651354306625e-06,0.10798293266267597,0.053533799319274426,1.4374033591274122e-05,0.6839970250056842,0.5032945414098074,0.9475081883728174,0.02727663818229105,0.00022913018257376386,3.7374079280050235e-05,0.02648007528443023,0.0039630577022531765,0.003309805473634295
0.64,0.026572855658588194,0.8045705106234968,0.8746729394018752,0.9993169829021513,1.511818104712227,0.020067370360063924,3.444964569405466e-06,0.10807341047192051,0.05350767348726747,1.4652837519723688e-05,0.6815880332766575,0.5029291244666118,0.9440851401806879,0.027514060960414213,0.00023341830510336677,3.6796013946069077e-05,0.026597910575567422,0.003838370409771831,0.0033599912839510438
0.65,0.02510167319984953,0.804610740154758,0.8734709200796961,0.99935352374902,1.512829561327884,0.02082268053361284,3.3064774836119573e-06,0.1081365558222979,0.05348181333111758,1.4930360224731182e-05,0.6791692317087371,0.5025622498920289,0.9406691479301841,0.027755825660346282,0.00023773519180883334,3.6194234140139595e-05,0.02671423285911817,0.003715250565912037,0.0034101009529289
0.66,0.023675020284478033,0.8046509716975458,0.8722615881176259,0.9993886909263175,1.5138363164445454,0.021611012184696483,3.1674927760453347e-06,0.10817118142283261,0.0534562225817924,1.5206248655701465e-05,0.6767409245296769,0.5021939608115374,0.9372602264669798,0.028001320689909164,0.00024207971296928279,3.5569974604972034e-05,0.02682897641642011,0.003593763192303919,0.003460134824380728
0.67,0.022293879755764755,0.8046912052519613,0.8710451277469844,0.9994224882086002,1.5148383607926834,0.02243341829480294,3.0284104891479075e-06,0.1081761242546042,0.053430904424954496,1.5480134447294437e-05,0.6743034262050935,0.5018243013766077,0.9338583891032632,0.02824995873703899,0.0002464506594362821,3.492453587806534e-05,0.02694207436795161,0.003473974443119801,0.003510093244842164
0.68,0.020959185796120394,0.8047314408181047,0.8698217318262006,0.9994549197220152,1.5158356855570059,0.023290894999667345,2.8896365864263064e-06,0.10815027192704943,0.05340586142970969,1.575163923755114e-05,0.6718570603998837,0.5014533166300921,0.930463647552966,0.028501185594809762,0.00025084674575678135,3.425927938572091e-05,0.027053459215976433,0.0033559510625540685,0.003559976563652915
0.6900000000000001,0.019671822792699634,0.8047716783960767,0.8685916022352446,0.9994859899135697,1.516828282385725,0.024184380148774484,2.7515839894107914e-06,0.10809256379619346,0.05338109564090045,1.6020373763138965e-05,0.6694021604131246,0.5010810525570154,0.9270760122309981,0.028754466085638447,0.0002552666074999682,3.3575632399173884e-05,0.027163062775193442,0.003239760453366786,0.0036097851319972377
0.7000000000000001,0.018432600237348554,0.8048119179859778,0.8673549490345395,0.9995157038981676,1.5178161433976038,0.025114728692758458,2.6146670689592285e-06,0.10800201604210782,0.05335660856752805,1.6285943497689723e-05,0.6669390679785383,0.5007075559313453,0.9236954922574587,0.029009287526491387,0.00025970880738851194,3.28750816011059e-05,0.02727081675586637,0.003125470094152188,0.0036595193025025347
0.71,0.01724224594975603,0.8048521595879088,0.8661119905746506,0.9995440684096744,1.5187992611907717,0.026082705784161917,2.479301201832689e-06,0.10787772842681884,0.053332401224308656,1.654794922129734e-05,0.6644681333250736,0.5003328743201935,0.9203220956562972,0.029265152375189243,0.0002641718340603009,3.215917534662037e-05,0.027376652842973723,0.00301314745965973,0.0037091794286453284
0.72,0.01610138405018001,0.8048924032019702,0.8648629526411571,0.9995710924124049,1.5197776288482197,0.027088965261930328,2.345897552846392e-06,0.10771890630031791,0.0533084741321541,1.6805992389607613e-05,0.6619897139748046,0.4999570559313022,0.9169558293830373,0.029521579821356492,0.00026865410882968355,3.142951690074312e-05,0.027480503259020135,0.002902859458512117,0.003758765864318234
0.73,0.015010523250649369,0.8049326488282625,0.8636080680661994,0.9995967855030601,1.5207512399436733,0.0281340381600607,2.2148605885186213e-06,0.10752487229060936,0.05328482734257041,1.7059677770661908e-05,0.6595041741674098,0.49958014953949176,0.9135966994475753,0.029778102643151904,0.0002731539889750581,3.068776174634741e-05,0.027582301067869002,0.002794672129496386,0.0038082789633211832
0.74,0.013970038531745771,0.8049728964668865,0.8623475760797396,0.9996211589417919,1.521720088547588,0.029218314763010185,2.0865839343104507e-06,0.10729508460602873,0.0532614604450218,1.7308617735935112e-05,0.6570118839308862,0.4992022043681819,0.9102447109778186,0.03003426696878305,0.0002776697727822139,2.9935612711718693e-05,0.027681980629859014,0.00268865018676676,0.0038577190789227567
