t,a,g
1.83,3.3183390890589797,0.31701250846482953
1.84,3.318872680740013,0.3171040135602279
1.85,3.319390737922385,0.31719289384137644
1.86,3.3198937107624893,0.3172792233066074
1.87,3.320382036237762,0.31736307393313773
1.8800000000000001,3.3208561385890705,0.31744451572509175
1.8900000000000001,3.321316431240845,0.31752361674841006
1.9000000000000001,3.321763315296554,0.31760044319099634
1.9100000000000001,3.322197179975254,0.31767505940612656
1.92,3.3226184032357953,0.3177475279528374
1.93,3.3230273520756626,0.3178179096373072
1.94,3.3234243828194283,0.31788626355387817
1.95,3.3238098418031115,0.3179526473273645
1.96,3.3241840654528656,0.31801711705956215
1.97,3.3245473802626844,0.3180797272304402
1.98,3.3249001032470176,0.31814053083982663
1.99,3.3252425421914094,0.3181995794536488
2.0,3.325574995892343,0.3182569232496163
2.0100000000000002,3.32589775463768,0.31831261095778185
2.02,3.3262111007352266,0.3183666897760357
2.0300000000000002,3.3265153080151957,0.31841920570736204
2.04,3.326810642355822,0.31847020346646615
2.05,3.327097361913647,0.3185197265041995
2.06,3.3273757173322696,0.3185678170358917
2.07,3.3276459523853474,0.3186145161417804
2.08,3.327908302530753,0.31865986352255
2.09,3.328162998181186,0.31870389803308125
2.1,3.3284102620798035,0.3187466572420771
2.11,3.328650310522346,0.3187881776283769
2.12,3.3288833535026696,0.31882849459886325
2.13,3.3291095948666123,0.3188676425149884
2.14,3.329329232781721,0.31890565504598206
2.15,3.3295424598093493,0.3189425651108089
2.16,3.3297494629684885,0.31897840480978895
2.17,3.329950423660715,0.31901320503936603
2.18,3.3301455178570842,0.31904699555211474
2.19,3.330334916436303,0.3190798052530769
2.2,3.330518785363535,0.3191116623317059
2.21,3.3306972858733643,0.3191425943434592
2.22,3.3308705745108766,0.3191726279790925
2.23,3.331038803252793,0.31920178917496905
2.24,3.3312021195960666,0.3192301031202102
2.25,3.331360666826843,0.31925759433343387
2.2600000000000002,3.3315145840540987,0.3192842866185149
2.27,3.331664006263393,0.31931020301506
2.2800000000000002,3.3318090645664227,0.3193353659190099
2.29,3.3319498863276453,0.3193597970978229
2.3000000000000003,3.332086594921905,0.319383517700401
2.31,3.33221931053828,0.31940654833055054
2.32,3.332348149664113,0.3194289089611563
2.33,3.3324732254466496,0.3194506189766499
2.34,3.332594647745875,0.3194716972348588
2.35,3.3327125231167494,0.3194921620462092
2.36,3.3328269548507197,0.31951203117629573
2.37,3.332938043941599,0.319531321950991
2.38,3.333045888167765,0.31955005115656776
2.39,3.333150581920254,0.31956823502099163
2.4,3.333252216454767,0.3195858892413447
2.41,3.333350880904983,0.3196030291528259
2.42,3.3334466631399695,0.31961966987174817
2.43,3.3335396471579,0.31963582586086575
2.44,3.333629914158755,0.31965151110827805
2.45,3.333717542776169,0.31966673916617266
2.46,3.333802611015883,0.31968152347484236
2.47,3.333885193916596,0.3196958769716905
2.48,3.3339653637495807,0.31970981212459726
2.49,3.3340431903561614,0.3197233409883299
2.5,3.3341187422896144,0.319736475391794
2.5100000000000002,3.334192086777145,0.31974922693179897
2.52,3.3342632881211642,0.3197616067108952
2.5300000000000002,3.3343324084899195,0.31977362546702337
2.54,3.3343995082676283,0.3197852936326111
2.5500000000000003,3.3344646476217243,0.3197966215991056
2.56,3.3345278839317114,0.31980761928299406
2.57,3.3345892724638797,0.31981829623968794
2.58,3.3346488665708693,0.31982866169720725
2.59,3.3347067177358056,0.31983872456362283
2.6,3.3347628777705234,0.31984849379774744
2.61,3.334817396915219,0.3198579780886764
2.62,3.334870322960446,0.31986718570772765
2.63,3.3349217020800523,0.319876124648902
2.64,3.3349715788311833,0.3198848026288835
2.65,3.335019996984509,0.3198932272273825
2.66,3.3350670003418474,0.3199014060253484
2.67,3.3351126302157255,0.3199093461789098
2.68,3.3351569264922234,0.31991705459904
2.69,3.3351999276747546,0.31992453795895703
2.7,3.3352416710744768,0.31993180272657107
2.71,3.3352821943970294,0.3199388554348744
2.72,3.335321533561236,0.31994570231023434
2.73,3.3353597230173464,0.31995234932662486
2.74,3.3353967960353677,0.31995880225475887
2.75,3.3354327835533883,0.3199650664659112
2.7600000000000002,3.3354677206455143,0.3199711480336723
2.77,3.33550163635227,0.31997705200165016
2.7800000000000002,3.335534560670078,0.3199827835740638
2.79,3.335566522481621,0.3199883477632001
2.8000000000000003,3.3355975495882655,0.3199937493949362
2.81,3.3356276691702798,0.3199989931875531
2.82,3.335656908671416,0.3200040839032513
2.83,3.335685293797536,0.3200090260052414
2.84,3.3357128493663435,0.32001382380328974
2.85,3.3357395994341514,0.32001848147540396
2.86,3.3357655673382265,0.32002300307505627
2.87,3.33579077573914,0.3200273925384068
2.88,3.3358152466631132,0.3200316536915269
2.89,3.3358390015443677,0.32003579025762247
2.9,3.3358620611171084,0.32003980583926445
2.91,3.33588444541293,0.32004370391814246
2.92,3.335906174152239,0.3200474879203092
2.93,3.335927266604523,0.3200511611931395
2.94,3.3359477416253966,0.32005472701167254
2.95,3.335967617696858,0.3200581885854875
2.96,3.335986912967547,0.32006154906557976
2.97,3.3360056452930062,0.32006481155123656
2.98,3.3360238322709335,0.3200679790960682
2.99,3.3360414889436916,0.32007105432000565
3.0,3.3360586293679764,0.3200740396745147
3.0100000000000002,3.3360752686153554,0.32007693778059115
3.02,3.3360914213349866,0.3200797511860591
3.0300000000000002,3.3361071017722232,0.32008248236879017
3.04,3.336122323787226,0.32008513373992264
3.0500000000000003,3.336137100873571,0.32008770764708033
3.06,3.3361514461768595,0.32009020637759206
3.0700000000000003,3.336165372491473,0.32009263215793843
3.08,3.3361788917163215,0.32009498705980394
3.09,3.3361920155196167,0.32009727311484387
3.1,3.3362047554261967,0.3200994923297649
3.11,3.3362171226390265,0.32010164665551805
3.12,3.3362291280534766,0.32010373798977
3.13,3.3362407822716023,0.32010576817937475
3.14,3.3362520956164206,0.3201077390228451
3.15,3.3362630781461906,0.3201096522728245
3.16,3.3362737396240334,0.3201115096299898
3.17,3.3362840891838648,0.32011331267868737
3.18,3.3362941358769374,0.3201150629915278
3.19,3.3363038885776772,0.32011676211105144
3.2,3.3363133559247027,0.3201184115381434
3.21,3.336322546332387,0.3201200127339845
3.22,3.3363314680024256,0.32012156712200235
3.23,3.336340128935402,0.3201230760898223
3.24,3.336348536942352,0.32012454099121884
3.25,3.3363566995187655,0.32012596312739394
3.2600000000000002,3.336364623457324,0.3201273436889972
3.27,3.336372315681238,0.3201286838815638
3.2800000000000002,3.336379782959815,0.32012998488298644
3.29,3.336387031868368,0.3201312478377035
3.3000000000000003,3.336394068795846,0.3201324738580591
3.31,3.3364008999524675,0.32013366402566285
3.3200000000000003,3.33640753137735,0.32013481939275
3.33,3.336413968946147,0.32013594098354137
3.34,3.336420218286449,0.3201370297787749
3.35,3.3364262847303157,0.32013808670701194
3.36,3.336432173603886,0.32013911269744777
3.37,3.336437890092521,0.3201401086552727
3.38,3.3364434392425775,0.32014107546196285
3.39,3.336448825968364,0.32014201397651665
3.4,3.336454055059092,0.320142925036691
3.41,3.336459131185836,0.32014380946023774
3.42,3.3364640589084824,0.32014466804613984
3.43,3.3364688426826867,0.3201455015758477
3.44,3.3364734868668284,0.3201463108145155
3.45,3.3364779957149167,0.3201470965093454
3.46,3.3364823728441095,0.3201478592797731
3.47,3.336486621869202,0.3201485997478907
3.48,3.33649074652827,0.3201493185641182
3.49,3.3364947504587343,0.32015001636090706
3.5,3.3364986372023715,0.3201506937535758
3.5100000000000002,3.3365024102103202,0.32015135134114575
3.52,3.336506072848089,0.32015198970717684
3.5300000000000002,3.3365096284005684,0.3201526094206034
3.54,3.3365130800770357,0.3201532110365695
3.5500000000000003,3.336516431016166,0.3201537950972651
3.56,3.3365196842910403,0.3201543621327615
3.5700000000000003,3.3365228428066454,0.3201549126451944
3.58,3.3365259089598376,0.32015544705615434
3.59,3.336528885386432,0.3201559658224664
3.6,3.336531774698158,0.32015646939550646
3.61,3.3365345794354675,0.3201569582139507
3.62,3.336537302071006,0.32015743270437363
3.63,3.336539945013085,0.32015789328184574
3.64,3.3365425106091537,0.3201583403505311
3.65,3.3365450011492723,0.3201587743042849
3.66,3.336547418869581,0.3201591955272515
3.67,3.3365497659557746,0.3201596043944619
3.68,3.3365520445465737,0.32016000127243116
3.69,3.336554256562098,0.32016038650447737
3.7,3.3365564037847273,0.320160760418072
3.71,3.3365584881036248,0.32016112334647207
3.72,3.336560511358344,0.3201614756153678
3.73,3.336562475341293,0.32016181754339246
3.74,3.336564381800344,0.32016214944264487
3.75,3.336566232441448,0.3201624716192121
3.7600000000000002,3.336568028931246,0.32016278437369194
3.77,3.33656977289968,0.32016308800171595
3.7800000000000002,3.336571465942606,0.32016338279447165
3.79,3.3365731096244042,0.32016366903922533
3.8000000000000003,3.336574705457342,0.3201639470127024
3.81,3.3365762546532696,0.32016421690453234
3.8200000000000003,3.3365777585092204,0.3201644789354204
3.83,3.3365792183506087,0.32016473333941786
3.84,3.336580635466991,0.32016498034391033
3.85,3.3365820111137974,0.3201652201698691
3.86,3.336583346514061,0.32016545303210314
3.87,3.336584642860148,0.3201656791395106
3.88,3.3365859013154875,0.32016589869533063
3.89,3.336587123016302,0.3201661118973951
3.9,3.3365883090733357,0.3201663189383802
3.91,3.336589460573587,0.3201665200060583
3.92,3.3365905800323183,0.3201667154219118
3.93,3.336591664698632,0.3201669049516236
3.94,3.336592717800991,0.32016708898159324
3.95,3.3365937402086003,0.32016726765570336
3.96,3.3365947327755743,0.3201674411126617
3.97,3.336595696340939,0.3201676094860012
3.98,3.33659663172863,0.32016777290407983
3.99,3.336597539747493,0.32016793149008066
4.0,3.336598421191285,0.3201680853620121
4.01,3.3365992768386725,0.32016823463270744
4.0200000000000005,3.3366001074532323,0.32016837940982534
4.03,3.3366009137828425,0.32016851979677907
4.04,3.3366016965168197,0.32016865595812133
4.05,3.3366024563264634,0.320168788057695
4.0600000000000005,3.336603193884472,0.3201689162290157
4.07,3.336603909845045,0.320169040605624
4.08,3.336604604843885,0.3201691613210849
4.09,3.336605279498196,0.32016927850898835
4.1,3.336605934406683,0.3201693923029489
4.11,3.3366065701548457,0.3201695028133522
4.12,3.336607187317811,0.32016961011491524
4.13,3.3366077864457164,0.3201697143108874
4.14,3.3366083680707788,0.32016981550201773
4.15,3.3366089327074935,0.3201699137856604
4.16,3.336609480852635,0.3201700092557749
4.17,3.336610012985261,0.3201701020029259
4.18,3.33661052957019,0.32017019210952763
4.19,3.3366110310750243,0.3201702796266185
4.2,3.3366115179399363,0.3201703646150928
4.21,3.3366119905860274,0.32017044713429504
4.22,3.336612449418065,0.3201705272382833
4.23,3.336612894824482,0.32017060497582955
4.24,3.336613327177378,0.3201706803904195
4.25,3.3366137468341766,0.3201707535218895
4.26,3.3366141541976906,0.32017082446567935
4.2700000000000005,3.3366145496507364,0.3201708933083288
4.28,3.336614933541108,0.32017096011265683
4.29,3.336615306204819,0.3201710249406872
4.3,3.3366156679661003,0.32017108785364845
4.3100000000000005,3.336616019137402,0.320171148911974
4.32,3.3366163600193928,0.32017120817530204
4.33,3.336616691596266,0.3201712657667648
4.34,3.336617012494834,0.3201713215797794
4.3500000000000005,3.336617324152036,0.3201713757814371
4.36,3.3366176267963437,0.32017142842248886
4.37,3.33661792065623,0.32017147955368563
4.38,3.336618205960166,0.32017152922577835
4.39,3.336618482936624,0.3201715774895181
4.4,3.336618751813667,0.32017162438757657
4.41,3.336619012817556,0.3201716699271695
4.42,3.336619266175725,0.3201717141385577
4.43,3.3366195121158078,0.32017175705601275
4.44,3.336619750865442,0.3201717987138061
4.45,3.336619982652262,0.3201718391462091
4.46,3.336620207665186,0.3201718783873209
4.47,3.3366204260705277,0.32017191647113985
4.48,3.336620638069327,0.32017195343181887
4.49,3.336620843862667,0.3201719893035112
4.5,3.3366210436516304,0.3201720241203701
4.51,3.336621237631588,0.3201720579160247
4.5200000000000005,3.3366214259298492,0.320172090717861
4.53,3.3366216087012717,0.3201721225557916
4.54,3.3366217861167393,0.3201721534611996
4.55,3.336621958347137,0.320172183465468
4.5600000000000005,3.3366221255633493,0.32017221259997986
4.57,3.336622290661471,0.3201722413681853
4.58,3.3366224468735948,0.320172268591377
4.59,3.3366225990189258,0.32017229510680023
4.6000000000000005,3.3366227470974654,0.3201723209144551
4.61,3.3366228911092124,0.3201723460143415
4.62,3.336623031057455,0.3201723704070165
4.63,3.336623167132008,0.320172394124634
4.64,3.3366232994432075,0.3201724171858846
4.65,3.336623427991053,0.32017243959076824
4.66,3.3366235527755452,0.32017246133928506
4.67,3.336623673796684,0.32017248243143503
4.68,3.3366237910544694,0.3201725028672181
4.69,3.336623904785933,0.32017252268805635
4.7,3.336624015390435,0.32017254196373857
4.71,3.336624122874384,0.32017256069538486
4.72,3.33662422723778,0.3201725788829952
4.73,3.3366243284806236,0.32017259652656965
4.74,3.3366244266029144,0.3201726136261082
4.75,3.3366245190326356,0.32017262973218125
4.76,3.336624612653671,0.3201726460476664
4.7700000000000005,3.33662470328817,0.3201726618425334
4.78,3.336624791021476,0.320172677131695
4.79,3.3366248759389303,0.3201726919300637
4.8,3.336624958125876,0.3201727062525521
4.8100000000000005,3.336625037667917,0.3201727201141145
4.82,3.3366251146552086,0.3201727335304317
4.83,3.3366251891754324,0.3201727465167895
4.84,3.3366252613146337,0.3201727590882127
4.8500000000000005,3.3366253311588583,0.3201727712597261
4.86,3.3366253987941517,0.3201727830463545
4.87,3.336625464306559,0.3201727944631227
4.88,3.3366255277821266,0.3201728055250555
4.89,3.336625589306899,0.32017281624717775
4.9,3.3366256489669226,0.3201728266445142
4.91,3.336625706848243,0.3201728367320896
4.92,3.336625763036905,0.32017284652492883
4.93,3.3366258176189545,0.3201728560380567
4.94,3.3366258706804373,0.3201728652864979
4.95,3.336625922307398,0.32017287428527735
4.96,3.3366259725858836,0.32017288304941977
4.97,3.3366260216019388,0.32017289159394996
4.98,3.336626069441609,0.3201728999338928
4.99,3.3366261161909403,0.320172908084273
5.0,3.336626161816142,0.32017291603914194
5.01,3.3366262060956804,0.3201729237596924
5.0200000000000005,3.3366262490599943,0.32017293125121693
5.03,3.336626290751297,0.320172938521069
5.04,3.336626331211804,0.32017294557660214
5.05,3.3366263704837285,0.3201729524251698
5.0600000000000005,3.3366264086092845,0.3201729590741256
5.07,3.3366264456306864,0.32017296553082286
5.08,3.3366264815901485,0.3201729718026152
5.09,3.336626516529885,0.32017297789685617
5.1000000000000005,3.3366265504921095,0.3201729838208991
5.11,3.3366265835190365,0.3201729895820976
5.12,3.33662661565288,0.3201729951878051
5.13,3.336626646935854,0.3201730006453752
5.14,3.336626677410173,0.3201730059621613
5.15,3.336626707118051,0.32017301114551694
5.16,3.3366267361017017,0.3201730162027956
5.17,3.3366267644033396,0.32017302114135077
5.18,3.3366267920592096,0.3201730259674884
5.19,3.336626818957819,0.3201730306615878
5.2,3.336626845056592,0.32017303521612245
5.21,3.336626870374452,0.32017303963435856
5.22,3.336626894930322,0.3201730439195622
5.23,3.336626918743125,0.3201730480749995
5.24,3.336626941831785,0.3201730521039367
5.25,3.3366269642152235,0.3201730560096398
5.26,3.3366269859123654,0.32017305979537497
5.2700000000000005,3.336627006942133,0.3201730634644084
5.28,3.3366270273234497,0.3201730670200061
5.29,3.336627047075239,0.3201730704654343
5.3,3.3366270662164235,0.3201730738039591
5.3100000000000005,3.3366270847659263,0.3201730770388467
5.32,3.3366271027426713,0.3201730801733631
5.33,3.3366271201655815,0.3201730832107745
5.34,3.3366271370535796,0.32017308615434703
5.3500000000000005,3.336627153425589,0.32017308900734687
5.36,3.336627169300533,0.3201730917730401
5.37,3.336627198816677,0.32017309690331613
5.38,3.3366272114588216,0.32017309910630437
5.39,3.336627223869754,0.3201731012682142
5.4,3.336627236049473,0.32017310338904564
5.41,3.3366272479979786,0.32017310546879874
5.42,3.336627259715272,0.3201731075074734
5.43,3.3366272712013525,0.3201731095050697
5.44,3.3366272824562198,0.32017311146158767
5.45,3.336627293479874,0.3201731133770272
5.46,3.336627304272316,0.3201731152513883
5.47,3.336627314833544,0.32017311708467106
5.48,3.33662732516356,0.32017311887687544
5.49,3.3366273352623628,0.32017312062800146
5.5,3.3366273451299526,0.32017312233804907
5.51,3.3366273547663297,0.32017312400701825
5.5200000000000005,3.336627364171494,0.3201731256349091
5.53,3.3366273733454452,0.32017312722172153
5.54,3.3366273822881833,0.3201731287674556
5.55,3.336627391000157,0.3201731302721973
5.5600000000000005,3.3366273994981532,0.3201731317391661
5.57,3.3366274077906897,0.32017313316999596
5.58,3.336627415877767,0.32017313456468677
5.59,3.336627423759385,0.3201731359232386
5.6000000000000005,3.3366274314355437,0.32017313724565133
5.61,3.336627438906243,0.32017313853192514
5.62,3.336627446171483,0.32017313978205986
5.63,3.3366274532312636,0.3201731409960556
5.64,3.3366274600855848,0.3201731421739123
5.65,3.3366274667344467,0.32017314331562996
5.66,3.3366274731778494,0.32017314442120864
5.67,3.336627479415793,0.3201731454906483
5.68,3.336627485448277,0.32017314652394896
5.69,3.336627491275302,0.3201731475211106
5.7,3.336627496896867,0.3201731484821332
5.71,3.3366275023129734,0.32017314940701674
5.72,3.33662750752362,0.3201731502957613
5.73,3.336627512528808,0.32017315114836686
5.74,3.336627517328536,0.3201731519648334
5.75,3.3366275219563004,0.32017315275124436
5.76,3.3366275264694876,0.32017315351802184
5.7700000000000005,3.3366275308690763,0.3201731542653437
5.78,3.336627535155066,0.32017315499321
5.79,3.336627539327458,0.32017315570162064
5.8,3.336627543386251,0.32017315639057575
5.8100000000000005,3.336627547331446,0.3201731570600752
5.82,3.336627551163042,0.3201731577101191
5.83,3.33662755488104,0.3201731583407074
5.84,3.3366275584854392,0.3201731589518401
5.8500000000000005,3.33662756197624,0.32017315954351727
5.86,3.3366275653534427,0.32017316011573876
5.87,3.3366275686170463,0.3201731606685047
5.88,3.336627571767052,0.320173161201815
5.89,3.336627574803459,0.32017316171566973
5.9,3.3366275777262677,0.32017316221006886
5.91,3.336627580535478,0.32017316268501245
5.92,3.3366275832310897,0.32017316314050037
5.93,3.336627585813103,0.32017316357653275
5.94,3.3366275882896317,0.3201731639946021
5.95,3.336627590705435,0.32017316440294197
5.96,3.3366275930673535,0.32017316480281083
5.97,3.336627595375388,0.32017316519420863
5.98,3.336627597629538,0.3201731655771354
5.99,3.3366275998298036,0.32017316595159107
6.0,3.336627601976185,0.32017316631757575
6.01,3.3366276040686818,0.3201731666750894
6.0200000000000005,3.336627606107294,0.320173167024132
6.03,3.3366276080920225,0.3201731673647035
6.04,3.336627610022866,0.3201731676968041
6.05,3.3366276118998255,0.32017316802043355
6.0600000000000005,3.3366276137229,0.320173168335592
6.07,3.3366276154920906,0.3201731686422794
6.08,3.3366276172073968,0.3201731689404958
6.09,3.3366276188688184,0.32017316923024114
6.1000000000000005,3.3366276204763556,0.3201731695115154
6.11,3.336627622030009,0.3201731697843187
6.12,3.336627623529777,0.3201731700486509
6.13,3.3366276249761317,0.32017317030461234
6.140000000000001,3.3366276263863504,0.32017317055587996
6.15,3.3366276277691402,0.32017317080430713
6.16,3.3366276291245014,0.3201731710498938
6.17,3.336627630452434,0.32017317129264
6.18,3.3366276317529375,0.3201731715325457
6.19,3.336627633026013,0.3201731717696109
6.2,3.336627634271659,0.32017317200383566
6.21,3.3366276354898767,0.3201731722352199
6.22,3.336627636680666,0.32017317246376364
6.23,3.336627637844026,0.32017317268946693
6.24,3.336627638979958,0.3201731729123297
6.25,3.3366276400884605,0.320173173132352
6.26,3.336627641169535,0.32017317334953377
6.2700000000000005,3.3366276422239802,0.32017317356332237
6.28,3.3366276432532636,0.3201731737727052
6.29,3.3366276442574154,0.3201731739776607
6.3,3.3366276452364367,0.3201731741781888
6.3100000000000005,3.3366276461903266,0.3201731743742895
