t,R,T,L
2.15,0.03257250822302759,3.151504950130873,0.3591244227566338
2.16,0.03256220418424367,3.1558638236913397,0.35879157578842635
2.17,0.032552432579887575,3.1601463213012897,0.3584610420709924
2.18,0.03254318055420048,3.16435343539046,0.35813285091894626
2.19,0.032534435485308044,3.168486150558837,0.3578070300910329
2.2,0.032526184974628954,3.1725454442844656,0.35748360582526095
2.21,0.03251841684396257,3.1765322868420367,0.3571626028761677
2.22,0.03251111913262255,3.1804476412232936,0.3568440445514422
2.23,0.032504280094599304,3.1842924630609257,0.35652795274791144
2.24,0.03249788819575197,3.1880677005557856,0.35621434798689877
2.25,0.032491932111030734,3.1917742944072462,0.35590324944896506
2.2600000000000002,0.032486400721730146,3.1954131777465276,0.35559467500804287
2.27,0.03248128311277427,3.1989852760728175,0.3552886412649726
2.2800000000000002,0.032476568570034337,3.2024915071920126,0.3549851635804524
2.29,0.032472246574071564,3.2059327815931398,0.3546842560999674
2.3000000000000003,0.03246830679447425,3.2093100027594637,0.35438593177930816
2.31,0.032464739098821645,3.2126240657214935,0.3540902024396313
2.32,0.03246153354449089,3.2158758576857807,0.35379707878651007
2.33,0.03245868037578933,3.219066258027464,0.35350657043935735
2.34,0.03245617002135709,3.2221961382562254,0.3532186859608036
2.35,0.03245399309159937,3.2252663619846254,0.3529334328855408
2.36,0.03245214037614862,3.2282777848986823,0.3526508177486426
2.37,0.03245060284135734,3.2312312547305417,0.35237084611336944
2.38,0.03244937162782192,3.234127611233091,0.3520935225984688
2.39,0.03244843804793794,3.236967686156377,0.35181885090497994
2.4,0.03244779358348765,3.239752303225681,0.3515468338425524
2.41,0.032447429881247845,3.2424822783842546,0.3512774733490931
2.42,0.032447338745047245,3.2451584205061352,0.351010770498911
2.43,0.03244751214538922,3.247781529817149,0.3507467255643899
2.44,0.03244794221262914,3.2503523984723635,0.35048533802646925
2.45,0.0324486212339291,3.2528718106449492,0.350226606596211
2.46,0.03244954165093321,3.2553405425261515,0.3499705292380498
2.47,0.03245069605747092,3.25775936232688,0.3497171031925998
2.48,0.03245207719728871,3.2601290302808033,0.3494663249990295
2.49,0.03245367796181037,3.2624502986488255,0.3492181905170108
2.5,0.03245549138792607,3.264723911724834,0.3489726949482529
2.5100000000000002,0.03245751065581074,3.266950605842599,0.34872983285762965
2.52,0.032459729086771756,3.2691311093837068,0.3484895981939088
2.5300000000000002,0.03246214014037472,3.271266142890462,0.3482519843072036
2.54,0.032464737407205166,3.2733564197878673,0.3480169839491586
2.5500000000000003,0.03246751461511323,3.27540264524404,0.34778458932446066
2.56,0.0324704656251441,3.2774055164632188,0.3475547921022341
2.57,0.03247358442844443,3.2793657228483806,0.3473275834307146
2.58,0.03247686514421039,3.281283946024316,0.3471029539554615
2.59,0.032480302017661694,3.2831608598616695,0.3468808938372131
2.6,0.032483889418041735,3.284997130501852,0.3466613927693944
2.61,0.032487621836643964,3.2867934163827317,0.3464444399952842
2.62,0.0324914938848646,3.2885503682650077,0.34623002432485017
2.63,0.03249550029228184,3.2902686292591725,0.3460181341512613
2.64,0.03249963590476163,3.2919488348529664,0.345808757467084
2.65,0.03250389568242437,3.2935916129755323,0.3456018818781999
2.66,0.03250827469467739,3.295197584710066,0.34539749458221636
2.67,0.03251276812235482,3.296767363456716,0.34519558243077714
2.68,0.03251737125588662,3.2983015549707786,0.3449961319440528
2.69,0.03252207949251147,3.299800757616177,0.34479912931326445
2.7,0.032526888334497364,3.301265562404235,0.3446045604145997
2.71,0.03253179338738659,3.3026965530329657,0.3444124108228344
2.72,0.03253679035826504,3.304094305926803,0.3442226658246662
2.73,0.03254187505405584,3.305459390276702,0.3440353104317683
2.74,0.032547043379837444,3.306792368080531,0.34385032939356935
2.75,0.0325522913371861,3.3080937941836845,0.34366770720976736
2.7600000000000002,0.032557615022542785,3.309364216319839,0.3434874281425851
2.77,0.03256301062557928,3.310604175156114,0.3433094762285927
2.7800000000000002,0.032568474424807196,3.31181420481429,0.3431338352704959
2.79,0.03257400278847268,3.312994832491515,0.3429604888661186
2.8000000000000003,0.032579592174509425,3.314146578246232,0.3427894204302795
2.81,0.032585239127512954,3.3152699552978837,0.34262061319507897
2.82,0.032590940277207936,3.3163654700750134,0.3424540502204162
2.83,0.03259669233693697,3.3174336222635215,0.3422897144042751
2.84,0.03260249210217084,3.3184749048550266,0.3421275884927859
2.85,0.032608336449040175,3.3194898041952676,0.3419676550900684
2.86,0.03261422233288842,3.320478800032495,0.34180989666786316
2.87,0.03262014678684605,3.3214423655657828,0.34165429557495813
2.88,0.03262610692042597,3.3223809674932143,0.3415008340464158
2.89,0.032632099918140096,3.323295066059875,0.34134949421260846
2.9,0.03263812303722216,3.3241851154026847,0.34120025808750676
2.91,0.03264417360646807,3.3250515635388136,0.34105310758143476
2.92,0.03265024902638059,3.3258948519369183,0.34090802454249913
2.93,0.032656346766964765,3.326715415857701,0.3407649907445791
2.94,0.032662464366425406,3.3275136844077813,0.3406239878949647
2.95,0.03266859942988707,3.3282900805924465,0.34048499764188156
2.96,0.03267474962813335,3.329045021368262,0.34034800158183715
2.97,0.032680912696365264,3.3297789176955033,0.3402129812667939
2.98,0.0326870864329787,3.330492174590355,0.3400799182111744
2.99,0.03269326869836076,3.3311851911768446,0.3399487938987048
3.0,0.03269945741370501,3.3318583607384533,0.33981958978910143
3.0100000000000002,0.03270565055984533,3.3325120707693685,0.3396922873246067
3.02,0.03271184617553728,3.333146703193518,0.3395668679252723
3.0300000000000002,0.03271804235578529,3.33376263457508,0.339443312984636
3.04,0.03272423725264273,3.334360235605809,0.3393216039129887
3.0500000000000003,0.032730429073200853,3.33493987142492,0.3392017221254963
3.06,0.032736616078451096,3.3355019016865777,0.33908364904682814
3.0700000000000003,0.03274279658220791,3.336046680614264,0.3389673661164913
3.08,0.03274896895004815,3.3365745570548886,0.3388528547940266
3.09,0.03275513159826683,3.3370858745325913,0.33874009656406945
3.1,0.03276128299284932,3.337580971302221,0.33862907294128164
3.11,0.03276742164845949,3.3380601804024406,0.3385197654751579
3.12,0.032773546127444,3.338523829708443,0.3384121557547126
3.13,0.03277965503885232,3.3389722419842287,0.3383062254130508
3.14,0.032785747037362145,3.3394057350261313,0.33820195612376225
3.15,0.03279182082217738,3.339824621841454,0.33809932959407757
3.16,0.03279787513653413,3.3402292103344036,0.3379983276012152
3.17,0.03280390876658438,3.340619803520988,0.3378989319820542
3.18,0.03280992054047492,3.340996699593766,0.337801124635871
3.19,0.03281590932745467,3.3413601919747107,0.337704887527979
3.2,0.0328218740369966,3.3417105693676694,0.3376102026932638
3.21,0.03282781361793393,3.3420481158103916,0.3375170522396183
3.22,0.03283372705761055,3.342373110726099,0.33742541835128137
3.23,0.03283961338104549,3.342685828974572,0.33733528329208473
3.24,0.032845471650111216,3.3429865409027304,0.3372466294086116
3.25,0.032851300962725705,3.343275512394681,0.33715943913327157
3.2600000000000002,0.03285710045194711,3.3435530050083853,0.3370736949796871
3.27,0.032862869284981736,3.3438192761904277,0.3369893795311367
3.2800000000000002,0.03286860666293845,3.3440745789139306,0.33690647547921926
3.29,0.032874311819853716,3.344319161899424,0.33682496561151726
3.3000000000000003,0.032879984021923166,3.34455326968281,0.3367448328124841
3.31,0.032885622566767365,3.3447771426658743,0.3366660600657357
3.3200000000000003,0.03289122678270981,3.3449910171663637,0.33658863045626236
3.33,0.03289679602806704,3.345195125467615,0.3365125271725649
3.34,0.032902329690450725,3.345389695867713,0.33643773350871825
3.35,0.032907827186081456,3.345574952728168,0.33636423286636546
3.36,0.03291328795911418,3.345751116522085,0.3362920087566465
3.37,0.03291871148097508,3.3459184038818184,0.33622104480206416
3.38,0.032924097249742205,3.3460770276900136,0.3361513247335734
3.39,0.03292944478958646,3.3462271972366997,0.3360828323804622
3.4,0.03293475364996133,3.3463691180213138,0.33601555169825215
3.41,0.03294002340505453,3.3465029918937743,0.3359494667600741
3.42,0.03294525365319087,3.3466290171145032,0.3358845617566378
3.43,0.03295044401623602,3.3467473884010475,0.3358208209975319
3.44,0.03295559413901066,3.346858296974215,0.3357582289124687
3.45,0.03296070368871492,3.346961930603727,0.33569677005247495
3.46,0.03296577235436277,3.3470584736533624,0.33563642909103286
3.47,0.03297079984622644,3.3471481071255913,0.33557719082517334
3.48,0.03297578589529043,3.3472310087056765,0.3355190401765249
3.49,0.03298073025271523,3.347307352805239,0.3354619621923206
3.5,0.03298563268938424,3.347377310641513,0.3354059420420032
3.5100000000000002,0.032990492995626945,3.347441050397912,0.3353509650039362
3.52,0.03299531098022626,3.34749873702852,0.33529701649488225
3.5300000000000002,0.03300008647009332,3.347550532384973,0.3352440820605663
3.54,0.03300481930981323,3.347596595275096,0.335192147374355
3.5500000000000003,0.03300950936116739,3.347637081505318,0.3351411982377912
3.56,0.033014156502664746,3.3476721439226163,0.3350912205810878
3.5700000000000003,0.03301876062908151,3.3477019324559825,0.33504220046358346
3.58,0.03302332165100937,3.3477265941574017,0.33499412407416296
3.59,0.03302783949441193,3.347746273242338,0.3349469777316437
3.6,0.033032314100189336,3.347761111129717,0.3349007478851318
3.61,0.033036745423750825,3.3477712464814005,0.3348554211143486
3.62,0.033041133434638006,3.3477768152629785,0.334810984127319
3.63,0.03304547811629189,3.3477779508733416,0.3347674237497439
3.64,0.033049779465316634,3.3477747840136205,0.3347247269454685
3.65,0.033054037491190826,3.3477674427797197,0.33468288081011666
3.66,0.033058252215907837,3.3477560527145243,0.3346418725694661
3.67,0.03306242367359625,3.347740736845828,0.3346016895794517
3.68,0.033066551910147436,3.3477216157238043,0.33456231932614217
3.69,0.033070636982850087,3.3476988074580256,0.3345237494256935
3.7,0.03307467896003154,3.347672427754014,0.3344859676242801
3.71,0.03307867792070576,3.3476425899493334,0.33444896179800593
3.72,0.03308263395422795,3.347609405049201,0.3344127199527973
3.73,0.03308654715995534,3.347572981761635,0.33437723022428
3.74,0.033090417647011545,3.347533426544616,0.3343424808754198
3.75,0.0330942455344767,3.347490843706802,0.3343084602845497
3.7600000000000002,0.033098030950175085,3.3474453353264773,0.33427515696559823
3.77,0.03310177403061762,3.3473970013179,0.33424255956203064
3.7800000000000002,0.03310547492078989,3.347345939476549,0.33421065684444307
3.79,0.03310913377385713,3.3472922455124685,0.33417943771017866
3.8000000000000003,0.03311275075087512,3.347236013083187,0.33414889118292695
3.81,0.033116326020506855,3.3471773338261963,0.33411900641230863
3.8200000000000003,0.03311985975874496,3.347116297391005,0.3340897726734468
3.83,0.03312335214863953,3.347052991470747,0.33406117936652685
3.84,0.033126803380031544,3.3469875018333566,0.3340332160163458
3.85,0.03313021364929139,3.3469199123523015,0.3340058722718528
3.86,0.0331335831584351,3.346850305045084,0.3339791379111374
3.87,0.033136912118180074,3.3467787601690047,0.33395300280129564
3.88,0.0331402007420966,3.3467053561439157,0.3339274569646393
3.89,0.033143449250443754,3.3466301696110428,0.333902490534455
3.9,0.03314665786880339,3.34655327547296,0.33387809376466693
3.91,0.03314982682785767,3.3464747469226555,0.3338542570291546
3.92,0.0331529563631703,3.346394655472213,0.33383097082107255
3.93,0.033156046714971465,3.3463130709810986,0.33380822575217234
3.94,0.03315909812794643,3.34623006168406,0.3337860125521266
3.95,0.03316211085102776,3.346145694218636,0.33376432206785567
3.96,0.03316508513719129,3.346060033652276,0.3337431452628563
3.97,0.033168021243255755,3.345973143509069,0.3337224732165324
3.98,0.03317091942973452,3.3458850857991402,0.33370229712273763
3.99,0.03317377996108081,3.3457959210722055,0.3336826082819681
4.0,0.0331766031048764,3.3457057084039525,0.3336633981108376
4.01,0.033179389131756214,3.3456145054281663,0.333644658139618
4.0200000000000005,0.03318213831532621,3.3455223683677953,0.3336263800099552
4.03,0.03318485093199305,3.3454293520598535,0.33360855547408097
4.04,0.033187527260797926,3.345335509979954,0.33359117639402214
4.05,0.03319016758325439,3.345240894266479,0.333574234740805
4.0600000000000005,0.03319277218319023,3.345145555744381,0.3335577225936564
4.07,0.03319534134659375,3.3450495439486945,0.3335416321391899
4.08,0.033197875361512495,3.344952907158919,0.33352595566897997
4.09,0.033200374517871174,3.3448556924133372,0.3335106855799514
4.1,0.033202839107299355,3.3447579455243153,0.33349581437457176
4.11,0.03320526942302029,3.3446597111064484,0.3334813346591491
4.12,0.03320766575971805,3.3445610325984063,0.3334672391429757
4.13,0.03321002841340885,3.3444619522844152,0.3334535206374668
4.14,0.03321235768131646,3.3443625113153925,0.33344017205529297
4.15,0.033214653861751646,3.3442627497297215,0.33342718640950825
4.16,0.0332169172539958,3.344162706473672,0.3334145568126716
4.17,0.03321914815813995,3.3440624194372335,0.3334022764748739
4.18,0.03322134687492987,3.343961925488945,0.33339033870180357
4.19,0.033223513705815284,3.343861260445579,0.3333787368972861
4.2,0.03322564895277749,3.343760459114573,0.3333674645607646
4.21,0.03322775291822839,3.343659555314329,0.33335651528628
4.22,0.033229825904916556,3.3435585818931655,0.3333458827615147
4.23,0.0332318682158374,3.3434575707479506,0.33333556076682774
4.24,0.03323388015414728,3.343356552842407,0.3333255431742833
4.25,0.033235862023081604,3.3432555582250942,0.3333158239466713
4.26,0.03323781412577368,3.3431546160505294,0.33330639713720706
4.2700000000000005,0.033239736764552726,3.343053754617565,0.333297256892713
4.28,0.033241630241864,3.3429530013532243,0.33328839744603433
4.29,0.03324349485994973,3.3428523828378665,0.33327981311671284
4.3,0.033245330920668566,3.3427519248255244,0.3332714983107587
4.3100000000000005,0.03324713872542557,3.342651652260346,0.3332634475197065
4.32,0.03324891857510559,3.3425515892927313,0.3332556553196678
4.33,0.03325067077001015,3.3424517592951597,0.3332481163703793
4.34,0.033252395609797716,3.3423521848777176,0.3332408254142478
4.3500000000000005,0.033254093393415146,3.342252887903891,0.3332337772754562
4.36,0.033255764418421915,3.342153889534611,0.33322696686231656
4.37,0.03325740898152661,3.3420552102154617,0.33322038916318447
4.38,0.033259027378749965,3.341956869681208,0.3332140392443764
4.39,0.03326061990511316,3.341858886982378,0.33320791225062735
4.4,0.033262186854586866,3.3417612804995134,0.3332020034041768
4.41,0.03326372852004298,3.3416640679571397,0.3331963080038531
4.42,0.03326524519320935,3.341567266437459,0.33319082142415735
4.43,0.03326673716462739,3.341470892393761,0.33318553911434684
4.44,0.03326820472361247,3.3413749616635546,0.33318045659751666
4.45,0.033269648157901364,3.3412794894982096,0.3331755694711622
4.46,0.033271067753494275,3.341184490582126,0.33317087340684143
4.47,0.03327246379536214,3.341089979005805,0.3331663641457949
