t,C_6PG,C_Ru5P,C_R5P,C_X5P,C_S7P,C_E4P,C_G6P,C_NADP,C_NADPH,C_MgATP
0.52,1.224669174177677,0.009514471231962588,0.0693809081103145,0.023799052571794817,0.047658025218588966,0.01764902078668151,1.378120668595268,0.12445037400244754,0.1784333219299401,2.7219474920037414
0.53,1.2358560453112715,0.009290857889882796,0.06866275850577029,0.023545645458680126,0.047145936759952566,0.017486850714870973,1.3873296450637613,0.12402605014742875,0.17863026329085635,2.728491532074709
0.54,1.246840473479595,0.00907256609756017,0.06795161602845375,0.023294849311948987,0.04663881669315778,0.01732622636078036,1.3965394215377855,0.12360978978393865,0.17882702560131647,2.734987838500615
0.55,1.2576258481743545,0.008859469075493061,0.06724741842151094,0.02304664322304142,0.046136628617943584,0.017167125191857566,1.4057500115415753,0.12320137840869573,0.1790236067572981,2.7414369251585917
0.56,1.2682154959897343,0.008651443033860394,0.06655010378306202,0.02280100621928718,0.04563933613097489,0.01700952516896007,1.4149614285339234,0.12280060870035886,0.17922000466198157,2.747839298625877
0.5700000000000001,1.2786126814706984,0.008448367123331088,0.06585961056668845,0.02255791726844769,0.04514690283140455,0.016853404738083916,1.4241736859078633,0.12240728045308893,0.17941621722581208,2.75419545827343
0.58,1.2888206061681704,0.008250123448539367,0.06517587756663107,0.022317355264532962,0.04465929232101409,0.016698742832837708,1.4333867969904552,0.1220212012656579,0.17961224236654338,2.7605058962555953
0.59,1.298842413507496,0.008056596878344235,0.06449884395256794,0.022079299074325653,0.044176468221963305,0.01654551884206226,1.4426007750422405,0.12164218481342494,0.17980807800934095,2.7667710978364393
0.6,1.3086811896054538,0.007867674997716184,0.06382844926983869,0.021843727541596504,0.04369839418226778,0.01639371260174129,1.4518156332569256,0.12127005080488518,0.18000372208684384,2.7729915414814483
0.61,1.3183399637066173,0.007683248074962314,0.06316463343646547,0.021610619487308195,0.043225033879602526,0.01624330438958971,1.4610313847611,0.12090462506467153,0.1801991725392205,2.779167698924063
0.62,1.3278217079470032,0.007503209054265767,0.06250733673447527,0.02137995370276179,0.04275635102260738,0.01609427492402509,1.470248042613998,0.12054573986811341,0.1803944273142161,2.785300035190486
0.63,1.337129341594764,0.0073274533823546,0.061856499839205346,0.02115170898966467,0.042292309368153425,0.015946605334474173,1.4794656198069631,0.12019323256091363,0.1805894843672546,2.7913890088981668
0.64,1.3462657315180266,0.007155878974951596,0.061212063816599875,0.020925864160657226,0.04183287272515884,0.015800277155835672,1.4886841292631647,0.11984694562397502,0.18078434166149474,2.797435072323655
0.65,1.3552336922421926,0.006988386200956457,0.060573970117109695,0.020702398035451975,0.04137800495630422,0.015655272325986676,1.4979035838373547,0.119506726848108,0.18097899716787794,2.8034386714421022
0.66,1.3640359866081744,0.006824877843309394,0.05994216057465439,0.020481289443306277,0.0409276699821565,0.015511573179267912,1.5071239963155783,0.11917242929836111,0.181173448865185,2.8094002460048544
0.67,1.3726753290515692,0.006665258957680051,0.059316577427647045,0.02026251725313447,0.040481831795917425,0.015369162422353583,1.516345379414684,0.1188439103696688,0.18136769474013048,2.815320229783823
0.68,1.3811543860119233,0.006509436843077783,0.0586971633158626,0.02004606037335525,0.04004045446652784,0.015228023129417817,1.5255677457820533,0.11852103183707804,0.1815617327874156,2.8211990506331666
0.6900000000000001,1.3894757751294389,0.006357321064719762,0.05808386126734791,0.0198318977389816,0.03960350213558321,0.015088138746405839,1.5347911079954553,0.11820366027470963,0.1817555610097577,2.827037130465299
0.7000000000000001,1.397642067440106,0.006208823352704075,0.05747661471020761,0.019620008330287438,0.03917093902826885,0.014949493073753846,1.5440154785626259,0.11789166651082142,0.18194917741797167,2.8328348854301675
0.71,1.4056557898877458,0.006063857487555438,0.05687536748701912,0.019410371194811774,0.03874272946577716,0.01481207024683088,1.5532408699208171,0.11758492498100272,0.182142580031057,2.838592726116018
0.72,1.4135194256519734,0.00592233927624139,0.05628006385112817,0.019202965446362023,0.03831883786751134,0.014675854732079975,1.5624672944365483,0.1172833137834228,0.18233576687624692,2.8443110576020834
0.73,1.4212354152856723,0.005784186494700602,0.05569064846966332,0.018997770272540893,0.03789922875706357,0.014540831317346301,1.5716947644052817,0.11698671447301309,0.18252873598907138,2.8499902795661183
0.74,1.4288061538875814,0.0056493189992275015,0.05510706639398564,0.018794764900363095,0.03748386674849668,0.014406985131310505,1.5809232920514964,0.11669501304065223,0.18272148541334407,2.8556307861191788
0.75,1.436233994203143,0.005517658585384514,0.05452926307882902,0.01859392862453573,0.03707271656207591,0.014274301619404236,1.5901528895281691,0.11640809912054612,0.1829140132012631,2.8612329660482194
0.76,1.4435212500843406,0.005389128831625651,0.05395718440438897,0.018395240839533398,0.03666574304178401,0.01414276651709041,1.5993835689162168,0.11612586509031513,0.18310631741351874,2.866797203083395
0.77,1.4506701959056958,0.0052636551151389824,0.05339077666519809,0.01819868102892844,0.03626291115274757,0.014012365852828276,1.6086153422243452,0.11584820637968184,0.18329839611932333,2.872323875887166
0.78,1.457683067540853,0.005141164561340548,0.05282998657182973,0.018004228771222788,0.03586418598638654,0.013883085939604621,1.6178482213887426,0.11557502131193563,0.18349024739647107,2.877813358150546
0.79,1.4645620603312306,0.0050215861317567615,0.05227476122885083,0.017811863714387758,0.03546953274795684,0.01375491339053796,1.6270822182731561,0.11530621177177942,0.18368186933132377,2.883266018462427
0.8,1.4713093316419914,0.004904850500854281,0.05172504814899645,0.01762156559812646,0.03507891677094473,0.013627835097769672,1.6363173446683823,0.11504168261288353,0.1838732600189095,2.888682220524976
0.81,1.477927003503179,0.0047908899289516435,0.051180795268016784,0.01743331427702214,0.034692303531959755,0.013501838210673555,1.6455536122917516,0.1147813410420419,0.18406441756302336,2.8940623233754503
0.8200000000000001,1.4844171623217393,0.004679638269893032,0.05064195093639573,0.01724708971321454,0.034309658648482094,0.013376910137507551,1.6547910327869806,0.1145250968080558,0.18425534007625624,2.8994066813870494
0.8300000000000001,1.4907818597329605,0.004571030926352869,0.05010846392007985,0.017062871980938255,0.033930947883263535,0.013253038537954485,1.6640296177238838,0.11427286207657543,0.18444602568005128,2.9047156443556448
0.84,1.497023110753489,0.004465004933485817,0.04958028338096598,0.01688064124365582,0.03355613713166586,0.013130211337890574,1.673269378598478,0.11402455196689003,0.1846364725046824,2.9099895573774535
0.85,1.50314289612842,0.004361498843093753,0.0490573588888493,0.01670037777378589,0.033185192435519,0.013008416709606065,1.6825103268324741,0.11378008405987344,0.18482667868935418,2.9152287610516483
0.86,1.5091431645923348,0.004260452611885661,0.048539640432726,0.016522061971557485,0.03281807999643505,0.012887643052734703,1.6917524737727794,0.11353937792703908,0.18501664238229903,2.9204335916763067
0.87,1.5150258326223023,0.004161807609027509,0.0480270784132826,0.01634567435839255,0.032454766173263594,0.012767878995842688,1.7009958306913684,0.11330235527483949,0.18520636174080218,2.925604381250039
0.88,1.5207927851801162,0.004065506576727564,0.04751962364281401,0.016171195580334627,0.03209521748578372,0.012649113389880657,1.7102404087850114,0.11306893984556583,0.18539583493125475,2.9307414575501354
0.89,1.5264458741564066,0.003971493706173486,0.04701722732847775,0.015998606388097043,0.0317394006025814,0.012531335321382262,1.7194862191754015,0.11283905783105853,0.185585060129127,2.935845144023519
0.9,1.5319869204523164,0.0038797145308862506,0.04651984108192434,0.015827887654118664,0.0313872823539589,0.012414534094407096,1.7287332729086489,0.11261263747472094,0.1857740355190681,2.94091575997399
0.91,1.5374177158538476,0.003790115830480637,0.046027416927424375,0.015659020387510384,0.031038829743417474,0.01229869921426508,1.7379815809548087,0.11238960871979672,0.18596275929499878,2.945953620732583
0.92,1.542740022868356,0.0037026456367133045,0.045539907295218965,0.015491985728269028,0.030694009945116472,0.012183820388751026,1.747231154207767,0.1121699033123799,0.18615122966013314,2.950959037661934
0.93,1.5479555750951715,0.0036172532132941583,0.0450572650189525,0.015326764947105831,0.030352790304828653,0.012069887524905981,1.756482003485042,0.1119534547796723,0.18633944482701656,2.955932318202811
0.9400000000000001,1.553066077240705,0.003533889054196232,0.04457944333076647,0.015163339441864135,0.03001513833824428,0.011956890728965913,1.7657341395276616,0.11174019848121727,0.18652740301754903,2.9608737658901556
0.9500000000000001,1.5580732045079446,0.0034525049145185077,0.04410639585227744,0.015001690727934936,0.029681021724609694,0.01184482031191941,1.7749875730001685,0.1115300717885535,0.18671510246298234,2.965783680315464
0.96,1.56297860631576,0.0033730536160529565,0.04363807661404076,0.014841800470212833,0.029350408332655505,0.011733666756246052,1.7842423144897268,0.111323013376084,0.18690254140409804,2.970662357460523
0.97,1.5677839053877771,0.0032954890937898404,0.04317444004455072,0.014683650470627373,0.02902326621199328,0.011623420724169366,1.79349837450619,0.11111896346243921,0.18708971809119185,2.97551008963401
0.98,1.5724906983594735,0.003219766363486048,0.04271544096924717,0.014527222670251463,0.02869956359582047,0.011514073052306312,1.8027557634818565,0.11091786373958247,0.1872766307841216,2.9803271655381853
0.99,1.5771005545817727,0.0031458415864270423,0.04226103459863737,0.01437249913471055,0.028379268889420366,0.011405614762937786,1.8120144917716634,0.11071965763903982,0.1874632777522654,2.9851138701744846
1.0,1.581615017948745,0.0030736719711356836,0.041811176534646145,0.014219462067578676,0.028062350682498773,0.01129803704739839,1.8212745696526418,0.11052429003362461,0.18764965727463034,2.989870485019398
1.01,1.5860356081642464,0.0030032157052970166,0.041365822773573875,0.014068093818575832,0.027748777757106196,0.011191331254634182,1.8305360073235075,0.110331707044241,0.18783576763993318,2.99459728815027
1.02,1.59036382056343,0.0029344319655574143,0.04092492970033091,0.013918376878383338,0.027438519084179068,0.011085488893077856,1.8397988149046054,0.11014185611687997,0.18802160714660968,2.9992945542420237
1.03,1.5946011265636932,0.0028672808933625222,0.04048845408645919,0.013770293879280152,0.027131543825047608,0.010980501626717683,1.8490630024376984,0.1099546859823514,0.18820717410285512,3.003962554620183
1.04,1.5987489740926029,0.002801723572006523,0.04005635308800627,0.01362382759556077,0.02682782133276895,0.010876361271374679,1.8583285798857632,0.10977014662060804,0.18839246682666397,3.0086015573118967
1.05,1.6028087876833863,0.002737722024628329,0.03962858424220474,0.013478960941243978,0.02652732115029797,0.010773059794352514,1.8675955571329306,0.10958818925622939,0.18857748364583907,3.013211827062588
1.06,1.6067819686435787,0.002675239207284698,0.03920510546432948,0.013335676968337349,0.026230013009412,0.010670589313312004,1.8768639439843873,0.10940876635023945,0.18876222289800898,3.017793625360665
1.07,1.610669896076043,0.002614238947398872,0.0387858750473705,0.013193958871930105,0.02593586683791339,0.010568942086400699,1.8861337501658844,0.1092318315213504,0.18894668293072728,3.022347210551829
1.08,1.614473926875713,0.002554685947284458,0.03837085165816927,0.013053789987007604,0.025644852756989484,0.01046811051283107,1.8954049853237058,0.10905733955777157,0.18913086210147587,3.0268728378466156
1.09,1.6181953960042237,0.0024965457696874962,0.037959994334426025,0.01291515378746967,0.02535694108130338,0.010368087130589348,1.9046776590245063,0.10888524640777261,0.18931475877769596,3.0313707593574217
1.1,1.6218356167451566,0.0024397848243081677,0.03755326248157199,0.012778033884959744,0.025072102318945057,0.01026886461431542,1.9139517807551518,0.10871550917452677,0.18949837133681816,3.0358412241339097
1.11,1.6253958816315535,0.002384370319815455,0.03715061587468166,0.012642414034801024,0.024790307176182944,0.010170435767333888,1.923227359922449,0.10854808597080054,0.18968169816631492,3.040284478252767
1.12,1.6288774657096086,0.002330270095812415,0.036752014677819314,0.012508278166557252,0.024511526578935183,0.010072793493333272,1.9325044058524807,0.10838293528772891,0.18986473766383125,3.044700765096784
1.1300000000000001,1.6322816223694554,0.0022774528369851896,0.03635741940805335,0.01237561033636893,0.024235731640981188,0.009975930832843033,1.941782927791199,0.10822001690769598,0.19004748823706488,3.049090325030803
1.1400000000000001,1.6356095848676753,0.0022258879946926865,0.0359667909418989,0.012244394739241476,0.023962893672929773,0.00987984095011102,1.9510629349040607,0.10805929163401799,0.1902299483038376,3.0534533955391883
1.1500000000000001,1.6388625669582317,0.002175545754447063,0.03558009051515214,0.012114615711976145,0.023692984184785378,0.009784517127762921,1.9603444362758113,0.10790072120544007,0.1904121162921363,3.057790211290791
1.16,1.6420417631866622,0.002126397020760949,0.035197279720249185,0.011986257732585024,0.02342597488608693,0.009689952764407662,1.9696274409103312,0.10774426828015252,0.1905939906401421,3.0621010041764083
1.17,1.6451483492223904,0.0020784134000743372,0.03481832050390965,0.011859305420068786,0.023161837686348594,0.009596141371881814,1.9789119577304768,0.1075898964097857,0.19077556979626037,3.0663860033496695
1.18,1.6481834832828055,0.002031567127279233,0.034443175172254405,0.011733743544252946,0.022900544704257897,0.009503076562134172,1.9881979955777587,0.10743756975056966,0.19095685221918268,3.0706454353673283
1.19,1.6511483053625142,0.001985831105784996,0.03407180638097175,0.011609557015439175,0.022642068259256663,0.009410752054939344,1.997485563212352,0.10728725330024833,0.19113783637788304,3.074879524129546
1.2,1.6540439373572977,0.0019411789013709898,0.033704177131613125,0.011486730882301779,0.02238638087029785,0.009319161677121567,2.006774669312977,0.10713891291944114,0.19131852075164055,3.07908849090163
1.21,1.656871483658057,0.0018975847117881197,0.03334025077112032,0.011365250334120938,0.02213345525837004,0.009228299357319236,2.0160653224767073,0.10699251523936135,0.19149890383007534,3.0832725543785386
1.22,1.6596320314320108,0.001855023352582389,0.03297999098924336,0.0112451007001501,0.021883264346508204,0.009138159123718029,2.0253575312188294,0.10684802764369888,0.19167898411317486,3.087431930720842
1.23,1.6623266508950945,0.0018134702434243757,0.03262336181592289,0.011126267448914337,0.021635781259729883,0.009048735101868273,2.034651303972705,0.10670541825174024,0.19185876011131953,3.0915668335898228
1.24,1.664956395880012,0.0017729013806833047,0.03227032762084647,0.011008736190283641,0.02139097932726617,0.008960021509944358,2.0439466490896274,0.10656465584566528,0.19203823034530904,3.095677474203412
1.25,1.6675223041109468,0.0017332933238353432,0.03192085311090463,0.010892492674819324,0.02114883208250368,0.00887201265655777,2.053243574838691,0.10642570985240815,0.19221739334638674,3.099764061371001
1.26,1.6700253970421632,0.0016946232023936664,0.031574903324510586,0.010777522789059928,0.020909313259526434,0.008784702942362851,2.0625420894066737,0.10628855040683877,0.1923962476562613,3.1038268014969597
1.27,1.6724666803391015,0.0016568686928365045,0.03123244363061082,0.010663812556821892,0.02067239679465182,0.008698086856094467,2.0718422008979065,0.10615314829411847,0.19257479182713055,3.1078658986296923
1.28,1.6748471441322157,0.0016200080062739614,0.03089343972607487,0.010551348138390617,0.0204380568261918,0.008612158972585842,2.0811439173341517,0.10601947493423444,0.19275302442170403,3.1118815544942766
1.29,1.6771677632634274,0.001584019876554309,0.030557857633060022,0.010440115829655759,0.020206267694150595,0.008526913950858351,2.090447246654484,0.10588750236750523,0.1929309440132243,3.115873968524349
1.3,1.6794294976225288,0.0015488835422753742,0.030225663697798676,0.0103301020632295,0.019977003940652868,0.008442346531407933,2.099752196715174,0.10575720322414348,0.19310854918548837,3.1198433379005563
1.31,1.6816332926371083,0.0015145787184296508,0.029896824591755345,0.0102212934128813,0.019750240311621155,0.00835845153211632,2.1090587752895744,0.10562855066683029,0.19328583853286857,3.123789857600354
1.32,1.6837800790672979,0.0014810856147050241,0.029571307302511736,0.010113676583486678,0.019525951752777635,0.008275223850420383,2.118366990068015,0.10550151845375395,0.19346281066033091,3.1277137203953154
1.33,1.6858707733897307,0.001448384914146677,0.0292490791335111,0.01000723841343151,0.019304113410450074,0.00819265846018771,2.1276768486576967,0.10537608089896472,0.19363946418345443,3.131615116892559
1.34,1.6879062780449836,0.0014164577609395554,0.02893010770185207,0.00990196587424894,0.01908470063126051,0.008110750409825625,2.136988358582588,0.10525221285613227,0.19381579772844953,3.1354942355657083
1.35,1.689887481660022,0.0013852857498188517,0.02861436093579304,0.009797846069828132,0.018867688961606552,0.008029494820620672,2.1463015272833283,0.10512988970633097,0.19399180993217555,3.139351262783774
1.36,1.6918152592812148,0.001354850915077974,0.02830180707224569,0.009694866235569236,0.01865305414729898,0.007948886884938562,2.155616362117128,0.10500908734291338,0.19416749944215775,3.1431863828411863
1.37,1.6936904727821454,0.0013251357117115615,0.02799241465420536,0.009593013737232198,0.018440772135426844,0.007868921862308958,2.164932870357674,0.1048897821173756,0.19434286491660527,3.1469997780069345
1.3800000000000001,1.69551397085749,0.0012961230154449358,0.027686152528305804,0.009492276070384107,0.01823081907102528,0.007789595080477308,2.1742510591950435,0.10477195087561349,0.19451790502442484,3.1507916285284794
1.3900000000000001,1.697286589242393,0.001267796112594926,0.027382989842294637,0.009392640859462476,0.018023171296610244,0.007710901933731642,2.183570935735621,0.10465557094402772,0.19469261844523578,3.1545621126603063
1.4000000000000001,1.6990091509539003,0.0012401386890059849,0.02708289604249426,0.009294095856767088,0.017817805352014406,0.007632837880951605,2.192892507002011,0.10454062011019112,0.19486700386938474,3.158311406694892
1.41,1.7006824664887161,0.0012131348210488158,0.026785840871269253,0.009196628941481428,0.017614697973695272,0.007555398444170521,2.202215779932962,0.10442707661252794,0.19504105999795912,3.1620396849888985
1.42,1.7023073340165285,0.0011867689668831217,0.02649179436449572,0.009100228118675967,0.017413826094008517,0.007478579207179862,2.2115407613832865,0.10431491913043012,0.19521478554280017,3.165747119988871
1.43,1.7038845397874343,0.0011610259440472555,0.02620072685115935,0.009004881521387417,0.017215166842675253,0.007402375811963839,2.2208674581237817,0.10420412674106018,0.19538817922651766,3.16943388227562
1.44,1.705414858194968,0.0011358909289948171,0.025912608949646955,0.0089105774078663,0.0170186975447473,0.00732678395861811,2.230195876841164,0.10409467892909793,0.19556123978250012,3.1731001405782577
1.45,1.706899051789322,0.0011113494597893951,0.02562741156359848,0.008817304158163933,0.01682439571807495,0.007251799405770254,2.239526024138007,0.10398655560393198,0.1957339659549239,3.1767460617837546
1.46,1.708337871574833,0.0010873874206513677,0.025345105880570422,0.00872505027478876,0.016632239073684215,0.007177417968120064,2.2488579065326766,0.10387973707270194,0.19590635649876484,3.1803718109713373
1.47,1.7097320571847363,0.0010639910343137988,0.025065663369550007,0.008633804381669587,0.016442205514912805,0.007103635515219859,2.2581915304592677,0.10377420403204825,0.196078410179808,3.1839775514360067
