t,NADHm,ADPm,PSIm,Cam,c,ADPc,FBP
0.7000000000000001,0.5997550511611892,7.400472996084111,95.00810708826539,0.09995730884001354,0.1,1849.990337918929,0.9995440619322001
0.71,0.5997516173047011,7.400479880604557,95.0367089637987,0.099956701874266,0.1,1849.9901905273607,0.9995874503366657
0.72,0.599748183487396,7.400486768752357,95.06530841266418,0.09995609498803956,0.1,1849.9900428692686,0.9996267095560566
0.73,0.5997447497059116,7.400493660529086,95.09390543393593,0.09995548818123413,0.1,1849.989894944535,0.9996622329309653
0.74,0.5997413159572107,7.400500555936318,95.1225000266876,0.09995488145374956,0.1,1849.9897467530427,0.9996943757644617
0.75,0.5997378822385434,7.4005074549756324,95.15109218999247,0.09995427480548573,0.1,1849.9895982946737,0.9997234597690772
0.76,0.5997344485474205,7.4005143576486025,95.17968192292336,0.09995366823634246,0.1,1849.9894495693104,0.999749776181214
0.77,0.5997310148815931,7.400521263956806,95.20826922455268,0.09995306174621957,0.1,1849.9893005768354,0.9997735880898552
0.78,0.5997275812390223,7.4005281739018205,95.23685409395243,0.09995245533501683,0.1,1849.9891513171306,0.9997951340811105
0.79,0.5997241476178655,7.400535087485223,95.26543653019421,0.09995184900263404,0.1,1849.9890017900782,0.9998146297298323
0.8,0.5997207140164565,7.40054200470859,95.29401653234916,0.09995124274897094,0.1,1849.9888519955603,0.9998322699915216
0.81,0.5997172804332843,7.4005489255735,95.32259409948804,0.09995063657392725,0.1,1849.9887019334592,0.9998482316838767
0.8200000000000001,0.5997138468669849,7.400555850081531,95.35116923068122,0.0999500304774027,0.1,1849.988551603657,0.999862674416637
0.8300000000000001,0.5997104133163196,7.400562778234262,95.3797419249986,0.09994942445929697,0.1,1849.988401006036,0.9998757431424203
0.84,0.5997069797801732,7.40056971003327,95.40831218150971,0.09994881851950974,0.1,1849.988250140478,0.9998875683624545
0.85,0.599703546257541,7.400576645480137,95.43687999928366,0.09994821265794064,0.1,1849.988099006865,0.9998982676510796
0.86,0.5997001127475065,7.400583584576439,95.46544537738914,0.09994760687448932,0.1,1849.9879476050794,0.9999079482600713
0.87,0.5996966792492396,7.400590527323757,95.49400831489444,0.09994700116905537,0.1,1849.9877959350029,0.99991670732865
0.88,0.5996932457619863,7.400597473723672,95.52256881086745,0.09994639554153839,0.1,1849.9876439965174,0.9999246331359516
0.89,0.5996898122850713,7.400604423777763,95.55112686437563,0.09994578999183795,0.1,1849.987491789505,0.9999318046943763
0.9,0.5996863788178844,7.400611377487609,95.57968247448602,0.0999451845198536,0.1,1849.9873393138473,0.999938293424048
0.91,0.599682945359864,7.4006183348547925,95.60823564026529,0.09994457912548485,0.1,1849.9871865694265,0.9999441650696357
0.92,0.5996795119105053,7.400625295880895,95.63678636077967,0.09994397380863121,0.1,1849.9870335561245,0.9999494787216637
0.93,0.599676078469363,7.4006322605674955,95.665334635095,0.09994336856919218,0.1,1849.9868802738229,0.9999542864709718
0.9400000000000001,0.5996726450360245,7.400639228916178,95.69388046227665,0.09994276340706723,0.1,1849.9867267224033,0.9999586366596759
0.9500000000000001,0.5996692116101142,7.400646200928523,95.7224238413897,0.09994215832215578,0.1,1849.9865729017476,0.9999625732323288
0.96,0.5996657781913017,7.400653176606113,95.75096477149869,0.09994155331435728,0.1,1849.9864188117378,0.999966134866643
0.97,0.5996623447792816,7.400660155950531,95.77950325166783,0.09994094838357113,0.1,1849.9862644522552,0.9999693573421716
0.98,0.5996589113737681,7.400667138963359,95.8080392809609,0.09994034352969672,0.1,1849.9861098231818,0.999972274098091
0.99,0.5996554779745308,7.40067412564618,95.83657285844126,0.0999397387526334,0.1,1849.985954924399,0.9999749121346959
1.0,0.5996520445813311,7.400681116000578,95.86510398317185,0.09993913405228053,0.1,1849.9857997557885,0.9999772993657683
1.01,0.5996486111939653,7.400688110028136,95.89363265421524,0.09993852942853743,0.1,1849.985644317232,0.9999794596794123
1.02,0.5996451778122514,7.400695107730438,95.92215887063354,0.09993792488130339,0.1,1849.985488608611,0.9999814143611511
1.03,0.5996417444360237,7.400702109109067,95.95068263148848,0.09993732041047772,0.1,1849.9853326298066,0.9999831828252521
1.04,0.5996383110651283,7.400709114165609,95.97920393584134,0.09993671601595966,0.1,1849.985176380701,0.9999847831001865
1.05,0.5996348776994261,7.400716122901648,96.00772278275304,0.09993611169764847,0.1,1849.9850198611753,0.9999862314880807
1.06,0.5996314443387923,7.40072313531877,96.03623917128405,0.09993550745544337,0.1,1849.9848630711108,0.9999875426199518
1.07,0.5996280109831168,7.400730151418558,96.06475310049444,0.09993490328924357,0.1,1849.9847060103893,0.999988729393861
1.08,0.5996245776323041,7.4007371712026,96.09326456944387,0.09993429919894824,0.1,1849.9845486788918,0.9999898029797816
1.09,0.5996211442862682,7.40074419467248,96.12177357719158,0.09993369518445655,0.1,1849.9843910765,0.9999907735006741
1.1,0.5996177109449159,7.400751221829785,96.15028012279636,0.09993309124566764,0.1,1849.9842332030948,0.9999916518487428
1.11,0.5996142776081731,7.400758252676102,96.17878420531665,0.09993248738248064,0.1,1849.9840750585581,0.9999924467278053
1.12,0.5996108442759767,7.400765287213016,96.20728582381042,0.09993188359479466,0.1,1849.9839166427705,0.9999931655284041
1.1300000000000001,0.5996074109482659,7.400772325442116,96.23578497733527,0.09993127988250877,0.1,1849.9837579556138,0.9999938154081112
1.1400000000000001,0.599603977624978,7.400779367364986,96.26428166494836,0.09993067624552204,0.1,1849.9835989969688,0.9999944036962549
1.1500000000000001,0.5996005443060639,7.400786412983217,96.2927758857064,0.09993007268373351,0.1,1849.9834397667169,0.9999949361666334
1.16,0.5995971109914465,7.400793462298393,96.32126763866862,0.09992946919704235,0.1,1849.9832802647395,0.9999954218562493
1.17,0.5995936776811779,7.400800515312107,96.34975692288307,0.09992886578534717,0.1,1849.983120490917,0.9999958547105838
1.18,0.5995902443751412,7.400807572025943,96.37824373741164,0.09992826244854727,0.1,1849.982960445131,0.9999962483935386
1.19,0.5995868110733155,7.400814632441492,96.40672808130853,0.09992765918654158,0.1,1849.9828001272626,0.9999966053912046
1.2,0.5995833777756789,7.400821696560341,96.43520995362788,0.09992705599922899,0.1,1849.9826395371927,0.9999969282550281
1.21,0.5995799444822051,7.40082876438408,96.4636893534232,0.09992645288650844,0.1,1849.9824786748025,0.99999722013547
1.22,0.5995765111928689,7.4008358359142985,96.49216627974826,0.09992584984827878,0.1,1849.9823175399727,0.9999974839420912
1.23,0.5995730779076469,7.400842911152587,96.52064073165694,0.09992524688443895,0.1,1849.9821561325846,0.9999977224740184
1.24,0.5995696446265152,7.400849990100533,96.54911270820311,0.09992464399488785,0.1,1849.9819944525188,0.9999979385303785
1.25,0.5995662113494559,7.400857072759728,96.57758220843908,0.09992404117952429,0.1,1849.9818324996565,0.9999981342233758
1.26,0.5995627780764577,7.400864159131763,96.60604923141531,0.09992343843824705,0.1,1849.9816702738783,0.9999983108778903
1.27,0.5995593448075032,7.40087124921823,96.63451377618406,0.09992283577095494,0.1,1849.9815077750652,0.9999984705926818
1.28,0.5995559115425741,7.400878343020716,96.66297584179763,0.0999222331775468,0.1,1849.981345003098,0.9999986154772241
1.29,0.5995524782816539,7.400885440540814,96.691435427308,0.09992163065792144,0.1,1849.9811819578576,0.9999987475186884
1.3,0.5995490450247394,7.400892541780117,96.71989253176356,0.09992102821197751,0.1,1849.9810186392247,0.9999988670948828
1.31,0.5995456117718232,7.400899646740215,96.74834715421387,0.09992042583961372,0.1,1849.98085504708,0.9999989750922631
1.32,0.5995421785228946,7.400906755422701,96.77679929370926,0.09991982354072881,0.1,1849.980691181304,0.9999990727690312
1.33,0.5995387452779432,7.400913867829168,96.80524894930011,0.09991922131522152,0.1,1849.9805270417778,0.9999991613833885
1.34,0.5995353120369028,7.400920983974893,96.83369611185711,0.0999186191621195,0.1,1849.980362627356,0.9999992488303693
1.35,0.5995318787999241,7.400928103825763,96.86214080176164,0.09991801708359364,0.1,1849.9801979405956,0.9999993171101401
1.36,0.5995284455668876,7.400935227409726,96.8905830023146,0.09991741507786538,0.1,1849.9800329794016,0.9999993805151681
1.37,0.5995250123377932,7.4009423547267845,96.91902271351599,0.09991681314493472,0.1,1849.979867743774,0.9999994390454535
1.3800000000000001,0.5995215791126408,7.400949485777114,96.94745993525974,0.0999162112847904,0.1,1849.9797022337,0.9999994927271133
1.3900000000000001,0.5995181458914267,7.400956620563928,96.97589466562154,0.0999156094972279,0.1,1849.979536448938,0.9999995420340371
1.4000000000000001,0.5995147126741496,7.400963759088422,97.00432690388537,0.0999150077821711,0.1,1849.9793703893986,0.9999995871425524
1.41,0.5995112794608092,7.400970901350596,97.03275665005123,0.09991440613962004,0.1,1849.979204055082,0.9999996280526592
1.42,0.5995078462514057,7.400978047350449,97.06118390411912,0.09991380456957469,0.1,1849.979037445988,0.9999996647643575
1.43,0.5995044130459392,7.400985197087982,97.08960866608903,0.09991320307203506,0.1,1849.9788705621168,0.9999996972776474
1.44,0.5995009798444074,7.400992350564473,97.11803093519502,0.0999126016469198,0.1,1849.9787034033723,0.9999997258547011
1.45,0.599497546646799,7.400999507786795,97.1464507073187,0.0999120002937914,0.1,1849.9785359692391,0.999999751905182
1.46,0.5994941134531123,7.40100666875597,97.17486798184751,0.0999113990125848,0.1,1849.9783682596405,0.9999997756387586
1.47,0.5994906802633473,7.401013833471999,97.20328275878144,0.09991079780330003,0.1,1849.9782002745767,0.9999997970554312
1.48,0.5994872470775039,7.401021001934881,97.23169503812049,0.09991019666593706,0.1,1849.9780320140474,0.9999998161551994
1.49,0.5994838138955823,7.401028174144615,97.26010481986468,0.09990959560049589,0.1,1849.9778634780528,0.9999998329380634
1.5,0.5994803807175794,7.401035350103981,97.28851210234646,0.09990899460679965,0.1,1849.9776946663844,0.9999998477684181
1.51,0.5994769475434891,7.401042529819156,97.31691688185803,0.09990839368445509,0.1,1849.9775255785787,0.9999998614565055
1.52,0.5994735143733111,7.401049713290366,97.3453191582635,0.09990779283344778,0.1,1849.977356214619,0.9999998740320285
1.53,0.5994700812070454,7.401056900517611,97.37371893156282,0.0999071920537777,0.1,1849.977186574505,0.9999998854949868
1.54,0.599466648044692,7.401064091500891,97.40211620175602,0.09990659134544488,0.1,1849.9770166582366,0.9999998958453804
1.55,0.599463214886251,7.401071286240209,97.43051096884095,0.09990599070844908,0.1,1849.9768464658139,0.999999905083404
1.56,0.5994597817317204,7.4010784847404105,97.45890322990485,0.09990539014248181,0.1,1849.976675996873,0.9999999134722928
1.57,0.5994563485810988,7.401085687005837,97.48729298233694,0.0999047896472666,0.1,1849.976505251088,0.9999999212479951
1.58,0.599452915434386,7.401092893036489,97.51568022613719,0.09990418922280342,0.1,1849.9763342284589,0.9999999284105109
1.59,0.5994494822915821,7.401100102832366,97.54406496130562,0.09990358886909229,0.1,1849.9761629289858,0.9999999349598403
1.6,0.5994460491526873,7.401107316393468,97.57244718784223,0.0999029885861332,0.1,1849.9759913526686,0.9999999408959831
1.61,0.5994426160177013,7.4011145337201505,97.60082690553305,0.09990238837390353,0.1,1849.975819499481,0.9999999462279843
1.62,0.5994391828866233,7.401121754818858,97.62920411049622,0.09990178823199279,0.1,1849.9756473689386,0.9999999511199568
1.6300000000000001,0.5994357497594532,7.401128979691989,97.65757880128729,0.09990118816024826,0.1,1849.9754749608612,0.9999999556329648
1.6400000000000001,0.599432316636191,7.401136208339542,97.68595097790629,0.09990058815866992,0.1,1849.9753022752493,0.9999999597670085
1.6500000000000001,0.5994288835168365,7.40114344076152,97.7143206403532,0.09989998822725778,0.1,1849.9751293121026,0.9999999635220878
1.6600000000000001,0.5994254504013898,7.40115067695792,97.74268778862802,0.09989938836601184,0.1,1849.974956071421,0.9999999668982027
1.67,0.5994220172898509,7.401157916930027,97.77105242195672,0.09989878857485038,0.1,1849.9747825531088,0.9999999699166306
1.68,0.5994185841822195,7.401165160684736,97.79941453617745,0.09989818885333399,0.1,1849.9746087566468,0.999999972691778
1.69,0.5994151510784954,7.401172408223076,97.82777413067117,0.0998975892013973,0.1,1849.9744346819587,0.999999975240661
1.7,0.5994117179786789,7.401179659545044,97.85613120543789,0.09989698961904034,0.1,1849.974260329044,0.9999999775632796
1.71,0.5994082848827695,7.401186914650643,97.8844857604776,0.09989639010626308,0.1,1849.974085697903,0.999999979659634
1.72,0.5994048517907677,7.401194173539871,97.91283779579031,0.09989579066306555,0.1,1849.9739107885357,0.9999999815297242
1.73,0.5994014187026733,7.401201436215515,97.9411873096908,0.09989519128927009,0.1,1849.9737356007327,0.9999999832033775
1.74,0.5993979856184863,7.4012087026837765,97.96953429843194,0.0998945919844817,0.1,1849.9735601340276,0.9999999847469161
1.75,0.5993945525382068,7.401215972944881,97.99787876187638,0.09989399274868589,0.1,1849.973384388404,0.9999999861627714
1.76,0.5993911194618348,7.401223246998828,98.02622070002413,0.09989339358188269,0.1,1849.9732083638612,0.9999999874509433
1.77,0.5993876863893701,7.401230524845619,98.05456011287515,0.09989279448407208,0.1,1849.9730320603999,0.999999988611432
1.78,0.5993842533208129,7.401237806485257,98.08289700042731,0.09989219545525385,0.1,1849.9728554780193,0.9999999896442591
1.79,0.5993808202561635,7.401245091922603,98.11123135973679,0.09989159649511815,0.1,1849.972678616354,0.999999990578936
1.8,0.5993773871954218,7.4012523811620134,98.13956318816498,0.0998909976033873,0.1,1849.9725014750766,0.9999999914419149
1.81,0.599373954138588,7.40125967420349,98.16789248571187,0.09989039878006128,0.1,1849.9723240541869,0.9999999922331957
1.82,0.599370521085662,7.40126697104703,98.19621925237747,0.09988980002514011,0.1,1849.9721463536848,0.9999999929527786
1.83,0.599367088036644,7.401274271692636,98.22454348816179,0.09988920133862379,0.1,1849.9719683735707,0.9999999936006634
1.84,0.5993636549915338,7.401281576140663,98.25286519284857,0.09988860272048958,0.1,1849.9717901138174,0.9999999941780273
1.85,0.5993602219503319,7.401288884397578,98.28118436251434,0.09988800417032523,0.1,1849.9716115739388,0.9999999947062271
1.86,0.5993567889130386,7.401296196465788,98.30950099569921,0.09988740568797734,0.1,1849.9714327537536,0.9999999951932094
1.87,0.5993533558796537,7.401303512345292,98.3378150924032,0.0998868072734459,0.1,1849.9712536532618,0.9999999956389741
1.8800000000000001,0.5993499228501773,7.40131083203609,98.3661266526263,0.09988620892673093,0.1,1849.9710742724637,0.9999999960435214
1.8900000000000001,0.5993464898246094,7.401318155538182,98.39443567636853,0.09988561064783243,0.1,1849.970894611359,0.9999999964068512
1.9000000000000001,0.5993430568029501,7.401325482852856,98.42274216284748,0.09988501243666831,0.1,1849.9707146698508,0.9999999967313739
1.9100000000000001,0.5993396237851999,7.401332813987031,98.45104610785654,0.09988441429279726,0.1,1849.9705344474187,0.9999999970300488
1.92,0.5993361907713589,7.401340148941737,98.47934751076998,0.09988381621615368,0.1,1849.9703539439847,0.9999999973048039
1.93,0.5993327577614272,7.401347487716974,98.50764637158782,0.09988321820673753,0.1,1849.9701731595492,0.9999999975556392
1.94,0.5993293247554048,7.401354830312742,98.53594269031007,0.09988262026454885,0.1,1849.9699920941118,0.9999999977825544
1.95,0.5993258917532915,7.40136217672904,98.56423646693669,0.0998820223895876,0.1,1849.969810747673,0.9999999979855497
1.96,0.5993224587550877,7.401369526968667,98.59252769976429,0.0998814245816754,0.1,1849.9696291200216,0.9999999981676931
1.97,0.5993190257607939,7.40137688103784,98.62081638500517,0.09988082684041556,0.1,1849.96944721069,0.9999999983358062
1.98,0.5993155927704101,7.401384238936788,98.6491025225205,0.09988022916579353,0.1,1849.9692650196607,0.9999999984901393
1.99,0.5993121597839364,7.4013916006655105,98.67738611231027,0.09987963155780932,0.1,1849.9690825469336,0.9999999986306922
2.0,0.5993087268013727,7.401398966224008,98.70566715437448,0.09987903401646292,0.1,1849.9688997925089,0.9999999987574649
2.0100000000000002,0.5993052938227145,7.401406335562045,98.73394567936828,0.09987843654495954,0.1,1849.9687167601708,0.9999999988384627
2.02,0.5993018608479733,7.40141370880698,98.76222160957337,0.0998778391351732,0.1,1849.9685334403252,0.9999999989548003
2.0300000000000002,0.5992984278771423,7.401421085883344,98.79049499104373,0.09987724179191916,0.1,1849.9683498386573,0.999999999058411
2.04,0.5992949949102215,7.401428466792745,98.81876582279753,0.09987664451509476,0.1,1849.968165955046,0.9999999991503196
2.05,0.5992915619472113,7.401435851536792,98.847034103853,0.09987604730459736,0.1,1849.96798178937,0.9999999992315508
2.06,0.5992881289881117,7.4014432401170955,98.87529983322835,0.09987545016032427,0.1,1849.9677973415082,0.9999999993031292
2.07,0.5992846960329228,7.401450632535353,98.90356300988508,0.09987485308216708,0.1,1849.9676126113325,0.9999999993660954
2.08,0.599281263081645,7.40145802879487,98.93182363178182,0.09987425606991451,0.1,1849.967427598593,0.9999999994217716
2.09,0.5992778301342785,7.401465428898037,98.96008169745012,0.09987365912341405,0.1,1849.9672423031097,0.999999999471319
2.1,0.5992743971908234,7.401472832846642,98.98833720579431,0.09987306224255135,0.1,1849.9670567247474,0.9999999995157942
2.11,0.59927096425128,7.401480240642479,99.0165901557187,0.09987246542721212,0.1,1849.9668708633712,0.9999999995562538
2.12,0.5992675313156484,7.4014876522873365,99.04484054612766,0.09987186867728201,0.1,1849.9666847188462,0.9999999995937547
2.13,0.5992640983839286,7.401495067783008,99.07308837592551,0.09987127199264671,0.1,1849.9664982910372,0.9999999996293534
2.14,0.599260665456121,7.401502487131284,99.10133364401658,0.09987067537319189,0.1,1849.966311579809,0.9999999996641065
2.15,0.5992572325322256,7.401509910333955,99.12957634930521,0.09987007881880323,0.1,1849.966124585027,0.9999999996990707
2.16,0.5992537996122427,7.4015173373928125,99.15781649069575,0.09986948232936642,0.1,1849.9659373065558,0.9999999997353026
2.17,0.5992503666961724,7.401524768309647,99.18605406709253,0.09986888590476711,0.1,1849.9657497442608,0.999999999773859
2.18,0.5992469337840148,7.401532203086252,99.21428907739988,0.099868289544891,0.1,1849.9655618980069,0.9999999998157965
2.19,0.5992435008757702,7.401539641724417,99.24252152052216,0.09986769324962377,0.1,1849.9653737676588,0.9999999998621717
2.2,0.5992400679714385,7.401547084225934,99.27075139536367,0.09986709701885108,0.1,1849.9651853530816,0.9999999999140412
2.21,0.5992366350710202,7.401554530592592,99.29897870082878,0.0998665008524586,0.1,1849.9649966541404,0.9999999999724618
2.22,0.5992332021745151,7.401561980826185,99.32720343582181,0.09986590475033202,0.1,1849.9648076707,1.00000000003849
2.23,0.5992297692819238,7.401569434928503,99.3554255992471,0.09986530871235703,0.1,1849.9646184026258,1.0000000001131828
2.24,0.5992263363932461,7.401576892901337,99.38364519000899,0.09986471273841929,0.1,1849.9644288497823,1.0000000001975964
2.25,0.5992229035084823,7.401584354746478,99.41186220701182,0.09986411682840447,0.1,1849.9642390120346,1.0000000002927876
2.2600000000000002,0.5992194706276326,7.401591820465718,99.44007664915992,0.09986352098219826,0.1,1849.964048889248,1.0000000003998133
2.27,0.5992160377506971,7.401599290060848,99.46828851535761,0.09986292519968634,0.1,1849.9638584812872,1.0000000005197298
2.2800000000000002,0.5992126048776759,7.4016067635336595,99.49649780450927,0.09986232948075438,0.1,1849.9636677880171,1.000000000653594
2.29,0.5992091720085693,7.401614240885943,99.5247045155192,0.09986173382528807,0.1,1849.963476809303,1.0000000008024623
2.3000000000000003,0.5992057391433774,7.401621722119489,99.55290864729176,0.09986113823317305,0.1,1849.9632855450097,1.0000000009673917
