t,HPL,HPR,HMD1
0.42,1.001630154296907,1.0023701815309116,1.5274108000000002
0.43,1.0016301579706293,1.00237018585306,1.5399682000000001
0.44,1.0016301616443508,1.0023701901752078,1.5525256
0.45,1.0016301653180717,1.0023701944973546,1.5650830000000002
0.46,1.001630168991792,1.0023701988195008,1.5776404000000002
0.47000000000000003,1.0016301726655117,1.0023702031416464,1.5901978
0.48,1.0016301763392306,1.002370207463791,1.6027552
0.49,1.001630180012949,1.0023702117859348,1.6153126000000002
0.5,1.0016301836866668,1.002370216108078,1.6278700000000002
0.51,1.0016301873603837,1.0023702204302205,1.6404274
0.52,1.0016301910341001,1.002370224752362,1.6529848000000003
0.53,1.001630194707816,1.002370229074503,1.6655422000000006
0.54,1.0016301983815312,1.002370233396643,1.6780996000000006
0.55,1.0016302020552457,1.0023702377187826,1.6906570000000007
0.56,1.0016302057289594,1.0023702420409213,1.7032144000000007
0.5700000000000001,1.0016302094026728,1.0023702463630593,1.7157718000000006
0.58,1.0016302130763854,1.0023702506851964,1.7283292000000008
0.59,1.0016302167500974,1.0023702550073328,1.7408866000000005
0.6,1.0016302204238088,1.0023702593294685,1.7534440000000007
0.61,1.0016302240975195,1.0023702636516034,1.7660014000000004
0.62,1.0016302277712295,1.0023702679737376,1.7785588000000008
0.63,1.0016302314449388,1.002370272295871,1.7911162000000005
0.64,1.0016302351186477,1.0023702766180036,1.8036736000000009
0.65,1.0016302387923557,1.0023702809401356,1.8162310000000004
0.66,1.0016302424660632,1.0023702852622667,1.8287884000000008
0.67,1.0016302461397701,1.0023702895843971,1.8413458000000005
0.68,1.0016302498134764,1.0023702939065269,1.8539032000000009
0.6900000000000001,1.001630253487182,1.0023702982286558,1.8664606000000006
0.7000000000000001,1.0016302571608868,1.002370302550784,1.8790180000000007
0.71,1.0016302608345913,1.0023703068729113,1.8915754000000007
0.72,1.0016302645082948,1.002370311195038,1.9041328000000006
0.73,1.001630268181998,1.002370315517164,1.9166902000000006
0.74,1.0016302718557004,1.002370319839289,1.9292476000000007
0.75,1.0016302755294022,1.0023703241614135,1.9418050000000007
0.76,1.0016302792031033,1.002370328483537,1.9543624000000006
0.77,1.0016302828768038,1.00237033280566,1.9669198000000008
0.78,1.0016302865505036,1.0023703371277821,1.9794772000000007
0.79,1.001630290224203,1.0023703414499037,1.9920346000000007
0.8,1.0016302938979014,1.0023703457720243,2.0045920000000006
0.81,1.0016302975715994,1.002370350094144,2.017149400000001
0.8200000000000001,1.0016303012452967,1.0023703544162632,2.0297068000000005
0.8300000000000001,1.0016303049189932,1.0023703587383817,2.042264200000001
0.84,1.0016303085926894,1.0023703630604994,2.0548216000000004
0.85,1.0016303122663848,1.0023703673826163,2.0673790000000007
0.86,1.0016303159400795,1.0023703717047325,2.0799364000000002
0.87,1.0016303196137735,1.0023703760268479,2.0924938000000006
0.88,1.001630323287467,1.0023703803489625,2.1050512000000006
0.89,1.00163032696116,1.0023703846710763,2.1176086000000005
0.9,1.0016303306348522,1.0023703889931896,2.130166000000001
0.91,1.0016303343085435,1.002370393315302,2.1427234000000004
0.92,1.0016303379822347,1.0023703976374136,2.1552808000000008
0.93,1.001630341655925,1.0023704019595245,2.1678382000000007
0.9400000000000001,1.0016303453296145,1.0023704062816348,2.1803956000000007
0.9500000000000001,1.0016303490033034,1.002370410603744,2.1929530000000006
0.96,1.0016303526769919,1.0023704149258528,2.2055104000000005
0.97,1.0016303563506797,1.0023704192479606,2.218067800000001
0.98,1.0016303600243668,1.002370423570068,2.2306252000000004
0.99,1.0016303636980532,1.0023704278921741,2.243182600000001
1.0,1.001630367371739,1.00237043221428,2.2557400000000007
1.01,1.0016303710454242,1.0023704365363848,2.2682974000000007
1.02,1.0016303747191087,1.002370440858489,2.2808548000000006
1.03,1.0016303783927927,1.0023704451805924,2.2934122000000006
1.04,1.0016303820664758,1.002370449502695,2.305969600000001
1.05,1.0016303857401585,1.0023704538247968,2.318527000000001
1.06,1.0016303894138405,1.002370458146898,2.331084400000001
1.07,1.0016303930875219,1.0023704624689984,2.3436418000000008
1.08,1.0016303967612026,1.002370466791098,2.3561992000000007
1.09,1.0016304004348826,1.0023704711131969,2.3687566000000007
1.1,1.0016304041085622,1.0023704754352951,2.381314000000001
1.11,1.0016304077822409,1.0023704797573925,2.393871400000001
1.12,1.0016304114559191,1.0023704840794891,2.406428800000001
1.1300000000000001,1.0016304151295965,1.0023704884015852,2.418986200000001
1.1400000000000001,1.0016304188032734,1.0023704927236803,2.431543600000001
1.1500000000000001,1.0016304224769497,1.0023704970457745,2.4441010000000007
1.16,1.0016304261506253,1.0023705013678683,2.4566584000000007
1.17,1.0016304298243004,1.0023705056899612,2.4692158000000006
1.18,1.0016304334979746,1.0023705100120532,2.4817732000000006
1.19,1.0016304371716485,1.0023705143341448,2.4943306000000005
1.2,1.0016304408453214,1.0023705186562353,2.506888000000001
1.21,1.0016304445189939,1.0023705229783253,2.519445400000001
1.22,1.0016304481926657,1.0023705273004144,2.5320028000000008
1.23,1.0016304518663368,1.002370531622503,2.5445602000000007
1.24,1.0016304555400073,1.0023705359445905,2.5571176000000007
1.25,1.001630459213677,1.0023705402666774,2.569675000000001
1.26,1.0016304628873465,1.0023705445887634,2.5822324000000005
1.27,1.001630466561015,1.002370548910849,2.594789800000001
1.28,1.001630470234683,1.0023705532329334,2.607347200000001
1.29,1.0016304739083504,1.0023705575550175,2.619904600000001
1.3,1.001630477582017,1.0023705618771006,2.6324620000000007
1.31,1.001630481255683,1.0023705661991829,2.6450194000000007
1.32,1.0016304849293485,1.0023705705212647,2.657576800000001
1.33,1.0016304886030132,1.0023705748433456,2.6701342000000006
1.34,1.0016304922766774,1.0023705791654256,2.682691600000001
1.35,1.0016304959503408,1.002370583487505,2.695249000000001
1.36,1.0016304996240037,1.0023705878095837,2.707806400000001
1.37,1.001630503297666,1.0023705921316615,2.7203638000000008
1.3800000000000001,1.0016305069713276,1.0023705964537386,2.7329212000000007
1.3900000000000001,1.0016305106449885,1.002370600775815,2.745478600000001
1.4000000000000001,1.0016305143186488,1.0023706050978907,2.758036000000001
1.41,1.0016305179923084,1.0023706094199656,2.7705934000000005
1.42,1.0016305216659676,1.0023706137420398,2.7831508000000005
1.43,1.0016305253396258,1.0023706180641132,2.795708200000001
1.44,1.0016305290132836,1.0023706223861857,2.808265600000001
1.45,1.0016305326869408,1.0023706267082577,2.8208230000000007
1.46,1.0016305363605973,1.0023706310303289,2.8333804000000007
1.47,1.0016305400342531,1.0023706353523991,2.8459378000000006
1.48,1.0016305437079083,1.0023706396744687,2.858495200000001
1.49,1.001630547381563,1.0023706439965376,2.871052600000001
1.5,1.0016305510552168,1.002370648318606,2.883610000000001
1.51,1.0016305547288702,1.0023706526406733,2.896167400000001
1.52,1.0016305584025227,1.0023706569627397,2.9087248000000008
1.53,1.0016305620761747,1.0023706612848058,2.9212822000000007
1.54,1.0016305657498261,1.002370665606871,2.9338396000000007
1.55,1.0016305694234768,1.0023706699289352,2.946397000000001
1.56,1.001630573097127,1.0023706742509988,2.958954400000001
1.57,1.0016305767707765,1.0023706785730617,2.971511800000001
1.58,1.0016305804444252,1.002370682895124,2.984069200000001
1.59,1.0016305841180735,1.0023706872171854,2.996626600000001
1.6,1.001630587791721,1.0023706915392459,3.0091840000000007
1.61,1.001630591465368,1.002370695861306,3.021741400000001
1.62,1.0016305951390143,1.0023707001833648,3.034298800000001
1.6300000000000001,1.00163059881266,1.0023707045054233,3.046856200000001
1.6400000000000001,1.0016306024863049,1.002370708827481,3.059413600000001
1.6500000000000001,1.0016306061599491,1.0023707131495379,3.071971000000001
1.6600000000000001,1.001630609833593,1.002370717471594,3.084528400000001
1.67,1.0016306135072361,1.0023707217936493,3.0970858000000008
1.68,1.0016306171808784,1.002370726115704,3.1096432000000007
1.69,1.0016306208545203,1.0023707304377578,3.1222006000000007
1.7,1.0016306245281614,1.002370734759811,3.1347580000000006
1.71,1.001630628201802,1.0023707390818632,3.147315400000001
1.72,1.001630631875442,1.002370743403915,3.159872800000001
1.73,1.0016306355490812,1.0023707477259658,3.172430200000001
1.74,1.0016306392227199,1.002370752048016,3.184987600000001
1.75,1.0016306428963577,1.0023707563700655,3.1975450000000007
1.76,1.001630646569995,1.0023707606921142,3.210102400000001
1.77,1.0016306502436316,1.002370765014162,3.222659800000001
1.78,1.0016306539172677,1.0023707693362092,3.235217200000001
1.79,1.0016306575909033,1.0023707736582554,3.2477746000000014
1.8,1.001630661264538,1.002370777980301,3.260332000000001
1.81,1.001630664938172,1.002370782302346,3.2728894000000013
1.82,1.0016306686118057,1.00237078662439,3.2854468000000008
1.83,1.0016306722854387,1.0023707909464334,3.298004200000001
1.84,1.0016306759590707,1.0023707952684762,3.310561600000001
1.85,1.0016306796327024,1.002370799590518,3.323119000000001
1.86,1.0016306833063333,1.002370803912559,3.335676400000001
1.87,1.0016306869799638,1.0023708082345995,3.348233800000001
1.8800000000000001,1.0016306906535934,1.002370812556639,3.3607912000000013
1.8900000000000001,1.0016306943272224,1.002370816878678,3.373348600000001
1.9000000000000001,1.001630698000851,1.002370821200716,3.385906000000001
1.9100000000000001,1.0016307016744788,1.0023708255227535,3.398463400000001
1.92,1.001630705348106,1.00237082984479,3.411020800000001
1.93,1.0016307090217322,1.0023708341668258,3.4235782000000006
1.94,1.0016307126953583,1.002370838488861,3.436135600000001
1.95,1.0016307163689835,1.0023708428108955,3.448693000000001
1.96,1.001630720042608,1.0023708471329291,3.461250400000001
1.97,1.001630723716232,1.0023708514549619,3.473807800000001
1.98,1.0016307273898553,1.002370855776994,3.4863652000000007
1.99,1.001630731063478,1.0023708600990253,3.498922600000001
2.0,1.0016307347371,1.002370864421056,3.5114800000000006
2.0100000000000002,1.0016307384107215,1.002370868743086,3.524037400000001
2.02,1.0016307420843422,1.002370873065115,3.536594800000001
2.0300000000000002,1.0016307457579623,1.0023708773871434,3.549152200000001
2.04,1.001630749431582,1.002370881709171,3.5617096000000013
2.05,1.0016307531052007,1.0023708860311977,3.5742670000000007
2.06,1.001630756778819,1.002370890353224,3.586824400000001
2.07,1.0016307604524364,1.0023708946752492,3.5993818000000006
2.08,1.0016307641260533,1.002370898997274,3.611939200000001
2.09,1.0016307677996696,1.0023709033192978,3.6244966000000005
2.1,1.0016307714732853,1.002370907641321,3.637054000000001
2.11,1.0016307751469005,1.0023709119633433,3.6496114000000004
2.12,1.0016307788205148,1.002370916285365,3.662168800000001
2.13,1.0016307824941286,1.0023709206073856,3.6747262000000007
2.14,1.0016307861677416,1.002370924929406,3.687283600000001
2.15,1.0016307898413541,1.0023709292514251,3.699841000000001
2.16,1.001630793514966,1.0023709335734439,3.7123984000000014
2.17,1.0016307971885772,1.0023709378954617,3.724955800000001
2.18,1.0016308008621877,1.0023709422174787,3.7375132000000013
2.19,1.0016308045357976,1.0023709465394952,3.750070600000001
2.2,1.001630808209407,1.0023709508615108,3.762628000000001
2.21,1.0016308118830155,1.0023709551835256,3.7751854000000007
2.22,1.0016308155566236,1.0023709595055397,3.787742800000001
2.23,1.001630819230231,1.002370963827553,3.800300200000001
2.24,1.0016308229038378,1.0023709681495656,3.8128576000000014
2.25,1.0016308265774438,1.0023709724715775,3.8254150000000013
2.2600000000000002,1.0016308302510493,1.0023709767935887,3.8379724000000013
2.27,1.001630833924654,1.002370981115599,3.8505298000000012
2.2800000000000002,1.0016308375982583,1.0023709854376086,3.863087200000001
2.29,1.0016308412718617,1.0023709897596176,3.875644600000001
2.3000000000000003,1.0016308449454647,1.0023709940816257,3.8882020000000015
2.31,1.001630848619067,1.0023709984036329,3.900759400000001
2.32,1.0016308522926687,1.0023710027256396,3.913316800000001
2.33,1.0016308559662697,1.0023710070476455,3.925874200000001
2.34,1.00163085963987,1.0023710113696505,3.938431600000001
2.35,1.0016308633134696,1.002371015691655,3.950989000000001
2.36,1.0016308669870688,1.0023710200136584,3.9635464000000007
2.37,1.0016308706606671,1.0023710243356614,3.976103800000001
2.38,1.001630874334265,1.0023710286576635,3.988661200000001
2.39,1.0016308780078622,1.002371032979665,4.001218600000001
2.4,1.0016308816814588,1.0023710373016654,4.013776000000001
2.41,1.0016308853550546,1.0023710416236653,4.026333400000001
2.42,1.0016308890286498,1.0023710459456643,4.038890800000001
2.43,1.0016308927022444,1.0023710502676626,4.051448200000001
2.44,1.0016308963758385,1.0023710545896602,4.064005600000001
2.45,1.001630900049432,1.0023710589116572,4.076563000000001
2.46,1.0016309037230244,1.0023710632336533,4.0891204000000005
2.47,1.0016309073966165,1.0023710675556485,4.101677800000001
2.48,1.001630911070208,1.0023710718776433,4.114235200000001
2.49,1.0016309147437987,1.0023710761996372,4.126792600000002
2.5,1.0016309184173888,1.0023710805216302,4.139350000000001
2.5100000000000002,1.0016309220909785,1.0023710848436225,4.151907400000002
2.52,1.0016309257645672,1.0023710891656141,4.164464800000001
2.5300000000000002,1.0016309294381556,1.002371093487605,4.1770222000000015
2.54,1.0016309331117432,1.002371097809595,4.189579600000001
2.5500000000000003,1.0016309367853302,1.0023711021315844,4.202137000000001
2.56,1.0016309404589165,1.002371106453573,4.214694400000001
2.57,1.0016309441325022,1.0023711107755608,4.227251800000001
2.58,1.0016309478060872,1.002371115097548,4.239809200000002
2.59,1.0016309514796715,1.0023711194195344,4.252366600000001
2.6,1.0016309551532554,1.0023711237415198,4.2649240000000015
2.61,1.0016309588268386,1.0023711280635048,4.277481400000001
2.62,1.001630962500421,1.002371132385489,4.290038800000001
2.63,1.0016309661740028,1.0023711367074721,4.302596200000001
2.64,1.001630969847584,1.0023711410294547,4.315153600000001
2.65,1.0016309735211646,1.0023711453514366,4.327711000000001
2.66,1.0016309771947447,1.0023711496734178,4.340268400000001
2.67,1.001630980868324,1.0023711539953981,4.352825800000001
2.68,1.0016309845419027,1.0023711583173776,4.365383200000001
2.69,1.0016309882154806,1.0023711626393565,4.377940600000001
2.7,1.001630991889058,1.0023711669613347,4.390498000000001
2.71,1.0016309955626348,1.0023711712833119,4.403055400000001
2.72,1.001630999236211,1.0023711756052884,4.415612800000002
2.73,1.0016310029097863,1.0023711799272643,4.428170200000001
2.74,1.0016310065833613,1.0023711842492395,4.4407276000000016
2.75,1.0016310102569355,1.0023711885712139,4.453285000000001
2.7600000000000002,1.0016310139305091,1.0023711928931873,4.465842400000001
2.77,1.001631017604082,1.0023711972151603,4.478399800000001
2.7800000000000002,1.0016310212776542,1.0023712015371322,4.490957200000001
2.79,1.001631024951226,1.0023712058591037,4.503514600000001
2.8000000000000003,1.001631028624797,1.0023712101810742,4.516072000000001
2.81,1.0016310322983673,1.0023712145030441,4.528629400000002
2.82,1.0016310359719371,1.0023712188250131,4.541186800000001
2.83,1.0016310396455061,1.0023712231469815,4.5537442000000015
2.84,1.0016310433190747,1.0023712274689491,4.566301600000001
2.85,1.0016310469926424,1.002371231790916,4.578859000000001
2.86,1.0016310506662096,1.002371236112882,4.591416400000001
2.87,1.0016310543397762,1.0023712404348473,4.603973800000001
2.88,1.001631058013342,1.002371244756812,4.616531200000001
2.89,1.0016310616869075,1.0023712490787757,4.629088600000001
2.9,1.001631065360472,1.002371253400739,4.641646000000001
2.91,1.001631069034036,1.0023712577227013,4.654203400000001
2.92,1.0016310727075994,1.0023712620446628,4.666760800000001
2.93,1.0016310763811622,1.0023712663666235,4.679318200000002
2.94,1.0016310800547243,1.0023712706885837,4.691875600000001
2.95,1.0016310837282858,1.0023712750105431,4.704433000000002
2.96,1.0016310874018466,1.0023712793325017,4.716990400000001
2.97,1.0016310910754067,1.0023712836544594,4.729547800000001
2.98,1.0016310947489662,1.0023712879764166,4.742105200000001
2.99,1.0016310984225252,1.002371292298373,4.754662600000001
3.0,1.0016311020960833,1.0023712966203284,4.767220000000001
3.0100000000000002,1.001631105769641,1.0023713009422832,4.779777400000001
3.02,1.001631109443198,1.0023713052642373,4.792334800000001
3.0300000000000002,1.0016311131167543,1.0023713095861908,4.804892200000001
3.04,1.00163111679031,1.0023713139081434,4.8174496000000016
3.0500000000000003,1.001631120463865,1.002371318230095,4.830007000000001
3.06,1.0016311241374196,1.0023713225520463,4.842564400000001
3.0700000000000003,1.0016311278109733,1.0023713268739967,4.855121800000001
3.08,1.0016311314845265,1.0023713311959461,4.867679200000001
3.09,1.0016311351580791,1.002371335517895,4.880236600000001
3.1,1.001631138831631,1.002371339839843,4.892794000000001
3.11,1.0016311425051823,1.0023713441617903,4.905351400000001
3.12,1.0016311461787328,1.0023713484837369,4.917908800000001
3.13,1.0016311498522827,1.0023713528056828,4.930466200000001
3.14,1.0016311535258322,1.0023713571276278,4.943023600000001
3.15,1.0016311571993808,1.0023713614495722,4.9555810000000005
3.16,1.001631160872929,1.0023713657715159,4.968138400000001
3.17,1.0016311645464764,1.0023713700934587,4.980695800000001
3.18,1.001631168220023,1.0023713744154006,4.993253200000002
3.19,1.0016311718935693,1.002371378737342,5.005810600000001
3.2,1.0016311755671148,1.0023713830592826,5.0183680000000015
3.21,1.0016311792406596,1.0023713873812223,5.030925400000001
3.22,1.0016311829142037,1.0023713917031614,5.043482800000001
3.23,1.0016311865877474,1.0023713960250997,5.056040200000001
3.24,1.0016311902612904,1.0023714003470374,5.068597600000001
3.25,1.0016311939348328,1.0023714046689742,5.081155000000001
3.2600000000000002,1.0016311976083743,1.0023714089909104,5.093712400000001
3.27,1.0016312012819155,1.0023714133128456,5.1062698000000015
3.2800000000000002,1.0016312049554559,1.0023714176347802,5.118827200000002
3.29,1.0016312086289956,1.002371421956714,5.1313846000000005
3.3000000000000003,1.0016312123025348,1.0023714262786472,5.143942000000001
3.31,1.0016312159760732,1.0023714306005793,5.156499400000001
3.3200000000000003,1.001631219649611,1.002371434922511,5.169056800000002
3.33,1.0016312233231484,1.0023714392444418,5.181614200000001
3.34,1.001631226996685,1.0023714435663718,5.194171600000001
3.35,1.0016312306702209,1.0023714478883012,5.206729000000001
3.36,1.0016312343437561,1.0023714522102298,5.219286400000001
3.37,1.0016312380172907,1.0023714565321575,5.231843800000001
3.38,1.0016312416908248,1.0023714608540846,5.244401200000001
3.39,1.001631245364358,1.002371465176011,5.256958600000001
3.4,1.001631249037891,1.0023714694979364,5.269516000000001
3.41,1.001631252711423,1.0023714738198612,5.282073400000002
3.42,1.0016312563849545,1.0023714781417854,5.294630800000001
3.43,1.0016312600584854,1.0023714824637087,5.3071882000000015
3.44,1.0016312637320155,1.0023714867856313,5.319745600000001
3.45,1.0016312674055452,1.0023714911075532,5.332303000000001
3.46,1.001631271079074,1.0023714954294742,5.344860400000001
3.47,1.0016312747526024,1.0023714997513946,5.357417800000001
3.48,1.00163127842613,1.002371504073314,5.369975200000001
3.49,1.0016312820996571,1.002371508395233,5.382532600000001
3.5,1.0016312857731835,1.0023715127171509,5.3950900000000015
3.5100000000000002,1.0016312894467092,1.0023715170390683,5.407647400000002
3.52,1.0016312931202342,1.0023715213609847,5.420204800000001
3.5300000000000002,1.0016312967937586,1.0023715256829007,5.432762200000002
3.54,1.0016313004672825,1.0023715300048157,5.445319600000001
3.5500000000000003,1.0016313041408058,1.00237153432673,5.457877000000002
3.56,1.0016313078143282,1.0023715386486436,5.470434400000001
3.5700000000000003,1.0016313114878501,1.0023715429705564,5.4829918000000015
3.58,1.0016313151613714,1.0023715472924686,5.495549200000001
3.59,1.001631318834892,1.0023715516143799,5.508106600000001
3.6,1.0016313225084121,1.0023715559362902,5.520664000000002
3.61,1.0016313261819314,1.0023715602582002,5.533221400000001
3.62,1.0016313298554502,1.0023715645801092,5.545778800000002
3.63,1.0016313335289682,1.0023715689020176,5.558336200000001
3.64,1.0016313372024856,1.0023715732239251,5.5708936000000016
3.65,1.0016313408760025,1.002371577545832,5.583451000000001
3.66,1.0016313445495186,1.002371581867738,5.596008400000001
3.67,1.0016313482230341,1.0023715861896432,5.608565800000001
3.68,1.0016313518965492,1.0023715905115478,5.621123200000001
3.69,1.0016313555700633,1.0023715948334517,5.633680600000001
3.7,1.001631359243577,1.0023715991553548,5.646238000000001
3.71,1.0016313629170899,1.002371603477257,5.658795400000001
3.72,1.0016313665906023,1.0023716077991587,5.671352800000001
3.73,1.001631370264114,1.0023716121210593,5.6839102000000015
3.74,1.001631373937625,1.0023716164429595,5.696467600000002
3.75,1.0016313776111356,1.0023716207648588,5.709025000000001
3.7600000000000002,1.0016313812846454,1.0023716250867574,5.721582400000002
3.77,1.0016313849581544,1.002371629408655,5.734139800000001
3.7800000000000002,1.001631388631663,1.0023716337305522,5.746697200000002
3.79,1.001631392305171,1.0023716380524486,5.759254600000001
3.8000000000000003,1.001631395978678,1.002371642374344,5.7718120000000015
3.81,1.0016313996521846,1.002371646696239,5.784369400000001
3.8200000000000003,1.0016314033256908,1.0023716510181329,5.796926800000001
3.83,1.001631406999196,1.0023716553400261,5.809484200000002
3.84,1.0016314106727007,1.0023716596619188,5.822041600000001
3.85,1.0016314143462048,1.0023716639838105,5.834599000000002
3.86,1.0016314180197081,1.0023716683057016,5.847156400000001
3.87,1.001631421693211,1.002371672627592,5.8597138000000015
3.88,1.0016314253667131,1.0023716769494815,5.872271200000001
3.89,1.0016314290402146,1.0023716812713703,5.884828600000001
3.9,1.0016314327137155,1.0023716855932583,5.897386000000001
3.91,1.0016314363872156,1.0023716899151456,5.909943400000001
3.92,1.0016314400607154,1.0023716942370322,5.922500800000001
3.93,1.0016314437342142,1.002371698558918,5.935058200000001
3.94,1.0016314474077126,1.002371702880803,5.947615600000002
3.95,1.0016314510812103,1.0023717072026874,5.960173000000001
3.96,1.0016314547547072,1.002371711524571,5.972730400000001
3.97,1.0016314584282036,1.0023717158464538,5.985287800000002
3.98,1.0016314621016995,1.0023717201683358,5.997845200000001
3.99,1.0016314657751946,1.002371724490217,6.010402600000002
4.0,1.001631469448689,1.0023717288120977,6.022960000000001
4.01,1.001631473122183,1.0023717331339774,6.035517400000001
4.0200000000000005,1.0016314767956762,1.0023717374558565,6.048074800000002
4.03,1.0016314804691686,1.0023717417777347,6.0606322000000015
4.04,1.0016314841426606,1.0023717460996122,6.073189600000001
4.05,1.0016314878161519,1.002371750421489,6.085747000000001
4.0600000000000005,1.0016314914896425,1.002371754743365,6.098304400000002
4.07,1.0016314951631327,1.0023717590652403,6.110861800000001
4.08,1.001631498836622,1.002371763387115,6.123419200000002
4.09,1.0016315025101108,1.0023717677089887,6.135976600000001
4.1,1.0016315061835988,1.0023717720308618,6.148534000000001
4.11,1.0016315098570863,1.002371776352734,6.161091400000002
4.12,1.0016315135305731,1.0023717806746058,6.173648800000001
4.13,1.0016315172040593,1.0023717849964764,6.186206200000001
4.14,1.0016315208775448,1.0023717893183466,6.198763600000001
4.15,1.0016315245510299,1.002371793640216,6.211321000000002
4.16,1.001631528224514,1.0023717979620843,6.223878400000001
4.17,1.0016315318979978,1.002371802283952,6.2364358000000015
4.18,1.0016315355714807,1.0023718066058191,6.248993200000001
4.19,1.001631539244963,1.0023718109276853,6.261550600000001
4.2,1.0016315429184448,1.0023718152495509,6.274107999999998
4.21,1.0016315465919259,1.0023718195714157,6.2866654
4.22,1.0016315502654065,1.0023718238932797,6.299222799999999
4.23,1.0016315539388863,1.002371828215143,6.311780200000001
4.24,1.0016315576123653,1.0023718325370057,6.324337600000002
4.25,1.001631561285844,1.0023718368588674,6.336895
4.26,1.001631564959322,1.0023718411807285,6.3494524000000006
4.2700000000000005,1.0016315686327992,1.0023718455025887,6.362009800000001
4.28,1.0016315723062759,1.0023718498244483,6.374567200000001
4.29,1.0016315759797518,1.0023718541463071,6.3871246
4.3,1.0016315796532271,1.0023718584681651,6.399682000000002
4.3100000000000005,1.0016315833267018,1.0023718627900224,6.412239400000001
4.32,1.001631587000176,1.0023718671118789,6.424796800000001
4.33,1.0016315906736493,1.0023718714337349,6.4373542
4.34,1.0016315943471221,1.0023718757555897,6.4499116
4.3500000000000005,1.0016315980205943,1.0023718800774442,6.462469000000002
4.36,1.0016316016940658,1.0023718843992977,6.475026399999999
4.37,1.0016316053675367,1.0023718887211504,6.487583800000001
4.38,1.001631609041007,1.0023718930430026,6.5001412
4.39,1.0016316127144766,1.0023718973648537,6.512698600000002
4.4,1.0016316163879455,1.0023719016867043,6.525256000000002
4.41,1.001631620061414,1.002371906008554,6.537813400000001
4.42,1.0016316237348817,1.0023719103304032,6.550370800000001
4.43,1.0016316274083488,1.0023719146522514,6.5629282
4.44,1.0016316310818152,1.002371918974099,6.575485600000002
4.45,1.001631634755281,1.0023719232959458,6.588042999999999
4.46,1.001631638428746,1.0023719276177918,6.600600400000001
4.47,1.0016316421022107,1.0023719319396371,6.6131578
4.48,1.0016316457756744,1.0023719362614816,6.6257152
4.49,1.0016316494491377,1.0023719405833253,6.6382726000000005
4.5,1.0016316531226004,1.0023719449051685,6.650830000000001
4.51,1.0016316567960624,1.0023719492270107,6.6633873999999995
4.5200000000000005,1.0016316604695237,1.0023719535488522,6.6759448
4.53,1.0016316641429843,1.002371957870693,6.688502200000002
4.54,1.0016316678164443,1.002371962192533,6.701059600000001
4.55,1.0016316714899038,1.0023719665143722,6.713617000000003
4.5600000000000005,1.0016316751633625,1.0023719708362109,6.726174400000001
4.57,1.0016316788368207,1.0023719751580487,6.738731800000002
4.58,1.0016316825102782,1.0023719794798858,6.7512892
4.59,1.001631686183735,1.002371983801722,6.763846600000001
4.6000000000000005,1.0016316898571913,1.0023719881235575,6.776404000000003
4.61,1.0016316935306468,1.0023719924453922,6.7889614
