t,S1,S2,S3,S4,S5,S6,S6_ex,A3,N2
0.65,1.465888316663306,4.615591197530051,0.5614048106382898,0.9018916525945575,8.134851353914835,0.07942177195775935,0.024851547789857507,3.039651092024321,0.3671098933728721
0.66,1.6623703256326299,4.474161638633673,0.5407158858702936,0.9334790024401086,8.05788572030752,0.08037631146603255,0.02533206909028558,3.029272858264119,0.35742946084937444
0.67,1.8118055023564366,4.3908434344404705,0.5172420557004329,0.9196896800449378,8.0222914680875,0.08071796429832812,0.025607699325647312,2.962167007296287,0.3539576847107558
0.68,1.8990190763235737,4.3747240110631935,0.49413893202417214,0.8631096594250821,8.028115380368858,0.0805709220972131,0.025702581719326798,2.834742521413929,0.35580237149576105
0.6900000000000001,1.89491094179944,4.447429311001015,0.475431431235366,0.7692208691014781,8.073958544374515,0.07994504400997417,0.025637777415334833,2.6193125794516723,0.36301475385968873
0.7000000000000001,1.7166368718062195,4.680400044156658,0.4671173836760433,0.6398579082523955,8.166213116966745,0.07866006950286349,0.025399046849512656,2.2088821604217825,0.37767384547772587
0.71,0.6717546514636339,5.730357067091534,0.4955439724695022,0.41982518711249855,8.387619722375037,0.07587681175482443,0.024878254980567237,0.4933957492760117,0.41302801473635237
0.72,0.2797908680910717,6.040061188544584,0.5692395118330578,0.31955230084797853,8.553516545671808,0.07149997134519177,0.02381869434993957,0.4775150514678725,0.45749689052316656
0.73,0.16998819864350226,6.055669319634213,0.6068139294980199,0.3483935380960558,8.60588586136304,0.06944930333355323,0.022815467668551175,0.872925726430287,0.47576154821149175
0.74,0.2415958737207222,5.897149763990447,0.6182300301364307,0.40746844847153973,8.622212048032237,0.06935992587700983,0.022325703613738097,1.4562106146244194,0.475290325632944
0.75,0.4386698438917665,5.634535710152798,0.6130037011109889,0.4946482395096496,8.588412987774571,0.07059741734818299,0.022337775619645426,2.047746677246711,0.46060655627623576
0.76,0.6916875735708273,5.343573072442728,0.601918661445457,0.6029786934615895,8.503810889490815,0.07271768324584793,0.02273822231511861,2.509790588127139,0.43664306892839144
0.77,0.9592709317037168,5.066131302879718,0.5906201398946539,0.7185537331119681,8.383813338764051,0.07524415761042384,0.023392700124366447,2.8105567222242502,0.4094986040840167
0.78,1.2178518036930759,4.823306121242692,0.578426754961888,0.8229898300001767,8.254207670879799,0.0776022726212867,0.02414030566749771,2.9741480130378717,0.3853489632962245
0.79,1.4523133525889012,4.6262217919042765,0.5625535751962595,0.8984581627288679,8.140926998396722,0.07933839206144666,0.024814793770242573,3.038214208487359,0.36794757870697575
0.8,1.6513539431692668,4.4813575339033935,0.5421168438989054,0.9328335749950077,8.06150842481255,0.08033629538205943,0.025308187486634326,3.031634367681298,0.35783990544198635
0.81,1.8040979395257848,4.394208835525736,0.5187344225535997,0.9218538663346295,8.023283241852328,0.08071179234246581,0.025596097202523208,2.9679979813350092,0.35401308663513703
0.8200000000000001,1.8958215175897026,4.373466574448958,0.4954997643146829,0.8677940481183544,8.026577371333614,0.08059349621707572,0.025701431809987848,2.8448077922134085,0.3555371140809618
0.8300000000000001,1.8988490505481892,4.439460546614012,0.4763775503672937,0.776088080480701,8.069892715058002,0.08000022974716572,0.025646509742628703,2.636532107171269,0.36238482739497463
0.84,1.7369760360738922,4.657409523563057,0.4671321078974392,0.6491913811934721,8.158590084238899,0.07876784284213928,0.025420191355533958,2.2461606921931923,0.3764341664320314
0.85,0.7644477606818948,5.641255352552763,0.4902932108669781,0.4403431096068586,8.36430752656503,0.07614661845439294,0.024925415435609014,0.6233029612655252,0.4093804595999407
0.86,0.2925219307602628,6.033050475570935,0.56583074065426,0.31928243118320304,8.548974339907893,0.07171372927793093,0.0238922613654252,0.46067001383119716,0.4555831321108778
0.87,0.17138168748795873,6.060126772814934,0.6053116919276343,0.3456562359039029,8.603523139105263,0.06951129590943896,0.02286429377793895,0.8414361802990568,0.47522420927686704
0.88,0.23260187636787877,5.911053218430755,0.6181230410989563,0.4029263953159146,8.622558445369872,0.06932165606656529,0.022340608469115647,1.4174830782129202,0.475780623938473
0.89,0.4241529431596654,5.652366595433312,0.613598095177546,0.488474617953405,8.592091959116912,0.07048986736582823,0.02232435659457315,2.013782909537388,0.46185253437337637
0.9,0.6751471210481305,5.361647349178868,0.6026390347776974,0.5958265768868972,8.510360752700562,0.07256781774159908,0.022704274067351277,2.485717040055279,0.4383008403378549
0.91,0.9426340311738383,5.082599011478934,0.591323027811229,0.711461911226811,8.391880703294348,0.07508525554636698,0.023347294179247347,2.7961743791227818,0.4111631316095129
0.92,1.202278692079984,4.83721600442764,0.5792719230160209,0.8171509821492077,8.262062396334196,0.07747009839619882,0.02409419530287281,2.967218236596636,0.3866805710015929
0.93,1.4385997999694353,4.637056454746083,0.5636836450474308,0.8948615730951878,8.147138113092902,0.07925203848025206,0.024777301889671588,3.0365068581592265,0.36881422276810105
0.9400000000000001,1.6401578378038184,4.48877766587141,0.543505851542455,0.9320089426859521,8.065293999981742,0.08029384451514907,0.025283487635309992,3.03377825356653,0.35827479183907246
0.9500000000000001,1.796155714578849,4.39783006654224,0.5202271262559444,0.9238488398403365,8.024437492069328,0.0807037332865902,0.025583782671731278,2.973603117568665,0.35408908113414994
0.96,1.8922890333094124,4.372537157009888,0.49687622122736147,0.8723320611791012,8.025193696740732,0.0806142586187536,0.025699666873160516,2.854557196994509,0.3552921069504608
0.97,1.9022011500134064,4.432030457602452,0.4773601736547915,0.7828238562942674,8.065994699676587,0.08005303259654752,0.025654593501113116,2.6531284283795116,0.361781427701948
0.98,1.7555633088386757,4.63603503758061,0.46723491083892377,0.6583180510008267,8.151282560482729,0.07887108878154947,0.025440381035748846,2.2810814705875386,0.37524992586683065
0.99,0.8928072594722215,5.5158290384933055,0.4856276940969155,0.4611936324892791,8.34104747951023,0.0764004514680915,0.02496979594096108,0.8281963360832979,0.40584744811545787
1.0,0.30592828090598867,6.0253194182864735,0.5622770379734409,0.31934567254145624,8.544160940681063,0.07193855948012116,0.023966103443948738,0.44473590876771385,0.4535642144891809
1.01,0.17352436084817327,6.063860172825669,0.6037052744563491,0.34302808273953744,8.601032036900264,0.06958097553830928,0.02291523963899072,0.8107831508232363,0.47461387446551906
1.02,0.2241169344254537,5.924531472680387,0.6179474458969959,0.3984973537669504,8.62270562394917,0.06928862518571526,0.022357515055385538,1.3788083538979923,0.47621412072942115
1.03,0.40985636352954036,5.67008598140673,0.6141692841193651,0.48238809510518627,8.595565481357173,0.07038589153428612,0.022312484707635107,1.979294252907395,0.4630606220245448
1.04,0.6586647394454923,5.379774321872582,0.6033604026850652,0.5887081856419563,8.51676345630462,0.07241970990904283,0.022671360166698455,2.4609943264423637,0.4399444980671337
1.05,0.9259632861462324,5.09920168697001,0.5920238176813104,0.7043309272217378,8.39990376866037,0.07492579542361265,0.02330229701752526,2.781243463579855,0.41283890885670577
1.06,1.1866127530444266,4.851304267417783,0.5801025323088617,0.8112007901664272,8.269978333505284,0.07733541108400584,0.024047814598476307,2.959894540830371,0.3880392226741749
1.07,1.4247498674074077,4.6480942650616495,0.5647949370592636,0.891103824737605,8.153481930814507,0.07916271371205512,0.02473908674250608,3.034523615119939,0.36971002490463734
1.08,1.6287845455269983,4.496420882712156,0.544882328708089,0.9310052134238849,8.069241889592712,0.08024892861889643,0.025257966100662596,3.035703012723731,0.35873444037962593
1.09,1.7879828750475777,4.40170462637603,0.5217193538890278,0.9256734964362643,8.025754793727023,0.0806937636078248,0.025570747452348816,2.978984899874448,0.3541858335527291
1.1,1.8884303883893212,4.371928965774839,0.4982672971238733,0.8767223386309428,8.023964662870466,0.08063321812789656,0.025697283780115907,2.8640003773546927,0.3550672152804546
1.11,1.9049931137822564,4.425116399523045,0.4783776618720827,0.789428443437209,8.062261898536184,0.0801035229131519,0.025662036799558842,2.6691357492010073,0.3612038158589848
1.12,1.772567488666799,4.616117126337459,0.46741968875689216,0.6672516033875446,8.144269299736946,0.07897004847051506,0.02545965040792793,2.313910991211147,0.37411748027218444
1.1300000000000001,1.0337573902242798,5.376983125683006,0.48178890001261726,0.48066723094247116,8.31967793522548,0.07663623004187457,0.025011601742486296,1.0649204029081234,0.40258149069779264
1.1400000000000001,0.32002738102519135,6.016845840075611,0.5585736088958999,0.31979930988885524,8.539025406203029,0.07217438423294073,0.02403997205404354,0.4297235378367429,0.45143751626357453
1.1500000000000001,0.17641678699041596,6.066864258007502,0.6019931151821226,0.3405093504108934,8.598417406647608,0.06965855916768905,0.02296827693752426,0.7809948460165829,0.4739292695505909
1.16,0.21616280996387163,5.937559875036352,0.6177003808659894,0.3941820385566906,8.62265648868378,0.06926095544495804,0.02237644754340035,1.3402406593862972,0.47658976929337926
1.17,0.39579454401385483,5.6876785324838925,0.6147148176339038,0.4763913696375502,8.598831942630039,0.07028556184503948,0.022302192508574934,1.944302711575964,0.4642294222112322
1.18,0.642248696831308,5.39794591270762,0.604082111169934,0.5816278834016694,8.523013583674233,0.0722734925114317,0.022639516943221593,2.4356228030287723,0.4415723494546379
1.19,0.9092639237264801,5.115934904570687,0.5927232146874802,0.6971659326991252,8.407875242691562,0.0747659357494577,0.023257754106209262,2.765755408944499,0.41452444615358314
1.2,1.170857783395262,4.865568247996776,0.580919201500537,0.805143631877968,8.277949318529085,0.07719834377928582,0.024001203702715742,2.9521681758246565,0.38942433163031487
1.21,1.4107667099643295,4.659333413233989,0.5658873405475582,0.887187311510132,8.159955039518573,0.07907040628106539,0.024700167863734763,3.0322590287283213,0.37063506176024086
1.22,1.61723733006102,4.504285432934846,0.546245598267111,0.9298227060738792,8.073351159751445,0.08020150022309937,0.025231622777127025,3.0374068864990478,0.35921913364258856
1.23,1.7795840532777096,4.405829616171443,0.5232101884208981,0.9273267412579222,8.027235503976469,0.08068184513959471,0.025556985797522108,2.98414537894076,0.35430348615741303
1.24,1.884254065301865,4.371635661638628,0.49967188394148065,0.8809632213509743,8.022890721113198,0.08065041561003992,0.02569427857659448,2.873145547957112,0.3548623750197534
1.25,1.9072484895908528,4.418698102166575,0.47942838292229,0.7959014062838499,8.058692323890838,0.0801517458076986,0.025668846904771368,2.684584073546492,0.3606513269259549
1.26,1.788132444858608,4.597520635881062,0.4676809915719,0.6760033472048589,8.137531838039193,0.07906494789078854,0.025478031040597753,2.3448725907141816,0.3730335916314739
1.27,1.1553346576751304,5.256707975225953,0.4787387416825425,0.49814524773672164,8.300843633399225,0.0768544409181286,0.025051075453556764,1.2701341671679092,0.3996401883457732
1.28,0.33484907253544,6.007595604299903,0.5547151805797459,0.32071300627016863,8.533504082111808,0.07242101468641109,0.024113605026673906,0.4156544091573568,0.4492003618133811
1.29,0.18005765490399106,6.069136209412176,0.6001736004057304,0.3381006037902671,8.595683265108327,0.069744272216668,0.02302337053805824,0.7520931304128431,0.4731690385010857
1.3,0.20876061956819328,5.950114785711244,0.6173790767756874,0.38998070644275706,8.622414064843959,0.06923874072068427,0.02239742895957027,1.3018326510766802,0.47690657591096625
1.31,0.38198146431520236,5.705129692091256,0.6152321948747771,0.4704865959584323,8.601890080152828,0.07018898947361936,0.022293508731914432,1.9088295238669204,0.46535769480437567
1.32,0.6259061193848648,5.416155434737746,0.6048034653327705,0.5745893963504193,8.529106239892512,0.07212928887730824,0.022608776830188505,2.409601173537114,0.44318286226139
1.33,0.8925400455802845,5.13279544382765,0.5934219144756203,0.6899714252503948,8.415788469539287,0.07460582281214956,0.02321370561613177,2.7497007254349284,0.4162183272807419
1.34,1.1550163639606805,4.88000647363463,0.5817226513725154,0.7989833920283619,8.285969692341636,0.07705893255567947,0.023954401720160817,2.944029589529211,0.3908353074231761
1.35,1.3966523373045665,4.670773099354745,0.566960866484193,0.883114286380877,8.16655427930889,0.07897511239189062,0.024660563208954794,3.0297070997898357,0.371589519037386
1.36,1.6055184596128298,4.512370338752554,0.5475951611342049,0.9284617437063084,8.077621003790256,0.08015152553689356,0.025204455129394857,3.0388879083085323,0.35972919166437217
1.37,1.7709628313302586,4.4102028809211555,0.5246988550299997,0.928807554543798,8.028880162139245,0.08066798929476297,0.025542486974765,2.9890866059814694,0.3544422634645999
1.3800000000000001,1.8797678847140835,4.371651228252956,0.5010890355555884,0.8850533918372459,8.021972229471917,0.08066583116894034,0.02569064764243123,2.882001263208218,0.3546774718951204
1.3900000000000001,1.9089891226519533,4.412756598157788,0.48051084947134165,0.8022426408850717,8.05528400484636,0.0801977604913726,0.02567503011185556,2.699501958918026,0.360123353335484
1.4000000000000001,1.8023800345397263,4.580131288470239,0.4680140685576324,0.6845828661808289,8.131054412131611,0.07915597820877253,0.025495551650349484,2.3741543773821534,0.3719954286020149
1.41,1.2526315212740813,5.16005121441184,0.4762996031833774,0.5139167930333246,8.284191363422565,0.07705707903550488,0.025088442925193185,1.4328669117448876,0.3969885999132252
1.42,0.35043766737661297,5.997519173008218,0.550696351950658,0.3221713288946976,8.527519277494987,0.07267811527947755,0.024186724404712177,0.402569385741875,0.44685017702139407
1.43,0.1844434145047844,6.070674757188333,0.5982451528020472,0.3358031806190056,8.59283346151606,0.06983835158960507,0.023080476245716942,0.7240979498339771,0.4723317406696486
1.44,0.20193185939321132,5.962171444408082,0.6169807895494044,0.38589380115915856,8.621981834004037,0.06922214511559974,0.02242048018971741,1.2636408465645703,0.477163557196455
1.45,0.3684326976225137,5.722422746473766,0.6157187645021008,0.4646762542785169,8.604738798588624,0.07009627353275066,0.02228646498012732,1.8729005781961579,0.46644409167652556
1.46,0.6096458480353543,5.434394090380807,0.6055235636805554,0.5675969148310773,8.53503639158605,0.07198724052281208,0.022579175185462888,2.382931687265482,0.44477438486428267
1.47,0.8757971847094267,5.149778474091545,0.5941205136556245,0.6827525415882995,8.4236361988081,0.07444561580926612,0.023170196417926506,2.7330713932287694,0.4179189840599173
1.48,1.1390924680716241,4.894616035587184,0.5825135495697313,0.7927246018240719,8.294033021747383,0.07691734592717789,0.0239074496815149,2.93546982681377,0.39227145607257696
1.49,1.3824099567418147,4.682411420445575,0.5680154685770196,0.8788873050068433,8.173275975452864,0.07887682993763918,0.024620294167981525,3.026862071790407,0.3725734240235691
1.5,1.5936311604677023,4.520673849424461,0.548930377749231,0.9269228542687472,8.082050222891674,0.08009896251735187,0.025176464516417446,3.040143923533486,0.36026490044593995
1.51,1.7621235842284657,4.414821730278456,0.5261844602220022,0.9301149578151758,8.030688996367132,0.08065211850786161,0.02552724647619418,2.993810071123395,0.35460229812554495
1.52,1.8749796076595033,4.37196996789043,0.5025176690535346,0.8889911778856907,8.02120968786827,0.08067948500276347,0.025686386685731595,2.8905746501667977,0.35451246336616293
1.53,1.9102353415705848,4.407274613992565,0.4816235430899997,0.8084513959210025,8.05203543491519,0.08024163704381189,0.025680590950505528,2.713914582040949,0.35961934997144807
1.54,1.815416340919513,4.56385030250506,0.4684145721161725,0.692998005404799,8.12482314195757,0.07924332507170222,0.025512238670568444,2.4019168405599505,0.37100044340956057
1.55,1.3313472510758395,5.081442338166517,0.4743207081238191,0.5283876489517114,8.26923933526747,0.07724624605017229,0.025123896985196223,1.5632750577129215,0.3945746948641316
1.56,0.3668598941038667,5.986544808811023,0.5465114719048733,0.32427630119330875,8.520975554286826,0.07294518085073248,0.024259042529213105,0.3905363365041018,0.444384406354449
1.57,0.18956895690899686,6.0714807743779655,0.5962061101107332,0.3336190440949448,8.589870681239969,0.0699410396821606,0.02313954084235637,0.6970232376488568,0.47141584341037784
1.58,0.19569717963468136,5.973706300897619,0.6165028978502907,0.3819213326516105,8.621363372665765,0.06921127577628582,0.02244562116771992,1.2257199172589277,0.4773597512153159
1.59,0.35516355505484,5.739541556680668,0.6161718545224989,0.4589623608684612,8.60737727757558,0.07000752124921988,0.02228108994177141,1.8365414950551606,0.4674873911629778
1.6,0.5934757578507877,5.452654322995016,0.6062414471078851,0.5606539887075987,8.540799510550082,0.0718474278514676,0.022550745012024524,2.355615149923112,0.4463453533071649
1.61,0.8590397747437131,5.166880391059225,0.5948195835137361,0.6755137500227102,8.431411819925568,0.07428545801913045,0.02312726644246389,2.7158583940324377,0.41962494038262277
1.62,1.1230888466196995,4.909395266057847,0.5832926626084082,0.7863713022101488,8.30213335003667,0.0767736264422039,0.023860389064080965,2.926478919824173,0.393732068546906
1.6300000000000001,1.3680416601198402,4.694247470531812,0.5690512104754604,0.8745088949659267,8.180116566725484,0.07877556494990198,0.024579382965761613,3.023717251445936,0.37358691473513705
1.6400000000000001,1.5815776077399593,4.529195057112572,0.5502507411279952,0.9252065210322209,8.086637812969915,0.08004376783538998,0.025147650989047452,3.041172335945264,0.36082661274005395
1.6500000000000001,1.7530696576862783,4.419684215459714,0.5276662207457082,0.9312480042496991,8.032662451321803,0.0806342276625595,0.0255112547634902,2.99831712764358,0.3547838458865855
1.6600000000000001,1.869896017366363,4.372586803701971,0.503956839219468,0.892775093566933,8.020603692259533,0.08069137611210035,0.025681489934466607,2.898872757184806,0.3543673265194087
1.67,1.9110055438925462,4.402236360484319,0.4827650864892403,0.8145270590243207,8.048945354902472,0.08028341180647751,0.025685533734502483,2.7278456085484244,0.3591388208817215
