t,P,Ca,Ci,Ra,Ri
0.84,9.274169307566076,0.000433045662132052,0.050012635288124684,16.8999216077622,1.7000327112875435
0.85,9.348702650757682,0.0004338813177102227,0.050012884625437536,16.899920138879718,1.700033095177135
0.86,9.423232254664345,0.0004347262035668564,0.05001313744388939,16.89991865741533,1.7000334789372122
0.87,9.497758119473785,0.0004355802828692181,0.050013393779544266,16.899917163369782,1.7000338625678069
0.88,9.572280245373712,0.0004364435189974222,0.050013653668253354,16.8999156567438,1.700034246068951
0.89,9.646798632551823,0.00043731587554443206,0.050013917145655,16.899914137538122,1.7000346294406776
0.9,9.721313281195807,0.0004381973163160602,0.050014184247174714,16.89991260575349,1.7000350126830197
0.91,9.79582419149334,0.00043908780533096815,0.05001445500802519,16.899911061390632,1.700035395796011
0.92,9.870331363632086,0.0004399873068206668,0.05001472946320626,16.89990950445029,1.700035778779686
0.93,9.944834797799702,0.0004408957852295158,0.050015007647504925,16.899907934933186,1.7000361616340793
0.9400000000000001,10.019334494183829,0.0004418132052147243,0.05001528959549537,16.899906352840066,1.7000365443592262
0.9500000000000001,10.09383045297212,0.00044273953039095326,0.05001557534279431,16.899904758171658,1.7000369269551596
0.96,10.168322674352444,0.00044367471169634364,0.05001586493769476,16.899903150928733,1.7000373094218808
0.97,10.242811158512495,0.00044461870939395805,0.050016158419165,16.89990153111203,1.700037691759414
0.98,10.317295905639897,0.00044557148761053286,0.050016455822309694,16.89989989872229,1.7000380739677936
0.99,10.39177691592226,0.00044653301065426083,0.05001675718205209,16.89989825376024,1.7000384560470536
1.0,10.466254189547191,0.00044750324301479104,0.05001706253313397,16.899896596226625,1.700038837997229
1.01,10.540727726702277,0.0004484821493632288,0.05001737191011568,16.89989492612217,1.7000392198183554
1.02,10.615197527575102,0.0004494696945521358,0.05001768534737613,16.899893243447607,1.700039601510468
1.03,10.689663592353233,0.00045046584361552985,0.05001800287911277,16.899891548203673,1.7000399830736033
1.04,10.764125921224231,0.00045147056176888525,0.05001832453934162,16.899889840391094,1.7000403645077977
1.05,10.838584514375647,0.0004524838144091326,0.05001865036189726,16.89988812001061,1.7000407458130886
1.06,10.91303937199502,0.0004535055671146586,0.05001898038043281,16.899886387062942,1.7000411269895133
1.07,10.987490494269874,0.00045453578564530646,0.050019314628419964,16.899884641548827,1.7000415080371098
1.08,11.061937881387733,0.00045557443594237555,0.050019653139148974,16.899882883468994,1.7000418889559163
1.09,11.136381533536099,0.0004566214841286217,0.050019995945728625,16.899881112824172,1.700042269745972
1.1,11.210821450902474,0.00045767689650825675,0.050020343081086285,16.899879329615093,1.700042650407316
1.11,11.285257633674341,0.0004587406395669492,0.050020694577967866,16.89987753384248,1.7000430309399879
1.12,11.359690082039174,0.00045981267997182357,0.05002105046893784,16.899875725507066,1.700043411344028
1.1300000000000001,11.434118796184444,0.0004608929845714608,0.050021410786379235,16.899873904609574,1.7000437916194766
1.1400000000000001,11.508543776297602,0.00046198152039589807,0.05002177556249363,16.89987207115074,1.7000441717663752
1.1500000000000001,11.582965022566093,0.0004630782546566289,0.05002214482930118,16.89987022513128,1.700044551784765
1.16,11.657382535177348,0.00046418315474660313,0.05002251861864058,16.899868366551928,1.7000449316746882
1.17,11.731796314318796,0.00046529618824022687,0.05002289696216908,16.899866495413406,1.7000453114361866
1.18,11.806206360177848,0.0004664173228933625,0.05002327989136249,16.899864611716442,1.7000456910693036
1.19,11.880612672941904,0.00046754652664332877,0.050023667437515185,16.89986271546176,1.700046070574082
1.2,11.955015252798358,0.0004686837676089006,0.05002405963174009,16.89986080665009,1.700046449950566
1.21,12.02941409993459,0.0004698290140903094,0.0500244565049687,16.899858885282143,1.7000468291987993
1.22,12.103809214537971,0.00047098223456924266,0.050024858087951034,16.899856951358657,1.7000472083188267
1.23,12.178200596795861,0.00047214339770884433,0.050025264411255696,16.899855004880344,1.700047587310693
1.24,12.252588246895613,0.0004733124723537146,0.050025675505269845,16.899853045847934,1.700047966174444
1.25,12.32697216502456,0.00047448942752991,0.05002609140019919,16.89985107426215,1.7000483449101254
1.26,12.401352351370038,0.00047567423244494327,0.05002651212606799,16.899849090123706,1.7000487235177835
1.27,12.47572880611936,0.00047686685648778347,0.05002693771271908,16.89984709343333,1.700049101997465
1.28,12.550101529459837,0.0004780672692288561,0.050027368189813834,16.899845084191742,1.7000494803492174
1.29,12.624470521578763,0.00047927544042004276,0.05002780358683219,16.89984306239966,1.7000498585730883
1.3,12.698835782663428,0.00048049133999468143,0.05002824393307264,16.89984102805781,1.7000502366691257
1.31,12.773197312901106,0.00048171493806756644,0.05002868925765224,16.899838981166905,1.7000506146373782
1.32,12.847555112479064,0.00048294620493494835,0.0500291395895066,16.899836921727665,1.7000509924778948
1.33,12.921909181584557,0.000484185111074534,0.05002959495738988,16.899834849740813,1.700051370190725
1.34,12.99625952040483,0.0004854316271454866,0.050030055389874796,16.899832765207066,1.7000517477759185
1.35,13.070606129127116,0.0004866857239884257,0.05003052091535264,16.899830668127137,1.700052125233526
1.36,13.14494900793864,0.00048794737262542696,0.05003099156203324,16.899828558501746,1.7000525025635975
1.37,13.219288157026629,0.0004892165436082714,0.050031467358596725,16.899826436331615,1.7000528797661836
1.3800000000000001,13.293623576578746,0.0004904931886585829,0.05003194835255291,16.899824301617507,1.7000532568412867
1.3900000000000001,13.36795526678243,0.0004917772686014563,0.05003243458230837,16.899822154360162,1.7000536337889327
1.4000000000000001,13.442283227824912,0.0004930687530701807,0.05003292607746174,16.899819994560303,1.700054010609169
1.41,13.516607459893413,0.0004943676118312953,0.05003342286747838,16.89981782221865,1.7000543873020428
1.42,13.59092796317515,0.0004956738147845889,0.050033924981690465,16.899815637335927,1.7000547638676027
1.43,13.66524473785732,0.000496987331963101,0.05003443244929688,16.899813439912847,1.7000551403058963
1.44,13.739557784127118,0.0004983081335331203,0.050034945299363295,16.899811229950135,1.7000555166169726
1.45,13.81386710217173,0.0004996361897941861,0.05003546356082215,16.899809007448507,1.7000558928008807
1.46,13.888172692178328,0.0005009714711790875,0.05003598726247263,16.89980677240868,1.7000562688576695
1.47,13.96247455433408,0.0005023139482538636,0.050036516432980696,16.89980452483138,1.7000566447873886
1.48,14.036772688826138,0.0005036635917178035,0.050037051100879054,16.89980226471732,1.700057020590088
1.49,14.111067095841651,0.0005050203724034462,0.05003759129456718,16.899799992067216,1.7000573962658179
1.5,14.185357775567756,0.0005063842612765809,0.05003813704231133,16.899797706881788,1.700057771814629
1.51,14.25964472819158,0.0005077552294362466,0.0500386883722445,16.89979540916175,1.700058147236572
1.52,14.333927953900242,0.0005091332481147326,0.05003924531236644,16.899793098907825,1.700058522531698
1.53,14.408207452880848,0.0005105182886775779,0.05003980789054369,16.899790776120724,1.7000588977000588
1.54,14.482483225320504,0.0005119103226235715,0.05004037613450954,16.899788440801164,1.7000592727417059
1.55,14.556755271406294,0.0005133093215847526,0.05004095007186403,16.899786092949864,1.7000596476566918
1.56,14.631023591325299,0.0005147152573264103,0.05004152973007397,16.899783732567535,1.7000600224450688
1.57,14.705288185264594,0.0005161281017470838,0.050042115136472935,16.899781359654895,1.7000603971068897
1.58,14.77954905341124,0.0005175478268785621,0.050042706318261264,16.899778974212655,1.7000607716422076
1.59,14.853806195952286,0.0005189744048858843,0.05004330330250605,16.899776576241536,1.7000611460510762
1.6,14.92805961307478,0.0005204078080673396,0.05004390611614116,16.899774165742247,1.7000615203335487
1.61,15.002309304965753,0.000521848008854467,0.050044514785967206,16.8997717427155,1.70006189448968
1.62,15.07655527181223,0.0005232949798120557,0.05004512933865157,16.899769307162018,1.700062268519524
1.6300000000000001,15.150797513801226,0.0005247486936381448,0.0500457498007284,16.8997668590825,1.7000626424231353
1.6400000000000001,15.225036031119748,0.0005262091231640234,0.050046376198598606,16.89976439847767,1.7000630162005694
1.6500000000000001,15.29927082395479,0.0005276762413542306,0.05004700855852985,16.899761925348237,1.7000633898518815
1.6600000000000001,15.37350189249334,0.0005291500213065555,0.05004764690665657,16.899759439694915,1.7000637633771274
1.67,15.447729236922376,0.0005306304362520373,0.050048291268979944,16.899756941518408,1.700064136776363
1.68,15.521952857428866,0.0005321174595549652,0.05004894167136794,16.899754430819435,1.7000645100496445
1.69,15.596172754199769,0.0005336110647128781,0.05004959813955527,16.899751907598706,1.700064883197029
1.7,15.670388927422033,0.0005351112253565652,0.05005026069914341,16.89974937185693,1.7000652562185734
1.71,15.7446013772826,0.0005366179152500657,0.0500509293756006,16.899746823594818,1.7000656291143348
1.72,15.8188101039684,0.0005381311082906687,0.05005160419426184,16.89974426281308,1.700066001884371
1.73,15.89301510766635,0.0005396507785089133,0.0500522851803289,16.899741689512425,1.7000663745287399
1.74,15.967216388563369,0.0005411769000685885,0.050052972358870296,16.899739103693566,1.7000667470475
1.75,16.041413946846355,0.0005427094472667337,0.05005366575482132,16.899736505357208,1.7000671194407098
1.76,16.115607782702202,0.0005442483945336379,0.05005436539298403,16.89973389450406,1.700067491708428
1.77,16.189797896317796,0.0005457937164328402,0.05005507129802722,16.89973127113483,1.7000678638507143
1.78,16.263984287880007,0.0005473453876611296,0.05005578349448648,16.899728635250227,1.700068235867628
1.79,16.3381669575757,0.0005489033830272509,0.05005650200678542,16.89972598685096,1.700068607759229
1.8,16.412345905591742,0.000550467670832623,0.05005722686585507,16.899723325937753,1.7000689795255612
1.81,16.48652113211498,0.0005520382202956725,0.05005795810170944,16.899720652511327,1.7000693511666702
1.82,16.560692637332256,0.0005536150057850395,0.0500586957392123,16.89971796657239,1.700069722682615
1.83,16.634860421430396,0.0005551980017829141,0.05005943980311389,16.89971526812165,1.700070094073454
1.84,16.709024484596213,0.0005567871828850369,0.05006019031805091,16.89971255715982,1.7000704653392475
1.85,16.783184827016527,0.0005583825238006979,0.050060947308546516,16.899709833687602,1.7000708364800545
1.86,16.85734144887813,0.0005599839993527373,0.05006171079901034,16.899707097705704,1.7000712074959348
1.87,16.93149435036782,0.0005615915844775454,0.050062480813738465,16.899704349214836,1.7000715783869484
1.8800000000000001,17.005643531672373,0.0005632052542250624,0.05006325737691344,16.89970158821571,1.7000719491531562
1.8900000000000001,17.079788992978564,0.0005648249837587787,0.05006404051260427,16.899698814709023,1.7000723197946184
1.9000000000000001,17.15393073447315,0.0005664507483557342,0.05006483024476642,16.899696028695484,1.7000726903113959
1.9100000000000001,17.228068756342893,0.0005680825234065193,0.05006562659724184,16.899693230175803,1.7000730607035501
1.92,17.30220305877453,0.0005697202844152741,0.05006642959375893,16.899690419150687,1.7000734309711425
1.93,17.376333641954798,0.000571364006999689,0.05006723925793252,16.899687595620836,1.700073801114235
1.94,17.450460506070424,0.0005730136668910039,0.050068055613263954,16.899684759586957,1.7000741711328893
1.95,17.52458365130812,0.0005746692399340093,0.050068878683141006,16.89968191104976,1.7000745410271676
1.96,17.598703077854598,0.0005763307020870452,0.05006970849083792,16.899679050009944,1.700074910797133
1.97,17.67281878589655,0.0005779980294220018,0.05007054505951541,16.899676176468216,1.7000752804428478
1.98,17.746930775620665,0.0005796711981243193,0.05007138841222063,16.899673290425284,1.7000756499643757
1.99,17.821039047213624,0.0005813501844929878,0.050072238571887216,16.89967039188184,1.7000760193617797
2.0,17.89514360086209,0.0005830349649405477,0.05007309556133527,16.899667480838602,1.7000763886351233
2.0100000000000002,17.96924443675273,0.0005847255159930889,0.05007395940327133,16.899664557296266,1.7000767577844709
2.02,18.043341555072193,0.0005864218142902516,0.05007483012028842,16.899661621255536,1.7000771268098864
2.0300000000000002,18.117434956007116,0.0005881238365852261,0.050075707734866026,16.899658672717116,1.7000774957114346
2.04,18.19152463974413,0.0005898315597447524,0.05007659226937007,16.899655711681707,1.7000778644891799
2.05,18.26561060646986,0.0005915449607491207,0.050077483746052975,16.899652738150014,1.7000782331431876
2.06,18.339692856370924,0.0005932640166921712,0.05007838218705359,16.899649752122734,1.700078601673523
2.07,18.413771389633915,0.0005949887047812938,0.05007928761439725,16.89964675360057,1.7000789700802514
2.08,18.487846206445436,0.0005967190023374291,0.05008020004999574,16.89964374258423,1.7000793383634392
2.09,18.561917306992065,0.0005984548867950667,0.05008111951564731,16.89964071907441,1.7000797065231519
2.1,18.635984691460383,0.0006001963357022471,0.050082046033036676,16.899637683071806,1.7000800745594564
2.11,18.71004836003695,0.0006019433267205602,0.050082979623735015,16.89963463457713,1.7000804424724192
2.12,18.784108312908334,0.0006036958376251462,0.050083920309199954,16.89963157359107,1.7000808102621074
2.13,18.858164550261066,0.0006054538463046952,0.050084868110775595,16.899628500114336,1.700081177928588
2.14,18.9322170722817,0.0006072173307614473,0.0500858230496925,16.89962541414762,1.7000815454719287
2.15,19.006265879156746,0.0006089862691111925,0.0500867851470677,16.899622315691627,1.7000819128921971
2.16,19.080310971072745,0.0006107606395832711,0.050087754423904673,16.899619204747054,1.7000822801894615
2.17,19.15435234821619,0.000612540420520573,0.05008873090109336,16.899616081314598,1.70008264736379
2.18,19.22839001077359,0.0006143255903795384,0.050089714599410175,16.89961294539496,1.7000830144152514
2.19,19.30242395893143,0.0006161161277301574,0.05009070553951799,16.89960979698884,1.7000833813439145
2.2,19.376454192876203,0.00061791201125597,0.05009170374196614,16.899606636096934,1.7000837481498483
2.21,19.450480712794366,0.0006197132197540661,0.05009270922719042,16.899603462719934,1.7000841148331225
2.22,19.524503518871935,0.0006215201436220001,0.05009372160402308,16.899600276857523,1.7000844813948304
2.23,19.598522611296346,0.0006233318754109801,0.05009474177915248,16.8995970785126,1.7000848478328363
2.24,19.672537990253527,0.000625148861899188,0.05009576930502984,16.899593867684697,1.7000852141483744
2.25,19.746549655929908,0.0006269710812222833,0.05009680420275245,16.899590644374513,1.700085580341512
2.2600000000000002,19.820557608511923,0.0006287985116282595,0.05009784649330527,16.89958740858275,1.7000859464123173
2.27,19.89456184818598,0.0006306311314770266,0.05009889619756135,16.899584160310102,1.7000863123608585
2.2800000000000002,19.968562375138497,0.0006324689192399927,0.050099953336282275,16.899580899557275,1.7000866781872042
2.29,20.042559189555867,0.0006343118534996458,0.05010101793011853,16.89957762632496,1.7000870438914233
2.3000000000000003,20.11655229162448,0.0006361599129491359,0.050102089999609974,16.899574340613857,1.700087409473585
2.31,20.190541681530714,0.0006380130763918564,0.05010316956518622,16.899571042424665,1.7000877749337582
2.32,20.264527359460942,0.0006398713227410269,0.05010425664716709,16.89956773175808,1.700088140272013
2.33,20.33850932560153,0.0006417346310192744,0.05010535126576298,16.8995644086148,1.700088505488419
2.34,20.412487580138823,0.0006436029803582151,0.05010645344107533,16.89956107299552,1.7000888705830464
2.35,20.48646212325917,0.0006454763499980373,0.05010756319309702,16.89955772490094,1.7000892355559658
2.36,20.560432955148894,0.0006473547192870813,0.050108680541712775,16.899554364331753,1.7000896004072477
2.37,20.634400075994332,0.000649238067681424,0.050109805506699606,16.899550991288656,1.700089965136963
2.38,20.708363485981785,0.0006511263747444581,0.050110938107727224,16.899547605772344,1.7000903297451828
2.39,20.782323185297567,0.0006530196201464764,0.050112078364358444,16.899544207783517,1.700090694231979
2.4,20.856279174127973,0.0006549177836642514,0.05011322629604961,16.899540797322864,1.7000910585974227
2.41,20.930231452659285,0.0006568208451806193,0.05011438192215103,16.899537374391084,1.7000914228415864
2.42,21.004180021077786,0.0006587287846840604,0.05011554526190736,16.899533938988867,1.700091786964542
2.43,21.07812487956974,0.0006606415822682816,0.05011671633445807,16.899530491116913,1.700092150966362
2.44,21.152066028321403,0.0006625592181317983,0.0501178951588378,16.89952703077591,1.700092514847119
2.45,21.226003467519032,0.0006644816725775162,0.05011908175397683,16.89952355796656,1.7000928786068863
2.46,21.299937197348854,0.0006664089260123133,0.05012027613870148,16.89952007268955,1.7000932422457369
2.47,21.373867217997116,0.0006683409589466218,0.050121478331734526,16.899516574945576,1.7000936057637444
2.48,21.44779352965002,0.0006702777519940094,0.050122688351695616,16.899513064735327,1.7000939691609822
2.49,21.521716132493797,0.0006722192858707623,0.0501239062171017,16.8995095420595,1.7000943324375246
2.5,21.595635026714632,0.0006741655413954661,0.05012513194636743,16.89950600691879,1.7000946955934457
2.5100000000000002,21.66955021249873,0.0006761164994885883,0.0501263655578056,16.899502459313887,1.70009505862882
2.52,21.74346169003227,0.0006780721411720601,0.05012760706962755,16.89949889924548,1.700095421543722
2.5300000000000002,21.817369459501425,0.0006800324475688577,0.05012885649994357,16.89949532671426,1.700095784338227
2.54,21.89127352109236,0.0006819973999025854,0.050130113866763366,16.899491741720926,1.7000961470124099
2.5500000000000003,21.965173874991233,0.000683966979497056,0.050131379187996414,16.89948814426616,1.700096509566346
2.56,22.03907052138419,0.0006859411677758741,0.05013265248145244,16.89948453435066,1.7000968720001115
2.57,22.11296346045736,0.0006879199462620169,0.05013393376484178,16.899480911975115,1.7000972343137817
2.58,22.186852692396887,0.000689903296577417,0.050135223055775856,16.899477277140214,1.7000975965074332
2.59,22.26073821738887,0.0006918912004425436,0.050136520371767544,16.89947362984665,1.700097958581142
2.6,22.334620035619434,0.0006938836396759846,0.05013782573023162,16.899469970095108,1.7000983205349849
2.61,22.408498147274663,0.0006958805961940287,0.05013913914848518,16.89946629788628,1.700098682369039
2.62,22.482372552540664,0.0006978820520102471,0.05014046064374804,16.899462613220862,1.7000990440833808
2.63,22.5562432516035,0.0006998879892350753,0.05014179023314316,16.899458916099533,1.700099405678088
2.64,22.630110244649266,0.0007018983870537476,0.05014312793671876,16.899455206522994,1.7000997671532307
2.65,22.703973531864015,0.0007039132202053866,0.05014447377896919,16.899451484491955,1.7001001285088677
2.66,22.777833113433815,0.0007059324701853752,0.05014582777763253,16.899447750007106,1.7001004897450747
2.67,22.851688989544698,0.0007079561188829721,0.05014718995005297,16.89944400306913,1.7001008508619286
2.68,22.925541160382707,0.0007099841482678423,0.050148560313494316,16.89944024367873,1.700101211859506
2.69,22.999389626133866,0.0007120165403894988,0.050149938885140535,16.899436471836584,1.7001015727378845
2.7,23.073234386984193,0.0007140532773767454,0.050151325682096314,16.899432687543385,1.700101933497141
2.71,23.14707544311969,0.0007160943414371201,0.050152720721387614,16.89942889079982,1.7001022941373534
2.72,23.22091279472636,0.0007181397148563376,0.050154124019962255,16.89942508160658,1.7001026546585987
2.73,23.294746441990185,0.0007201893799977312,0.050155535594690416,16.899421259964353,1.7001030150609553
2.74,23.36857638509715,0.0007222433193016969,0.050156955462365246,16.89941742587383,1.7001033753445012
2.75,23.442402624233218,0.0007243015152851348,0.05015838363970341,16.899413579335693,1.7001037355093145
2.7600000000000002,23.51622515958436,0.0007263639505408929,0.050159820143345614,16.899409720350636,1.7001040955554736
2.77,23.59004399133651,0.0007284306077372093,0.05016126498985721,16.899405848919347,1.700104455483057
2.7800000000000002,23.663859119675628,0.0007305014696171548,0.050162718195728706,16.899401965042507,1.7001048152921439
2.79,23.737670544787633,0.0007325765189980759,0.05016417977737637,16.89939806872081,1.7001051749828124
2.8000000000000003,23.811478266858455,0.0007346557387710378,0.050165649751142745,16.89939415995494,1.7001055345551426
2.81,23.885282286074002,0.0007367391119002662,0.05016712813329724,16.899390238745585,1.700105894009213
2.82,23.95908260262018,0.0007388266214225912,0.05016861494003666,16.899386305093437,1.7001062533451035
2.83,24.032879216682893,0.0007409182504468889,0.05017011018748579,16.899382358999173,1.7001066125628934
2.84,24.106672128448015,0.0007430139821535252,0.05017161389169792,16.899378400463483,1.700106971662663
2.85,24.18046133810143,0.0007451137997937978,0.050173126068655434,16.899374429487057,1.7001073306444918
2.86,24.254246845828998,0.0007472176866893788,0.05017464673427035,16.899370446070577,1.70010768950846
2.87,24.328028651816584,0.0007493256262317583,0.05017617590438488,16.899366450214732,1.700108048254648
2.88,24.40180675625003,0.0007514376018816862,0.050177713594771994,16.899362441920207,1.7001084068831362
