t,T_1,T
1.76,1.3190728606704535e-05,999.9999995226354
1.77,1.328537518775345e-05,999.999999516168
1.78,1.338001965224879e-05,999.9999995096549
1.79,1.347466005113421e-05,999.9999995030961
1.8,1.3569296067723497e-05,999.9999994964801
1.81,1.3663971436237593e-05,999.9999994895409
1.82,1.3758646804751688e-05,999.9999994826017
1.83,1.3853322173265782e-05,999.9999994756623
1.84,1.3947997541779877e-05,999.9999994687231
1.85,1.4042672910293973e-05,999.9999994617838
1.86,1.4137348278808066e-05,999.9999994548446
1.87,1.4232025023672572e-05,999.9999994478746
1.8800000000000001,1.4326714444651128e-05,999.9999994406222
1.8900000000000001,1.4421403865629683e-05,999.9999994333699
1.9000000000000001,1.4516093286608238e-05,999.9999994261175
1.9100000000000001,1.4610782707586794e-05,999.9999994188652
1.92,1.4705472128565348e-05,999.9999994116127
1.93,1.4800161549543905e-05,999.9999994043604
1.94,1.489485086493348e-05,999.9999993970955
1.95,1.4989539622670341e-05,999.9999993897642
1.96,1.5084227474085493e-05,999.9999993824006
1.97,1.5178914012247783e-05,999.9999993749904
1.98,1.5273599444702753e-05,999.999999367554
1.99,1.5368282706474014e-05,999.9999993600733
2.0,1.545114558407942e-05,999.9999993525569
2.0100000000000002,1.545218136688954e-05,999.9999993450352
2.02,1.545321724819938e-05,999.9999993375161
2.0300000000000002,1.5454253107473567e-05,999.9999993299964
2.04,1.5455289036196802e-05,999.9999993224784
2.05,1.545632503439054e-05,999.9999993149621
2.06,1.5457361102055116e-05,999.9999993074476
2.07,1.5458397239190533e-05,999.9999992999349
2.08,1.5459433445796794e-05,999.9999992924238
2.09,1.5460469721873896e-05,999.9999992849145
2.1,1.546150606742184e-05,999.9999992774069
2.11,1.5462542482440627e-05,999.9999992699011
2.12,1.5463578966930253e-05,999.999999262397
2.13,1.546461552089072e-05,999.9999992548945
2.14,1.546565214432203e-05,999.9999992473939
2.15,1.546668883722418e-05,999.999999239895
2.16,1.546772559959717e-05,999.9999992323978
2.17,1.5468762431441005e-05,999.9999992249024
2.18,1.546979933275568e-05,999.9999992174086
2.19,1.5470836303576533e-05,999.9999992099166
2.2,1.5471873343937406e-05,999.9999992024264
2.21,1.5472910453838298e-05,999.9999991949378
2.22,1.5473947633279212e-05,999.999999187451
2.23,1.5474984882260146e-05,999.9999991799659
2.24,1.54760222007811e-05,999.9999991724826
2.25,1.5477059588842074e-05,999.999999165001
2.2600000000000002,1.547809704644307e-05,999.9999991575211
2.27,1.5479134573584083e-05,999.9999991500429
2.2800000000000002,1.548017217026512e-05,999.9999991425664
2.29,1.5481209836486176e-05,999.9999991350917
2.3000000000000003,1.548224757224725e-05,999.9999991276187
2.31,1.5483285377548348e-05,999.9999991201474
2.32,1.5484323252389465e-05,999.9999991126779
2.33,1.548536119430866e-05,999.9999991052102
2.34,1.548639920874528e-05,999.9999990977441
2.35,1.5487437292727348e-05,999.9999990902796
2.36,1.5488475446259516e-05,999.999999082817
2.37,1.548951366934646e-05,999.999999075356
2.38,1.5490551961992835e-05,999.9999990678967
2.39,1.549159032420331e-05,999.9999990604392
2.4,1.549262875598255e-05,999.9999990529834
2.41,1.5493667257335223e-05,999.9999990455293
2.42,1.5494705828265987e-05,999.9999990380769
2.43,1.549574446877951e-05,999.9999990306262
2.44,1.549678317888046e-05,999.9999990231773
2.45,1.5497821958573495e-05,999.99999901573
2.46,1.5498860807863286e-05,999.9999990082846
2.47,1.5499899726754493e-05,999.9999990008408
2.48,1.5500938715252673e-05,999.9999989933988
2.49,1.5501977773375452e-05,999.9999989859584
2.5,1.550301690113198e-05,999.9999989785198
2.5100000000000002,1.550405609852716e-05,999.999998971083
2.52,1.55050953655659e-05,999.9999989636477
2.5300000000000002,1.5506134702253106e-05,999.9999989562142
2.54,1.5507174108593688e-05,999.9999989487825
2.5500000000000003,1.5508213584592552e-05,999.9999989413524
2.56,1.5509253130254604e-05,999.9999989339241
2.57,1.5510292745584754e-05,999.9999989264975
2.58,1.551133243058791e-05,999.9999989190725
2.59,1.5512372185268976e-05,999.9999989116493
2.6,1.551341200963286e-05,999.9999989042278
2.61,1.551445190368447e-05,999.9999988968079
2.62,1.5515491867428717e-05,999.9999988893899
2.63,1.55165319008705e-05,999.9999988819735
2.64,1.551757200401474e-05,999.9999988745589
2.65,1.5518612176866328e-05,999.9999988671459
2.66,1.5519652419430182e-05,999.9999988597347
2.67,1.5520692731711207e-05,999.999998852325
2.68,1.552173311371431e-05,999.9999988449172
2.69,1.5522773565444395e-05,999.999998837511
2.7,1.5523814086906377e-05,999.9999988301066
2.71,1.5524854678105157e-05,999.9999988227039
2.72,1.5525895339045645e-05,999.9999988153029
2.73,1.5526936069732747e-05,999.9999988079035
2.74,1.5527976870171372e-05,999.9999988005059
2.75,1.5529017740366427e-05,999.99999879311
2.7600000000000002,1.5530058680322817e-05,999.9999987857157
2.77,1.553109969004545e-05,999.9999987783232
2.7800000000000002,1.553214076953924e-05,999.9999987709324
2.79,1.5533181918809086e-05,999.9999987635432
2.8000000000000003,1.55342231378599e-05,999.9999987561557
2.81,1.5535264426696586e-05,999.99999874877
2.82,1.5536305785324052e-05,999.999998741386
2.83,1.553734721374721e-05,999.9999987340036
2.84,1.553838871197096e-05,999.999998726623
2.85,1.5539430280000216e-05,999.999998719244
2.86,1.554047191783988e-05,999.9999987118667
2.87,1.5541513625494864e-05,999.9999987044912
2.88,1.5542555402970073e-05,999.9999986971173
2.89,1.5543597250270416e-05,999.9999986897451
2.9,1.5544639167400795e-05,999.9999986823747
2.91,1.5545681154366124e-05,999.9999986750058
2.92,1.554672321117131e-05,999.9999986676388
2.93,1.5547765337821257e-05,999.9999986602734
2.94,1.554880753432087e-05,999.9999986529097
2.95,1.5549849800675063e-05,999.9999986455475
2.96,1.5550892136888742e-05,999.9999986381872
2.97,1.555193454296681e-05,999.9999986308286
2.98,1.5552977018914177e-05,999.9999986234716
2.99,1.555401956473575e-05,999.9999986161163
3.0,1.5555062180436438e-05,999.9999986087627
3.0100000000000002,1.555610486602115e-05,999.9999986014108
3.02,1.5557147621494784e-05,999.9999985940606
3.0300000000000002,1.555819044686226e-05,999.9999985867121
3.04,1.5559233342128475e-05,999.9999985793652
3.0500000000000003,1.556027630729834e-05,999.99999857202
3.06,1.5561319342376767e-05,999.9999985646765
3.0700000000000003,1.556236244736866e-05,999.9999985573347
3.08,1.5563405622278922e-05,999.9999985499945
3.09,1.5564448867112464e-05,999.9999985426562
3.1,1.5565492181874196e-05,999.9999985353194
3.11,1.5566535566569022e-05,999.9999985279843
3.12,1.5567579021201847e-05,999.9999985206508
3.13,1.5568622545777584e-05,999.9999985133192
3.14,1.556966614030114e-05,999.9999985059891
3.15,1.557070980477742e-05,999.9999984986607
3.16,1.557175353921133e-05,999.999998491334
3.17,1.5572797343607778e-05,999.999998484009
3.18,1.5573841217971673e-05,999.9999984766856
3.19,1.5574885162307923e-05,999.999998469364
3.2,1.5575929176621434e-05,999.999998462044
3.21,1.5576973260917115e-05,999.9999984547258
3.22,1.557801741519987e-05,999.9999984474091
3.23,1.5579061639474606e-05,999.9999984400941
3.24,1.5580105933746235e-05,999.9999984327808
3.25,1.5581150298019665e-05,999.9999984254691
3.2600000000000002,1.5582194732299795e-05,999.9999984181592
3.27,1.5583239236591542e-05,999.9999984108509
3.2800000000000002,1.5584283810899805e-05,999.9999984035443
3.29,1.55853284552295e-05,999.9999983962394
3.3000000000000003,1.5586373169585527e-05,999.9999983889361
3.31,1.5587417953972797e-05,999.9999983816346
3.3200000000000003,1.5588462808396215e-05,999.9999983743346
3.33,1.558950773286069e-05,999.9999983670364
3.34,1.5590552727371134e-05,999.9999983597397
3.35,1.5591597791932444e-05,999.9999983524448
3.36,1.5592642926549536e-05,999.9999983451515
3.37,1.5593688131227315e-05,999.9999983378599
3.38,1.5594733405970686e-05,999.99999833057
3.39,1.559577875078456e-05,999.9999983232817
3.4,1.559682416567384e-05,999.9999983159951
3.41,1.5597869650643436e-05,999.9999983087101
3.42,1.5598915205698257e-05,999.9999983014269
3.43,1.559996083084321e-05,999.9999982941453
3.44,1.5601006526083197e-05,999.9999982868653
3.45,1.5602052291423132e-05,999.999998279587
3.46,1.560309812686792e-05,999.9999982723103
3.47,1.560414403242247e-05,999.9999982650354
3.48,1.5605190008091682e-05,999.9999982577621
3.49,1.5606236053880472e-05,999.9999982504904
3.5,1.5607282169793744e-05,999.9999982432204
3.5100000000000002,1.5608328355836408e-05,999.999998235952
3.52,1.5609374612013365e-05,999.9999982286853
3.5300000000000002,1.5610420938329526e-05,999.9999982214202
3.54,1.5611467334789804e-05,999.9999982141569
3.5500000000000003,1.5612513801399097e-05,999.9999982068952
3.56,1.5613560338162315e-05,999.9999981996351
3.5700000000000003,1.561460694508437e-05,999.9999981923767
3.58,1.5615653622170167e-05,999.9999981851199
3.59,1.561670036942461e-05,999.9999981778649
3.6,1.561774718685261e-05,999.9999981706113
3.61,1.5618794074459072e-05,999.9999981633596
3.62,1.5619841032248907e-05,999.9999981561094
3.63,1.562088806022702e-05,999.9999981488609
3.64,1.5621935158398315e-05,999.999998141614
3.65,1.5622982326767706e-05,999.9999981343689
3.66,1.5624029565340097e-05,999.9999981271253
3.67,1.562507687412039e-05,999.9999981198833
3.68,1.5626124253113504e-05,999.9999981126431
3.69,1.562717170232434e-05,999.9999981054045
3.7,1.5628219221757806e-05,999.9999980981676
3.71,1.5629266811418807e-05,999.9999980909322
3.72,1.5630314471312253e-05,999.9999980836985
3.73,1.563136220144305e-05,999.9999980764665
3.74,1.5632410001816103e-05,999.9999980692361
3.75,1.5633457872436327e-05,999.9999980620073
3.7600000000000002,1.5634505813308623e-05,999.9999980547802
3.77,1.5635553824437904e-05,999.9999980475548
3.7800000000000002,1.563660190582907e-05,999.999998040331
3.79,1.5637650057487033e-05,999.9999980331088
3.8000000000000003,1.56386982794167e-05,999.9999980258882
3.81,1.5639746571622974e-05,999.9999980186693
3.8200000000000003,1.5640794934110768e-05,999.9999980114521
3.83,1.564184336688499e-05,999.9999980042364
3.84,1.5642891869950543e-05,999.9999979970224
3.85,1.5643940443312335e-05,999.9999979898101
3.86,1.5644989086975274e-05,999.9999979825994
3.87,1.564603780094427e-05,999.9999979753903
3.88,1.5647086585224228e-05,999.9999979681829
3.89,1.5648135439820055e-05,999.9999979609771
3.9,1.5649184364736658e-05,999.999997953773
3.91,1.5650233359978948e-05,999.9999979465705
3.92,1.5651282425551827e-05,999.9999979393696
3.93,1.5652331561460208e-05,999.9999979321702
3.94,1.5653380767708993e-05,999.9999979249726
3.95,1.5654430044303092e-05,999.9999979177767
3.96,1.5655479391247414e-05,999.9999979105822
3.97,1.5656528808541973e-05,999.9999979033896
3.98,1.565757829618235e-05,999.9999978961985
3.99,1.565862785417305e-05,999.999997889009
4.0,1.5659677482518782e-05,999.9999978818212
4.01,1.5660727181224262e-05,999.9999978746349
4.0200000000000005,1.5661776950294213e-05,999.9999978674504
4.03,1.566282678973334e-05,999.9999978602674
4.04,1.5663876699546366e-05,999.9999978530861
4.05,1.5664926679738e-05,999.9999978459065
4.0600000000000005,1.5665976730312962e-05,999.9999978387284
4.07,1.5667026851275964e-05,999.999997831552
4.08,1.5668077042631724e-05,999.9999978243773
4.09,1.5669127304384955e-05,999.9999978172041
4.1,1.567017763654037e-05,999.9999978100325
4.11,1.567122803910269e-05,999.9999978028626
4.12,1.5672278512076623e-05,999.9999977956943
4.13,1.5673329055466893e-05,999.9999977885277
4.14,1.5674379669278207e-05,999.9999977813626
4.15,1.5675430353515283e-05,999.9999977741992
4.16,1.5676481108182837e-05,999.9999977670375
4.17,1.5677531933285582e-05,999.9999977598773
4.18,1.5678582828828237e-05,999.9999977527187
4.19,1.5679633794815512e-05,999.9999977455618
4.2,1.5680684831252127e-05,999.9999977384066
4.21,1.5681735938142794e-05,999.9999977312528
4.22,1.568278711549223e-05,999.9999977241008
4.23,1.568383836330515e-05,999.9999977169505
4.24,1.5684889681586267e-05,999.9999977098016
4.25,1.5685941070340296e-05,999.9999977026545
4.26,1.5686992529571957e-05,999.9999976955089
4.2700000000000005,1.568804405928596e-05,999.9999976883649
4.28,1.5689095659487023e-05,999.9999976812226
4.29,1.569014733017986e-05,999.9999976740819
4.3,1.5691199071369187e-05,999.9999976669428
4.3100000000000005,1.5692250883059717e-05,999.9999976598053
4.32,1.5693302765256165e-05,999.9999976526694
4.33,1.569435471796325e-05,999.9999976455352
4.34,1.5695406741185686e-05,999.9999976384025
4.3500000000000005,1.5696458834928182e-05,999.9999976312715
4.36,1.569751099919546e-05,999.9999976241422
4.37,1.5698563233992236e-05,999.9999976170144
4.38,1.569961553932322e-05,999.9999976098882
4.39,1.570066791519313e-05,999.9999976027636
4.4,1.570172036160668e-05,999.9999975956407
4.41,1.570277287856859e-05,999.9999975885194
4.42,1.5703825466083564e-05,999.9999975813996
4.43,1.5704878124156327e-05,999.9999975742815
4.44,1.5705930852791592e-05,999.999997567165
4.45,1.5706983651994074e-05,999.9999975600501
4.46,1.5708036521768485e-05,999.9999975529367
4.47,1.570908946211954e-05,999.9999975458251
4.48,1.5710142473051962e-05,999.9999975387151
4.49,1.571119555457046e-05,999.9999975316066
4.5,1.5712248706679747e-05,999.9999975244997
4.51,1.5713301929384543e-05,999.9999975173945
4.5200000000000005,1.5714355222689563e-05,999.9999975102908
4.53,1.571540858659952e-05,999.9999975031888
4.54,1.5716462021119124e-05,999.9999974960883
4.55,1.57175155262531e-05,999.9999974889895
4.5600000000000005,1.571856910200616e-05,999.9999974818923
4.57,1.5719622748383016e-05,999.9999974747966
4.58,1.5720676465388383e-05,999.9999974677025
4.59,1.572173025302698e-05,999.9999974606102
4.6000000000000005,1.572278411130352e-05,999.9999974535193
4.61,1.572383804022272e-05,999.9999974464301
4.62,1.5724892039789292e-05,999.9999974393425
4.63,1.5725946110007954e-05,999.9999974322565
4.64,1.5727000250883417e-05,999.9999974251721
4.65,1.5728054462420402e-05,999.9999974180893
4.66,1.5729108744623618e-05,999.9999974110079
4.67,1.5730163097497788e-05,999.9999974039283
4.68,1.5731217521047617e-05,999.9999973968503
4.69,1.573227201527783e-05,999.9999973897739
4.7,1.5733326580193135e-05,999.999997382699
4.71,1.573438121579825e-05,999.9999973756259
4.72,1.573543592209789e-05,999.9999973685542
4.73,1.573649069909677e-05,999.9999973614841
4.74,1.5737545546799605e-05,999.9999973544157
4.75,1.573860046521111e-05,999.9999973473488
4.76,1.5739655454336003e-05,999.9999973402835
4.7700000000000005,1.5740710514178995e-05,999.9999973332198
4.78,1.57417656447448e-05,999.9999973261578
4.79,1.574282084603814e-05,999.9999973190972
4.8,1.5743876118063722e-05,999.9999973120383
4.8100000000000005,1.5744931460826266e-05,999.999997304981
4.82,1.5745986874330488e-05,999.9999972979252
4.83,1.5747042358581103e-05,999.9999972908711
4.84,1.5748097913582823e-05,999.9999972838186
4.8500000000000005,1.574915353934036e-05,999.9999972767677
4.86,1.575020923585844e-05,999.9999972697183
4.87,1.575126500314177e-05,999.9999972626705
4.88,1.5752320841195067e-05,999.9999972556243
4.89,1.5753376750023045e-05,999.9999972485797
4.9,1.575443272963042e-05,999.9999972415366
4.91,1.575548878002191e-05,999.9999972344951
4.92,1.5756544901202227e-05,999.9999972274553
4.93,1.5757601093176083e-05,999.9999972204171
4.94,1.5758657355948203e-05,999.9999972133803
4.95,1.575971368952329e-05,999.9999972063453
4.96,1.576077009390607e-05,999.9999971993117
4.97,1.576182656910125e-05,999.9999971922798
4.98,1.576288311511355e-05,999.9999971852494
4.99,1.5763939731947682e-05,999.9999971782206
5.0,1.5764996419608363e-05,999.9999971711934
5.01,1.5766053178100308e-05,999.9999971641678
5.0200000000000005,1.5767110007428233e-05,999.9999971571438
5.03,1.5768166907596853e-05,999.9999971501213
5.04,1.576922387861088e-05,999.9999971431004
5.05,1.5770280920475033e-05,999.9999971360811
5.0600000000000005,1.5771338033194025e-05,999.9999971290633
5.07,1.5772395216772568e-05,999.9999971220473
5.08,1.5773452471215385e-05,999.9999971150327
5.09,1.5774509796527186e-05,999.9999971080197
5.1000000000000005,1.5775567192712686e-05,999.9999971010081
5.11,1.5776624659776602e-05,999.9999970939983
5.12,1.5777682197723647e-05,999.9999970869901
5.13,1.577873980655854e-05,999.9999970799834
5.14,1.5779797486285992e-05,999.9999970729782
5.15,1.578085523691072e-05,999.9999970659746
5.16,1.5781913058437438e-05,999.9999970589727
5.17,1.578297095087086e-05,999.9999970519723
5.18,1.5784028914215708e-05,999.9999970449734
5.19,1.578508694847669e-05,999.9999970379762
5.2,1.5786145053658522e-05,999.9999970309805
5.21,1.5787203229765922e-05,999.9999970239863
5.22,1.5788261476803604e-05,999.9999970169937
5.23,1.5789319794776283e-05,999.9999970100027
5.24,1.5790378183688673e-05,999.9999970030133
5.25,1.5791436643545487e-05,999.9999969960254
5.26,1.5792495174351447e-05,999.9999969890391
5.2700000000000005,1.5793553776111264e-05,999.9999969820544
5.28,1.5794612448829652e-05,999.9999969750712
5.29,1.579567119251133e-05,999.9999969680896
5.3,1.579673000716101e-05,999.9999969611096
5.3100000000000005,1.5797788892783406e-05,999.9999969541311
5.32,1.5798847849383234e-05,999.9999969471542
5.33,1.5799906876965212e-05,999.9999969401789
5.34,1.5800965975534053e-05,999.9999969332051
5.3500000000000005,1.5802025145094474e-05,999.9999969262328
5.36,1.5803084385651188e-05,999.9999969192622
5.37,1.5804143697208907e-05,999.9999969122931
5.38,1.5805203079772354e-05,999.9999969053256
5.39,1.580626253334624e-05,999.9999968983595
5.4,1.5807322057935275e-05,999.9999968913952
5.41,1.5808381653544185e-05,999.9999968844323
5.42,1.5809441320177675e-05,999.999996877471
5.43,1.5810501057840468e-05,999.9999968705113
5.44,1.5811560866537273e-05,999.9999968635531
5.45,1.5812620746273008e-05,999.9999968565963
5.46,1.5813680697054935e-05,999.9999968496412
5.47,1.581474071888857e-05,999.9999968426878
5.48,1.581580081177868e-05,999.9999968357358
5.49,1.581686097573002e-05,999.9999968287854
5.5,1.5817921210747358e-05,999.9999968218366
5.51,1.5818981516835456e-05,999.9999968148892
5.5200000000000005,1.582004189399907e-05,999.9999968079435
5.53,1.582110234224297e-05,999.9999968009993
5.54,1.5822162861571914e-05,999.9999967940566
5.55,1.5823223451990663e-05,999.9999967871156
5.5600000000000005,1.582428411350398e-05,999.999996780176
5.57,1.582534484611663e-05,999.9999967732381
5.58,1.5826405649833372e-05,999.9999967663017
5.59,1.5827466524658968e-05,999.9999967593668
5.6000000000000005,1.582852747059818e-05,999.9999967524335
5.61,1.5829588487655776e-05,999.9999967455018
5.62,1.583064957583651e-05,999.9999967385716
5.63,1.5831710735145147e-05,999.9999967316429
5.64,1.583277196558645e-05,999.9999967247157
5.65,1.583383326716518e-05,999.9999967177902
5.66,1.58348946398861e-05,999.9999967108662
5.67,1.5835956083753973e-05,999.9999967039437
5.68,1.5837017598773558e-05,999.9999966970228
5.69,1.583807918494962e-05,999.9999966901033
5.7,1.5839140842286918e-05,999.9999966831855
5.71,1.5840202570790218e-05,999.9999966762692
5.72,1.584126437046428e-05,999.9999966693545
5.73,1.5842326241313866e-05,999.9999966624413
5.74,1.584338818334374e-05,999.9999966555297
5.75,1.584445019655866e-05,999.9999966486195
5.76,1.5845512280963392e-05,999.9999966417109
5.7700000000000005,1.58465744365627e-05,999.9999966348039
5.78,1.584763666336134e-05,999.9999966278984
5.79,1.5848698961364076e-05,999.9999966209945
