t,X1,Y1,Y2,X2
1.27,10.30704749478612,-4.337007343637207,-4.495711441972358,7.1160517536028856
1.28,10.320652427405783,-4.285438015559749,-4.453034746419954,7.109496048385404
1.29,10.334072661851955,-4.233801124153796,-4.410397695137849,7.1028369924838355
1.3,10.34730855870435,-4.182097592005308,-4.367800907253726,7.096074910737515
1.31,10.36036048124263,-4.130328339916113,-4.325244999953899,7.089210128094451
1.32,10.373228795400184,-4.078494286895558,-4.2827305884843065,7.082242969604256
1.33,10.385913869718616,-4.026596350152749,-4.240258286151671,7.075173760411391
1.34,10.398416075302881,-3.9746354450893797,-4.197828704324823,7.068002825748716
1.35,10.410735785777135,-3.9226124852931488,-4.155442452436189,7.0607304909313475
1.36,10.422873377241242,-3.870528382531765,-4.11310013798344,7.053357081350827
1.37,10.43482922822799,-3.8183840467475427,-4.070802366531313,7.04588292246959
1.3800000000000001,10.446603719660962,-3.766180386052584,-4.028549741713589,7.038308339815757
1.3900000000000001,10.458197234813113,-3.7139183067245507,-3.9863428652352373,7.0306336589782115
1.4000000000000001,10.469610159037112,-3.661598712867436,-3.9441823367695936,7.022859205428709
1.41,10.480842878828568,-3.6092225050939444,-3.9020687535490044,7.014985303838741
1.42,10.491895783621972,-3.5567905832136173,-3.860002711210373,7.007012279464957
1.43,10.50276926512316,-3.504303845309098,-3.817984803509167,6.998940457669445
1.44,10.513463717115778,-3.45176318750685,-3.7760156222509518,6.990770163798613
1.45,10.523979535418595,-3.3991695039685994,-3.734095757292066,6.982501723176081
1.46,10.534317117843305,-3.3465236868831094,-3.6922257965403693,6.974135461095721
1.47,10.544476864152866,-3.293826626458309,-3.650406325956091,6.965671702814903
1.48,10.554459176020346,-3.2410792109137567,-3.608637929552755,6.957110773547908
1.49,10.564264456988283,-3.1882823264734523,-3.5669211893982022,6.94845299845953
1.5,10.573893112428566,-3.135436857358989,-3.5252566856156933,6.939698702658856
1.51,10.583345549502829,-3.082543685783053,-3.483644996385101,6.930848211193228
1.52,10.592622177123356,-3.0296036919432616,-3.442086697944194,6.921901849042382
1.53,10.601723405914518,-2.9766177540163494,-3.400582364590002,6.912859941112776
1.54,10.610649648174638,-2.9235867481525917,-3.3591325686802413,6.90372281223204
1.55,10.619401317537402,-2.870511547988955,-3.31773788048726,6.8944907868836545
1.56,10.627978829139048,-2.817393024971082,-3.2763988682997898,6.885164189378188
1.57,10.636382599888881,-2.764232048840137,-3.235116098575197,6.8757433441135225
1.58,10.644613048197503,-2.711029487251436,-3.193890135825691,6.866228575366448
1.59,10.652670593939455,-2.657786205767676,-3.152721542619295,6.856620207286451
1.6,10.660555658416301,-2.6045030678524177,-3.111610879580878,6.8469185638896235
1.61,10.668268664320182,-2.551180934863811,-3.0705587053932386,6.8371239690527155
1.62,10.675810035697824,-2.497820666048571,-3.029565576798254,6.827236746507303
1.6300000000000001,10.68318019791499,-2.4444231185362026,-2.9886320485980806,6.817257219834095
1.6400000000000001,10.690379577621407,-2.390989147333472,-2.947758673656421,6.807185712457364
1.6500000000000001,10.697408602716136,-2.3375196053191245,-2.9069460028998413,6.797022547639514
1.6600000000000001,10.704267702313395,-2.284015343238854,-2.866194585319152,6.78676804847577
1.67,10.710957306708856,-2.230477209700519,-2.825504967970847,6.776422537889002
1.68,10.717477847346382,-2.176906051169602,-2.7848776959785955,6.765986338624674
1.69,10.72382975676496,-2.1233027119202843,-2.744313312519687,6.755459773226666
1.7,10.730013468462273,-2.0696680338019564,-2.703812358748966,6.74484316393346
1.71,10.736029417058853,-2.016002856667561,-2.6633753739467996,6.734136832859977
1.72,10.74187803820735,-1.9623080182393213,-2.6230028954765467,6.723341101936633
1.73,10.747559768541116,-1.9085843540604226,-2.582695458771111,6.712456292885508
1.74,10.75307504564311,-1.8548326974906901,-2.542453597334349,6.701482727215528
1.75,10.758424308015236,-1.8010538797024722,-2.5022778427425343,6.690420726217756
1.76,10.763607995048117,-1.7472487296767334,-2.4621687246458586,6.679270610960796
1.77,10.768626546991307,-1.693418074199355,-2.422126770769983,6.668032702286317
1.78,10.773480404923943,-1.639562737857644,-2.382152506917631,6.656707320804677
1.79,10.778170010725834,-1.5856835430370513,-2.3422464569702286,6.645294786890667
1.8,10.782695807048993,-1.5317813099180952,-2.3024091428895868,6.633795420679369
1.81,10.787058237289598,-1.477856856473497,-2.262641084719633,6.62220954206212
1.82,10.791257745560392,-1.4239109984655216,-2.222942800588181,6.610537470682599
1.83,10.79529477666353,-1.3699445494435267,-2.1833148067087524,6.598779525933011
1.84,10.799169775940593,-1.3159583206110241,-2.143757617344258,6.586936026887551
1.85,10.802883189302262,-1.2619531208829828,-2.104271744826237,6.5750072923273555
1.86,10.806435463375317,-1.2079297570672582,-2.064857699610353,6.562993640825148
1.87,10.809827045360212,-1.1538890337389134,-2.0255159902421442,6.550895390682229
1.8800000000000001,10.813058383005119,-1.099831753237753,-1.9862471233587584,6.538712859924725
1.8900000000000001,10.816129924580512,-1.045758715666186,-1.9470516036907686,6.526446366300002
1.9000000000000001,10.819042118854163,-0.9916707188872687,-1.9079299340640237,6.514096227273187
1.9100000000000001,10.821795415066559,-0.937568558522929,-1.868882615401536,6.501662760023781
1.92,10.824390262906705,-0.8834530279523687,-1.829910146725408,6.489146281442375
1.93,10.82682711248838,-0.8293249183106406,-1.7910130251587864,6.476547108127462
1.94,10.829106414326755,-0.775185018487417,-1.7521917459278684,6.463865556382348
1.95,10.831228619315462,-0.7210341151259255,-1.7134468023639293,6.451101942212169
1.96,10.833194178704051,-0.6668729926220694,-1.674778685905395,6.43825658132099
1.97,10.835003544075864,-0.6127024331237279,-1.6361878860999484,6.425329789109023
1.98,10.836657167348141,-0.5585232165479497,-1.5976748906115987,6.412321880678075
1.99,10.838155500290807,-0.5043361202071632,-1.5592401851189857,6.399233170657148
2.0,10.83949899529073,-0.45014191944656146,-1.5208842534949334,6.386063973493256
2.0100000000000002,10.840688104930047,-0.39594138731834694,-1.4826075777180878,6.37281460329915
2.02,10.84172328200489,-0.34173529461344376,-1.4444106378839736,6.359485373865521
2.0300000000000002,10.842604979504411,-0.2875244098607812,-1.4062939122070113,6.346076598658295
2.04,10.843333650590184,-0.23330949932678216,-1.3682578770225897,6.3325885908160435
2.05,10.84390974857603,-0.17909132701498684,-1.3303030067891484,6.319021663147464
2.06,10.844333726908216,-0.12487065466586969,-1.2924297740903108,6.305376128128982
2.07,10.844606039146074,-0.07064824175682113,-1.25463864963705,6.291652297902422
2.08,10.844727138942995,-0.01642484550227108,-1.2169301022698702,6.277850484272783
2.09,10.844697480027815,0.03779877914599011,-1.1793045989610431,6.263970998706102
2.1,10.84451751618659,0.09202187949836818,-1.141762604816853,6.250014152327406
2.11,10.844187701244765,0.14624370512682533,-1.104304583079894,6.235980255918753
2.12,10.843708489049709,0.20046350786412256,-1.0669309951313752,6.221869619917364
2.13,10.843080333239485,0.25468054194205103,-1.0296423004563715,6.207682554348977
2.14,10.842303687286172,0.3088940639513633,-0.9924389566565859,6.193419368844321
2.15,10.841379004870257,0.36310333258658345,-0.9553214195204656,6.17908037275586
2.16,10.840306739614135,0.41730760880747897,-0.9182901429822079,6.164665875080368
2.17,10.839087345063685,0.4715061558393626,-0.8813455791237395,6.150176184456628
2.18,10.837721274671859,0.5256982391722175,-0.8444881781769791,6.135611609163709
2.19,10.83620898178258,0.579883126559672,-0.8077183885261477,6.12097245711931
2.2,10.83455091961497,0.6340600880179087,-0.7710366567100667,6.106259035878161
2.21,10.832747541247862,0.6882283958244276,-0.7344434274244991,6.091471652630507
2.22,10.83079929960464,0.7423873245167479,-0.6979391435244795,6.07661061420063
2.23,10.828706647438368,0.7965361508909701,-0.6615242460266864,6.061676227045458
2.24,10.826470037317213,0.8506741540002813,-0.6251991741118,6.046668797253211
2.25,10.824089921610176,0.9048006151533272,-0.588964365126901,6.031588630542129
2.2600000000000002,10.821566752473109,0.9589148179125306,-0.5528202545878547,6.016436032259233
2.27,10.818900981835014,1.0130160480922843,-0.5167672761817338,6.00121130737917
2.2800000000000002,10.81609306138464,1.0671035937570945,-0.4808058617692256,5.985914760503089
2.29,10.813143442557342,1.1211767452196024,-0.44493644138707544,5.970546695857589
2.3000000000000003,10.810052576522233,1.1752347950385642,-0.4091594432505142,5.95510741729371
2.31,10.806820914169611,1.2292770380167135,-0.3734752937557198,5.93959722828598
2.32,10.803448906097783,1.2833027711990679,-0.33788441748213904,5.924016431931291
2.33,10.799937002126311,1.3373112941372558,-0.3023872371264137,5.908365330825671
2.34,10.796285651695548,1.391301908656182,-0.26698417356424364,5.892644227169507
2.35,10.792495304236251,1.4452739186375911,-0.23167564590788525,5.876853422865039
2.36,10.788566408814663,1.499226630210585,-0.1964620714590234,5.860993219427051
2.37,10.784499414119539,1.553159351750208,-0.16134386571096393,5.845063917981705
2.38,10.780294768449364,1.6070713938759789,-0.12632144235084242,5.829065819265389
2.39,10.775952919699721,1.6609620694504517,-0.09139521326179778,5.812999223623585
2.4,10.771474315350819,1.7148306935777313,-0.05656558852516319,5.796864431009767
2.41,10.766859402455168,1.768676583602026,-0.021832976422618833,5.780661740984298
2.42,10.762108627625425,1.8224990591061596,0.012802216561641433,5.764391452713364
2.43,10.757222437022344,1.8762974419101273,0.04733958573878111,5.748053864967904
2.44,10.752201276342905,1.9300710560696208,0.0817787282131816,5.731649276122562
2.45,10.747045590808545,1.9838192278746019,0.11611924288034184,5.715177984154646
2.46,10.74175582515353,2.037541285847853,0.15036073042476938,5.698640286643104
2.47,10.736332423613458,2.0912365607435834,0.18450279331791247,5.682036480767491
2.48,10.730775829913854,2.1449043855460195,0.21854503581608556,5.665366863306963
2.49,10.725086487258912,2.1985440954680566,0.2524870639584377,5.64863173063926
2.5,10.719264838320314,2.2521550279499043,0.2863284855649161,5.631831378739696
2.5100000000000002,10.713311325226169,2.3057365226577966,0.32006891023427453,5.61496610318015
2.52,10.707226389559246,2.359287921473152,0.35370794933930993,5.598036199132234
2.5300000000000002,10.701010472739467,2.4128085680824487,0.3872452159063873,5.581041961544673
2.54,10.694664015528327,2.4662978084799714,0.42068032475956707,5.563983684922432
2.5500000000000003,10.688187457933953,2.5197549910542243,0.4540128925440795,5.5468616632874985
2.56,10.681581239386366,2.5731794663936114,0.4872425376684214,5.5296761902621565
2.57,10.674845798728342,2.626570587283946,0.5203688803020812,5.512427559068584
2.58,10.667981574206388,2.67992770870593,0.5533915423732569,5.4951160625284805
2.59,10.660989003461866,2.733250187832635,0.5863101475665867,5.477741993062706
2.6,10.653868523522211,2.7865373840269996,0.6191243213209006,5.460305642690924
2.61,10.646620570792292,2.839788658839299,0.6518336908269653,5.442807303031282
2.62,10.639245581045856,2.8930033760046543,0.6844378850252619,5.425247265300073
2.63,10.631743989417101,2.946180901440509,0.7169365346037524,5.407625820311437
2.64,10.624116230392351,2.9993206032441555,0.7493292719956838,5.389943258477054
2.65,10.616362737801818,3.0524218516902315,0.7816157313773814,5.372199869805856
2.66,10.608483944811482,3.105484019228271,0.8137955486660801,5.354395943903741
2.67,10.60048028391504,3.1585064804802307,0.8458683615177465,5.3365317699733
2.68,10.592352186925961,3.2114886122380724,0.8778338093249405,5.318607636813539
2.69,10.584100084969622,3.2644297934613307,0.909691533214669,5.300623832819621
2.7,10.57572440847552,3.317329405274739,0.9414411760462794,5.2825806459825975
2.71,10.56722558716957,3.370186830965843,0.9730823824093479,5.264478363889152
2.72,10.55860405009698,3.4230014559576585,1.0046147986147582,5.246317273733329
2.73,10.549860226057186,3.4757726674434792,1.0360380725933078,5.228097662490163
2.74,10.540994542923137,3.528499854936681,1.0673518540447777,5.209819816650867
2.75,10.532007427710582,3.581182410205545,1.0985557944186755,5.191484022252721
2.7600000000000002,10.52289930671546,3.633819727152349,1.1296495468797456,5.173090564935694
2.77,10.513670605508127,3.686411201809918,1.1606327663056282,5.154639729942789
2.7800000000000002,10.50432174892768,3.738956232338203,1.191505109284546,5.136131802120392
2.79,10.494853161076405,3.791454219020803,1.2222662341129766,5.117567065918654
2.8000000000000003,10.48526526531433,3.8439045642615315,1.2529158007933558,5.098945805391882
2.81,10.475558484253893,3.8963066725809203,1.2834534710317644,5.080268304198956
2.82,10.465733239754693,3.948659950612767,1.3138789082356466,5.06153484560376
2.83,10.455789952918368,4.000963807100644,1.3441917775115213,5.042745712475627
2.84,10.445729044083562,4.05321765289441,1.3743917456627033,5.0239011872898045
2.85,10.43555093282098,4.105420900946743,1.4044784811870474,5.005001552127937
2.86,10.425256037928557,4.157572966309628,1.4344516542746821,4.986047088678561
2.87,10.414844777426689,4.2096732661309,1.4643109368057734,4.967038078237608
2.88,10.404317568553584,4.261721219650733,1.4940560023482798,4.9479748017089396
2.89,10.393674827760679,4.313716248198182,1.5236865261557369,4.928857539604873
2.9,10.382916970708141,4.365657775187688,1.5532021851650342,4.9096865720467395
2.91,10.372044412260466,4.417545226115623,1.5826026579942216,4.890462178765439
2.92,10.361057566509045,4.469378028533608,1.611887624933822,4.871184639111201
2.93,10.349956846946007,4.521155611891549,1.6410567679017354,4.851854232114914
2.94,10.338742666133951,4.5728774078152705,1.670109770519658,4.832471236377493
2.95,10.327415435790524,4.6245428500266375,1.6990463180895579,4.81303593010073
2.96,10.315975566825989,4.676151374304246,1.7278660975814963,4.79354859110211
2.97,10.304423469339895,4.727702418479461,1.7565687976313482,4.774009496815651
2.98,10.292759552617856,4.779195422432405,1.7851541085385132,4.754418924292776
2.99,10.280984225128405,4.830629828087984,1.81362172226365,4.734777150203181
3.0,10.26909789451994,4.882005079411857,1.841971332426401,4.715084450835749
3.0100000000000002,10.257100967617752,4.933320622406448,1.8702026343031437,4.695341102099451
3.02,10.244993850421142,4.984575905106908,1.8983153248247273,4.675547379524279
3.0300000000000002,10.232776948100595,5.03577037757711,1.926309102574243,4.655703558262188
3.04,10.220450664995065,5.0869034919056135,1.9541836677847764,4.635809913088058
3.0500000000000003,10.208015404609302,5.137974702201646,1.9819387223371927,4.615866718400656
3.06,10.195471569611279,5.188983464591062,2.0095739697579083,4.595874248223634
3.0700000000000003,10.182819561829666,5.239929237212327,2.037089115216693,4.575832776206516
3.08,10.170059782251398,5.290811480212475,2.064483865524459,4.555742575625717
3.09,10.15719263101929,5.3416296557430885,2.0917579291310795,4.535603919385563
3.1,10.14421850742972,5.392383227956268,2.1189110161232048,4.515417080019321
3.11,10.131137809930388,5.443071663000601,2.145942838222086,4.495182329690257
3.12,10.117950936145133,5.49369442900266,2.172853108777973,4.474899940199547
3.13,10.10465828295827,5.54425099601658,2.199641542756905,4.454570183009336
3.14,10.091260246314752,5.59474083612617,2.2263078567638455,4.4341933291935325
3.15,10.077757221293176,5.645163423400625,2.2528517690309573,4.413769649457981
3.16,10.064149602118565,5.695518233882639,2.2792729994136063,4.393299414145296
3.17,10.050437782160847,5.74580474558419,2.3055712693881953,4.372782893236074
3.18,10.036622153933383,5.7960224384823436,2.3317463020500235,4.3522203563501085
3.19,10.022703109091577,5.846170794515048,2.357797822111134,4.331612072747618
3.2,10.008681038431531,5.896249297576942,2.383725555898195,4.310958311330488
3.21,9.994556331888775,5.946257433515142,2.409529231350367,4.290259340643524
3.22,9.980329378537041,5.99619469012507,2.4352085780172006,4.269515428875712
3.23,9.966000566587091,6.046060557146236,2.4607633270565255,4.248726843861497
3.24,9.95157028338561,6.095854526258074,2.486193211232368,4.227893853082058
3.25,9.937038915414146,6.145576091075743,2.5114979649128606,4.207016723666615
3.2600000000000002,9.922406848288086,6.195224747145967,2.5366773240681777,4.186095722393715
3.27,9.907674466755706,6.2447999919428465,2.56173102626847,4.165131115692562
3.2800000000000002,9.892842154697247,6.294301324863716,2.5866588106818207,4.144123169644319
3.29,9.877910295124039,6.343728247224972,2.611460418072199,4.123072149983455
3.3000000000000003,9.862879270177672,6.393080262257941,2.636135590797441,4.1019783220990655
3.31,9.847749461129212,6.44235687510473,2.6606840728072254,4.080841951036232
3.3200000000000003,9.832521248422328,6.491557592790978,2.685105609635544,4.059663301507592
3.33,9.817195011732405,6.5406819241902,2.709399948391159,4.038442637908641
3.34,9.801771129767246,6.589729380124379,2.733566837780667,4.017180224272813
3.35,9.786249980359344,6.638699473310901,2.7576060280948136,3.995876324294499
3.36,9.77063194047316,6.687591718354296,2.7815172712055376,3.974531201332268
3.37,9.754917386204966,6.736405631741981,2.8053003205639806,3.953145118410346
3.38,9.739106692782723,6.785140731839947,2.82895493119849,3.9317183382201084
3.39,9.723200234566015,6.833796538888503,2.8524808597126503,3.910251123121572
3.4,9.707198385046018,6.882372574997988,2.87587786428331,3.888743735144912
3.41,9.691101516845514,6.9308683641445255,2.8991457046586286,3.867196435991965
3.42,9.674910001718942,6.979283432165743,2.922284142156129,3.845609487037764
3.43,9.658624210552489,7.0276173067565475,2.9452929396607668,3.823983149332058
3.44,9.642244513364222,7.075869517464861,2.968171861623001,3.8023176836008603
3.45,9.625771279304242,7.124039595687409,2.9909206740568877,3.780613350247985
3.46,9.609204876654887,7.17212707466548,3.013539144538175,3.758870409356606
3.47,9.592545672830962,7.220131489480727,3.0360270422024165,3.7370891206908072
3.48,9.575794034379996,7.268052377050956,3.058384137743091,3.715269743697156
3.49,9.558950326982531,7.315889276125941,3.0806102034097385,3.6934125375062656
3.5,9.542014915452445,7.3636417272832375,3.1027050130061027,3.6715177609343774
3.5100000000000002,9.524988163737286,7.411309272924026,3.1246683418882943,3.6495856724849363
3.52,9.507870434972075,7.458891457244519,3.1464999669572262,3.6276165303615495
3.5300000000000002,9.490662091492386,7.506387826226029,3.1681996666554415,3.605610592472275
3.54,9.473363494690437,7.553797927696813,3.1897672209807735,3.5835681164005093
3.5500000000000003,9.45597500509642,7.601121311290992,3.2112024114758886,3.5614893594237973
3.56,9.43849698238136,7.648357528443334,3.232505021226238,3.5393745785159516
3.5700000000000003,9.420929785357961,7.6955061323850185,3.25367483485826,3.517224030348731
3.58,9.403273771981464,7.742566678139382,3.2747116385375765,3.49503797129354
