t,Vm,Vt,m,h,n
0.22,-94.99999205261257,-94.9999987507688,0.001396513473848801,0.9994294277868909,0.00010289879150410704
0.23,-94.99999178639733,-94.99999863789415,0.0013965925674472328,0.9994052880503558,0.00010737431330291553
0.24,-94.9999915321203,-94.99999852246816,0.0013966414198381678,0.9993812973115073,0.00011183279204679287
0.25,-94.99999128788154,-94.99999840492119,0.001396676356587722,0.9993574538195579,0.00011627435151801598
0.26,-94.99999105322259,-94.99999828535499,0.0013966990813867471,0.9993337570598348,0.00012069902831045753
0.27,-94.99999082725539,-94.99999816396767,0.0013967139580175266,0.9993102060554757,0.00012510689186544938
0.28,-94.99999060929262,-94.99999804091188,0.0013967236549964558,0.9992867999869773,0.00012949800058102318
0.29,-94.999990398643,-94.99999791634065,0.0013967303172652287,0.9992635379832961,0.00013387241662812539
0.3,-94.99999019461075,-94.99999779040695,0.0013967350160683217,0.9992404190762749,0.00013823020930405194
0.31,-94.99998999663886,-94.99999766323297,0.0013967382941236612,0.9992174424110869,0.00014257143996491365
0.32,-94.99998980423271,-94.99999753492709,0.001396740535580699,0.9991946071836864,0.00014689616641459837
0.33,-94.99998961686033,-94.99999740560584,0.0013967420766870867,0.9991719124444526,0.00015120445709572544
0.34,-94.99998943407815,-94.9999972753663,0.0013967431356315344,0.9991493573111162,0.00015549637578670284
0.35000000000000003,-94.99998925552856,-94.99999714428667,0.001396743859020882,0.9991269410267265,0.00015977197730220356
0.36,-94.99998908081088,-94.99999701245457,0.0013967443666018904,0.9991046626695881,0.00016403132853592435
0.37,-94.9999889095764,-94.99999687994624,0.0013967447268195458,0.9990825213424311,0.0001682744948095825
0.38,-94.9999887415319,-94.9999967468257,0.0013967449803927398,0.9990605162116138,0.00017250153697823952
0.39,-94.99998857633922,-94.9999966131668,0.0013967451595041543,0.99903864624107,0.0001767125308168252
0.4,-94.99998841390862,-94.99999647898915,0.001396745272840067,0.9990169111200754,0.00018090749913762417
0.41000000000000003,-94.99998825384635,-94.99999634437874,0.0013967453586083908,0.9989953094613283,0.00018508654384314605
0.42,-94.99998809630657,-94.99999620930191,0.001396745411590584,0.9989738419716216,0.0001892496126652313
0.43,-94.99998794032658,-94.99999607396879,0.0013967454803182947,0.9989525045052832,0.00019339701173887598
0.44,-94.99998778641276,-94.99999593826885,0.0013967455394030947,0.9989312992413448,0.0001975285801596579
0.45,-94.99998763442528,-94.99999580223262,0.0013967456339099085,0.9989102251390598,0.00020164439616046967
0.46,-94.99998748422372,-94.99999566589074,0.0013967458084667567,0.9988892811604355,0.00020574453775383197
0.47000000000000003,-94.99998733563326,-94.99999552928135,0.0013967460832400472,0.9988684664216925,0.00020982907061397986
0.48,-94.9999871884791,-94.99999539244263,0.001396746478396188,0.9988477800390511,0.0002138980604151484
0.49,-94.99998704258641,-94.99999525541271,0.0013967470141015876,0.9988272211287318,0.00021795157283157273
0.5,-94.9999868977804,-94.99999511822976,0.0013967477105226538,0.998806788806955,0.00022198967353748785
0.51,-94.99998675388625,-94.99999498093193,0.0013967485878257952,0.9987864821899411,0.00022601242820712884
0.52,-94.99998661072917,-94.99999484355736,0.0013967496661774195,0.9987663003939107,0.0002300199025147308
0.53,-94.99998646813432,-94.99999470614422,0.0013967509657439353,0.9987462425350841,0.00023401216213452873
0.54,-94.99998632592691,-94.99999456873066,0.0013967525066917504,0.9987263077296819,0.00023798927274075774
0.55,-94.99998618393212,-94.99999443135484,0.0013967543091872733,0.9987064950939242,0.0002419513000076529
0.56,-94.99998604221688,-94.99999429400171,0.0013967560109191955,0.9986868039315305,0.00024589829739699563
0.5700000000000001,-94.99998590123012,-94.99999415657224,0.0013967566450763973,0.9986672338425586,0.0002498302990689832
0.58,-94.99998576118554,-94.99999401901913,0.0013967556180865199,0.9986477842448852,0.00025374735105128203
0.59,-94.99998562196285,-94.99999388136884,0.0013967532212741847,0.9986284544030659,0.0002576495098398354
0.6,-94.99998548327476,-94.99999374368481,0.0013967501911713806,0.9986092435057626,0.00026153683711843526
0.61,-94.99998534499898,-94.999993605994,0.001396746854348664,0.9985901508153154,0.0002654093895463017
0.62,-94.99998520711654,-94.99999346830126,0.0013967439953847794,0.9985711756088939,0.00026926722305855563
0.63,-94.99998506961005,-94.99999333061102,0.001396742405691786,0.9985523171638886,0.00027311039357951454
0.64,-94.9999849323983,-94.99999319294096,0.001396742157256342,0.998533573231351,0.00027693907567684557
0.65,-94.99998479559133,-94.99999305526786,0.001396743859814281,0.9985149473915031,0.0002807529911427797
0.66,-94.99998465907237,-94.9999929176155,0.0013967460266296567,0.9984964352130755,0.0002845524846246516
0.67,-94.99998452283444,-94.99999277998486,0.0013967481136362863,0.9984780365881433,0.0002883375646611985
0.68,-94.99998438685404,-94.99999264237944,0.001396748349033695,0.9984597511358398,0.0002921082613731382
0.6900000000000001,-94.99998425111737,-94.9999925048031,0.0013967477707986932,0.998441578156402,0.0002958646297407097
0.7000000000000001,-94.99998411561346,-94.99999236725891,0.001396747110114506,0.9984235170472432,0.0002996067171719943
0.71,-94.99998398032844,-94.9999922297502,0.001396746772589301,0.9984055670774639,0.0003033345812861235
0.72,-94.99998384524737,-94.9999920922801,0.0013967466408461033,0.9983877275115997,0.0003070482802412432
0.73,-94.99998371035896,-94.99999195485088,0.001396746615469498,0.9983699977528872,0.00031074786133094136
0.74,-94.99998357565099,-94.9999918174651,0.0013967466033094362,0.9983523771077234,0.0003144333796205877
0.75,-94.99998344111233,-94.99999168012509,0.0013967465925651189,0.998334864844464,0.0003181048933701018
0.76,-94.99998330673266,-94.99999154283307,0.0013967465839574888,0.9983174601690682,0.000321762466055219
0.77,-94.99998317250245,-94.99999140559103,0.0013967465814238988,0.9983001623223332,0.0003254061584332366
0.78,-94.99998303842119,-94.99999126839909,0.0013967465850150767,0.9982829712537296,0.0003290359745667755
0.79,-94.9999829044759,-94.99999113125999,0.001396746595737335,0.998265885758361,0.0003326520113495702
0.8,-94.99998277066095,-94.9999909941749,0.001396746614025303,0.9982489053158292,0.0003362543106302803
0.81,-94.9999826369839,-94.99999085714224,0.0013967466424232358,0.9982320308168673,0.0003398428003175119
0.8200000000000001,-94.9999825034065,-94.99999072016998,0.0013967466680500275,0.9982152577518556,0.00034341784539696526
0.8300000000000001,-94.99998236995116,-94.99999058325345,0.001396746698448183,0.9981985887613927,0.00034697923215201395
0.84,-94.99998223661362,-94.99999044639351,0.0013967467255044208,0.9981820230910822,0.0003505270227474481
0.85,-94.99998210339109,-94.99999030959067,0.0013967467334378373,0.9981655598505003,0.0003540612917108059
0.86,-94.99998197027868,-94.99999017284594,0.001396746717552754,0.9981491983458808,0.00035758209569656873
0.87,-94.9999818372714,-94.99999003616033,0.001396746673489527,0.9981329378894195,0.00036108949081741783
0.88,-94.99998170436432,-94.99998989953485,0.0013967465968885134,0.9981167777933119,0.0003645835331860346
0.89,-94.99998157155244,-94.99998976297054,0.0013967464833900694,0.9981007173697536,0.0003680642789151003
0.9,-94.99998143883079,-94.9999896264684,0.0013967463286345516,0.9980847559309401,0.0003715317841172962
0.91,-94.99998130619441,-94.99998949002948,0.0013967461282623165,0.9980688927890671,0.00037498610490530374
0.92,-94.99998117363832,-94.99998935365477,0.001396745877913721,0.9980531272563301,0.00037842729739180414
0.93,-94.99998104115757,-94.99998921734529,0.001396745573229121,0.9980374586449247,0.00038185541768947877
0.9400000000000001,-94.99998090874718,-94.99998908110209,0.0013967452098488738,0.9980218862670464,0.00038527052191100893
0.9500000000000001,-94.99998077640218,-94.99998894492614,0.0013967447834133352,0.9980064094348908,0.0003886726661690759
0.96,-94.9999806441176,-94.99998880881851,0.0013967442895628623,0.9979910274606536,0.00039206190657636105
0.97,-94.99998051188847,-94.9999886727802,0.0013967437239378116,0.9979757396565302,0.00039543829924554573
0.98,-94.9999803797101,-94.99998853681215,0.0013967430839386282,0.9979605453385644,0.00039880190002298323
0.99,-94.99998024760146,-94.99998840091035,0.001396742517188628,0.9979454441512242,0.00040215274202404585
1.0,-94.99998011558536,-94.99998826506993,0.0013967421959764491,0.9979304357929027,0.0004054908546318712
1.01,-94.9999799836744,-94.99998812928817,0.001396742227389617,0.9979155198194469,0.00040881627709550664
1.02,-94.99997985187694,-94.99998799356328,0.0013967426959911712,0.9979006957615502,0.0004121290505056177
1.03,-94.99997972016885,-94.99998785790041,0.001396743511449088,0.9978859629545965,0.00041542923025241564
1.04,-94.99997958853795,-94.99998772230212,0.0013967446478950472,0.9978713208059583,0.0004187168664555129
1.05,-94.99997945697689,-94.99998758676998,0.0013967461053088844,0.9978567687518729,0.0004219920071211584
1.06,-94.99997932548136,-94.99998745130476,0.0013967477726258212,0.9978423062362588,0.0004252546998373053
1.07,-94.99997919405297,-94.99998731590574,0.0013967493224828988,0.9978279327179956,0.0004285049913771291
1.08,-94.99997906268918,-94.99998718057326,0.0013967505787674769,0.9978136476455012,0.00043174292908355286
1.09,-94.99997893138686,-94.99998704530677,0.0013967506874721898,0.9977994464457018,0.00043496890838806273
1.1,-94.9999788001481,-94.9999869101084,0.0013967513859691652,0.997785339156878,0.000438182060527806
1.11,-94.99997866897348,-94.99998677497592,0.0013967512769311203,0.9977713173187817,0.00044138311806426827
1.12,-94.99997853786302,-94.9999866399093,0.0013967503603580554,0.9977573809314126,0.0004445720809974495
1.1300000000000001,-94.99997840681745,-94.9999865049085,0.0013967488110958705,0.9977435299575529,0.000447748952634067
1.1400000000000001,-94.99997827584257,-94.99998636997351,0.0013967479160026197,0.9977297641232783,0.00045091375731141215
1.1500000000000001,-94.99997814493753,-94.9999862351044,0.001396747652726221,0.9977160829948091,0.0004540665331023516
1.16,-94.99997801410002,-94.99998610030133,0.0013967476810860938,0.9977024860791006,0.0004572073232377925
1.17,-94.99997788332828,-94.99998596556432,0.0013967477180640315,0.9976889728101053,0.00046033617748250405
1.18,-94.9999777526219,-94.99998583089342,0.001396747722736888,0.9976755426739172,0.00046345314114843594
1.19,-94.99997762198075,-94.99998569628859,0.001396747702888436,0.9976621952122751,0.0004665582547084445
1.2,-94.99997749140483,-94.99998556174982,0.0013967476903281996,0.9976489300417384,0.00046965155205747137
1.21,-94.99997736089388,-94.99998542727708,0.0013967476922117498,0.9976357461300273,0.00047273312487362357
1.22,-94.99997723044797,-94.99998529287036,0.001396747710212433,0.9976226436608583,0.00047580295709653765
1.23,-94.99997710006699,-94.99998515852963,0.0013967477544784112,0.9976096219958165,0.0004788611062015921
1.24,-94.99997696975083,-94.99998502425487,0.0013967478297679174,0.9975966805873928,0.0004819076210684005
1.25,-94.99997683949934,-94.99998489004605,0.0013967479405262212,0.9975838188933568,0.0004849425500774682
1.26,-94.99997670931239,-94.99998475590314,0.0013967480911985918,0.9975710363714778,0.00048796594160930055
1.27,-94.99997657918986,-94.99998462182614,0.0013967482862302988,0.9975583324795256,0.000490977844044403
1.28,-94.99997644913158,-94.999984487815,0.0013967485300666117,0.9975457066752698,0.0004939783057632807
1.29,-94.99997631913745,-94.99998435386972,0.0013967488271528,0.9975331584164796,0.0004969673751464393
1.3,-94.99997618920719,-94.99998421999027,0.0013967491575539448,0.9975206871804693,0.0004999450990201453
1.31,-94.99997605933964,-94.99998408617664,0.0013967492872151513,0.997508292616203,0.0005029115105605043
1.32,-94.99997592953389,-94.99998395242883,0.00139674903614032,0.9974959743464825,0.0005058666450504723
1.33,-94.99997579979092,-94.99998381874677,0.0013967486156733564,0.997483731887697,0.0005088105465531392
1.34,-94.99997567011167,-94.99998368513037,0.0013967482242005754,0.9974715647592062,0.0005117432588935267
1.35,-94.9999755404967,-94.99998355157959,0.0013967479751521065,0.9974594724986238,0.0005146648245340464
1.36,-94.99997541094591,-94.99998341809432,0.0013967478773523544,0.9974474541913482,0.00051757532766885
1.37,-94.99997528146035,-94.99998328467463,0.0013967481025162507,0.99743551069822,0.0005204746889056386
1.3800000000000001,-94.99997515203763,-94.99998315132046,0.0013967482503853257,0.997423640321741,0.0005233630648656119
1.3900000000000001,-94.99997502267762,-94.99998301803178,0.0013967482969383536,0.9974118428514626,0.0005262404751826768
1.4000000000000001,-94.99997489338035,-94.9999828848086,0.0013967482624135579,0.9974001180051607,0.0005291069461360199
1.41,-94.99997476414624,-94.99998275165085,0.0013967482304295205,0.9973884653059167,0.0005319625220901471
1.42,-94.99997463497532,-94.99998261855845,0.0013967482194467559,0.9973768842782628,0.0005348072474109726
1.43,-94.99997450586753,-94.99998248553138,0.0013967482297440091,0.9973653744324613,0.0005376411679584052
1.44,-94.99997437682275,-94.99998235256957,0.0013967482521977023,0.9973539351680979,0.000540464340052925
1.45,-94.99997424784097,-94.99998221967306,0.0013967482866065423,0.9973425664719257,0.0005432767649371282
1.46,-94.9999741189221,-94.99998208684178,0.0013967483253491627,0.9973312677384382,0.0005460784996931312
1.47,-94.99997399006601,-94.99998195407566,0.0013967483606233913,0.9973200383477647,0.0005488696027572355
1.48,-94.99997386127288,-94.99998182137483,0.001396748396387879,0.99730887964886,0.000551649946103695
1.49,-94.99997373254213,-94.99998168873888,0.0013967484193906285,0.997297787126191,0.0005544199582898462
1.5,-94.99997360387411,-94.99998155616805,0.001396748437484946,0.9972867634557212,0.000557179385347035
1.51,-94.99997347526876,-94.99998142366232,0.0013967484496096698,0.9972758081977565,0.0005599282690299913
1.52,-94.99997334672602,-94.99998129122159,0.0013967484576272453,0.9972649206680367,0.0005626666746938374
1.53,-94.99997321824583,-94.99998115884583,0.001396748462740832,0.9972541002374521,0.000565394662371707
1.54,-94.99997308982813,-94.99998102653497,0.0013967484654447122,0.9972433463361924,0.0005681122863744265
1.55,-94.99997296147288,-94.99998089428897,0.0013967484664576713,0.9972326584161032,0.0005708195990112491
1.56,-94.99997283318005,-94.99998076210778,0.001396748469383509,0.9972220362073277,0.0005735166268697799
1.57,-94.99997270494964,-94.99998062999138,0.001396748477030068,0.9972114793632285,0.0005762034036340702
1.58,-94.9999725767816,-94.99998049793973,0.0013967484915840887,0.9972009874772548,0.0005788799685256627
1.59,-94.99997244867592,-94.99998036595277,0.0013967485149908544,0.9971905601444168,0.0005815463606730073
1.6,-94.99997232063255,-94.99998023403049,0.001396748546642614,0.9971801969762276,0.0005842026182202482
1.61,-94.99997219265147,-94.99998010217283,0.0013967485867548398,0.9971698975788792,0.0005868487796289187
1.62,-94.99997206473262,-94.99997997037977,0.0013967486360301966,0.997159661555414,0.0005894848835483851
1.6300000000000001,-94.99997193687591,-94.99997983865124,0.0013967486828808558,0.9971494885588099,0.0005921109655908722
1.6400000000000001,-94.99997180908125,-94.99997970698723,0.0013967487162692802,0.9971393782398091,0.000594727061504589
1.6500000000000001,-94.99997168134867,-94.9999795753877,0.0013967487491224446,0.9971293301517876,0.0005973332129596894
1.6600000000000001,-94.99997155367812,-94.9999794438526,0.0013967487808810332,0.9971193439029155,0.0005999294582936881
1.67,-94.99997142606956,-94.99997931238187,0.001396748810985729,0.9971094191013623,0.0006025158358440994
1.68,-94.99997129852296,-94.9999791809755,0.001396748838877216,0.997099555355298,0.0006050923839484381
1.69,-94.99997117103827,-94.99997904963344,0.0013967488639961775,0.9970897522728928,0.000607659140944219
1.7,-94.99997104361543,-94.99997891835565,0.0013967488857832974,0.9970800094623161,0.0006102161451689562
1.71,-94.99997091625447,-94.9999787871421,0.0013967489088998412,0.9970703266863189,0.0006127634255166785
1.72,-94.99997078895537,-94.99997865599272,0.0013967489356257236,0.9970607036371401,0.0006153010151890283
1.73,-94.99997066171802,-94.9999785249075,0.0013967489615954725,0.9970511398102498,0.0006178289594084571
1.74,-94.99997053454243,-94.99997839388641,0.0013967489867008705,0.9970416348271751,0.0006203472956964889
1.75,-94.99997040742853,-94.99997826292937,0.0013967490108337001,0.9970321883094426,0.0006228560615746477
1.76,-94.9999702803763,-94.99997813203636,0.0013967490338857441,0.9970227998785793,0.0006253552945644571
1.77,-94.9999701533857,-94.99997800120735,0.0013967490557487846,0.9970134691561121,0.0006278450321874412
1.78,-94.99997002645668,-94.99997787044231,0.0013967490763146045,0.9970041957635677,0.0006303253119651239
1.79,-94.99996989958923,-94.99997773974117,0.0013967490977169266,0.9969949795539762,0.0006327961571209081
1.8,-94.99996977278334,-94.99997760910391,0.0013967491203804637,0.996985820203895,0.0006352576017775258
1.81,-94.99996964603895,-94.99997747853048,0.0013967491430058733,0.9969767172118551,0.0006377096910529727
1.82,-94.999969519356,-94.99997734802086,0.0013967491656515843,0.9969676702165914,0.0006401524614059772
1.83,-94.99996939273449,-94.999977217575,0.001396749188376025,0.9969586788568384,0.0006425859492952675
1.84,-94.99996926617435,-94.99997708719285,0.001396749211237624,0.9969497427713312,0.000645010191179572
1.85,-94.99996913967557,-94.99997695687438,0.00139674923429481,0.9969408615988042,0.000647425223517619
1.86,-94.9999690132381,-94.99997682661954,0.0013967492576060113,0.9969320349779924,0.0006498310827681369
1.87,-94.99996888686194,-94.99997669642833,0.0013967492803864119,0.9969232630800633,0.0006522277719836633
1.8800000000000001,-94.99996876054702,-94.99997656630067,0.0013967493037028542,0.9969145449070294,0.0006546153675725038
1.8900000000000001,-94.99996863429331,-94.99997643623654,0.0013967493271103942,0.9969058804154595,0.0006569938860516653
1.9000000000000001,-94.99996850810078,-94.99997630623591,0.0013967493506598543,0.9968972692488911,0.0006593633635785354
1.9100000000000001,-94.99996838196941,-94.99997617629872,0.0013967493743985216,0.996888711053094,0.0006617238361704646
1.92,-94.99996825589913,-94.99997604642493,0.0013967493983701484,0.9968802054760693,0.0006640753397047668
1.93,-94.99996812988995,-94.99997591661452,0.0013967494226149522,0.9968717521680505,0.0006664179099187194
1.94,-94.99996800394179,-94.99997578686744,0.0013967494471696159,0.9968633507815028,0.0006687515824095627
1.95,-94.99996787805466,-94.99997565718367,0.0013967494710883687,0.9968550016500026,0.000671076348230896
1.96,-94.9999677522285,-94.99997552756318,0.0013967494948019168,0.9968467041523214,0.000673392260893409
1.97,-94.99996762646329,-94.9999753980059,0.0013967495186556266,0.9968384577261942,0.0006756993700570939
1.98,-94.99996750075898,-94.9999752685118,0.0013967495426526434,0.9968302620464662,0.0006779977098791689
1.99,-94.99996737511555,-94.99997513908086,0.00139674956679199,0.9968221167906229,0.0006802873143501115
2.0,-94.99996724953296,-94.99997500971303,0.0013967495910685644,0.99681402163879,0.0006825682172936583
2.0100000000000002,-94.99996712401116,-94.99997488040825,0.001396749615473142,0.9968059762737332,0.000684840452366805
2.02,-94.99996699855014,-94.9999747511665,0.0013967496399923743,0.9967979803808588,0.000687104053059806
2.0300000000000002,-94.99996687314984,-94.99997462198776,0.001396749664608789,0.9967900336482127,0.0006893590526961757
2.04,-94.99996674781025,-94.99997449287196,0.0013967496893007912,0.9967821357664816,0.0006916054844326868
2.05,-94.99996662253132,-94.99997436381908,0.0013967497140426612,0.996774286428992,0.0006938433812593714
2.06,-94.99996649731304,-94.99997423482908,0.0013967497388045565,0.996766485331711,0.0006960727759995208
2.07,-94.99996637215534,-94.99997410590193,0.001396749763552511,0.9967587321732454,0.0006982937013096852
2.08,-94.99996624705823,-94.99997397703757,0.0013967497882484347,0.9967510266548425,0.0007005061896796744
2.09,-94.99996612202163,-94.99997384823598,0.0013967498128501146,0.9967433684803899,0.0007027102734325564
2.1,-94.99996599704555,-94.99997371949712,0.0013967498373112137,0.9967357573564152,0.0007049059847246593
2.11,-94.99996587212992,-94.99997359082094,0.0013967498615812715,0.9967281929920861,0.0007070933555455697
2.12,-94.99996574727474,-94.99997346220744,0.001396749885605704,0.9967206750992109,0.0007092724177181335
2.13,-94.99996562247996,-94.99997333365653,0.001396749909325804,0.9967132033922378,0.0007114432028984555
2.14,-94.99996549774555,-94.99997320516822,0.0013967499326787403,0.9967057775882552,0.0007136057425759002
2.15,-94.99996537307146,-94.99997307674245,0.0013967499564044334,0.9966983973854168,0.0007157600676214997
2.16,-94.99996524845764,-94.99997294837918,0.0013967499824999237,0.9966910624507919,0.0007179062080336548
2.17,-94.99996512390409,-94.9999728200784,0.0013967500086531851,0.9966837725692002,0.0007200441960534096
2.18,-94.99996499941076,-94.99997269184004,0.0013967500348338014,0.996676527466983,0.0007221740624757914
2.19,-94.99996487497765,-94.99997256366409,0.00139675006100874,0.996669326873082,0.0007242958379282431
2.2,-94.99996475060469,-94.99997243555049,0.0013967500871423502,0.9966621705190382,0.0007264095528706238
2.21,-94.99996462629187,-94.99997230749922,0.0013967501131963655,0.996655058138993,0.0007285152375952082
2.22,-94.99996450203915,-94.99997217951024,0.001396750139129901,0.9966479894696877,0.0007306129222266877
2.23,-94.9999643778465,-94.99997205158351,0.0013967501648994554,0.9966409642504631,0.0007327026367221689
2.24,-94.99996425371388,-94.99997192371899,0.0013967501904589106,0.9966339822232605,0.0007347844108711751
2.25,-94.99996412964128,-94.99997179591666,0.0013967502157595302,0.9966270431326206,0.0007368582742956451
2.2600000000000002,-94.99996400562864,-94.99997166817647,0.001396750240749962,0.9966201467256844,0.000738924256449934
2.27,-94.99996388167595,-94.99997154049838,0.001396750265376236,0.9966132927521927,0.0007409823866208124
2.2800000000000002,-94.99996375778316,-94.99997141288237,0.001396750289581765,0.996606480964486,0.0007430326939274675
2.29,-94.99996363395026,-94.99997128532839,0.0013967503133073451,0.996599711117505,0.0007450752073215022
2.3000000000000003,-94.9999635101772,-94.99997115783641,0.0013967503364911548,0.9965929829687903,0.0007471099555869355
2.31,-94.99996338646395,-94.9999710304064,0.001396750359068756,0.9965862962784824,0.0007491369673402022
2.32,-94.99996326281048,-94.9999709030383,0.0013967503809730933,0.9965796508093214,0.0007511562710301531
2.33,-94.99996313921676,-94.99997077573212,0.0013967504021344939,0.996573046326648,0.0007531678949380553
2.34,-94.99996301568277,-94.99997064848779,0.001396750422480668,0.9965664825984021,0.0007551718671775917
2.35,-94.99996289220846,-94.99997052130527,0.0013967504419367092,0.996559959395124,0.0007571682156948611
2.36,-94.99996276879375,-94.99997039418453,0.0013967504646967208,0.996553475552843,0.0007591570182553115
2.37,-94.99996264543864,-94.99997026712553,0.0013967504886263137,0.9965470312979604,0.0007611382784309009
2.38,-94.99996252214311,-94.99997014012824,0.0013967505124996896,0.9965406266595768,0.0007631120102890204
2.39,-94.99996239890713,-94.99997001319264,0.001396750536311953,0.9965342614009761,0.0007650782420472155
2.4,-94.99996227573065,-94.99996988631867,0.0013967505600580312,0.9965279352875074,0.0007670370017839985
2.41,-94.99996215261368,-94.99996975950631,0.0013967505837326748,0.9965216480865838,0.0007689883174388506
2.42,-94.99996202955614,-94.99996963275552,0.0013967506073304563,0.9965153995676836,0.0007709322168122199
2.43,-94.99996190655803,-94.99996950606626,0.0013967506308457717,0.9965091895023495,0.000772868727565523
2.44,-94.99996178361931,-94.99996937943853,0.0013967506542728392,0.9965030176641889,0.0007747978772211441
2.45,-94.99996166073996,-94.99996925287223,0.0013967506776057007,0.9964968838288739,0.0007767196931624352
2.46,-94.99996153791992,-94.99996912636739,0.0013967507008382197,0.9964907877741411,0.0007786342026337161
2.47,-94.99996141515918,-94.99996899992394,0.0013967507239640833,0.996484729279792,0.0007805414327402747
2.48,-94.9999612924577,-94.99996887354183,0.0013967507469768014,0.9964787081276927,0.0007824414104483664
2.49,-94.99996116981546,-94.99996874722108,0.001396750769869706,0.9964727241017737,0.0007843341625852147
2.5,-94.99996104723242,-94.9999686209616,0.0013967507926359525,0.9964667769880305,0.0007862197158390109
2.5100000000000002,-94.99996092470855,-94.9999684947634,0.001396750815268519,0.996460866574523,0.0007880980967589141
2.52,-94.9999608022438,-94.9999683686264,0.0013967508377602058,0.9964549926513758,0.000789969331755051
2.5300000000000002,-94.99996067983818,-94.9999682425506,0.0013967508601036372,0.9964491550107785,0.0007918334470985167
2.54,-94.99996055749163,-94.99996811653595,0.001396750882291259,0.9964433534469848,0.0007936904689213735
2.5500000000000003,-94.99996043520413,-94.99996799058243,0.0013967509043153403,0.9964375877563133,0.0007955404232166521
2.56,-94.99996031297563,-94.99996786468999,0.0013967509264301826,0.9964318574186911,0.0007973833529007939
2.57,-94.99996019080606,-94.99996773885857,0.0013967509491488476,0.9964261616016261,0.0007992193176007998
2.58,-94.99996006869544,-94.99996761308817,0.0013967509718603476,0.996420500839648,0.0008010483036721565
2.59,-94.99995994664374,-94.99996748737875,0.0013967509945700645,0.9964148749205477,0.0008028703374511505
2.6,-94.99995982465092,-94.99996736173027,0.001396751017283628,0.9964092836336644,0.0008046854451627072
2.61,-94.99995970271694,-94.99996723614271,0.0013967510400069156,0.9964037267698856,0.0008064936529203907
2.62,-94.99995958084176,-94.99996711061601,0.001396751062746053,0.9963982041216469,0.0008082949867264039
2.63,-94.99995945902539,-94.99996698515017,0.0013967510855074142,0.996392715482932,0.000810089472471588
2.64,-94.99995933726777,-94.99996685974513,0.0013967511082976205,0.9963872606492727,0.0008118771359354232
2.65,-94.99995921556886,-94.99996673440086,0.0013967511311235418,0.9963818394177496,0.0008136580027860282
2.66,-94.99995909392865,-94.99996660911734,0.0013967511539922958,0.9963764515869908,0.0008154320985801607
2.67,-94.9999589723471,-94.99996648389451,0.0013967511769112486,0.996371096957173,0.0008171994487632166
2.68,-94.99995885082419,-94.99996635873237,0.0013967511998880136,0.996365775330021,0.0008189600786692309
2.69,-94.99995872935986,-94.99996623363084,0.0013967512229304526,0.9963604865088078,0.0008207140135208771
2.7,-94.99995860795411,-94.99996610858994,0.0013967512460466758,0.9963552302983546,0.0008224612784294674
2.71,-94.99995848660689,-94.99996598360961,0.0013967512692450407,0.9963500065050308,0.0008242018983949527
2.72,-94.99995836531818,-94.9999658586898,0.0013967512925341533,0.9963448149367541,0.0008259358983059227
