t,MPF,mass,preMPF,Rum1,Rum1P,CR,CRP,Ste9,Mik1,Wee1,Cdc25,Slp1,Slp1_a,Inh,PI,R_dna
0.17,0.015469644023003411,1.0007857085073422,0.8972911076879264,0.01068083688663405,0.0006955760665522716,0.004737665619216565,0.0003366917310504235,0.982528033670929,0.5635647419610648,0.16143502273436872,0.0014212887081289773,0.0009741003413441539,1.2692464967474957e-06,0.00516549367538513,0.21148033842806105,1.0102000000000018
0.18,0.015617763504249217,1.0008319458751496,0.8874960895761825,0.010978888048126842,0.0007147935856518781,0.005310306604308062,0.0003767622063434607,0.9990517225628801,0.5929597979114853,0.17047188733927987,0.0014205240812981072,0.0010332652016244752,1.4270979149926698e-06,0.0051855026345762716,0.21243861304477138,1.0108000000000013
0.19,0.015708226584690413,1.000878185379173,0.8777929221691309,0.011262521417299172,0.000731945546648787,0.005895427549573148,0.0004169917589488638,0.9993513447319092,0.6217482509076558,0.17946845548761792,0.0014175221489681174,0.0010920016871646886,1.5936494013997678e-06,0.005205013266775762,0.21339728779802047,1.0114000000000005
0.2,0.015747424308434562,1.000924427019511,0.8682254795873517,0.011534797537533264,0.000747383684923719,0.00648997971389037,0.000457113580117686,0.9993554880116858,0.6498823278423789,0.18842594170740265,0.0014126315636156855,0.0011502622845081878,1.768713080153515e-06,0.005224205071754508,0.21435618317582855,1.0120000000000007
0.21,0.01574065793984441,1.0009706707962625,0.8587911215241432,0.011798622388634985,0.0007613915082455573,0.007091124401000385,0.0004968707840882414,0.9993588443868162,0.677309290278871,0.19734545312788773,0.001406133635477887,0.001208005653570922,1.9520939313003054e-06,0.005243197832864335,0.2153151793828115,1.0126000000000006
0.22,0.015692914935975535,1.0010169167095255,0.8494866939500835,0.012056610349203911,0.0007742054524386869,0.007696335488410112,0.0005360319474031545,0.9993624953473942,0.7039710453677392,0.20622800094075405,0.0013982568526552386,0.0012651954325063528,2.143590543027693e-06,0.005262071683825149,0.21627419627339445,1.0132000000000005
0.23,0.01560885322861751,1.001063164759399,0.8403090355739014,0.012311074644699235,0.0007860294449555801,0.008303389004732875,0.0005743967774103851,0.9993664666267696,0.7298041457805114,0.2150745009512192,0.001389191250958816,0.0013217999917693303,2.3429973640917803e-06,0.005280880127489553,0.2172331803330982,1.0138000000000003
0.24,0.015492810124563768,1.001109414945982,0.8312549929825545,0.012564043915241154,0.0007970414488265181,0.008910339973501309,0.0006117962240455622,0.9993706851691705,0.7547395803464706,0.2238857781258437,0.001379098745729541,0.0013777920677045424,2.5501057222506194e-06,0.005299658932125152,0.21819209578224727,1.0144000000000004
0.25,0.015348805111440359,1.0011556672693724,0.8223214436767806,0.012817281345590851,0.0008073966411085061,0.009515500437861127,0.0006480916844006431,0.9993750631064691,0.7787032327939047,0.2326625699076105,0.0013681198956175947,0.0014331484372627499,2.7647055504109397e-06,0.005318432088748423,0.2191509186186652,1.0150000000000006
0.26,0.01518055711679914,1.0012019217296702,0.8135053040439051,0.013072308143022768,0.0008172296172054538,0.010117416008918273,0.0006831725833078127,0.9993796305680723,0.8016163210876517,0.24140553045789404,0.0013563786066088856,0.0014878496021353447,2.986586077412018e-06,0.005337215679034731,0.2201096327497518,1.015600000000001
0.27,0.01499147321199809,1.001248178326973,0.8048035666891303,0.013330418529455032,0.0008266556440086786,0.010714850543117311,0.0007169543668822625,0.9993843606675944,0.823397404622496,0.2501152308384772,0.0013439846072871488,0.0015418795755094104,3.2155386546044247e-06,0.005356020481587317,0.2210682273863081,1.0162000000000009
0.28,0.014784718494518395,1.00129443706138,0.7962132595620509,0.013592721413821464,0.0008357741493523081,0.011306746101674675,0.0007493745852522967,0.9993892137022539,0.8439628905405049,0.25879217148219674,0.001331037411681486,0.00159522537386122,3.4513540354191567e-06,0.0053748538291517175,0.22202669518514642,1.0168000000000008
0.29,0.01456317158483591,1.0013406979329902,0.7877315099333713,0.013860140327485547,0.0008446686171029329,0.01189222259098154,0.0007803915457398361,0.9993941481807636,0.8632314511368052,0.267436776445234,0.0013176260925926938,0.0016478770029132888,3.6938269794611025e-06,0.005393720632082752,0.2229850312258177,1.0174000000000012
0.3,0.014329472311060822,1.001386960941902,0.7793555217503312,0.014133445277040552,0.0008534093666712645,0.012470547108018395,0.000809981034625681,0.999399159081435,0.8811270546743402,0.2760494026092646,0.001303831563077553,0.0016998270595890114,3.942754730000655e-06,0.005412624244412106,0.22394323214443504,1.0180000000000011
0.31,0.014086014113635132,1.001433226088214,0.771082605051275,0.014413264971462194,0.0008620545887923436,0.013041122094688962,0.0008381340746263111,0.9994042418879302,0.897584331606697,0.28463034065186704,0.0012897268646755262,0.0017510705474741849,4.1979391471026925e-06,0.005431566954542956,0.22490129564305555,1.0186000000000013
0.32,0.013834983628246561,1.0014794933720252,0.762910150371731,0.014700110337266691,0.0008706524689855222,0.013603462807340025,0.0008648546651038805,0.999409333135955,0.9125534267965834,0.29317982188414987,0.0012753787446186874,0.0018016046016380665,4.459184713186024e-06,0.005450550358003968,0.22585922011680648,1.0192000000000014
0.33,0.013578336967989732,1.0015257627934342,0.7548356755502447,0.01499438151273784,0.0008792417468897224,0.014157190568235582,0.0008901576894711138,0.9994144460246023,0.9260065623058844,0.30169801808402097,0.001260847190011673,0.0018514283219767075,4.726301847915799e-06,0.005469575565036051,0.22681700444643696,1.0198000000000016
0.34,0.013317833540132782,1.0015720343525398,0.7468568019381837,0.015296387219034549,0.0008878534714543288,0.014702014339027115,0.0009140670579644172,0.9994195674640765,0.9379425587546537,0.31018504757085,0.0012461866428315942,0.001900542536137548,4.999104915865756e-06,0.005488643374622551,0.22777464782417572,1.0204000000000015
0.35000000000000003,0.013055029393369366,1.001618308049441,0.7389712786165451,0.015606354116811863,0.0008965117108859709,0.015237721890165649,0.0009366138811101922,0.9994246778314098,0.9483905882785558,0.31864097711620215,0.001231445908917363,0.0019489496130387204,5.277413827939556e-06,0.005507754370308606,0.22873214965797375,1.021000000000002
0.36,0.012791293672987699,1.0016645838842364,0.7311769763103507,0.015924439736526533,0.0009052346802318299,0.015764167609078047,0.000957834916867874,0.9994297546868481,0.9574108447054599,0.3270658259801437,0.0012166687173436298,0.0019966532699318886,5.561053378882967e-06,0.005526908994503842,0.2296895094971599,1.0216000000000018
0.37,0.012527814039258121,1.0017108618570247,0.7234718941249724,0.0162507420602283,0.0009140354638290607,0.016281263537337148,0.0009777711296772842,0.999434812514569,0.9650924834273568,0.3354595686041467,0.0012018938803308166,0.0020436583985621684,5.8498536293138875e-06,0.005546107593603012,0.2306467269873302,1.0222000000000018
0.38,0.012265608253273368,1.0017571419679048,0.7158541589568352,0.01658530946126143,0.0009229227889918692,0.016788970046614147,0.0009964663580826643,0.99943982302229,0.971548094854223,0.34382213800076217,0.0011871555776988185,0.0020899708838651773,6.143649930104016e-06,0.005565350450354443,0.23160380183797513,1.0228000000000017
0.39,0.012005537982026608,1.0018034242169755,0.7083220196202388,0.01692814918612315,0.000931901698393643,0.01728728787813541,0.00101396629900021,0.9994447948184142,0.9769065014711362,0.35215342851422615,0.0011724836719326534,0.0021355974569376625,6.442282620086246e-06,0.005584637805021657,0.2325607338013007,1.0234000000000019
0.4,0.01174832052597211,1.0018497086043354,0.7008738444558662,0.017279234732095913,0.0009409741167000516,0.01777625117979073,0.0010303175243820241,0.999449722463924,0.9813042784653274,0.3604532984966883,0.0011579039176092224,0.002180545544163463,6.74559721201723e-06,0.0056039698690736085,0.23351752265854564,1.024000000000002
0.41000000000000003,0.011494545453343961,1.0018959951300836,0.6935081112660674,0.017638512771390245,0.0009501394043667301,0.018255920941925734,0.00104556674579513,0.9994545416050994,0.9848778168628042,0.36872157295084246,0.0011434383089293995,0.0022248231373680517,7.053444115414115e-06,0.00562334683519086,0.23447416820996195,1.0246000000000017
0.42,0.011244689697523144,1.0019422837943188,0.6862233986595827,0.01800590874926323,0.0009593948495425352,0.018726379580372713,0.0010597602534631013,0.9994593321395389,0.9877568044780617,0.37695804582189496,0.0011291053888874665,0.0022684386783017167,7.365678534085588e-06,0.005642768883508968,0.23543067026856762,1.0252000000000014
0.43,0.010999132842326903,1.0019885745971395,0.6790183753872676,0.01838133168747144,0.0009687360885914625,0.019187726268173343,0.001072943494342704,0.9994640439556691,0.9900596926353257,0.38516248207230286,0.0011149205852725725,0.002311400959053495,7.68216029527354e-06,0.005662236186003052,0.23638702865575562,1.0258000000000016
0.44,0.010758171294592334,1.0020348675386446,0.6718917908214852,0.01876467811263565,0.0009781574932386866,0.0196400730665285,0.0010851607378867386,0.9994687007494708,0.9918910885293779,0.39333461964950395,0.00110089654280474,0.002353719033715053,8.002753728142936e-06,0.005681748909284086,0.2373432431984937,1.0264000000000018
0.45,0.010522031242105018,1.002081162618933,0.664842464895072,0.019155835216167857,0.000987652481420282,0.02008354173247177,0.0010964549297978535,0.9994732670114828,0.9933409058247884,0.40147417102985306,0.0010870434549772364,0.0023954021481525575,8.327327474169684e-06,0.005701307216682299,0.23829931372723423,1.0270000000000015
0.46,0.010290880287894037,1.0021274598381036,0.6578692790349475,0.019554683338817675,0.0009972138036524053,0.020518261225085554,0.00110686754177957,0.9994777750886475,0.9944847859641202,0.40958082476983665,0.0010733693879574275,0.0024364596801835273,8.655754290379454e-06,0.005720911269509042,0.23925524007464524,1.0276000000000016
0.47000000000000003,0.010064836761924137,1.0021737591962545,0.6509711699468975,0.019961098069359876,0.0010068337620827358,0.020944365509524814,0.0011164384936017506,0.9994822373039667,0.9953851153906196,0.4176542470926271,0.0010598805543500067,0.002476901077474653,8.987911075197602e-06,0.0057405612278048105,0.24021102207486575,1.0282000000000013
0.48,0.009843978332395045,1.0022200606934857,0.6441471209450815,0.020374951575530362,0.0010165043852002182,0.021361992185926663,0.0011252061866454549,0.999486596993286,0.9960927345669838,0.42569408259006936,0.0010465815949477226,0.002516735829968979,9.32367851230564e-06,0.005760257251187589,0.24116665956264235,1.028800000000001
0.49,0.009628348796231458,1.002266364329895,0.6373961567618759,0.02079611378723945,0.001026217569946545,0.021771281228699823,0.001133207515051256,0.9994908929013396,0.9966486039641729,0.43369995534359435,0.0010334758117560758,0.00255597343214549,9.662940967842773e-06,0.005779999499231962,0.2421221523729477,1.029400000000001
0.5,0.00941796365343288,1.0023126701055822,0.6307173393416705,0.021224453370175065,0.0010359652012050375,0.02217237399022533,0.0011404778169493439,0.9994951217758875,0.9970853823621081,0.4416714700834519,0.0010205653677017401,0.0025946233470571897,1.0005586446534983e-05,0.005799788131533413,0.24307750034091602,1.0300000000000016
0.51,0.009212814884092606,1.0023589780206457,0.6241097646820154,0.021659838554893424,0.0010457392378712444,0.02256541228258832,0.0011470509177818203,0.9994992624486964,0.9974289255738239,0.4496082135195864,0.0010078514682434145,0.002632694971682665,1.0351506571707705e-05,0.005819623307801202,0.24403270330175086,1.0306000000000015
0.52,0.009012874722659188,1.0024052880751841,0.6175725555059718,0.0221021370515209,0.00105553174055721,0.022950538463876586,0.0011529593284276174,0.9995033465840785,0.9976996835231612,0.4575097531958829,0.0009953345174035341,0.002670197658723833,1.0700595981792171e-05,0.005839505188715778,0.24498776108984127,1.031200000000001
0.53,0.008818098960888298,1.0024516002692967,0.6111048632079411,0.022551217195199643,0.0010653349610060055,0.0233278942578908,0.0011582340559079447,0.9995073572329026,0.9979136566226049,0.46537564048435653,0.0009830142408884773,0.002707140647744379,1.1052752804566194e-05,0.00585943393503271,0.24594267353968177,1.0318000000000012
0.54,0.008628429353133965,1.002497914603082,0.6047058595601194,0.023006947362823733,0.0010751413176538502,0.02369762138152098,0.0011629048757507343,0.9995112945448068,0.9980834190487201,0.47320540808001,0.0009708897947142925,0.002743533115069348,1.1407877833200767e-05,0.005879409708741901,0.24689744048467688,1.0324000000000013
0.55,0.008443796743340995,1.0025442310766386,0.5983747474751259,0.0234691982308004,0.0010849435359345174,0.024059859042390223,0.0011669999939492104,0.9995151705282592,0.9982186731959658,0.4809985778605581,0.0009589598739114727,0.0027793840193070544,1.1765875953734538e-05,0.005899432670803409,0.2478520617594719,1.0330000000000015
0.56,0.008264121355597561,1.002590549690066,0.5921107366711555,0.023937839428927507,0.0010947344605837562,0.024414747629311853,0.0011705468163138442,0.9995189666154389,0.99832714597837,0.48875464859126316,0.000947222761761185,0.0028147023417874925,1.212665334247167e-05,0.00591950298537594,0.24880653719559678,1.0336000000000019
0.5700000000000001,0.008089316025404697,1.002636870443463,0.585913064497478,0.02441274329216783,0.0011045072554483192,0.024762424731763724,0.001173571151424568,0.999522714882514,0.9984147298039248,0.49647310881136897,0.0009356764175354465,0.002849496830648552,1.2490120042903492e-05,0.005939620815426487,0.2497608666259779,1.034200000000002
0.58,0.007919286667990863,1.002683193336928,0.5797809811028555,0.024893782874213795,0.0011142552974583342,0.025103027195810042,0.0011760978214030425,0.9995263717958094,0.9984860544954088,0.5041534298574109,0.0009243185213160801,0.0028837761422506342,1.285618826264118e-05,0.005959786325461851,0.25071504988212834,1.0348000000000015
0.59,0.007753934208356899,1.0027295183705602,0.5737137559357995,0.0253808333179853,0.0011239722428213574,0.02543668969344965,0.0011781504065938302,0.9995299726208665,0.9985446916053138,0.5117950707837992,0.0009131465342500518,0.0029175487505763557,1.3224773178266383e-05,0.005979999679968411,0.2516690867957467,1.0354000000000019
0.6,0.007593154725371287,1.0027758455444586,0.5677106690762711,0.02587377066121246,0.0011336519664359337,0.0257635459463261,0.0011797516059255844,0.9995335138432406,0.9985934414284854,0.5193974737374185,0.0009021577203158116,0.002950823029377643,1.3595791955731366e-05,0.006000261045219476,0.2526229771968657,1.0360000000000018
0.61,0.007436841346392305,1.0028221748587214,0.5617710163788118,0.026372473127009008,0.0011432886015771008,0.026083727520323684,0.001180922915718048,0.9995369933940482,0.9986344628874866,0.5269600683677352,0.0008913491964762046,0.0029836071778184493,1.3969164384121974e-05,0.006020570587467181,0.25357672091569233,1.0366000000000024
0.62,0.007284884561928226,1.0028685063134484,0.5558941060425321,0.0268768206360052,0.0011528765234219568,0.026397364192871645,0.0011816849067438542,0.9995404143048225,0.9986694341529773,0.5344822702134998,0.0008807179567801325,0.003015909248914451,1.4344812483588999e-05,0.006040928474003679,0.25453031778152774,1.0372000000000021
0.63,0.00713717317387422,1.0029148399087378,0.55007925774563,0.02738669498823759,0.0011624103433324079,0.026704583863684978,0.0011820571777981764,0.9995437664603629,0.9986996617944046,0.5419634812835076,0.0008702608999752425,0.0030477371481693037,1.4722660406679076e-05,0.006061334872804258,0.2554837676231222,1.0378000000000018
0.64,0.006993593927054191,1.00296117564469,0.5443257960447133,0.027901978988709764,0.0011718848404299405,0.02700551357177659,0.0011820585060306737,0.9995470643802133,0.9987261630450707,0.5494030839505036,0.0008599748188642966,0.0030790987001371355,1.5102633741831693e-05,0.006081789953961811,0.25643707026721324,1.0384000000000018
0.65,0.0068540383166885354,1.0030075135214003,0.5386330881786917,0.028422562875097868,0.0011812952885404285,0.027300272265899417,0.0011817060472003307,0.9995503105870259,0.9987496914068097,0.5568004774575421,0.0008498566121936654,0.003110001205775237,1.5484663619768024e-05,0.006102293880741753,0.2573902255476422,1.0390000000000017
0.66,0.006718388649951403,1.003053853538971,0.5330004589609885,0.028948329465598357,0.001190636917307117,0.0275889865077355,0.0011810180041401297,0.9995534838352685,0.9987709038692482,0.5641550006508468,0.0008399029037865476,0.0031404524242816664,1.5868677326977614e-05,0.0061228468314793736,0.2583432332830576,1.0396000000000014
0.67,0.006586534608355374,1.0031001956975005,0.5274272782094263,0.029479170764975242,0.0011999052305150316,0.027871774122249744,0.0011800099335766018,0.9995566159975081,0.9987902568222538,0.5714660113663153,0.000830110451953473,0.003170459543436431,1.6254608018220218e-05,0.006143448974142429,0.2592960933027762,1.0402000000000013
0.68,0.006458365992014548,1.0031465399970865,0.5219129210962971,0.030014980084363752,0.0012090959919857037,0.02814875124956682,0.0011786970699700485,0.9995596927455095,0.9988081160632705,0.5787328525013462,0.0008204760018812716,0.003200029644480765,1.664239023400618e-05,0.006164100478920569,0.26024880543399387,1.0408000000000013
0.6900000000000001,0.006333772853013909,1.003192886437828,0.5164567675297591,0.030555652034573458,0.0012182051503053317,0.028420032627219392,0.0011770941280578786,0.9995627360882829,0.9988247708406556,0.5859548510224057,0.0008109962865398785,0.0032291697060409445,1.703195983962676e-05,0.00618480151844926,0.2612013695015604,1.0414000000000014
0.7000000000000001,0.006212644669427317,1.0032392350198254,0.5110581932765808,0.03110108107162164,0.001227229077995265,0.02868573248542192,0.001175215993447425,0.999565682754724,0.9988404559182469,0.5931313106256991,0.0008016680155301626,0.0032578867027532967,1.7423253051951605e-05,0.006205552270010728,0.2621537853257425,1.0420000000000011
0.71,0.006094876051875174,1.0032855857431773,0.505716596544505,0.031651167426883516,0.0012361639389786348,0.028945960576489977,0.001173075327743052,0.9995686000209068,0.9988553398797947,0.6002615357721135,0.0007924879701494014,0.00328618728692514,1.781620937851201e-05,0.0062263529055958155,0.26310605273228815,1.042600000000001
0.72,0.00598036304178691,1.0033319386079824,0.5004313809977431,0.03220581275592502,0.0012450063609578507,0.029200824300902206,0.0011706848972857318,0.9995714716255422,0.9988695593433751,0.6073448187652921,0.0007834529756925656,0.0033140779962590634,1.821076963201119e-05,0.006247203599318852,0.2640581715449217,1.0432000000000012
0.73,0.005869004420844613,1.0033782936143383,0.49520196357808555,0.03276492148320312,0.001253753286791912,0.029450427808198818,0.0011680569839466691,0.9995742860705512,0.9988832208215421,0.614380447874072,0.0007745599360151469,0.0033415651658460946,1.860687672752607e-05,0.006268104525677419,0.26501014158711494,1.0438000000000014
0.74,0.005760699442211259,1.0034246507623452,0.49002775502971085,0.033328398480150984,0.0012624016325044562,0.029694875368717146,0.0011652032407404268,0.9995770635899395,0.9988964096049195,0.621367684097158,0.0007658057266219651,0.003368655133404948,1.9004473782129102e-05,0.006289055862846036,0.26596196267872974,1.0444000000000013
0.75,0.005655350784549397,1.0034710100521018,0.484908178300004,0.03389615165135767,0.001270948571636528,0.02993426791444479,0.0011621347754680298,0.9995797914421853,0.9989091926736533,0.6283057850759798,0.000757187308392623,0.0033953540443216216,1.9403505850255855e-05,0.006310057788067658,0.266913634640685,1.0450000000000013
0.76,0.005552864200890821,1.0035173714837071,0.47984266402461934,0.03446809146339126,0.0012793915034451956,0.03016870365718327,0.0011588621197329018,0.9995824732847225,0.9989216205184263,0.6351939952949097,0.0007487017128329491,0.003421667886485381,1.980391963967412e-05,0.00633111047964678,0.2678651572929681,1.0456000000000012
0.77,0.005453147279195246,1.00356373505726,0.4748306470908023,0.03504412984052795,0.0012877279459653007,0.03039827928643433,0.0011553954730162195,0.9995851109969338,0.998933736691753,0.6420315521878559,0.0007403460138652276,0.00344760256038187,2.020566276249407e-05,0.006352214116451749,0.2688165304550751,1.0462000000000011
0.78,0.005356110347628019,1.0036101007728593,0.46987156858023815,0.03562418085152095,0.001295955590019532,0.030623089253246118,0.001151744552611386,0.9995877056425951,0.998945575475575,0.6488176829376807,0.0007321173491106352,0.0034731638389048918,2.0608684146041956e-05,0.006373368878188289,0.26976775394577074,1.046800000000001
0.79,0.005261666696015079,1.0036564686306042,0.4649648759654736,0.03620816080960785,0.0013040723071758812,0.030843225658264948,0.0011479185889396583,0.9995902579079218,0.9989571634300971,0.6555516042222866,0.000724012926291032,0.0034983573628587076,2.1012934068533978e-05,0.006394574945472292,0.27071882758302124,1.047400000000001
0.8,0.005169732106853217,1.0037028386305937,0.46011002202609125,0.03679598785736124,0.001312076121522603,0.03105877865462998,0.0011439264415668755,0.9995927687163901,0.9989685223302434,0.6622325241712792,0.0007160300150262508,0.0035231886637621685,2.1418363918533692e-05,0.006415832499696577,0.2716697511841089,1.048000000000001
0.81,0.00508022576217765,1.0037492107729267,0.4553064666155106,0.037387582569807065,0.0013199652541742075,0.03126983579827232,0.0011397764954412196,0.9995952390063587,0.9989796691898492,0.6688596398602176,0.0007081659710634128,0.003547663128228937,2.182492654803314e-05,0.006437141723319109,0.27262052456537705,1.048600000000001
0.8200000000000001,0.004993067550336039,1.0037955850577023,0.4505536710349059,0.03798286604315943,0.001327737965535125,0.03147648410367249,0.0011354770245558794,0.9995976696613953,0.9989906195672357,0.675432146098101,0.0007004181668736488,0.003571786113106059,2.2232575111292804e-05,0.00645850279901895,0.2735711475429734,1.049200000000001
0.8300000000000001,0.004908181901208258,1.0038419614850191,0.4458511054468334,0.03858176251682172,0.001335392748980352,0.0316788072633983,0.0011310357055594159,0.9996000615413947,0.9990013856435562,0.6819492246740241,0.0006927840897865732,0.00359556279480883,2.2641264566444133e-05,0.006479915910921163,0.2745216199317608,1.0498000000000012
0.84,0.004825496268057846,1.0038883400549763,0.4411982467652829,0.039184198451806734,0.0013429282901778782,0.03187688656442478,0.0011264597830530885,0.9996024154652167,0.9990119734437183,0.6884100469062909,0.000685261304899314,0.003618998212631797,2.3050951269065985e-05,0.0065013812441077805,0.275471941545763,1.050400000000001
0.85,0.004744939553306334,1.003934720767673,0.4365945749067212,0.03979010111296085,0.0013503433415152954,0.03207080230882735,0.0011217564632034797,0.9996047322240001,0.9990223928632225,0.6948137818013314,0.0006778474262326234,0.0036420973514697283,2.3461592099868455e-05,0.006522898984199972,0.2764221121985218,1.051000000000001
0.86,0.004666444096329937,1.0039811036232082,0.4320395770257825,0.04039940022667291,0.0013576368435692253,0.032260632198550625,0.0011169324542438554,0.9996070125859975,0.999032648651501,0.7011595880512242,0.0006705401536376977,0.003664865050441166,2.3873145413299105e-05,0.006544469317935604,0.27737213170259084,1.0516000000000012
0.87,0.004589943461601276,1.004027488621681,0.42753274305331385,0.041012026196698956,0.0013648077863787262,0.03244645311507306,0.001111994419377469,0.9996092573106471,0.9990427486015501,0.7074466231390225,0.0006633372284006097,0.0036873061008909015,2.4285570028230505e-05,0.006566092432554178,0.278321999870074,1.0522000000000011
0.88,0.0045153740543971725,1.00407387576319,0.42307356886375297,0.041627911369532915,0.0013718553046754792,0.03262833989407599,0.0011069486278800073,0.9996114671283622,0.999052697965354,0.7136740382399768,0.0006562364641201193,0.0037094251788616314,2.469882591910028e-05,0.0065877685163238464,0.2792717165121541,1.0528000000000013
0.89,0.004442674207482043,1.0041202650478345,0.4186615545019225,0.04224698932240264,0.001378778622254922,0.03280636602327984,0.0011018011447620792,0.9996136427550142,0.9990625024754572,0.7198409812481643,0.0006492357287566649,0.0037312268832707055,2.511287382566818e-05,0.006609497758251221,0.2802212814393519,1.0534000000000012
