t,Ip,Ii,G,x3,x1,x2
0.5,92.27766342140026,242.95468837014403,12295.254212637805,104.91920625139636,109.70181996610916,112.64991653452981
0.51,92.25606632174632,242.94773154468655,12294.312064754728,104.92564480203043,109.68729688714453,112.6474547619345
0.52,92.23447474073161,242.94076228524838,12293.37012072265,104.93207593448335,109.67276791800514,112.64498293982287
0.53,92.21288868431905,242.9337805990176,12292.428380755882,104.9384996465949,109.65823306817046,112.6425010716893
0.54,92.19130815732112,242.92678649332925,12291.486845043148,104.94491593664137,109.64369234681831,112.64000916146618
0.55,92.16973316560716,242.91977997538427,12290.545513796678,104.95132480249744,109.62914576340499,112.63750721268374
0.56,92.14816371524266,242.91276105235912,12289.604387233072,104.95772624196303,109.6145933274391,112.63499522879762
0.5700000000000001,92.12659981227856,242.90572973143256,12288.663465568603,104.96412025284332,109.60003504842608,112.63247321326912
0.58,92.10504146275119,242.89868601978574,12287.722749019225,104.97050683294864,109.5854709358683,112.62994116956526
0.59,92.08348867268226,242.89162992460214,12286.782237800564,104.97688598009469,109.57090099926499,112.62739910115869
0.6,92.06194144807891,242.88456145306756,12285.841932127927,104.98325769210231,109.5563252481123,112.62484701152773
0.61,92.04039979493368,242.8774806123701,12284.901832216294,104.98962196679761,109.54174369190324,112.62228490415642
0.62,92.01886371922448,242.87038740970024,12283.961938280325,104.99597880201196,109.5271563401277,112.61971278253442
0.63,91.99733322691468,242.8632818522508,12283.022250534352,105.00232819558195,109.5125632022725,112.61713065015711
0.64,91.97580832395299,242.8561639472169,12282.08276919239,105.00867014534941,109.49796428782133,112.6145385105255
0.65,91.95428901627356,242.8490337017961,12281.143494468128,105.01500464916144,109.48335960625474,112.61193636714634
0.66,91.93277530979593,242.8418911231881,12280.204426574928,105.02133170487035,109.46874916705019,112.60932422353198
0.67,91.91126721042505,242.83473621859514,12279.265565725835,105.02765131033368,109.45413297968204,112.60670208320049
0.68,91.88976472405128,242.82756899522164,12278.326912133565,105.03396346341425,109.43951105362153,112.60406994967559
0.6900000000000001,91.86826785655036,242.8203894602745,12277.388466010518,105.04026816198011,109.42488339833677,112.6014278264867
0.7000000000000001,91.84677661378345,242.81319762096282,12276.450227568763,105.04656540390452,109.41025002329279,112.59877571716888
0.71,91.8252910015971,242.80599348449812,12275.512197020049,105.05285518706602,109.39561093795147,112.5961136252629
0.72,91.80381102582326,242.79877705809423,12274.5743745758,105.05913750934836,109.3809661517716,112.59344155431518
0.73,91.78233669227932,242.79154834896732,12273.636760447123,105.06541236864055,109.36631567420888,112.59075950787782
0.74,91.76086800676802,242.7843073643359,12272.699354844795,105.07167976283685,109.35165951471585,112.58806748950859
0.75,91.73940497507753,242.7770541114208,12271.76215797927,105.07793968983673,109.33699768274198,112.58536550277096
0.76,91.71794760298144,242.7697885974452,12270.825170060683,105.08419214754493,109.32233018773358,112.58265355123405
0.77,91.6964958962387,242.76251082963464,12269.888391298842,105.09043713387139,109.30765703913393,112.57993163847263
0.78,91.67504986059369,242.75522081521692,12268.951821903234,105.09667464673136,109.2929782463831,112.57719976806719
0.79,91.65360950177619,242.7479185614223,12268.01546208302,105.10290468404527,109.27829381891813,112.57445794360389
0.8,91.63217482550138,242.74060407548322,12267.079312047043,105.10912724373881,109.26360376617288,112.57170616867454
0.81,91.61074583746982,242.73327736463457,12266.143372003813,105.11534232374291,109.24890809757815,112.56894444687661
0.8200000000000001,91.58932254336753,242.72593843611358,12265.20764216153,105.12154992199375,109.23420682256162,112.56617278181331
0.8300000000000001,91.56790494886589,242.71858729715976,12264.272122728056,105.12775003643274,109.21949995054783,112.56339117709346
0.84,91.54649305962167,242.71122395501493,12263.336813910944,105.13394266500653,109.20478749095824,112.56059963633157
0.85,91.52508688127706,242.70384841692336,12262.401715917416,105.14012780566702,109.19006945321117,112.55779816314785
0.86,91.50368641945968,242.69646069013157,12261.46682895437,105.14630545637135,109.17534584672184,112.55498676116815
0.87,91.48229167978252,242.68906078188843,12260.532153228382,105.1524756150819,109.16061668090236,112.55216543402402
0.88,91.46090266784397,242.68164869944513,12259.597688945705,105.15863827976627,109.14588196516175,112.54933418535266
0.89,91.43951938922783,242.67422445005528,12258.663436312272,105.16479344839733,109.13114170890587,112.54649301879697
0.9,91.41814184950331,242.6667880409747,12257.729395533686,105.17094111895318,109.11639592153752,112.5436419380055
0.91,91.39677005422502,242.65933947946164,12256.795566815234,105.17708128941716,109.10164461245634,112.5407809466325
0.92,91.37540400893296,242.65187877277663,12255.861950361874,105.18321395777785,109.0868877910589,112.53791004833785
0.93,91.35404371915257,242.6444059281826,12254.928546378242,105.18933912202908,109.07212546673861,112.53502924678718
0.9400000000000001,91.33268919039463,242.6369209529448,12253.995355068653,105.1954567801699,109.05735764888583,112.5321385456517
0.9500000000000001,91.31134042815538,242.62942385433072,12253.062376637099,105.20156693020462,109.04258434688774,112.52923794860837
0.96,91.28999743791643,242.6219146396103,12252.129611287244,105.20766957014278,109.02780557012846,112.5263274593398
0.97,91.2686602251448,242.6143933160558,12251.197059222432,105.21376469799917,109.01302132798901,112.52340708153424
0.98,91.24732879529292,242.60685989094176,12250.264720645686,105.21985231179382,108.99823162984721,112.52047681888567
0.99,91.22600315379862,242.59931437154512,12249.332595759699,105.22593240955199,108.98343648507789,112.51753667509372
1.0,91.20468330608513,242.5917567651451,12248.40068476685,105.23200498930419,108.96863590305264,112.51458665386367
1.01,91.18336925756107,242.5841870790233,12247.468987869186,105.23807004908618,108.95382989314007,112.51162675890653
1.02,91.16206101362049,242.5766053204636,12246.537505268436,105.24412758693893,108.93901846470555,112.50865699393893
1.03,91.14075857964282,242.56901149675235,12245.606237166003,105.25017760090867,108.92420162711144,112.50567736268319
1.04,91.11946196099291,242.56140561517805,12244.675183762967,105.2562200890469,108.90937938971695,112.5026878688673
1.05,91.09817116302098,242.55378768303163,12243.74434526009,105.26225504941031,108.89455176187815,112.49968851622496
1.06,91.0768861910627,242.5461577076064,12242.8137218578,105.26828248006086,108.87971875294804,112.4966793084955
1.07,91.05560705043911,242.53851569619795,12241.883313756212,105.27430237906573,108.86488037227647,112.49366024942395
1.08,91.03433374645665,242.53086165610418,12240.953121155113,105.28031474449737,108.85003662921024,112.490631342761
1.09,91.01306628440719,242.5231955946254,12240.023144253968,105.28631957443346,108.83518753309296,112.48759259226303
1.1,90.99180466956797,242.51551751906422,12239.093383251917,105.29231686695691,108.8203330932652,112.48454400169207
1.11,90.97054890720165,242.50782743672556,12238.163838347778,105.29830662015586,108.80547331906436,112.48148557481584
1.12,90.9492990025563,242.5001253549167,12237.234509740045,105.30428883212373,108.79060821982475,112.47841731540773
1.1300000000000001,90.92805496086537,242.49241128094727,12236.305397626891,105.31026350095917,108.77573780487758,112.4753392272468
1.1400000000000001,90.90681678734774,242.48468522212923,12235.376502206163,105.31623062476602,108.76086208355095,112.47225131411781
1.1500000000000001,90.8855844876642,242.47694718554078,12234.447823685443,105.32219020158888,108.74598106502575,112.46915357958599
1.16,90.86435806764996,242.46919717816468,12233.519362276153,105.32814222945085,108.73109475842013,112.46604602712908
1.17,90.84313753253595,242.46143520729103,12232.591118176399,105.33408670646362,108.71620317303521,112.46292866052127
1.18,90.82192288753616,242.45366128021345,12231.663091583916,105.34002363074447,108.70130631816974,112.45980148354359
1.19,90.80071413785086,242.44587540422745,12230.735282696134,105.34595300041579,108.68640420311911,112.45666449998235
1.2,90.77951128866651,242.43807758663044,12229.807691710177,105.35187481360511,108.6714968371753,112.45351771362911
1.21,90.75831434515585,242.43026783472175,12228.880318822865,105.35778906844506,108.65658422962693,112.45036112828068
1.22,90.73712331247782,242.42244615580265,12227.953164230712,105.36369576307342,108.64166638975927,112.44719474773916
1.23,90.71593819577764,242.4146125571762,12227.026228129927,105.36959489563307,108.62674332685414,112.44401857581187
1.24,90.69475900018672,242.40676704614754,12226.099510716418,105.37548646427203,108.61181505019007,112.44083261631144
1.25,90.67358573082275,242.39890963002352,12225.173012185782,105.38137046714343,108.5968815690422,112.43763687305572
1.26,90.65241839278966,242.39104031611305,12224.246732733316,105.38724690240551,108.5819428926822,112.43443134986785
1.27,90.63125699117757,242.38315911172683,12223.320672554008,105.39311576822166,108.56699903037851,112.43121605057623
1.28,90.6101015310629,242.37526602417753,12222.394831842546,105.3989770627604,108.55204999139609,112.42799097901448
1.29,90.58895201750826,242.36736106077973,12221.46921079331,105.40483078419533,108.53709578499654,112.42475613902154
1.3,90.56780845556254,242.35944422884984,12220.543809600376,105.41067693070521,108.52213642043813,112.42151153444158
1.31,90.54667085026084,242.35151553570628,12219.618628457514,105.41651550047389,108.5071719069757,112.41825716912405
1.32,90.52553920662449,242.3435749886693,12218.69366755819,105.42234649169038,108.49220225386074,112.41499304692363
1.33,90.50441352966111,242.33562259506104,12217.768927095565,105.42816990254879,108.47722747034136,112.41171917170028
1.34,90.4832938243645,242.32765836220563,12216.844407262499,105.43398573124834,108.46224756566231,112.40843554731923
1.35,90.46218009571471,242.319682297429,12215.92010825154,105.43979397599342,108.44726254906494,112.40514217765097
1.36,90.44107234867808,242.31169440805905,12214.996030254933,105.4455946349935,108.43227242978723,112.40183906657126
1.37,90.41997058820714,242.3036947014256,12214.072173464623,105.45138770646318,108.4172772170638,112.39852621796106
1.3800000000000001,90.39887481924065,242.29568318486028,12213.148538072248,105.45717318862219,108.40227692012589,112.39520363570668
1.3900000000000001,90.37778504670364,242.28765986569672,12212.225124269136,105.46295107969539,108.38727154820131,112.39187132369965
1.4000000000000001,90.35670127550738,242.27962475127043,12211.301932246319,105.46872137791273,108.3722611105146,112.38852928583674
1.41,90.33562351054934,242.27157784891878,12210.378962194514,105.47448408150932,108.35724561628682,112.38517752602002
1.42,90.31455175671327,242.2635191659811,12209.456214304142,105.48023918872538,108.34222507473572,112.3818160481568
1.43,90.29348601886916,242.2554487097986,12208.533688765316,105.48598669780624,108.32719949507566,112.37844485615966
1.44,90.2724263018732,242.24736648771437,12207.611385767843,105.49172660700238,108.31216888651761,112.37506395394644
1.45,90.25137261056784,242.23927250707342,12206.689305501224,105.49745891456936,108.29713325826916,112.37167334544023
1.46,90.23032494978179,242.2311667752227,12205.767448154662,105.50318361876792,108.28209261953455,112.36827303456941
1.47,90.20928332432996,242.22304929951105,12204.845813917045,105.50890071786387,108.26704697951463,112.3648630252676
1.48,90.18824773901352,242.21492008728913,12203.924402976963,105.51461021012817,108.25199634740686,112.36144332147367
1.49,90.16721819861989,242.20677914590965,12203.003215522702,105.52031209383689,108.23694073240536,112.3580139271318
1.5,90.1461947079227,242.19862648272706,12202.082251742237,105.52600636727124,108.22188014370083,112.35457484619137
1.51,90.12517727168185,242.19046210509788,12201.161511823244,105.53169302871754,108.20681459048063,112.35112608260705
1.52,90.10416589464344,242.18228602038042,12200.240995953092,105.53737207646722,108.19174408192875,112.3476676403388
1.53,90.08316058153986,242.1740982359349,12199.320704318845,105.54304350881685,108.17666862722574,112.34419952335179
1.54,90.06216133708969,242.16589875912354,12198.400637107261,105.54870732406815,108.16158823554886,112.34072173561648
1.55,90.04116816599777,242.15768759731031,12197.480794504796,105.55436352052789,108.14650291607192,112.33723428110859
1.56,90.02018107295518,242.1494647578612,12196.5611766976,105.56001209650802,108.13141267796543,112.3337371638091
1.57,89.99920006263926,242.1412302481441,12195.641783871515,105.56565305032561,108.11631753039644,112.33023038770426
1.58,89.97822513971353,242.13298407552875,12194.722616212082,105.57128638030282,108.1012174825287,112.32671395678555
1.59,89.95725630882781,242.1247262473868,12193.803673904536,105.57691208476696,108.08611254352252,112.32318787504977
1.6,89.9362935746181,242.11645677109186,12192.88495713381,105.58253016205046,108.07100272253489,112.3196521464989
1.61,89.91533694170673,242.1081756540194,12191.966466084525,105.58814061049087,108.05588802871938,112.31610677514026
1.62,89.89438641470215,242.09988290354678,12191.048200941004,105.59374342843086,108.04076847122622,112.3125517649864
1.6300000000000001,89.87344199819914,242.0915785270533,12190.130161887262,105.5993386142182,108.02564405920224,112.30898712005511
1.6400000000000001,89.8525036967787,242.0832625319201,12189.212349107009,105.60492616620583,108.01051480179089,112.30541284436947
1.6500000000000001,89.83157151500802,242.07493492553036,12188.294762783651,105.61050608275178,107.99538070813227,112.30182894195782
1.6600000000000001,89.8106454574406,242.066595715269,12187.377403100289,105.61607836221921,107.98024178736308,112.29823541685376
1.67,89.78972552861613,242.05824490852297,12186.46027023972,105.62164300297641,107.96509804861667,112.29463227309614
1.68,89.76881173306056,242.04988251268102,12185.543364384435,105.6272000033968,107.94994950102299,112.29101951472909
1.69,89.74790407528606,242.0415085351339,12184.626685716621,105.63274936185886,107.9347961537086,112.28739714580196
1.7,89.72700255979106,242.03312298327418,12183.710234418157,105.63829107674628,107.91963801579675,112.28376517036943
1.71,89.70610719106023,242.02472586449642,12182.794010670623,105.64382514644784,107.90447509640723,112.28012359249139
1.72,89.68521797356445,242.016317186197,12181.878014655287,105.6493515693574,107.88930740465652,112.27647241623299
1.73,89.66433491176086,242.00789695577424,12180.96224655312,105.65487034387401,107.87413494965769,112.27281164566469
1.74,89.64345801009284,241.9994651806284,12180.046706544783,105.6603814684018,107.85895774052045,112.26914128486216
1.75,89.62258727299002,241.99102186816157,12179.13139481063,105.66588494135004,107.84377578635112,112.26546133790633
1.76,89.60172270500607,241.98256702572596,12178.216311533608,105.67138076110398,107.8285890962359,112.26177180882236
1.77,89.58086431235091,241.97410066004744,12177.301456931344,105.676868925701,107.81339767905467,112.25807270090046
1.78,89.56001210006612,241.96562277828812,12176.386831196967,105.68234943342765,107.79820154382428,112.25436401794784
1.79,89.53916607264858,241.95713338781175,12175.472434512181,105.68782228268785,107.78300069962265,112.25064576401229
1.8,89.51832623458334,241.94863249598322,12174.558267058424,105.69328747189019,107.76779515552415,112.24691794314599
1.81,89.49749259034364,241.9401201101686,12173.644329016865,105.69874499944802,107.75258492059952,112.24318055940556
1.82,89.47666514439084,241.93159623773522,12172.730620568414,105.70419486377938,107.73737000391588,112.239433616852
1.83,89.45584390117452,241.92306088605147,12171.817141893713,105.70963706330703,107.72215041453677,112.2356771195507
1.84,89.43502886513241,241.91451406248697,12170.90389317314,105.71507159645843,107.70692616152208,112.2319110715715
1.85,89.41422004069038,241.90595577441255,12169.990874586812,105.72049846166578,107.6916972539281,112.22813547698864
1.86,89.39341743226251,241.89738602920016,12169.078086314577,105.72591765736601,107.67646370080755,112.22435033988071
1.87,89.37262104425102,241.88880483422295,12168.165528536021,105.73132918200069,107.66122551120948,112.22055566433079
1.8800000000000001,89.35183088104631,241.8802121968553,12167.253201430465,105.7367330340162,107.64598269417937,112.21675145442632
1.8900000000000001,89.33104694702693,241.8716081244727,12166.341105176965,105.74212921186357,107.63073525875907,112.21293771425913
1.9000000000000001,89.31026924655964,241.86299262445183,12165.429239954316,105.74751771399856,107.61548321398685,112.20911444792549
1.9100000000000001,89.2894977839993,241.85436570417056,12164.517605941042,105.75289853888165,107.60022656889733,112.20528165952608
1.92,89.268732563689,241.84572737100797,12163.60620331541,105.75827168497804,107.58496533252153,112.20143935316597
1.93,89.24797358995995,241.83707763234423,12162.695032255415,105.76363715075765,107.5696995138869,112.19758753295463
1.94,89.22722086713158,241.8284164955608,12161.784092938795,105.76899493469509,107.55442912201721,112.19372620300595
1.95,89.20647439951144,241.81974396804023,12160.873385543016,105.77434503526969,107.53915416593267,112.18985536743824
1.96,89.18573419139526,241.8110600571663,12159.96291024529,105.77968745096553,107.52387465464989,112.1859750303742
1.97,89.16500024706693,241.8023647703239,12159.05266722255,105.78502218027135,107.50859059718181,112.18208519594091
1.98,89.14427257079855,241.79365811489922,12158.142656651478,105.79034922168066,107.49330200253782,112.17818586826992
1.99,89.12355116685035,241.7849400982795,12157.232878708486,105.79566857369164,107.47800887972366,112.17427705149713
2.0,89.10283603947072,241.77621072785325,12156.32333356972,105.80098023480723,107.46271123774149,112.17035874976287
2.0100000000000002,89.08212719289624,241.7674700110101,12155.414021411063,105.80628420353503,107.44740908558984,112.1664309672119
2.02,89.06142463135164,241.75871795514087,12154.504942408137,105.8115804783874,107.43210243226363,112.16249370799333
2.0300000000000002,89.04072835904984,241.74995456763762,12153.596096736293,105.81686905788139,107.4167912867542,112.15854697626072
2.04,89.0200383801919,241.74117985589345,12152.687484570622,105.82214994053878,107.40147565804924,112.15459077617206
2.05,88.99935469896708,241.73239382730281,12151.779106085953,105.82742312488605,107.38615555513283,112.15062511188965
2.06,88.97867731955277,241.7235964892612,12150.870961456842,105.83268860945442,107.37083098698548,112.14664998758032
2.07,88.95800624611456,241.71478784916536,12149.963050857588,105.8379463927798,107.35550196258404,112.14266540741521
2.08,88.93734148280619,241.70596791441315,12149.055374462223,105.84319647340283,107.3401684909018,112.13867137556993
2.09,88.91668303376956,241.69713669240372,12148.147932444515,105.84843884986884,107.32483058090841,112.13466789622444
2.1,88.89603090313476,241.68829419053725,12147.240724977968,105.85367352072791,107.30948824156991,112.13065497356317
2.11,88.87538509502002,241.67944041621521,12146.333752235822,105.85890048453481,107.29414148184873,112.12663261177491
2.12,88.85474561353178,241.67057537684022,12145.427014391047,105.86411973984904,107.27879031070368,112.12260081505286
2.13,88.8341124627646,241.66169907981603,12144.520511616356,105.86933128523482,107.26343473709001,112.11855958759466
2.14,88.81348564680123,241.65281153254767,12143.614244084196,105.87453511926105,107.24807476995929,112.11450893360232
2.15,88.79286516971258,241.64391274244124,12142.708211966745,105.87973124050137,107.23271041825954,112.11044885728228
2.16,88.77225103555776,241.6350027169041,12141.802415435923,105.88491964753416,107.21734169093513,112.10637936284537
2.17,88.75164324838398,241.62608146334472,12140.896854663379,105.89010033894246,107.20196859692682,112.10230045450685
2.18,88.7310418122267,241.6171489891728,12139.991529820503,105.89527331331406,107.1865911451718,112.09821213648637
2.19,88.71044673110947,241.6082053017992,12139.08644107842,105.90043856924147,107.17120934460361,112.09411441300797
2.2,88.68985800904407,241.59925040863592,12138.181588607984,105.90559610532189,107.1558232041522,112.09000728830014
2.21,88.6692756500304,241.59028431709623,12137.276972579793,105.91074592015725,107.14043273274389,112.08589076659575
2.22,88.64869965805656,241.58130703459452,12136.372593164178,105.9158880123542,107.1250379393014,112.08176485213208
2.23,88.62813003709879,241.57231856854634,12135.468450531203,105.9210223805241,107.10963883274385,112.07762954915081
2.24,88.60756679112151,241.56331892636845,12134.564544850668,105.926149023283,107.09423542198675,112.07348486189802
2.25,88.58700992407734,241.5543081154788,12133.660876292111,105.93126793925173,107.07882771594198,112.06933079462425
2.2600000000000002,88.566459439907,241.54528614329644,12132.757445024807,105.93637912705574,107.06341572351783,112.06516735158438
2.27,88.54591534253944,241.5362530172417,12131.85425121776,105.9414825853253,107.04799945361897,112.06099453703773
2.2800000000000002,88.52537763589176,241.52720874473604,12130.951295039713,105.94657831269531,107.03257891514646,112.05681235524801
2.29,88.50484632386919,241.51815333320212,12130.048576659148,105.95166630780543,107.01715411699773,112.05262081048338
2.3000000000000003,88.48432141036515,241.50908679006372,12129.146096244278,105.95674656930001,107.00172506806666,112.04841990701634
2.31,88.46380289926128,241.50000912274587,12128.243853963055,105.96181909582813,106.98629177724345,112.04420964912386
2.32,88.4432907944273,241.4909203386747,12127.34184998316,105.9668838860436,106.97085425341474,112.03999004108726
2.33,88.42278509972115,241.48182044527763,12126.44008447202,105.97194093860493,106.95541250546353,112.03576108719233
2.34,88.40228581898894,241.47270944998317,12125.538557596788,105.97699025217531,106.93996654226922,112.03152279172922
2.35,88.38179295606491,241.46358736022103,12124.637269524357,105.98203182542271,106.9245163727076,112.02727515899248
2.36,88.36130651477153,241.45445418342206,12123.736220421357,105.98706565701977,106.90906200565085,112.0230181932811
2.37,88.34082649891936,241.4453099270184,12122.835410454149,105.99209174564385,106.89360344996754,112.01875189889849
2.38,88.3203529125763,241.4361545982727,12121.934839794376,105.9971100899673,106.87814071438626,112.01447628000678
2.39,88.29988576021483,241.42698820418514,12121.034508621991,106.00212068865208,106.86267380742092,112.01019134054721
2.4,88.27942504568725,241.41781075214234,12120.134417104153,106.00712354038693,106.84720273789014,112.00589708479465
2.41,88.25897077280476,241.40862224955075,12119.234565407158,106.01211864386633,106.83172751462375,112.00159351704416
2.42,88.2385229453675,241.39942270381744,12118.334953697047,106.01710599778946,106.81624814644762,111.99728064159477
2.43,88.21808156716455,241.39021212235022,12117.435582139618,106.02208560086018,106.80076464218355,111.99295846274958
2.44,88.19764664197386,241.38099051255762,12116.536450900416,106.02705745178706,106.78527701064942,111.98862698481565
2.45,88.17721817356235,241.3717578818488,12115.637560144738,106.03202154928331,106.76978526065909,111.98428621210405
2.46,88.15679616568582,241.36251423763372,12114.738910037635,106.0369778920669,106.75428940102243,111.97993614892982
2.47,88.13638062208899,241.35325958732298,12113.840500743903,106.04192647886043,106.73878944054533,111.97557679961204
2.48,88.11597154650555,241.34399393832786,12112.942332428096,106.0468673083912,106.72328538802968,111.97120816847378
2.49,88.09556894265803,241.33471729806044,12112.044405254514,106.05180037939121,106.70777725227337,111.9668302598421
2.5,88.07517281425794,241.32542967393337,12111.146719387207,106.05672569059713,106.69226504207032,111.96244307804807
2.5100000000000002,88.05478316500569,241.31613107336014,12110.249274989983,106.06164324075034,106.67674876621044,111.95804662742675
2.52,88.0343999985906,241.30682150375483,12109.352072226395,106.0665530285969,106.66122843347966,111.95364091231723
2.5300000000000002,88.0140233186909,241.29750097253228,12108.455111259747,106.07145505288753,106.64570405265992,111.94922593706255
2.54,87.99365312897379,241.288169487108,12107.558392253099,106.0763493123777,106.63017563252917,111.9448017060098
2.5500000000000003,87.97328943309532,241.27882705489824,12106.661915369255,106.08123580582749,106.61464318186137,111.94036822351002
2.56,87.9529322347005,241.26947368331994,12105.765680770777,106.08611453200174,106.59910670942647,111.93592549391832
2.57,87.93258153742325,241.26010937979075,12104.869688619972,106.09098548966993,106.58356622399043,111.93147352159374
2.58,87.9122373448864,241.25073415172895,12103.973939078904,106.09584867760624,106.56802173431527,111.92701231089936
2.59,87.89189966070172,241.24134800655364,12103.078432309381,106.10070409458955,106.55247324915896,111.92254186620225
2.6,87.87156848846988,241.23195095168452,12102.18316847297,106.10555173940341,106.5369207772755,111.91806219187349
2.61,87.85124383178048,241.22254299454207,12101.288147730982,106.11039161083606,106.52136432741491,111.91357329228813
2.62,87.83092569421201,241.2131241425474,12100.393370244481,106.11522370768046,106.5058039083232,111.90907517182526
2.63,87.81061407933193,241.2036944031224,12099.498836174287,106.1200480287342,106.4902395287424,111.90456783486795
2.64,87.79030899069656,241.1942537836896,12098.604545680964,106.12486457279961,106.47467119741056,111.90005128580324
