t,R_on,A,x,L
1.21,0.21231669239609588,0.22158413787569894,1.006334407659347,2.141199910915557
1.22,0.2106058476106623,0.22101775220132253,1.0062713792500428,2.141199910915557
1.23,0.2089188479130024,0.22044502801515642,1.006208977983884,2.141199910915557
1.24,0.20725522321733456,0.21986620501377746,1.006147197620699,2.141199910915557
1.25,0.20561451406002237,0.21928151666292275,1.0060860319824014,2.141199910915557
1.26,0.20399627148922464,0.2186911902414308,1.0060254749523763,2.141199910915557
1.27,0.20240005681646608,0.21809544699481254,1.0059655204748694,2.141199910915557
1.28,0.20082544134855015,0.21749450230517497,1.0059061625543815,2.141199910915557
1.29,0.19927200612445453,0.21688856585807123,1.0058473952550673,2.141199910915557
1.3,0.1977393417397152,0.21627784174178083,1.0057892127001458,2.141199910915557
1.31,0.19622704831535823,0.21566252843441072,1.0057316090713202,2.141199910915557
1.32,0.1947347348801614,0.21504281925023913,1.0056745786081807,2.141199910915557
1.33,0.1932620192710087,0.21441890238192068,1.0056181156076334,2.141199910915557
1.34,0.19180852792500444,0.21379096102800788,1.0055622144233305,2.141199910915557
1.35,0.19037389565931287,0.21315917353077532,1.005506869465105,2.141199910915557
1.36,0.1889577654550518,0.21252371351156588,1.0054520751984117,2.141199910915557
1.37,0.18755978831386894,0.21188474995077944,1.0053978261437762,2.141199910915557
1.3800000000000001,0.18617962321668668,0.21124244718977608,1.0053441168762545,2.141199910915557
1.3900000000000001,0.18481693663233983,0.2105969652801086,1.0052909420248766,2.141199910915557
1.4000000000000001,0.1834714024330694,0.2099484600199335,1.0052382962721123,2.141199910915557
1.41,0.18214270172115013,0.209297083059451,1.0051861743533423,2.141199910915557
1.42,0.18083052264758026,0.20864298201301923,1.0051345710563295,2.141199910915557
1.43,0.1795345602341792,0.20798630056918826,1.0050834812206977,2.141199910915557
1.44,0.1782545162544641,0.20732717855733604,1.0050328997374194,2.141199910915557
1.45,0.17699009918362804,0.20666575196319745,1.00498282154831,2.141199910915557
1.46,0.17574102381410947,0.20600215319432152,1.0049332416455106,2.141199910915557
1.47,0.17450701118105788,0.20533651111475923,1.0048841550709886,2.141199910915557
1.48,0.1732877884175753,0.20466895113256667,1.0048355569160454,2.141199910915557
1.49,0.1720830886053029,0.20399959529119757,1.0047874423208234,2.141199910915557
1.5,0.17089265062794637,0.2033285623591118,1.00473980647382,2.141199910915557
1.51,0.16971621906276108,0.20265596789074375,1.004692644611409,2.141199910915557
1.52,0.16855354410855522,0.20198192425992392,1.0046459520173714,2.141199910915557
1.53,0.1674043813195561,0.2013065408425441,1.0045997240224092,2.141199910915557
1.54,0.16626849152492235,0.2006299240573417,1.0045539560036845,2.141199910915557
1.55,0.16514564070538332,0.19995217743995633,1.0045086433843564,2.141199910915557
1.56,0.16403559986832886,0.19927340171857189,1.0044637816331239,2.141199910915557
1.57,0.16293814492526265,0.19859369488813197,1.0044193662637715,2.141199910915557
1.58,0.16185305660705526,0.19791315225745718,1.004375392834724,2.141199910915557
1.59,0.16078012040809017,0.19723186647571023,1.0043318569486077,2.141199910915557
1.6,0.15971912634978933,0.19654992768996027,1.004288754251798,2.141199910915557
1.61,0.15866986892047566,0.19586742357528747,1.0042460804339892,2.141199910915557
1.62,0.1576321469726642,0.19518443939598534,1.0042038312277637,2.141199910915557
1.6300000000000001,0.15660576361914244,0.19450105806789536,1.0041620024081641,2.141199910915557
1.6400000000000001,0.15559052613109187,0.19381736021951543,1.0041205897922707,2.141199910915557
1.6500000000000001,0.1545862458556293,0.1931334242388364,1.0040795892387833,2.141199910915557
1.6600000000000001,0.1535927381897544,0.19244932628154018,1.0040389966476262,2.141199910915557
1.67,0.15260982234471282,0.1917651404269605,1.0039988079595001,2.141199910915557
1.68,0.15163732134018248,0.19108093867305273,1.0039590191555035,2.141199910915557
1.69,0.15067506189808091,0.1903967910008316,1.0039196262567227,2.141199910915557
1.7,0.1497228743561981,0.18971276542566518,1.0038806253238337,2.141199910915557
1.71,0.1487805925832121,0.18902892804776628,1.0038420124567082,2.141199910915557
1.72,0.14784805392314923,0.1883453430817765,1.003803783794028,2.141199910915557
1.73,0.1469250991446571,0.18766207288308964,1.003765935512902,2.141199910915557
1.74,0.14601157227291986,0.1869791780584456,1.003728463828472,2.141199910915557
1.75,0.14510732055037892,0.18629671748442836,1.003691364993538,2.141199910915557
1.76,0.14421219436232058,0.18561474835132355,1.0036546352981834,2.141199910915557
1.77,0.1433260471621469,0.18493332620739122,1.0036182710694055,2.141199910915557
1.78,0.1424487353981316,0.1842525050022625,1.0035822686707454,2.141199910915557
1.79,0.14158011844166146,0.1835723371294604,1.0035466245019267,2.141199910915557
1.8,0.14072005859568773,0.18289287341159755,1.0035113349984996,2.141199910915557
1.81,0.13986842105219488,0.18221416312231875,1.0034763966314877,2.141199910915557
1.82,0.13902507366481817,0.18153625414097188,1.0034418059070227,2.141199910915557
1.83,0.13818988696809387,0.18085919293063016,1.0034075593660028,2.141199910915557
1.84,0.13736273411817243,0.18018302457261479,1.0033736535837474,2.141199910915557
1.85,0.13654349083419456,0.1795077928007315,1.0033400851696563,2.141199910915557
1.86,0.13573203534137232,0.1788335400344734,1.0033068507668732,2.141199910915557
1.87,0.13492824831577604,0.1781603074111896,1.0032739470519514,2.141199910915557
1.8800000000000001,0.1341320128201351,0.17748813481931003,1.0032413707344714,2.141199910915557
1.8900000000000001,0.1333432142547127,0.1768170609279231,1.0032091185567282,2.141199910915557
1.9000000000000001,0.13256174031999007,0.1761471232133444,1.003177187293474,2.141199910915557
1.9100000000000001,0.13178748096015605,0.1754783579887369,1.0031455737515578,2.141199910915557
1.92,0.13102032831599134,0.1748108004311941,1.0031142747696102,2.141199910915557
1.93,0.13026017667943504,0.174144484607794,1.0030832872177295,2.141199910915557
1.94,0.12950692244983328,0.1734794435006236,1.003052607997173,2.141199910915557
1.95,0.1287604640908508,0.17281570903141488,1.0030222340400503,2.141199910915557
1.96,0.12802070194504608,0.17215331217574964,1.0029921623088842,2.141199910915557
1.97,0.12728753828979597,0.17149228292546673,1.002962389796402,2.141199910915557
1.98,0.12656087738916505,0.1708326502536497,1.002932913525324,2.141199910915557
1.99,0.1258406253827702,0.17017444218218414,1.0029037305480026,2.141199910915557
2.0,0.1251266902472464,0.16951768580367282,1.0028748379461283,2.141199910915557
2.0100000000000002,0.12441898175912945,0.16886240730248822,1.0028462328304426,2.141199910915557
2.02,0.12371741145915567,0.16820863197496233,1.0028179123404524,2.141199910915557
2.0300000000000002,0.12302189261385232,0.16755638425131822,1.0027898736441436,2.141199910915557
2.04,0.12233234003234353,0.16690568780902332,1.002762113937547,2.141199910915557
2.05,0.1216486701733733,0.1662565655029859,1.0027346304446074,2.141199910915557
2.06,0.1209708011521737,0.16560903935900276,1.00270742041695,2.141199910915557
2.07,0.12029865265474006,0.16496313062568393,1.002680481133553,2.141199910915557
2.08,0.11963214590606253,0.16431885979235117,1.0026538099004794,2.141199910915557
2.09,0.11897120363952761,0.16367624660623042,1.0026274040506087,2.141199910915557
2.1,0.11831575006748939,0.1630353100889369,1.002601260943375,2.141199910915557
2.11,0.11766571084458341,0.16239606855751215,1.0025753779644981,2.141199910915557
2.12,0.11702101290325673,0.16175853972520904,1.0025497525255724,2.141199910915557
2.13,0.11638158458346785,0.1611227406187655,1.0025243820639878,2.141199910915557
2.14,0.11574735560531405,0.1604886875937001,1.002499264042675,2.141199910915557
2.15,0.11511825700626901,0.15985639637171117,1.0024743959498157,2.141199910915557
2.16,0.1144942211147621,0.15922588205542468,1.002449775298593,2.141199910915557
2.17,0.11387518152471199,0.15859715914257058,1.0024253996269463,2.141199910915557
2.18,0.11326107307101418,0.15797024153958691,1.0024012664973279,2.141199910915557
2.19,0.11265183179361014,0.15734514258229843,1.0023773734964474,2.141199910915557
2.2,0.11204739480565654,0.15672187511588012,1.0023537182348958,2.141199910915557
2.21,0.11144770041688457,0.15610045141712764,1.002330298347095,2.141199910915557
2.22,0.11085268808736709,0.15548088322155507,1.002307111491036,2.141199910915557
2.23,0.11026229838389728,0.15486318174889724,1.0022841553480186,2.141199910915557
2.24,0.1096764729579641,0.15424735771528175,1.0022614276224227,2.141199910915557
2.25,0.10909515452450914,0.15363342134493627,1.0022389260414808,2.141199910915557
2.2600000000000002,0.10851828684146425,0.15302138238143043,1.0022166483550543,2.141199910915557
2.27,0.10794581466962395,0.1524112501109731,1.002194592335381,2.141199910915557
2.2800000000000002,0.10737768365490494,0.15180303343324658,1.0021727557767013,2.141199910915557
2.29,0.10681384047939352,0.15119674076766854,1.0021511364953064,2.141199910915557
2.3000000000000003,0.10625423279396061,0.15059238009341847,1.002129732329246,2.141199910915557
2.31,0.10569880918477051,0.14998995896872414,1.0021085411380917,2.141199910915557
2.32,0.10514751915574476,0.14938948454039072,1.0020875608027267,2.141199910915557
2.33,0.10460031311172893,0.14879096355291316,1.0020667892251371,2.141199910915557
2.34,0.10405714234236248,0.14819440235717105,1.0020462243282064,2.141199910915557
2.35,0.10351795900665117,0.1475998069187063,1.002025864055513,2.141199910915557
2.36,0.10298271611824283,0.1470071828255839,1.002005706371129,2.141199910915557
2.37,0.10245136743542183,0.14641653535438792,1.0019857492592692,2.141199910915557
2.38,0.10192386734737326,0.14582786953850574,1.0019659907239364,2.141199910915557
2.39,0.10140017118230595,0.14524118997907562,1.0019464287892395,2.141199910915557
2.4,0.10088023504605233,0.14465650094237079,1.0019270614989653,2.141199910915557
2.41,0.10036401580002727,0.1440738063721808,1.0019078869163733,2.141199910915557
2.42,0.09985147104706935,0.14349310989739666,1.001888903124006,2.141199910915557
2.43,0.09934255911782419,0.14291441483927617,1.001870108223498,2.141199910915557
2.44,0.09883723905767075,0.14233772421839042,1.0018515003353923,2.141199910915557
2.45,0.09833547061418967,0.1417630407612503,1.0018330775989548,2.141199910915557
2.46,0.09783721422512226,0.14119036690664563,1.0018148381719927,2.141199910915557
2.47,0.09734243089307332,0.14061970488034553,1.0017967802304537,2.141199910915557
2.48,0.09685108223399665,0.1400510566649237,1.0017789019683632,2.141199910915557
2.49,0.09636313057993262,0.13948442393684918,1.001761201597873,2.141199910915557
2.5,0.09587853888886308,0.13891980811999563,1.0017436773489299,2.141199910915557
2.5100000000000002,0.09539727073313256,0.13835721039174123,1.0017263274691026,2.141199910915557
2.52,0.0949192902883079,0.13779663168881254,1.001709150223409,2.141199910915557
2.5300000000000002,0.09444456232247536,0.13723807271287167,1.0016921438941446,2.141199910915557
2.54,0.0939730521859761,0.13668153393584778,1.001675306780716,2.141199910915557
2.5500000000000003,0.09350472580157915,0.13612701560501175,1.0016586371994742,2.141199910915557
2.56,0.09303954964860155,0.13557451775169221,1.0016421334835357,2.141199910915557
2.57,0.09257749062686227,0.13502404027214623,1.0016257939823425,2.141199910915557
2.58,0.0921185162004343,0.13447558284044486,1.0016096170618363,2.141199910915557
2.59,0.09166259439218938,0.13392914491095032,1.0015936011043065,2.141199910915557
2.6,0.09120969373546796,0.1333847257465414,1.0015777445081449,2.141199910915557
2.61,0.09075978326485631,0.13284232442336613,1.0015620456876886,2.141199910915557
2.62,0.0903128325073102,0.13230193983539246,1.0015465030730633,2.141199910915557
2.63,0.0898688114736261,0.13176357069875747,1.0015311151100297,2.141199910915557
2.64,0.08942769065025902,0.13122721555591454,1.0015158802598312,2.141199910915557
2.65,0.08898944099148778,0.13069287277957936,1.0015007969990435,2.141199910915557
2.66,0.0885540338911321,0.1301605405889215,1.001485863819378,2.141199910915557
2.67,0.08812144107962654,0.12963021711044426,1.0014710792273134,2.141199910915557
2.68,0.08769163478353427,0.129101900281773,1.0014564417443372,2.141199910915557
2.69,0.08726458766863919,0.12857558788500045,1.0014419499066851,2.141199910915557
2.7,0.0868402728178021,0.12805127755922763,1.0014276022651638,2.141199910915557
2.71,0.08641866372348218,0.1275289668043329,1.001413397385008,2.141199910915557
2.72,0.08599973428052865,0.12700865298458466,1.0013993338457394,2.141199910915557
2.73,0.085583458779243,0.12649033333209855,1.0013854102410276,2.141199910915557
2.74,0.08516981189871158,0.1259740049501384,1.0013716251785514,2.141199910915557
2.75,0.0847587687004087,0.12545966481626214,1.0013579772798644,2.141199910915557
2.7600000000000002,0.08435030459172363,0.12494730980322097,1.001344465180162,2.141199910915557
2.77,0.0839443952908332,0.12443693669906937,1.0013310875280537,2.141199910915557
2.7800000000000002,0.08354101691898731,0.12392854215207978,1.0013178429857506,2.141199910915557
2.79,0.08314014594900025,0.12342212270052805,1.0013047302287852,2.141199910915557
2.8000000000000003,0.08274175919704457,0.12291767477692511,1.0012917479458752,2.141199910915557
2.81,0.08234583381675069,0.12241519471089232,1.0012788948387936,2.141199910915557
2.82,0.08195234729352721,0.1219146787319096,1.0012661696222422,2.141199910915557
2.83,0.08156127743910245,0.12141612297193737,1.001253571023724,2.141199910915557
2.84,0.08117260238628678,0.12091952346791165,1.0012410977834203,2.141199910915557
2.85,0.08078630058391015,0.12042487616413967,1.001228748654067,2.141199910915557
2.86,0.08040235074004974,0.11993217694533383,1.001216522400671,2.141199910915557
2.87,0.08002073184649783,0.11944142162152135,1.0012044178004815,2.141199910915557
2.88,0.07964142322304674,0.11895260590121852,1.0011924336430236,2.141199910915557
2.89,0.07926440447793326,0.11846572541427751,1.001180568729871,2.141199910915557
2.9,0.0788896555028937,0.11798077571423404,1.0011688218745276,2.141199910915557
2.91,0.07851715646839276,0.11749775228055573,1.001157191902312,2.141199910915557
2.92,0.07814688781902669,0.11701665052079195,1.0011456776502397,2.141199910915557
2.93,0.07777883026910032,0.11653746577262458,1.001134277966912,2.141199910915557
2.94,0.0774129647983784,0.1160601933058201,1.0011229917124012,2.141199910915557
2.95,0.07704927264518406,0.11558482832574522,1.00111181775813,2.141199910915557
2.96,0.07668773525099117,0.1151113660054177,1.0011007549865685,2.141199910915557
2.97,0.07632833432037354,0.11463980144970753,1.0010898022913641,2.141199910915557
2.98,0.07597105181698484,0.11417012969716886,1.0010789585772342,2.141199910915557
2.99,0.07561586994400794,0.11370234573100979,1.001068222759799,2.141199910915557
3.0,0.07526277114021372,0.11323644448088492,1.0010575937654758,2.141199910915557
3.0100000000000002,0.0749117380761615,0.11277242082460757,1.0010470705313725,2.141199910915557
3.02,0.07456275365054185,0.11231026958978234,1.0010366520051848,2.141199910915557
3.0300000000000002,0.07421580098666104,0.11184998555535716,1.0010263371450918,2.141199910915557
3.04,0.07387086342906794,0.11139156345309598,1.0010161249196556,2.141199910915557
3.0500000000000003,0.07352792453929191,0.11093499796957336,1.0010060143077169,2.141199910915557
3.06,0.0731869680467181,0.11048028377440211,1.0009960042980923,2.141199910915557
3.0700000000000003,0.07284797789212512,0.1100274154942876,1.000986093889683,2.141199910915557
3.08,0.07251093823822746,0.10957638770637641,1.0009762820914356,2.141199910915557
3.09,0.07217583344745912,0.10912719495076045,1.0009665679221618,2.141199910915557
3.1,0.07184264807876292,0.1086798317318724,1.0009569504104407,2.141199910915557
3.11,0.07151136688449179,0.10823429251981885,1.0009474285945255,2.141199910915557
3.12,0.07118197480742172,0.10779057175165074,1.0009380015222469,2.141199910915557
3.13,0.070854456977877,0.1073486638325718,1.0009286682509206,2.141199910915557
3.14,0.0705287987109669,0.10690856313708422,1.0009194278472566,2.141199910915557
3.15,0.07020498550380776,0.10647026401014636,1.0009102793872653,2.141199910915557
3.16,0.06988300300193848,0.10603376078631888,1.0009012219560214,2.141199910915557
3.17,0.06956283701924855,0.10559904777767165,1.0008922546476808,2.141199910915557
3.18,0.06924447355788493,0.10516611926170576,1.000883376565501,2.141199910915557
3.19,0.06892789878755154,0.10473496949298657,1.000874586821666,2.141199910915557
3.2,0.06861309904289728,0.1043055927042189,1.0008658845371978,2.141199910915557
3.21,0.06830006082099317,0.10387798310727325,1.0008572688418718,2.141199910915557
3.22,0.06798877077889834,0.1034521348941629,1.0008487388741298,2.141199910915557
3.23,0.06767921573131543,0.10302804223797198,1.0008402937809973,2.141199910915557
3.24,0.06737138264833466,0.1026056992937344,1.000831932717998,2.141199910915557
3.25,0.06706525865326732,0.10218510019926394,1.0008236548490745,2.141199910915557
3.2600000000000002,0.06676083100045482,0.10176623908758506,1.00081545934639,2.141199910915557
3.27,0.06645808707891726,0.10134911008439974,1.0008073453902824,2.141199910915557
3.2800000000000002,0.06615701443871465,0.10093370729240071,1.0007993121693446,2.141199910915557
3.29,0.06585760077137716,0.1005200248021919,1.000791358880247,2.141199910915557
3.3000000000000003,0.0655598339077516,0.10010805669312327,1.0007834847276575,2.141199910915557
3.31,0.06526370181594024,0.09969779703407497,1.000775688924163,2.141199910915557
3.3200000000000003,0.06496919259931046,0.09928923988420263,1.0007679706901922,2.141199910915557
3.33,0.0646762944945755,0.09888237929364438,1.0007603292539404,2.141199910915557
3.34,0.06438499586994592,0.098477209304189,1.0007527638512925,2.141199910915557
3.35,0.06409528522335226,0.09807372394990578,1.0007452737257496,2.141199910915557
3.36,0.06380715116799293,0.09767191726510172,1.0007378581282758,2.141199910915557
3.37,0.06352058242644383,0.09727178328733287,1.0007305163171982,2.141199910915557
3.38,0.06323556785900859,0.09687331604063011,1.0007232475583236,2.141199910915557
3.39,0.06295209644639704,0.09647650954512169,1.0007160511247692,2.141199910915557
3.4,0.06267015728767654,0.09608135781783207,1.0007089262968876,2.141199910915557
3.41,0.06238973959857361,0.09568785487328034,1.0007018723621974,2.141199910915557
3.42,0.06211083270983211,0.09529599472404884,1.000694888615313,2.141199910915557
3.43,0.061833426065627375,0.09490577138132146,1.0006879743578754,2.141199910915557
3.44,0.06155750922203685,0.09451717885539203,1.000681128898483,2.141199910915557
3.45,0.06128307184556673,0.0941302111561425,1.0006743515526264,2.141199910915557
3.46,0.061010103704447066,0.0937448622976603,1.0006676416425655,2.141199910915557
3.47,0.060738594658703,0.09336112630355752,1.0006609984972001,2.141199910915557
3.48,0.060468534684929395,0.09297899719244078,1.0006544214522017,2.141199910915557
3.49,0.060199913863101515,0.09259846898509978,1.0006479098498586,2.141199910915557
3.5,0.05993272237445584,0.09221953570536581,1.000641463039007,2.141199910915557
3.5100000000000002,0.05966695050009385,0.09184219138055832,1.0006350803749666,2.141199910915557
3.52,0.05940258861963108,0.09146643004190814,1.0006287612194775,2.141199910915557
3.5300000000000002,0.05913962720989125,0.09109224572495664,1.0006225049406372,2.141199910915557
3.54,0.05887805684364559,0.09071963246993148,1.0006163109128396,2.141199910915557
