t,Asp,aspp,ASA,hs,hsp,Thr,ATP,ADP,NADPH,NADP,Pi,Lys
0.97,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
0.98,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
0.99,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.0,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.01,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.02,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.03,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.04,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.05,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.06,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.07,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.08,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.09,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.1,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.11,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.12,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.1300000000000001,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.1400000000000001,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.1500000000000001,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.16,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.17,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.18,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.19,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.2,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.21,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.22,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.23,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.24,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.25,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.26,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.27,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.28,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.29,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.3,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.31,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.32,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.33,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.34,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.35,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.36,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.37,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.3800000000000001,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.3900000000000001,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.4000000000000001,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.41,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.42,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.43,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.44,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.45,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.46,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.47,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.48,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.49,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.5,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.51,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.52,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.53,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.54,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.55,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.56,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.57,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.58,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.59,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.6,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.61,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.62,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.6300000000000001,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.6400000000000001,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.6500000000000001,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.6600000000000001,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.67,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.68,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.69,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.7,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.71,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.72,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.73,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.74,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.75,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.76,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.77,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.78,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.79,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.8,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.81,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.82,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.83,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.84,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.85,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.86,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.87,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.8800000000000001,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.8900000000000001,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.9000000000000001,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.9100000000000001,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.92,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.93,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.94,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.95,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
1.96,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
