t,Cdc25_P,Wee1_P,UbE,cyclin,cyclin_Cdc2,MPF_active,Tyr15P_dimer,MPF_pre,IE_P
0.1,3.3824531487099026e-07,3.895192633459175e-07,4.3737532209860703e-10,0.9048811791361665,0.08933618758343878,0.0011206822073112502,0.004584753070275551,7.719800280800925e-05,2.0084550013391065e-07
0.11,4.4514763484998145e-07,5.138141206142194e-07,6.151026045251728e-10,0.8958863860661659,0.09717046257983446,0.0013413407393924616,0.005499838357514665,0.00010197225709269824,2.599962797011898e-07
0.12,5.714330086006281e-07,6.61108675508171e-07,8.369768887097694e-10,0.886981797762345,0.10481877996436124,0.0015790292713852403,0.006489007261979305,0.00013138573992933309,3.2835606147779515e-07
0.13,7.183723810911519e-07,8.330349317091304e-07,1.1078284009818818e-09,0.8781664938169131,0.11228444172630281,0.0018331203046115106,0.007550161786862492,0.00016578236531020885,4.061910452191625e-07
0.14,8.871685980605176e-07,1.0311590341835946e-06,1.4322462921129017e-09,0.8694395633397218,0.11957069834665396,0.0021030007295057924,0.008681242916524307,0.0002054946675942714,4.937156956372523e-07
0.15,1.078947374875098e-06,1.2569742151230652e-06,1.814694109227947e-09,0.8608001054011284,0.1266807455026065,0.0023880730224280972,0.009880233336399095,0.0002508427374380145,5.910696681034001e-07
0.16,1.2947645283836246e-06,1.5119064037895598e-06,2.2593522998991137e-09,0.8522472286852132,0.1336177266624332,0.0026877542983307977,0.011145155288691547,0.0003021350653314485,6.983390234282943e-07
0.17,1.5356088823277092e-06,1.7973164656901964e-06,2.7700304982449435e-09,0.843780051353408,0.14038473411142807,0.0030014759343137834,0.012474069723568538,0.00035966887728175364,8.155657797945049e-07
0.18,1.8024071271000155e-06,2.114504096047484e-06,3.350207099319428e-09,0.8353977007870688,0.14698481083696616,0.0033286828975067715,0.013865074749433128,0.0004237307290254391,9.427551387342926e-07
0.19,2.0960325916229903e-06,2.4647150045523215e-06,4.0032992636595e-09,0.8270993130917115,0.15342095411022927,0.003668832486886644,0.015316302697890825,0.0004945976132820315,1.0798792204719846e-06
0.2,2.417298308142251e-06,2.849134885683169e-06,4.732007749382846e-09,0.8188840335581602,0.1596961122558513,0.004021395428133848,0.01682592275069851,0.0005725360071563459,1.22689481409738e-06
0.21,2.7669631277578443e-06,3.2688943686632713e-06,5.538430453620277e-09,0.810751016328614,0.1658131870816002,0.004385855013390484,0.018392138945360882,0.0006578026310346654,1.3837494830653029e-06
0.22,3.1457351470713383e-06,3.7250717052488696e-06,6.424017574370195e-09,0.802699424226527,0.17177503514190473,0.004761706643833397,0.020013189132878587,0.0007506448548565027,1.5503900698835687e-06
0.23,3.5542709654556843e-06,4.218692342983941e-06,7.389791629328851e-09,0.7947284287617696,0.17758446764347216,0.005148457883998155,0.021687345066196115,0.0008513006445641004,1.7267515819069016e-06
0.24,3.993154093475658e-06,4.750713156762692e-06,8.438193647803874e-09,0.7868372109657337,0.1832442438269466,0.005545631008381717,0.02341291793830704,0.0009599962606312205,1.9126341757584618e-06
0.25,4.462923994684747e-06,5.322043939123403e-06,9.570980049540673e-09,0.7790249602108399,0.18875708019261134,0.00595275949531375,0.025188250685358023,0.0010769494158771617,2.1078519046768668e-06
0.26,4.964073384011618e-06,5.9335455320525995e-06,1.0789595452964993e-08,0.7712908742936786,0.1941256497930387,0.006369388315446212,0.02701171858712705,0.0012023690107096628,2.312211090457004e-06
0.27,5.497047384608417e-06,6.586029335507674e-06,1.2095381694998923e-08,0.7636341594422081,0.19935258211875273,0.006795073995267919,0.028881729372912324,0.0013364550708591261,2.5254989514775893e-06
0.28,6.062249795754895e-06,7.280262230155513e-06,1.348885915325502e-08,0.7560540300010795,0.20444046543624902,0.0072293837748199155,0.03079672129418463,0.001479399493667146,2.7475159685801285e-06
0.29,6.660041391890419e-06,8.016965308748556e-06,1.4970302553760996e-08,0.7485497085041745,0.2093918462226047,0.00767189581856196,0.03275516359496252,0.0016313858596965797,2.9780554307164237e-06
0.3,7.290741003262596e-06,8.796814768659533e-06,1.653986492522548e-08,0.7411204256119825,0.2142092296135533,0.008122199058625832,0.03475555614523781,0.0017925895706007344,3.216901418039942e-06
0.31,7.954628369349193e-06,9.620444183088234e-06,1.8197410044773598e-08,0.733765419962534,0.2188950804991728,0.008579892803367958,0.036796428539692984,0.0019631781952326255,3.463838598474852e-06
0.32,8.651940962576417e-06,1.0488442420427491e-05,1.994243810040937e-08,0.726483938239028,0.22345182285253976,0.00904458703892077,0.03887634068340402,0.0021433111861077947,3.7186378475436846e-06
0.33,9.382876787771021e-06,1.1401355811964663e-05,2.1774090830190755e-08,0.7192752350374999,0.22788184072624687,0.009515902064091067,0.040993881967329344,0.0023331402048330824,3.981062766626143e-06
0.34,1.0147599951755467e-05,1.2359692288964188e-05,2.369119350405366e-08,0.7121385726417901,0.23218748002208559,0.009993467816221187,0.04314766979007241,0.0025328097298309145,4.250885889006176e-06
0.35000000000000003,1.094624006911435e-05,1.3363921137692114e-05,2.5692214927278342e-08,0.7050732210047718,0.23637104854036523,0.010476923884687012,0.04533634953424681,0.002742457035929538,4.527883329679411e-06
0.36,1.1778892524459373e-05,1.4414473421508411e-05,2.7775812993386248e-08,0.698078457688172,0.2404348163385033,0.010965919411625022,0.04755859428741847,0.002962212274281613,4.811820260147831e-06
0.37,1.2645618709957291e-05,1.551174238650486e-05,2.9941391082637354e-08,0.6911535678029738,0.24438101608407856,0.011460112995083909,0.04981310456784827,0.0031921985500158482,5.1024360598366594e-06
0.38,1.3546450220883853e-05,1.665608649992317e-05,3.218791912267049e-08,0.6842978438570608,0.24821184429393098,0.011959172204243116,0.05209860728215349,0.0034325323626119043,5.399481209205332e-06
0.39,1.4481389144612895e-05,1.7847829890023503e-05,3.451446742462898e-08,0.6775105856944127,0.25192946169873487,0.012462773477520648,0.05441385544106403,0.003683323688268056,5.702703113895247e-06
0.4,1.5450408780307275e-05,1.9087263040897388e-05,3.692000538141973e-08,0.6707911004289736,0.2555359936754257,0.012970601986238948,0.05675762781395604,0.003944676095406133,6.011850281182411e-06
0.41000000000000003,1.6453452850750713e-05,2.0374642409515176e-05,3.94025664084415e-08,0.664138702425156,0.25903353027437453,0.013482351664499813,0.05912872892898871,0.00421668670698125,6.32668693846428e-06
0.42,1.7490439730712817e-05,2.171019362452135e-05,4.196045387958668e-08,0.6575527131237825,0.2624241275912788,0.013997724687054238,0.061525987926206636,0.004499446671678262,6.646974483036846e-06
0.43,1.856126287757265e-05,2.30941119734855e-05,4.459190193793173e-08,0.6510324609850363,0.2657098081210421,0.014516431365064966,0.0639482582789989,0.004793041249858063,6.972478042078332e-06
0.44,1.966579152950667e-05,2.4526563086100532e-05,4.7295023106472384e-08,0.6445772814224517,0.26889256118712496,0.015038190011366307,0.0663944174515083,0.005097549927549049,7.302966659781705e-06
0.45,2.0803870035724506e-05,2.6007682658545842e-05,5.006784694357568e-08,0.6381865167764326,0.2719743430178459,0.015562726952389335,0.06886336685837544,0.0054130463949570735,7.638205774221392e-06
0.46,2.1975320337275066e-05,2.753757839001426e-05,5.290828829642386e-08,0.6318595161961654,0.2749570776387342,0.016089776201467607,0.07135403112591948,0.005739598837713604,7.977963848300043e-06
0.47000000000000003,2.3179944013495354e-05,2.9116331614256315e-05,5.581412526051914e-08,0.6255956355341622,0.27784265765237587,0.016619079178827077,0.07386535744962731,0.006077270185007846,8.322017049325382e-06
0.48,2.4417522472272376e-05,3.0743997625514676e-05,5.878303389452028e-08,0.61939423729506,0.28063294453560816,0.01715038463161102,0.07639631536470305,0.00642611817301794,8.670145752115192e-06
0.49,2.5687814914002584e-05,3.242060437195754e-05,6.181313434956426e-08,0.6132546906578216,0.28332976830360407,0.01768344880933172,0.07894589705544207,0.006786195173800793,9.022125951880833e-06
0.5,2.6990562368125806e-05,3.414615554989271e-05,6.490248914926357e-08,0.6071763713042418,0.28593492885840893,0.01821803495474726,0.08151311622886102,0.0071575486537412,9.377738254272588e-06
0.51,2.8325489423880144e-05,3.592063202801337e-05,6.804899251842416e-08,0.6011586613208737,0.2884501966987185,0.018753913054435363,0.08409700753281739,0.007540221393155239,9.736770118716835e-06
0.52,2.9692304146328626e-05,3.7743991957478846e-05,7.125056642738141e-08,0.5952009491587154,0.2908773131270617,0.01929085979372083,0.08669662640255765,0.00793425151794469,1.0099012780654964e-05
0.53,3.109069898194095e-05,3.961617159974517e-05,7.450518174452779e-08,0.589302629561257,0.29321799073197813,0.019828658399903505,0.08931104867289898,0.008339672633962661,1.0464260994022862e-05
0.54,3.2520351624264794e-05,4.153708612622002e-05,7.781088129736178e-08,0.583463103493707,0.29547391385973465,0.020367098489811296,0.09193937019935956,0.008756513957387692,1.0832312605247575e-05
0.55,3.3980925839686834e-05,4.350663038974209e-05,8.116580484205851e-08,0.577681778073398,0.29764673907557987,0.02090597592167824,0.09458070648823769,0.00918480044110637,1.1202967958761132e-05
0.56,3.547206963296679e-05,4.5524677710153316e-05,8.456792725787674e-08,0.5719580665916812,0.29973809483887065,0.021445092960820672,0.09723419299490796,0.00962455261371975,1.1576035534436884e-05
0.5700000000000001,3.699341480033055e-05,4.7591079698208664e-05,8.80149559162611e-08,0.5662913884878027,0.30174958159029647,0.021984258281046845,0.09989898507191658,0.010075786568937706,1.1951333929795007e-05
0.58,3.854458312455359e-05,4.9705671043595534e-05,9.150496611214387e-08,0.5606811690936676,0.303682773806618,0.022523286181224646,0.10257425624486724,0.01053851467362284,1.232867735246362e-05
0.59,4.0125184179719056e-05,5.1868268035886135e-05,9.503611842769114e-08,0.5551268396675806,0.3055392195730542,0.023061996792401597,0.10525919859821022,0.011012745368753652,1.2707881340944651e-05
0.6,4.1734815747684175e-05,5.407866903843262e-05,9.860667013686164e-08,0.5496278373377785,0.30732044093013994,0.023600215976079995,0.10795302250283563,0.01149848325316613,1.3088761840032454e-05
0.61,4.3373064225570296e-05,5.6336654957198635e-05,1.0221499192651588e-07,0.5441836050460758,0.30902793421927854,0.02413777522316374,0.11065495634483286,0.011995729166649394,1.3471134032190225e-05
0.62,4.503950498344489e-05,5.8641989674020344e-05,1.0585958543560711e-07,0.5387935914930301,0.31066317041490293,0.02467451155839914,0.11336424626568874,0.012504480267979349,1.3854811024619709e-05
0.63,4.673370449209441e-05,6.0994421683205355e-05,1.0953888324244023e-07,0.5334572510367486,0.3122275958808824,0.025210267264203813,0.11608015553750346,0.013024730280662023,1.4239612376286717e-05
0.64,4.8455229365407434e-05,6.33936904336356e-05,1.1325021400817905e-07,0.5281740434099789,0.3137226347882948,0.025744888897796307,0.11880196250915034,0.013556470394779922,1.4625410688574072e-05
0.65,5.020363328135136e-05,6.583951760991117e-05,1.1699141681359617e-07,0.5229434340194266,0.3151496862121748,0.026278228570899134,0.12152896312908387,0.014099688068415852,1.5012056963240626e-05
0.66,5.197846102562317e-05,6.833161006820596e-05,1.2076039578460996e-07,0.5177648937947842,0.31651012534439554,0.02681014347884851,0.12426046992769274,0.014654367454279305,1.539940002711016e-05
0.67,5.377925005481962e-05,7.086966108185622e-05,1.2455496719274664e-07,0.5126378991032318,0.3178053041086465,0.02734049568376281,0.12699581151384348,0.015220489590515713,1.5787292477387893e-05
0.68,5.56055309040454e-05,7.345335079862918e-05,1.2837284005331152e-07,0.5075619316945511,0.3190365514961155,0.027869152016281387,0.12973433231157297,0.015798032481479377,1.6175590416323525e-05
0.6900000000000001,5.745682756439283e-05,7.60823466758182e-05,1.322115951802816e-07,0.5025364786472419,0.320205173892511,0.028395983980784974,0.1324753923041496,0.016386971175312737,1.6564153149533148e-05
0.7000000000000001,5.933265794668288e-05,7.875630397223988e-05,1.360686914405333e-07,0.4975610323125892,0.3213124554242096,0.02892086765225358,0.13521836676160887,0.016987277849338994,1.6952843087916984e-05
0.71,6.123253894476189e-05,8.147486936347601e-05,1.3994261377215457e-07,0.49263509013829027,0.32235965940091676,0.029443683105480095,0.13796264502522151,0.017598922330091568,1.7341535157310057e-05
0.72,6.315598269610183e-05,8.423767857483882e-05,1.4383185326078578e-07,0.4877581547231997,0.32334802765552895,0.029964314740479482,0.1407076311002663,0.018221871780525808,1.7730108087180192e-05
0.73,6.510249549451602e-05,8.704435581448541e-05,1.4773454805681153e-07,0.48292973380271914,0.3242787805156263,0.030482651338429,0.14345274370552827,0.01885609063769752,1.8118441192419395e-05
0.74,6.707157985947815e-05,8.989451534943187e-05,1.51648909717378e-07,0.47814934015159744,0.3251531175270267,0.030998585796801887,0.1461974156759562,0.019501540848618,1.8506417688227788e-05
0.75,6.906273491237913e-05,9.278776192959291e-05,1.5557323734119398e-07,0.4734164915313556,0.32597221777171254,0.03151201503720605,0.14894109371407474,0.02015818194565128,1.889392454052578e-05
0.76,7.107545673298666e-05,9.57236911966667e-05,1.5950593271130845e-07,0.46873071063844246,0.32673724017956574,0.032022839915652995,0.15168323814664428,0.02082597111969475,1.9280852301322415e-05
0.77,7.310923869610712e-05,9.870189007786549e-05,1.6344551644586508e-07,0.4640915250531229,0.32744932383390873,0.03253096513525705,0.15442332268656841,0.021504863291143133,1.9667094929039947e-05
0.78,7.516357252570195e-05,0.00010172193766466846,1.6739065661032082e-07,0.4594984671711651,0.3281095884383826,0.03303629908798878,0.15716083405514153,0.022194811247322133,2.0052545628343892e-05
0.79,7.723794907751942e-05,0.00010478340590566713,1.7134019442758786e-07,0.45495107414238156,0.32871913472044056,0.033538753723908146,0.15989527165901304,0.02289576575425694,2.0437094028676312e-05
0.8,7.933185687017929e-05,0.00010788585877015949,1.7529313632505958e-07,0.4504488878641864,0.3292790443215128,0.03403824464494628,0.1626261477110524,0.023607675458302314,2.0820635351643567e-05
0.81,8.144478321677796e-05,0.00011102885317430426,1.7924868769726074e-07,0.4459914549121491,0.3297903802764105,0.03453469094032636,0.1653529868414354,0.024330487029678875,2.1203065469473115e-05
0.8200000000000001,8.357621453261152e-05,0.00011421193934660175,1.8320627518471096e-07,0.4415783264908377,0.33025418730381867,0.03502801510444252,0.1680753258720213,0.025064145228879956,2.1584280273350998e-05
0.8300000000000001,8.572563660709378e-05,0.00011743466116735997,1.8716556971207852e-07,0.4372090583857842,0.3306714920869588,0.03551814295876224,0.17079271359912457,0.025808592969370416,2.1964175112816217e-05
0.84,8.789253485887294e-05,0.00012069655649503877,1.9112651058085725e-07,0.43288321091610793,0.3310433035487389,0.03600500357586072,0.17350471058094472,0.02656377137834795,2.234264420399578e-05
0.85,9.007639487551194e-05,0.00012399715766624747,1.950889290680037e-07,0.42860034888257414,0.33137061317738964,0.0364885291792969,0.1762108888802975,0.027329619880442035,2.271958605227214e-05
0.86,9.227670431755264e-05,0.00012733599283862844,1.9905033274167466e-07,0.4243600414923667,0.33165439560323234,0.03696865492512926,0.1789108315857916,0.028106076393480228,2.3094936551346156e-05
0.87,9.449295068308758e-05,0.00013071258476552518,2.0300918404341316e-07,0.42016186235599223,0.33189560840387855,0.03744531904522016,0.18160413301288492,0.028893077182024343,2.3468619347029364e-05
0.88,9.672462214809688e-05,0.00013412645147418858,2.0696405928583463e-07,0.4160053894312289,0.3320951924785611,0.03791846272288205,0.1842903984030943,0.029690556964233818,2.38405582089522e-05
0.89,9.89712080344728e-05,0.00013757710671052854,2.109132823997044e-07,0.41189020497389833,0.33225407235089427,0.03838803000167008,0.18696924368609025,0.030498448987447267,2.4210682239308382e-05
0.9,0.00010123219902920162,0.0001410640602269328,2.1485486891528705e-07,0.4078158954933188,0.3323731564230043,0.03885396771654945,0.18964029528445417,0.03131668508267345,2.4578926395524607e-05
0.91,0.00010350708739041086,0.00014458681805923655,2.187864661128393e-07,0.40378205170835396,0.3324533372248295,0.039316225426875163,0.19230318992249415,0.0321451957174474,2.494523205532364e-05
0.92,0.00010579536715397657,0.0001481448828028048,2.2270533756097487e-07,0.3997882685036689,0.33249549166211045,0.03977475534968849,0.19495757443608702,0.0329839100484454,2.5309547216234278e-05
0.93,0.00010809653507396757,0.00015173775442115688,2.2661097387313424e-07,0.3958341448654181,0.3325004814516151,0.040229512213259724,0.19760310542122525,0.03383275604848203,2.5671804486406056e-05
0.9400000000000001,0.00011041009019641245,0.00015536493005909442,2.3050293387974094e-07,0.39191928385587876,0.33246915320350173,0.04068045326024384,0.2002394491862493,0.03469166049412658,2.603193943767612e-05
0.9500000000000001,0.00011273553372828962,0.00015902590406929743,2.343797676812246e-07,0.3880432925799414,0.3324023385781381,0.041127538218977085,0.2028662816398785,0.035560548983065175,2.638989981554737e-05
0.96,0.0001150723694994659,0.00016272016846897205,2.3824006985844233e-07,0.3842057821350258,0.3323008545939287,0.04157072921040425,0.20548328804913416,0.03643934601150728,2.674563673730977e-05
0.97,0.00011742010411940731,0.0001664472131731629,2.420825004068998e-07,0.3804063675698671,0.3321655038552072,0.04200999068871342,0.20809016286598053,0.03732797502023195,2.7099104633544612e-05
0.98,0.00011977824712245346,0.00017020652621845128,2.4590580782096566e-07,0.37664466784384953,0.3319970747757338,0.04244528938359738,0.21068660955764754,0.038226358439171965,2.7450261181422213e-05
0.99,0.0001221463111016562,0.00017399759397704022,2.4970885432808027e-07,0.37292030578688723,0.3317963417977991,0.042876594244141863,0.21327234044063587,0.039134417730536136,2.7799067229792974e-05
1.0,0.0001245238124878234,0.00017781990181125443,2.5349088328217616e-07,0.36923290804446335,0.33156406575730957,0.043303876318194864,0.21584707638761214,0.04005207349242035,2.8145477110132434e-05
1.01,0.00012691027209717974,0.000181672934567686,2.5725170831410026e-07,0.36558210502837024,0.3313009941941094,0.04372710865551874,0.21841054658179615,0.04097924554020574,2.8489432156865338e-05
1.02,0.0001293052134276863,0.00018555617552660765,2.6099108592391726e-07,0.36196753092049466,0.33100786114495107,0.04414626643820148,0.22096248872118207,0.041915852775170986,2.8830886986810274e-05
1.03,0.0001317081636407559,0.00018946910719004538,2.6470907594272567e-07,0.35838882361394425,0.3306853875496686,0.0445613268410346,0.22350264868927763,0.042861813306075226,2.9169796318757894e-05
1.04,0.00013411865368826397,0.00019341121148230383,2.6840609592131655e-07,0.35484562467448455,0.3303342814598412,0.04497226897846275,0.22603078039749092,0.04381704448972086,2.9506114120922614e-05
1.05,0.0001365362184021991,0.00019738196992311036,2.720829681932435e-07,0.351337579303132,0.32995523823712597,0.045379073855771425,0.2285466456363624,0.04478146296760848,2.983979312943098e-05
1.06,0.00013896039657398094,0.0002013808637919018,2.757409694911955e-07,0.34786433629926716,0.32954894074744884,0.04578172432179033,0.23105001393025998,0.04575498470123395,3.0170784342461674e-05
1.07,0.00014139073102344542,0.00020540737428325368,2.7938188311667297e-07,0.34442554802427044,0.329116059551054,0.04618020502311229,0.23354066239553598,0.046737525006027576,3.0499036490037223e-05
1.08,0.0001438267686574974,0.00020946098265345165,2.8300805366296646e-07,0.3410208703656784,0.3286572530884121,0.046574502359827664,0.23601837560214672,0.04772899858393537,3.08244954794674e-05
1.09,0.00014626806087183087,0.00021354117060231142,2.8662168337169095e-07,0.3376499626934306,0.32817316794431184,0.046964604406738115,0.23848294536716141,0.048729319588358355,3.1147109886856415e-05
1.1,0.00014871416661485712,0.00021764742249215496,2.902183766951192e-07,0.3343124877528728,0.32766443973038484,0.04735050056356605,0.24093417001047063,0.049738401942706,3.146688233089118e-05
1.11,0.0001511646480433309,0.00022177922244790145,2.9379661625805505e-07,0.33100811173479044,0.32713169224011523,0.04773218196105295,0.24337185511224843,0.050756158951793265,3.178379374625041e-05
1.12,0.00015361907136764445,0.00022593605504011712,2.973560450559729e-07,0.327736504221897,0.32657553781105925,0.048109641338327506,0.24579581322073413,0.051782503407982426,3.209781695385721e-05
1.1300000000000001,0.00015607700753281518,0.00023011740585285255,3.008960827332665e-07,0.32449733813951653,0.3259965776470553,0.04848287293749017,0.2482058635946611,0.05281734768127726,3.2408927561952e-05
1.1400000000000001,0.00015853803226955335,0.00023432276161465296,3.044158784708608e-07,0.32129028972157125,0.32539540199195766,0.048851872462892715,0.25060183207463066,0.053860603748948035,3.2717104200078394e-05
1.1500000000000001,0.00016100172613750166,0.0002385516103224402,3.0791426103571817e-07,0.31811503847703043,0.32477259029981276,0.04921663704167804,0.2529835509574416,0.05491218322403748,3.302232877173197e-05
1.16,0.0001634676745606454,0.000242803441358267,3.113896859922396e-07,0.31497126715682094,0.3241287114014765,0.04957716518558023,0.2553508588733749,0.05597199738274774,3.332458672567194e-05
1.17,0.00016593546785489475,0.00024707774559894343,3.148401800755607e-07,0.31185866172119975,0.3234643236676737,0.04993345675398488,0.25770360066643355,0.05703995719070845,3.362386734589569e-05
1.18,0.00016840470124784658,0.0002513740155185415,3.182632827391866e-07,0.3087769113075877,0.3227799751685017,0.05028551291824857,0.2600416272775358,0.05811597332812649,3.392016406022971e-05
1.19,0.00017087497642387747,0.0002556917464128907,3.2165809833810947e-07,0.305725708155992,0.3220762042338125,0.05063333595613575,0.26236479528106554,0.05919995637299457,3.4213466883722105e-05
1.2,0.00017334590089836309,0.0002600304360239384,3.250243636974879e-07,0.30270474759537697,0.32135353943943995,0.05097692928897141,0.26467296691760567,0.06029181675860633,3.450376600357709e-05
1.21,0.0001758170862749169,0.0002643895833401305,3.283599838680557e-07,0.2997137280615144,0.3206124992972837,0.05131629764386583,0.26696601038253964,0.06139146461479676,3.4791061086267364e-05
1.22,0.00017828814939731995,0.00026876868952726836,3.3166256619160635e-07,0.296752351034128,0.3198535927074977,0.05165144689319839,0.2692437994557637,0.062498809909412555,3.5075355677881494e-05
1.23,0.0001807587123660063,0.00027316725802178904,3.3492939710103264e-07,0.29382032100603306,0.3190773191096643,0.05198238402123453,0.2715062133914776,0.06361376247159084,3.535665742159296e-05
1.24,0.000183228402548403,0.00027758479461815626,3.381574184018392e-07,0.2909173454526904,0.318284168630854,0.05230911709181518,0.2737531368105472,0.06473623201409356,3.5634978285139486e-05
1.25,0.00018569685258312352,0.00028202080755036275,3.413432030351262e-07,0.2880431348021752,0.3174746222305704,0.0526316552171186,0.27598445959543855,0.06586612815469761,3.5910334798312493e-05
1.26,0.0001881637003780155,0.00028647480756754414,3.444829303220454e-07,0.2851974024055604,0.3166491518425811,0.05295000852749455,0.27820007678772374,0.06700336043664055,3.6182748300456816e-05
1.27,0.00019062858910206238,0.0002909463080037039,3.475723606897282e-07,0.28237986450771485,0.31580822051363444,0.053264188142370945,0.2803998884881579,0.06814783834812224,3.645224519798053e-05
1.28,0.00019309116762535836,0.0002954348251833673,3.506091407239715e-07,0.27959024020516415,0.3149522826643607,0.053574206089842175,0.2825837996511701,0.0692994713894633,3.671883992506207e-05
1.29,0.00019555109200166104,0.00029993987961055246,3.5360048927203386e-07,0.27682825137354006,0.31408178463635555,0.05388007510636741,0.2847517196322044,0.07045816925153296,3.698247795555826e-05
1.3,0.0001980080225811581,0.0003044609938680428,3.56548490829571e-07,0.27409362272371113,0.3131971640324136,0.054181808940854205,0.28690356277669826,0.0716238415263232,3.7243145089742543e-05
1.31,0.0002004616249785263,0.0003089976934166541,3.5945520353839524e-07,0.2713860817448233,0.312298850118848,0.05447942221442681,0.2890392480921501,0.0727963978297522,3.75008296212802e-05
1.32,0.00020291157024958752,0.00031354950679767646,3.6232373708836765e-07,0.268705358670837,0.3113872640080778,0.05477293037184032,0.291158699109744,0.0739757478395013,3.7755514434321266e-05
1.33,0.00020535753487939192,0.0003181159656921437,3.6515839396696923e-07,0.2660511864528414,0.3104628187877778,0.05506234965500886,0.2932618437919846,0.07516180131238771,3.800717606151224e-05
1.34,0.0002077992007656631,0.0003226966049753497,3.679648179320763e-07,0.26342330073173925,0.30952591964732973,0.055347697077432194,0.2953486144425448,0.07635446810095445,3.825578369453463e-05
1.35,0.00021023625519760611,0.00032729096276661073,3.707501497079415e-07,0.2608214398113016,0.30857696400157525,0.05562899039952064,0.29741894761832544,0.0775536581692774,3.850129814717036e-05
1.36,0.00021266839083007846,0.000331898580474275,3.735231899043787e-07,0.25824534463159327,0.3076163416118714,0.05590624810481852,0.29947278404372785,0.07875928160798941,3.8743670770894136e-05
1.37,0.00021509530568675802,0.0003365190028619845,3.76294146921339e-07,0.2556947587417117,0.3066444347142695,0.05617948937308175,0.3015100685186765,0.07997124865226099,3.89828449338862e-05
1.3800000000000001,0.00021751670455987806,0.00034115177919358513,3.790568020224667e-07,0.2531694282288943,0.3056616185541904,0.0564487338857793,0.3035307494763626,0.08118946985477388,3.921886622009259e-05
1.3900000000000001,0.00021993229755844584,0.00034579646217209616,3.818064200093807e-07,0.2506691017373973,0.30466826108702655,0.05671400197478925,0.30553477925937134,0.08241385594141601,3.945177159373274e-05
1.4000000000000001,0.00022234179965930284,0.000350452607652902,3.845450197027834e-07,0.24819353045610715,0.3036647229702603,0.056975314650858415,0.3075221141445768,0.0836443177781978,3.968155672121615e-05
1.41,0.00022474493125022548,0.0003551197751228149,3.87274139821327e-07,0.2457424680752226,0.3026513578439438,0.05723269351312416,0.3094927141195205,0.08488076644818938,3.990822061204642e-05
1.42,0.0002271414181026902,0.0003597975277369905,3.899947135945825e-07,0.24331567076107213,0.3016285124432804,0.05748616072755173,0.3114465428033116,0.08612311326478457,4.013176630029344e-05
1.43,0.00022953099134122952,0.00036448543235203986,3.927069351757203e-07,0.24091289713126346,0.30059652670886594,0.05773573900612221,0.31338356736943057,0.0873712697843183,4.03522015739632e-05
1.44,0.0002319133874093797,0.0003691830595553375,3.954101178539023e-07,0.2385339082301641,0.29955573389459106,0.05798145158677121,0.3153037584704359,0.08862514781803818,4.056953975226506e-05
1.45,0.0002342883480322195,0.00037388998369052685,3.981025440663863e-07,0.23617846750471425,0.2985064606732043,0.0582233222140782,0.3172070901645743,0.08988465944342935,4.078380051077661e-05
1.46,0.00023665562017550023,0.0003786057828792218,4.007813072103414e-07,0.2338463407805711,0.2974490272395352,0.058461375120706496,0.3190935398442942,0.09114971701489344,4.099501075450603e-05
