t,E,Cai,Cao,Nai,Nao,Ki,Ko,dL,fL,fL2,dT,fT,m,h,x,y,Caup,Carel
0.1,-60.027944757377746,4.921824868569026e-05,2.000133203583183,7.496952390044418,140.0061299130849,140.01038020983935,5.398069889985507,0.0002995380642985972,0.2321328369564711,0.3761697882359425,0.0022647124838316474,0.1082511483322863,0.03812824730856363,0.005746921273595716,0.2969064945797418,0.04203753990567407,0.5260027648772452,0.24216882555989833
0.11,-59.42202509008329,5.112755307708983e-05,2.0001261921227167,7.496520197471065,140.0076039686887,140.0108951591767,5.395802269575582,0.00032815206845477224,0.2399781266014433,0.38706056668504385,0.0024996943454591346,0.09989741679656729,0.04309552767915303,0.005115051996502135,0.28010899353884433,0.042876818889445244,0.5207082342579753,0.25400669109951574
0.12,-58.79519383557006,5.3221961865641576e-05,2.0001219886436843,7.49606503064939,140.00904695318832,140.0114367560341,5.393623734652402,0.0003605962500254287,0.24777567567740963,0.39711355406890614,0.002768153275619772,0.09182933267415953,0.048871227010239854,0.004533241283644376,0.26458800873250066,0.043625856208652815,0.515495149373945,0.26554874207232687
0.13,-58.142790931033915,5.554447612030934e-05,2.0001205633393546,7.495589695462904,140.0104484709639,140.01200291236034,5.391535738075425,0.00039772569860042055,0.25552899887138675,0.4063223365716065,0.003077802157554686,0.0840639195645938,0.05564519561330607,0.003999217822435309,0.25024042484008596,0.044284248049931085,0.5103663052617771,0.2767729885495569
0.14,-57.45886833301128,5.814936177236749e-05,2.0001219428393155,7.495097081972415,140.01179871168884,140.01259164929476,5.38953907571439,0.00044069180229088244,0.2632422555009201,0.41467295946715954,0.003439080584615355,0.0765983276616628,0.06367243963719248,0.0035095965894912343,0.23697467208095255,0.044851201430342186,0.5053254457901551,0.2876514740889327
0.15,-56.73558555581938,6.110852275571182e-05,2.00012621398992,7.494590271798431,140.01308788192867,140.0132010738159,5.3876340603824735,0.0004910924167112464,0.27092048567861693,0.4221418466366316,0.003866557824227749,0.06941696046592614,0.07330503387105755,0.00306054773561457,0.2247098842593574,0.045325415796453036,0.5003776053534502,0.29814809615782406
0.16,-55.962259829601614,6.452163042451377e-05,2.0001335303920365,7.4940726977029035,140.01430544175994,140.01382935030773,5.385820703173328,0.0005512255902457454,0.2785699710195858,0.428692531416441,0.004381317498390257,0.0624950945265834,0.0850450097386156,0.0026481407442145574,0.2133754045828964,0.04570490547789681,0.49552964665058874,0.3082152347808864
0.17,-55.12380896277169,6.853338537890034e-05,2.0001441214535536,7.493548393581521,140.01543898151508,140.01447466360972,5.384098918507374,0.0006245401434372874,0.2861988105714032,0.43427037635641225,0.005015224004700947,0.05580015726572075,0.09963598052462226,0.002268504066397503,0.20291073352447275,0.04598672824771318,0.4907911424335217,0.3177882791105846
0.18,-54.19805922792952,7.33649926945727e-05,2.000158301687084,7.493022409650482,140.01647241537836,140.01513516791752,5.382468777174771,0.0007164880055107718,0.2938178843713964,0.4387937235209224,0.0058190629916309786,0.04929115486381825,0.1182303423430076,0.0019178778778364037,0.1932661569445845,0.04616655976138319,0.48617589296326075,0.32677626214370403
0.19,-53.150758886869255,7.937625262049246e-05,2.0001764711079497,7.4925015539768784,140.01738278491754,140.0158089104039,5.38093085620515,0.0008362676986040922,0.30144256750531756,0.44213821219400085,0.00687936501708443,0.0429162692536605,0.14271421462764308,0.0015926092008012845,0.18440457316284903,0.04623799679611107,0.48170471533315956,0.335044701128358
0.2,-51.92553852389741,8.720048563464405e-05,2.0001990722364105,7.491995834432767,140.018134011753,140.01649370677643,5.379486785429659,0.0010007769926870373,0.3090960285337363,0.44410684787082355,0.008357020241564846,0.036607993104858766,0.17638822723627373,0.0012891207111903162,0.1763057698423229,0.04619134694911075,0.4774110278016761,0.3423812780234975
0.21,-50.42143393120727,9.807685533819495e-05,2.0002263696570255,7.491521574723822,140.01866321853066,140.01718691730838,5.378140218610226,0.0012448748397328937,0.31681627361697634,0.44436684177956576,0.010589091837728873,0.030274163899296276,0.22552319155446335,0.0010038913439042244,0.16897653540674595,0.04601135234660474,0.4733533816640948,0.3484186958297264
0.22,-48.43501011038622,0.00011482331086745524,2.0002574565995883,7.491109126804257,140.0188462873293,140.01788499292317,5.3768988143525,0.001653632861103391,0.3246734941848745,0.4422964419987654,0.014415286411723837,0.02378184990140705,0.3032437984372676,0.0007335781107538094,0.16247755254300036,0.04567243256044958,0.4696484109933956,0.35243059567173374
0.23,-45.479677052891844,0.00014551879055031827,2.000285169228303,7.490825757959503,140.01839373574128,140.01858240331626,5.375778994673195,0.0024978502585922837,0.3328224373566276,0.4365287718456487,0.022587497615167918,0.016932549448827324,0.4394294166000082,0.00047589157380821957,0.15701361930393767,0.04512721508072676,0.46658037561762206,0.3526418260405133
0.24,-40.032808690518266,0.0002249980166594509,2.0002590899211925,7.490863154827617,140.01644511918684,140.01926847572483,5.374820301736813,0.0051844595484622545,0.34171333470395476,0.4230474726956028,0.049996620066237216,0.009478499727088611,0.6923045097316595,0.00023456679360457893,0.15340144890266513,0.044272767889892456,0.46513267691195853,0.3427004730864123
0.25,-22.7393377767403,0.0007607033486776807,1.9992882022607281,7.492127601727763,140.00876490256618,140.01991075476647,5.374163718744332,0.04209566544683938,0.35185844005105094,0.378751190924101,0.377073672964033,0.0018543598327219694,0.981895847418942,4.3849434194526416e-05,0.16003954196774753,0.04279883147869464,0.4713735479036948,0.2711435139429799
0.26,14.989171119613317,0.002069450662444577,1.9975915263140507,7.496040373953521,139.9893627000481,140.02018114523338,5.375366332643444,0.9327744072480596,0.28045050540579175,0.1912530397392309,0.9979096625214117,1.953866580994638e-06,0.9999814338079823,1.8687735275228267e-07,0.31933807902238676,0.03957494464295287,0.49487750506010164,0.06667646596493121
0.27,15.44627215826815,0.0014817599205452932,2.0002971284691466,7.497654425703535,139.98276854329043,140.01968474252322,5.380099844673388,0.9664854934947905,0.20628579525319937,0.1146765467378881,0.9982039836272038,1.0949963363230246e-06,0.9999829484339792,1.220490883577702e-08,0.5032875335853361,0.03612040671885779,0.5183607843876575,0.02174653701547196
0.28,12.256132569833882,0.0012428037883294037,2.0001716240430496,7.498260870808058,139.98153618007223,140.0186179505107,5.387087432662739,0.9512357686737957,0.15234304511545554,0.08793872167103753,0.9970755578323326,1.6980279424861321e-06,0.9999708538379593,1.780899785863055e-08,0.630273032259019,0.03302195565824196,0.5402629503580788,0.013562052819796333
0.29,7.270116232379127,0.0010784037508210316,1.9995946684973955,7.498784991057186,139.9807962677907,140.0171969592711,5.395088031068646,0.9049781861440506,0.11420657993795721,0.07747514913591795,0.9935161988365071,3.5336439301093166e-06,0.9999318744091854,3.5999325618898425e-08,0.7110271283211718,0.030324883217235032,0.560813592481766,0.012628302995197977
0.3,1.2840350593118823,0.0009116088871690165,1.999131864912489,7.499402571569259,139.9796819409228,140.01557399536932,5.4032834577389,0.7981183131222339,0.08883172828924314,0.07501439634798351,0.9831388376675138,8.57579716472997e-06,0.9998088287195404,8.596782340434096e-08,0.7609634601253372,0.028015615926664898,0.5797472035445627,0.013853526604268408
0.31,-5.886573339656762,0.0007254369000612265,1.9989250400947733,7.500050847688711,139.97853220635997,140.01385177685083,5.411167758744396,0.583068030677126,0.07532786085131535,0.07779243228893742,0.9486324684705144,2.447055077255608e-05,0.9993306399761925,2.4642959236337546e-07,0.7895713151104969,0.02607384333546942,0.5962878070356885,0.016509996956670887
0.32,-15.538038275426732,0.0004984585945703446,1.9991491752273227,7.5005532976119085,139.97819571022293,140.01211827064049,5.418351735516006,0.2672650708868131,0.07642955329024087,0.08540921154138857,0.8014344392334243,9.547886032952725e-05,0.9962820729598527,1.0161837557085208e-06,0.7991158358235118,0.024509580750220233,0.6086362522602365,0.021415632461826328
0.33,-29.51198649133755,0.00024801146023599994,1.9998637232848393,7.500585429090277,139.9801429910695,140.01049739209955,5.424309751689489,0.05175073711432521,0.09369087889790445,0.09917230885419577,0.31838064715503944,0.0006123487150679988,0.9538578765070406,8.218901458975722e-06,0.7845767683194864,0.02341565962247933,0.6131079386013538,0.030633404982542495
0.34,-45.080471101796206,9.661261495214795e-05,2.0004438931047033,7.500080712276624,139.9844464561166,140.00917661978968,5.428265244828019,0.005348829429915663,0.10883119816196428,0.11902836045894201,0.038731150402236784,0.0044371154696134915,0.4918024119451269,9.960332637260361e-05,0.7530366139128749,0.02300054806014512,0.6096074474098957,0.04404543150749122
0.35000000000000003,-56.23439043896401,4.981055310155569e-05,2.0005964219877495,7.4995728899537095,139.98833299054598,140.00828748887594,5.429788363699159,0.0007746300893966398,0.11893336619120444,0.14160717535764397,0.005794534857549671,0.02014317326584201,0.08237121168901196,0.0007429057073918691,0.7168235981261727,0.023434938567094395,0.60369872998647,0.0587365212651871
0.36,-61.87082844118847,3.733517511199246e-05,2.0005902280219785,7.499339069165103,139.99054616705365,140.007795055976,5.4292834786447415,0.00026722265999996187,0.12796767493423833,0.1644369906194122,0.0019724893595592843,0.05193536152881558,0.02626720443710432,0.002592701043192263,0.6757320804541274,0.02459506935385701,0.5974880353757995,0.07351645088317296
0.37,-64.14138369594063,3.4087316709526776e-05,2.0005446939004585,7.499270466164622,139.99176858705556,140.00756698387013,5.427574008276514,0.00017218231981821596,0.1367128660344144,0.1866898403051992,0.0012417146535837727,0.0892523776157072,0.01632991993570688,0.005240251773474128,0.6324751405430837,0.02615861490069646,0.5912755818004224,0.08817492353680571
0.38,-64.83510654191916,3.3883784247297075e-05,2.000490465019945,7.499246458312554,139.9926659121906,140.00749797965392,5.425273419399241,0.00014909271268821595,0.14531971789876735,0.20809294887471635,0.0010641163119893464,0.12076841672951125,0.014104557232798767,0.007695484362920035,0.5901384950554263,0.027871176320995734,0.5851166685185729,0.1026613903531582
0.39,-64.84407798041016,3.4806416291315735e-05,2.000436962770149,7.499208162185509,139.99354724818025,140.00753222333407,5.422701978544253,0.00014651078399074944,0.15383075984436476,0.22854464987449952,0.0010442975779967171,0.1423068738686008,0.014073575881682102,0.009405829315205602,0.5502472883776166,0.02959838407333674,0.579027203778526,0.1169548920967512
0.4,-64.55451559042046,3.613759415485221e-05,2.000387480433104,7.499132668853042,139.99452220498563,140.00764281071775,5.420012717158212,0.00015201886591176595,0.16226199488106163,0.2480126375999868,0.0010868682505885785,0.15427833713718092,0.014954770171040544,0.010300367191058857,0.5132775827568602,0.03127877750034551,0.5730126779513961,0.13104359433863275
0.41000000000000003,-64.13071528780185,3.759213094058787e-05,2.000343088439014,7.499012562458558,139.9956167865488,140.0078159765782,5.417282015235751,0.00016159005849122275,0.1706208812810798,0.2664974047490654,0.001161152517871717,0.15870057752269867,0.0163441820210168,0.010529211710017762,0.47924006716747436,0.0328854161121399,0.5670748285000466,0.14491973696885999
0.42,-63.644160478853294,3.906366091429492e-05,2.000303951505039,7.498846688059784,139.99682495419702,140.00804366734656,5.414551991662786,0.00017369203716918535,0.17891161096065658,0.2840151908956987,0.0012555990864491129,0.15775085264091782,0.01809505773191234,0.010291417894511455,0.4479706876553011,0.03440677731817456,0.5612138872296656,0.15857761787347893
0.43,-63.12657942950327,4.052437239674486e-05,2.0002698583293044,7.498636437794899,139.998129212924,140.00832040393678,5.411848584142383,0.0001877173855540723,0.18713700176380915,0.3005888976761362,0.001365726240091704,0.15325143052040002,0.02015744112843512,0.009762578033421065,0.4192519945010891,0.03583822985470419,0.5554295418615007,0.17201241702043849
0.44,-62.59187256770678,4.1981054514410784e-05,2.000240458070173,7.49838425168979,139.99950878329358,140.00864195688257,5.409189349502036,0.0002034661139172424,0.19529928404279293,0.3162429966969933,0.0014901811240965693,0.14656559175343184,0.02252654800924642,0.009074781806931711,0.3928611314573624,0.037178233463421376,0.5497213996135132,0.18521936712320158
0.45,-62.045545488646624,4.345500024027231e-05,2.000215371123358,7.498092984622483,140.00094290532863,140.00900476918682,5.4065869887641735,0.00022094994583665955,0.20340046914838683,0.33100067188788757,0.001629263721620074,0.13864656147306142,0.025223868756041046,0.008318344695753144,0.3685877931414029,0.0384265999289126,0.5440892204012138,0.19819312391280047
0.46,-61.488986395148295,4.4972880161470355e-05,2.000194241438802,7.49776562270489,140.0024121775563,140.009405693437,5.404051052320547,0.00024031208304247897,0.21144254362277173,0.34488224431958864,0.001784332177154259,0.13012814977260276,0.028290020067627028,0.007550513783986024,0.34624001434815177,0.03958367136942399,0.5385330374934414,0.2109272594881632
0.47000000000000003,-60.9214763619549,4.656301914092475e-05,2.0001767599607914,7.4974051527272065,140.0038990449479,140.0098418665266,5.401588832406156,0.0002617954487461981,0.2194275854356083,0.3579043192238141,0.0019575795922509086,0.12141351872797816,0.03178280258832708,0.006804901616508629,0.3256450378269646,0.04064992484101795,0.5330532256679662,0.2234138194652647
0.48,-60.34113125758384,4.825446826212468e-05,2.000162673619513,7.4970145064590925,140.0053878860485,140.01031064608597,5.399205878789294,0.0002857356133091147,0.2273578462074986,0.3700792936602541,0.0021520040661906848,0.1127475970801768,0.03577823001265423,0.006099376477979765,0.3066482933929623,0.04162577935022066,0.5276505517082366,0.2356428856540845
0.49,-59.74530198933426,5.007760521890766e-05,2.000151787508982,7.49659654682162,140.0068648935066,140.01080957438097,5.396906335711646,0.00031257013892918714,0.23523582305008664,0.3814149770849741,0.0023715132559408523,0.10427097580627465,0.04037397767279739,0.005441916187406591,0.28911178201597776,0.04251149624405002,0.5223262297565258,0.24760208283406038
0.5,-59.130665944489046,5.206572008040105e-05,2.00014396434121,7.496154082053776,140.0083178330663,140.01133635411722,5.394693190484497,0.0003428633116678134,0.24306433556646126,0.391914146618464,0.00262116199514985,0.09605761684031666,0.04569556458260594,0.004834627655614595,0.2729123977129455,0.04330711808543829,0.5170819984259967,0.259275959393303
0.51,-58.493116213329564,5.425743884994669e-05,2.0001391236070107,7.495689902339956,140.00973571873683,140.0118888284589,5.392568478585102,0.0003773497109162598,0.2508466220426342,0.4015738846758708,0.0029075595798653147,0.08813994670732805,0.05190622258080015,0.004276343804422028,0.2579404099416813,0.04401241454328958,0.5119202364828725,0.2706451509482661
0.52,-57.82748154986673,5.670017826517936e-05,2.0001372418478316,7.495206838959887,140.0111084116522,140.01246496140962,5.390533467612467,0.00041700499517499336,0.25858647111349603,0.4103845391705645,0.003239528068300697,0.08052478460167035,0.059222421284138564,0.003764212975756309,0.2440981893037601,0.04462681543022512,0.5068441386405592,0.28168519602569386
0.53,-57.12705761148165,5.9455187915815015e-05,2.0001383549262717,7.494707851280251,140.01242612412307,140.01306281623607,5.388588833165632,0.0004631603286701817,0.2662884116900972,0.41832809664778714,0.003629168637384445,0.0732029239861692,0.06793838652013376,0.0032946199469620755,0.23129920907501209,0.04514931491502183,0.5018579841972152,0.2923647998753053
0.54,-56.38286846299999,6.260534205577262e-05,2.000142562859745,7.494196154560796,140.01367877628522,140.0136805300259,5.386734836402225,0.0005176920420852213,0.2739579983282941,0.42537563077402674,0.004093638025094444,0.06615442597781454,0.07846607766316385,0.00286368519501401,0.21946736065617992,0.045578328844938065,0.4969675553534596,0.30264319363481257
0.55,-55.58248695995455,6.62679142132488e-05,2.000150037390899,7.493675414065406,140.01485509669916,140.01431628180407,5.384971515515695,0.0005833486352876981,0.28160225525718247,0.43148325585725456,0.00465823209996062,0.05935105530632975,0.09140263879171508,0.002467513174243554,0.20853664291799534,0.04591147969691249,0.49218080626577604,0.3124659660976395
0.56,-54.70805573523366,7.061703565299366e-05,2.000161031346827,7.49315005685044,140.0159412460729,140.01496825008454,5.383298909481885,0.0006643478141308662,0.2892303997367899,0.4365854933902513,0.005362060837948388,0.05275667404838934,0.10764990435339794,0.002102296525608135,0.1984513819054505,0.0461452649639221,0.48750898263295106,0.32175814167904726
0.5700000000000001,-53.73275979974731,7.592604741054725e-05,2.0001758855594587,7.492625806696241,140.01691850443993,140.0156345520677,5.381717348226952,0.000767543151250696,0.2968550845609332,0.44058388753548183,0.006269240704141897,0.04632586832311438,0.128638517014681,0.0017643389039655895,0.18916731277664559,0.04627452773495268,0.4829686035237522,0.3304119829234983
0.58,-52.614064165922834,8.265453425529982e-05,2.000195016116198,7.492110673694818,140.01775900111946,140.01631314945325,5.38022787488759,0.0009049163827254909,0.30449468030053684,0.4433262241923831,0.007493073605001364,0.040000577548938175,0.15677750672874496,0.001450036452588412,0.1806542884668714,0.04629156973844046,0.4785852330615131,0.33826382707084046
0.59,-51.279463456169225,9.164764707110144e-05,2.0002188190011077,7.491616968612431,140.01841694108055,140.01700168802782,5.37883294485783,0.0010995543823107713,0.3121778648424593,0.4445651453188154,0.009254824170069986,0.03370365883491302,0.1964328760936003,0.0011558453164888913,0.17290254907837854,0.04618455722844476,0.4744014037052894,0.3450454234001024
0.6,-49.59268047589207,0.00010466294980191004,2.0002472329662306,7.491165908366332,140.0188082363715,140.01769719406758,5.377537744262857,0.0014024218012949493,0.31995401387105243,0.4438657330963015,0.012051541592038747,0.02732717156015412,0.2562573016139061,0.0008782985826726691,0.16593815950859878,0.04593438943682025,0.470495581232398,0.3502670660007197
0.61,-47.259471074248275,0.00012607903985816085,2.000277706850166,7.4907999063535,140.01875516128894,140.01839541854991,5.376353072064893,0.001951483208902021,0.32792099734219143,0.4403621919301236,0.01726132895921746,0.020711992030998674,0.3551676567124095,0.0006143273221397367,0.15986785144158197,0.045507755339657334,0.4670369342264389,0.35287683120484187
0.62,-43.49843001523533,0.00017051225507058414,2.000293444646846,7.4906229682458,140.0178010250573,140.01908914671958,5.375302918165311,0.0032720934797543315,0.33631981261004285,0.4319331409496281,0.03031565645659347,0.013625968490716265,0.5360296971034071,0.00036319321226268664,0.15505576636092758,0.0448389756968684,0.46449627319353437,0.349912801844729
0.63,-35.32961134325544,0.00032461130515086463,2.0001472270482576,7.490985171728476,140.0143467743248,140.01976231463496,5.374451532820542,0.009477004539748856,0.3459595940104042,0.4108059283013556,0.09524021716482142,0.005910327737219139,0.8451088509599001,0.0001370913518660632,0.15341098144656115,0.043769110710739675,0.46495424021327614,0.3271881739612872
0.64,8.25079798526496,0.0022863692588943447,1.9945460727883022,7.493911778791786,139.99887055045943,140.02032246720142,5.3742287172685135,0.5616848176129852,0.3305608910370418,0.29858004543783495,0.9664050764376493,0.000109825981249452,0.9999345507798134,5.441232090639319e-06,0.2032716440487059,0.04159484017363318,0.48026841316987406,0.15572315043312474
0.65,15.771158600760613,0.0017344711913106963,1.9994535837320484,7.496843535624617,139.98514524814382,140.0202347899451,5.377130194201379,0.9629940153770438,0.2438299221412064,0.1455217350866411,0.9982445034573864,1.0942468199641795e-06,0.9999837955328615,2.1591836302293297e-08,0.40936948961645686,0.03801582450708561,0.504650169741375,0.03694800525610604
0.66,14.323151007440023,0.0013526814176341192,2.0003747357144483,7.497810488929216,139.98199757122762,140.01945003505213,5.383063531275957,0.9624878271126718,0.17947834895598905,0.09957018175985258,0.997881665059619,1.2667129340319967e-06,0.9999794311361462,1.356527292087373e-08,0.5675458101140954,0.03470677960967233,0.5273826954750659,0.016345830836703837
0.67,10.144369577413489,0.0011663300308598862,1.9999071828550423,7.49832680293544,139.98125637819462,140.01819932232277,5.390640508435442,0.935331794103174,0.13321824177609287,0.0819314968079121,0.9959079660678641,2.311262705165694e-06,0.9999582922792949,2.3891713086910832e-08,0.6715093307974692,0.031786347844914964,0.5486824658575171,0.012707477074766046
0.68,4.667972158483598,0.0010041189840544538,1.9993556341237368,7.498892445221989,139.98034453463328,140.0166713917755,5.398809379171858,0.8666664987817703,0.10116295723810989,0.07563342372078488,0.990164375212247,5.196789271811166e-06,0.9998934884065206,5.245538815582949e-08,0.7366898888369546,0.029265160475828732,0.5685717461315425,0.012982241611026348
0.6900000000000001,-1.7780027243356065,0.0008303503990042282,1.9989938935612286,7.499537842465315,139.97914249887728,140.01499232892826,5.406915929541647,0.7165637147917959,0.08112680767778102,0.07572439926130889,0.9726982382002991,1.3457142910643778e-05,0.9996742766291749,1.347211799530667e-07,0.7761984167192477,0.027121668297135436,0.5865633354414084,0.014840427974935885
0.7000000000000001,-9.835012575303757,0.0006286517183000997,1.9989555749247994,7.5001502670504285,139.97821826471608,140.01325330752064,5.414532961377658,0.4446523503451736,0.07365219672978338,0.08062251855953838,0.9080430751862132,4.305087033094226e-05,0.9986551575451118,4.399979123005705e-07,0.796369059157258,0.025344409564157313,0.601539596814563,0.01832331785518241
0.71,-21.33020861235356,0.00038125835861019713,1.9994300642571163,7.500483199407687,139.9787252226298,140.01155103545358,5.42124563089628,0.14274457038948368,0.08292954071573957,0.09082999768791261,0.6216693341059428,0.0002093946209229815,0.9894540812558054,2.3912485619236483e-06,0.7957061275809844,0.02397310828951333,0.6108268463322949,0.024915018185326772
0.72,-36.81138217867001,0.00016156053128374203,2.000184685960084,7.500232529349642,139.98196659571886,140.01004249084636,5.426389990834756,0.018901944760274195,0.10162001715255665,0.10762536207711146,0.13128457706119262,0.0015538147263396702,0.8369566676055809,2.572368509867769e-05,0.7710165775445668,0.02315612020815943,0.6111042934249986,0.036337390330945255
0.73,-50.89734868447324,6.76641580104771e-05,2.0005445952542167,7.499655820442246,139.98642693414757,140.0089106537211,5.429246631683699,0.002020606298124199,0.11365002683488233,0.12917051222170192,0.014903632762687184,0.009494322069680164,0.21939928812086462,0.0002729837372859737,0.7371266474605086,0.02311851506047057,0.6059825723203184,0.0505928473775224
0.74,-59.363424320052644,4.218717546981294e-05,2.000598854182644,7.499272838096554,139.98952897408878,140.00821558689347,5.429754492208099,0.00043090608254442377,0.12306620771178098,0.15203688591099107,0.0032198465763144143,0.032979461180608155,0.04403046982695535,0.0014269967046722097,0.6986066861223419,0.023916756931797976,0.5998668889000562,0.06535204244139496
0.75,-63.185390259635795,3.526051641576832e-05,2.0005684330584814,7.49913305465947,139.99118380114308,140.0078596408611,5.428606004772849,0.0002074735754963954,0.13193491222186107,0.17465740076755223,0.0015133668768653736,0.06902751503653952,0.019962810632663364,0.0037581481994418825,0.6560775752579824,0.025299156356264865,0.5936536351714042,0.08006219289002732
0.76,-64.57944414373644,3.377821679531076e-05,2.0005173518879134,7.499095653771205,139.99219896966818,140.00771341421733,5.426573230077878,0.00015762327079738196,0.14060896077286675,0.1965431010184669,0.0011297051235542074,0.10466628597786308,0.014888513981669205,0.00642431361625248,0.612958443641698,0.026953199410296412,0.5874730123160317,0.09462141826439152
0.77,-64.89091752343316,3.422264844458252e-05,2.0004630746875955,7.499069761354303,139.99306511844492,140.00769588084546,5.424123784739022,0.000146508183726899,0.14916967100235626,0.21752040063781786,0.0010442545540330361,0.13179525345553558,0.013937457877950872,0.008573693292974804,0.5716305012236853,0.028682842174329853,0.5813551895154935,0.10899767521768786
0.78,-64.73411150865469,3.5384874955991325e-05,2.0004114155849884,7.499016284463104,139.99398099484966,140.007766972779,5.421486808208434,0.0001483973050356166,0.15764352787526467,0.2375259329478111,0.00105886306154511,0.14878448849778672,0.014401768429434636,0.009902740944415503,0.5330509498140397,0.03039302580481993,0.5753099102721604,0.12317522714623316
0.79,-64.3705734405265,3.679333932983388e-05,2.000364404331834,7.49892106890234,139.99500860288413,140.00790711118177,5.418772785405686,0.00015604439899126503,0.16604157890288684,0.25654520853572804,0.0011180644911128633,0.1570431941093535,0.015542985508361095,0.010470294312649052,0.49743177938273053,0.03204137321988991,0.5693405314019899,0.13714445689413407
0.8,-63.91250162572071,3.826264720544842e-05,2.0003226046106546,7.498780243733132,139.99615548206978,140.00810570813647,5.416039201556086,0.00016688594529838557,0.1743694381559029,0.2745873710210078,0.0012024138968961737,0.15876864609002495,0.017108016668258355,0.010462833177229573,0.4646815305255631,0.03360949226891608,0.5634479362178545,0.15089873019124028
0.81,-63.409270581577964,3.9729992060826824e-05,2.0002859702488522,7.498594089234247,139.99740884850232,140.00835612353205,5.413319411123046,0.0001799115179958003,0.18263053172538485,0.29167251719718607,0.001304348696908324,0.15600707853116214,0.01900430135656183,0.010073567559934498,0.4346027992254555,0.03508967329458215,0.5576320305492474,0.16443287440203763
0.8200000000000001,-62.8828019455359,4.118685543092856e-05,2.0002542088549142,7.498364587800274,139.9987490947403,140.0086535510686,5.410634921072208,0.00019473558635916798,0.19082734735387244,0.30782473284682704,0.0014210873083141027,0.15037189958159833,0.021206027111171047,0.009458962956640315,0.40697220546381846,0.03647899845892618,0.5518924267038012,0.1777421908001565
0.8300000000000001,-62.34242370784708,4.264826543689095e-05,2.000226948852862,7.49809441748861,140.00015519427816,140.00899411416523,5.408000790739053,0.000211269144420018,0.19896198429757894,0.32306816815265144,0.0015521385903245262,0.14302976052314645,0.023721713008499765,0.008731237818163833,0.38157139950991803,0.03777668695817227,0.5462287819333078,0.19082172842259842
