t,QO2T
4.3,72.15807517638336
4.3100000000000005,72.15807517607533
4.32,72.15807517580608
4.33,72.15807517557562
4.34,72.15807517538397
4.3500000000000005,72.1580751752311
4.36,72.15807517511703
4.37,72.15807517504176
4.38,72.15807517500528
4.39,72.1580751750076
4.4,72.15807517504871
4.41,72.15807517512862
4.42,72.15807517524732
4.43,72.15807517540482
4.44,72.1580751756011
4.45,72.15807517583619
4.46,72.15807517611007
4.47,72.15807517642274
4.48,72.15807517677422
4.49,72.15807517716448
4.5,72.15807517759355
4.51,72.1580751780614
4.5200000000000005,72.15807517856804
4.53,72.1580751791135
4.54,72.15807517969773
4.55,72.15807518032076
4.5600000000000005,72.15807518098259
4.57,72.15807518168322
4.58,72.15807518242264
4.59,72.15807518320085
4.6000000000000005,72.15807518401786
4.61,72.15807518487367
4.62,72.15807518518794
4.63,72.15807518490246
4.64,72.15807518462691
4.65,72.15807518436132
4.66,72.15807518410567
4.67,72.15807518385996
4.68,72.1580751836242
4.69,72.1580751833984
4.7,72.15807518318255
4.71,72.15807518297663
4.72,72.15807518278066
4.73,72.15807518259463
4.74,72.15807518241856
4.75,72.15807518225243
4.76,72.15807518209625
4.7700000000000005,72.15807518195003
4.78,72.15807518181373
4.79,72.1580751816874
4.8,72.15807518157101
4.8100000000000005,72.15807518146455
4.82,72.15807518136806
4.83,72.1580751812815
4.84,72.1580751812049
4.8500000000000005,72.15807518113824
4.86,72.15807518108153
4.87,72.15807518103476
4.88,72.15807518099794
4.89,72.15807518097108
4.9,72.15807518095416
4.91,72.15807518094718
4.92,72.15807518095015
4.93,72.15807518096305
4.94,72.15807518098592
4.95,72.15807518101873
4.96,72.15807518106149
4.97,72.1580751811142
4.98,72.15807518117684
4.99,72.15807518124944
5.0,72.15807518133198
5.01,72.15807518142448
5.0200000000000005,72.15807518152691
5.03,72.1580751816393
5.04,72.15807518176163
5.05,72.15807518189392
5.0600000000000005,72.15807518203614
5.07,72.15807518218831
5.08,72.15807518235043
5.09,72.1580751825225
5.1000000000000005,72.15807518270451
5.11,72.15807518289647
5.12,72.15807518309838
5.13,72.15807518331023
5.14,72.15807518353203
5.15,72.15807518376378
5.16,72.15807518400547
5.17,72.15807518425711
5.18,72.15807518451871
5.19,72.15807518479023
5.2,72.15807518507172
5.21,72.15807518536315
5.22,72.15807518566453
5.23,72.15807518597585
5.24,72.15807518629713
5.25,72.15807518662834
5.26,72.1580751869695
5.2700000000000005,72.1580751873206
5.28,72.15807518768166
5.29,72.15807518805266
5.3,72.15807518843363
5.3100000000000005,72.15807518882451
5.32,72.15807518922536
5.33,72.15807518963615
5.34,72.15807519005689
5.3500000000000005,72.15807519048758
5.36,72.15807519092822
5.37,72.15807519137879
5.38,72.15807519183932
5.39,72.15807519230978
5.4,72.1580751927902
5.41,72.15807519328057
5.42,72.15807519378089
5.43,72.15807519429114
5.44,72.15807519481136
5.45,72.15807519460041
5.46,72.15807519472867
5.47,72.1580751948569
5.48,72.15807519498516
5.49,72.1580751951134
5.5,72.15807519524165
5.51,72.1580751953699
5.5200000000000005,72.15807519549814
5.53,72.1580751956264
5.54,72.15807519575465
5.55,72.15807519588289
5.5600000000000005,72.15807519601114
5.57,72.1580751961394
5.58,72.15807519626763
5.59,72.15807519639588
5.6000000000000005,72.15807519652414
5.61,72.15807519665238
5.62,72.15807519678063
5.63,72.15807519690888
5.64,72.15807519703712
5.65,72.15807519716537
5.66,72.15807519729363
5.67,72.15807519742187
5.68,72.15807519755012
5.69,72.15807519767837
5.7,72.15807519780661
5.71,72.15807519793486
5.72,72.15807519806312
5.73,72.15807519819136
5.74,72.15807519831961
5.75,72.15807519844786
5.76,72.1580751985761
5.7700000000000005,72.15807519870435
5.78,72.1580751988326
5.79,72.15807519896084
5.8,72.1580751990891
5.8100000000000005,72.15807519921735
5.82,72.15807519934559
5.83,72.15807519947384
5.84,72.1580751996021
5.8500000000000005,72.15807519973033
5.86,72.15807519985859
5.87,72.15807519998683
5.88,72.15807520011508
5.89,72.15807520024333
5.9,72.15807520037157
5.91,72.15807520049982
5.92,72.15807520062808
5.93,72.15807520075631
5.94,72.15807520088457
5.95,72.15807520101282
5.96,72.15807520114106
5.97,72.15807520126931
5.98,72.15807520139757
5.99,72.1580752015258
6.0,72.15807520165406
6.01,72.15807520178231
6.0200000000000005,72.15807520191055
6.03,72.1580752020388
6.04,72.15807520216705
6.05,72.1580752022953
6.0600000000000005,72.15807520242355
6.07,72.1580752025518
6.08,72.15807520268004
6.09,72.15807520280829
6.1000000000000005,72.15807520293654
6.11,72.15807520306478
6.12,72.15807520319304
6.13,72.15807520332129
6.140000000000001,72.15807520344953
6.15,72.15807520357778
6.16,72.15807520370603
6.17,72.15807520383427
6.18,72.15807520396253
6.19,72.15807520409078
6.2,72.15807520421902
6.21,72.15807520434727
6.22,72.15807520447552
6.23,72.15807520460376
6.24,72.15807520473201
6.25,72.15807520486025
6.26,72.1580752049885
6.2700000000000005,72.15807520506509
6.28,72.15807520506897
6.29,72.15807520507285
6.3,72.15807520507671
6.3100000000000005,72.15807520508059
6.32,72.15807520508447
6.33,72.15807520508835
6.34,72.15807520509223
6.3500000000000005,72.15807520509611
6.36,72.15807520509998
6.37,72.15807520510386
6.38,72.15807520510774
6.390000000000001,72.15807520511161
6.4,72.1580752051155
6.41,72.15807520511937
6.42,72.15807520512324
6.43,72.15807520512712
6.44,72.158075205131
6.45,72.15807520513488
6.46,72.15807520513876
6.47,72.15807520514264
6.48,72.1580752051465
6.49,72.15807520515038
6.5,72.15807520515426
6.51,72.15807520515814
6.5200000000000005,72.15807520516202
6.53,72.1580752051659
6.54,72.15807520516977
6.55,72.15807520517365
6.5600000000000005,72.15807520517752
6.57,72.1580752051814
6.58,72.15807520518528
6.59,72.15807520518916
6.6000000000000005,72.15807520519304
6.61,72.15807520519691
6.62,72.15807520520079
6.63,72.15807520520467
6.640000000000001,72.15807520520855
6.65,72.15807520521243
6.66,72.1580752052163
6.67,72.15807520522017
6.68,72.15807520522405
6.69,72.15807520522793
6.7,72.15807520523181
6.71,72.15807520523569
6.72,72.15807520523957
6.73,72.15807520524343
6.74,72.15807520524731
6.75,72.1580752052512
6.76,72.15807520525507
6.7700000000000005,72.15807520525895
6.78,72.15807520526283
6.79,72.1580752052667
6.8,72.15807520527058
6.8100000000000005,72.15807520527446
6.82,72.15807520527834
6.83,72.15807520528222
6.84,72.1580752052861
6.8500000000000005,72.15807520528996
6.86,72.15807520529384
6.87,72.15807520529772
6.88,72.1580752053016
6.890000000000001,72.15807520530548
6.9,72.15807520530936
6.91,72.15807520531324
6.92,72.1580752053171
6.93,72.15807520532098
6.94,72.15807520532486
6.95,72.15807520532874
6.96,72.15807520533262
6.97,72.1580752053365
6.98,72.15807520534037
6.99,72.15807520534425
7.0,72.15807520534813
7.01,72.158075205352
7.0200000000000005,72.15807520535589
7.03,72.15807520535976
7.04,72.15807520536363
7.05,72.15807520536751
7.0600000000000005,72.15807520537139
7.07,72.15807520537527
7.08,72.15807520537915
7.09,72.15807520538303
7.1000000000000005,72.1580752053869
7.11,72.15807520539077
7.12,72.15807520539465
7.13,72.15807520539853
7.140000000000001,72.15807520540241
7.15,72.15807520540629
7.16,72.15807520541017
7.17,72.15807520541404
7.18,72.15807520541792
7.19,72.1580752054218
7.2,72.15807520542567
7.21,72.15807520542955
7.22,72.15807520543343
7.23,72.1580752054373
7.24,72.15807520544118
7.25,72.15807520544506
7.26,72.15807520544894
7.2700000000000005,72.15807520545282
7.28,72.1580752054567
7.29,72.15807520546056
7.3,72.15807520546444
7.3100000000000005,72.15807520546832
7.32,72.1580752054722
7.33,72.15807520547608
7.34,72.15807520547996
7.3500000000000005,72.15807520548383
7.36,72.1580752054877
7.37,72.15807520549158
7.38,72.15807520549546
7.390000000000001,72.15807520549934
7.4,72.15807520550322
7.41,72.15807520550709
7.42,72.15807520551097
7.43,72.15807520551485
7.44,72.15807520551873
7.45,72.15807520552261
7.46,72.15807520552649
7.47,72.15807520553037
7.48,72.15807520553423
7.49,72.15807520553811
7.5,72.15807520554199
7.51,72.15807520554587
7.5200000000000005,72.15807520554975
7.53,72.15807520555363
7.54,72.1580752055575
7.55,72.15807520556137
7.5600000000000005,72.15807520556525
7.57,72.15807520556913
7.58,72.15807520557301
7.59,72.15807520557689
7.6000000000000005,72.15807520558076
7.61,72.15807520558464
7.62,72.15807520558852
7.63,72.1580752055924
7.640000000000001,72.15807520559628
7.65,72.15807520560016
7.66,72.15807520560402
7.67,72.1580752056079
7.68,72.15807520561178
7.69,72.15807520561566
7.7,72.15807520561954
7.71,72.15807520562342
7.72,72.15807520562728
7.73,72.15807520563116
7.74,72.15807520563504
7.75,72.15807520563892
7.76,72.1580752056428
7.7700000000000005,72.15807520564668
7.78,72.15807520565056
7.79,72.15807520565443
7.8,72.1580752056583
7.8100000000000005,72.15807520566219
7.82,72.15807520566607
7.83,72.15807520566995
7.84,72.15807520567382
7.8500000000000005,72.15807520567769
7.86,72.15807520568157
7.87,72.15807520568545
7.88,72.15807520568933
7.890000000000001,72.15807520569321
7.9,72.15807520569709
7.91,72.15807520570095
7.92,72.15807520570483
7.930000000000001,72.15807520570871
7.94,72.15807520571259
7.95,72.15807520571647
7.96,72.15807520572035
7.97,72.15807520572422
7.98,72.1580752057281
7.99,72.15807520573198
8.0,72.15807520573586
8.01,72.15807520573973
8.02,72.15807520574361
8.03,72.15807520574748
8.040000000000001,72.15807520575136
8.05,72.15807520575524
8.06,72.15807520575912
8.07,72.158075205763
8.08,72.15807520576688
8.09,72.15807520577076
8.1,72.15807520577462
8.11,72.1580752057785
8.120000000000001,72.15807520578238
8.13,72.15807520578626
8.14,72.15807520579014
8.15,72.15807520579402
8.16,72.15807520579789
8.17,72.15807520580177
8.18,72.15807520580564
8.19,72.15807520580952
8.2,72.1580752058134
8.21,72.15807520581728
8.22,72.15807520582115
8.23,72.15807520582503
8.24,72.15807520582891
8.25,72.15807520583279
8.26,72.15807520583667
8.27,72.15807520584055
8.28,72.15807520584441
8.290000000000001,72.15807520584829
8.3,72.15807520585217
8.31,72.15807520585605
8.32,72.15807520585993
8.33,72.15807520586381
8.34,72.15807520586768
8.35,72.15807520587155
8.36,72.15807520587543
8.370000000000001,72.15807520587931
8.38,72.1580752058832
8.39,72.15807520588707
8.4,72.15807520589095
8.41,72.15807520589482
8.42,72.1580752058987
8.43,72.15807520590258
8.44,72.15807520590646
8.45,72.15807520591034
8.46,72.15807520591422
8.47,72.15807520591808
8.48,72.15807520592196
8.49,72.15807520592584
8.5,72.15807520592972
8.51,72.1580752059336
8.52,72.15807520593748
8.53,72.15807520594134
8.540000000000001,72.15807520594522
8.55,72.1580752059491
8.56,72.15807520595298
8.57,72.15807520595686
8.58,72.15807520596074
8.59,72.15807520596461
8.6,72.15807520596849
8.61,72.15807520597237
8.620000000000001,72.15807520597625
8.63,72.15807520598013
8.64,72.158075205984
8.65,72.15807520598787
8.66,72.15807520599175
8.67,72.15807520599563
8.68,72.15807520599951
8.69,72.15807520600339
8.700000000000001,72.15807520600727
8.71,72.15807520601115
8.72,72.15807520601501
8.73,72.15807520601889
8.74,72.15807520602277
8.75,72.15807520602665
8.76,72.15807520603053
8.77,72.15807520603441
8.78,72.15807520603828
8.790000000000001,72.15807520604216
8.8,72.15807520604604
8.81,72.15807520604992
8.82,72.1580752060538
8.83,72.15807520605767
8.84,72.15807520606154
8.85,72.15807520606542
8.86,72.1580752060693
8.870000000000001,72.15807520607318
8.88,72.15807520607706
8.89,72.15807520608094
8.9,72.1580752060848
8.91,72.15807520608868
8.92,72.15807520609256
8.93,72.15807520609644
8.94,72.15807520610032
8.950000000000001,72.1580752061042
8.96,72.15807520610807
8.97,72.15807520611195
8.98,72.15807520611583
8.99,72.1580752061197
9.0,72.15807520612358
9.01,72.15807520612746
9.02,72.15807520613134
9.03,72.15807520613521
9.040000000000001,72.15807520613909
9.05,72.15807520614297
9.06,72.15807520614685
9.07,72.15807520615073
9.08,72.1580752061546
9.09,72.15807520615847
9.1,72.15807520616235
9.11,72.15807520616623
9.120000000000001,72.15807520617011
9.13,72.15807520617399
9.14,72.15807520617787
9.15,72.15807520618173
9.16,72.15807520618561
9.17,72.1580752061895
9.18,72.15807520619337
9.19,72.15807520619725
9.200000000000001,72.15807520620113
9.21,72.158075206205
9.22,72.15807520620888
9.23,72.15807520621276
9.24,72.15807520621664
9.25,72.15807520622052
9.26,72.1580752062244
9.27,72.15807520622828
9.28,72.15807520623214
9.290000000000001,72.15807520623602
9.3,72.1580752062399
9.31,72.15807520624378
9.32,72.15807520624766
9.33,72.15807520625154
9.34,72.1580752062554
9.35,72.15807520625928
9.36,72.15807520626316
9.370000000000001,72.15807520626704
9.38,72.15807520627092
9.39,72.1580752062748
9.4,72.15807520627867
9.41,72.15807520628255
9.42,72.15807520628643
9.43,72.1580752062903
9.44,72.15807520629419
9.450000000000001,72.15807520629807
9.46,72.15807520630193
9.47,72.15807520630581
9.48,72.15807520630969
9.49,72.15807520631357
9.5,72.15807520631745
9.51,72.15807520632133
9.52,72.1580752063252
9.53,72.15807520632907
9.540000000000001,72.15807520633295
9.55,72.15807520633683
9.56,72.15807520634071
9.57,72.15807520634459
9.58,72.15807520634847
9.59,72.15807520635234
9.6,72.15807520635622
9.61,72.1580752063601
9.620000000000001,72.15807520636397
9.63,72.15807520636785
9.64,72.15807520637173
9.65,72.1580752063756
9.66,72.15807520637948
9.67,72.15807520638336
9.68,72.15807520638724
9.69,72.15807520639112
9.700000000000001,72.158075206395
9.71,72.15807520639886
9.72,72.15807520640274
9.73,72.15807520640662
9.74,72.1580752064105
9.75,72.15807520641438
9.76,72.15807520641826
9.77,72.15807520642213
9.78,72.158075206426
9.790000000000001,72.15807520642988
9.8,72.15807520643376
9.81,72.15807520643764
9.82,72.15807520644152
9.83,72.15807520644539
9.84,72.15807520644927
9.85,72.15807520645315
9.86,72.15807520645703
9.870000000000001,72.15807520646091
9.88,72.15807520646479
9.89,72.15807520646867
9.9,72.15807520647253
9.91,72.15807520647641
9.92,72.15807520648029
9.93,72.15807520648417
9.94,72.15807520648805
9.950000000000001,72.15807520649193
9.96,72.1580752064958
9.97,72.15807520649967
9.98,72.15807520650355
9.99,72.15807520650743
