t,D,E,R_S,X,R
0.44,0.12931291174153858,0.6666670644874539,1.03654314826071,0.5387902184474144,0.4903689708547432
0.45,0.12992503328769417,0.668216788213422,1.037251793014169,0.5356802716302094,0.4900928030907737
0.46,0.13053471623614923,0.6697679753528001,1.037955310078789,0.5325930162341921,0.48981439261810367
0.47000000000000003,0.13114195875588341,0.6713206203767005,1.038653718884938,0.5295283278976974,0.4895337579460069
0.48,0.13174675909177241,0.6728747179402936,1.0393470384930126,0.5264860839012531,0.48925091772564927
0.49,0.13234911552989873,0.6744302626504767,1.040035287980445,0.5234661617498441,0.48896589051976064
0.5,0.13294902639765788,0.6759872490665855,1.0407184864405172,0.5204684391772539,0.4886786948033402
0.51,0.1335464900638648,0.6775456717011056,1.0413966529811765,0.517492794150406,0.4883893489643619
0.52,0.13414150493885982,0.6791055250203836,1.0420698067238496,0.5145391048737052,0.4880978713044797
0.53,0.13473406947989347,0.6806668034853007,1.042737966741319,0.5116072500313347,0.48780428007172916
0.54,0.13532418219895168,0.6822295016104241,1.0434011519674216,0.5086971091395842,0.48750859350802467
0.55,0.1359118416388777,0.6837936137831369,1.04405938147276,0.5058085614699512,0.48721082970447677
0.56,0.1364970463842922,0.6853591343462182,1.0447126743386774,0.5029414865409709,0.4869110066676472
0.5700000000000001,0.13707979506263712,0.6869260576056562,1.0453610496452415,0.5000957641648456,0.48660914232594055
0.58,0.13766008634431562,0.6884943778316116,1.0460045264696731,0.4972712744532924,0.48630525453051177
0.59,0.13823791894283155,0.6900640892593833,1.0466431238847762,0.4944678978233915,0.4859993610561744
0.6,0.13881329161492917,0.6916351860903722,1.0472768609573666,0.4916855150034344,0.48569147960230846
0.61,0.1393862031607328,0.6932076624930458,1.047905756746701,0.48892400703877165,0.48538162779376803
0.62,0.13995665242388644,0.6947815126039026,1.0485298303029058,0.48618325529766127,0.48506982318178965
0.63,0.1405246382916934,0.696356730528437,1.0491491006654066,0.4834631414771167,0.48475608324489977
0.64,0.14109015969525607,0.6979333103421033,1.0497635868613566,0.4807635476087549,0.484440425389823
0.65,0.14165321560961536,0.6995112460912801,1.050373307904067,0.4780843560646444,0.48412286695238993
0.66,0.14221380505371345,0.701090531794885,1.0509782827922864,0.47542544956407196,0.4838034251965234
0.67,0.1427719270862681,0.7026711614609901,1.0515785305291747,0.47278671120151955,0.4834821172688554
0.68,0.1433275808115773,0.7042531290669984,1.0521740700934465,0.4701680244231212,0.4831589602611178
0.6900000000000001,0.1438807653798381,0.7058364285599519,1.052764920436939,0.4675692730315826,0.48283397121299365
0.7000000000000001,0.14443147998566386,0.7074210538634489,1.0533511004908533,0.46499034120044574,0.4825071670954171
0.71,0.1449797238682139,0.7090069988786447,1.0539326291642328,0.4624311134799888,0.48217856481137455
0.72,0.14552549631132342,0.7105942574852523,1.0545095253424386,0.4598914748031246,0.48184818119670575
0.73,0.14606879664363337,0.7121828235425428,1.0550818078856252,0.45737131049130025,0.48151603302090495
0.74,0.14660962423872007,0.7137726908903463,1.0556494956272184,0.45487050626039605,0.48118213698792195
0.75,0.1471479785152252,0.715363853350052,1.0562126073723908,0.4523889482266245,0.48084650973696347
0.76,0.14768385893698552,0.7169563047256093,1.0567711618965383,0.4499265229124297,0.48050916784329406
0.77,0.14821726501316268,0.718550038804528,1.057325177943757,0.44748311725238626,0.4801701278190374
0.78,0.1487481962983731,0.7201450493588786,1.0578746742253191,0.4450586185990986,0.47982940611397734
0.79,0.14927665239281765,0.7217413301462937,1.0584196694181496,0.44265291472910007,0.47948701911635905
0.8,0.14980263292969637,0.723338874845431,1.0589601822836114,0.44026589341105654,0.4791429830760873
0.81,0.15032613756573474,0.7249376770074754,1.0594962317568468,0.4378974420810894,0.47879731404691683
0.8200000000000001,0.15084716602286083,0.7265377302712837,1.0600278365521436,0.435547449278849,0.47845002814082166
0.8300000000000001,0.15136571806796406,0.7281390282593881,1.0605550153541579,0.433215803952186,0.4781011414044695
0.84,0.15188179351204018,0.7297415645739221,1.0610777868257066,0.4309023954291526,0.4777506698140128
0.85,0.1523953922102126,0.7313453327970598,1.0615961696072735,0.4286071134201608,0.47739862927522647
0.86,0.15290651406175332,0.7329503264914573,1.062110182316513,0.42632984802014157,0.47704503562364625
0.87,0.15341515901010433,0.7345565392006924,1.062619843547755,0.4240704897107038,0.47668990462470634
0.88,0.15392132704289854,0.7361639644497063,1.063125171871508,0.4218289293622927,0.47633325197387766
0.89,0.15442501819198107,0.7377725957452431,1.0636261858339662,0.41960505823634897,0.4759750932968056
0.9,0.15492623253343035,0.7393824265762907,1.064122903956512,0.4173987679874676,0.47561544414944823
0.91,0.15542497018829957,0.7409934504240876,1.0646153447206856,0.41520995071229616,0.47525432002611584
0.92,0.15592123132488211,0.742605660792369,1.0651035265223991,0.4130384990973254,0.4748917363842285
0.93,0.15641501615389897,0.7442190511436111,1.0655874677689887,0.4108843061073844,0.47452770859142784
0.9400000000000001,0.15690632493027515,0.7458336149227837,1.066067186843294,0.40874726510170306,0.4741622519449709
0.9500000000000001,0.1573951579534914,0.7474493455621801,1.0665427020964957,0.4066272698575165,0.4737953816754936
0.96,0.15788151556761648,0.749066236482006,1.0670140318473929,0.4045242145729492,0.4734271129472715
0.97,0.15836539816133952,0.7506842810909683,1.067481194381682,0.4024379938698987,0.47305746085848016
0.98,0.1588468061680023,0.7523034727868644,1.0679442079512371,0.4003685027969204,0.47268644044145586
0.99,0.15932574006563172,0.7539238049571709,1.0684030907733877,0.3983156368321112,0.47231406666295633
1.0,0.15980220037697188,0.7555452709796328,1.0688578610301978,0.3962792918859937,0.47194035442442106
1.01,0.16027618766951668,0.7571678642228522,1.0693085368677453,0.3942593643044004,0.4715653185622322
1.02,0.16074770255448417,0.7587915780433571,1.06975513640203,0.3922557508426918,0.47118897384429065
1.03,0.16121674567727348,0.7604164057543233,1.0701976777782576,0.39026834840916613,0.470811334936926
1.04,0.16168331773260608,0.7620423406764463,1.0706361790754373,0.388297054477366,0.4704324164577807
1.05,0.16214741946168984,0.7636693761289833,1.071070658323635,0.3863417670112365,0.4700522329660806
1.06,0.16260905164991973,0.7652975054225841,1.0715011335178632,0.38440238440483,0.4696707989547748
1.07,0.16306821512687253,0.7669267218597539,1.0719276226175962,0.3824788054841679,0.469288128850665
1.08,0.16352491076630138,0.7685570187353166,1.0723501435462859,0.3805709295091016,0.4689042370145346
1.09,0.16397913948613033,0.7701883893368788,1.072768714190877,0.37867865617517404,0.4685191377412778
1.1,0.164430902248449,0.7718208269452924,1.073183352401323,0.37680188561548084,0.46813284526002874
1.11,0.16488020005950704,0.7734543248351183,1.0735940759901008,0.3749405184025317,0.4677453737342908
1.12,0.16532703396970885,0.77508887627509,1.074000902731727,0.37309445555011145,0.4673567372620655
1.1300000000000001,0.16577140507345045,0.7767244745282955,1.074403850362735,0.371263598511948,0.4669669498758691
1.1400000000000001,0.16621331450334265,0.7783611128423501,1.0748029365980973,0.3694478490666395,0.46657602553873884
1.1500000000000001,0.16665276343690638,0.7799987844618075,1.075198179111112,0.36764710945527856,0.46618397814914875
1.16,0.1670897530977731,0.7816374826307732,1.0755895955293853,0.36586128240774435,0.4657908215420005
1.17,0.1675242847532647,0.7832772005890621,1.0759772034414214,0.36409027109563813,0.46539656948702735
1.18,0.16795635971436482,0.7849179315726211,1.0763610203962057,0.3623339791336786,0.46500123568890667
1.19,0.16838597933569072,0.7865596688139511,1.0767410639027868,0.36059231058109625,0.46460483378737294
1.2,0.16881314501546452,0.7882024055425291,1.0771173514298602,0.3588651699430282,0.46420737735733014
1.21,0.16923785819548504,0.7898461349852309,1.0774899004053518,0.35715246217191304,0.4638088799089648
1.22,0.16966012036109912,0.7914908503667536,1.077858728215999,0.3554540926688855,0.46340935488785817
1.23,0.1700799330411734,0.7931365449100373,1.0782238522069358,0.3537699672851712,0.4630088156750994
1.24,0.17049729780806563,0.7947832118366877,1.0785852896812744,0.3520999923234813,0.462607275587398
1.25,0.1709122162729035,0.7964308443584424,1.0789430579154753,0.35044407444368314,0.46220474787288196
1.26,0.17132469008819212,0.7980794356826237,1.079297174150062,0.3488021207179652,0.4618012457136341
1.27,0.1717347209531929,0.7997289790228809,1.079647655571016,0.3471740387425235,0.46139678223077596
1.28,0.17214231061009266,0.8013794675923545,1.0799945193221492,0.34555973656139843,0.46099137048108446
1.29,0.17254746084395114,0.8030308946040539,1.080337782504769,0.34395912266737877,0.4605850234570828
1.3,0.17295017348264857,0.8046832532712336,1.080677462177341,0.3423721060029061,0.46017775408713085
1.31,0.1733504503968331,0.8063365368077692,1.0810135753551533,0.34079859596097867,0.45976957523551587
1.32,0.17374829349986837,0.8079907384285341,1.0813461390099812,0.3392385023860557,0.45936049970254283
1.33,0.1741437047477809,0.8096458513497758,1.0816751700697493,0.3376917355749614,0.4589505402246253
1.34,0.17453668613920773,0.8113018687894925,1.0820006854181974,0.3361582062777893,0.4585397094743758
1.35,0.17492723971534388,0.8129587839678091,1.0823227018945425,0.3346378256988061,0.4581280200606965
1.36,0.17531536755309785,0.8146165900934768,1.0826412363126288,0.33313050536392863,0.45771548452851324
1.37,0.17570107178016725,0.8162752803951587,1.0829563054171911,0.33163615741881847,0.4573021153596602
1.3800000000000001,0.17608435455537158,0.8179348480817301,1.08326792593979,0.33015469424445604,0.4568879249719409
1.3900000000000001,0.17646521808607368,0.8195952863783568,1.083576114548347,0.3286860288013174,0.4564729257201359
1.4000000000000001,0.17684366462137938,0.8212565885130847,1.0838808878661648,0.3272300744977208,0.45605712989573943
1.41,0.17721969645207802,0.8229187477172019,1.0841822624716135,0.3257867451905899,0.45564054972704915
1.42,0.17759331591058047,0.8245817572255957,1.08448025489782,0.32435595518617494,0.4552231973792567
1.43,0.17796452537085525,0.826245610277106,1.0847748816323655,0.32293761924073056,0.45480508495453736
1.44,0.1783333272483623,0.8279103001148731,1.0850661591169874,0.3215316525611518,0.4543862244921401
1.45,0.17869972399998466,0.8295758199866823,1.0853541037472905,0.320137970805567,0.45396662796847725
1.46,0.17906371812395805,0.8312421631453033,1.085638731872461,0.3187564900838884,0.4535463072972141
1.47,0.17942531215716756,0.8329093228437585,1.0859200598018928,0.317387126910761,0.45312527432996547
1.48,0.17978450866844786,0.8345772923228925,1.0861981038223045,0.316029798086245,0.45270354085791376
1.49,0.1801413102752477,0.836246064843946,1.0864728801535324,0.3146844209989272,0.45228111860803527
1.5,0.1804957196367162,0.8379156336757134,1.0867444049662085,0.31335091350273214,0.45185801924476643
1.51,0.18084773945258295,0.8395859920928592,1.087012694384234,0.3120291938984825,0.4514342543703322
1.52,0.1811973724630527,0.8412571333761893,1.087277764484589,0.3107191809338004,0.4510098355248405
1.53,0.18154462144869754,0.8429290508129174,1.0875396312971495,0.30942079380295723,0.4505847741863758
1.54,0.18188948923034612,0.8446017376969237,1.0877983108045135,0.30813395214667055,0.45015908177109354
1.55,0.18223197866897028,0.8462751873290113,1.0880538189418325,0.3068585760518497,0.44973276963331354
1.56,0.18257209266556912,0.8479493930171547,1.088306171596653,0.3055945860512879,0.44930584906561455
1.57,0.18290983416105017,0.8496243480767435,1.088555384608764,0.30434190312330395,0.4488783312989279
1.58,0.18324520613610784,0.8513000458308214,1.088801473770053,0.3031004486913297,0.4484502275026318
1.59,0.18357821161109947,0.8529764796103191,1.0890444548243683,0.3018701446234471,0.448021548784645
1.6,0.18390885364591836,0.8546536427542812,1.0892843434673907,0.30065091323187204,0.44759230619152135
1.61,0.18423713533986413,0.856331528610089,1.0895211553465116,0.2994426772723862,0.4471625107085433
1.62,0.18456305983151075,0.8580101305336765,1.089754906060719,0.298245359943717,0.4467321732598163
1.6300000000000001,0.18488663029857125,0.8596894418897423,1.0899856111604918,0.2970588848868647,0.44630130470836277
1.6400000000000001,0.1852078499577603,0.8613694560519545,1.0902132861476999,0.29588317618437837,0.4458699158562162
1.6500000000000001,0.18552672206465382,0.8630501664031515,1.090437946475514,0.29471815835957843,0.44543801744451517
1.6600000000000001,0.1858432499085816,0.8647315663257948,1.0906596075588189,0.2935637562982871,0.44500562015858214
1.67,0.18615743680502123,0.8664136491875191,1.0908782847899101,0.2924198951315698,0.44457273463550884
1.68,0.1864692861192456,0.8680964083880114,1.0910939934881136,0.2912865006060058,0.4441393714403561
1.69,0.18677880125523366,0.8697798373377253,1.0913067489228514,0.2901634989120752,0.4437055410772315
1.7,0.18708598565450862,0.8714639294560769,1.0915165663157198,0.28905081666739707,0.4432712539903952
1.71,0.1873908427959492,0.8731486781715475,1.0917234608405124,0.2879483809151369,0.4428365205643867
1.72,0.18769337619559742,0.8748340769217825,1.0919274476232521,0.2868561191223496,0.44240135112415213
1.73,0.18799358940646288,0.876520119153681,1.0921285417422317,0.285773959178258,0.4419657559351719
1.74,0.18829148601832352,0.8782067983234791,1.0923267582280654,0.2847018293924671,0.4415297452035902
1.75,0.18858706965752284,0.8798941078968264,1.0925221120637474,0.2836396584931136,0.44109332907634413
1.76,0.18888034398676395,0.8815820413488555,1.0927146181847227,0.2825873756249516,0.44065651764129454
1.77,0.18917131270489967,0.883270592164244,1.092904291478963,0.2815449103473726,0.4402193209273571
1.78,0.18945997954671953,0.8849597538372703,1.0930911467870572,0.2805121926323627,0.4397817489046344
1.79,0.1897463482827331,0.8866495198718617,1.0932751989023053,0.2794891528623939,0.4393438114845489
1.8,0.19003042271894982,0.8883398837816355,1.093456462570827,0.278475721828252,0.4389055185199763
1.81,0.1903122066966555,0.8900308390899344,1.0936349524916755,0.27747183072679926,0.43846687980538035
1.82,0.19059170409218515,0.8917223793298528,1.0938106833169638,0.27647741115867347,0.438027905076948
1.83,0.19086891881669246,0.8934144980442574,1.0939836696519967,0.27549239512592166,0.43758860401272526
1.84,0.19114385481591575,0.8951071887858013,1.0941539260554154,0.2745167150295701,0.4371489862327542
1.85,0.19141651607981494,0.8968004451379622,1.0943214670081074,0.2735503038882934,0.43670906130284504
1.86,0.19168690664968896,0.8984942607307149,1.094486306890086,0.27259309550066113,0.43626883873742256
1.87,0.19195503058260885,0.9001886291652885,1.0946484600924204,0.2716450236513911,0.4358283279866651
1.8800000000000001,0.19222089196923542,0.9018835440526316,1.0948079409602567,0.2707060225132825,0.43538753844329364
1.8900000000000001,0.1924844949345141,0.9035789990154054,1.0949647637900133,0.26977602666565687,0.43494647944306103
1.9000000000000001,0.19274584363747152,0.9052749876880654,1.095118942829418,0.2688549710926961,0.4345051602649122
1.9100000000000001,0.19300494227100987,0.9069715037169382,1.0952704922775471,0.26794279118174513,0.43406359013114654
1.92,0.19326179506169905,0.908668540760295,1.0954194262848735,0.26703942272157677,0.4336217782075807
1.93,0.19351640626956676,0.9103660924884185,1.0955657589533165,0.26614480190062195,0.433179733603713
1.94,0.193768780187886,0.9120641525836681,1.0957095043363005,0.26525886530516224,0.4327374653728892
1.95,0.1940189211429607,0.9137627147405392,1.095850676438816,0.26438154991748675,0.43229498251246945
1.96,0.19426683349390889,0.9154617726657185,1.0959892892174872,0.26351279311401243,0.4318522939639962
1.97,0.19451252163244376,0.9171613200781354,1.0961253565806452,0.26265253266336824,0.43140940861336385
1.98,0.19475598998265237,0.9188613507090084,1.0962588923884062,0.2618007067244426,0.4309663352909894
1.99,0.1949972430007723,0.9205618583018879,1.0963899104527548,0.2609572538443951,0.43052308277198426
2.0,0.19523628517496608,0.9222628366126937,1.096518424537632,0.26012211295663124,0.4300796597763277
2.0100000000000002,0.19547312102509296,0.9239642794097498,1.0966444483590303,0.25929522337874117,0.429636074969041
2.02,0.19570775510247904,0.9256661804738125,1.0967679955850929,0.25847652481040223,0.42919233696036346
2.0300000000000002,0.195940191989685,0.9273685335980971,1.096889079836217,0.2576659573312447,0.42874845430592917
2.04,0.1961704363071503,0.9290713326011035,1.097007714664683,0.256863461551955,0.4283044355087779
2.05,0.19639849271406737,0.9307745713287009,1.0971239135514603,0.25606897863681227,0.4278602890198301
2.06,0.19662436589019738,0.9324782436207338,1.0972376899597618,0.25528244990162247,0.427416023233288
2.07,0.19684806054584938,0.934182343330056,1.0973490573047373,0.25450381703915004,0.42697164648953956
2.08,0.19706958142190084,0.9358868643230257,1.0974580289528186,0.2537330221226918,0.42652716707541266
2.09,0.19728893328958158,0.9375918004795599,1.0975646182217675,0.25297000760438265,0.4260825932243671
2.1,0.19750612095025616,0.9392971456931858,1.0976688383807274,0.2522147163134813,0.4256379331166885
2.11,0.19772114923520434,0.9410028938710883,1.0977707026502783,0.2514670914546355,0.4251931948796838
2.12,0.19793402300540072,0.9427090389341563,1.0978702242024956,0.25072707660612686,0.4247483865878779
2.13,0.19814474715129216,0.944415574817024,1.0979674161610096,0.24999461571809523,0.4243035162632117
2.14,0.1983533265925742,0.9461224954681108,1.0980622916010718,0.24926965311074284,0.423858591875242
2.15,0.19855976627796568,0.947829794849657,1.0981548635496212,0.24855213347251834,0.4234136213413426
2.16,0.19876407118498204,0.9495374669377582,1.098245144985355,0.24784200185827984,0.4229686125269064
2.17,0.19896624631970697,0.9512455057223939,1.0983331488388035,0.2471392036874383,0.4225235732455501
2.18,0.1991662967165625,0.9529539052074565,1.0984188879924057,0.24644368474207984,0.4220785112593191
2.19,0.19936422743807786,0.9546626594107744,1.0985023752805911,0.24575539116506842,0.42163343427889466
2.2,0.19956004357465645,0.9563717623641345,1.0985836234898614,0.2450742694581275,0.4211883499638021
2.21,0.19975375024434167,0.9580812081132992,1.0986626453588788,0.24440026647990193,0.42074326592262073
2.22,0.19994535259258084,0.9597909907180231,1.0987394535785542,0.2437333294439989,0.420298189713195
2.23,0.20013485579538634,0.961501104256618,1.098814060782228,0.2430734059932347,0.4198531288428205
2.24,0.20032226505807607,0.9632115428245954,1.0988864795487447,0.24242044417474218,0.4194080907684662
2.25,0.2005075856088491,0.9649223005263865,1.0989567224205867,0.24177439229924655,0.41896308289703854
2.2600000000000002,0.20069082270253058,0.9666333714806878,1.0990248018923503,0.24113519902844832,0.4185181125855673
2.27,0.2008719816203668,0.9683447498205132,1.0990907304107378,0.24050281337382517,0.41807318714142366
2.2800000000000002,0.2010510676697923,0.9700564296932077,1.0991545203746316,0.23987718469482427,0.41762831382254006
2.29,0.201228086184196,0.9717684052604584,1.099216184135169,0.2392582626970412,0.41718349983763164
2.3000000000000003,0.201403042522686,0.9734806706983035,1.0992757339958201,0.238645997430385,0.4167387523464188
2.31,0.20157594206985321,0.9751932201971378,1.0993331822124683,0.2380403392872295,0.4162940784598514
2.32,0.2017467902355336,0.9769060479617169,1.0993885409934923,0.23744123900055092,0.41584948524033466
2.33,0.20191559245456955,0.9786191482111576,1.0994418224998503,0.23684864764205166,0.41540497970195595
2.34,0.20208235418656964,0.9803325151789357,1.0994930388451687,0.23626251662027067,0.41496056881071347
2.35,0.20224708091566748,0.9820461431128827,1.0995422020958294,0.2356827976786795,0.41451625948474624
2.36,0.2024097781502792,0.9837600262751781,1.099589324271063,0.23510944289376534,0.4140720585945654
2.37,0.20257045142285968,0.9854741589423401,1.0996344173430417,0.23454240467309964,0.4136279729632874
2.38,0.20272910628965776,0.9871885354052137,1.0996774932369762,0.2339816357533935,0.41318400936686794
2.39,0.20288574833046996,0.9889031499689556,1.0997185638312135,0.23342708919853905,0.412740174534338
2.4,0.20304038314839323,0.9906179969530172,1.0997576409573386,0.2328787183976372,0.41229647514804096
2.41,0.20319301636957632,0.9923330706911251,1.0997947364002776,0.23233647706301166,0.4118529178438713
2.42,0.20334365364786786,0.9940483655414939,1.0998298618920563,0.23180031932065015,0.41140950920113817
2.43,0.203492300661266,0.9957638758799064,1.099863029116184,0.2312701996459206,0.4109662557497968
2.44,0.20363896310596052,0.9974795960877615,1.099894249715155,0.23074607275385445,0.4105231639827797
2.45,0.20378364670044008,0.9991955205611572,1.099923535284912,0.23022789367940963,0.4100802403470027
2.46,0.20392635718525234,1.0009116437108887,1.099950897374941,0.22971561777569446,0.40963749124357923
2.47,0.204067100322763,1.0026279599624446,1.0999763474883697,0.2292092007121804,0.40919492302803645
2.48,0.20420588189691394,1.004344463756,1.0999998970820664,0.22870859847290784,0.4087525420105314
2.49,0.2043427077129805,1.0060611495464091,1.1000215575667411,0.22821376735468485,0.40831035445606856
2.5,0.20447758359732793,1.0077780118031954,1.1000413403070504,0.22772466396527935,0.40786836658471726
2.5100000000000002,0.20461051539716713,1.0094950450105398,1.1000592566217,0.22724124522160388,0.40742658457183056
2.52,0.20474150898030918,1.0112122436672673,1.1000753177835538,0.22676346834789385,0.4069850145482644
2.5300000000000002,0.20487057023491936,1.0129296022868317,1.100089535019742,0.2262912908738785,0.4065436626005973
2.54,0.20499770506927012,1.0146471153972985,1.1001019195117705,0.2258246706329453,0.40610253477135133
2.5500000000000003,0.20512291941149327,1.0163647775413258,1.1001124823956354,0.22536356576029706,0.4056616370592129
2.56,0.20524621920933128,1.0180825832761435,1.1001212347619354,0.22490793469110232,0.40522097541925506
2.57,0.20536761042988774,1.0198005271735309,1.100128187655989,0.2244577361586388,0.40478055576316024
2.58,0.20548709905937695,1.0215186038197916,1.1001333520779522,0.22401292919242977,0.40434038395944305
2.59,0.20560469110287274,1.0232368078157286,1.100136738982938,0.22357347311637374,0.40390046583367495
2.6,0.20572039258407449,1.0249551337766303,1.1001383592811051,0.2231393275471169,0.40346080716869615
2.61,0.2058342095495478,1.0266735763363344,1.1001382238297004,0.2227104524535312,0.40302141370182815
2.62,0.20594614806415606,1.0283921301432655,1.1001363434409428,0.22228680809590515,0.4025822911279929
2.63,0.20605621420781176,1.0301107898576773,1.1001327288875364,0.22186835498315793,0.402143445101947
2.64,0.206164414078222,1.0318295501543486,1.100127390897402,0.2214550539119176,0.40170488123649706
2.65,0.2062707537906438,1.0335484057225568,1.1001203401537858,0.22104686596476886,0.40126660510271966
2.66,0.20637523947763878,1.0352673512660495,1.100111587295371,0.22064375250849722,0.4008286222301824
2.67,0.20647787728882744,1.0369863815030147,1.1001011429163912,0.2202456751923305,0.4003909381071649
2.68,0.2065786733906425,1.0387054911660494,1.1000890175667426,0.21985259594617723,0.3999535581808808
2.69,0.20667763396608216,1.0404246750021267,1.1000752217521002,0.21946447697886212,0.39951648785769983
2.7,0.20677476521446234,1.0421439277725606,1.1000597659340339,0.21908128077635844,0.39907973250337064
2.71,0.20687007335116867,1.0438632442529707,1.1000426605301261,0.2187029701000175,0.39864329744324406
2.72,0.20696356460740772,1.0455826192332442,1.1000239159140912,0.21832950798479506,0.3982071879624967
2.73,0.2070552452299578,1.0473020475174961,1.1000035424158956,0.21796085773747495,0.3977714093063553
2.74,0.2071451214809191,1.049021523924029,1.099981550321879,0.21759698293488944,0.39733596668032123
2.75,0.20723319963746323,1.0507410432852904,1.0999579498748786,0.21723784742213678,0.396900865250396
2.7600000000000002,0.20731948599158237,1.0524606004478283,1.0999327512743522,0.2168834153107957,0.3964661101433065
2.77,0.20740398684983763,1.0541801902722459,1.099905964676505,0.2165336509771369,0.3960317064467317
2.7800000000000002,0.207486708533107,1.055899807633155,1.0998776001944153,0.21618851906033168,0.3955976592095289
2.79,0.20756765737643224,1.0576194474192544,1.0998476678980433,0.2158479844618289,0.39516397344182663
2.8000000000000003,0.2076468397347284,1.0593391045409788,1.0998161778071356,0.2155120124137296,0.39473065410721
2.81,0.20772426197537336,1.0610587739212067,1.0997831399000264,0.21518056839276478,0.3942977061326012
2.82,0.20779993047611672,1.0627784504928366,1.0997485641159972,0.21485361809687678,0.3938651344109661
2.83,0.2078738516279614,1.0644981292027809,1.0997124603516089,0.21453112748032444,0.39343294379731253
