t,V,K_o,K_i,Na_i,Ca_i,x,m,h,Ca_ds,d,f,f2,f2ds,s,r,Ca_up,Ca_rel,ActFrac,ProdFrac,Ca_Calmod,Ca_Trop
0.14,-85.31329117769972,5.338030696206114,140.09969458577518,6.932354991709348,3.820045629180048e-05,9.619888471006446e-05,0.004503059025186958,0.9682858081765713,0.0014001175202105237,4.233117912657925e-12,0.9999972192314925,0.9937319270628818,0.35140272520690025,0.927222460002006,2.670885940110759e-05,0.33017890192265453,0.3056121616398084,0.010890260567375087,0.9399094016952967,0.0014558726489584683,0.0009405077781282664
0.15,-85.33528138088987,5.337383631272117,140.10057876219798,6.931670924590239,3.799527807855361e-05,5.537442195200676e-05,0.004489789921299109,0.9693659455384265,0.0012668787209293272,4.2022006621652584e-12,0.9999972317980698,0.9937942954268881,0.36551759928515015,0.9291301641891015,2.6644439807717424e-05,0.3296837398615452,0.3053366395502869,0.01100885633218398,0.9347741834848712,0.0014390814379895737,0.0009346209409058688
0.16,-85.3521819602871,5.3367391839860625,140.10146449210123,6.93098252622796,3.784006772545226e-05,3.187243612702517e-05,0.004479625729208435,0.9699419296307614,0.001146319235337668,4.178490432254688e-12,0.9999972413531911,0.9938560432155814,0.38154188616541784,0.9309901952915526,2.659574553835448e-05,0.32922473951740155,0.3050292448336839,0.011095272965250216,0.9293670774661331,0.001426753185852378,0.0009302896718543909
0.17,-85.36607588171205,5.336097848353991,140.1023513557189,6.930290801234786,3.771197180212122e-05,1.8343470692932636e-05,0.0044712846785847525,0.9702653815850028,0.0010372325314160751,4.159152841735276e-12,0.9999972491028604,0.9939171766032404,0.3991707951060109,0.9328031992847855,2.6556701594030435e-05,0.3287870564020737,0.30470006519893655,0.011152203018343484,0.923690448162439,0.0014175593915404818,0.0009268811793753435
0.18,-85.37855361649103,5.335459880262494,140.10323912555174,6.929596220251687,3.759386392283601e-05,1.0557046100481643e-05,0.004463809630855055,0.9704620745365727,0.0009385268021582106,4.141878969923666e-12,0.9999972559596475,0.993977701703567,0.41813259629754085,0.9345700616017808,2.6522668344858367e-05,0.3283601107167048,0.30435750158348424,0.011182421138204605,0.9177485329769505,0.0014104438311256173,0.0009239156155550248
0.19,-85.39079678364048,5.334825357558324,140.10412771851318,6.928898858972766,3.747330113031597e-05,6.076398473745613e-06,0.004456489435079752,0.9705963233917396,0.0008492141708583053,4.125013569503679e-12,0.9999972625979958,0.9940376245690953,0.4381822643451728,0.9362918253561066,2.6490182830613464e-05,0.3279366313940831,0.30400847417352567,0.011188714516027725,0.9115474443105134,0.0014045820314437878,0.0009210380572221578
0.2,-85.40365006342823,5.334194229149998,140.1050171567185,6.928198511535769,3.734164193550784e-05,3.4975974752802756e-06,0.004448818743069922,0.9707019478182117,0.0007684007567534501,4.107391177590133e-12,0.9999972694984414,0.9940969511921603,0.4590966942255376,0.9379696285552213,2.645674711630173e-05,0.3275119097096517,0.3036586074496823,0.011173828661249191,0.9050951693552728,0.0013993444578243642,0.0009179953810298354
0.21,-85.41768297479827,5.3335663547322545,140.10590753567212,6.92749478192103,3.719330989899276e-05,2.0141948093623626e-06,0.004440459679334463,0.9707971581328437,0.0006952777611365161,4.088242670821572e-12,0.9999972769839922,0.9941556875054777,0.48067125798276705,0.9396046567393577,2.6420650930648254e-05,0.32708321080920016,0.30331239615665806,0.011140429584160049,0.8984015633848573,0.0013942639358960843,0.0009146169329260853
0.22,-85.43324351540025,5.332941537120467,140.1067989982908,6.926787158010593,3.702516346745726e-05,1.1603740206885418e-06,0.004431208721808291,0.9708920671151471,0.0006291133387903612,4.067115177452993e-12,0.9999972852511598,0.9942138393827271,0.5027173689076645,0.9411981073943388,2.638081920574327e-05,0.326649297409804,0.3029733562950741,0.011091080487542232,0.8914783305366717,0.0013890068176756773,0.0009107980375864953
0.23,-85.45050339023733,5.332319547612463,140.1076917144461,6.926075069386115,3.6835977609285186e-05,6.690264865033954e-07,0.004420969280334605,0.970992185705173,0.0005692452944187367,4.043807184908954e-12,0.9999972943959206,0.9942714126391482,0.5250609104435626,0.9427511647779856,2.633668387236185e-05,0.3262100526340048,0.30264415931794664,0.011028227104890837,0.8843389949568455,0.0013833482128407341,0.000906486283261679
0.24,-85.46949662736314,5.331700145998396,140.108585864751,6.925357932661845,3.662599842598088e-05,3.866505696881712e-07,0.004409727653580141,0.9711003573936784,0.0005150744547460858,4.0183099805303265e-12,0.9999973044360304,0.9943284130321164,0.5475412622880896,0.9442649822657451,2.628807407523508e-05,0.325766174178457,0.30232675256409297,0.01095418870243559,0.8769988552728907,0.0013771506374266882,0.000901669917820051
0.25,-85.49015212044762,5.331083096022332,140.10948162796046,6.9246351863042666,3.6396580044283826e-05,2.2404338229808082e-07,0.004397533134171948,0.9712177913073157,0.0004660586551913033,3.990760207973881e-12,0.9999973153299526,0.9943848462617196,0.5700107631184725,0.9457406706699565,2.6235122989441943e-05,0.3253189279379247,0.3020224662973082,0.010871156476428539,0.8694749239913333,0.0013703457798902308,0.0008963681436681215
0.26,-85.51232055066318,5.330468176833097,140.11037917156497,6.9239063162228724,3.614988106876751e-05,1.3016021364069898e-07,0.004384481220820447,0.9713445823726049,0.00042170732020011426,3.961398578303465e-12,0.9999973269926806,0.9944407179713299,0.5923344888549167,0.9471792914933994,2.6178190305780377e-05,0.3248699537559558,0.3017321075548911,0.01078119182428665,0.8617858523595376,0.0013629192344630902,0.000890623149385798
0.27,-85.53579660160263,5.329855191185074,140.11127864498027,6.923170873900215,3.5888619434729055e-05,7.62820647248002e-08,0.004370699813707857,0.9714800849717388,0.00038157657988676036,3.930536365963004e-12,0.999997339308843,0.9944960337481663,0.6143901960090083,0.9485818537909765,2.6117797982973083e-05,0.3244211123747581,0.3014560423000594,0.01068622735483632,0.8539518360234862,0.0013548978235837397,0.0008844935686154547
0.28,-85.5603375729301,5.3292439713567115,140.1121801745663,6.922428489327084,3.561586795468902e-05,4.554030485148578e-08,0.004356337609856932,0.9716231868158158,0.0003452648069107022,3.898527047021519e-12,0.999997352143722,0.9945507991238532,0.6360683069239941,0.9499493132721815,2.6054576106253162e-05,0.32397436159387655,0.3011942682699293,0.01058806859271922,0.8459945045424465,0.0013463388552151033,0.0008780490220455828
0.29,-85.58567861610307,5.328634382941574,140.1130838603541,6.9216788790882635,3.533488768696032e-05,2.777361123649304e-08,0.0043415547038798685,0.9717724701847138,0.0003124085682684157,3.865743761122837e-12,0.9999973653521738,0.9946050195749745,0.6572719004942162,0.9512825733611864,2.5989218729202778e-05,0.32353165995348504,0.300946478899671,0.010488392442154364,0.8379367908757646,0.001337321225931206,0.0008713656725404772
0.3,-85.61154471452573,5.328026326649055,140.11398977437725,6.920921849909811,3.504899887866598e-05,1.728617847685119e-08,0.004326515213207343,0.9719263239400472,0.00028267900820005834,3.832561733063489e-12,0.9999973787855745,0.994658700523621,0.6779166414879603,0.952582487869142,2.5922449272612118e-05,0.3230948960719975,0.3007121183775368,0.010388747555920484,0.8298027754837627,0.0013279383374216218,0.0008645227441771205
0.31,-85.63766010753518,5.327419738752947,140.11489796010108,6.920157299159904,3.4761482620490645e-05,1.1136698825700848e-08,0.004311381589912229,0.9720830490933657,0.0002557785798447214,3.79934513896514e-12,0.9999973922972151,0.9947118473379328,0.6979305896067627,0.953849864520891,2.5854993174977186e-05,0.3226658361402015,0.3004904293893237,0.01029055805085034,0.8216175148518069,0.0013182923764943556,0.0008575997893353312
0.32,-85.66375583007182,5.326814590633583,140.11580843259503,6.9193852133093605,3.4475500372889076e-05,7.640160894277193e-09,0.0042963103020464645,0.9722409454728899,0.00023143806192940864,3.76643794680849e-12,0.9999974057463004,0.994764465332635,0.7172538874285956,0.9550854687770998,2.5787556620321546e-05,0.3222460842625599,0.3002804951698013,0.010195119778553648,0.8134068573287603,0.0013084896066727142,0.0008506745061712946
0.33,-85.6895754924739,5.326210887528394,140.11672117935666,6.918605664610962,3.419403544035269e-05,5.6458314823899e-09,0.004281448351598812,0.9723983672728673,0.00020941385012800086,3.734156022802512e-12,0.9999974190011146,0.9948165597695703,0.7358383035229024,0.9562900279266416,2.572081017430852e-05,0.32183705490376785,0.30008127602292767,0.010103603999329344,0.8051972455818008,0.0012986366057338061,0.0008438210615076027
0.34,-85.71487950942908,5.325608666568435,140.1176361617265,6.917818806147154,3.3919849676164244e-05,4.443795493064973e-09,0.004266931287202375,0.9725537576798594,0.00018948551685229437,3.702784372213987e-12,0.9999974319408901,0.9948681358582251,0.7536466672354311,0.9574642352832404,2.565537748252005e-05,0.32143995623011845,0.2998916408601758,0.010017054877715046,0.7970155056482072,0.00128883737369979,0.0008371088640126262
0.35000000000000003,-85.73944799858579,5.325007994311532,140.11855331672547,6.9170248657346765,3.365545631899928e-05,3.7066031245366243e-09,0.004252881557181547,0.9727056772112586,0.00017145361101538893,3.672573939918008e-12,0.999997444457081,0.99491919875625,0.7706521895007414,0.9586087543307336,2.559182761878214e-05,0.32105578201625323,0.29971039425537604,0.009936389578879426,0.7888886253385543,0.0012791911585701245,0.0008306017193514073
0.36,-85.76308264893063,5.324408963985448,140.11947255914498,6.916224139172197,3.340310276553899e-05,3.2846124076417346e-09,0.004239407901271047,0.9728528256458394,0.00015513766437646133,3.643741721056256e-12,0.9999974564539693,0.994969753569976,0.7868376893005715,0.9597242226293788,2.5530670456203855e-05,0.32068530973402065,0.29953629973521506,0.009862401918508526,0.7808435292468389,0.0012697908329473951,0.0008243572776835881
0.37,-85.78560767607657,5.32381169256823,140.1203937837865,6.915416983133031,3.316476498873212e-05,3.05534030097668e-09,0.004226605053922476,0.9729940529152099,0.00014037438348457872,3.616471234876899e-12,0.9999974678487313,0.9950198053549252,0.8021947502486995,0.9608112554075041,2.5472354646873327e-05,0.3203291038216034,0.2993680994311083,0.009795764460445089,0.7729068582547887,0.0012607217425598652,0.0008184267434177613
0.38,-85.80687002936052,5.323216317782348,140.12131686778832,6.914603807869881,3.2942147632054053e-05,2.917898192907069e-09,0.004214553984484442,0.9731283606261808,0.00012701601467940548,3.5909141739993066e-12,0.9999974785711369,0.9950693591163158,0.8167228339294156,0.9618704488216528,2.5417267719231062e-05,0.3199875233829723,0.2992045304172109,0.009737030977250137,0.7651047548098602,0.0012520609739605348,0.0008128547982863302
0.39,-85.82673913121367,5.3226229950706525,140.12224167298473,6.913785069853457,3.273668930592012e-05,2.823247065992062e-09,0.00420332240210959,0.9732548991652962,0.00011492886863916947,3.5671925623931525e-12,0.9999974885629898,0.9951184198095633,0.830428374121326,0.9629023828642719,2.5365737590415454e-05,0.31966073297009323,0.29904433848705875,0.00968663959714071,0.7574626529486099,0.001243876954235549,0.0008076796585136798
0.4,-85.84510620818962,5.3220318946307605,140.1231680482328,6.912961264545413,3.254957373190633e-05,2.7579202165059205e-09,0.004192965316631224,0.9733729630164932,0.00010399197202240033,3.5454010985786154e-12,0.9999974977774235,0.995166992340776,0.8433238704332799,0.9639076239321079,2.5318034903977438e-05,0.3193487152630874,0.2988862897594911,0.00964491896478214,0.7500050789461559,0.001236229277497154,0.0008029332481829202
0.41000000000000003,-85.86188322457532,5.3214431985499475,140.12409583167522,6.9121329194030725,3.2381742526125486e-05,2.719932516970007e-09,0.004183526190413288,0.9734819829143094,9.40958577756534e-05,3.5256100082328696e-12,0.9999975061780092,0.9952150815672454,0.8554270000122209,0.9648867270162493,2.527437650336161e-05,0.3190512857431281,0.2987291798688219,0.009612093518188999,0.7427554687500059,0.0012291687761891467,0.0007986414884261935
0.42,-85.87700162655138,5.320857098088719,140.12502485289858,6.911300587207847,3.2233912393488935e-05,2.7002748807590524e-09,0.004175037351717084,0.9735815156813016,8.514147822556976e-05,3.5078674631015964e-12,0.9999975137378383,0.9952626922979324,0.8667597648633079,0.9658402375233079,2.523492932807633e-05,0.31876810832764185,0.29857184132209563,0.00958828766921563,0.7357360001920911,0.001222737763866845,0.0007948246445267805
0.43,-85.89041102729318,5.320273791136592,140.12595493496548,6.910464839772118,3.210658750402873e-05,2.6865512976449283e-09,0.00416752182313648,0.9736712329565292,7.703921672541206e-05,3.4922026214136966e-12,0.9999975204385855,0.9953098292939475,0.8773476911232705,0.9667686927748059,2.5199814430888547e-05,0.31849871111307876,0.2984131496683073,0.009573531652979061,0.7289674395737915,0.0012169703707841863,0.0007914976869610029
0.44,-85.90207800526204,5.319693479835164,140.12688589632356,6.909626261986589,3.200007650093474e-05,2.672964494984324e-09,0.004160992795266628,0.9737509103265227,6.970798573891338e-05,3.47862716852523e-12,0.9999975262697126,0.9953564972690273,0.8872190856807216,0.9676726232368841,2.5169110700860502e-05,0.31824250154154604,0.2982520290324663,0.009567765338122277,0.7224690017432326,0.0012118929175506008,0.0007886706268383257
0.45,-85.91198485373177,5.319116368365724,140.12781755259337,6.908785446236267,3.191450579521147e-05,2.660668084281023e-09,0.0041554560613917746,0.9738204173110904,6.307441258904171e-05,3.467137979754483e-12,0.9999975312277147,0.995402700890006,0.8964043541108455,0.9685525534928429,2.5142858317271872e-05,0.31799878127570375,0.29808745675952075,0.00957084591217399,0.7162582259713097,0.0012075243346897386,0.0007863488619563156
0.46,-85.92012835898595,5.31854266090017,140.12874971823535,6.90794298717371,3.184982840216597e-05,2.652002602331399e-09,0.004150910241129065,0.9738797080011563,5.7072105740273e-05,3.457719038403096e-12,0.9999975353153537,0.9954484447772822,0.9049353851556022,0.9694090029896983,2.512106224227073e-05,0.31776676056334374,0.29791846739702205,0.009582553952972899,0.7103508687583965,0.0012038766068939485,0.0007845335174617678
0.47000000000000003,-85.9265191725438,5.317972559699346,140.12968220810785,6.907099476696946,3.180585586340221e-05,2.646715009863761e-09,0.004147337960064121,0.9739288127747117,5.164099169720563e-05,3.450337626866989e-12,0.999997538541389,0.9954937335052805,0.9128450037297016,0.9702424866058382,2.510369468966195e-05,0.3175455706325963,0.29774415736176624,0.009602581503608166,0.7047608025827943,0.001200955155753649,0.0007832216498548703
0.48,-85.93118009697739,5.317406263313114,140.13061483895174,6.906255499390186,3.178218619549446e-05,2.642490304357684e-09,0.0041447556079917,0.9739678310745843,4.672670926848882e-05,3.4449685208887374e-12,0.9999975409193644,0.9955385716029095,0.9201664881028521,0.9710535149958914,2.5090697821866486e-05,0.3173342775174859,0.29756368796750704,0.009630583583034568,0.6994999248995843,0.0011987592788203947,0.0007824066338304793
0.49,-85.93414658243556,5.316843964989905,140.13154743071658,6.905411627991676,3.177840196375816e-05,2.63850167156004e-09,0.0041430892949086764,0.9739969250651278,4.228007667540477e-05,3.441539691114925e-12,0.9999975424684314,0.9955829635540144,0.926933185443388,0.97184259486934,2.5081985932282277e-05,0.317131891197221,0.29737629012575206,0.009666098821004153,0.6945781023705618,0.0011972824310675309,0.0007820781805281909
0.5,-85.93546640144778,5.316285851053,140.13247980792008,6.904568418931214,3.179378525730743e-05,2.636133346759137e-09,0.0041423517952513455,0.9740163170619491,3.825659617760573e-05,3.4400071030376123e-12,0.9999975432125895,0.9956269137978182,0.9331781507598107,0.9726102291405542,2.5077444292120435e-05,0.3169373741915055,0.2971812720105627,0.009708611084431992,0.6900030491276123,0.0011965123974239903,0.0007822223211890822
0.51,-85.93519937502748,5.315732099139483,140.1334118011255,6.903726407467027,3.182756225163258e-05,2.63468127409106e-09,0.004142496768793173,0.974026290720513,3.461601717399796e-05,3.4402950913873524e-12,0.9999975431808563,0.9956704267291839,0.9389338314411769,0.9733569170575113,2.5076928890627724e-05,0.31674964888098006,0.2969780255285583,0.009757555235338644,0.6857802307267756,0.0011964312885176655,0.000782821440989791
0.52,-85.93341697418234,5.315182876850018,140.13434324811033,6.902886103828011,3.187878863288662e-05,2.634096774255269e-09,0.004143485257290718,0.9740271860706267,3.1321902219202926e-05,3.4423223984128125e-12,0.9999975424072903,0.9957135066987993,0.9442318514351505,0.974083154190666,2.508026939613078e-05,0.3165676080363434,0.2967660299224723,0.009812280064508827,0.6819128532156546,0.0011970158860558514,0.0007838544935607992
0.53,-26.390065818589516,5.321952043215111,140.12928747965415,6.907047928407202,0.00022349154227355628,0.034774275743283414,0.832871440495154,5.0030265135854e-05,0.0072169759914180055,0.012182430839536917,0.8613886368680631,0.9957561580120864,0.8628228921932597,0.9361842607700485,0.12687465278901058,0.3275715500486183,0.2852340185703946,0.09334663595814378,0.7285443096053951,0.0019531670153051625,0.0023429536058155293
0.54,-54.9984143765181,5.323926444540086,140.12811481556682,6.907708785817734,0.00019313602219399206,0.02480941093389671,0.18076756313314107,0.005064044703066861,0.006543390260176108,1.141578461455367e-07,0.9842463116154838,0.9957983849189225,0.729467824087934,0.9351901780437657,0.00560165839674639,0.3534014335269257,0.25299757824339936,0.012355491174969488,0.9781871759497124,0.004588580373418518,0.005253621009404554
0.55,-68.49875796555374,5.324852357321103,140.12779083318483,6.908436747282061,0.00014074179143469556,0.016124164394047843,0.03974820424570744,0.04592981488840611,0.005920705141730399,1.2039579909202217e-09,0.9997287770516834,0.9958401916712712,0.6223719875074287,0.9355151783717102,0.0003978960382357496,0.35063419930622636,0.2573998707942069,0.005001424545378598,0.987600525652812,0.004719707514879487,0.003787066091863804
0.56,-76.04712330618625,5.325375232574232,140.12779172863955,6.909189696779822,0.00011139439800263412,0.009922391727840752,0.015303201606933407,0.17644396575116883,0.005357275553395026,9.479753222688521e-11,0.9999778164192793,0.9958815824432908,0.5369332293022511,0.9362419416896934,9.174029243906794e-05,0.3437029969185911,0.2613844112659079,0.005586901129447004,0.9856526906732844,0.0043670254531026085,0.0029490251228104793
0.5700000000000001,-79.61683613480649,5.3255559674347515,140.12806996912892,6.909781597200281,9.194042294365715e-05,0.005935718452944414,0.009600216282833902,0.37645743852613106,0.004847463377918752,2.8518570143930997e-11,0.999990634184247,0.9959225613726191,0.4693878954179885,0.9372711431109044,5.2468303056427745e-05,0.33616906042800865,0.2647458531588294,0.006154596941724049,0.9835965285200099,0.003901303961961292,0.0024093142807421124
0.58,-81.38616008096741,5.325520905344525,140.1285240079794,6.910143619901586,7.818355664026252e-05,0.0035035718201202578,0.007600339506312935,0.569378580978224,0.004386166247327817,1.574710632020566e-11,0.9999936861629783,0.9959631325564129,0.41665941470886997,0.9384698768251127,4.154503143522502e-05,0.32931098057377495,0.26751803740389607,0.006705001630555903,0.9813966602262891,0.0034481243002398394,0.0020339349620621637
0.59,-82.45470536808091,5.325353158736864,140.12908696697102,6.9102870075752865,6.802021845486318e-05,0.002053064056681501,0.006596010404180163,0.7168934292209859,0.00396876734267159,1.1010068095769701e-11,0.9999949722825265,0.9960033000513604,0.3762326917773432,0.9397580605701039,3.661414399361431e-05,0.32348063880456307,0.2697699294194732,0.007239118667709974,0.9790173383859804,0.0030473261118466755,0.0017592049159089302
0.6,-83.20476108781162,5.325093475588911,140.12972621109517,6.91024497651705,6.032679127396716e-05,0.0011974006992188841,0.005969648605976667,0.8170140599067351,0.003591089196648766,8.567404101526151e-12,0.9999957002981545,0.9960430678739366,0.3460510272924526,0.9410966635519163,3.366742576688544e-05,0.31867302592384805,0.271574904971462,0.007754046156311255,0.9764323502322456,0.0027071731322974393,0.0015517816849096942
0.61,-83.76701373722584,5.324764724863945,140.13042352687447,6.910051222031593,5.443687439148169e-05,0.0006959538389504889,0.005538494910606897,0.8802214265844316,0.0032493518767709585,7.099291554637791e-12,0.999996172129099,0.996082440000738,0.3244315083025176,0.9424634696334953,3.165649225237051e-05,0.31476753103682037,0.2730004311604296,0.008244609522548026,0.9736229463460938,0.0024247390131103296,0.0013926766733337705
0.62,-84.19761592917551,5.324382710753548,140.1311663602427,6.909735273401823,4.9910455670146094e-05,0.0004034467021661807,0.005228946690064135,0.9182352501393394,0.0029401351626830658,6.147585584122782e-12,0.9999964971045997,0.9961214203688472,0.30999553620126785,0.9438431483863728,3.020739919105624e-05,0.31161964668516023,0.2741056747827071,0.008705041146769146,0.9705747188444172,0.0021935213995313866,0.0012698852009065736
0.63,-84.5289890282892,5.323959644583416,140.1319450109011,6.909322044595478,4.6432988811870754e-05,0.00023341054565093443,0.005002264103558076,0.9403939625516637,0.0026603443095243227,5.503019130774109e-12,0.9999967279662492,0.9961600128762089,0.301611748040296,0.9452241324117125,2.9139187015290047e-05,0.3090925516693785,0.27494178585178286,0.009130071428919483,0.9672755678508537,0.0020062713100698483,0.0011750628460981427
0.64,-84.78376929785213,5.323505299018767,140.13275170681183,6.9088321863076025,4.376816262895507e-05,0.00013482971175334343,0.00483451167140946,0.9531086069062285,0.0024071790764533213,5.053774964280016e-12,0.9999968949689545,0.9961982213820102,0.29834912569638766,0.9465975267125817,2.8343487567157342e-05,0.30706632079851076,0.2755528813220179,0.009515511004786316,0.963714689637342,0.001856035154762959,0.0011020134835910504
0.65,-84.97911677368758,5.323027522858401,140.1335801962774,6.908282565978379,4.1733249446362405e-05,7.779333061732431e-05,0.00470961285590212,0.960398044887056,0.002178105701245741,4.734322650874754e-12,0.9999970171890283,0.996236049707059,0.2994384783423815,0.947956553442696,2.7747702010583847e-05,0.3054392522776245,0.275977061004253,0.009858492198730417,0.9598821900869833,0.0017365188881283999,0.001045952861579532
0.66,-85.12845172127561,5.32253257370337,140.1344254863723,6.907686757693927,4.0184667608866234e-05,4.4844523921261064e-05,0.004616258567321555,0.9646330071793813,0.0019708315397886696,4.503798936787981e-12,0.9999971073551611,0.9962735016341618,0.3042408242069453,0.9492961517952885,2.73003561540438e-05,0.3041266123956436,0.27624727067862864,0.01015749331312566,0.9557690349955157,0.001642188399532435,0.0010031083827478692
0.67,-85.24239305713209,5.322025383703905,140.13528363431683,6.90705551481947,3.900867247427749e-05,2.5833562746390893e-05,0.004546245364034633,0.9671571462308262,0.0017832821226757048,4.3354900323555596e-12,0.9999971742994024,0.9963105809084982,0.3122214925998111,0.9506126468700417,2.6963754431647172e-05,0.3030586696040046,0.27639199412355614,0.010412229393732438,0.9513671696611335,0.0015682641642246282,0.00097047476631245
0.68,-85.32937643818195,5.321509786957628,140.136151568755,6.906397211845317,3.81148865236468e-05,1.4874565825465109e-05,0.0044934952290091625,0.9687147427453092,0.0016135803922303826,4.211252172985715e-12,0.9999972243335699,0.9963472912379929,0.3229289593411951,0.951903468683148,2.6709704771601353e-05,0.3021786572293423,0.27643580676450896,0.010623469175195447,0.9466697101229463,0.0015106732267547553,0.000945649064624364
