t,C1,C2,C3,C5,O1,O2,O3,C4
0.48,0.019161991662597938,0.0006889381543979346,8.729813369097762e-05,0.02216865023688292,1.5403276138522626e-05,-0.00037877192061349605,-0.00016648005337596092,-0.0014315840346389801
0.49,0.017543991567813888,0.007862827070571208,0.001309513771732644,0.021390430192185353,0.00041332063372397765,-0.00024788531128744237,-7.970127237585738e-05,-0.0009650252111618098
0.5,0.01362855967403528,0.013103935652879628,0.0022063818700242123,0.02064771364978467,0.0007070240519716209,-0.0001013787668793607,6.437949015312566e-06,-0.00043220315655333413
0.51,0.008218357065493304,0.01596512623311405,0.0027007221711599578,0.019936450859764074,0.000870951289145662,3.9671072800023503e-05,8.075496921031642e-05,8.906506080715859e-05
0.52,0.002212533703453521,0.01636583286560432,0.0027775459932316304,0.01925240097087896,0.0008996745284328002,0.00015749826188939315,0.00013499209360900286,0.0005320611393910288
0.53,-0.0035228359252129334,0.014557434302480587,0.002478354276569905,0.018591589437054096,0.0008061296703192565,0.00023956478619950372,0.00016453690939454,0.0008485299588283401
0.54,-0.00826402860228102,0.011049456982925605,0.0018887462626987533,0.017950678515535688,0.000617660826025777,0.000279557550053796,0.00016857689770387695,0.0010127208996111752
0.55,-0.011506845649411405,0.006511069999502295,0.00112178090240368,0.017327212872127167,0.0003706656306901514,0.00027744747373757033,0.00014973746074385859,0.0010219846390917377
0.56,-0.013005551528191188,0.0016638347644237761,0.0002997964090561129,0.016719723446342743,0.00010471604589455127,0.00023871912348062227,0.00011331475813769945,0.0008942738766111753
0.5700000000000001,-0.012773178989341924,-0.0028191942814127396,-0.00046274570252847103,0.016127693250639293,-0.00014301226710079524,0.0001729733970585858,6.625338698990894e-05,0.0006632547358527493
0.58,-0.011047931696570005,-0.006395584693881611,-0.0010732712281824007,0.01555140649770499,-0.00034231037308323853,9.216372978663879e-05,1.6034335574386285e-05,0.0003719642913288677
0.59,-0.008234255012846105,-0.008708429411933668,-0.001470513294619617,0.014991715030784983,-0.0004730316488467827,8.741675651163945e-06,-3.0370275538826312e-05,6.602292918379685e-05
0.6,-0.004829407313205328,-0.009610196559725628,-0.0016286729851642918,0.014449762687000142,-0.0005264886022782164,-6.603416718077678e-05,-6.734701170614956e-05,-0.0002126549105413145
0.61,-0.0013469355125183965,-0.009156240901348714,-0.001556425828559511,0.013926708751254638,-0.0005051779910007052,-0.00012342470503075564,-9.120840880331364e-05,-0.0004308899157193807
0.62,0.0017525562470893624,-0.007572563793297464,-0.0012915391724979298,0.013423486660377805,-0.0004210761759093681,-0.00015804380970349158,-0.0001004383516869621,-0.0005675045858286128
0.63,0.004115182902054076,-0.005205204841445727,-0.00089234413713827,0.012940625082599822,-0.00029290346699484276,-0.00016815024420001364,-9.562300456925218e-05,-0.0006146166227988641
0.64,0.005526947177053136,-0.002460147401497019,-0.00042756503117384506,0.012478147063566706,-0.00014284225799289247,-0.00015542616052733108,-7.91148756693769e-05,-0.0005770313580096213
0.65,0.005924517995823774,0.00025719840621018093,3.39551863826043e-05,0.01203555063395976,6.792559275313241e-06,-0.00012433519083220992,-5.450732586914324e-05,-0.0004700497504147156
0.66,0.0053849613800729355,0.0025949894868698828,0.00043228042987976086,0.011611863306082272,0.00013649073253157667,-8.11954729726214e-05,-2.601133690233885e-05,-0.0003161723903516947
0.67,0.00409835695993302,0.004294402303635945,0.0007231290729010626,0.011205754136640267,0.00023175477797156518,-3.312410630187658e-05,2.17179105092811e-06,-0.00014126706763213428
0.68,0.002328999710115959,0.005212045915244205,0.0008817406003225032,0.010815681474834445,0.0002843797423929186,1.2992798898076411e-05,2.6399120044692478e-05,2.9231773327046996e-05
0.6900000000000001,0.00037166786310957367,0.005324507332993832,0.0009037112070659576,0.010440052584393088,0.00029275181124080804,5.1372975019698174e-05,4.3994095836319016e-05,0.00017359872313561501
0.7000000000000001,-0.0014907079226990083,0.0047166306520017515,0.0008030615618106371,0.010077372682377628,0.0002612472817406257,7.79587341581897e-05,5.347775772983619e-05,0.00027620369167360515
0.71,-0.0030226156322664724,0.0035570800558416354,0.0006081326889388967,0.009726365144399476,0.00019892207513407236,9.073574400740716e-05,5.4614857338736675e-05,0.00032880726938597747
0.72,-0.004060943743066319,0.002065932502288335,0.00035611142886362516,0.009386050583051782,0.0001177496465117387,8.974493252245026e-05,4.829140358375281e-05,0.00033072863052462673
0.73,-0.004527398267412974,0.0004795345320804731,8.707268065117485e-05,0.009055779402749443,3.069414949345734e-05,7.682372785981501e-05,3.6260453865468336e-05,0.00028800270590191313
0.74,-0.004428298655587458,-0.0009824383070869422,-0.0001616219378785763,0.00873521930165396,-5.0108536319508615e-05,5.5144257974892336e-05,2.080584591056697e-05,0.00021176300340384148
0.75,-0.0038433150053145456,-0.0021436736773695632,-0.00035987885376301905,0.008424304765539478,-0.0001148368349391267,2.863369093574525e-05,4.3778913827834304e-06,0.0001161560772350602
0.76,-0.002906002391690828,-0.0028889570246778936,-0.0004879159570284118,0.008123159840468904,-0.000156983861450972,1.3672594969179966e-06,-1.0747820415619647e-05,1.611894955542965e-05
0.77,-0.0017796754664268623,-0.003171724726063473,-0.0005375815050808652,0.00783200746247761,-0.00017380073833085088,-2.2983416423012894e-05,-2.2746761522405304e-05,-7.467349054519731e-05
0.78,-0.0006323620227918342,-0.003011694976977372,-0.000511987217841443,0.007551078829144705,-0.00016619307678890355,-4.158109505917486e-05,-3.0428644147242904e-05,-0.00014544258969493545
0.79,0.0003857693508251,-0.0024841199536674774,-0.0004237131484533972,0.007280534614687674,-0.00013815214756947693,-5.269137102118589e-05,-3.331502479490689e-05,-0.0001893595095519996
0.8,0.0011598733918134496,-0.0017030996311558546,-0.0002919955009319267,0.007020406763074944,-9.585261227990408e-05,-5.577399054247706e-05,-3.161432508451613e-05,-0.00020395305106785968
0.81,0.001621111603414583,-0.000801857148808,-0.0001393880785779191,0.006770565946366562,-4.6575105088856854e-05,-5.140638165309046e-05,-2.6109885229729526e-05,-0.00019089602182296777
0.8200000000000001,0.0017499909552252712,8.706461255462401e-05,1.1600199806563151e-05,0.006530715731078191,2.383537607102148e-06,-4.107010902233173e-05,-1.798644448845304e-05,-0.00015527477001370298
0.8300000000000001,0.0015728397193889299,0.0008490578860421967,0.0001414442825110296,0.006300410810835621,4.466681017902662e-05,-2.6845706964124582e-05,-8.625722015239493e-06,-0.00010450339230797727
0.84,0.0011527150831652337,0.001400241546609164,0.00023579103326318507,0.006079093954765054,7.557470317864603e-05,-1.1066483264688057e-05,5.98741250555974e-07,-4.706621530961001e-05
0.85,0.0005766307082623383,0.0016946576576537988,0.00028670121627205283,0.005866144431889998,9.247496198296537e-05,4.018013661569463e-06,8.500362033333496e-06,8.724500918390322e-06
0.86,-5.8783817901504875e-05,0.001725607997454393,0.0002928973227076168,0.005660930153646073,9.489250415957227e-05,1.6526078692817156e-05,1.4211748562400176e-05,5.5795229589136104e-05
0.87,-0.0006611119551354441,0.0015216985664618017,0.00025911083547559377,0.005462856176337783,8.43060908758679e-05,2.514487969701202e-05,1.7258950047079885e-05,8.908459652405399e-05
0.88,-0.00115372462811281,0.0011387422806840414,0.00019472200714969895,0.005271403625519362,6.37138597854987e-05,2.9232156683714997e-05,1.7574982518482136e-05,0.00010595778256161237
0.89,-0.0014838604246066385,0.0006491021668954222,0.00011195942174812423,0.005086155078163367,3.705373331865211e-05,2.8817640709144253e-05,1.5458445343983665e-05,0.00010625232101495726
0.9,-0.0016265911190214237,0.00013018127154409878,2.3948565910777246e-05,0.004906804728634436,8.572231598852525e-06,2.4516429523436075e-05,1.148942467863041e-05,9.199498024084368e-05
0.91,-0.0015846473047187992,-0.00034632779490868,-5.711637372475511e-05,0.004733153793925072,-1.7769283130469406e-05,1.7376279991878503e-05,6.418857763951776e-06,6.686645672604344e-05
0.92,-0.0013846535849126862,-0.0007231214266666482,-0.00012145357026126345,0.004565093597846175,-3.877787852706874e-05,8.687235969419565e-06,1.049233033284091e-06,3.5516111181506124e-05
0.93,-0.0010707046731709808,-0.0009630199245176563,-0.00016267790447094748,0.004402580010956983,-5.235269230341816e-05,-2.170437518578883e-07,-3.876812943882075e-06,2.8342204715864214e-06
0.9400000000000001,-0.0006964253036154995,-0.0010513469921786928,-0.00017821695155701244,0.004245603535022603,-5.7624961993415045e-05,-8.139372847170887e-06,-7.766362888542398e-06,-2.671839210859318e-05
0.9500000000000001,-0.00031678324077433103,-0.0009950772637383673,-0.00016917777459852728,0.004094159597839456,-5.4919876794692576e-05,-1.4158757023143139e-05,-1.0235301843786271e-05,-4.964070015860581e-05
0.96,1.9274359814326194e-05,-0.0008192569654028759,-0.0001397488746608426,0.003948222772313012,-4.556697377633979e-05,-1.7716954422617044e-05,-1.1132890571837654e-05,-6.373161743004633e-05
0.97,0.0002744878375094962,-0.0005614980993784865,-9.627213860315811e-05,0.003807727818729093,-3.160231877342068e-05,-1.8646835772576462e-05,-1.0532732091814635e-05,-6.821788528374526e-05
0.98,0.00042672228855754156,-0.000265507088612795,-4.6147413361018236e-05,0.003672559158383792,-1.5414947780252306e-05,-1.7146040143055477e-05,-8.695482535911468e-06,-6.367924597336854e-05
0.99,0.000470002973899091,2.5388962957508883e-05,3.2667705424466446e-06,0.00354254907666785,6.094400174012243e-07,-1.3706129853981042e-05,-6.011664063652744e-06,-5.1805740426378036e-05
1.0,0.00041330636228306087,0.0002738641654556519,4.561085143158469e-05,0.003417483793622378,1.4400201486714282e-05,-9.012037916765479e-06,-2.934559420140705e-06,-3.503969830578747e-05
1.01,0.00027754487825497754,0.0004527395951788005,7.623348414117045e-05,0.003297115599374963,2.4433934267505398e-05,-3.828598949117244e-06,8.684608987842226e-08,-1.6163396775573966e-05
1.02,9.136106780670111e-05,0.0005472913939379546,9.259003037740604e-05,0.003181178696102165,2.986649616826675e-05,1.1094105683150083e-06,2.6661087221794273e-06,2.1070155625238075e-06
1.03,-0.00011357284762615789,0.0005556428676891496,9.431597157953371e-05,0.003069406192915335,3.055977515180787e-05,5.189748166765019e-06,4.522202032645191e-06,1.7468906402312638e-05
1.04,-0.0003070705598569605,0.000487424665399868,8.30055698356567e-05,0.002961545849045376,2.7012633318882348e-05,7.987677325241626e-06,5.503271810914976e-06,2.8283358654667255e-05
1.05,-0.00046419985943577465,0.00036110220412588435,6.176284206697906e-05,0.0028573726581385688,2.0217451193416304e-05,9.298570752117131e-06,5.5906698762924204e-06,3.370831295611764e-05
1.06,-0.0005678994865649879,0.00020046948127974126,3.4609139456522326e-05,0.0027566969763943767,1.1469391341656849e-05,9.137606975298518e-06,4.884994285743993e-06,3.371072962873435e-05
1.07,-0.0006102382349850183,3.087081054490525e-05,5.8425168303095954e-06,0.002659367635496265,2.1591605951178925e-06,7.710546629654338e-06,3.578131595325229e-06,2.8970678067692315e-05
1.08,-0.0005923274425498705,-0.00012430179819148654,-2.0557960466579316e-05,0.0025652702663192767,-6.4204756726248025e-06,5.363410354444325e-06,1.9169565335823803e-06,2.0704783920367558e-05
1.09,-0.0005230584001420934,-0.00024643208305177665,-4.141411165833771e-05,0.0024743215929916894,-1.3231960103090026e-05,2.519844934866365e-06,1.6420709750749057e-07,1.0440651164643888e-05
1.1,-0.0004169793434721933,-0.0003235249552262915,-5.4665472444975786e-05,0.0023864609408771323,-1.759714787432246e-05,-3.838413711043972e-07,-1.4378259188669749e-06,-2.2122083547145396e-07
1.11,-0.00029169326210427317,-0.0003509612187362185,-5.9501356302762913e-05,0.002301640380613024,-1.9241812093377104e-05,-2.9573493372418895e-06,-2.6964959442228807e-06,-9.825914224069473e-06
1.12,-0.00016517605789355915,-0.0003311927735215938,-5.6312875236015735e-05,0.002219814947949108,-1.8281736800678883e-05,-4.901801864556402e-06,-3.4878951228087483e-06,-1.7236575510094485e-05
1.1300000000000001,-5.337813778423408e-05,-0.00027254940123861896,-4.649349203095035e-05,0.0021409341993156726,-1.5159448938230891e-05,-6.037556599149015e-06,-3.7645798649889785e-06,-2.1743870310878793e-05
1.1400000000000001,3.161324948365872e-05,-0.0001874249143439359,-3.213323827486526e-05,0.002064936018844725,-1.0546072147246804e-05,-6.313007346402494e-06,-3.5523527715701272e-06,-2.3106071581917645e-05
1.1500000000000001,8.26863753859567e-05,-9.015871081131077e-05,-1.5660100322221673e-05,0.0019917431667961336,-5.225572782322019e-06,-5.795722095136573e-06,-2.9379493945441493e-06,-2.1523666677023395e-05
1.16,9.802348838050271e-05,5.088747788462062e-06,5.2076676959339e-07,0.0019212627170894867,2.2194520513495725e-08,-4.648798267019955e-06,-2.0500942481800605e-06,-1.755821776140597e-05
1.17,8.068038484687384e-05,8.616599664699928e-05,1.4338816434987606e-05,0.0018533880819674004,4.522988144184794e-06,-3.0976326520776057e-06,-1.0374339066921157e-06,-1.2013942997317317e-05
1.18,3.759067325823764e-05,0.00014426965622072163,2.428723066993316e-05,0.001788002962997679,7.783199509572925e-06,-1.3928668974775622e-06,-4.669666401998872e-08,-5.803006239763106e-06
1.19,-2.181706816833499e-05,0.00017468956564840483,2.9551602322345048e-05,0.001724986510105293,9.532500748842783e-06,2.2557519911590337e-07,7.963180062926344e-07,1.8732846905267838e-07
1.2,-8.716685708689154e-05,0.00017691601438006195,3.003038803065836e-05,0.0016642188662496918,9.731451335111998e-06,1.5586303456297369e-06,1.4006337487851769e-06,5.208006564523544e-06
1.21,-0.0001486031970279136,0.00015418825958917848,2.6260246042457095e-05,0.0016055862370697937,8.54816957117995e-06,2.4689946553844845e-06,1.7176574598396255e-06,8.728739898165502e-06
1.22,-0.00019801871923202458,0.00011261202804570359,1.9267741692916035e-05,0.0015489849457728936,6.310944651243383e-06,2.891581545434514e-06,1.7423736714013252e-06,1.0480809598276829e-05
1.23,-0.00022989762892458018,6.0003615271912765e-05,1.0374013793598177e-05,0.001494324004087413,3.445334748149076e-06,2.8330651381761214e-06,1.5085830017697445e-06,1.0459730348666953e-05
1.24,-0.00024171708749796755,4.658580138074342e-06,9.859855155671034e-07,0.0014415260561419024,4.0662016708151416e-07,2.362190859522984e-06,1.079716931502673e-06,8.893369036052333e-06
1.25,-0.00023391077097428012,-4.579464007569813e-05,-7.5986133103609705e-06,0.0013905267649948823,-2.3835317775840433e-06,1.5931609813770182e-06,5.368924234145725e-07,6.183615543497246e-06
1.26,-0.00020944179473805948,-8.530798224277682e-05,-1.434714358643354e-05,0.001341272863398887,-4.58795551644767e-06,6.650295933875005e-07,-3.3897749088388265e-08,2.8321138806346482e-06
1.27,-0.00017310728712420522,-0.0001100124049126199,-1.8594845435208252e-05,0.00129371934012668,-5.987798031033173e-06,-2.794962293582204e-07,-5.536196354193506e-07,-6.374408622879942e-07
1.28,-0.0001306849380980882,-0.00011845850974857046,-2.0086976434767094e-05,0.001247826177141238,-6.4967341052975054e-06,-1.1132027444314491e-06,-9.597037968860582e-07,-3.750620988475158e-06
1.29,-8.805045187760037e-05,-0.00011150455812881009,-1.8961036465521395e-05,0.0012035551037852023,-6.155744882172144e-06,-1.7391517487759198e-06,-1.2122103159163084e-06,-6.138458757540353e-06
1.3,-5.039648426032414e-05,-9.191889215446362e-05,-1.568028577107449e-05,0.0011608668191044507,-5.112017247041272e-06,-2.09961284413778e-06,-1.2962532749003542e-06,-7.5726532619453355e-06
1.31,-2.1639019189030184e-05,-6.378427617079253e-05,-1.0933313729662907e-05,0.0011197189646072931,-3.58670242585144e-06,-2.1787712752716052e-06,-1.2208623958676035e-06,-7.978046686548486e-06
1.32,-4.060727324806857e-06,-3.1799412891343537e-05,-5.515783789778211e-06,0.0010800649949594416,-1.8367390927794735e-06,-1.99961857203274e-06,-1.014839410310502e-06,-7.423544771044971e-06
1.33,1.7877760471265407e-06,-5.879789458833201e-07,-2.1308703653631215e-07,0.0010418539849437656,-1.1681067486065467e-07,-1.6161730246681737e-06,-7.205568627132265e-07,-6.095389996632551e-06
1.34,-3.055804378334704e-06,2.5895983079565075e-05,4.3009680914586755e-06,0.0010050312865069562,1.3536413780743907e-06,-1.1025507464608623e-06,-3.867292770393082e-07,-4.258187562447793e-06
1.35,-1.629441934609646e-05,4.4803595775512906e-05,7.53868318412994e-06,0.0009695398066689968,2.414823017297556e-06,-5.408191083598069e-07,-6.126734272215984e-08,-2.2107339966796676e-06
1.36,-3.482833087481232e-05,5.462709557238187e-05,9.23924440615865e-06,0.0009353216835588268,2.9801125627498043e-06,-9.261410351970536e-09,2.1489719399415736e-07,-2.426397539040676e-07
1.37,-5.525847418927244e-05,5.523321192364422e-05,9.375120159469213e-06,0.0009023200654183082,3.0384520730719354e-06,4.274065269721653e-07,4.1231558643951963e-07,1.402453132534062e-06
1.3800000000000001,-7.436777574711341e-05,4.770831506181275e-05,8.126421215505363e-06,0.0008704807478666884,2.646321864853114e-06,7.247943828633752e-07,5.154318640436943e-07,2.5529541477277167e-06
1.3900000000000001,-8.951995856040173e-05,3.4069214236871585e-05,5.832298384324818e-06,0.000839753467961352,1.912207287596099e-06,8.621996568724719e-07,5.22945272860185e-07,3.1231066061103987e-06
1.4000000000000001,-9.893087443790428e-05,1.688462575084272e-05,2.926968082686776e-06,0.0008100927071847201,9.75994425761459e-07,8.423678685653067e-07,4.4621062757179554e-07,3.1135195738356587e-06
1.41,-0.00010180099498380213,-1.1303183152327651e-06,-1.2904527707391652e-07,0.0007814579830545186,-1.3273968905679953e-08,6.883074043665784e-07,3.0621601674034925e-07,2.6006904258511997e-06
1.42,-9.829493823631982e-05,-1.7490432165380515e-05,-2.9129333310647137e-06,0.0007538135971876383,-9.182008824391696e-07,4.376774206495803e-07,1.2959069696314782e-07,1.7172609294798957e-06
1.43,-8.939908705801645e-05,-3.02330185027646e-05,-5.0895503762190935e-06,0.0007271279709297995,-1.6293423083514108e-06,1.360842201037211e-07,-5.554435874366467e-08,6.278373072791368e-07
1.44,-7.669451427852849e-05,-3.811290240450906e-05,-6.444901648962444e-06,0.0007013727082402522,-2.0762230540108985e-06,-1.698345716417228e-07,-2.2343629423875598e-07,-4.963603095414598e-07
1.45,-6.207379967114035e-05,-4.0676031830095446e-05,-6.899064176289701e-06,0.0006765214978371363,-2.2317089662128144e-06,-4.3867614205730283e-07,-3.537910548076155e-07,-1.5008582689468953e-06
1.46,-4.7455290209929397e-05,-3.8219747564242966e-05,-6.499841146060804e-06,0.0006525490460760234,-2.1101246151569763e-06,-6.390101588161442e-07,-4.337341213648518e-07,-2.2659535721487476e-06
1.47,-3.452817874406107e-05,-3.166331618572208e-05,-5.401113652285872e-06,0.0006294301536404882,-1.7603827480732813e-06,-7.522981211902006e-07,-4.586047791629899e-07,-2.7182188108527084e-06
1.48,-2.4559979594201027e-05,-2.2348968162557998e-05,-3.829286386775172e-06,0.0006071390438912836,-1.2552087393209566e-06,-7.736912105690073e-07,-4.315282306794406e-07,-2.834267245851444e-06
1.49,-1.8281952622158477e-05,-1.1816997482268756e-05,-2.0452110739713445e-06,0.0005856489843789016,-6.788479749255067e-07,-7.110243504524403e-07,-3.6207927936831047e-07,-2.6378113201281188e-06
1.5,-1.5860070906832354e-05,-1.5774864490634665e-06,-3.054133631274924e-07,0.000564932221539225,-1.1449370543778496e-07,-5.821795968114239e-07,-2.6420392018556393e-07,-2.190582092339884e-06
1.51,-1.6940427650283855e-05,7.0848411690042725e-06,1.171154082905345e-06,0.0005449601756252119,3.6653708255253876e-07,-4.1153200251633926e-07,-1.5386148333762874e-07,-1.5796614714747664e-06
1.52,-2.0762063212138305e-05,1.3250191273719091e-05,2.2270053902008166e-06,0.000525703862890056,7.126327414155479e-07,-2.259200273262394e-07,-4.667340926180151e-08,-9.028098235496424e-07
1.53,-2.63061260105371e-05,1.6438121016311597e-05,2.778989708905882e-06,0.0005071344287606816,8.961585152498378e-07,-5.084913960339731e-08,4.406688539324797e-08,-2.5442607008956237e-07
1.54,-3.2460783882596635e-05,1.6616316459833895e-05,2.82002027453561e-06,0.00048922371713454,9.141208500912512e-07,9.268343525417963e-08,1.0884771543390128e-07,2.8639800048483046e-07
