t,Vm,Nai,Ki,Ca_Total,ATPi,p_AP_Na,y,p_RP_Na,p_AI_Na,p_AP_CaL,p_U,p_UCa,y_1,p_RP_CaL,p_AI_CaL,p_C,y1,y2,y_2,y1_1,y2_1,y3,y1_2,y2_2,y1_3,y2_3,y_3,y_4,Caup,y_5,p_open_RyR,p_close_RyR,Ca_Total_1,pCa,pCaCB,pCB,X
0.1,-85.95696234644575,4.925760690855544,143.1837361367355,0.0004040107109851059,4.657151299991033,1.7428608301865303e-05,0.5861998472126402,0.35575614876122846,0.4027864500222118,1.5429625269829749e-06,0.17251708002619545,6.096682658310419e-05,0.9985309599372852,0.9968570940766409,0.0008747748322581533,0.4252013027420918,1.6882613148423634e-05,0.8585462621439828,0.608057622169162,0.0018304747382717613,0.20427038342957346,0.967887714803882,0.09731318217399632,0.09741631548425157,0.0007956279749359606,0.9999125122261109,0.9891781910360908,0.5910746908445608,2.611495406341102,0.4609827502136584,0.000343197177095062,0.19147519537460161,9.456158403045436,0.024900918182391756,0.0019887460617755643,0.00042900093651838164,0.9573755629322885
0.11,-85.95691794285773,4.925760614393433,143.1837364201214,0.0004041931573742239,4.6571561382296665,1.7403374421668833e-05,0.5862009532785084,0.35576762349415986,0.4027791333077903,1.542810111892284e-06,0.17252230229218105,6.0965805219340515e-05,0.998531389827875,0.9968579957509249,0.0008745202034606748,0.4252139569068161,1.688260867486581e-05,0.8585473642193838,0.6080576283896992,0.0018301235855843515,0.2042543454894746,0.9678877167045902,0.09730571393471656,0.09741260412212441,0.0007956239865721593,0.9999125126145141,0.9891778755512229,0.5910746895840899,2.6114744066659132,0.4609729433093387,0.00034320360973793846,0.1914875354959636,9.456200037725331,0.024900132465549844,0.001988605758113554,0.0004289589763987615,0.957375615829065
0.12,-85.95687510352332,4.925760537756335,143.18373670346386,0.00040436947429878787,4.657160973457767,1.737972998475082e-05,0.5862020593399824,0.35577909627132487,0.4027718177401035,1.5426579063961377e-06,0.1725275242507438,6.0964858754402774e-05,0.9985318195878483,0.9968588971637701,0.0008742656517820576,0.4252266105038546,1.6882605107997433e-05,0.8585484657532382,0.60805763203154,0.0018297725569070256,0.2042383088467194,0.967887718159911,0.09729824627643498,0.09740889320337442,0.00079562028115979,0.9999125130023918,0.9891775327229101,0.5910746884959202,2.61145352655103,0.4609631938555684,0.00034321021308609807,0.19149987540629165,9.45624166663503,0.024899350132429575,0.001988465532261133,0.0004289169814059514,0.9573756680949469
0.13,-85.95683369166969,4.925760460970514,143.1837369867648,0.0004045398719542459,4.657165805777286,1.7357553984957893e-05,0.5862031653971217,0.3557905671962809,0.4027645032919857,1.5425059009849156e-06,0.17253274590759318,6.0963981484254613e-05,0.9985322492173025,0.9968597983152588,0.0008740111770949033,0.4252392635329288,1.6882602402830925e-05,0.8585495667558886,0.6080576332148424,0.001829421652098675,0.2042222734997724,0.9678877191914308,0.09729077919887358,0.09740518271782522,0.000795616837600846,0.9999125133897554,0.9891771664893853,0.5910746875722771,2.611432761907421,0.4609534999185346,0.00034321698110448696,0.19151221511145353,9.456283289783002,0.02489857106647634,0.0019883253821913853,0.0004288749536712112,0.9573757197377089
0.14,-85.9567936486955,4.9257603840456925,143.18373727002503,0.0004047045075256206,4.657170635263717,1.733678934526504e-05,0.5862042714499506,0.3558020363177783,0.40275718995315746,1.5423540912175336e-06,0.17253796726640486,6.096316973529292e-05,0.9985326787163002,0.9968606992054695,0.0008737567793336841,0.4252519159939263,1.688260053948619e-05,0.8585506672316175,0.6080576319907989,0.0018290708710765856,0.20420623944794744,0.9678877198085651,0.09728331270189258,0.09740147265793829,0.0007956136460116022,0.9999125137766094,0.989176778403593,0.5910746868099105,2.6114121097070147,0.460943860066101,0.0003432239092772239,0.19152455461583173,9.456324907175691,0.024897795181372803,0.001988185306405094,0.0004288328947622911,0.9573757707643563
0.15,-85.95675489171911,4.925760306996732,143.1837375532456,0.0004048635546631175,4.657175462000772,1.731735913208555e-05,0.5862053774985044,0.3558135037015908,0.40274987770809456,1.5422024710786074e-06,0.1725431883314862,6.0962419203256475e-05,0.9985331080849151,0.9968615998344815,0.0008735024584136556,0.4252645678866829,1.688259949028468e-05,0.8585517671865901,0.6080576284320226,0.0018287202137399056,0.20419020669029458,0.9678877200245103,0.09727584678530928,0.09739776301535583,0.0007956106930251474,0.9999125141629605,0.9891763707593549,0.5910746862041645,2.6113915665922027,0.4609342727103091,0.0003432309926165685,0.19153689392426998,9.456366518820166,0.024897022381409843,0.0019880453032391377,0.0004287908064219688,0.9573758211821332
0.16,-85.95671731974768,4.925760229842326,143.18373783642795,0.00040501719929870897,4.657180286078294,1.7299171600356637e-05,0.5862064835428267,0.3558249694261901,0.4027425665373603,1.5420510333784435e-06,0.17254840910761585,6.096172511346135e-05,0.9985335373232286,0.9968625002023758,0.0008732482142357381,0.42527721921099615,1.688259922173079e-05,0.858552866628375,0.608057622627105,0.001828369679974254,0.20417417522566705,0.967887719855282,0.09726838144890891,0.09739405378110882,0.0007956079626763795,0.9999125145488169,0.9891759464031303,0.5910746857493356,2.611371128959567,0.46092473614696905,0.0003432382257828095,0.19154923304195626,9.456408124723968,0.024896252563872793,0.0019879053709081344,0.00042874869052357946,0.9573758709984622
0.17,-85.95668083178836,4.9257601526011685,143.18373811957343,0.00040516562736436714,4.657185107586124,1.728213500501551e-05,0.5862075895829608,0.35583643357004774,0.4027352564215181,1.5418997709273482e-06,0.17255362959957227,6.096108269122363e-05,0.9985339664313223,0.9968634003092325,0.0008729940467008522,0.42528986996666357,1.6882599700328925e-05,0.8585539655645414,0.608057614664638,0.0018280192696652504,0.2041581450529182,0.9678877193168959,0.09726091669247675,0.09739034494622828,0.0007956054390001963,0.9999125149341868,0.9891755081813784,0.5910746854397201,2.6113507932056907,0.46091524867189093,0.0003432456034362356,0.19156157197407842,9.45644972489464,0.024895485626046987,0.0019877655076267027,0.0004287065489404581,0.9573759202207658
0.18,-85.95664535007434,4.925760075287129,143.1837384026831,0.0004053090029502791,4.657189926603346,1.7266176992658092e-05,0.5862086956189401,0.3558478961950242,0.4027279473458186,1.5417486780097552e-06,0.17255884981134795,6.096048794710668e-05,0.9985343954092676,0.9968643001551312,0.0008727399557277206,0.4253025201535436,1.6882600899807653e-05,0.8585550640009175,0.6080576046134045,0.0018276689827153188,0.20414211617114533,0.9678877184218692,0.0972534525158378,0.09738663650281809,0.0007956031093876225,0.9999125153190764,0.9891750582260304,0.5910746852709136,2.6113305561585523,0.4609058087848646,0.00034325312085964186,0.19157391072521568,9.456491319338904,0.024894721477515213,0.001987625711824091,0.00042866438331687324,0.9573759688561129
0.19,-85.9566108285417,4.925759997907492,143.18373868575762,0.00040544746033330714,4.657194743194361,1.7251251678862377e-05,0.586209801650784,0.3558593573403064,0.402720639301911,1.5415977509222333e-06,0.17256406974586208,6.095993796351084e-05,0.9985348242571227,0.9968651997401493,0.0008724859412593654,0.4253151697715777,1.68826028037563e-05,0.858556161940955,0.6080575925151493,0.0018273188190498218,0.20412608857977893,0.9678877171779434,0.09724598891887122,0.09738292844444667,0.0007956009658106869,0.9999125157034897,0.989174597693709,0.5910746852402853,2.611310415234976,0.46089641526410496,0.00034326077418552403,0.19158624929911616,9.456532908062366,0.024893960044645856,0.0019874859822225145,0.00042862219498442555,0.9573760169110892
0.2,-85.95657719226843,4.925759920475535,143.18373896879794,0.0004055811609284152,4.657199557436935,1.7237289085351236e-05,0.5862109076785245,0.3558708170657201,0.40271333227561995,1.5414469841297696e-06,0.17256928940701086,6.0959428847178055e-05,0.9985352529749579,0.9968660990643663,0.0008722320032166895,0.42532781882063164,1.688260538678826e-05,0.858557259390269,0.6080575784362292,0.0018269687785732417,0.20411006227794617,0.9678877155972073,0.09723852590140691,0.09737922076334932,0.0007955989960714788,0.9999125160874327,0.9891741286288285,0.59107468534359,2.6112903673157803,0.46088706663438567,0.0003432685587729229,0.19159858770028448,9.45657449107165,0.024893201238527916,0.0019873463172775108,0.0004285799855593272,0.9573760643927203
0.21,-85.95654436569848,4.92575984300467,143.18373925180515,0.00040571026674679424,4.657204369409128,1.722421870450308e-05,0.5862120137021941,0.35588227543154477,0.4027060262526425,1.5412963720571113e-06,0.17257450879871175,6.095895668341496e-05,0.998535681562844,0.9968669981278612,0.0008719781415201103,0.4253404673005698,1.6882608623319737e-05,0.8585583563545217,0.6080575624435417,0.0018266188611896026,0.2040940372647677,0.967887713691845,0.09723106346327363,0.09737551345173209,0.0007955971878804739,0.9999125164709115,0.989173653095308,0.5910746855765472,2.6112704092700065,0.460877761414912,0.0003432764699638862,0.19161092593324183,9.456616068373402,0.024892444969914697,0.001987206715438759,0.0004285377566640432,0.9573761113080413
0.22,-85.95651227741111,4.925759765507456,143.18373953478022,0.0004058349354386125,4.6572091791868635,1.721197352122816e-05,0.5862131197218232,0.35589373249506917,0.402698721219485,1.5411459093909774e-06,0.17257972792473086,6.0958517708894886e-05,0.9985361100208496,0.996867896930713,0.0008717243560931653,0.4253531152112676,1.688261248903956e-05,0.8585594528390702,0.608057544600503,0.0018262690668058802,0.2040780135394069,0.9678877114734248,0.0972236016043071,0.0973718065020144,0.000795595529551964,0.9999125168539322,0.989173173030784,0.5910746859351044,2.611250538052481,0.46086849816545,0.00034328450322539583,0.1916232640023872,9.456657639974104,0.024891691152005273,0.0019870671751986016,0.0004284955098755173,0.9573761576640106
0.23,-85.9564809059779,4.925759687986195,143.1837398177234,0.000405955271932332,4.6572139868201985,1.7200528742698995e-05,0.586214225737421,0.35590518827742734,0.4026914171724389,1.5409955939851357e-06,0.1725849467870027,6.095810999020875e-05,0.9985365383490228,0.996868795472998,0.0008714706468971136,0.42536576255273767,1.6882616975021964e-05,0.8585605488455752,0.6080575249284413,0.0018259193953647352,0.20406199110154497,0.9678877089460722,0.09721614032442737,0.09736809990919541,0.0007955940166999577,0.9999125172364964,0.9891726888462241,0.5910746864179683,2.6112307516550866,0.46085927593611736,0.0003432926555347971,0.19163560191064233,9.456699205878285,0.024890939727566355,0.0019869276955651475,0.0004284532462203699,0.9573762034666611
0.24,-85.95645020756541,4.925759610447786,143.1837401006353,0.00040607140478465256,4.657218792370785,1.7189840653376183e-05,0.5862153317490061,0.355916642815957,0.4026841141034102,1.540845422273981e-06,0.17259016538828256,6.095773077383499e-05,0.9985369665474209,0.9968696937547938,0.000871217013876309,0.4253784093249311,1.688262206544591e-05,0.8585616443773542,0.6080575034675476,0.0018255698467928355,0.20404596995063098,0.9678877061172486,0.09720867962351666,0.09736439366711819,0.0007955926416669561,0.9999125176186079,0.9891722016368019,0.5910746870226095,2.6112110476049297,0.46085009355727113,0.00034330092319253695,0.19164793966159105,9.456740766091352,0.024890190626113345,0.0019867882753153558,0.00042841096697185935,0.95737624872244
0.25,-85.95642012582533,4.925759532901697,143.1837403835167,0.00040618347575041623,4.657223595906747,1.7179854967967218e-05,0.5862164377566025,0.3559280961570463,0.40267681200185546,1.5406953898990812e-06,0.17259538373178435,6.09573768481578e-05,0.9985373946161062,0.9968705917761786,0.000870963456965662,0.4253910555277648,1.6882627740638857e-05,0.8585627394386495,0.6080574802685486,0.001825220421007916,0.20402995008598449,0.9678877029962782,0.09720121950143615,0.09736068776897992,0.0007955913949680788,0.9999125180002714,0.9891717128798708,0.5910746877458072,2.6111914231695037,0.460840949736516,0.00034330930212096423,0.19166027725918697,9.4567823206192,0.024889443769759812,0.001986648913097069,0.00042836867354100963,0.9573762934380269
0.26,-85.95639060440932,4.925759455357396,143.18374066636838,0.0004062916265844652,4.657228397496209,1.7170517401179602e-05,0.5862175437602343,0.3559395483470837,0.4026695108572312,1.5405454925020042e-06,0.17260060182072184,6.095704500156136e-05,0.9985378225551416,0.9968714895372305,0.000870709976100083,0.42540370116115567,1.6882633980928263e-05,0.8585638340337036,0.6080574553821712,0.0018248711179277113,0.204013931506925,0.9678876995924856,0.09719375995804698,0.09735698220797782,0.0007955902671184448,0.9999125183814914,0.9891712240527848,0.591074688584341,2.6111718756163014,0.4608318431814566,0.0003433177882424275,0.1916726147073837,9.45682386946772,0.024888699080619324,0.0019865096075581314,0.00042832636733884476,0.957376337620101
0.27,-85.95636158696907,4.92575937782435,143.18374094919108,0.00040639599904164156,4.657233197207295,1.7161773667720834e-05,0.5862186497599255,0.35595099943245745,0.4026622106589939,1.540395725724318e-06,0.17260581965830896,6.095673202242984e-05,0.9985382503645893,0.9968723870380277,0.0008704565712144823,0.42541634622502045,1.688264076664158e-05,0.8585649281667591,0.6080574288591422,0.0018245219374699558,0.20399791421277202,0.967887695915195,0.0971863009932103,0.0973532769773091,0.0007955892486331736,0.9999125187622727,0.9891707366328971,0.5910746895349903,2.611152402212816,0.46082277259969734,0.0003433263774792755,0.19168495201013483,9.456865412642808,0.024887956480805447,0.001986370357346386,0.00042828404977638865,0.9573763812753416
0.28,-85.95633301715624,4.925759300312027,143.18374123198555,0.00040649673487678725,4.657237995108128,1.715356948229841e-05,0.5862197557557003,0.3559624494595559,0.4026549113966,1.5402460852075905e-06,0.1726110372477595,6.095643469914742e-05,0.9985386780445121,0.9968732842786485,0.0008702032422437706,0.4254289907192761,1.6882648078106268e-05,0.8585660218420583,0.6080574007501884,0.001824172879552384,0.2039818982028451,0.967887691973731,0.09717884260678726,0.09734957207017098,0.0007955883300273845,0.99991251914262,0.9891702520975615,0.5910746905945348,2.6111330002265403,0.4608137366988429,0.0003433350657538569,0.191697289171394,9.456906950150358,0.02488721589243174,0.001986231161109676,0.0004282417222646654,0.9573764244104284
0.29,-85.95630485909446,4.92575922282574,143.18374151475237,0.0004065939522191233,4.657242791255279,1.714586802903565e-05,0.586220861747574,0.35597389845981325,0.40264761306340785,1.5400965678916951e-06,0.1726162545914917,6.095615061523926e-05,0.9985391055949642,0.9968741812591698,0.0008699499891380919,0.42544163464389706,1.688265590190112e-05,0.8585671150623478,0.6080573710889815,0.001823823944107178,0.2039658834766731,0.9678876877743973,0.09717138479867311,0.09734586748091346,0.0007955875048366339,0.9999125195225362,0.9891697713041379,0.5910746917608711,2.6111136673883184,0.4608047344055819,0.0003433438496685353,0.19170962619444964,9.456948481995397,0.024886477250823914,0.0019860920177261557,0.00042819938596900473,0.9573764670315947
0.3,-85.95627712927387,4.925759145360175,143.1837417974912,0.00040668770876436505,4.657247585675764,1.7138677178204964e-05,0.5862219677355396,0.3559853464264118,0.40264031566275643,1.539947174037524e-06,0.17262147168988853,6.0955879388173034e-05,0.9985395330159775,0.9968750779796659,0.0008696968118865587,0.42545427799900515,1.6882664240595648e-05,0.8585682078265474,0.6080573398655658,0.001823475131103475,0.2039498700343207,0.9678876833157712,0.09716392756885031,0.09734216320683536,0.00079558677432265,0.9999125199020205,0.989169293524065,0.5910746930347547,2.6110944026142278,0.4607957652070123,0.0003433527275651282,0.19172196308088854,9.456990008180725,0.02488574052510387,0.001985952926663102,0.0004281570414262593,0.9573765091439354
0.31,-85.95624979921486,4.925759067919142,143.1837420802025,0.0004067781141054995,4.657252378421974,1.7131966425849174e-05,0.5862230737196092,0.35599679338538254,0.4026330191894139,1.5397979010540447e-06,0.17262668854508073,6.095561888876833e-05,0.9985399603076033,0.9968759744402135,0.0008694437104448194,0.4254669207845957,1.688267308302733e-05,0.8585693001368631,0.6080573071074503,0.0018231264404786772,0.20393385787539245,0.9678876786030651,0.09715647091722641,0.0973384592427032,0.0007955861331123109,0.9999125202810751,0.9891688193906916,0.5910746944144859,2.6110752038025264,0.4607868281089805,0.0003433616962916971,0.19173429983375884,9.45703152871105,0.02488500565537103,0.001985813886881884,0.00042811468971298654,0.9573765507535229
0.32,-85.95622283669991,4.9257589905072106,143.1837423628867,0.00040686528214927293,4.657257169548418,1.71257020783022e-05,0.5862241796997968,0.3560082393654871,0.4026257236374358,1.539648746113169e-06,0.17263190515934432,6.095536684266138e-05,0.9985403874698939,0.9968768706408893,0.000869190684765741,0.4254795630006534,1.6882682416892243e-05,0.8585703919957737,0.6080572728452583,0.0018227778721675479,0.20391784699945475,0.9678876736420431,0.09714901484370278,0.09733475558307304,0.0007955855752809991,0.9999125206597032,0.9891683496505694,0.5910746958981615,2.61105606876687,0.4607779220773308,0.00034337075257214074,0.19174663645623,9.457073043591247,0.024884272579312434,0.0019856748973018155,0.00042807233195060464,0.9573765918665118
0.33,-85.95619620951145,4.925758913128953,143.18374264554424,0.00040694932680243145,4.657261959109599,1.711985044189795e-05,0.5862252856761159,0.356019684395487,0.40261842900087785,1.5394997063868093e-06,0.17263712153495525,6.0955120975488404e-05,0.998540814502902,0.9968777665817703,0.0008689377348021906,0.4254922046471632,1.688269222988644e-05,0.8585714834057586,0.6080572371096131,0.0018224294261048512,0.20390183740607395,0.9678876684384689,0.09714155934818072,0.09733105222250092,0.0007955850949040966,0.9999125210379072,0.989167885050251,0.591074697483878,2.611036995320914,0.4607690460779075,0.00034337989313035797,0.19175897295147154,9.457114552826182,0.024883541234615118,0.0019855359568422127,0.0004280299692605318,0.9573766324890561
0.34,-85.95616988543193,4.9257588357889395,143.18374292817555,0.0004070303619717213,4.657266747160022,1.711437782297034e-05,0.5862263916485805,0.35603112850414387,0.4026111352737957,1.5393507790468772e-06,0.17264233767418957,6.095487901288563e-05,0.9985412414066801,0.9968786622629333,0.0008686848605070352,0.4255048457241097,1.6882702509705995e-05,0.8585725743692967,0.6080571999311379,0.0018220811022253514,0.20388582909481642,0.9678876629981065,0.09713410443056159,0.09732734915554288,0.000795584686056986,0.99991252141569,0.9891674263362882,0.591074699169732,2.6110179812783145,0.4607601990765549,0.00034338911469024747,0.19177130932265304,9.457156056420724,0.024882811558966125,0.0019853970644223913,0.00042798760276418634,0.9573766726273102
0.35000000000000003,-85.95614383226018,4.925758758491735,143.18374321078107,0.0004071085015371032,4.657271533754178,1.7109250542425526e-05,0.5862274976172042,0.3560425717202068,0.40260384245024766,1.539201961266311e-06,0.1726475535793225,6.095463868132341e-05,0.9985416681812808,0.9968795576844552,0.0008684320618331532,0.4255174862314778,1.6882713244051726e-05,0.8585736648888661,0.6080571613404433,0.0018217329004638228,0.20386982206524865,0.9678876573267176,0.09712665009074677,0.09732364637675624,0.000795584342817546,0.9999125217930546,0.9891669742547471,0.5910747009538209,2.6109990244532475,0.4607513800393635,0.0003433984139764785,0.19178364557294325,9.457197554379743,0.024882083490067337,0.001985258218961925,0.0004279452335827106,0.9573767122874276
0.36,-85.95611804351911,4.9257586812369345,143.18374349336094,0.00040718381722268523,4.657276318926127,1.7104457855333583e-05,0.5862286035819907,0.3560540140528207,0.40259655052854826,1.5390532518320476e-06,0.17265276925131642,6.0954399020004544e-05,0.9985420948267463,0.9968804528464116,0.0008681793387514519,0.42553012616933916,1.6882724428115967e-05,0.858574754965177,0.6080571213479087,0.001821384820772195,0.20385381631718455,0.9678876514264604,0.09711919632867787,0.09731994388273757,0.0007955840631933539,0.9999125221700016,0.9891665287865717,0.5910747028355644,2.610980123479349,0.46074258831987636,0.00034340778892605735,0.1917959817043248,9.457239046706585,0.02488135698899068,0.001985119419787568,0.0004279028624031055,0.9573767514746478
0.37,-85.9560925192382,4.925758604022873,143.18374377591516,0.00040725637008983735,4.657281102704756,1.709999481764337e-05,0.5862297095429406,0.35606545550617186,0.4025892595080886,1.5389046499392636e-06,0.17265798469080196,6.095415940016933e-05,0.9985425213431166,0.996881347748877,0.0008679266912373985,0.42554276553778747,1.688273605898592e-05,0.8585758445984925,0.608057079958797,0.0018210368631067359,0.2038378118505007,0.9678876452985817,0.09711174314430678,0.09731624167059923,0.0007955838461859491,0.9999125225465316,0.9891660897191797,0.5910747048147167,2.6109612771975264,0.4607338233696374,0.0003434172377826346,0.19180831771848025,9.457280533404205,0.024880632022719205,0.001984980666329063,0.00042786048980256186,0.9573767901939791
0.38,-85.9560672405076,4.9257585268515465,143.183744058444,0.00040732625223707634,4.657285885134001,1.709583960007963e-05,0.5862308155000626,0.35607689609888016,0.402581969385126,1.538756153594832e-06,0.17266319989937598,6.0953918226561874e-05,0.9985429477304391,0.9968822423919278,0.0008676741192531868,0.4255554043368524,1.688274812823319e-05,0.858576933790377,0.6080570371932655,0.0018206890274110844,0.2038218086648914,0.9678876389469813,0.09710429053755568,0.09731253973595218,0.0007955836879036405,0.9999125229226464,0.9891656574033073,0.5910747068900584,2.610942483845362,0.46072508435492937,0.00034342675789728,0.19182065361796558,9.457322014476688,0.024879908541029814,0.00198484195771637,0.0004278181166779061,0.9573768284511027
