t,AR1T,AR2T,AR3T
0.68,1.0139927382786078,1.0117865065005573,1.144801441587747
0.6900000000000001,1.0139429889856788,1.0117864554203972,1.144801462787384
0.7000000000000001,1.0138942226921126,1.01178640434875,1.1448014839870155
0.71,1.0138464189619192,1.011786353285614,1.144801505186642
0.72,1.0137995601068208,1.0117863022309876,1.144801526386263
0.73,1.0137536282944093,1.0117862511848699,1.1448015475858788
0.74,1.0137086052596274,1.0117862001472588,1.1448015687854893
0.75,1.0136644731505473,1.0117861491181537,1.1448015899850945
0.76,1.0136212145244485,1.0117860980975524,1.1448016111846944
0.77,1.0135788123438954,1.0117860470854538,1.144801632384289
0.78,1.0135372499728148,1.0117859960818567,1.144801653583878
0.79,1.0134965111725744,1.0117859450867595,1.144801674783462
0.8,1.013456580098061,1.0117858941001607,1.1448016959830407
0.81,1.0134174407482757,1.011785843122059,1.144801717182614
0.8200000000000001,1.0133790767874384,1.011785792152453,1.144801738382182
0.8300000000000001,1.0133414728613677,1.0117857411913411,1.1448017595817448
0.84,1.0133046139043471,1.0117856902387221,1.1448017807813022
0.85,1.0132684851150284,1.0117856392945943,1.1448018019808543
0.86,1.0132330719460387,1.0117855883589568,1.1448018231804014
0.87,1.0131983600935885,1.0117855374318077,1.1448018443799428
0.88,1.0131643354870805,1.0117854865131457,1.1448018655794792
0.89,1.0131309842787164,1.0117854356029694,1.14480188677901
0.9,1.0130982929394579,1.0117853847012774,1.1448019079785356
0.91,1.013066248889159,1.0117853338080685,1.144801929178056
0.92,1.0130348394161484,1.011785282923341,1.1448019503775713
0.93,1.013004051940767,1.0117852320470935,1.144801971577081
0.9400000000000001,1.01297387412618,1.0117851811793248,1.1448019927765853
0.9500000000000001,1.012944293872333,1.0117851303200334,1.1448020139760846
0.96,1.0129152993099118,1.0117850794692176,1.1448020351755783
0.97,1.012886878794299,1.0117850286268764,1.144802056375067
0.98,1.012859020899534,1.0117849777930081,1.1448020775745502
0.99,1.0128317144132832,1.0117849269676116,1.1448020987740282
1.0,1.0128049484998476,1.0117848761506851,1.1448021199735008
1.01,1.0127787125577783,1.0117848253422277,1.144802141172968
1.02,1.012752996104725,1.0117847745422373,1.1448021623724303
1.03,1.012727788866808,1.0117847237507132,1.144802183571887
1.04,1.012703080773816,1.0117846729676534,1.1448022047713384
1.05,1.0126788619544018,1.0117846221930566,1.1448022259707846
1.06,1.0126551227312808,1.0117845714269218,1.1448022471702255
1.07,1.012631853616427,1.0117845206692473,1.144802268369661
1.08,1.0126090453062702,1.0117844699200316,1.1448022895690912
1.09,1.0125866886845205,1.0117844191792735,1.1448023107685161
1.1,1.0125647748297184,1.0117843684469714,1.1448023319679357
1.11,1.0125432949773894,1.011784317723124,1.1448023531673501
1.12,1.0125222405292713,1.01178426700773,1.1448023743667592
1.1300000000000001,1.01250160304982,1.0117842163007877,1.144802395566163
1.1400000000000001,1.0124813742615433,1.011784165602296,1.1448024167655615
1.1500000000000001,1.0124615460403323,1.011784114912253,1.1448024379649546
1.16,1.012442110410795,1.011784064230658,1.1448024591643424
1.17,1.0124230595415886,1.0117840135575091,1.144802480363725
1.18,1.0124043857536738,1.011783962892805,1.1448025015631023
1.19,1.012386081698546,1.0117839122365444,1.1448025227624743
1.2,1.0123681401070828,1.0117838615887256,1.1448025439618408
1.21,1.0123505538029727,1.0117838109493476,1.1448025651612022
1.22,1.0123333157496486,1.0117837603184088,1.1448025863605582
1.23,1.0123164190467804,1.0117837096959077,1.1448026075599091
1.24,1.0122998569267683,1.011783659081843,1.1448026287592545
1.25,1.012283622751237,1.0117836084762133,1.1448026499585946
1.26,1.012267710007529,1.011783557879017,1.1448026711579296
1.27,1.0122521123051966,1.011783507290253,1.1448026923572592
1.28,1.0122368234498311,1.0117834567099198,1.1448027135565833
1.29,1.01222183741462,1.011783406138016,1.1448027347559022
1.3,1.0122071482100912,1.0117833555745401,1.144802755955216
1.31,1.0121927499611707,1.0117833050194907,1.1448027771545244
1.32,1.0121786369042935,1.0117832544728664,1.1448027983538274
1.33,1.0121648033842041,1.011783203934666,1.1448028195531252
1.34,1.0121512438507605,1.0117831534048878,1.1448028407524176
1.35,1.0121379528557368,1.0117831028835305,1.1448028619517048
1.36,1.0121249250496251,1.0117830523705926,1.1448028831509867
1.37,1.0121121551784384,1.0117830018660732,1.1448029043502632
1.3800000000000001,1.0120996380805136,1.0117829513699703,1.1448029255495344
1.3900000000000001,1.0120873686833132,1.0117829008822827,1.1448029467488003
1.4000000000000001,1.0120753420057111,1.011782850403009,1.1448029679480611
1.41,1.012063553409079,1.0117827999321478,1.1448029891473166
1.42,1.0120519983006508,1.0117827494696978,1.1448030103465665
1.43,1.0120406720617858,1.0117826990156575,1.1448030315458113
1.44,1.0120295701620596,1.0117826485700254,1.1448030527450508
1.45,1.0120186881567743,1.0117825981328004,1.144803073944285
1.46,1.0120080216844687,1.0117825477039808,1.1448030951435137
1.47,1.0119975664644278,1.0117824972835652,1.1448031163427375
1.48,1.011987318294193,1.0117824468715524,1.1448031375419556
1.49,1.0119772730470702,1.0117823964679409,1.1448031587411687
1.5,1.011967426669642,1.0117823460727293,1.1448031799403764
1.51,1.0119577751792757,1.0117822956859162,1.1448032011395786
1.52,1.0119483146616337,1.0117822453075003,1.1448032223387756
1.53,1.0119390412929938,1.01178219493748,1.1448032435379674
1.54,1.011929951542167,1.011782144575854,1.144803264737154
1.55,1.01192104182756,1.0117820942226208,1.144803285936335
1.56,1.0119123085885455,1.0117820438777791,1.1448033071355108
1.57,1.0119037483324402,1.0117819935413277,1.1448033283346815
1.58,1.0118953576325749,1.011781943213265,1.1448033495338468
1.59,1.0118871331263661,1.0117818928935896,1.1448033707330068
1.6,1.011879071513388,1.0117818425823,1.1448033919321614
1.61,1.0118711695534428,1.011781792279395,1.1448034131313107
1.62,1.0118634240646314,1.0117817419848731,1.1448034343304547
1.6300000000000001,1.0118558319214257,1.011781691698733,1.1448034555295936
1.6400000000000001,1.0118483900527386,1.011781641420973,1.144803476728727
1.6500000000000001,1.0118410954399961,1.0117815911515922,1.1448034979278552
1.6600000000000001,1.0118339451622955,1.0117815408905886,1.144803519126978
1.67,1.0118269364998052,1.0117814906379614,1.1448035403260957
1.68,1.01182006666587,1.0117814403937089,1.144803561525208
1.69,1.0118133329135068,1.0117813901578296,1.1448035827243148
1.7,1.0118067325477371,1.0117813399303224,1.1448036039234166
1.71,1.0118002629240768,1.0117812897111857,1.1448036251225129
1.72,1.0117939214470284,1.0117812395004182,1.144803646321604
1.73,1.0117877055685698,1.0117811892980184,1.1448036675206898
1.74,1.011781612786646,1.011781139103985,1.1448036887197703
1.75,1.0117756406436582,1.0117810889183168,1.1448037099188455
1.76,1.0117697867249558,1.011781038741012,1.1448037311179153
1.77,1.011764048657326,1.0117809885720692,1.1448037523169798
1.78,1.0117584241074842,1.0117809384114873,1.144803773516039
1.79,1.01175291085675,1.011780888259265,1.144803794715093
1.8,1.0117475068041233,1.0117808381154005,1.1448038159141418
1.81,1.0117422097914768,1.0117807879798926,1.1448038371131852
1.82,1.0117370177005247,1.01178073785274,1.1448038583122233
1.83,1.0117319284531996,1.0117806877339413,1.144803879511256
1.84,1.0117269400104985,1.011780637623495,1.1448039007102835
1.85,1.0117220503713296,1.0117805875213997,1.1448039219093056
1.86,1.0117172575713587,1.011780537427654,1.1448039431083226
1.87,1.0117125596818553,1.0117804873422567,1.1448039643073342
1.8800000000000001,1.011707954808539,1.0117804372652062,1.1448039855063403
1.8900000000000001,1.0117034410904264,1.011780387196501,1.1448040067053413
1.9000000000000001,1.011699016698677,1.0117803371361402,1.144804027904337
1.9100000000000001,1.0116946798361632,1.011780287084122,1.1448040491033273
1.92,1.0116904288227395,1.011780237040445,1.1448040703023123
1.93,1.0116862620094318,1.011780187005108,1.1448040915012923
1.94,1.0116821777309297,1.0117801369781096,1.1448041127002666
1.95,1.0116781743537409,1.0117800869594482,1.1448041338992359
1.96,1.0116742502752931,1.0117800369491226,1.1448041550981998
1.97,1.0116704039230389,1.0117799869471313,1.1448041762971584
1.98,1.0116666337535556,1.011779936953473,1.1448041974961116
1.99,1.0116629382516495,1.0117798869681465,1.1448042186950596
2.0,1.011659315929458,1.01177983699115,1.1448042398940022
2.0100000000000002,1.0116557653255511,1.0117797870224823,1.1448042610929396
2.02,1.0116522850040355,1.011779737062142,1.1448042822918716
2.0300000000000002,1.0116488735536557,1.0117796871101277,1.1448043034907984
2.04,1.0116455295958715,1.0117796371664383,1.14480432468972
2.05,1.0116422518905657,1.0117795872310718,1.144804345888636
2.06,1.0116390391628145,1.0117795373040273,1.144804367087547
2.07,1.011635890129612,1.0117794873853034,1.1448043882864525
2.08,1.0116328035314839,1.0117794374748985,1.144804409485353
2.09,1.0116297781317087,1.0117793875728112,1.1448044306842478
2.1,1.0116268127155406,1.0117793376790403,1.1448044518831375
2.11,1.011623906089431,1.0117792877935845,1.144804473082022
2.12,1.0116210570802504,1.011779237916442,1.144804494280901
2.13,1.0116182645345118,1.011779188047612,1.1448045154797748
2.14,1.0116155273175909,1.0117791381870924,1.1448045366786432
2.15,1.0116128443129497,1.0117790883348823,1.1448045578775063
2.16,1.011610214421358,1.0117790384909804,1.1448045790763643
2.17,1.011607636560115,1.011778988655385,1.1448046002752168
2.18,1.0116051096622722,1.0117789388280947,1.1448046214740641
2.19,1.0116026326758554,1.0117788890091084,1.1448046426729062
2.2,1.0116002045630859,1.0117788391984246,1.1448046638717428
2.21,1.0115978242999948,1.011778789396042,1.1448046850705742
2.22,1.011595491060469,1.0117787396019589,1.1448047062694002
2.23,1.011593204047895,1.011778689816174,1.144804727468221
2.24,1.0115909623504427,1.0117786400386863,1.1448047486670365
2.25,1.0115887650734117,1.011778590269494,1.1448047698658466
2.2600000000000002,1.0115866113387004,1.011778540508596,1.1448047910646515
2.27,1.0115845002842692,1.0117784907559908,1.144804812263451
2.2800000000000002,1.0115824310636083,1.0117784410116768,1.1448048334622454
2.29,1.0115804028452031,1.011778391275653,1.1448048546610343
2.3000000000000003,1.011578414812,1.0117783415479178,1.1448048758598182
2.31,1.0115764661608726,1.01177829182847,1.1448048970585964
2.32,1.0115745561020877,1.0117782421173078,1.1448049182573696
2.33,1.0115726838587713,1.0117781924144305,1.1448049394561373
2.34,1.0115708486663744,1.011778142719836,1.1448049606548998
2.35,1.0115690497721392,1.0117780930335232,1.144804981853657
2.36,1.0115672864345653,1.011778043355491,1.1448050030524088
2.37,1.011565557922875,1.0117779936857376,1.1448050242511554
2.38,1.0115638635164799,1.011777944024262,1.1448050454498968
2.39,1.0115622025629836,1.0117778943710625,1.144805066648633
2.4,1.0115605745198812,1.0117778447261379,1.1448050878473635
2.41,1.0115589787446775,1.0117777950894866,1.144805109046089
2.42,1.0115574146017368,1.0117777454611074,1.144805130244809
2.43,1.0115558814671812,1.0117776958409992,1.1448051514435238
2.44,1.011554378728505,1.01177764622916,1.1448051726422332
2.45,1.0115529057841883,1.0117775966255889,1.1448051938409376
2.46,1.0115514620433101,1.0117775470302843,1.1448052150396364
2.47,1.0115500469251628,1.011777497443245,1.1448052362383299
2.48,1.0115486598588654,1.0117774478644694,1.1448052574370182
2.49,1.0115473002829776,1.0117773982939564,1.1448052786357013
2.5,1.0115459676451133,1.0117773487317043,1.144805299834379
2.5100000000000002,1.0115446614015542,1.011777299177712,1.1448053210330513
2.52,1.0115433810168641,1.0117772496319781,1.1448053422317184
2.5300000000000002,1.0115421259635018,1.011777200094501,1.1448053634303803
2.54,1.0115408957214354,1.0117771505652795,1.1448053846290367
2.5500000000000003,1.0115396897777562,1.0117771010443122,1.144805405827688
2.56,1.0115385076422267,1.0117770515315976,1.144805427026334
2.57,1.0115373489316195,1.0117770020271346,1.1448054482249743
2.58,1.0115362132017771,1.0117769525309215,1.1448054694236096
2.59,1.0115350999989536,1.011776903042957,1.1448054906222398
2.6,1.0115340088775926,1.01177685356324,1.1448055118208644
2.61,1.0115329394000458,1.011776804091769,1.1448055330194837
2.62,1.0115318911362932,1.0117767546285423,1.144805554218098
2.63,1.0115308636636615,1.0117767051735589,1.1448055754167066
2.64,1.0115298565665438,1.0117766557268173,1.1448055966153101
2.65,1.0115288694361186,1.0117766062883162,1.1448056178139083
2.66,1.0115279018700696,1.0117765568580541,1.1448056390125012
2.67,1.011526953472304,1.0117765074360296,1.1448056602110888
2.68,1.0115260238526729,1.0117764580222417,1.1448056814096712
2.69,1.0115251126266895,1.0117764086166885,1.144805702608248
2.7,1.0115242194152494,1.011776359219369,1.1448057238068199
2.71,1.011523343844349,1.0117763098302817,1.1448057450053863
2.72,1.0115224855448044,1.0117762604494251,1.1448057662039475
2.73,1.011521644154168,1.011776211076798,1.144805787402503
2.74,1.0115208193990874,1.011776161712399,1.1448058086010535
2.75,1.0115200109886833,1.0117761123562268,1.1448058297995989
2.7600000000000002,1.0115192186004114,1.0117760630082797,1.1448058509981387
2.77,1.0115184419178014,1.0117760136685567,1.1448058721966734
2.7800000000000002,1.0115176806302697,1.0117759643370565,1.1448058933952026
2.79,1.0115169344329336,1.0117759150137773,1.1448059145937266
2.8000000000000003,1.0115162030264253,1.0117758656987181,1.1448059357922453
2.81,1.011515486116705,1.0117758163918773,1.1448059569907587
2.82,1.0115147834148752,1.0117757670932537,1.1448059781892668
2.83,1.011514094636994,1.0117757178028457,1.1448059993877697
2.84,1.0115134195038893,1.0117756685206523,1.1448060205862671
2.85,1.0115127577409722,1.0117756192466718,1.1448060417847594
2.86,1.0115121090780506,1.0117755699809028,1.1448060629832462
2.87,1.0115114732491435,1.0117755207233443,1.1448060841817278
2.88,1.0115108499922945,1.0117754714739946,1.144806105380204
2.89,1.011510239049385,1.0117754222328526,1.144806126578675
2.9,1.011509640165949,1.0117753729999166,1.144806147777141
2.91,1.011509053118521,1.0117753237751854,1.1448061689756013
2.92,1.0115084777079875,1.0117752745586577,1.1448061901740565
2.93,1.0115079137053733,1.011775225350332,1.1448062113725062
2.94,1.0115073608856742,1.0117751761502072,1.1448062325709507
2.95,1.0115068190280272,1.0117751269582815,1.14480625376939
2.96,1.0115062879155745,1.0117750777745538,1.1448062749678238
2.97,1.0115057673353254,1.0117750285990228,1.1448062961662524
2.98,1.01150525707802,1.011774979431687,1.1448063173646759
2.99,1.0115047569379922,1.0117749302725452,1.1448063385630938
3.0,1.011504266713032,1.0117748811215959,1.1448063597615066
3.0100000000000002,1.0115037862042495,1.0117748319788376,1.1448063809599138
3.02,1.0115033152159374,1.0117747828442691,1.144806402158316
3.0300000000000002,1.0115028535554342,1.011774733717889,1.1448064233567128
3.04,1.011502401032987,1.011774684599696,1.1448064445551043
3.0500000000000003,1.0115019574616146,1.0117746354896886,1.1448064657534907
3.06,1.0115015226569706,1.0117745863878655,1.1448064869518715
3.0700000000000003,1.0115010964372064,1.0117745372942255,1.144806508150247
3.08,1.0115006786326497,1.0117744882087671,1.1448065293486174
3.09,1.0115002691092205,1.011774439131489,1.1448065505469824
3.1,1.0114998677070652,1.0117743900623895,1.1448065717453422
3.11,1.0114994742657344,1.0117743410014675,1.1448065929436966
3.12,1.011499088627693,1.0117742919487218,1.1448066141420457
3.13,1.0114987106382225,1.011774242904151,1.1448066353403894
3.14,1.011498340145321,1.0117741938677534,1.144806656538728
3.15,1.0114979769996066,1.0117741448395279,1.1448066777370611
3.16,1.011497621054218,1.011774095819473,1.144806698935389
3.17,1.0114972721647162,1.0117740468075875,1.1448067201337118
3.18,1.011496930188987,1.01177399780387,1.144806741332029
3.19,1.0114965949871408,1.011773948808319,1.144806762530341
3.2,1.011496266421416,1.0117738998209336,1.1448067837286477
3.21,1.0114959443560798,1.0117738508417118,1.1448068049269493
3.22,1.01149562865733,1.0117738018706524,1.1448068261252453
3.23,1.0114953191931961,1.0117737529077544,1.1448068473235362
3.24,1.0114950158334417,1.0117737039530161,1.1448068685218216
3.25,1.0114947184517233,1.0117736550064362,1.1448068897201018
3.2600000000000002,1.011494426954041,1.0117736060680136,1.1448069109183767
3.27,1.0114941412331175,1.0117735571377466,1.1448069321166463
3.2800000000000002,1.0114938611749866,1.0117735082156338,1.1448069533149106
3.29,1.011493586667826,1.0117734593016743,1.1448069745131697
3.3000000000000003,1.011493317601891,1.0117734103958662,1.1448069957114233
3.31,1.011493053869448,1.0117733614982085,1.1448070169096718
3.3200000000000003,1.0114927953647086,1.0117733126086996,1.144807038107915
3.33,1.0114925419837628,1.0117732637273384,1.1448070593061528
3.34,1.0114922936245123,1.0117732148541234,1.1448070805043853
3.35,1.0114920501866043,1.0117731659890532,1.1448071017026125
3.36,1.0114918115713654,1.0117731171321267,1.1448071229008345
3.37,1.0114915776817341,1.0117730682833421,1.144807144099051
3.38,1.0114913484221957,1.0117730194426984,1.1448071652972625
3.39,1.011491123698715,1.0117729706101941,1.1448071864954683
3.4,1.0114909034186694,1.011772921785828,1.144807207693669
3.41,1.0114906874907839,1.0117728729695983,1.1448072288918645
3.42,1.0114904752010403,1.0117728241615043,1.1448072500900548
3.43,1.0114902678828577,1.0117727753615442,1.1448072712882396
3.44,1.0114900646429767,1.0117727265697165,1.144807292486419
3.45,1.0114898654064146,1.0117726777860203,1.1448073136845933
3.46,1.0114896700989404,1.011772629010454,1.144807334882762
3.47,1.0114894786470758,1.0117725802430164,1.1448073560809258
3.48,1.0114892909780957,1.011772531483706,1.144807377279084
3.49,1.0114891070200267,1.0117724827325214,1.1448073984772371
3.5,1.0114889267016487,1.0117724339894614,1.144807419675385
3.5100000000000002,1.0114887499524938,1.0117723852545246,1.1448074408735274
3.52,1.011488576702847,1.0117723365277094,1.1448074620716644
3.5300000000000002,1.0114884068837453,1.0117722878090147,1.1448074832697963
3.54,1.0114882404269794,1.0117722390984394,1.144807504467923
3.5500000000000003,1.0114880772650912,1.0117721903959815,1.1448075256660442
3.56,1.0114879173313762,1.0117721417016403,1.14480754686416
3.5700000000000003,1.011487760559882,1.011772093015414,1.1448075680622707
3.58,1.011487606885409,1.0117720443373013,1.144807589260376
3.59,1.0114874562435103,1.011771995667301,1.1448076104584761
3.6,1.0114873085784397,1.0117719470054118,1.1448076316565707
3.61,1.0114871638483995,1.0117718983516322,1.1448076528546602
3.62,1.011487021995839,1.011771849705961,1.1448076740527444
3.63,1.0114868829633006,1.0117718010683965,1.144807695250823
3.64,1.0114867466942405,1.0117717524389376,1.1448077164488968
3.65,1.0114866131330282,1.0117717038175829,1.144807737646965
3.66,1.0114864822249465,1.0117716552043312,1.1448077588450278
3.67,1.0114863539161918,1.011771606599181,1.1448077800430856
3.68,1.0114862281538732,1.0117715580021311,1.1448078012411378
3.69,1.0114861048860142,1.0117715094131798,1.1448078224391849
3.7,1.0114859840615509,1.0117714608323263,1.1448078436372267
3.71,1.0114858656303327,1.0117714122595687,1.144807864835263
3.72,1.0114857495431229,1.011771363694906,1.1448078860332942
3.73,1.0114856357515976,1.0117713151383365,1.14480790723132
3.74,1.0114855242083465,1.0117712665898593,1.1448079284293406
3.75,1.0114854148668728,1.011771218049473,1.1448079496273558
3.7600000000000002,1.011485307681593,1.0117711695171758,1.1448079708253658
3.77,1.0114852026078367,1.0117711209929667,1.1448079920233705
3.7800000000000002,1.011485099601847,1.0117710724768443,1.1448080132213698
3.79,1.0114849986207806,1.0117710239688074,1.1448080344193639
3.8000000000000003,1.011484899622707,1.0117709754688542,1.1448080556173525
3.81,1.0114848025666099,1.011770926976984,1.144808076815336
3.8200000000000003,1.0114847074125752,1.011770878493195,1.144808098013314
3.83,1.0114846141257146,1.011770830017486,1.144808119211287
3.84,1.011484522670146,1.0117707815498553,1.1448081404092545
3.85,1.0114844330093506,1.011770733090302,1.1448081616072168
3.86,1.0114843451077575,1.0117706846388248,1.1448081828051737
3.87,1.0114842589307438,1.011770636195422,1.1448082040031253
3.88,1.0114841744446352,1.0117705877600924,1.1448082252010716
3.89,1.011484091616705,1.011770539332835,1.1448082463990126
3.9,1.0114840104151752,1.0117704909136478,1.1448082675969484
3.91,1.0114839308092156,1.0117704425025298,1.144808288794879
3.92,1.0114838527689445,1.0117703940994798,1.1448083099928041
3.93,1.0114837762654283,1.0117703457044962,1.1448083311907238
3.94,1.011483701270681,1.011770297317578,1.1448083523886385
3.95,1.0114836277576655,1.0117702489387232,1.1448083735865477
3.96,1.0114835557002926,1.0117702005679312,1.1448083947844516
3.97,1.0114834850734213,1.0117701522052003,1.1448084159823504
3.98,1.0114834158528587,1.0117701038505291,1.1448084371802436
3.99,1.0114833480153602,1.0117700555039162,1.1448084583781317
4.0,1.0114832815386292,1.0117700071653606,1.1448084795760145
4.01,1.0114832164013172,1.0117699588348608,1.144808500773892
4.0200000000000005,1.0114831525830241,1.0117699105124152,1.144808521971764
4.03,1.011483090064298,1.0117698621980227,1.1448085431696309
4.04,1.011483028826635,1.011769813891682,1.1448085643674926
4.05,1.0114829688356612,1.011769765593392,1.1448085855653487
4.0600000000000005,1.011482910030029,1.0117697173031506,1.1448086067631997
4.07,1.011482852384266,1.011769669020957,1.1448086279610454
4.08,1.0114827958752404,1.0117696207468099,1.1448086491588858
4.09,1.0114827404804287,1.0117695724807076,1.1448086703567208
4.1,1.0114826861779156,1.0117695242226492,1.1448086915545506
4.11,1.0114826329463933,1.011769475972633,1.144808712752375
4.12,1.0114825807651626,1.011769427730658,1.1448087339501942
4.13,1.0114825296141323,1.0117693794967224,1.144808755148008
4.14,1.0114824794738184,1.0117693312708251,1.1448087763458166
4.15,1.0114824303253456,1.011769283052965,1.1448087975436199
4.16,1.0114823821504466,1.0117692348431404,1.1448088187414178
4.17,1.0114823349314617,1.01176918664135,1.1448088399392105
4.18,1.0114822886513395,1.0117691384475929,1.1448088611369978
4.19,1.0114822432936363,1.0117690902618672,1.14480888233478
4.2,1.0114821988425169,1.0117690420841718,1.1448089035325566
4.21,1.0114821552827535,1.0117689939145054,1.1448089247303281
4.22,1.011482112599727,1.0117689457528665,1.1448089459280943
4.23,1.0114820707794254,1.0117688975992538,1.1448089671258552
4.24,1.0114820298084455,1.0117688494536663,1.1448089883236108
4.25,1.0114819896739917,1.0117688013161021,1.144809009521361
4.26,1.0114819503638766,1.0117687531865605,1.1448090307191061
4.2700000000000005,1.0114819118652436,1.0117687050650397,1.1448090519168457
4.28,1.011481874138219,1.0117686569515383,1.1448090731145801
4.29,1.0114818371563443,1.0117686088460554,1.1448090943123093
4.3,1.0114818009041906,1.0117685607485891,1.144809115510033
4.3100000000000005,1.011481765366703,1.0117685126591387,1.1448091367077515
4.32,1.0114817305292003,1.0117684645777023,1.1448091579054647
4.33,1.0114816963773756,1.011768416504279,1.1448091791031725
4.34,1.0114816628972962,1.0117683684388672,1.1448092003008752
4.3500000000000005,1.011481630075403,1.0117683203814656,1.1448092214985723
4.36,1.0114815978985119,1.011768272332073,1.1448092426962644
4.37,1.0114815663538117,1.0117682242906878,1.144809263893951
4.38,1.0114815354288658,1.011768176257309,1.1448092850916325
4.39,1.011481505111612,1.0117681282319348,1.1448093062893085
4.4,1.0114814753903616,1.0117680802145645,1.1448093274869793
4.41,1.0114814462538002,1.0117680322051963,1.1448093486846447
4.42,1.0114814176909874,1.011767984203829,1.144809369882305
4.43,1.0114813896913573,1.0117679362104612,1.1448093910799597
4.44,1.011481362244717,1.0117678882250918,1.1448094122776094
4.45,1.0114813353412488,1.011767840247719,1.1448094334752537
4.46,1.0114813089715087,1.011767792278342,1.1448094546728926
4.47,1.0114812831264264,1.0117677443169593,1.1448094758705263
4.48,1.011481257797306,1.0117676963635693,1.1448094970681546
4.49,1.0114812329758254,1.0117676484181708,1.1448095182657778
4.5,1.0114812060928893,1.0117676004807605,1.1448095394633955
