t,M,T,BR
1.33,3.499008979810408,38.785215284663074,0.0
1.34,3.499005813005799,38.78521567987419,0.0
1.35,3.499002682008517,38.78521606527673,0.0
1.36,3.4989995864150782,38.78521644099124,0.0
1.37,3.4989965258284648,38.785216807136344,0.0
1.3800000000000001,3.498993499858048,38.78521716382869,0.0
1.3900000000000001,3.498990508119511,38.78521751118304,0.0
1.4000000000000001,3.498987550234774,38.785217849312254,0.0
1.41,3.498984625831915,38.78521817832731,0.0
1.42,3.498981734545096,38.785218498337386,0.0
1.43,3.498978876014485,38.78521880944979,0.0
1.44,3.498976049886179,38.78521911177005,0.0
1.45,3.4989732558121287,38.78521940540194,0.0
1.46,3.4989704933804284,38.7852196904686,0.0
1.47,3.4989677621502864,38.78521996710196,0.0
1.48,3.498965061770243,38.78522023540683,0.0
1.49,3.4989623918937736,38.785220495486506,0.0
1.5,3.498959752178773,38.78522074744296,0.0
1.51,3.498957142287451,38.78522099137686,0.0
1.52,3.4989545618862388,38.785221227387574,0.0
1.53,3.498952010645688,38.78522145557325,0.0
1.54,3.498949488240375,38.785221676030794,0.0
1.55,3.4989469943488007,38.785221888855936,0.0
1.56,3.4989445286532947,38.785222094143236,0.0
1.57,3.4989420908399156,38.78522229198615,0.0
1.58,3.4989396805983537,38.785222482476996,0.0
1.59,3.4989372976218323,38.78522266570705,0.0
1.6,3.498934941607011,38.785222841766554,0.0
1.61,3.498932612253886,38.7852230107447,0.0
1.62,3.4989303092656945,38.785223172729744,0.0
1.6300000000000001,3.4989280323488123,38.78522332780897,0.0
1.6400000000000001,3.4989257812126615,38.78522347606874,0.0
1.6500000000000001,3.498923555569607,38.78522361759453,0.0
1.6600000000000001,3.4989213551348635,38.785223752470955,0.0
1.67,3.4989191796263928,38.78522388078179,0.0
1.68,3.498917028764809,38.78522400261003,0.0
1.69,3.4989149022732784,38.78522411803787,0.0
1.7,3.498912799877424,38.78522422714677,0.0
1.71,3.4989107213052253,38.7852243300175,0.0
1.72,3.4989086662869195,38.78522442673012,0.0
1.73,3.498906634554907,38.78522451736405,0.0
1.74,3.4989046258436503,38.78522460199808,0.0
1.75,3.498902639889576,38.785224680710414,0.0
1.76,3.4989006764319472,38.78522475357839,0.0
1.77,3.498898735262576,38.78522482066339,0.0
1.78,3.4988968161596183,38.785224882030946,0.0
1.79,3.498894918876512,38.78522493775411,0.0
1.8,3.4988930431686875,38.785224987905316,0.0
1.81,3.498891188793481,38.78522503255644,0.0
1.82,3.498889355510044,38.7852250717788,0.0
1.83,3.498887543079262,38.785225105643185,0.0
1.84,3.4988857512636597,38.78522513421991,0.0
1.85,3.4988839798273204,38.7852251575788,0.0
1.86,3.498882228535794,38.78522517578925,0.0
1.87,3.498880497156012,38.78522518892023,0.0
1.8800000000000001,3.4988787854562005,38.785225197040326,0.0
1.8900000000000001,3.4988770932057904,38.78522520021776,0.0
1.9000000000000001,3.4988754201753327,38.785225198520415,0.0
1.9100000000000001,3.498873766136411,38.785225192015865,0.0
1.92,3.498872130861551,38.7852251807714,0.0
1.93,3.4988705141241376,38.785225164854054,0.0
1.94,3.498868915698325,38.78522514433063,0.0
1.95,3.4988673353589492,38.78522511926773,0.0
1.96,3.4988657728814423,38.78522508973176,0.0
1.97,3.4988642280417435,38.78522505578901,0.0
1.98,3.498862700616213,38.785225017505624,0.0
1.99,3.4988611903815445,38.78522497494764,0.0
2.0,3.498859697114676,38.78522492818103,0.0
2.0100000000000002,3.498858220592707,38.785224877271745,0.0
2.02,3.4988567605928047,38.78522482228568,0.0
2.0300000000000002,3.498855316892123,38.78522476328876,0.0
2.04,3.4988538892677115,38.785224700346944,0.0
2.05,3.498852477496428,38.78522463352625,0.0
2.06,3.4988510813548546,38.78522456289278,0.0
2.07,3.4988497006494446,38.785224488503566,0.0
2.08,3.4988483354680007,38.78522441033019,0.0
2.09,3.4988469857076034,38.785224328402165,0.0
2.1,3.498845651194879,38.78522424277042,0.0
2.11,3.4988443317583777,38.78522415348527,0.0
2.12,3.498843027228542,38.78522406059649,0.0
2.13,3.4988417374376732,38.78522396415329,0.0
2.14,3.498840462219898,38.7852238642043,0.0
2.15,3.4988392014111365,38.78522376079765,0.0
2.16,3.498837954849069,38.7852236539809,0.0
2.17,3.498836722373103,38.78522354380112,0.0
2.18,3.4988355038243397,38.78522343030485,0.0
2.19,3.4988342990455426,38.78522331353814,0.0
2.2,3.4988331078811012,38.78522319354653,0.0
2.21,3.498831930177003,38.785223070375096,0.0
2.22,3.4988307657807964,38.785222944068444,0.0
2.23,3.498829614541559,38.7852228146707,0.0
2.24,3.498828476309866,38.78522268222556,0.0
2.25,3.4988273509377548,38.78522254677626,0.0
2.2600000000000002,3.4988262382786948,38.78522240836563,0.0
2.27,3.498825138187552,38.78522226703604,0.0
2.2800000000000002,3.498824050520558,38.78522212282948,0.0
2.29,3.498822975135275,38.785221975787536,0.0
2.3000000000000003,3.4988219118905644,38.78522182595139,0.0
2.31,3.4988208606465543,38.78522167336185,0.0
2.32,3.498819821264605,38.78522151805935,0.0
2.33,3.4988187936072768,38.78522136008396,0.0
2.34,3.4988177775382967,38.78522119947541,0.0
2.35,3.498816772922527,38.78522103627308,0.0
2.36,3.4988157796259296,38.78522087051601,0.0
2.37,3.4988147975155357,38.78522070224293,0.0
2.38,3.4988138264715367,38.785220531488584,0.0
2.39,3.498812866412961,38.78522035827591,0.0
2.4,3.498811917222091,38.785220182639,0.0
2.41,3.498810978778122,38.78522000461292,0.0
2.42,3.4988100509615667,38.78521982423229,0.0
2.43,3.498809133654231,38.7852196415314,0.0
2.44,3.4988082267391882,38.785219456544105,0.0
2.45,3.4988073301007585,38.785219269303916,0.0
2.46,3.4988064436244795,38.78521907984396,0.0
2.47,3.4988055671970857,38.785218888197015,0.0
2.48,3.498804700706482,38.7852186943955,0.0
2.49,3.4988038440417193,38.7852184984715,0.0
2.5,3.498802997092971,38.785218300456734,0.0
2.5100000000000002,3.4988021597515084,38.78521810038263,0.0
2.52,3.498801331909676,38.78521789828026,0.0
2.5300000000000002,3.498800513460866,38.78521769418039,0.0
2.54,3.498799704299495,38.785217488113496,0.0
2.5500000000000003,3.4987989043209806,38.78521728010973,0.0
2.56,3.498798113421714,38.78521707019895,0.0
2.57,3.498797331499039,38.78521685841075,0.0
2.58,3.498796558451224,38.78521664477442,0.0
2.59,3.4987957941774406,38.785216429319014,0.0
2.6,3.4987950385777378,38.78521621207328,0.0
2.61,3.4987942915530166,38.785215993065734,0.0
2.62,3.4987935530050076,38.78521577232465,0.0
2.63,3.4987928228362453,38.78521554987803,0.0
2.64,3.4987921009500442,38.78521532575368,0.0
2.65,3.498791387250473,38.785215099979155,0.0
2.66,3.498790681642332,38.7852148725818,0.0
2.67,3.4987899840311276,38.78521464358874,0.0
2.68,3.4987892943230485,38.7852144130269,0.0
2.69,3.4987886124370875,38.78521418091933,0.0
2.7,3.498787938304165,38.78521394728545,0.0
2.71,3.4987872718368997,38.78521371215024,0.0
2.72,3.4987866129483414,38.78521347553854,0.0
2.73,3.4987859615523185,38.785213237475,0.0
2.74,3.498785317563419,38.78521299798398,0.0
2.75,3.4987846808969687,38.78521275708968,0.0
2.7600000000000002,3.4987840514690127,38.78521251481604,0.0
2.77,3.498783429196295,38.78521227118681,0.0
2.7800000000000002,3.498782813996238,38.78521202622554,0.0
2.79,3.498782205786923,38.78521177995556,0.0
2.8000000000000003,3.4987816044870703,38.78521153240004,0.0
2.81,3.4987810100160197,38.785211283581944,0.0
2.82,3.4987804222937084,38.785211033524064,0.0
2.83,3.498779841240654,38.78521078224902,0.0
2.84,3.498779266777932,38.78521052977925,0.0
2.85,3.4987786988271576,38.78521027613706,0.0
2.86,3.4987781373104645,38.78521002134458,0.0
2.87,3.4987775821504856,38.785209765423794,0.0
2.88,3.4987770332703323,38.78520950839655,0.0
2.89,3.4987764905935763,38.785209250284545,0.0
2.9,3.4987759540442265,38.785208991109364,0.0
2.91,3.4987754235467126,38.785208730892464,0.0
2.92,3.4987748990258623,38.78520846965517,0.0
2.93,3.4987743804068825,38.785208207418705,0.0
2.94,3.4987738676153395,38.78520794420418,0.0
2.95,3.498773360577139,38.78520768003262,0.0
2.96,3.498772859218505,38.78520741492494,0.0
2.97,3.498772363465962,38.78520714890197,0.0
2.98,3.498771873246312,38.785206881984465,0.0
2.99,3.498771386613421,38.785206614760924,0.0
3.0,3.4987709075786575,38.78520634601391,0.0
3.0100000000000002,3.4987704339193595,38.78520607641572,0.0
3.02,3.498769965577811,38.78520580598241,0.0
3.0300000000000002,3.498769502496804,38.7852055347299,0.0
3.04,3.498769044619638,38.785205262673934,0.0
3.0500000000000003,3.49876859189012,38.785204989830135,0.0
3.06,3.4987681442525664,38.78520471621395,0.0
3.0700000000000003,3.498767701651799,38.785204441840676,0.0
3.08,3.4987672640331486,38.78520416672547,0.0
3.09,3.4987668313424547,38.78520389088333,0.0
3.1,3.498766403526063,38.785203614329106,0.0
3.11,3.498765980530828,38.7852033370775,0.0
3.12,3.4987655623041114,38.785203059143036,0.0
3.13,3.498765148793783,38.78520278054013,0.0
3.14,3.4987647399482213,38.78520250128301,0.0
3.15,3.4987643357163103,38.785202221385774,0.0
3.16,3.498763936047444,38.78520194086235,0.0
3.17,3.498763540891523,38.785201659726525,0.0
3.18,3.4987631501989567,38.785201377991946,0.0
3.19,3.498762763920661,38.785201095672086,0.0
3.2,3.498762382008061,38.78520081278028,0.0
3.21,3.498762004413088,38.7852005293297,0.0
3.22,3.4987616310881826,38.785200245333385,0.0
3.23,3.4987612619862922,38.785199960804206,0.0
3.24,3.498760897060873,38.78519967575489,0.0
3.25,3.498760536265888,38.78519939019801,0.0
3.2600000000000002,3.4987601795558083,38.78519910414598,0.0
3.27,3.498759826885613,38.78519881761108,0.0
3.2800000000000002,3.498759478210789,38.78519853060542,0.0
3.29,3.4987591334873303,38.785198243140975,0.0
3.3000000000000003,3.498758792671103,38.78519795522974,0.0
3.31,3.4987584557094005,38.78519766688635,0.0
3.3200000000000003,3.4987581225556457,38.78519737812354,0.0
3.33,3.498757793166792,38.78519708895301,0.0
3.34,3.4987574675002744,38.7851967993863,0.0
3.35,3.498757145514009,38.7851965094348,0.0
3.36,3.498756827166393,38.785196219109764,0.0
3.37,3.4987565124163047,38.78519592842232,0.0
3.38,3.498756201223103,38.78519563738342,0.0
3.39,3.4987558935466287,38.78519534600389,0.0
3.4,3.498755589347203,38.78519505429442,0.0
3.41,3.498755288585629,38.78519476226554,0.0
3.42,3.4987549912231897,38.785194469927646,0.0
3.43,3.498754697221651,38.78519417729098,0.0
3.44,3.4987544065432576,38.78519388436567,0.0
3.45,3.4987541191507376,38.78519359116165,0.0
3.46,3.498753835007298,38.785193297688764,0.0
3.47,3.4987535540766292,38.78519300395667,0.0
3.48,3.4987532763229012,38.785192709974915,0.0
3.49,3.4987530017107646,38.78519241575288,0.0
3.5,3.498752730205353,38.785192121299815,0.0
3.5100000000000002,3.4987524617722796,38.78519182662481,0.0
3.52,3.498752196377639,38.78519153173684,0.0
3.5300000000000002,3.4987519339880073,38.78519123664471,0.0
3.54,3.4987516745704417,38.78519094135709,0.0
3.5500000000000003,3.4987514180924792,38.78519064588251,0.0
3.56,3.49875116452214,38.78519035022936,0.0
3.5700000000000003,3.498750913827924,38.78519005440587,0.0
3.58,3.498750665978812,38.78518975842014,0.0
3.59,3.4987504209442672,38.78518946228012,0.0
3.6,3.498750178694233,38.785189165993636,0.0
3.61,3.4987499391991337,38.785188869568344,0.0
3.62,3.4987497024298757,38.78518857301176,0.0
3.63,3.498749468357845,38.785188276331276,0.0
3.64,3.49874923695491,38.785187979534115,0.0
3.65,3.49874900819342,38.78518768262738,0.0
3.66,3.498748782046204,38.78518738561801,0.0
3.67,3.498748558486575,38.78518708851282,0.0
3.68,3.4987483374883244,38.785186791318466,0.0
3.69,3.498748119003931,38.78518649404806,0.0
3.7,3.4987479029813833,38.785186196716104,0.0
3.71,3.498747689392233,38.78518589932993,0.0
3.72,3.4987474782084402,38.78518560189677,0.0
3.73,3.4987472694023536,38.78518530442373,0.0
3.74,3.498747062946712,38.7851850069178,0.0
3.75,3.498746858814643,38.78518470938587,0.0
3.7600000000000002,3.4987466569796624,38.785184411834685,0.0
3.77,3.4987464574156752,38.785184114270905,0.0
3.7800000000000002,3.4987462600969765,38.785183816701064,0.0
3.79,3.4987460649982496,38.78518351913157,0.0
3.8000000000000003,3.498745872094567,38.78518322156872,0.0
3.81,3.498745681361391,38.78518292401871,0.0
3.8200000000000003,3.498745492774571,38.785182626487604,0.0
3.83,3.4987453063103473,38.78518232898135,0.0
3.84,3.498745121945349,38.78518203150579,0.0
3.85,3.4987449396565933,38.78518173406665,0.0
3.86,3.4987447594214873,38.78518143666952,0.0
3.87,3.498744581217827,38.7851811393199,0.0
3.88,3.498744405023797,38.78518084202317,0.0
3.89,3.498744230817972,38.785180544784595,0.0
3.9,3.4987440585793146,38.7851802476093,0.0
3.91,3.498743888287177,38.78517995050232,0.0
3.92,3.4987437199213,38.78517965346857,0.0
3.93,3.4987435534618148,38.78517935651284,0.0
3.94,3.498743388889239,38.785179059639816,0.0
3.95,3.498743226184483,38.785178762854066,0.0
3.96,3.4987430653288425,38.78517846616004,0.0
3.97,3.4987429063040048,38.78517816956206,0.0
3.98,3.4987427490920453,38.785177873064356,0.0
3.99,3.498742593675428,38.785177576671025,0.0
4.0,3.498742440037007,38.78517728038606,0.0
4.01,3.4987422881600243,38.78517698421332,0.0
4.0200000000000005,3.4987421380281125,38.785176688156575,0.0
4.03,3.498741989625292,38.785176392219455,0.0
4.04,3.498741842935972,38.785176096405486,0.0
4.05,3.498741697944952,38.78517580071808,0.0
4.0600000000000005,3.4987415546374194,38.785175505160524,0.0
4.07,3.498741412986902,38.785175209739634,0.0
4.08,3.498741272932859,38.785174914472556,0.0
4.09,3.4987411344528168,38.785174619364895,0.0
4.1,3.498740997528597,38.785174324420964,0.0
4.11,3.4987408621422875,38.78517402964501,0.0
4.12,3.4987407282762435,38.7851737350412,0.0
4.13,3.498740595913089,38.785173440613605,0.0
4.14,3.4987404650357132,38.78517314636623,0.0
4.15,3.498740335627275,38.785172852303006,0.0
4.16,3.498740207671199,38.785172558427774,0.0
4.17,3.498740081151178,38.785172264744304,0.0
4.18,3.498739956051172,38.78517197125628,0.0
4.19,3.498739832355409,38.78517167796732,0.0
4.2,3.4987397100483832,38.78517138488095,0.0
4.21,3.498739589114857,38.78517109200061,0.0
4.22,3.4987394695398595,38.785170799329684,0.0
4.23,3.498739351308689,38.785170506871474,0.0
4.24,3.498739234406909,38.785170214629176,0.0
4.25,3.4987391188203514,38.78516992260594,0.0
4.26,3.498739004535116,38.785169630804816,0.0
4.2700000000000005,3.4987388915375686,38.78516933922879,0.0
4.28,3.498738779814344,38.78516904788076,0.0
4.29,3.4987386693523437,38.78516875676353,0.0
4.3,3.4987385601387357,38.78516846587986,0.0
4.3100000000000005,3.4987384521609575,38.78516817523241,0.0
4.32,3.4987383454067116,38.78516788482376,0.0
4.33,3.4987382398639695,38.785167594656414,0.0
4.34,3.49873813552097,38.78516730473281,0.0
4.3500000000000005,3.4987380323662185,38.78516701505528,0.0
4.36,3.4987379303884882,38.7851667256261,0.0
4.37,3.4987378295768203,38.785166436447454,0.0
4.38,3.4987377299205225,38.78516614752146,0.0
4.39,3.49873763140917,38.78516585885014,0.0
4.4,3.4987375340326063,38.78516557043547,0.0
4.41,3.4987374377809415,38.785165282279294,0.0
4.42,3.498737342644553,38.78516499438342,0.0
4.43,3.498737248614086,38.785164706749576,0.0
4.44,3.498737155680453,38.785164419379385,0.0
4.45,3.498737063832848,38.78516413227501,0.0
4.46,3.498736973028473,38.78516384544827,0.0
4.47,3.4987368832437786,38.78516355890518,0.0
4.48,3.4987367944669234,38.78516327264823,0.0
4.49,3.498736706686237,38.78516298667983,0.0
4.5,3.4987366198902223,38.78516270100236,0.0
4.51,3.4987365340675525,38.78516241561815,0.0
4.5200000000000005,3.4987364492070747,38.785162130529486,0.0
4.53,3.4987363652978067,38.78516184573858,0.0
4.54,3.49873628232894,38.78516156124761,0.0
4.55,3.4987362002898363,38.78516127705871,0.0
4.5600000000000005,3.498736119170031,38.78516099317396,0.0
4.57,3.4987360389592306,38.785160709595374,0.0
4.58,3.498735959647314,38.785160426324936,0.0
4.59,3.498735881224333,38.78516014336457,0.0
4.6000000000000005,3.4987358036805105,38.785159860716156,0.0
4.61,3.4987357270062414,38.78515957838151,0.0
4.62,3.498735651192094,38.78515929636242,0.0
4.63,3.498735576228807,38.78515901466061,0.0
4.64,3.498735502107292,38.78515873327775,0.0
4.65,3.498735428818634,38.78515845221546,0.0
4.66,3.498735356354087,38.78515817147533,0.0
4.67,3.4987352847050808,38.78515789105889,0.0
4.68,3.498735213863214,38.785157610967595,0.0
4.69,3.49873514382026,38.78515733120288,0.0
4.7,3.4987350745681627,38.78515705176612,0.0
4.71,3.498735006099038,38.785156772658645,0.0
4.72,3.4987349384051747,38.78515649388173,0.0
4.73,3.4987348714790336,38.785156215436594,0.0
4.74,3.4987348053132474,38.78515593732441,0.0
4.75,3.498734739900621,38.78515565954631,0.0
4.76,3.4987346752341315,38.78515538210337,0.0
4.7700000000000005,3.4987346113069275,38.78515510499661,0.0
4.78,3.4987345481123304,38.78515482822701,0.0
4.79,3.4987344856438334,38.78515455179548,0.0
4.8,3.498734423895102,38.78515427570291,0.0
4.8100000000000005,3.4987343628599734,38.78515399995012,0.0
4.82,3.498734302532458,38.78515372453788,0.0
4.83,3.4987342429067367,38.785153449466925,0.0
4.84,3.4987341747243716,38.78515317738207,0.0
4.8500000000000005,3.4987341173908018,38.78515290273763,0.0
4.86,3.498734060634233,38.78515262846781,0.0
4.87,3.498734004451215,38.78515235457271,0.0
4.88,3.4987339488382982,38.7851520810524,0.0
4.89,3.4987338937920325,38.78515180790696,0.0
4.9,3.4987338393089673,38.78515153513648,0.0
4.91,3.498733785385654,38.785151262741024,0.0
4.92,3.4987337320186414,38.78515099072069,0.0
4.93,3.4987336792044803,38.785150719075546,0.0
4.94,3.4987336269397207,38.785150447805684,0.0
4.95,3.4987335752209128,38.78515017691117,0.0
4.96,3.498733524044606,38.78514990639211,0.0
4.97,3.498733473407351,38.785149636248555,0.0
4.98,3.4987334233056977,38.7851493664806,0.0
4.99,3.4987333737361963,38.785149097088336,0.0
5.0,3.4987333246953964,38.785148828071826,0.0
5.01,3.4987332761798484,38.785148559431164,0.0
5.0200000000000005,3.4987332281861026,38.785148291166415,0.0
5.03,3.4987331807107087,38.78514802327768,0.0
5.04,3.4987331337502168,38.785147755765024,0.0
5.05,3.498733087301177,38.78514748862853,0.0
5.0600000000000005,3.49873304136014,38.785147221868286,0.0
5.07,3.4987329959236546,38.78514695548437,0.0
5.08,3.498732950988272,38.78514668947686,0.0
5.09,3.4987329065505417,38.785146423845845,0.0
5.1000000000000005,3.498732862607014,38.785146158591395,0.0
5.11,3.498732819154239,38.78514589371359,0.0
5.12,3.4987327761887665,38.78514562921252,0.0
5.13,3.4987327337071465,38.78514536508826,0.0
5.14,3.49873269170593,38.785145101340895,0.0
5.15,3.4987326501816653,38.785144837970506,0.0
5.16,3.4987326091309043,38.78514457497717,0.0
5.17,3.498732568550196,38.78514431236096,0.0
5.18,3.4987325284360913,38.78514405012198,0.0
5.19,3.498732488785139,38.785143788260285,0.0
5.2,3.4987324495938905,38.785143526775975,0.0
5.21,3.498732410858895,38.78514326566912,0.0
5.22,3.498732372573577,38.7851430049408,0.0
5.23,3.498732334721795,38.785142744595134,0.0
5.24,3.498732297298139,38.78514248463283,0.0
5.25,3.4987322602984525,38.78514222505419,0.0
5.26,3.498732223718581,38.78514196585952,0.0
5.2700000000000005,3.4987321875543693,38.78514170704913,0.0
5.28,3.4987321518016623,38.78514144862332,0.0
5.29,3.498732116456305,38.7851411905824,0.0
5.3,3.498732081514142,38.785140932926666,0.0
5.3100000000000005,3.498732046971019,38.785140675656436,0.0
5.32,3.49873201282278,38.78514041877201,0.0
5.33,3.4987319790652704,38.785140162273684,0.0
5.34,3.498731945694335,38.785139906161774,0.0
5.3500000000000005,3.498731912705819,38.785139650436584,0.0
5.36,3.498731880095567,38.78513939509842,0.0
5.37,3.498731847859424,38.785139140147585,0.0
5.38,3.4987318159932346,38.78513888558438,0.0
5.39,3.4987317844928443,38.78513863140912,0.0
5.4,3.498731753354097,38.785138377622104,0.0
5.41,3.498731722572839,38.785138124223636,0.0
5.42,3.4987316921449145,38.785137871214026,0.0
5.43,3.4987316620661684,38.78513761859358,0.0
5.44,3.4987316323324458,38.7851373663626,0.0
5.45,3.4987316029395914,38.78513711452139,0.0
5.46,3.49873157388345,38.78513686307026,0.0
5.47,3.498731545159867,38.7851366120095,0.0
5.48,3.498731516764687,38.78513636133944,0.0
5.49,3.4987314886937546,38.78513611106037,0.0
5.5,3.498731460942915,38.78513586117259,0.0
5.51,3.4987314335080137,38.785135611676424,0.0
5.5200000000000005,3.4987314063848944,38.78513536257216,0.0
5.53,3.4987313795694033,38.785135113860115,0.0
5.54,3.4987313530573845,38.78513486554059,0.0
5.55,3.498731326844683,38.785134617613885,0.0
