t,y,x,z
1.99,1.430719740947943,1.2592086720909037,0.0008735756510348674
2.0,1.4332971756911637,1.260685365153717,0.0008761720536251366
2.0100000000000002,1.4358792537170215,1.2621639712627621,0.0008787763178733265
2.02,1.4384659833424946,1.2636444931422526,0.0008813884639843567
2.0300000000000002,1.4410573728845624,1.2651269335164015,0.0008840085121631473
2.04,1.4436534306602022,1.2666112951094224,0.0008866364826146178
2.05,1.4462541649863936,1.2680975806455288,0.0008892723955436881
2.06,1.4488595841801144,1.2695857928489342,0.000891916271155278
2.07,1.4514696965583433,1.271075934443852,0.0008945681296543071
2.08,1.4540845104380589,1.2725680081544954,0.0008972279912456956
2.09,1.4567040342272646,1.274062016730839,0.0008998958782010215
2.1,1.45932827702422,1.2755579631182026,0.000902571828463602
2.11,1.4619572474617006,1.2770558501301723,0.0009052558694082923
2.12,1.464590954025619,1.278555680538771,0.0009079480250755342
2.13,1.4672294052018875,1.2800574571160213,0.0009106483195057689
2.14,1.469872609476419,1.2815611826339461,0.0009133567767394381
2.15,1.4725205753351256,1.283066859864568,0.000916073420816983
2.16,1.4751733112639205,1.28457449157991,0.0009187982757788454
2.17,1.4778308257487156,1.2860840805519944,0.0009215313656654664
2.18,1.480493127275424,1.2875956295528446,0.0009242727145172877
2.19,1.483160224329958,1.2891091413544826,0.0009270223463747508
2.2,1.4858321254249747,1.2906246187364887,0.0009297802856465233
2.21,1.4885088397561712,1.292142064671449,0.0009325465661456187
2.22,1.4911903762534091,1.2936614820568324,0.0009353212180249205
2.23,1.4938767435753535,1.2951828737134763,0.0009381042677033943
2.24,1.4965679503806701,1.2967062424622178,0.0009408957416000059
2.25,1.4992640053280244,1.2982315911238944,0.0009436956661337204
2.2600000000000002,1.5019649170760818,1.2997589225193438,0.0009465040677235036
2.27,1.5046706942835077,1.301288239469403,0.000949320972788321
2.2800000000000002,1.507381345608968,1.3028195447949096,0.0009521464077471382
2.29,1.5100968797111278,1.304352841316701,0.0009549803990189207
2.3000000000000003,1.5128173052486529,1.3058881318556144,0.0009578229730226341
2.31,1.5155426410731494,1.3074254221086214,0.0009606741295640114
2.32,1.5182728728274153,1.3089647084021903,0.0009635339551552374
2.33,1.5210080239767771,1.3105059977351423,0.0009664024375558656
2.34,1.5237481032040405,1.3120492929351262,0.0009692796031218319
2.35,1.5264931192077495,1.3135945968342322,0.0009721654781679821
2.36,1.5292430807021853,1.3151419122689905,0.000975060088968071
2.37,1.5319979964173676,1.3166912420803725,0.0009779634617547632
2.38,1.5347578750990531,1.31824258911379,0.0009808756227196323
2.39,1.5375227255087371,1.3197959562190962,0.000983796598013162
2.4,1.5402925564236523,1.321351346250584,0.0009867264137447451
2.41,1.5430673766367689,1.3229087620669875,0.0009896650959826836
2.42,1.5458471949567953,1.3244682065314817,0.000992612670754189
2.43,1.5486320205276025,1.326029682601548,0.0009955691649468172
2.44,1.5514218628462486,1.327593193334045,0.0009985346063593338
2.45,1.5542167309112846,1.3291587416455968,0.0010015090212981874
2.46,1.5570166337306761,1.3307263304554886,0.0010044924360108893
2.47,1.5598215803338333,1.3322959626890525,0.0010074848767199687
2.48,1.5626315797716126,1.3338676412776669,0.0010104863696229708
2.49,1.5654466411163162,1.335441369158757,0.0010134969408924592
2.5,1.5682667734616913,1.337017149275794,0.0010165166166760144
2.5100000000000002,1.5710919859229315,1.3385949845782967,0.001019545423096234
2.52,1.5739222876366752,1.340174878021829,0.0010225833862507329
2.5300000000000002,1.576757687761007,1.3417568325680027,0.0010256305322121433
2.54,1.5795981954754565,1.343340851184475,0.0010286868870281142
2.5500000000000003,1.5824438199809998,1.3449269368449506,0.0010317524767213125
2.56,1.5852945705000578,1.34651509252918,0.001034827327289422
2.57,1.5881504562764976,1.3481053212229608,0.0010379114647051436
2.58,1.5910114865756315,1.3496976259181366,0.0010410049149161959
2.59,1.5938776706842175,1.351292009612598,0.0010441077038453141
2.6,1.5967490179104593,1.352888475310282,0.001047219857390251
2.61,1.599625537584006,1.3544870260211714,0.0010503414014237766
2.62,1.6025072390559527,1.3560876647612974,0.001053472361793678
2.63,1.6053941316988398,1.3576903945527354,0.00105661276432276
2.64,1.6082862249020722,1.3592952184222733,0.0010597626367953167
2.65,1.611183527985929,1.360902139376333,0.00106292204623832
2.66,1.614086050297284,1.3625111604288846,0.0010660910574220336
2.67,1.6169938012167735,1.3641222846035366,0.0010692697297512497
2.68,1.6199067901356516,1.3657355149267867,0.001072458127300349
2.69,1.6228250264557904,1.367350854428021,0.0010756563188133
2.7,1.6257485196264176,1.3689683061505167,0.0010788643257161423
2.71,1.6286772791530617,1.3705878731541195,0.0010820821094590905
2.72,1.6316113145238411,1.3722095584931706,0.0010853096758243724
2.73,1.634550635245084,1.3738333652271741,0.0010885470245193994
2.74,1.637495250841696,1.3754592964209071,0.0010917941486584903
2.75,1.6404451708552061,1.3770873551437683,0.0010950510461362503
2.7600000000000002,1.6434004048335058,1.3787175444663642,0.0010983177793955502
2.77,1.6463609623469144,1.3803498674658545,0.0011015943818550706
2.7800000000000002,1.6493268529843805,1.3819843272246897,0.0011048808800383796
2.79,1.6522980863520413,1.3836209268301303,0.0011081773019528567
2.8000000000000003,1.6552746720732325,1.3852596693742492,0.0011114836772164445
2.81,1.658256619789082,1.3869005579540652,0.0011148000480835363
2.82,1.6612439391580642,1.3885435956714416,0.0011181264611586756
2.83,1.6642366398556663,1.390188785633014,0.0011214629612676119
2.84,1.667234731574649,1.3918361309502467,0.0011248095962713136
2.85,1.6702382240250477,1.3934856347394344,0.0011281664170659693
2.86,1.6732471265964413,1.3951373000271086,0.0011315335002177818
2.87,1.6762614499217114,1.3967911301882094,0.0011349107504253077
2.88,1.679281203098337,1.3984471281674489,0.0011382982674838932
2.89,1.6823063959615945,1.4001052971162478,0.0011416960702810392
2.9,1.68533703834676,1.4017656401860263,0.001145104177704245
2.91,1.6883731400921664,1.4034281605290533,0.001148522610109571
2.92,1.6914147110735624,1.4050928613079698,0.0011519514058298524
2.93,1.6944617611520187,1.406759745681349,0.0011553905961454746
2.94,1.6975143001797162,1.4084288168052979,0.0011588402080661062
2.95,1.7005723380088364,1.4101000778359247,0.001162300268601416
2.96,1.7036358844915604,1.4117735319293367,0.0011657708047610722
2.97,1.7067049495726858,1.4134491822674904,0.001169251852878022
2.98,1.709779543304635,1.4151270320623794,0.0011727434601195498
2.99,1.712859675623297,1.4168070844934735,0.0011762456619218158
3.0,1.7159453564625378,1.4184893427396783,0.0011797584935174076
3.0100000000000002,1.7190365957562237,1.4201738099798993,0.0011832819901389134
3.02,1.7221334034579976,1.4218604893985647,0.0011868161866333017
3.0300000000000002,1.7252357897405157,1.42354938424127,0.0011903611135770395
3.04,1.7283437646853044,1.425240497728159,0.0011939168033235177
3.0500000000000003,1.731457338324848,1.4269338330656793,0.0011974832891823977
3.06,1.7345765206916302,1.4286293934602783,0.0012010606044633397
3.0700000000000003,1.737701321818135,1.4303271821184036,0.0012046487824760052
3.08,1.7408317518549024,1.4320272022794442,0.0012082478557470864
3.09,1.7439678210759386,1.433729457217239,0.0012118578559844311
3.1,1.7471095396151781,1.4354339501665438,0.0012154788158248643
3.11,1.7502569176047125,1.4371406843615995,0.001219110767917433
3.12,1.7534099651766333,1.4388496630366472,0.0012227537449111842
3.13,1.7565686924853534,1.4405608894321502,0.0012264077798148935
3.14,1.7597331099096323,1.4422743668511122,0.0012300729092528469
3.15,1.7629032277294752,1.443990098569007,0.0012337491682578407
3.16,1.7660790561775186,1.4457080878481043,0.001237436591099277
3.17,1.7692606054863984,1.4474283379506734,0.0012411352120465567
3.18,1.7724478858887511,1.4491508521389838,0.0012448450653690822
3.19,1.7756409077387,1.450875633709148,0.0012485661862248567
3.2,1.7788396815165295,1.4526026859924253,0.0012522986106946734
3.21,1.782044217558711,1.4543320122800107,0.0012560423738074231
3.22,1.7852545261998545,1.456063615862582,0.0012597975105783793
3.23,1.7884706177745688,1.4577975000308152,0.0012635640560228144
3.24,1.7916925026383896,1.459533668081213,0.0012673420452150783
3.25,1.7949201913761177,1.4612721233741,0.0012711315138767808
3.2600000000000002,1.7981536944763612,1.4630128692430233,0.0012749324974579619
3.27,1.8013930223766657,1.464755909007315,0.0012787450312645016
3.2800000000000002,1.8046381855145768,1.4665012459863072,0.001282569150602281
3.29,1.8078891943276398,1.468248883499332,0.0012864048907771798
3.3000000000000003,1.8111460597372073,1.469998825000299,0.0012902522900597002
3.31,1.814408791479703,1.471751073613514,0.0012941113794594625
3.3200000000000003,1.8176774008171162,1.473505632887639,0.0012979821993342878
3.33,1.8209518982316752,1.4752625061544355,0.00130186478526386
3.34,1.8242322942244822,1.4770216967509149,0.001305759172943516
3.35,1.8275185993487892,1.4787832080285657,0.001309665398246216
3.36,1.8308108245395889,1.4805470434447492,0.001313583497836363
3.37,1.8341089805208046,1.482313206398314,0.0013175135080657735
3.38,1.8374130779361535,1.4840817002658837,0.0013214554652173944
3.39,1.8407231274507794,1.48585252843004,0.0013254094056945774
3.4,1.8440391397512503,1.487625694279321,0.0013293753660210768
3.41,1.8473611255455606,1.4894012012082236,0.0013333533828410525
3.42,1.850689095563129,1.4911790526172017,0.001337343492919067
3.43,1.8540230605548005,1.4929592519126669,0.0013413457331400876
3.44,1.8573630312928444,1.4947418025069878,0.0013453601405094843
3.45,1.8607090185709565,1.4965267078184914,0.0013493867521530327
3.46,1.8640610332042569,1.4983139712714617,0.001353425605316911
3.47,1.8674190860292919,1.5001035962961402,0.001357476737367702
3.48,1.8707831879040322,1.5018955863287262,0.001361540185792392
3.49,1.8741533497078746,1.5036899448113765,0.0013656159881983716
3.5,1.8775295823416407,1.5054866751922054,0.001369704182313435
3.5100000000000002,1.8809118967275782,1.5072857809252846,0.0013738048059857805
3.52,1.884300303809359,1.5090872654706438,0.00137791789718401
3.5300000000000002,1.8876948145520815,1.5108911322942695,0.0013820434939971302
3.54,1.8910954399422686,1.5126973848681062,0.0013861816346345506
3.5500000000000003,1.894502190987869,1.5145060266700563,0.0013903323574260855
3.56,1.8979150787182562,1.516317061183979,0.0013944957008219523
3.5700000000000003,1.9013341141842297,1.5181304918996912,0.0013986717033927733
3.58,1.9047593084580139,1.5199463223129681,0.0014028604038295736
3.59,1.9081906726332587,1.5217645559255415,0.0014070618409437834
3.6,1.9116282178222408,1.5235851962432072,0.0014112760545440587
3.61,1.9150719551570925,1.5254082467766563,0.0014155030850513406
3.62,1.9185218957948789,1.5272337110449108,0.0014197429719080305
3.63,1.921978050914081,1.5290615925729443,0.0014239957546797015
3.64,1.9254404317145735,1.530891894891666,0.0014282614730624773
3.65,1.9289090494176233,1.5327246215379213,0.0014325401668830323
3.66,1.932383915265891,1.5345597760544907,0.0014368318760985912
3.67,1.9358650405234297,1.53639736199009,0.001441136640796929
3.68,1.9393524364756856,1.5382373828993712,0.0014454545011963716
3.69,1.9428461144294975,1.5400798423429216,0.0014497854976457947
3.7,1.9463460857130976,1.5419247438872647,0.0014541296706246255
3.71,1.9498523616761112,1.543772091104859,0.0014584870607428403
3.72,1.9533649536895559,1.5456218875740988,0.001462857708740967
3.73,1.9568838731458424,1.547474136879314,0.0014672416554900834
3.74,1.9604091314587753,1.5493288426107703,0.0014716389419918178
3.75,1.9639407400635505,1.551186008364669,0.001476049609378349
3.7600000000000002,1.9674787104167581,1.5530456377431465,0.0014804736989124068
3.77,1.971023053996381,1.5549077343542759,0.0014849112519872702
3.7800000000000002,1.9745737823017946,1.556772301812065,0.00148936231012677
3.79,1.9781309068537674,1.5586393437364572,0.0014938269149852865
3.8000000000000003,1.981694439194461,1.5605088637533324,0.001498305108347751
3.81,1.9852643908874301,1.562380865494505,0.0015027969321296448
3.8200000000000003,1.9888407735176221,1.5642553525977263,0.0015073024283770006
3.83,1.992423598691377,1.566132328706682,0.0015118216392664
3.84,1.9960128771449333,1.5680117972037297,0.0015163547107756034
3.85,1.9996086202171959,1.5698937616514244,0.0015209017214173977
3.86,2.0032108405020157,1.5717782259880677,0.0015254626063872392
3.87,2.0068195496747636,1.5736651938761301,0.0015300374103074505
3.88,2.0104347594318064,1.5755546689838977,0.0015346261779770867
3.89,2.014056481490507,1.5774466549854733,0.0015392289543719369
3.9,2.017684727589224,1.5793411555607766,0.0015438457846445222
3.91,2.0213195094873115,1.581238174395544,0.0015484767141240978
3.92,2.0249608389651197,1.5831377151813273,0.0015531217883166513
3.93,2.028608727823995,1.5850397816154966,0.0015577810529049043
3.94,2.0322631878862785,1.5869443774012373,0.0015624545537483105
3.95,2.035924230995308,1.588851506247552,0.0015671423368830574
3.96,2.0395918690154167,1.590761171869259,0.0015718444485220652
3.97,2.0432661138319346,1.5926733779869946,0.001576560935054988
3.98,2.0469469773511855,1.5945881283272103,0.0015812918430482116
3.99,2.050634471500491,1.596505426622175,0.0015860372192448566
4.0,2.0543286082281678,1.5984252766099738,0.0015907971105647753
4.01,2.0580293995035275,1.6003476820345084,0.0015955715641045541
4.0200000000000005,2.0617368573168795,1.6022726466454975,0.0016003606271375124
4.03,2.065450993679527,1.6042001741984755,0.0016051643471137018
4.04,2.06917182062377,1.6061302684547942,0.001609982771659908
4.05,2.0728993502029045,1.6080629331816214,0.0016148159485796496
4.0600000000000005,2.076633594491222,1.6099981721519419,0.0016196639258531785
4.07,2.0803745655840093,1.6119359891445568,0.0016245267516374787
4.08,2.08412227559755,1.6138763879440836,0.0016294044742662687
4.09,2.087876736669122,1.615819372340957,0.0016342971422499992
4.1,2.0916379609602047,1.6177649461309824,0.0016392047982109318
4.11,2.0954059608644022,1.619713113086435,0.001644127085123838
4.12,2.099180748394777,1.6216638770412197,0.0016490644065412703
4.13,2.1029623357744214,1.623617241808783,0.0016540168082127943
4.14,2.1067507352474695,1.6255732112083812,0.0016589843359805319
4.15,2.1105459590790963,1.6275317890650811,0.0016639670357791615
4.16,2.114348019555514,1.6294929792097597,0.0016689649536359152
4.17,2.1181569289839786,1.6314567854791047,0.0016739781356705833
4.18,2.121972699692784,1.6334232117156142,0.0016790066280955107
4.19,2.1257953440312662,1.6353922617675967,0.0016840504772155994
4.2,2.129624874369799,1.6373639394891704,0.0016891097294283051
4.21,2.1334613030997986,1.6393382487402648,0.001694184431223641
4.22,2.1373046426337208,1.6413151933866195,0.0016992746291841763
4.23,2.141154905405062,1.6432947772997846,0.0017043803699850354
4.24,2.145012103868357,1.6452770043571197,0.0017095017003938982
4.25,2.148876250499183,1.6472618784417958,0.0017146386672710016
4.26,2.152747357794158,1.6492494034427942,0.0017197913175691375
4.2700000000000005,2.1566254382709378,1.6512395832549065,0.0017249596983336544
4.28,2.16051050446822,1.653232421778734,0.0017301438567024555
4.29,2.164402568945742,1.6552279229206892,0.001735343839906001
4.3,2.1683016442842815,1.657226090592995,0.0017405596952673062
4.3100000000000005,2.1722077430856577,1.6592269287136843,0.0017457914702019434
4.32,2.1761208779727275,1.6612304412066001,0.001751039212218039
4.33,2.18004106158939,1.6632366320013965,0.0017563029689162768
4.34,2.1839683066005846,1.6652455050335377,0.0017615827879898956
4.3500000000000005,2.18790262569229,1.6672570642442988,0.0017668787172246913
4.36,2.1918440315715255,1.6692713135807635,0.0017721908044990133
4.37,2.195792538196634,1.6712882572973127,0.0017775191515672197
