t,Gi,G6P,FBP,ADP,Ca,v,n,Caer,I
0.41000000000000003,6.0631392820030126,525.970489232516,0.208807800057506,537.5551339304966,0.056259886165104626,-66.69987858448944,0.00011979522731460425,121.7997655326126,0.31599519247285673
0.42,6.063126855808605,525.9705011634954,0.20880799011216142,537.5540396705152,0.056259883393289065,-66.69987554252262,0.00011979041129300392,121.79975981389799,0.3159950752169291
0.43,6.063114485469375,525.9705130944072,0.20880818015773855,537.5529454121723,0.056259880621697726,-66.69987249673164,0.00011978560356669586,121.79975409518349,0.31599495796104116
0.44,6.063102170720929,525.9705250252521,0.20880837019423742,537.5518511554681,0.056259877850330826,-66.69986944711755,0.00011978080412142659,121.79974837646911,0.3159948407051929
0.45,6.063089911300039,525.9705369560301,0.208808560221658,537.5507569004022,0.056259875079188566,-66.69986639368133,0.00011977601294296671,121.79974265775482,0.3159947234493844
0.46,6.06307770694464,525.9705488867417,0.2088087502400003,537.5496626469751,0.05625987230827117,-66.69986333642403,0.00011977123001711086,121.79973693904066,0.31599460619361563
0.47000000000000003,6.063065557393834,525.9705608173872,0.2088089402492644,537.5485683951866,0.05625986953757884,-66.69986027534667,0.00011976645532967764,121.79973122032659,0.31599448893788656
0.48,6.063053462387884,525.970572747967,0.2088091302494503,537.5474741450369,0.05625986676711178,-66.69985721045025,0.00011976168886650977,121.79972550161263,0.31599437168219724
0.49,6.063041421668219,525.9705846784815,0.20880932024055798,537.5463798965258,0.05625986399687022,-66.6998541417358,0.00011975693061347392,121.79971978289878,0.31599425442654766
0.5,6.063029434977434,525.9705966089309,0.20880951022258748,537.5452856496535,0.05625986122685435,-66.69985106920433,0.00011975218055646084,121.79971406418504,0.3159941371709379
0.51,6.063017502059287,525.9706085393158,0.20880970019553882,537.54419140442,0.056259858457064396,-66.69984799285686,0.00011974743868138532,121.79970834547142,0.3159940199153678
0.52,6.0630056226587,525.9706204696363,0.208809890159412,537.5430971608253,0.05625985568750057,-66.69984491269442,0.00011974270497418613,121.79970262675789,0.3159939026598375
0.53,6.062993796534863,525.9706323998928,0.20881008011420707,537.5420029188695,0.056259852918163065,-66.69984182871798,0.00011973797942112827,121.7996969080445,0.3159937854043469
0.54,6.062982023513465,525.9706443300855,0.20881027005992403,537.5409086785526,0.056259850149052104,-66.69983874092853,0.0001197332620100078,121.79969118933118,0.3159936681488962
0.55,6.062970303362062,525.9706562602148,0.20881045999656286,537.5398144398747,0.056259847380167885,-66.69983564932706,0.00011972855272727702,121.799685470618,0.3159935508934852
0.56,6.0629586358376795,525.970668190281,0.20881064992412365,537.5387202028357,0.056259844611510616,-66.69983255391458,0.00011972385155914258,121.79967975190492,0.315993433638114
0.5700000000000001,6.0629470206986795,525.9706801202844,0.20881083984260637,537.5376259674359,0.05625984184308051,-66.69982945469208,0.00011971915849183906,121.79967403319195,0.3159933163827826
0.58,6.062935457704752,525.9706920502254,0.20881102975201105,537.5365317336751,0.05625983907487779,-66.69982635166058,0.00011971447351162895,121.79966831447909,0.31599319912749096
0.59,6.062923946616925,525.9707039801042,0.2088112196523377,537.5354375015534,0.05625983630690264,-66.69982324482108,0.00011970979660480269,121.79966259576635,0.3159930818722392
0.6,6.062912487197558,525.9707159099212,0.20881140954358635,537.5343432710708,0.0562598335391553,-66.69982013417457,0.0001197051277576786,121.7996568770537,0.3159929646170272
0.61,6.062901079210342,525.9707278396767,0.208811599425757,537.5332490422275,0.056259830771635946,-66.69981701972208,0.00011970046695660296,121.79965115834119,0.31599284736185507
0.62,6.062889722420304,525.970739769371,0.20881178929884966,537.5321548150233,0.056259828004344814,-66.6998139014646,0.00011969581418794996,121.79964543962878,0.3159927301067227
0.63,6.062878416593804,525.9707516990045,0.2088119791628644,537.5310605894585,0.0562598252372821,-66.69981077940311,0.0001196911694381217,121.79963972091649,0.3159926128516302
0.64,6.062867161498533,525.9707636285774,0.2088121690178012,537.5299663655329,0.05625982247044802,-66.69980765353864,0.00011968653269354824,121.7996340022043,0.31599249559657755
0.65,6.062855956903518,525.9707755580902,0.20881235886366006,537.5288721432468,0.05625981970384278,-66.69980452387217,0.00011968190394068752,121.79962828349223,0.31599237834156474
0.66,6.062844802579118,525.9707874875429,0.20881254870044103,537.5277779225999,0.05625981693746658,-66.69980139040473,0.00011967728316602542,121.79962256478026,0.31599226108659173
0.67,6.062833698297023,525.9707994169361,0.2088127385281441,537.5266837035925,0.056259814171319644,-66.69979825313727,0.00011967267035607576,121.79961684606842,0.31599214383165863
0.68,6.062822643830262,525.9708113462699,0.20881292834676932,537.5255894862246,0.05625981140540218,-66.69979511207082,0.00011966806549738026,121.7996111273567,0.3159920265767654
0.6900000000000001,6.062811638953191,525.9708232755447,0.2088131181563167,537.5244952704961,0.05625980863971438,-66.69979196720635,0.00011966346857650856,121.79960540864508,0.315991909321912
0.7000000000000001,6.062800683441503,525.9708352047609,0.20881330795678624,537.5234010564071,0.05625980587425647,-66.69978881854487,0.00011965887958005826,121.79959968993357,0.3159917920670985
0.71,6.062789777072223,525.9708471339186,0.20881349774817795,537.5223068439578,0.05625980310902865,-66.69978566608738,0.00011965429849465483,121.7995939712222,0.3159916748123249
0.72,6.06277891962371,525.9708590630182,0.20881368753049187,537.5212126331481,0.056259800344031136,-66.69978250983486,0.00011964972530695171,121.79958825251092,0.3159915575575912
0.73,6.0627681108756555,525.9708709920601,0.208813877303728,537.520118423978,0.05625979757926412,-66.6997793497883,0.00011964516000363023,121.79958253379976,0.31599144030289733
0.74,6.062757350609085,525.9708829210444,0.20881406706788638,537.5190242164476,0.056259794814727836,-66.6997761859487,0.00011964060257139966,121.79957681508873,0.3159913230482434
0.75,6.062746638606357,525.9708948499715,0.208814256822967,537.5179300105569,0.05625979205042247,-66.69977301831706,0.0001196360529969972,121.7995710963778,0.3159912057936294
0.76,6.062735974651162,525.9709067788418,0.2088144465689699,537.5168358063061,0.05625978928634824,-66.69976984689434,0.00011963151126718796,121.799565377667,0.3159910885390553
0.77,6.062725358528526,525.9709187076553,0.2088146363058951,537.515741603695,0.05625978652250535,-66.69976667168154,0.00011962697736876496,121.7995596589563,0.3159909712845211
0.78,6.062714790024806,525.9709306364126,0.2088148260337426,537.5146474027238,0.05625978375889401,-66.69976349267966,0.00011962245128854917,121.79955394024573,0.3159908540300268
0.79,6.062704268927695,525.9709425651138,0.20881501575251243,537.5135532033923,0.05625978099551443,-66.69976030988968,0.00011961793301338947,121.79954822153526,0.3159907367755725
0.8,6.062693795026217,525.9709544937592,0.2088152054622046,537.512459005701,0.05625977823236682,-66.69975712331258,0.00011961342253016267,121.79954250282492,0.3159906195211581
0.81,6.062683368110728,525.9709664223492,0.20881539516281913,537.5113648096494,0.05625977546945137,-66.69975393294935,0.00011960891982577348,121.79953678411471,0.31599050226678366
0.8200000000000001,6.062672987972922,525.9709783508839,0.20881558485435603,537.510270615238,0.05625977270676832,-66.69975073880096,0.00011960442488715457,121.79953106540461,0.3159903850124492
0.8300000000000001,6.062662654405822,525.9709902793637,0.20881577453681532,537.5091764224666,0.05625976994431784,-66.69974754086842,0.0001195999377012665,121.79952534669461,0.31599026775815464
0.84,6.062652367203786,525.971002207789,0.20881596421019705,537.5080822313352,0.05625976718210017,-66.69974433915267,0.00011959545825509779,121.79951962798475,0.3159901505039001
0.85,6.062642126162506,525.9710141361597,0.20881615387450117,537.506988041844,0.056259764420115495,-66.69974113365474,0.00011959098653566483,121.79951390927499,0.3159900332496855
0.86,6.062631931079003,525.9710260644765,0.20881634352972778,537.5058938539929,0.056259761658364035,-66.69973792437557,0.00011958652253001198,121.79950819056538,0.3159899159955109
0.87,6.062621781751638,525.9710379927394,0.2088165331758768,537.504799667782,0.05625975889684599,-66.69973471131617,0.00011958206622521151,121.79950247185586,0.3159897987413763
0.88,6.0626116779801,525.9710499209488,0.20881672281294836,537.5037054832113,0.05625975613556158,-66.69973149447749,0.00011957761760836359,121.79949675314647,0.3159896814872817
0.89,6.062601619565413,525.9710618491049,0.2088169124409424,537.5026113002809,0.056259753374510994,-66.69972827386052,0.00011957317666659635,121.7994910344372,0.31598956423322705
0.9,6.062591606309935,525.971073777208,0.20881710205985896,537.5015171189908,0.056259750613694454,-66.69972504946624,0.00011956874338706582,121.79948531572805,0.31598944697921244
0.91,6.062581638017356,525.9710857052584,0.20881729166969804,537.5004229393411,0.056259747853112156,-66.69972182129561,0.00011956431775695594,121.79947959701902,0.31598932972523786
0.92,6.0625717144927,525.9710976332561,0.20881748127045968,537.4993287613318,0.05625974509276431,-66.69971858934963,0.00011955989976347863,121.79947387831011,0.31598921247130324
0.93,6.062561835542324,525.9711095612018,0.2088176708621439,537.4982345849628,0.05625974233265112,-66.69971535362926,0.00011955548939387367,121.79946815960133,0.3159890952174087
0.9400000000000001,6.062552000973918,525.9711214890955,0.2088178604447507,537.4971404102344,0.056259739572772804,-66.69971211413547,0.00011955108663540879,121.79946244089267,0.3159889779635542
0.9500000000000001,6.062542210586375,525.9711334169375,0.2088180500182801,537.4960462371463,0.05625973681312956,-66.69970887086923,0.00011954669147525487,121.79945672218413,0.3159888607097397
0.96,6.062532464094365,525.9711453447281,0.20881823958273213,537.4949520656988,0.0562597340537216,-66.69970562383156,0.00011954230389955724,121.79945100347571,0.3159887434559652
0.97,6.062522761278685,525.9711572724678,0.2088184291381068,537.493857895892,0.05625973129454913,-66.69970237302344,0.00011953792389528697,121.79944528476742,0.31598862620223084
0.98,6.06251310194312,525.9711692001567,0.20881861868440413,537.4927637277258,0.056259728535612355,-66.69969911844584,0.00011953355144970969,121.79943956605923,0.31598850894853653
0.99,6.062503485892574,525.9711811277953,0.20881880822162413,537.4916695612002,0.05625972577691148,-66.69969586009972,0.00011952918655011639,121.79943384735118,0.31598839169488224
1.0,6.0624939129330775,525.9711930553835,0.2088189977497668,537.4905753963153,0.056259723018446714,-66.69969259798607,0.00011952482918382336,121.79942812864324,0.31598827444126804
1.01,6.0624843828717845,525.9712049829218,0.20881918726883222,537.4894812330712,0.05625972026021827,-66.69968933210585,0.00011952047933817227,121.79942240993545,0.31598815718769396
1.02,6.062474895516969,525.9712169104104,0.20881937677882034,537.4883870714679,0.056259717502226345,-66.69968606246002,0.00011951613700053009,121.79941669122776,0.3159880399341599
1.03,6.062465450678033,525.9712288378496,0.20881956627973122,537.4872929115053,0.05625971474447115,-66.69968278904958,0.00011951180215828913,121.7994109725202,0.315987922680666
1.04,6.062456048165497,525.9712407652395,0.20881975577156486,537.4861987531835,0.05625971198695288,-66.69967951187546,0.00011950747479886709,121.79940525381276,0.3159878054272121
1.05,6.0624466877910095,525.9712526925806,0.2088199452543213,537.4851045965027,0.05625970922967176,-66.69967623093864,0.00011950315490970693,121.79939953510545,0.3159876881737984
1.06,6.062437369367338,525.971264619873,0.2088201347280005,537.4840104414628,0.05625970647262798,-66.6996729462401,0.00011949884247827699,121.79939381639826,0.3159875709204248
1.07,6.062428092708375,525.971276547117,0.20882032419260255,537.4829162880638,0.05625970371582175,-66.69966965778079,0.00011949453749207096,121.7993880976912,0.31598745366709124
1.08,6.0624188576291385,525.9712884743128,0.20882051364812743,537.4818221363059,0.056259700959253284,-66.69966636556167,0.00011949023993860784,121.79938237898428,0.3159873364137979
1.09,6.062409663945766,525.9713004014607,0.20882070309457512,537.480727986189,0.05625969820292278,-66.69966306958372,0.00011948594980543198,121.79937666027747,0.3159872191605446
1.1,6.06240051147552,525.9713123285609,0.20882089253194572,537.4796338377132,0.05625969544683044,-66.69965976984788,0.00011948166708011306,121.79937094157079,0.3159871019073315
1.11,6.062391400036788,525.9713242556137,0.20882108196023919,537.4785396908785,0.05625969269097648,-66.69965646635515,0.00011947739175024612,121.79936522286424,0.31598698465415853
1.12,6.062382329449077,525.9713361826192,0.20882127137945558,537.477445545685,0.056259689935361096,-66.69965315910646,0.00011947312380345151,121.7993595041578,0.3159868674010257
1.1300000000000001,6.062373299533022,525.9713481095779,0.20882146078959488,537.4763514021327,0.0562596871799845,-66.69964984810277,0.00011946886322737492,121.7993537854515,0.31598675014793304
1.1400000000000001,6.062364310110377,525.9713600364898,0.2088216501906571,537.4752572602215,0.0562596844248469,-66.69964653334505,0.0001194646100096874,121.79934806674532,0.31598663289488055
1.1500000000000001,6.0623553610040215,525.9713719633553,0.2088218395826423,537.4741631199516,0.056259681669948484,-66.69964321483425,0.00011946036413808531,121.79934234803927,0.31598651564186825
1.16,6.062346452037958,525.9713838901746,0.20882202896555047,537.4730689813232,0.05625967891528948,-66.69963989257134,0.00011945612560029037,121.79933662933337,0.3159863983888961
1.17,6.062337583037313,525.9713958169478,0.20882221833938164,537.4719748443359,0.056259676160870076,-66.69963656655726,0.00011945189438404964,121.79933091062757,0.3159862811359641
1.18,6.062328753828334,525.9714077436754,0.2088224077041358,537.4708807089902,0.05625967340669048,-66.69963323679298,0.00011944767047713548,121.79932519192191,0.3159861638830723
1.19,6.062319964238394,525.9714196703575,0.20882259705981301,537.4697865752859,0.05625967065275091,-66.69962990327944,0.00011944345386734563,121.79931947321637,0.3159860466302208
1.2,6.062311214095987,525.9714315969942,0.20882278640641325,537.468692443223,0.056259667899051555,-66.69962656601763,0.00011943924454250316,121.79931375451098,0.3159859293774094
1.21,6.062302503230735,525.9714435235858,0.20882297574393655,537.4675983128016,0.05625966514559263,-66.69962322500845,0.00011943504249045645,121.7993080358057,0.3159858121246382
1.22,6.0622938314733785,525.9714554501327,0.20882316507238294,537.4665041840217,0.05625966239237433,-66.6996198802529,0.00011943084769907924,121.79930231710055,0.3159856948719073
1.23,6.062285198655783,525.9714673766349,0.20882335439175242,537.4654100568835,0.056259659639396865,-66.6996165317519,0.00011942666015627062,121.79929659839554,0.3159855776192166
1.24,6.062276604610937,525.9714793030928,0.208823543702045,537.4643159313869,0.056259656886660445,-66.69961317950641,0.00011942247984995499,121.79929087969066,0.3159854603665661
1.25,6.062268049172952,525.9714912295065,0.20882373300326076,537.4632218075319,0.05625965413416527,-66.6996098235174,0.00011941830676808209,121.7992851609859,0.3159853431139559
1.26,6.062259532177066,525.9715031558763,0.20882392229539964,537.4621276853186,0.05625965138191154,-66.6996064637858,0.00011941414089862703,121.79927944228128,0.3159852258613859
1.27,6.062251053459635,525.9715150822024,0.20882411157846167,537.461033564747,0.056259648629899454,-66.69960310031256,0.00011940998222959022,121.79927372357679,0.3159851086088561
1.28,6.0622426128581415,525.9715270084849,0.2088243008524469,537.4599394458173,0.05625964587812923,-66.69959973309862,0.00011940583074899741,121.79926800487243,0.31598499135636665
1.29,6.062234210211192,525.9715389347243,0.20882449011735535,537.4588453285294,0.056259643126601075,-66.69959636214494,0.00011940168644489973,121.7992622861682,0.3159848741039174
1.3,6.062225845358514,525.9715508609206,0.20882467937318702,537.4577512128833,0.05625964037531518,-66.69959298745246,0.0001193975493053736,121.79925656746411,0.31598475685150845
1.31,6.062217518140959,525.971562787074,0.20882486861994193,537.4566570988791,0.056259637624271754,-66.69958960902213,0.0001193934193185208,121.79925084876014,0.3159846395991398
1.32,6.062209228400503,525.9715747131849,0.20882505785762007,537.4555629865167,0.05625963487347101,-66.69958622685489,0.00011938929647246843,121.7992451300563,0.3159845223468114
1.33,6.062200975980244,525.9715866392534,0.20882524708622152,537.4544688757965,0.05625963212291313,-66.69958284095169,0.00011938518075536895,121.79923941135262,0.3159844050945233
1.34,6.062192760724404,525.9715985652796,0.20882543630574624,537.4533747667182,0.05625962937259833,-66.69957945131347,0.00011938107215540016,121.79923369264905,0.3159842878422755
1.35,6.062184582478329,525.9716104912637,0.20882562551619427,537.4522806592819,0.05625962662252682,-66.69957605794116,0.00011937697066076516,121.79922797394562,0.315984170590068
1.36,6.062176441088485,525.9716224172062,0.20882581471756562,537.4511865534878,0.056259623872698804,-66.69957266083571,0.00011937287625969243,121.79922225524233,0.31598405333790086
1.37,6.062168336394234,525.9716343431072,0.2088260039098603,537.4500924493357,0.056259621123114466,-66.69956925999809,0.00011936878894032141,121.79921653653916,0.315983936085774
1.3800000000000001,6.062160268106475,525.9716462689669,0.20882619309307837,537.4489983468258,0.05625961837377403,-66.69956585542926,0.00011936470868901656,121.79921081783613,0.3159838188336875
1.3900000000000001,6.062152236015436,525.9716581947857,0.20882638226721983,537.4479042459582,0.056259615624677704,-66.69956244713018,0.00011936063549325419,121.79920509913325,0.3159837015816413
1.4000000000000001,6.06214423995811,525.9716701205639,0.20882657143228467,537.4468101467327,0.05625961287582569,-66.69955903510183,0.00011935656934117009,121.79919938043048,0.31598358432963547
1.41,6.062136279772299,525.9716820463016,0.20882676058827293,537.4457160491495,0.05625961012721818,-66.69955561934512,0.00011935251022092094,121.79919366172786,0.31598346707766994
1.42,6.062128355296608,525.971693971999,0.20882694973518465,537.4446219532086,0.056259607378855395,-66.69955219986102,0.00011934845812068434,121.79918794302537,0.3159833498257448
1.43,6.0621204663704455,525.9717058976564,0.2088271388730198,537.4435278589102,0.05625960463073752,-66.69954877665045,0.00011934441302865884,121.79918222432302,0.31598323257386
1.44,6.06211261283403,525.9717178232742,0.2088273280017784,537.4424337662541,0.05625960188286478,-66.69954534971436,0.00011934037493306386,121.7991765056208,0.31598311532201556
1.45,6.062104794528379,525.9717297488522,0.2088275171214605,537.4413396752404,0.056259599135237356,-66.69954191905369,0.0001193363438221398,121.79917078691874,0.3159829980702115
1.46,6.062097011295321,525.971741674391,0.2088277062320661,537.4402455858692,0.056259596387855465,-66.69953848466938,0.0001193323196841479,121.7991650682168,0.3159828808184479
1.47,6.0620892629774845,525.9717535998905,0.20882789533359522,537.4391514981405,0.05625959364071931,-66.69953504656236,0.00011932830250737038,121.799159349515,0.31598276356672456
1.48,6.062081549418308,525.9717655253511,0.2088280844260479,537.4380574120544,0.056259590893829085,-66.69953160473358,0.00011932429228011036,121.79915363081332,0.3159826463150417
1.49,6.062073870462032,525.971777450773,0.2088282735094241,537.4369633276109,0.056259588147185007,-66.69952815918398,0.00011932028899069188,121.79914791211179,0.3159825290633992
1.5,6.062066225953703,525.9717893761563,0.2088284625837239,537.43586924481,0.056259585400787265,-66.69952470991448,0.00011931629262745987,121.7991421934104,0.31598241181179715
1.51,6.062058615739172,525.9718013015013,0.2088286516489473,537.4347751636517,0.05625958265463607,-66.69952125692603,0.0001193123031787802,121.79913647470916,0.31598229456023547
1.52,6.062051039665096,525.9718132268082,0.20882884070509428,537.4336810841361,0.05625957990873162,-66.69951780021958,0.00011930832063303968,121.79913075600804,0.31598217730871425
1.53,6.062043497578938,525.9718251520771,0.2088290297521649,537.4325870062634,0.05625957716307413,-66.69951433979602,0.00011930434497864601,121.79912503730708,0.3159820600572334
1.54,6.062035989328965,525.9718370773085,0.20882921879015917,537.4314929300333,0.056259574417663785,-66.69951087565633,0.0001193003762040278,121.79911931860624,0.31598194280579306
1.55,6.062028514764249,525.9718490025023,0.2088294078190771,537.4303988554461,0.0562595716725008,-66.69950740780142,0.0001192964142976346,121.79911359990554,0.31598182555439314
1.56,6.062021073734666,525.9718609276589,0.20882959683891872,537.4293047825017,0.05625956892758537,-66.69950393623223,0.00011929245924793688,121.79910788120499,0.3159817083030336
1.57,6.062013666090901,525.9718728527782,0.20882978584968404,537.4282107112002,0.05625956618291771,-66.69950046094968,0.00011928851104342599,121.79910216250458,0.3159815910517146
1.58,6.062006291684441,525.9718847778609,0.20882997485137308,537.4271166415417,0.056259563438498014,-66.69949698195472,0.00011928456967261424,121.7990964438043,0.31598147380043606
1.59,6.061998950367579,525.9718967029067,0.20883016384398584,537.4260225735262,0.05625956069432648,-66.69949349924826,0.00011928063512403485,121.79909072510418,0.31598135654919796
1.6,6.061991641993413,525.971908627916,0.20883035282752235,537.4249285071537,0.05625955795040331,-66.69949001283125,0.00011927670738624194,121.79908500640418,0.3159812392980003
1.61,6.061984366415847,525.9719205528892,0.20883054180198263,537.4238344424242,0.05625955520672873,-66.6994865227046,0.00011927278644781055,121.79907928770433,0.3159811220468432
1.62,6.061977123489588,525.9719324778262,0.20883073076736672,537.4227403793378,0.05625955246330291,-66.69948302886927,0.00011926887229733665,121.79907356900463,0.3159810047957266
1.6300000000000001,6.061969913070151,525.9719444027272,0.20883091972367457,537.4216463178946,0.05625954972012606,-66.69947953132615,0.00011926496492343715,121.79906785030506,0.3159808875446504
1.6400000000000001,6.0619627350138545,525.9719563275926,0.2088311086709063,537.4205522580944,0.0562595469771984,-66.69947603007618,0.00011926106431474982,121.79906213160564,0.3159807702936148
1.6500000000000001,6.061955589177822,525.9719682524225,0.20883129760906183,537.4194581999375,0.05625954423452012,-66.6994725251203,0.00011925717045993339,121.79905641290637,0.3159806530426197
1.6600000000000001,6.061948475419984,525.971980177217,0.2088314865381412,537.4183641434239,0.05625954149209142,-66.69946901645943,0.00011925328334766749,121.79905069420722,0.3159805357916651
1.67,6.061941393599073,525.9719921019764,0.2088316754581445,537.4172700885534,0.0562595387499125,-66.69946550409449,0.00011924940296665269,121.79904497550824,0.315980418540751
1.68,6.061934343574631,525.9720040267009,0.20883186436907167,537.4161760353264,0.056259536007983564,-66.6994619880264,0.00011924552930561045,121.79903925680938,0.3159803012898775
