t,NAE,KTOT,VIC,VTW
0.8200000000000001,2109.9114540239993,3622.539641332001,25.04038200829264,39.89519330716001
0.8300000000000001,2109.911471755999,3622.539636958001,25.0403817938053,39.89519322554001
0.84,2109.9114894879995,3622.539632584001,25.040381579431582,39.89519314392001
0.85,2109.9115072199993,3622.539628210001,25.040381365171317,39.89519306230001
0.86,2109.911524951999,3622.5396238360013,25.040381151024327,39.89519298068001
0.87,2109.9115426839994,3622.539619462001,25.04038093699044,39.89519289906001
0.88,2109.9115604159992,3622.539615088001,25.040380723069486,39.89519281744001
0.89,2109.9115781479995,3622.539610714001,25.04038050926129,39.89519273582001
0.9,2109.9115958799994,3622.5396063400012,25.040380295565672,39.89519265420001
0.91,2109.911613611999,3622.539601966001,25.040380081982473,39.89519257258001
0.92,2109.9116313439995,3622.539597592001,25.040379868511508,39.89519249096001
0.93,2109.9116490759993,3622.5395932180013,25.040379655152613,39.89519240934001
0.9400000000000001,2109.911666807999,3622.539588844001,25.040379441905614,39.89519232772001
0.9500000000000001,2109.9116845399994,3622.539584470001,25.04037922877034,39.89519224610001
0.96,2109.9117022719993,3622.539580096001,25.040379015746623,39.89519216448001
0.97,2109.911720003999,3622.5395757220012,25.040378802834287,39.89519208286001
0.98,2109.9117377359994,3622.539571348001,25.040378590033164,39.89519200124001
0.99,2109.9117554679992,3622.539566974001,25.040378377343085,39.89519191962001
1.0,2109.9117731999995,3622.539562600001,25.040378164763883,39.89519183800001
1.01,2109.9117909319993,3622.539558226001,25.04037795229538,39.89519175638001
1.02,2109.911808663999,3622.539553852001,25.040377739937412,39.89519167476001
1.03,2109.9118263959995,3622.539549478001,25.040377527689813,39.89519159314001
1.04,2109.9118441279993,3622.5395451040013,25.04037731555241,39.89519151152001
1.05,2109.911861859999,3622.539540730001,25.040377103525035,39.89519142990001
1.06,2109.9118795919994,3622.539536356001,25.040376891607522,39.89519134828001
1.07,2109.9118973239993,3622.539531982001,25.040376679799703,39.89519126666001
1.08,2109.9119150559995,3622.539527608001,25.04037646810141,39.89519118504001
1.09,2109.9119327879994,3622.539523234001,25.040376256512477,39.89519110342001
1.1,2109.911950519999,3622.539518860001,25.040376045032733,39.89519102180001
1.11,2109.9119682519995,3622.5395144860013,25.04037583366202,39.89519094018001
1.12,2109.9119859839993,3622.539510112001,25.040375622400163,39.89519085856001
1.1300000000000001,2109.912003715999,3622.539505738001,25.040375411247,39.89519077694001
1.1400000000000001,2109.9120214479995,3622.539501364001,25.040375200202362,39.89519069532001
1.1500000000000001,2109.9120391799993,3622.539496990001,25.04037498926609,39.89519061370001
1.16,2109.912056911999,3622.539492616001,25.040374778438014,39.89519053208001
1.17,2109.9120746439994,3622.539488242001,25.040374567717976,39.89519045046001
1.18,2109.9120923759992,3622.5394838680013,25.0403743571058,39.89519036884001
1.19,2109.9121101079995,3622.539479494001,25.04037414660133,39.89519028722001
1.2,2109.9121278399994,3622.539475120001,25.040373936204404,39.89519020560001
1.21,2109.912145571999,3622.539470746001,25.04037372591485,39.89519012398001
1.22,2109.9121633039995,3622.5394663720012,25.040373515732515,39.89519004236001
1.23,2109.9121810359993,3622.539461998001,25.040373305657226,39.89518996074001
1.24,2109.912198767999,3622.539457624001,25.040373095688828,39.89518987912001
1.25,2109.9122164999994,3622.539453250001,25.040372885827153,39.89518979750001
1.26,2109.9122342319993,3622.539448876001,25.040372676072046,39.89518971588001
1.27,2109.9122519639996,3622.539444502001,25.04037246642334,39.89518963426001
1.28,2109.9122696959994,3622.539440128001,25.040372256880868,39.89518955264001
1.29,2109.912287427999,3622.5394357540013,25.04037204744448,39.89518947102001
1.3,2109.9123051599995,3622.539431380001,25.040371838114012,39.89518938940001
1.31,2109.9123228919993,3622.539427006001,25.0403716288893,39.89518930778001
1.32,2109.912340623999,3622.539422632001,25.040371419770185,39.89518922616001
1.33,2109.9123583559995,3622.539418258001,25.040371210756508,39.89518914454001
1.34,2109.9123760879993,3622.539413884001,25.040371001848108,39.89518906292001
1.35,2109.912393819999,3622.539409510001,25.04037079304483,39.89518898130001
1.36,2109.9124115519994,3622.5394051360013,25.040370584346505,39.89518889968001
1.37,2109.9124292839992,3622.539400762001,25.040370375752985,39.89518881806001
1.3800000000000001,2109.9124470159995,3622.539396388001,25.040370167264104,39.89518873644001
1.3900000000000001,2109.9124647479994,3622.539392014001,25.040369958879708,39.89518865482001
1.4000000000000001,2109.912482479999,3622.539387640001,25.040369750599638,39.89518857320001
1.41,2109.9125002119995,3622.539383266001,25.040369542423736,39.89518849158001
1.42,2109.9125179439993,3622.539378892001,25.040369334351844,39.89518840996001
1.43,2109.912535675999,3622.5393745180013,25.04036912638381,39.89518832834001
1.44,2109.9125534079994,3622.539370144001,25.040368918519466,39.89518824672001
1.45,2109.9125711399993,3622.539365770001,25.040368710758667,39.89518816510001
1.46,2109.912588871999,3622.539361396001,25.04036850310125,39.89518808348001
1.47,2109.9126066039994,3622.5393570220012,25.04036829554706,39.89518800186001
1.48,2109.912624335999,3622.539352648001,25.04036808809595,39.89518792024001
1.49,2109.9126420679995,3622.539348274001,25.040367880747752,39.89518783862001
1.5,2109.9126597999993,3622.539343900001,25.040367673502317,39.89518775700001
1.51,2109.912677531999,3622.539339526001,25.040367466359488,39.89518767538001
1.52,2109.9126952639995,3622.539335152001,25.040367259319115,39.89518759376001
1.53,2109.9127129959993,3622.539330778001,25.040367052381043,39.89518751214001
1.54,2109.912730727999,3622.5393264040013,25.040366845545115,39.89518743052001
1.55,2109.9127484599994,3622.539322030001,25.04036663881118,39.89518734890001
1.56,2109.9127661919993,3622.539317656001,25.04036643217908,39.89518726728001
1.57,2109.9127839239995,3622.539313282001,25.040366225648672,39.895187185660006
1.58,2109.9128016559994,3622.539308908001,25.040366019219793,39.89518710404001
1.59,2109.912819387999,3622.539304534001,25.040365812892297,39.89518702242001
1.6,2109.9128371199995,3622.539300160001,25.04036560666603,39.89518694080001
1.61,2109.9128548519993,3622.5392957860013,25.04036540054084,39.89518685918001
1.62,2109.912872583999,3622.539291412001,25.040365194516575,39.895186777560006
1.6300000000000001,2109.9128903159994,3622.539287038001,25.040364988593087,39.89518669594001
1.6400000000000001,2109.9129080479993,3622.539282664001,25.040364782770222,39.89518661432001
1.6500000000000001,2109.912925779999,3622.539278290001,25.04036457704783,39.89518653270001
1.6600000000000001,2109.9129435119994,3622.539273916001,25.04036437142576,39.89518645108001
1.67,2109.9129612439992,3622.539269542001,25.040364165903863,39.895186369460006
1.68,2109.9129789759995,3622.5392651680013,25.04036396048199,39.89518628784001
1.69,2109.9129967079994,3622.539260794001,25.040363755159994,39.89518620622001
1.7,2109.913014439999,3622.539256420001,25.04036354993772,39.89518612460001
1.71,2109.9130321719995,3622.539252046001,25.040363344815024,39.89518604298001
1.72,2109.9130499039993,3622.5392476720012,25.040363139791754,39.895185961360006
1.73,2109.913067635999,3622.539243298001,25.040362934867765,39.89518587974001
1.74,2109.9130853679994,3622.539238924001,25.040362730042908,39.89518579812001
1.75,2109.9131030999993,3622.5392345500013,25.040362525317015,39.89518571650001
1.76,2109.9131208319995,3622.539230176001,25.040362320689837,39.89518563488001
1.77,2109.9131385639994,3622.539225802001,25.040362116161194,39.895185553260006
1.78,2109.9131562959997,3622.5392214280014,25.040361911730937,39.895185471640005
1.79,2109.9131740279995,3622.5392170540013,25.04036170739892,39.89518539002001
1.8,2109.9131917599993,3622.539212680001,25.04036150316498,39.89518530840001
1.81,2109.9132094919996,3622.5392083060015,25.04036129902898,39.89518522678001
1.82,2109.9132272239995,3622.5392039320013,25.040361094990768,39.895185145160006
1.83,2109.9132449559993,3622.539199558001,25.04036089105019,39.895185063540005
1.84,2109.9132626879996,3622.539195184001,25.040360687207105,39.89518498192001
1.85,2109.9132804199994,3622.5391908100014,25.040360483461356,39.89518490030001
1.86,2109.9132981519992,3622.5391864360013,25.040360279812802,39.89518481868001
1.87,2109.9133158839995,3622.539182062001,25.04036007626129,39.895184737060006
1.8800000000000001,2109.9133336159994,3622.5391776880015,25.040359872806675,39.895184655440005
1.8900000000000001,2109.9133513479997,3622.5391733140013,25.040359669448808,39.89518457382001
1.9000000000000001,2109.9133690799995,3622.539168940001,25.040359466187542,39.89518449220001
1.9100000000000001,2109.9133868119993,3622.539164566001,25.04035926302273,39.89518441058001
1.92,2109.9134045439996,3622.5391601920014,25.040359059954223,39.895184328960006
1.93,2109.9134222759994,3622.5391558180013,25.040358856981882,39.895184247340005
1.94,2109.9134400079993,3622.539151444001,25.040358654105553,39.89518416572001
1.95,2109.9134577399996,3622.539147070001,25.040358451325094,39.89518408410001
1.96,2109.9134754719994,3622.5391426960014,25.04035824864036,39.89518400248001
1.97,2109.913493203999,3622.5391383220012,25.0403580460512,39.895183920860006
1.98,2109.9135109359995,3622.539133948001,25.040357843557477,39.895183839240005
1.99,2109.9135286679993,3622.5391295740014,25.04035764115904,39.89518375762001
2.0,2109.9135463999996,3622.5391252000013,25.040357438855747,39.89518367600001
2.0100000000000002,2109.9135641319995,3622.539120826001,25.040357236647452,39.89518359438001
2.02,2109.9135818639993,3622.539116452001,25.040357034534015,39.895183512760006
2.0300000000000002,2109.9135995959996,3622.5391120780014,25.040356832515286,39.895183431140005
2.04,2109.9136173279994,3622.5391077040013,25.040356630591127,39.89518334952001
2.05,2109.9136350599993,3622.539103330001,25.040356428761392,39.89518326790001
2.06,2109.9136527919995,3622.5390989560015,25.04035622702594,39.89518318628001
2.07,2109.9136705239994,3622.5390945820013,25.040356025384625,39.895183104660006
2.08,2109.9136882559997,3622.539090208001,25.040355823837306,39.895183023040005
2.09,2109.9137059879995,3622.539085834001,25.040355622383842,39.89518294142001
2.1,2109.9137237199993,3622.5390814600014,25.040355421024092,39.89518285980001
2.11,2109.9137414519996,3622.5390770860013,25.04035521975791,39.89518277818001
2.12,2109.9137591839994,3622.539072712001,25.040355018585156,39.895182696560006
2.13,2109.9137769159993,3622.5390683380015,25.040354817505694,39.895182614940005
2.14,2109.9137946479996,3622.5390639640013,25.04035461651938,39.89518253332001
2.15,2109.9138123799994,3622.539059590001,25.04035441562607,39.89518245170001
2.16,2109.9138301119992,3622.539055216001,25.040354214825626,39.89518237008001
2.17,2109.9138478439995,3622.5390508420014,25.04035401411791,39.895182288460006
2.18,2109.9138655759994,3622.5390464680013,25.04035381350278,39.895182206840005
2.19,2109.9138833079996,3622.539042094001,25.0403536129801,39.89518212522001
2.2,2109.9139010399995,3622.5390377200015,25.04035341254972,39.89518204360001
2.21,2109.9139187719993,3622.5390333460014,25.040353212211514,39.89518196198001
2.22,2109.9139365039996,3622.5390289720012,25.04035301196534,39.895181880360006
2.23,2109.9139542359994,3622.539024598001,25.040352811811054,39.895181798740005
2.24,2109.9139719679993,3622.5390202240014,25.04035261174852,39.89518171712001
2.25,2109.9139896999995,3622.5390158500013,25.040352411777604,39.89518163550001
2.2600000000000002,2109.9140074319994,3622.539011476001,25.040352211898167,39.89518155388001
2.27,2109.9140251639997,3622.539007102001,25.04035201211007,39.895181472260006
2.2800000000000002,2109.9140428959995,3622.5390027280014,25.040351812413174,39.895181390640005
2.29,2109.9140606279993,3622.5389983540013,25.040351612807342,39.89518130902001
2.3000000000000003,2109.9140783599996,3622.538993980001,25.040351413292445,39.89518122740001
2.31,2109.9140960919995,3622.5389896060015,25.040351213868338,39.89518114578001
2.32,2109.9141138239993,3622.5389852320013,25.040351014534888,39.895181064160006
2.33,2109.9141315559996,3622.538980858001,25.040350815291962,39.895180982540005
2.34,2109.9141492879994,3622.538976484001,25.04035061613942,39.89518090092001
2.35,2109.9141670199992,3622.5389721100014,25.04035041707713,39.89518081930001
2.36,2109.9141847519995,3622.5389677360013,25.040350218104955,39.89518073768001
2.37,2109.9142024839994,3622.538963362001,25.040350019222757,39.895180656060006
2.38,2109.9142202159996,3622.5389589880015,25.04034982043041,39.895180574440005
2.39,2109.9142379479995,3622.5389546140013,25.040349621727774,39.89518049282001
2.4,2109.9142556799993,3622.538950240001,25.040349423114716,39.89518041120001
2.41,2109.9142734119996,3622.538945866001,25.0403492245911,39.89518032958001
2.42,2109.9142911439994,3622.5389414920014,25.0403490261568,39.895180247960006
2.43,2109.9143088759993,3622.5389371180013,25.040348827811673,39.895180166340005
2.44,2109.9143266079996,3622.538932744001,25.040348629555595,39.89518008472001
2.45,2109.9143443399994,3622.5389283700015,25.040348431388427,39.89518000310001
2.46,2109.9143620719997,3622.5389239960014,25.040348233310038,39.89517992148001
2.47,2109.9143798039995,3622.5389196220012,25.0403480353203,39.895179839860006
2.48,2109.9143975359993,3622.538915248001,25.040347837419073,39.895179758240005
2.49,2109.9144152679996,3622.5389108740014,25.040347639606235,39.89517967662001
2.5,2109.9144329999995,3622.5389065000013,25.04034744188165,39.89517959500001
2.5100000000000002,2109.9144507319993,3622.538902126001,25.040347244245183,39.89517951338001
2.52,2109.9144684639996,3622.538897752001,25.040347046696713,39.895179431760006
2.5300000000000002,2109.9144861959994,3622.5388933780014,25.040346849236098,39.895179350140005
2.54,2109.9145039279992,3622.5388890040012,25.040346651863217,39.89517926852001
2.5500000000000003,2109.9145216599995,3622.538884630001,25.040346454577936,39.89517918690001
2.56,2109.9145393919994,3622.5388802560014,25.040346257380126,39.89517910528001
2.57,2109.9145571239997,3622.5388758820013,25.04034606026966,39.895179023660006
2.58,2109.9145748559995,3622.538871508001,25.0403458632464,39.895178942040005
2.59,2109.9145925879993,3622.538867134001,25.04034566631023,39.89517886042001
2.6,2109.9146103199996,3622.5388627600014,25.040345469461013,39.89517877880001
2.61,2109.9146280519994,3622.5388583860013,25.04034527269862,39.89517869718001
2.62,2109.9146457839993,3622.538854012001,25.040345076022927,39.895178615560006
2.63,2109.9146635159996,3622.5388496380015,25.040344879433803,39.895178533940005
2.64,2109.9146812479994,3622.5388452640013,25.04034468293112,39.89517845232001
2.65,2109.9146989799992,3622.538840890001,25.04034448651476,39.89517837070001
2.66,2109.9147167119995,3622.538836516001,25.04034429018458,39.89517828908001
2.67,2109.9147344439994,3622.5388321420014,25.040344093940465,39.895178207460006
2.68,2109.9147521759996,3622.5388277680013,25.040343897782286,39.895178125840005
2.69,2109.9147699079995,3622.538823394001,25.040343701709915,39.89517804422001
2.7,2109.9147876399993,3622.5388190200015,25.040343505723225,39.89517796260001
2.71,2109.9148053719996,3622.5388146460014,25.040343309822095,39.89517788098001
2.72,2109.9148231039994,3622.5388102720012,25.040343114006397,39.895177799360006
2.73,2109.9148408359993,3622.538805898001,25.040342918276004,39.895177717740005
2.74,2109.9148585679995,3622.5388015240014,25.040342722630793,39.89517763612001
2.75,2109.9148762999994,3622.5387971500013,25.04034252707064,39.89517755450001
2.7600000000000002,2109.9148940319997,3622.538792776001,25.040342331595415,39.89517747288001
2.77,2109.9149117639995,3622.538788402001,25.040342136205002,39.895177391260006
2.7800000000000002,2109.9149294959993,3622.5387840280014,25.04034194089927,39.895177309640005
2.79,2109.9149472279996,3622.5387796540012,25.040341745678102,39.89517722802001
2.8000000000000003,2109.9149649599995,3622.538775280001,25.040341550541374,39.89517714640001
2.81,2109.9149826919993,3622.5387709060014,25.040341355488955,39.89517706478001
2.82,2109.9150004239996,3622.5387665320013,25.040341160520732,39.895176983160006
2.83,2109.9150181559994,3622.538762158001,25.040340965636574,39.895176901540005
2.84,2109.9150358879992,3622.538757784001,25.040340770836366,39.89517681992001
2.85,2109.9150536199995,3622.5387534100014,25.04034057611998,39.89517673830001
2.86,2109.9150713519994,3622.5387490360013,25.0403403814873,39.89517665668001
2.87,2109.9150890839996,3622.538744662001,25.040340186938202,39.895176575060006
2.88,2109.9151068159995,3622.5387402880015,25.04033999247256,39.895176493440005
2.89,2109.9151245479993,3622.5387359140013,25.040339798090262,39.89517641182001
2.9,2109.9151422799996,3622.538731540001,25.040339603791182,39.89517633020001
2.91,2109.9151600119994,3622.538727166001,25.0403394095752,39.89517624858001
2.92,2109.9151777439993,3622.5387227920014,25.040339215442195,39.895176166960006
2.93,2109.9151954759996,3622.5387184180013,25.040339021392047,39.895176085340005
2.94,2109.9152132079994,3622.538714044001,25.04033882742464,39.89517600372001
2.95,2109.9152309399997,3622.5387096700015,25.04033863353985,39.89517592210001
2.96,2109.9152486719995,3622.5387052960014,25.040338439737564,39.89517584048001
2.97,2109.915266404,3622.538700922001,25.040338246017637,39.895175758860006
2.98,2109.9152841359996,3622.5386965480016,25.04033805237975,39.895175677240005
2.99,2109.9153018679995,3622.5386921740014,25.04033785882371,39.89517559562
3.0,2109.9153195999997,3622.5386878000013,25.040337665349405,39.895175514
3.0100000000000002,2109.9153373319996,3622.5386834260016,25.040337471956704,39.89517543238001
3.02,2109.9153550639994,3622.5386790520015,25.040337278645485,39.895175350760006
3.0300000000000002,2109.9153727959997,3622.5386746780014,25.04033708541562,39.895175269140005
3.04,2109.9153905279995,3622.5386703040012,25.040336892266986,39.89517518752
3.0500000000000003,2109.9154082599994,3622.5386659300016,25.04033669919946,39.8951751059
3.06,2109.9154259919997,3622.5386615560014,25.04033650621292,39.89517502428001
3.0700000000000003,2109.9154437239995,3622.5386571820013,25.04033631330724,39.895174942660006
3.08,2109.915461456,3622.5386528080016,25.040336120482294,39.895174861040005
3.09,2109.9154791879996,3622.5386484340015,25.040335927737964,39.89517477942
3.1,2109.9154969199994,3622.5386440600014,25.040335735074127,39.8951746978
3.11,2109.9155146519997,3622.5386396860013,25.040335542490656,39.89517461618001
3.12,2109.9155323839996,3622.5386353120016,25.04033534998743,39.895174534560006
3.13,2109.9155501159994,3622.5386309380015,25.04033515756433,39.895174452940005
3.14,2109.9155678479997,3622.5386265640013,25.040334965221227,39.89517437132
3.15,2109.9155855799995,3622.5386221900017,25.04033477295801,39.8951742897
3.16,2109.9156033119993,3622.5386178160015,25.040334580774545,39.89517420808001
3.17,2109.9156210439996,3622.5386134420014,25.04033438867072,39.895174126460006
3.18,2109.9156387759995,3622.5386090680013,25.040334196646405,39.895174044840005
3.19,2109.9156565079998,3622.5386046940016,25.04033400470149,39.89517396322
3.2,2109.9156742399996,3622.5386003200015,25.040333812835843,39.8951738816
3.21,2109.9156919719994,3622.5385959460014,25.04033362104935,39.89517379998001
3.22,2109.9157097039997,3622.538591572001,25.040333429341892,39.895173718360006
3.23,2109.9157274359995,3622.5385871980016,25.040333237713345,39.895173636740004
3.24,2109.9157451679994,3622.5385828240014,25.040333046163585,39.89517355512
3.25,2109.9157628999997,3622.5385784500013,25.0403328546925,39.8951734735
3.2600000000000002,2109.9157806319995,3622.5385740760016,25.04033266329997,39.89517339188001
3.27,2109.915798364,3622.5385697020015,25.040332471985874,39.895173310260006
3.2800000000000002,2109.9158160959996,3622.5385653280014,25.04033228075009,39.895173228640004
3.29,2109.9158338279994,3622.5385609540012,25.0403320895925,39.89517314702
3.3000000000000003,2109.9158515599997,3622.5385565800016,25.040331898512985,39.8951730654
3.31,2109.9158692919996,3622.5385522060014,25.04033170751143,39.89517298378001
3.3200000000000003,2109.9158870239994,3622.5385478320013,25.040331516587713,39.895172902160006
3.33,2109.9159047559997,3622.5385434580016,25.040331325741718,39.895172820540004
3.34,2109.9159224879995,3622.5385390840015,25.04033113497333,39.89517273892
3.35,2109.9159402199994,3622.5385347100014,25.04033094428242,39.8951726573
3.36,2109.9159579519996,3622.5385303360013,25.040330753668883,39.89517257568001
3.37,2109.9159756839995,3622.5385259620016,25.040330563132596,39.895172494060006
3.38,2109.9159934159998,3622.5385215880015,25.04033037267344,39.895172412440004
3.39,2109.9160111479996,3622.5385172140013,25.040330182291306,39.89517233082
3.4,2109.9160288799994,3622.5385128400017,25.04032999198607,39.8951722492
3.41,2109.9160466119997,3622.5385084660015,25.04032980175762,39.89517216758001
3.42,2109.9160643439996,3622.5385040920014,25.040329611605834,39.895172085960006
3.43,2109.9160820759994,3622.5384997180013,25.0403294215306,39.895172004340004
3.44,2109.9160998079997,3622.5384953440016,25.0403292315318,39.89517192272
3.45,2109.9161175399995,3622.5384909700015,25.040329041609322,39.8951718411
3.46,2109.916135272,3622.5384865960013,25.04032885176305,39.89517175948001
3.47,2109.9161530039996,3622.5384822220017,25.040328661992866,39.895171677860006
3.48,2109.9161707359995,3622.5384778480015,25.040328472298658,39.895171596240004
3.49,2109.9161884679997,3622.5384734740014,25.04032828268031,39.89517151462
3.5,2109.9162061999996,3622.5384691000013,25.040328093137703,39.895171433
3.5100000000000002,2109.9162239319994,3622.5384647260016,25.040327903670732,39.89517135138001
3.52,2109.9162416639997,3622.5384603520015,25.040327714279275,39.895171269760006
3.5300000000000002,2109.9162593959995,3622.5384559780014,25.04032752496322,39.895171188140004
3.54,2109.9162771279994,3622.5384516040012,25.040327335722456,39.89517110652
3.5500000000000003,2109.9162948599997,3622.5384472300016,25.040327146556866,39.8951710249
3.56,2109.9163125919995,3622.5384428560014,25.040326957466338,39.89517094328001
3.5700000000000003,2109.916330324,3622.5384384820013,25.040326768450758,39.895170861660006
3.58,2109.9163480559996,3622.5384341080016,25.040326579510015,39.895170780040004
3.59,2109.9163657879994,3622.5384297340015,25.040326390643994,39.89517069842
3.6,2109.9163835199997,3622.5384253600014,25.040326201852587,39.8951706168
3.61,2109.9164012519996,3622.5384209860013,25.040326013135676,39.89517053518001
3.62,2109.9164189839994,3622.5384166120016,25.040325824493152,39.895170453560006
3.63,2109.9164367159997,3622.5384122380015,25.040325635924905,39.895170371940004
3.64,2109.9164544479995,3622.5384078640013,25.04032544743082,39.89517029032
3.65,2109.9164721799993,3622.5384034900017,25.040325259010785,39.8951702087
3.66,2109.9164899119996,3622.5383991160015,25.040325070664693,39.89517012708001
3.67,2109.9165076439995,3622.5383947420014,25.04032488239243,39.895170045460006
