t,T_1,T_2,V,T
0.78,8.313209359484066e-06,1.1824033654210608e-08,0.0001517445944673978,999.9965419879179
0.79,8.347244505706997e-06,1.2045347348226459e-08,0.00014815357969773287,999.9965280123307
0.8,8.380424621995449e-06,1.2267131799017998e-08,0.00014464889171706663,999.9965143946648
0.81,8.412773064753681e-06,1.2489356863367876e-08,0.00014122819578761287,999.9965011251483
0.8200000000000001,8.444313095695265e-06,1.271199252288033e-08,0.0001378891666344263,999.9964881940497
0.8300000000000001,8.475066711646769e-06,1.293501049438675e-08,0.00013462960528608478,999.9964755921653
0.84,8.505046137377505e-06,1.3158395937306047e-08,0.0001314482884909671,999.9964633143619
0.85,8.534268171700539e-06,1.3382127710920999e-08,0.00012834353630059337,999.9964513536021
0.86,8.562750834037407e-06,1.3606182989301087e-08,0.00012531354690039357,999.9964397023416
0.87,8.590511555766045e-06,1.3830539750334482e-08,0.0001223565771983491,999.9964283532817
0.88,8.617567182063306e-06,1.4055176773203895e-08,0.00011947094264099123,999.9964172993688
0.89,8.643933973747508e-06,1.4280073635862435e-08,0.00011665501702939974,999.9964065337937
0.9,8.669627609120962e-06,1.4505210712509453e-08,0.00011390723233520138,999.9963960499906
0.91,8.6946631858125e-06,1.4730569171066406e-08,0.00011122607851656838,999.9963858416364
0.92,8.719055222620014e-06,1.4956130970652708e-08,0.00010861010333421702,999.9963759026499
0.93,8.742817661352993e-06,1.518187885906157e-08,0.00010605791216740613,999.9963662271911
0.9400000000000001,8.76596428432089e-06,1.540779579822847e-08,0.00010356812632873858,999.9963568094871
0.9500000000000001,8.788512843992926e-06,1.5633859281048666e-08,0.00010113897072794484,999.9963476421108
0.96,8.81047871675832e-06,1.586005006501657e-08,9.876890752800004e-05,999.996338718626
0.97,8.831875981533154e-06,1.6086350687869966e-08,9.645652844890143e-05,999.996330033138
0.98,8.852718466562332e-06,1.6312744027003767e-08,9.420045024708431e-05,999.9963215798571
0.99,8.87301976798168e-06,1.6539213273936595e-08,9.199931286201452e-05,999.9963133530908
1.0,8.892793268380031e-06,1.6765741908777347e-08,8.98517775627811e-05,999.9963053472367
1.01,8.91205215536132e-06,1.6992313674691784e-08,8.775652509468894e-05,999.9962975567732
1.02,8.930809440106668e-06,1.72189125523691e-08,8.57122538258515e-05,999.9962899762538
1.03,8.949077975936475e-06,1.7445522734488506e-08,8.371767789378333e-05,999.9962826002977
1.04,8.966870476872509e-06,1.76721286001858e-08,8.177152535199281e-05,999.9962754235828
1.05,8.984199363437724e-06,1.789871492728236e-08,7.987255356644203e-05,999.9962684409096
1.06,9.001074296798522e-06,1.81252702859106e-08,7.801979542504651e-05,999.9962616482296
1.07,9.017505702658834e-06,1.8351782188801114e-08,7.621220748591553e-05,999.9962550411758
1.08,9.033504493294137e-06,1.8578237473843196e-08,7.44486977315088e-05,999.9962486151788
1.09,9.049081346757122e-06,1.8804623296083547e-08,7.272819753805842e-05,999.9962423657674
1.1,9.06424671550976e-06,1.9030927115858963e-08,7.104966081364945e-05,999.9962362885647
1.11,9.079010835055354e-06,1.925713668692902e-08,6.941206313630053e-05,999.9962303792847
1.12,9.093383732570605e-06,1.9483240044608772e-08,6.781440089204445e-05,999.9962246337285
1.1300000000000001,9.107375235537669e-06,1.970922549390141e-08,6.625569041300878e-05,999.996219047781
1.1400000000000001,9.120994980376214e-06,1.9935081597630987e-08,6.473496711549638e-05,999.9962136174067
1.1500000000000001,9.134252421075486e-06,2.0160797164575066e-08,6.325128463806604e-05,999.9962083386471
1.16,9.147156788916693e-06,2.038636130492291e-08,6.180371886319707e-05,999.9962032076362
1.17,9.159716025466547e-06,2.0611764899053982e-08,6.039147445686808e-05,999.9961982210488
1.18,9.171938173961335e-06,2.0836998682274705e-08,5.901374594014525e-05,999.9961933755167
1.19,9.18383142638412e-06,2.106205318003037e-08,5.766971298855223e-05,999.9961886676094
1.2,9.195403753876513e-06,2.1286919216668376e-08,5.635857733509202e-05,999.9961840939892
1.21,9.20666291104227e-06,2.1511587909529167e-08,5.5079562340519086e-05,999.9961796514087
1.22,9.217616440250914e-06,2.173605066303712e-08,5.3831912563611476e-05,999.9961753367095
1.23,9.228271675941345e-06,2.196029916279147e-08,5.2614893331442845e-05,999.9961711468204
1.24,9.238635748925445e-06,2.2184325369657212e-08,5.142779030965462e-05,999.9961670787552
1.25,9.248715590691695e-06,2.240812151385603e-08,5.0269909072728034e-05,999.9961631296115
1.26,9.258517937708786e-06,2.2631680089057207e-08,4.9140574674256235e-05,999.9961592965684
1.27,9.268049351775515e-06,2.285499382437699e-08,4.8039129615005515e-05,999.9961555768782
1.28,9.277316817977112e-06,2.3078054861165312e-08,4.696487413738043e-05,999.9961519676154
1.29,9.286327063893931e-06,2.3300855690292883e-08,4.591713420194395e-05,999.9961484659628
1.3,9.295086436944299e-06,2.3523389321033755e-08,4.489527373463103e-05,999.9961450692622
1.31,9.303601157141835e-06,2.3745648933100604e-08,4.389866938909288e-05,999.9961417749089
1.32,9.311877323852985e-06,2.396762786735726e-08,4.29267098719469e-05,999.9961385803485
1.33,9.319920922554549e-06,2.4189319616531193e-08,4.1978795268026397e-05,999.9961354830749
1.34,9.327737831591215e-06,2.4410717815926035e-08,4.105433636563052e-05,999.9961324806261
1.35,9.335333828933087e-06,2.463181623413407e-08,4.0152753981774006e-05,999.9961295705825
1.36,9.342714598933225e-06,2.4852608763748765e-08,3.927347828743703e-05,999.9961267505639
1.37,9.349885739085165e-06,2.507308941207726e-08,3.8415948132815034e-05,999.9961240182263
1.3800000000000001,9.356852756675705e-06,2.5293252305761137e-08,3.757961138151802e-05,999.996121371263
1.3900000000000001,9.36362032186193e-06,2.5513092718859436e-08,3.676399949001876e-05,999.9961188077189
1.4000000000000001,9.370193033955574e-06,2.5732606018143733e-08,3.596865099495493e-05,999.9961163256672
1.41,9.376575750576336e-06,2.595178721006307e-08,3.519307864750056e-05,999.9961139230741
1.42,9.382773215056684e-06,2.6170631453599945e-08,3.443680661658433e-05,999.996111597953
1.43,9.388790059930151e-06,2.6389134055482572e-08,3.3699370140568644e-05,999.9961093483641
1.44,9.394630810419642e-06,2.6607290465397198e-08,3.298031517892854e-05,999.9961071724123
1.45,9.400299887925732e-06,2.6825096271200406e-08,3.2279198063930674e-05,999.996105068246
1.46,9.405801613514968e-06,2.7042547194131392e-08,3.1595585152312304e-05,999.9961030340559
1.47,9.411140211408171e-06,2.7259639084024277e-08,3.092905247696026e-05,999.9961010680727
1.48,9.416319812468742e-06,2.7476367914520395e-08,3.027918539858991e-05,999.9960991685667
1.49,9.421344456812925e-06,2.7692729779488646e-08,2.9645578345094524e-05,999.9960973338461
1.5,9.426217899870293e-06,2.790872115987427e-08,2.9027854176241486e-05,999.9960955623383
1.51,9.430943799848478e-06,2.8124338665782127e-08,2.842564546544419e-05,999.9960938525109
1.52,9.435525852631894e-06,2.8339578850884388e-08,2.7838581030213824e-05,999.9960922028164
1.53,9.43996766808022e-06,2.8554438382630418e-08,2.726629828364257e-05,999.9960906117432
1.54,9.444272773090439e-06,2.876891403804555e-08,2.6708442928644712e-05,999.9960890778141
1.55,9.448444614658878e-06,2.898300269952987e-08,2.616466865219776e-05,999.9960875995858
1.56,9.452486562943246e-06,2.9196701350657003e-08,2.5634636819583573e-05,999.996086175647
1.57,9.45640191432467e-06,2.9410007071972888e-08,2.5118016168629463e-05,999.9960848046172
1.58,9.46019389446973e-06,2.9622917036794562e-08,2.4614482503949347e-05,999.9960834851457
1.59,9.463865661392507e-06,2.983542850700896e-08,2.4123718391184836e-05,999.9960822159102
1.6,9.467420308516604e-06,3.004753882887167e-08,2.3645412851246382e-05,999.996080995615
1.61,9.470860867737199e-06,3.025924542880574e-08,2.3179261054554373e-05,999.9960798229909
1.62,9.474190312483074e-06,3.047054580920046e-08,2.2724964015280283e-05,999.9960786967924
1.6300000000000001,9.477411560778654e-06,3.068143754421012e-08,2.2282228285587758e-05,999.9960776157978
1.6400000000000001,9.48052737250686e-06,3.0891918421093546e-08,2.1850776213876187e-05,999.9960765788514
1.6500000000000001,9.483540136488524e-06,3.110198673312538e-08,2.1430367204791503e-05,999.9960755849527
1.6600000000000001,9.486452455598336e-06,3.1311640474703085e-08,2.1020739295639866e-05,999.9960746330116
1.67,9.489266903760205e-06,3.152087767564285e-08,2.0621633420279367e-05,999.9960737219503
1.68,9.491985999289661e-06,3.172969643786165e-08,2.0232796070852276e-05,999.9960728507143
1.69,9.494612207317133e-06,3.193809493205468e-08,1.9853979055807334e-05,999.9960720182713
1.7,9.497147942211205e-06,3.2146071394372924e-08,1.9484939257921967e-05,999.9960712236103
1.71,9.499595570001888e-06,3.235362412310063e-08,1.9125438392324562e-05,999.9960704657404
1.72,9.50195741080388e-06,3.256075147533277e-08,1.8775242764516716e-05,999.9960697436903
1.73,9.504235741239835e-06,3.276745186365261e-08,1.843412302839547e-05,999.9960690565065
1.74,9.506432796863628e-06,3.297372375280915e-08,1.8101853944275584e-05,999.9960684032529
1.75,9.508550774583616e-06,3.317956565639466e-08,1.7778214136911773e-05,999.9960677830096
1.76,9.510591835085912e-06,3.338497613352213e-08,1.7462985853520967e-05,999.9960671948719
1.77,9.512558105257641e-06,3.358995378550283e-08,1.7155954721804554e-05,999.9960666379492
1.78,9.514451665244353e-06,3.379449727366603e-08,1.6856911042245824e-05,999.9960661113704
1.79,9.516274110744595e-06,3.399860592161989e-08,1.6565693492822414e-05,999.9960656144674
1.8,9.518027129465237e-06,3.4202278922104796e-08,1.6282131570135786e-05,999.9960651465334
1.81,9.519712545110085e-06,3.440551527648006e-08,1.6006041197148644e-05,999.9960647068048
1.82,9.52133213972546e-06,3.460831403917461e-08,1.5737242461898515e-05,999.9960642945354
1.83,9.5228876552863e-06,3.4810674315516274e-08,1.5475559459110352e-05,999.9960639089958
1.84,9.524380795282275e-06,3.501259525956122e-08,1.5220820131809151e-05,999.9960635494726
1.85,9.525813226303871e-06,3.52140760719233e-08,1.4972856112932558e-05,999.9960632152682
1.86,9.527186579628506e-06,3.541511599760343e-08,1.4731502566943495e-05,999.9960629056995
1.87,9.528502452806628e-06,3.5615714323818936e-08,1.4496598031442772e-05,999.9960626200975
1.8800000000000001,9.52976241124782e-06,3.5815870377832955e-08,1.4267984258781695e-05,999.9960623578069
1.8900000000000001,9.530967989806905e-06,3.601558352478378e-08,1.4045506057674688e-05,999.9960621181849
1.9000000000000001,9.532120694370039e-06,3.6214853165514255e-08,1.3829011134811905e-05,999.996061900601
1.9100000000000001,9.533222003440825e-06,3.6413678734401104e-08,1.3618349936471844e-05,999.9960617044362
1.92,9.534273369726413e-06,3.6612059697184355e-08,1.3413375490133966e-05,999.9960615290822
1.93,9.53527611577278e-06,3.680999569451417e-08,1.3213953825324357e-05,999.9960613739855
1.94,9.536231376440844e-06,3.7007486621076014e-08,1.3019969717385333e-05,999.9960612386707
1.95,9.537140437235e-06,3.720453216028764e-08,1.2831292905217484e-05,999.9960611225995
1.96,9.538004561075504e-06,3.740113202255524e-08,1.2647795388113492e-05,999.9960610252433
1.97,9.538824982720812e-06,3.75972859529553e-08,1.2469351982676194e-05,999.9960609460852
1.98,9.539602909932284e-06,3.779299372964365e-08,1.2295840206507704e-05,999.9960608846194
1.99,9.540339524638891e-06,3.7988255162264276e-08,1.2127140161898548e-05,999.996060840351
2.0,9.541035984101928e-06,3.818307009035833e-08,1.1963134419516784e-05,999.9960608127957
2.0100000000000002,9.541693422079712e-06,3.837743838177301e-08,1.1803707902097144e-05,999.9960608014787
2.02,9.5423129499923e-06,3.8571359931070514e-08,1.164874776813016e-05,999.9960608059348
2.0300000000000002,9.542895658086186e-06,3.876483465793696e-08,1.1498143295551273e-05,999.9960608257074
2.04,9.543442616599019e-06,3.8957862505591306e-08,1.1351785765429999e-05,999.9960608603486
2.05,9.543954876924297e-06,3.91504434391943e-08,1.1209568345659026e-05,999.9960609094182
2.06,9.54443347277609e-06,3.934257744425741e-08,1.1071385974643346e-05,999.9960609724834
2.07,9.544879404347149e-06,3.95342645484369e-08,1.0937136943111453e-05,999.9960610491255
2.08,9.545293465454846e-06,3.972550505923043e-08,1.080674015372744e-05,999.9960611390122
2.09,9.545676526703083e-06,3.9916299174620684e-08,1.0680106847119217e-05,999.996061241779
2.1,9.54602948561054e-06,4.010664705166294e-08,1.0557145581600868e-05,999.9960613570503
2.11,9.546353219894465e-06,4.029654887073344e-08,1.0437766897813257e-05,999.9960614844587
2.12,9.546648588304378e-06,4.048600483439353e-08,1.0321883235462715e-05,999.9960616236444
2.13,9.546916431455807e-06,4.0675015166253635e-08,1.0209408850059805e-05,999.9960617742558
2.14,9.547157572663988e-06,4.08635801098374e-08,1.0100259729658013e-05,999.9960619359483
2.15,9.547372818777596e-06,4.105169992744571e-08,9.994353511592511e-06,999.9960621083841
2.16,9.547562961012453e-06,4.123937489902076e-08,9.89160939921885e-06,999.9960622912319
2.17,9.547728775785254e-06,4.14266053210101e-08,9.791948078651722e-06,999.9960624841667
2.18,9.547871025547277e-06,4.1613391505230754e-08,9.69529163550365e-06,999.9960626868695
2.19,9.547990459618107e-06,4.179973377773318e-08,9.601563471623756e-06,999.9960628990266
2.2,9.54808781501935e-06,4.198563247766545e-08,9.510688221836447e-06,999.9960631203294
2.21,9.548163817308354e-06,4.2171087956137215e-08,9.42259167068018e-06,999.9960633504744
2.22,9.548221124501443e-06,4.235609794202794e-08,9.337006598783327e-06,999.9960635883483
2.23,9.548255533233934e-06,4.254066946635077e-08,9.254351076625352e-06,999.9960638357119
2.24,9.548270552646032e-06,4.272479909589868e-08,9.174272888442326e-06,999.9960640910957
2.25,9.54826676103632e-06,4.2908487368403695e-08,9.096712543550393e-06,999.9960643542577
2.2600000000000002,9.548244728721526e-06,4.3091734828942e-08,9.021611353032789e-06,999.9960646249591
2.27,9.548205018036531e-06,4.3274542029933875e-08,8.948911429739872e-06,999.9960649029647
2.2800000000000002,9.548148183334365e-06,4.3456909531143786e-08,8.878555688289098e-06,999.9960651880423
2.29,9.548074770986205e-06,4.36388378996803e-08,8.810487845065047e-06,999.9960654799635
2.3000000000000003,9.547985319381384e-06,4.382032770999615e-08,8.744652418219392e-06,999.996065778503
2.31,9.547880358927376e-06,4.400137954388818e-08,8.680994727670928e-06,999.9960660834386
2.32,9.547760412049813e-06,4.418199399049739e-08,8.619460895105555e-06,999.9960663945518
2.33,9.547625993192472e-06,4.436217164630891e-08,8.559997843976276e-06,999.9960667116273
2.34,9.547477608817279e-06,4.454191311515201e-08,8.502553299503217e-06,999.9960670344533
2.35,9.54731575740431e-06,4.4721219008200094e-08,8.4470757886736e-06,999.9960673628211
2.36,9.54714091044909e-06,4.490008997017636e-08,8.393516537579547e-06,999.9960676965336
2.37,9.54695343174764e-06,4.50785267906638e-08,8.341837530456636e-06,999.9960680354383
2.38,9.54675375493413e-06,4.525653015927184e-08,8.291993783317528e-06,999.9960683793539
2.39,9.546542321105861e-06,4.543410075165467e-08,8.24393957182648e-06,999.9960687280959
2.4,9.546319562143162e-06,4.561123925251389e-08,8.197630096737434e-06,999.9960690814835
2.41,9.546085900709372e-06,4.5787946355598595e-08,8.153021483893989e-06,999.9960694393401
2.42,9.545841750250849e-06,4.596422276370527e-08,8.110070784229422e-06,999.9960698014924
2.43,9.545587514996972e-06,4.61400691886779e-08,8.068735973766678e-06,999.9960701677716
2.44,9.545323589960138e-06,4.631548635140786e-08,8.028975953618373e-06,999.9960705380121
2.45,9.545050360935758e-06,4.649047498183403e-08,7.99075054998679e-06,999.9960709120528
2.46,9.544768204502264e-06,4.666503581894268e-08,7.954020514163887e-06,999.996071289736
2.47,9.544477488021106e-06,4.683916961076756e-08,7.918747522531287e-06,999.9960716709082
2.48,9.544178569636749e-06,4.7012877114389843e-08,7.884894176560289e-06,999.9960720554195
2.49,9.54387179827668e-06,4.718615909593818e-08,7.852424002811855e-06,999.9960724431239
2.5,9.5435575136514e-06,4.735901633058863e-08,7.821301452936625e-06,999.9960728338793
2.5100000000000002,9.54323604625443e-06,4.7531449602564725e-08,7.791491903674903e-06,999.9960732275476
2.52,9.54290771736231e-06,4.770345970513742e-08,7.762961656856666e-06,999.9960736239943
2.5300000000000002,9.542572839034594e-06,4.7875047440625145e-08,7.73567793940156e-06,999.9960740230889
2.54,9.542231714113859e-06,4.8046213620393735e-08,7.709608903318902e-06,999.9960744247048
2.5500000000000003,9.541884640893985e-06,4.8216959062834344e-08,7.684723153792642e-06,999.9960748287172
2.56,9.54153191144495e-06,4.838728459408904e-08,7.660989918528291e-06,999.996075235004
2.57,9.541173802867215e-06,4.855719105183918e-08,7.638379931840976e-06,999.9960756434493
2.58,9.54081058309388e-06,4.872667928279205e-08,7.6168648481199215e-06,999.996076053941
2.59,9.540442510934276e-06,4.889575014266201e-08,7.59641723742076e-06,999.996076466371
2.6,9.540069836073968e-06,4.9064404496170505e-08,7.577010585465526e-06,999.996076880635
2.61,9.539692799074761e-06,4.923264321704601e-08,7.558619293642667e-06,999.9960772966323
2.62,9.53931163137469e-06,4.940046718802411e-08,7.541218679007029e-06,999.996077714266
2.63,9.53892655528803e-06,4.9567877300847417e-08,7.52478497427987e-06,999.9960781334435
2.64,9.538537784005283e-06,4.973487445626564e-08,7.50929532784885e-06,999.9960785540753
2.65,9.538145521593195e-06,4.9901459564035536e-08,7.494727803768039e-06,999.9960789760765
2.66,9.53774996299474e-06,5.0067633542920936e-08,7.4810613817579105e-06,999.9960793993655
2.67,9.537351294029133e-06,5.023339732069274e-08,7.4682759572053446e-06,999.9960798238646
2.68,9.53694969139182e-06,5.03987518341289e-08,7.456352341163628e-06,999.9960802495001
2.69,9.536545322654481e-06,5.056369802901446e-08,7.445272260352454e-06,999.9960806762018
2.7,9.536138346265033e-06,5.07282368601415e-08,7.435018357157921e-06,999.9960811039037
2.71,9.535728911547631e-06,5.0892369291309194e-08,7.425574189632535e-06,999.9960815325435
2.72,9.535317158702658e-06,5.105609629532377e-08,7.416924231495206e-06,999.9960819620624
2.73,9.534903237006045e-06,5.1219418829928485e-08,7.409052053657566e-06,999.9960823923983
2.74,9.534487556617643e-06,5.1382337504767184e-08,7.401915163544552e-06,999.9960828233794
2.75,9.534070378667865e-06,5.154485312352704e-08,7.395485963614706e-06,999.9960832548967
2.7600000000000002,9.533651872857526e-06,5.170696660775832e-08,7.389745995986968e-06,999.9960836868793
2.77,9.533232202997212e-06,5.18686788837417e-08,7.3846773953522e-06,999.9960841192585
2.7800000000000002,9.532811527007276e-06,5.2029990882488364e-08,7.380262888973186e-06,999.9960845519687
2.79,9.53238999691784e-06,5.219090353973993e-08,7.376485796684638e-06,999.9960849849462
2.8000000000000003,9.531967758868792e-06,5.23514177959685e-08,7.3733300308931895e-06,999.99608541813
2.81,9.531544953109792e-06,5.251153459637662e-08,7.370780096577397e-06,999.9960858514614
2.82,9.531121714000268e-06,5.2671254890897307e-08,7.368821091287743e-06,999.9960862848847
2.83,9.530698170009414e-06,5.2830579634194055e-08,7.367438705146631e-06,999.9960867183459
2.84,9.530274443716195e-06,5.298950978566079e-08,7.3666192208483905e-06,999.996087151794
2.85,9.52985065180934e-06,5.3148046309421925e-08,7.366349513659274e-06,999.9960875851802
2.86,9.529426905087354e-06,5.3306190174332326e-08,7.366617051417458e-06,999.9960880184585
2.87,9.529003308458503e-06,5.346394235397733e-08,7.367409894533042e-06,999.9960884515849
2.88,9.528579960940826e-06,5.362130382667272e-08,7.36871669598805e-06,999.9960888845183
2.89,9.528156955662129e-06,5.3778275575464766e-08,7.370526701336431e-06,999.9960893172197
2.9,9.527734379859986e-06,5.393485858813017e-08,7.3728297487040545e-06,999.9960897496528
2.91,9.52731231488174e-06,5.409105385717613e-08,7.375616268788717e-06,999.9960901817838
2.92,9.526890904335217e-06,5.424686229125843e-08,7.378870473204748e-06,999.9960906135525
2.93,9.526470429791448e-06,5.4402284616783595e-08,7.3825627880049335e-06,999.9960910448415
2.94,9.526051010432067e-06,5.455732176830517e-08,7.386679873886516e-06,999.9960914756007
2.95,9.525632751027206e-06,5.471197469618306e-08,7.391209835818517e-06,999.9960919057866
2.96,9.525215752714525e-06,5.4866244352573025e-08,7.3961411456787265e-06,999.9960923353569
2.97,9.52480011299922e-06,5.502013169142664e-08,7.4014626422537075e-06,999.9960927642711
2.98,9.52438592575402e-06,5.517363766849133e-08,7.407163531238795e-06,999.9960931924899
2.99,9.52397328121918e-06,5.532676324131036e-08,7.413233385238091e-06,999.9960936199757
3.0,9.523562266002492e-06,5.547950936922281e-08,7.419662143764473e-06,999.9960940466925
3.0100000000000002,9.523152963079274e-06,5.563187701336363e-08,7.42644011323959e-06,999.9960944726057
3.02,9.52274545179238e-06,5.578386713666358e-08,7.433557966993857e-06,999.9960948976822
3.0300000000000002,9.522339807852199e-06,5.593548070384927e-08,7.441006745266468e-06,999.9960953218903
