t,V_s,V_D,n,h,Na
0.56,-63.98286768648851,-16.579465932454898,0.0019926310833484773,0.9938910558026633,16.085257896231926
0.5700000000000001,-63.98255015546893,-16.739587340527713,0.0019925426673982707,0.9938056788035678,16.205040126715843
0.58,-63.98223223815001,-16.897734818144517,0.0019924555997960234,0.993721005390851,16.32283993991378
0.59,-63.98191393554701,-17.053946468676642,0.0019923698727127483,0.9936370297178047,16.438693626402852
0.6,-63.98159524867172,-17.20826086075112,0.001992285478368258,0.9935537459861472,16.55263663803616
0.61,-63.98127617853244,-17.360716840397814,0.001992202409030925,0.9934711484457102,16.66470359269783
0.62,-63.98095672613404,-17.511353498644013,0.001992120657017375,0.9933892313940268,16.77492828330788
0.63,-63.98063689247788,-17.660209967115872,0.0019920402146923377,0.993307989176142,16.883343682754553
0.64,-63.98031667856189,-17.80732518431311,0.001991961074468168,0.9932274161839858,16.989981958426025
0.65,-63.979996085380485,-17.952737868395484,0.0019918832288045663,0.9931475068560203,17.09487448423663
0.66,-63.97967511392463,-18.096486820658395,0.0019918066702082674,0.9930682556768444,17.198051855915132
0.67,-63.979353765181806,-18.238610380058,0.0019917313912328235,0.9929896571769138,17.299543899772733
0.68,-63.97903204013601,-18.379146462556523,0.0019916573844783203,0.9929117059321807,17.399379685843705
0.6900000000000001,-63.978709939767796,-18.518132667990052,0.0019915846425908297,0.9928343965633947,17.49758755666574
0.7000000000000001,-63.978387465054205,-18.655606173560265,0.001991513158262581,0.9927577237363214,17.59419511908922
0.71,-63.97806461696884,-18.791603668923628,0.0019914429242312674,0.9926816821608635,17.689229279185103
0.72,-63.97774139648179,-18.92616130159607,0.0019913739332797216,0.9926062665906442,17.782716261461626
0.73,-63.97741780455971,-19.059314743669248,0.0019913061782360878,0.9925314718232314,17.874681599497684
0.74,-63.97709384216575,-19.191099106897514,0.0019912396519730243,0.9924572926991244,17.965150179391348
0.75,-63.976769510259615,-19.32154894552789,0.0019911743474072376,0.9923837241011714,18.054146266299963
0.76,-63.97644480979751,-19.450698308789356,0.001991110257500687,0.9923107609560872,18.141693437232938
0.77,-63.976119741732205,-19.578580673136063,0.00199104737525785,0.992238398231009,18.22781473317573
0.78,-63.97579430701296,-19.7052289756864,0.0019909856937283896,0.9921666309368542,18.31253251069913
0.79,-63.9754685065856,-19.830675449153514,0.001990925206003599,0.9920954541238537,18.395868638904396
0.8,-63.97514234139246,-19.95495185442947,0.001990865905219519,0.9920248628854661,18.477844327010253
0.81,-63.97481581237242,-20.078089446122384,0.001990807784553261,0.9919548523537691,18.558480326938717
0.8200000000000001,-63.974488920460885,-20.200118862694044,0.001990750837226059,0.9918854177032825,18.63779676484542
0.8300000000000001,-63.97416166658981,-20.32107019780337,0.0019906950564998046,0.9918165541466395,18.715813328074194
0.84,-63.97383405168768,-20.440973014034224,0.001990640435679855,0.9917482569380932,18.79254911524084
0.85,-63.97350607667954,-20.559856437440708,0.001990586968111812,0.991680521369505,18.86802280538203
0.86,-63.973177742486946,-20.677749009045073,0.001990534647184121,0.99161334277358,18.94225252147321
0.87,-63.972849050028024,-20.794678833923268,0.001990483466325025,0.9915467165200863,19.015255985396756
0.88,-63.972520000217436,-20.910673487146088,0.0019904334190050414,0.9914806380189264,19.087050393404606
0.89,-63.972190593966396,-21.025760134419055,0.00199038449873393,0.9914151027163898,19.157652564342825
0.9,-63.97186083218267,-21.13996544035638,0.001990336699063218,0.9913501060982728,19.227078816358723
0.91,-63.97153071577058,-21.25331573486913,0.0019902900135832205,0.9912856436862073,19.295345107181532
0.92,-63.97120024563099,-21.36583682949577,0.001990244435925685,0.9912217110409133,19.362466912640308
0.93,-63.97086942266134,-21.477554185191984,0.001990199959761071,0.9911583037588664,19.42845934464095
0.9400000000000001,-63.97053824775563,-21.58849288094507,0.001990156578799186,0.9910954174730652,19.49333712942978
0.9500000000000001,-63.970206721804416,-21.69867765329878,0.0019901142867888863,0.9910330478526774,19.557114616032308
0.96,-63.96987484569484,-21.808132954143243,0.0019900730775184554,0.9909711906035216,19.61980574775437
0.97,-63.96954262031059,-21.916882919279992,0.0019900329448135426,0.9909098414655019,19.681424174901316
0.98,-63.96921004653196,-22.024951387054422,0.001989993882539329,0.9908489962153181,19.741983130064543
0.99,-63.9688771252358,-22.132361953266305,0.0019899558845987604,0.9907886506642708,19.801495521135585
1.0,-63.96854385729554,-22.239137970684993,0.001989918944932466,0.9907288006581693,19.85997393051388
1.01,-63.96821024358121,-22.345302476538095,0.001989883057519307,0.9906694420780342,19.917430576132112
1.02,-63.96787628495941,-22.45087835577654,0.001989848216375356,0.9906105708388155,19.97387737115147
1.03,-63.96754198229333,-22.55588831792195,0.0019898144155538334,0.9905521828893503,20.0293259091051
1.04,-63.96720733644278,-22.660354895932027,0.001989781649144995,0.990494274212217,20.083787472555926
1.05,-63.96687234826415,-22.7643004937121,0.0019897499112759027,0.99043684082346,20.137273039875197
1.06,-63.96653701861043,-22.867747618404234,0.0019897191961098415,0.9903798787718997,20.189793298029677
1.07,-63.96620134833123,-22.97071859256394,0.001989689497846477,0.9903233841393064,20.24135864598783
1.08,-63.96586533827276,-23.073235786222323,0.001989660810721482,0.990267353039978,20.291979190883627
1.09,-63.965528989277864,-23.175321609163664,0.001989633129006276,0.9902117816204139,20.341664762632874
1.1,-63.96519230218597,-23.276998508476197,0.0019896064470077655,0.9901566660590064,20.390424923109077
1.11,-63.96485527783316,-23.378288730560726,0.001989580759068424,0.990102002566165,20.43826894394698
1.12,-63.964517917052135,-23.479214772903433,0.0019895560595656427,0.9900477873835073,20.485205846905863
1.1300000000000001,-63.964180220672226,-23.579799187610952,0.0019895323429118205,0.9899940167839962,20.531244381093575
1.1400000000000001,-63.963842189519404,-23.680064635714142,0.001989509603554057,0.9899406870715749,20.576393034941674
1.1500000000000001,-63.963503824416286,-23.78003394314145,0.001989487835973903,0.9898877945808554,20.620660044895946
1.16,-63.96316512618212,-23.879732190032502,0.0019894670346871503,0.9898353356768955,20.664053384541766
1.17,-63.96282609563283,-23.97918232129562,0.0019894471942435996,0.9897833067549171,20.70658077021762
1.18,-63.96248673358096,-24.078408680635235,0.0019894283092268695,0.9897317042400795,20.74824967179344
1.19,-63.96214704083575,-24.17743606126559,0.0019894103742541793,0.9896805245872323,20.78906730658312
1.2,-63.961807018203096,-24.276289670148458,0.001989393383976134,0.9896297642806622,20.829040641037576
1.21,-63.961466666485535,-24.374995553627368,0.0019893773330765144,0.9895794198338512,20.868176391137318
1.22,-63.96112598648233,-24.4735804648027,0.001989362216272087,0.9895294877892575,20.906481021213363
1.23,-63.960784978989395,-24.5720720030335,0.001989348028312364,0.9894799647180347,20.943960742571438
1.24,-63.96044364479931,-24.670498660191175,0.001989334763979394,0.9894308472197924,20.980621511596443
1.25,-63.9601019847014,-24.76888998219872,0.001989322418087576,0.9893821319223833,21.016469027181056
1.26,-63.95975999948164,-24.867276784141282,0.0019893109854834676,0.9893338154816793,21.051508727183165
1.27,-63.95941768992274,-24.96569130126967,0.0019893004610455687,0.9892858945813267,21.085745783263164
1.28,-63.959075056804075,-25.064167327484242,0.0019892908396841203,0.9892383659325129,21.119185096091766
1.29,-63.95873210090178,-25.162740305858396,0.001989282116340897,0.9891912262737308,21.151831287827864
1.3,-63.95838882298868,-25.261447705874204,0.001989274285989016,0.9891444723705594,21.183688694345907
1.31,-63.95804522383435,-25.36032919315723,0.0019892673436327324,0.9890981010154316,21.214761356843663
1.32,-63.957701304205045,-25.459427090198737,0.0019892612843072544,0.9890521090274242,21.245053008626375
1.33,-63.957357064863814,-25.558786616057105,0.0019892561030785422,0.9890064932520303,21.27456706195789
1.34,-63.957012506570415,-25.658456272681484,0.0019892517950431186,0.9889612505609408,21.303306594692334
1.35,-63.95666763008136,-25.75848829542053,0.001989248355327871,0.9889163778518265,21.33127432900556
1.36,-63.95632243614991,-25.85893939817192,0.001989245779089866,0.9888718720481238,21.35847260845965
1.37,-63.955976925526095,-25.959870929413857,0.0019892440615161505,0.9888277300988116,21.38490338694643
1.3800000000000001,-63.955631098956694,-26.06135024812101,0.001989243197823572,0.9887839489782119,21.410568182150165
1.3900000000000001,-63.95528495718528,-26.163451632384128,0.0019892431832585875,0.9887405256857725,21.435468049110256
1.4000000000000001,-63.95493850095218,-26.26625733474109,0.0019892440130970792,0.9886974572458606,21.459603540108205
1.41,-63.95459173099454,-26.369858865100483,0.001989245682644169,0.988654740707556,21.482974651375446
1.42,-63.95424464804624,-26.474358333697765,0.001989248187234032,0.9886123731444457,21.505580768367263
1.43,-63.95389725283802,-26.57987029483641,0.0019892515222297174,0.988570351654417,21.527420613167568
1.44,-63.95354954609736,-26.68652598579387,0.0019892556830229647,0.9885286733594604,21.548492140423644
1.45,-63.953201528548604,-26.794475293321288,0.0019892606650340253,0.9884873354054682,21.568792446651813
1.46,-63.95285320091287,-26.903890527588768,0.0019892664637114837,0.9884463349620353,21.588317649732648
1.47,-63.95250456390812,-27.01497240847617,0.0019892730745320764,0.9884056692222623,21.607062744711328
1.48,-63.95215561824914,-27.127957464558822,0.001989280493000518,0.9883653354025602,21.62502141732944
1.49,-63.951806364647545,-27.2431265307537,0.001989288714649325,0.9883253307424581,21.6421858027012
1.5,-63.9514568038118,-27.360816766799715,0.001989297735038641,0.9882856525044103,21.65854619338861
1.51,-63.95110693644722,-27.481438665655524,0.0019893075497560636,0.9882462979736057,21.674090661090396
1.52,-63.950756763255946,-27.60549940059524,0.001989318154416472,0.98820726445778,21.688804559084982
1.53,-63.95040628493702,-27.733637167946245,0.001989329544661856,0.9881685492870271,21.702669838699858
1.54,-63.95005550218632,-27.866667537176614,0.0019893417161611455,0.9881301498136155,21.715664141980177
1.55,-63.94970441569662,-28.005655073443606,0.001989354664610043,0.9880920634118021,21.727759547756147
1.56,-63.949353026157574,-28.152025982575655,0.0019893683857308527,0.9880542874776507,21.738920741468178
1.57,-63.94900133425571,-28.30774320623691,0.0019893828752723186,0.9880168194288509,21.749102372024385
1.58,-63.948649340674464,-28.475603000351004,0.0019893981290094536,0.9879796567045381,21.758244974406892
1.59,-63.94829704609416,-28.659747883500728,0.0019894141427433784,0.987942796765116,21.76626852861735
1.6,-63.94794445119205,-28.866621855279572,0.0019894309123011573,0.9879062370920794,21.773061657849215
1.61,-63.94759155664229,-29.106876706016962,0.0019894484335356345,0.9878699751878397,21.778462495814498
1.62,-63.94723836311595,-29.399541088885027,0.0019894667023252735,0.9878340085755507,21.782221906085304
1.6300000000000001,-63.94688487128106,-29.782321138662102,0.001989485714573997,0.9877983347989365,21.783925403662796
1.6400000000000001,-63.94653108180256,-30.341688231852814,0.0019895054662110267,0.9877629514221212,21.782802770852705
1.6500000000000001,-63.94617699534234,-31.325774062706348,0.0019895259531907262,0.9877278560294588,21.777159183414938
1.6600000000000001,-63.94582261255924,-33.79040840699159,0.0019895471714924434,0.9876930462253654,21.762004776586306
1.67,-63.94546793410908,-47.38366087857789,0.0019895691171203512,0.9876585196341526,21.711899410013036
1.68,-63.94511296064462,-92.16186000729246,0.001989591786103297,0.9876242738998631,21.56776476942903
1.69,-63.94475769281561,-107.08321298646396,0.0019896151744946454,0.9875903066861055,21.40361063846605
1.7,-63.94440213126875,-109.56642903991303,0.0019896392783721258,0.9875566156758929,21.239883539154114
1.71,-63.944046276647775,-109.63893994127372,0.0019896640938376793,0.9875231985714816,21.07728743638569
1.72,-63.94369012959338,-109.26198443582425,0.001989689617017309,0.9874900530942108,20.915918016500346
1.73,-63.94333369074326,-108.79750213574606,0.0019897158440609275,0.9874571769843444,20.755803882164997
1.74,-63.942976960732146,-108.31195542795777,0.0019897427711422088,0.9874245680009143,20.596961982136097
1.75,-63.94261994019176,-107.8176065957478,0.00198977039445844,0.9873922239215637,20.439406892352867
1.76,-63.94226262975087,-107.31676437959418,0.001989798710230374,0.9873601425423933,20.28315252447131
1.77,-63.94190503003525,-106.80990606719304,0.0019898277147021096,0.9873283216778301,20.128212436936153
1.78,-63.94154714167154,-106.29717344799951,0.001989857404118186,0.9872967591472822,19.974599962398592
1.79,-63.94118896527092,-105.77864693379513,0.001989887774820892,0.9872654528314851,19.82232786385158
1.8,-63.94083050145611,-105.25440136021349,0.0019899188230886665,0.9872344005786742,19.67140888953451
1.81,-63.940471750840366,-104.72450862870306,0.0019899505452618304,0.9872036002775423,19.521855318695668
1.82,-63.94011271403968,-104.18904438601801,0.001989982937669498,0.9871730498148374,19.373679199990736
1.83,-63.9397533916653,-103.64808538281387,0.001990015996674331,0.9871427471013339,19.226892177711076
1.84,-63.9393937843141,-103.10170959229283,0.0019900497187293554,0.9871126901039831,19.08150532251943
1.85,-63.939033892588355,-102.5499962775219,0.0019900841002601626,0.9870828767783261,18.9375294901172
1.86,-63.938673717087504,-101.99302364466993,0.0019901191377142123,0.9870533050967866,18.79497515434009
1.87,-63.93831325840806,-101.4308702430009,0.0019901548275608723,0.987023973048629,18.653852400080265
1.8800000000000001,-63.93795251714366,-100.86361329667548,0.0019901911662912755,0.986994878639818,18.51417091792541
1.8900000000000001,-63.937591493885066,-100.29132819246634,0.00199022815041819,0.9869660198928799,18.375940000353047
1.9000000000000001,-63.93723018922018,-99.71408768115695,0.001990265776475881,0.9869373948467653,18.239168539481465
1.9100000000000001,-63.93686860373364,-99.13196098219316,0.0019903040410221137,0.9869090015579162,18.103865021478676
1.92,-63.9365067379936,-98.54501213983632,0.00199034294071625,0.9868808381440938,17.970037348667724
1.93,-63.93614459260602,-97.95330380656004,0.001990382471999589,0.9868529026045323,17.837693574348343
1.94,-63.935782168118756,-97.35688358182138,0.0019904226316590336,0.9868251931367461,17.706840641662634
1.95,-63.93541946514245,-96.75580214269637,0.0019904634161177505,0.9867977077385607,17.57748591744422
1.96,-63.93505648422525,-96.15009430976133,0.0019905048221692326,0.9867704446191831,17.4496356719154
1.97,-63.934693225938965,-95.5397877213464,0.0019905468464722726,0.9867434019163323,17.323296129950617
1.98,-63.93432969083669,-94.92489634021172,0.001990589485798963,0.9867165778347338,17.198472998136584
1.99,-63.93396587949234,-94.30542324944011,0.0019906327368039265,0.9866899705177525,17.075171900863158
2.0,-63.933601792462774,-93.68135571631052,0.001990676596245347,0.9866635781702106,16.953398004122512
2.0100000000000002,-63.933237430307095,-93.05266447514822,0.0019907210608719203,0.9866373989955559,16.833156233796213
2.02,-63.932872793580174,-92.41930126928781,0.0019907661274612565,0.9866114312170892,16.71445124075828
2.0300000000000002,-63.93250788283237,-91.78119666892326,0.0019908117928204307,0.9865856730781566,16.597287433914744
2.04,-63.93214269861248,-91.13825707565678,0.0019908580537694397,0.9865601228329858,16.481669038667857
2.05,-63.93177724146632,-90.49036182169411,0.001990904907149161,0.9865347787510155,16.367600125842753
2.06,-63.93141151193659,-89.83735976929196,0.0019909523498221186,0.986509639117254,16.255084656563973
2.07,-63.931045510563024,-89.17906534219748,0.001991000378671442,0.9864847022316424,16.144126535245046
2.08,-63.930679237883396,-88.51525307957306,0.0019910489905950917,0.9864599664058649,16.034729675296678
2.09,-63.93031269443193,-87.84565234194959,0.0019910981825148008,0.9864354299681611,15.926898054518775
2.1,-63.92994588073694,-87.16994485372359,0.001991147951389652,0.9864110912705863,15.820635771913299
2.11,-63.92957879733109,-86.4877465320577,0.001991198294156902,0.9863869486569365,15.715947216266484
2.12,-63.929211444742194,-85.79861173222537,0.001991249207785124,0.9863630004915355,15.612837097583954
2.13,-63.928843823494276,-85.10201192144432,0.001991300689267795,0.9863392451556667,15.511310571246145
2.14,-63.92847593410869,-84.39732650022397,0.0019913527356168743,0.9863156810440405,15.411373383685012
2.15,-63.9281077771041,-83.68382455557028,0.001991405343862742,0.986292306564716,15.31303203572482
2.16,-63.927739352996504,-82.96064424822306,0.0019914585110540426,0.9862691201389653,15.21629397362403
2.17,-63.92737066229924,-82.22676601773355,0.001991512234257587,0.9862461202011716,15.121167820169772
2.18,-63.927001705523,-81.48097825827028,0.001991566510558251,0.9862233051987289,15.027663656006375
2.19,-63.92663248317583,-80.72183337547398,0.0019916213370588585,0.9862006735919306,14.935793364458785
2.2,-63.92626299576316,-79.94758933329464,0.0019916767108800466,0.9861782238538446,14.845571057166445
2.21,-63.92589324378777,-79.15613200307267,0.0019917326291601814,0.9861559544702277,14.75701362005159
2.22,-63.925523227749835,-78.34486927998492,0.001991789089055223,0.9861338639394003,14.670141404248673
2.23,-63.9251529481469,-77.51058083706128,0.001991846087738669,0.9861119507721798,14.584979154512158
2.24,-63.92478240547395,-76.64921434671618,0.0019919036224013524,0.986090213491712,14.501557206512766
2.25,-63.92441160022331,-75.75556455346519,0.0019919616902515066,0.9860686506334889,14.419913227204086
2.2600000000000002,-63.92404053288476,-74.82282239993962,0.0019920202885144642,0.9860472607451098,14.34009452362717
2.27,-63.9236692039455,-73.84183494118575,0.001992079414432643,0.9860260423862467,14.262161529828763
2.2800000000000002,-63.923297613890156,-72.7999169755774,0.001992139065265432,0.9860049941285353,14.186193044817868
2.29,-63.92292576320078,-71.67879167544599,0.001992199238289081,0.9859841145554749,14.112294590297228
2.3000000000000003,-63.92255365235687,-70.45081454778901,0.0019922599307965983,0.9859634022623305,14.04061245009789
2.31,-63.922181281835385,-69.07144542106754,0.001992321140097649,0.9859428558560351,13.971359172661707
2.32,-63.92180865211075,-67.46258761497295,0.0019923828635184503,0.9859224739550926,13.904864508482616
2.33,-63.921435763654834,-65.47000941152955,0.0019924450984016686,0.9859022551894814,13.841691693607633
2.34,-63.92106261693701,-62.728985467144156,0.0019925078421063206,0.9858821982005599,13.782960818055724
2.35,-63.92068921242411,-58.06291797912512,0.001992571092007669,0.9858623016409714,13.73160296269887
2.36,-63.92031555058047,-43.855520715708536,0.0019926348454971225,0.9858425641745504,13.702668912514172
2.37,-63.91994163186794,-13.826724406676236,0.001992699099982141,0.9858229844762298,13.814705796040872
2.38,-63.919567456745874,-13.855671071643775,0.0019927638528861296,0.9858035612319495,13.972628185868688
2.39,-63.919193025671404,-14.049579042417806,0.0019928291016467147,0.985784293137737,14.127915118756421
2.4,-63.91881833910126,-14.241259745066854,0.001992894843705742,0.9857651788946193,14.280566378357415
2.41,-63.91844339748102,-14.430629009044697,0.0019929610765693872,0.9857462172390151,14.430628264348824
2.42,-63.91806820126456,-14.617685469520659,0.0019930277976991924,0.9857274068874692,14.57814788765903
2.43,-63.91769275089816,-14.802433072152333,0.0019930950046007476,0.9857087465815437,14.723171406014293
2.44,-63.917317046826426,-14.984881214646297,0.0019931626947909354,0.9856902350711768,14.865744553010936
2.45,-63.91694108949144,-15.165044243060587,0.0019932308658022722,0.9856718711170173,15.00591247148061
2.46,-63.916564879332874,-15.34294045328038,0.0019932995151823777,0.9856536534899023,15.143719669095018
2.47,-63.91618841678801,-15.518591887692484,0.001993368640493761,0.9856355809707322,15.2792099828703
2.48,-63.91581170229172,-15.692023896313,0.0019934382393139555,0.9856176523505693,15.412426528497253
2.49,-63.91543473627645,-15.86326451038483,0.0019935083092354265,0.985599866430546,15.543411661644058
2.5,-63.915057519172265,-16.032343699927402,0.001993578847865489,0.9855822220217851,15.672206941571682
2.5100000000000002,-63.91468005140681,-16.199293605546632,0.001993649852826164,0.9855647179452751,15.798853119598608
2.52,-63.91430233340539,-16.364148563358643,0.0019937213217540812,0.9855473530317834,15.923390125959415
2.5300000000000002,-63.91392436559089,-16.52694405341101,0.001993793252300401,0.9855301261217844,16.045857057397225
2.54,-63.913546148383865,-16.68771583915281,0.0019938656421307293,0.9855130360653853,16.16629216960976
2.5500000000000003,-63.9131676822025,-16.846500764724077,0.0019939384889250335,0.9854960817222476,16.284732874615976
2.56,-63.91278896746263,-17.003337660399087,0.0019940117903775516,0.985479261961505,16.401215739618724
2.57,-63.91241000457776,-17.158265567791215,0.00199408554419671,0.9854625756616916,16.515776487451916
2.58,-63.91203079395901,-17.311321801019794,0.001994159748105065,0.9854460217106801,16.628450003864845
2.59,-63.9116513360152,-17.462546057460358,0.0019942343998393354,0.9854295990056782,16.739270336474796
2.6,-63.91127163115278,-17.611977279106284,0.0019943094971502455,0.9854133064531121,16.848270707928922
2.61,-63.91089167977605,-17.759654541105316,0.00199438503780152,0.9853971429679458,16.955483580031277
2.62,-63.91051148228692,-17.90561678181221,0.0019944610195710578,0.9853811074744292,17.060940591841796
2.63,-63.91013103908515,-18.04990278453425,0.0019945374402495736,0.9853651989051938,17.164672645540954
2.64,-63.90975035056791,-18.192550954719938,0.0019946142976432503,0.9853494162029683,17.266709761622124
2.65,-63.909369417130115,-18.333599332590236,0.0019946915895714622,0.985333758319065,17.367081221755466
2.66,-63.908988239164536,-18.473085618045438,0.0019947693138663643,0.9853182242130915,17.465815603454576
2.67,-63.908606817061674,-18.61104712872217,0.001994847468373404,0.9853028128532634,17.562940763590163
2.68,-63.90822515120983,-18.747520753286288,0.001994926050950997,0.985287523216195,17.65848385538187
2.69,-63.907843241994975,-18.882542839572015,0.0019950050594711136,0.9852723542872465,17.752471316332894
2.7,-63.907461089800876,-19.016149208165025,0.0019950844918187115,0.9852573050601301,17.84492891635142
2.71,-63.907078695009005,-19.14837517578572,0.0019951643458919416,0.9852423745370636,17.935881733189508
2.72,-63.906696057998666,-19.279255448983257,0.0019952446196017663,0.9852275617284435,18.02535422434336
2.73,-63.906313179146885,-19.408824227476664,0.001995325310872105,0.9852128656529788,18.11337019415037
2.74,-63.90593005882853,-19.537115151103745,0.0019954064176395734,0.9851982853374716,18.19995284026359
2.75,-63.90554669741624,-19.66416128553201,0.0019954879378533126,0.9851838198166675,18.28512478934044
2.7600000000000002,-63.905163095280464,-19.789995158305487,0.0019955698694754426,0.9851694681336405,18.3689080122791
2.77,-63.90477925278947,-19.914648730828972,0.0019956522104801863,0.9851552293390403,18.451323993485442
2.7800000000000002,-63.9043951703093,-20.03815341072722,0.001995734958854702,0.9851411024918133,18.532393566434912
2.79,-63.90401084820391,-20.160539996577754,0.001995818112598039,0.9851270866582928,18.612137122255444
2.8000000000000003,-63.90362628683501,-20.281838756253048,0.001995901669722061,0.9851131809130057,18.69057442454311
2.81,-63.90324148656219,-20.402079484353205,0.0019959856282503546,0.9850993843377249,18.767724823192133
2.82,-63.902856447742856,-20.521291374912142,0.0019960699862191862,0.9850856960222965,18.84360706944616
2.83,-63.902471170732326,-20.639503206805898,0.0019961547416763458,0.9850721150636491,18.918239530373928
