t,ADP_m,NADH,ISOC,alpha_KG,SCoA,Suc,FUM,MAL,OAA,ASP,Ca_m,delta_psi_m
0.34,0.19367652617115458,0.02487943051144956,0.6376593368922268,0.03210416257611186,0.011565338196630507,7.166726602995931e-05,0.017988435280929475,0.009652726112862622,0.00025166277225170826,0.01831049395261284,0.009998794536645551,0.19689678959443405
0.35000000000000003,0.19348848013313752,0.02545853864261197,0.6375960243899632,0.032543603845385405,0.011631105164802947,6.346455839588025e-05,0.017930459759032034,0.00963462115777915,0.0002506551021906719,0.018340430923031125,0.009998756070745194,0.19690690763065988
0.36,0.19329923213351732,0.026038046128954627,0.6374953001753435,0.032981821592929124,0.011697844423024666,5.651148181271147e-05,0.017871583016610244,0.009616321689375547,0.0002497876630647646,0.018370235839382704,0.009998717597531608,0.196917048203875
0.37,0.1931088178407845,0.026617949186619895,0.6373633664499457,0.03341883097021287,0.011765552077370484,5.062024895988742e-05,0.017811997930048493,0.009597827577204324,0.00024902113436964945,0.01839992410491631,0.009998679116987458,0.19692721078357356
0.38,0.19291727180648677,0.027198245214457465,0.6372054015179182,0.03385464339351214,0.01183422421710993,4.563111218575069e-05,0.017751867886076914,0.009579139280818627,0.0002483267616997215,0.01842950678526497,0.00999864062909554,0.19693739504503863
0.39,0.1927246275743933,0.027778932475679953,0.6370257255489308,0.03428926760682414,0.011903856912275863,4.1408297435267965e-05,0.017691331070716236,0.009560257853150416,0.00024768356368251164,0.01845899176337883,0.009998602133838847,0.1969476009553617
0.4,0.19253091749497828,0.02836000986217573,0.636827943469413,0.03472271045237571,0.011974446224123836,3.783641008750396e-05,0.01763050426459437,0.00954118490914931,0.00024707623570483406,0.018488384603318024,0.009998563634742327,0.1969578350030602
0.41000000000000003,0.1923181205392018,0.028941684300817217,0.6366150631315279,0.03515497566900146,0.01204598826381212,3.4817348927477775e-05,0.01756948597204248,0.009521922591209665,0.0002464936391123814,0.018517689176255563,0.00999855976186967,0.19700155006017267
0.42,0.19208985839065784,0.02952391967930192,0.6363895987563922,0.03558606234573666,0.01211847935573942,3.226755853727044e-05,0.017508359231275333,0.009502473498205833,0.0002459276595164801,0.018546908125098065,0.009998555886974823,0.19702001038398614
0.43,0.19185769614418588,0.03010658619054321,0.6361536450848803,0.03601597248367955,0.012191915592119905,3.0116248471109926e-05,0.01744719390801784,0.009482840636121086,0.00024537240299898823,0.018576043198236476,0.009998552010978252,0.19703325763975782
0.44,0.19162405300296745,0.030689656921636603,0.6359089552045183,0.03644470923594545,0.01226629293588285,2.8303132545952658e-05,0.01738604894104143,0.009463027379770825,0.00024482358523456217,0.018605095496826738,0.009998548134069501,0.19704544524130496
0.45,0.19138944644948183,0.03127312643726301,0.6356569736458656,0.036872275752052916,0.012341607371922187,2.677765644501351e-05,0.017324973167682833,0.009443037346818745,0.000244278145506058,0.018634065645394184,0.00999854425628613,0.1970574245889742
0.46,0.1911540077536901,0.031856993691091906,0.6353989084676644,0.03729867507617267,0.012417854854123616,2.5496782783555397e-05,0.017264007566554773,0.0094228744108987,0.0002437338780320368,0.018662953932588548,0.009998540377634856,0.19706937724784315
0.47000000000000003,0.1909177906256151,0.03244125850770141,0.635135787720369,0.0377239101970403,0.0124950312724219,2.4423261117083742e-05,0.01720318703479339,0.009402542686740118,0.00024318916297336778,0.01869176041556806,0.009998536498116231,0.19708135078144146
0.48,0.1906808175682251,0.03302592104177875,0.6348684622887779,0.0381479840270584,0.012573132528547777,2.3525701039025458e-05,0.01714254039268209,0.009382046427325845,0.00024264286708662217,0.01872048497282916,0.009998532617728392,0.19709334006147872
0.49,0.19044310280821455,0.033610981497396,0.6345976328038514,0.03857089942270872,0.012652154544123778,2.277775461209822e-05,0.017082091248830106,0.009361389982424894,0.00024209423099638472,0.01874912735093631,0.009998528736468918,0.1971053271484252
0.5,0.19020468987456893,0.03419643967569546,0.6343238876680011,0.03899265926878064,0.012732093193534064,2.2156916640185362e-05,0.017021859198327983,0.009340577833795813,0.00024154271720695404,0.018777687218538265,0.009998524854337755,0.19711734594300961
0.51,0.18996559476459887,0.03478229562209765,0.6340477020053328,0.03941326637281471,0.012812944474102661,2.164468805861425e-05,0.01696185981435201,0.00931961438167069,0.00024098798530348075,0.018806164198128406,0.009998520971332824,0.1971293849110757
0.52,0.1897258401390546,0.03536854924849288,0.6337695018440869,0.03983272369700207,0.012894704182383872,2.1224228025021796e-05,0.016902106793576403,0.00929850427593944,0.00024042979562677804,0.018834557861295474,0.009998517087452474,0.1971414431997062
0.53,0.18948544781837195,0.035955200398150464,0.6334896288932813,0.04025103415950585,0.012977368211799959,2.088176742290188e-05,0.01684261076827066,0.009277252076056683,0.00023986802107517545,0.018862867765046414,0.009998513202695134,0.1971535205832848
0.54,0.18924443880341904,0.03654224884686895,0.6332083623290483,0.04066820069129699,0.013060932473438348,2.0605821865558086e-05,0.01678338005294818,0.009255862324227787,0.00023930261681548188,0.018891093453032422,0.009998509317059241,0.19716561666162533
0.55,0.18900283362408632,0.0371296943064199,0.6329259421749952,0.04108422626543593,0.013145392857889217,2.0386374596799676e-05,0.01672442145841812,0.009234339569499497,0.00023873357748536216,0.018919234466020292,0.009998505430543234,0.19717773092598262
0.56,0.18876065222786595,0.03771753641712345,0.632642568800265,0.04149911388579491,0.013230745257289284,2.0214924069488138e-05,0.016665740269678462,0.009212688330533882,0.00023816093177326977,0.01894729034884885,0.009998501543145558,0.1971898628490536
0.5700000000000001,0.18851791396295647,0.03830577474490951,0.6323584021164104,0.0419128665875326,0.013316985565804523,2.008451552459555e-05,0.016607340216375572,0.009190913091267731,0.0002375847444211856,0.018975260650598486,0.009998497654864678,0.19720201189939957
0.58,0.18827463770958822,0.03889440879750085,0.6320735807347172,0.042325487428202815,0.013404109681327266,1.9989043012990472e-05,0.01654922419306277,0.00916901828756353,0.0002370050954670402,0.019003144929427437,0.009998493765699064,0.19721417751628587
0.59,0.18803084179957058,0.03948343801135004,0.6317882149897284,0.042736979494115986,0.013492113505592216,1.992351864871202e-05,0.016491393987423043,0.00914700830301853,0.00023642208370152203,0.019030942754157374,0.0099984898756472,0.19722635914167372
0.6,0.1877865445612039,0.04007286176150914,0.6315024059397061,0.04314734589403948,0.013580992945685108,1.988338930289094e-05,0.016433850985145444,0.009124887456756952,0.0002358357997926678,0.019058653711561187,0.009998485984707619,0.19723855692077694
0.61,0.18754177566546282,0.040662679217994234,0.6312162340859298,0.04355658975830118,0.013670743914253256,1.9864925846243935e-05,0.01637659576941845,0.0091026600080947,0.00023524634709420523,0.01908627740028509,0.009998482092879808,0.19725079160895875
0.62,0.18729653454935236,0.04125288985477258,0.6309297648756805,0.043964714239165,0.013761362330369658,1.9865003142256383e-05,0.016319628348407278,0.009080330151610425,0.00023465384435746766,0.019113813428619272,0.009998478200160888,0.19726303205884052
0.63,0.18705084317336038,0.04184349281052896,0.6306430538690365,0.04437172251594853,0.013852844108042215,1.988093927238449e-05,0.01626294831414272,0.009057902022834937,0.0002340584062752046,0.019141261421402624,0.009998474306549819,0.19727528702099875
0.64,0.18680471960417744,0.0424344872155729,0.6303561472207352,0.044777617772411946,0.013945185186541156,1.9910464978758697e-05,0.01620655489680056,0.00903537966771613,0.00023346014806801006,0.01916862102009591,0.009998470412045306,0.19728755930737263
0.65,0.1865581794585799,0.04302587216988418,0.6300690836049576,0.045182403229620346,0.014038381487209099,1.9951642397474614e-05,0.016150447015581885,0.00901276708411691,0.00023285918594387556,0.019195891879089367,0.009998466516645889,0.19729984797691832
0.66,0.1863112379967921,0.04361764674330297,0.6297818939940976,0.045586082025895966,0.014132429064629635,2.0002888684879042e-05,0.01609462336964394,0.008990068070537992,0.00023225563206365102,0.0192230736789988,0.0099984626203502,0.19731215302860886
0.67,0.18606390994939112,0.04420980994818921,0.629494603185168,0.04598865731634485,0.014227323984138883,2.0062907183107273e-05,0.016039082423727213,0.008967286334110395,0.00023164959731652687,0.01925016611869837,0.009998458723156889,0.19732447433883946
0.68,0.18581621158894057,0.04480236070410906,0.6292072388971528,0.04639013256776017,0.014323061919675193,2.0130250745960296e-05,0.015983822507451916,0.008944425957835367,0.00023104120374781403,0.019277168865585382,0.009998454825064465,0.19733681183844418
0.6900000000000001,0.18556815753664269,0.04539529791593368,0.6289198181901012,0.04679051101532922,0.01441963888835794,2.0203988282359614e-05,0.015928841762866866,0.008921490554367471,0.00023043056112472047,0.019304081644296204,0.009998450926071614,0.19734916603318467
0.7000000000000001,0.18531976213434004,0.0459886204867518,0.6286323563742191,0.04718979585464434,0.01451705096550199,2.0283273453055642e-05,0.015874138302358766,0.008898483657700657,0.0002298177771532808,0.019330904188943874,0.009998447026177039,0.19736153751900004
0.71,0.1850710359914009,0.04658232732790574,0.628344866472046,0.04758799035499085,0.014615294147873005,2.0367355655663662e-05,0.01581971010227931,0.008875408844944983,0.00022920296153362455,0.019357636234415686,0.009998443125379114,0.19737392012925098
0.72,0.18482199432043758,0.047176417190627186,0.6280573572918381,0.04798509782916303,0.014714364427640231,2.045571007269632e-05,0.015765554996003458,0.008852269547576801,0.00022858621958825822,0.019384277546184794,0.009998439223676653,0.19738631684358962
0.73,0.18457265295422381,0.04777088883416542,0.6277698385988151,0.04838112151268438,0.014814257894912128,2.0547779345462637e-05,0.015711670928179843,0.008829069092785581,0.00022796765311059147,0.019410827899207617,0.009998435321068585,0.19739873241366887
0.74,0.18432302208694967,0.0483657410140401,0.6274823179303174,0.048776064762637475,0.014914970515558628,2.06431075918528e-05,0.015658055694806727,0.008805810849919184,0.00022734736577377567,0.019437287074459377,0.009998431417553338,0.19741116150801516
0.75,0.18407311557056988,0.04896097240230653,0.6271948015259041,0.049169930946684016,0.015016498262895854,2.0741308591747997e-05,0.015604707065558096,0.0087824981154672,0.0002267254590938644,0.01946365486690266,0.00999842751312968,0.1974236056882576
0.76,0.18382294546499417,0.04955658168721916,0.6269072944554696,0.04956272336821223,0.015118837206099023,2.084206055680733e-05,0.01555162284306392,0.008759134046853915,0.00022610203033766294,0.0194899310886637,0.009998423607796307,0.19743606433677896
0.77,0.1835725234012233,0.05015256757120591,0.6266198008460401,0.04995444522223518,0.015221983559901207,2.094509535089945e-05,0.015498800901098689,0.008735721630077119,0.0002254771715888092,0.019516115569894396,0.009998419701551995,0.1974485372817335
0.78,0.1833218599337916,0.05074892882266007,0.6263323238513157,0.050345099479222465,0.015325933821933722,2.1050202278499188e-05,0.0154462392672291,0.008712263572128443,0.00022485096634431651,0.019542208164795086,0.009998415794395619,0.19746102439433386
0.79,0.18307096669957676,0.051345664010760274,0.6260448664741528,0.05073468953134641,0.015430684009152706,2.1157175037352093e-05,0.015393935696786416,0.008688762896457803,0.0002242235078528699,0.019568208718795953,0.009998411886325892,0.19747352528573567
0.8,0.18281985717149513,0.05194277149957539,0.6257574323364171,0.05112321927645712,0.01553622954107757,2.1265766992035267e-05,0.01534188761093907,0.00866522309203351,0.00022359490373784536,0.019594117051618818,0.009998407977341332,0.19748603956003252
0.81,0.18256854074513457,0.05254024994275864,0.6254700228863744,0.05151069180161979,0.015642566838767177,2.1375866453888673e-05,0.01529009300945834,0.008641646719936566,0.00022296523307700924,0.01961993305558261,0.009998404067440776,0.19749856597666635
0.8200000000000001,0.18231702805373187,0.05313809792360282,0.625182639775019,0.05189711034134056,0.015749692148851507,2.148734866297655e-05,0.015238549795398511,0.00861803647767049,0.00022233457904846435,0.019645656615517402,0.009998400156623045,0.19751110452656134
0.8300000000000001,0.1820653326147946,0.05373631390516156,0.6248952838567883,0.052282478211793014,0.01585760165738588,2.1600135710534332e-05,0.015187255857589206,0.008594394987149864,0.00022170302201739685,0.019671287638813748,0.009998396244887218,0.19752366071159044
0.84,0.18181346521100358,0.054334896443962076,0.6246079570095551,0.0526667987291116,0.0159662915108815,2.171408899285286e-05,0.015136209042899085,0.008570725036384785,0.0002210706479631198,0.019696826003488377,0.009998392332232065,0.19753623417046007
0.85,0.18156143193115276,0.054933844027189316,0.6243206596250046,0.053050075206704274,0.016075757949729323,2.1829165278216017e-05,0.01508540733840655,0.008547029033687441,0.00022043753097569476,0.019722271653684606,0.009998388418656178,0.19754881881804476
0.86,0.18130924379620655,0.05553315518051542,0.6240333931713269,0.05343231096044605,0.016185997139873374,2.194525097415693e-05,0.015034848615612892,0.008523309686890208,0.00021980375441776017,0.01974762448149744,0.00999838450415839,0.19756141523280307
0.87,0.18105691034467725,0.05613282832747759,0.6237461579019008,0.05381350929794843,0.01629700534733069,2.2062312583340942e-05,0.014984530905811429,0.008499569317551189,0.00021916938953604176,0.01977288444584266,0.009998380588737598,0.19757402387375297
0.88,0.18080444120979433,0.05673286194665921,0.6234589546252018,0.05419367353138076,0.016408778790099006,2.2180279910586477e-05,0.014934452163089655,0.008475810430621145,0.00021853451334925283,0.01979805147394915,0.009998376672392626,0.19758664419851613
0.89,0.1805518457791507,0.05733325446563665,0.623171783728983,0.05457280696421301,0.016521313741561867,2.229911200581535e-05,0.014884610435231855,0.008452035333370155,0.00021789919660096543,0.01982312552689625,0.00999837275512237,0.19759927647260925
0.9,0.18029913343549192,0.057934004306248475,0.622884645540155,0.05495091289958257,0.01663460647976144,2.241877189569425e-05,0.014835003777364585,0.008428246314835497,0.00021726350946260558,0.019848106568923277,0.009998368836925729,0.19761192106975084
0.91,0.1800463127418636,0.05853510987314381,0.622597540345817,0.05532799462890297,0.016748653323660222,2.2539227727107332e-05,0.014785630316991752,0.008404445539803764,0.00021662751817806648,0.0198729945850464,0.009998364917801605,0.19762457770157976
0.92,0.17979339195959226,0.0591365695451213,0.622310468241856,0.055704055437155085,0.01686345062542841,2.2660461460649887e-05,0.014736488238446093,0.008380635059555153,0.0002159912853938547,0.019897789579603687,0.009998360997748923,0.19763724626166143
0.93,0.1795403807838412,0.05973838177580413,0.6220234297985507,0.056079098634681156,0.01697899462405954,2.2782418753673826e-05,0.014687575530251927,0.00835681729807557,0.00021535488555933852,0.019922491493827143,0.009998357076766549,0.19764992682594956
0.9400000000000001,0.17928728812915076,0.06034054497974496,0.6217364253470746,0.05645312751731086,0.01709528162047216,2.2905063821476256e-05,0.014638890287756882,0.008332994478042107,0.0002147183867397974,0.019947100302971296,0.009998353154853382,0.19766261935748994
0.9500000000000001,0.17903411966261493,0.06094305743525454,0.6214494545263918,0.05682614530937306,0.01721230817806247,2.302841903966946e-05,0.014590431054163923,0.008309168009973595,0.00021408183110093154,0.019971616118551375,0.009998349232008447,0.19767532313483227
0.96,0.17878088527037816,0.06154591759764776,0.6211625178747777,0.05719815532808978,0.017330070519218258,2.3152431222551666e-05,0.014542195790826735,0.008285340359536956,0.00021344529445692175,0.01999603887505403,0.009998345308230605,0.19768803832581683
0.97,0.1785275934160637,0.062149123862559726,0.6208756156272903,0.057569160859362596,0.017448564981303837,2.3277072661144108e-05,0.014494182655278926,0.008261513636638814,0.00021280884127681764,0.020020368566653984,0.009998341383518773,0.1977007647984452
0.98,0.17827425066533725,0.06275267455020143,0.6205887477359777,0.05793916512958281,0.017567788086013413,2.3402342720309476e-05,0.014446390109491638,0.008237689419305506,0.00021217251903374798,0.020044605275782678,0.009998337457871972,0.1977135023370651
0.99,0.17802086422085633,0.0633565680060977,0.6203019142478718,0.05830817138511452,0.017687736293176475,2.3528231678398084e-05,0.014398816513260798,0.008213869464072827,0.00021153638090500596,0.02006874905525088,0.009998333531289188,0.19772625075410022
1.0,0.17776744268901065,0.0639608026315571,0.620015115419319,0.058676182916335765,0.017808405926291817,2.3654709789905888e-05,0.014351460001219882,0.008190055920856046,0.0002109004926380938,0.02009279989259452,0.00999832960376933,0.19773900992384458
1.01,0.17751399277099394,0.06456537676039745,0.6197283513073384,0.05904320294157819,0.017929793510272417,2.3781769040861644e-05,0.014304319030336786,0.008166250387723503,0.00021026490239393032,0.020116757866138955,0.00999832567531142,0.19775177973044358
1.02,0.1772605216684637,0.06517028874279923,0.6194416220072249,0.059409234700144246,0.018051895514401037,2.390939661364417e-05,0.014257391970126522,0.008142454610685386,0.00020962966304051845,0.020140623029995725,0.009998321745914451,0.19776456003986448
1.03,0.17700703616800964,0.06577553691537229,0.6191549275825288,0.05977428141394389,0.018174708454098264,2.4037583674617736e-05,0.014210677262634579,0.008118670213053899,0.00020899482354196414,0.020164395458358488,0.00999831781557744,0.19777735073315086
1.04,0.17675354387212971,0.06638111964140259,0.618868268159201,0.06013834633907583,0.01829822875409051,2.4166313558734884e-05,0.014164173207331614,0.008094899059331482,0.00020836044053635335,0.020188075185945037,0.009998313884299356,0.1977901516617104
1.05,0.1765000502037619,0.06698703524244212,0.6185816438422295,0.06050143261286381,0.018422453108227873,2.4295580161351218e-05,0.014117878494030019,0.008071142371493147,0.00020772655022354523,0.02021166235051406,0.009998309952079301,0.1978029627204478
1.06,0.1762465621205934,0.06759328206551442,0.6182950547320375,0.060863543459907306,0.018547378017294888,2.4425371315520795e-05,0.014071791536424062,0.008047401823718263,0.00020709320318693325,0.020235157017587317,0.00999830601891629,0.19781578377836953
1.07,0.17599308667621494,0.06819985845708058,0.6180085009181315,0.061224682112261765,0.018672999968052967,2.4555675231284387e-05,0.01402591073026251,0.008023679118314348,0.0002064604509042227,0.020258559248348598,0.009998302084809322,0.19782861470546598
1.08,0.17573963022737535,0.06880676274869552,0.617721982475601,0.06158485176546122,0.018799315531885498,2.4686484043454756e-05,0.013980234595591206,0.007999975752068372,0.00020582833831541948,0.02028186913705329,0.009998298149757442,0.19784145538752257
1.09,0.17548619891147954,0.0694139932656477,0.6174354994672268,0.06194405560500742,0.018926321305380505,2.481779167466323e-05,0.013934761691075458,0.00797629315698142,0.0002051969082993867,0.02030508678849531,0.009998294213759711,0.1978543057171987
1.1,0.1752327989809234,0.07002154838324894,0.6171490521171372,0.062302296778615936,0.01905401391405455,2.4949579741542354e-05,0.013889490564996223,0.0079526328018992,0.000204566204794554,0.020328212298029016,0.009998290276815189,0.1978671655261616
1.11,0.17497943632018673,0.07062942644553044,0.6168626405599821,0.06265957843630335,0.019182390006973988,2.508183791156772e-05,0.013844419826030283,0.00792899604571887,0.00020393626829142444,0.020351245780425173,0.009998286338922956,0.19788003468311077
1.12,0.17472611637880375,0.0712376257539576,0.6165762648061176,0.06301590373595146,0.01931144625600841,2.52145667286683e-05,0.013799548153074829,0.007905384117013579,0.00020330713520691664,0.020374187373876286,0.009998282400082117,0.19789291310738397
1.1300000000000001,0.17447284454348636,0.07184614463008185,0.6162899249348897,0.06337127581241658,0.019441179359975403,2.534776192645958e-05,0.013754874240704986,0.007881798227149711,0.0002026788413577912,0.020397037217760473,0.009998278460291783,0.19790580069342084
1.1400000000000001,0.1742196259945103,0.07245498139136136,0.6160036210200398,0.0637256977894512,0.019571586043040972,2.5481420482244183e-05,0.013710396820223417,0.007858239526631504,0.00020205142062014973,0.02041979546122309,0.009998274519551079,0.1979186973399147
1.1500000000000001,0.17396646684352315,0.07306413441785882,0.615717353280571,0.06407917279162573,0.019702662963111708,2.5615524607618937e-05,0.01366611446436508,0.00783470944460162,0.00020142491591890386,0.020442462204730286,0.009998270577859073,0.19793160291699263
1.16,0.17371337316789184,0.07367360209563537,0.6154311219527081,0.06443170393421054,0.01983440678958194,2.575005533557416e-05,0.01362202575304342,0.0078112094007085475,0.00020079936990106248,0.02046503754967225,0.009998266635214841,0.19794451729406934
1.17,0.17346034920978945,0.07428338271118194,0.6151449270511102,0.06478329430430643,0.01996681434832986,2.5885017860036235e-05,0.013578129582462137,0.007787740267747726,0.00020017480754168623,0.020487521690871667,0.009998262691617564,0.197957440391795
1.18,0.17320739988425404,0.07489347459844042,0.614858768701421,0.0651339469871235,0.02009988241978729,2.6020406246515518e-05,0.013534424734627775,0.00776430312001943,0.0001995512603678687,0.020509914787750914,0.009998258747066389,0.1979703721097099
1.19,0.1729545299577593,0.07550387609065186,0.6145726470313535,0.06548366505737438,0.020233607805075066,2.6156214989932173e-05,0.013490910018341207,0.007740898988229624,0.000198928758524996,0.020532217006526854,0.00999825480156047,0.19798331234993877
