t,V,Na_i,K_i,m,h,Ca_o,Ca_i,d,f_Ca,Ca_up,ActFrac,ProdFrac,Ca_rel,Ca_Calmod,Ca_Trop
0.11,21.16030376055712,6.501910330339565,139.99890887536662,0.9952365490557595,1.199858562240161e-07,2.0014414039693715,0.00041468628506913404,0.9942098531564494,0.96480006535727,0.6793670601370455,0.32859271601872786,0.6543304182766564,0.14177157673692586,0.0048230576838763865,0.022588346996364212
0.12,-4.787023177330775,6.502046853403847,139.99702555765398,0.9669750210580526,1.6639232194307926e-06,2.001641289419183,0.000283312624055697,0.9227680035036672,0.9990503196405023,0.8561925413197325,0.08446504876522583,0.9080584161839537,0.12259545701469197,0.0066706465541614595,0.021026723812644164
0.13,-21.663059917693207,6.502942423293409,139.99559611989775,0.8739031400354962,2.4773189058839413e-05,2.0019833383417334,0.00019042635754454028,0.5958328397635644,0.9929534156995046,0.8602558207769807,0.030626189101217494,0.9608440797446604,0.1492524474779825,0.006459005351515893,0.01540930340379097
0.14,-32.729868791673724,6.503929495222526,139.99444156172683,0.7075055996436713,0.00019323459208117635,2.002402644972495,0.00013087178997694948,0.17838452630514784,0.929857496824087,0.7966944031771152,0.014591497111939866,0.974141762180858,0.18003728821648285,0.005628969712372536,0.010960605002107375
0.15,-41.0660911397662,6.504747494379948,139.99345531382556,0.507150927152035,0.0009100939271403766,2.0028147656274005,9.189746248497588e-05,0.02847342879844985,0.7071367917233541,0.7140938459279101,0.008364817533894075,0.9767760401805935,0.20725041456088103,0.004682469034477181,0.007833368809573762
0.16,-49.605680617654684,6.505356694265064,139.99260050387022,0.2876749337574836,0.0038258232841474446,2.0031301441198694,6.544272801605663e-05,0.003002347055007028,0.35240155532230666,0.6327327958010297,0.0053533524485682715,0.9755644466677807,0.229576568303845,0.003793116395262306,0.005639168147452199
0.17,-58.358456636583945,6.5057945504447385,139.9918614762507,0.1266005952775709,0.015056632649758263,2.0033812836429363,4.7401233946780116e-05,0.0002613080583180622,0.10241104114165131,0.5607030680831008,0.003619482448844047,0.9725979125891794,0.24724515737225083,0.0030211512198650573,0.004098625559749582
0.18,-66.55954672677251,6.506110354635482,139.9912233916988,0.05006514738134497,0.051426273447978156,2.003607500063485,3.50344985101735e-05,2.6877657992439056e-05,0.017393426888233067,0.5006912862744867,0.002506135702050944,0.9686769506136621,0.26091800230283135,0.0023820194892323434,0.0030220868920706
0.19,-73.70589307994655,6.506335421453069,139.99069092810325,0.020673704012055226,0.1452958397893363,2.0038182143260785,2.649918941542478e-05,3.888167563645167e-06,0.0018251060705158917,0.4526020105328634,0.0017534104526891665,0.964177352989539,0.27133758009277537,0.00186936029464702,0.0022700274772973626
0.2,-79.40984890007074,6.506477209577188,139.9902881789121,0.009883131548990747,0.32562080205301447,2.004014144628876,2.0590987113110833e-05,8.40782283209427e-07,0.00012939066624235982,0.41512836029443323,0.0012363559683836215,0.9593090226882113,0.2791933811207996,0.0014676619896660107,0.001744638500450592
0.21,-83.51778291038858,6.506535167638242,139.99002913776815,0.005735728411903479,0.5635238125974308,2.0041946912991815,1.650134132216865e-05,2.7919452152745836e-07,7.25885289388079e-06,0.38657431976121737,0.000881984038060262,0.9542038576617788,0.2850761542329359,0.0011587901834918346,0.0013782540613768446
0.22,-86.23635260468306,6.5065121817132825,139.98989918490636,0.003982823676028171,0.7722076431060264,2.0043601020378214,1.3669132092843702e-05,1.3471983089866948e-07,5.439958451057225e-07,0.36522619140515744,0.0006414012227325201,0.9489498755561894,0.2894690452459146,0.0009250013072050573,0.001123265336129545
0.23,-87.95202421252057,6.5064175534402136,139.98986701768885,0.0031587190820775925,0.8988667664785258,2.004511988855072,1.1702039337280362e-05,8.51721739495455e-08,1.4909788912901076e-07,0.3495186380948733,0.0004798769185764926,0.9436069998821693,0.29275402525784633,0.0007503091830897587,0.0009457976928298183
0.24,-89.01972982481625,6.506264179109256,139.98990199406026,0.002732762828596574,0.9568159504964416,2.0046527431406256,1.0329316794796329e-05,6.410111587332372e-08,9.13733474822679e-08,0.3381131468058531,0.0003726276333712971,0.9382160257272516,0.2952248923144526,0.000621096740066857,0.0008219676529966752
0.25,-89.68933953943987,6.506065090732871,139.989981179697,0.0024949055650943033,0.9788422651879463,2.004784827117524,9.366367680791132e-06,5.3676834064888234e-08,6.950625200011836e-08,0.3299230299606101,0.0003022714654729199,0.9328045485776625,0.29710272484813455,0.0005262660142266617,0.0007352108673777688
0.26,-90.11716565984622,6.505831573995796,139.99008922904383,0.002353685411448501,0.9864949785681763,2.004910385157968,8.687709929106316e-06,4.7944801998168364e-08,5.83028920152543e-08,0.32410062201058726,0.0002568623133072357,0.9273911243634775,0.29855115280455724,0.00045707691533148,0.0006741617911037032
0.27,-90.39655805084635,6.5055726426513125,139.99021627616207,0.0022657507945153185,0.9891793378655956,2.0050311312253766,8.207697364157524e-06,4.454786319719485e-08,5.187571278689632e-08,0.32000372315995373,0.0002283194449148807,0.9219881931749693,0.29968986608275816,0.0004068200484864944,0.0006310385364642709
0.28,-90.58281795344892,6.505295185962064,139.9903560060033,0.0022089216288199483,0.9902321762198428,2.005148373680491,7.867378822273153e-06,4.242410301594276e-08,4.792863692313404e-08,0.3171556374996192,0.00021122946974151362,0.9166040966275207,0.30060571137623354,0.0003704398198705823,0.0006004915935090172
0.29,-90.70913795058424,6.505004341589198,139.99050432665106,0.0021711809897756265,0.990725719182268,2.0052630863418717,7.625849782873609e-06,4.104472756047333e-08,4.53914271854848e-08,0.31520735941475375,0.0002019783417415329,0.9112444434290755,0.3013613773085899,0.0003441770484078338,0.0005788177029861628
0.3,-90.7959226414637,6.504703887050364,139.9906585375703,0.0021456193068619366,0.9909997471560466,2.005375983779466,7.4544859435603215e-06,4.012458369489092e-08,4.37095771388371e-08,0.31390567332963537,0.00019814820713105524,0.9059130194022893,0.3020019672697446,0.0003252629595447379,0.0005634337072563695
0.31,-90.85606905313689,6.50439657672761,139.9908168226892,0.0021280779558671007,0.9911698781788304,2.0054875860808274,7.33312435640957e-06,3.9499633011748613e-08,4.257202195009683e-08,0.3130679086772666,0.0001981104674200756,0.9006123884206202,0.30255987124274,0.0003116719523986322,0.0005525252005145473
0.32,-90.89795581980349,6.5040844089265715,139.99097794020406,0.002115945210245182,0.9912820071829928,2.005598270001826,7.247484727953556e-06,3.907038076475677e-08,4.179303629622353e-08,0.3125627352699672,0.00020075650163135133,0.8953442880800621,0.30305832729266124,0.0003019291887339037,0.0005448102608931289
0.33,-90.92715846506502,6.503768828866291,139.99114102958947,0.002107526674546628,0.9913580053497584,2.005708307695659,7.18741267258516e-06,3.877388785677289e-08,4.125632864418673e-08,0.3122959185208464,0.00020532181518919404,0.8901098904259426,0.3035140001324046,0.0002949645401249416,0.0005393790643243861
0.34,-90.94746284188055,6.503450879768146,139.99130548825315,0.0021016925620609946,0.9914101512619041,2.005817895434826,7.14566471899462e-06,3.8568965062778547e-08,4.0886272957199634e-08,0.3121999019100947,0.00021127156213324318,0.8849099753076881,0.3039388406309932,0.0002900034004456173,0.0005355835464774737
0.35000000000000003,-90.96147978196836,6.503131313729981,139.9914708909975,0.002097673683126299,0.9914460126200528,2.005927174623788,7.117061730263756e-06,3.8427973555432286e-08,4.0632369568246636e-08,0.31222627016900656,0.00021822614448772798,0.8797450466402644,0.30434142048590074,0.00028648605986501265,0.0005329608902489446
0.36,-90.97103017940907,6.502810672409647,139.99163693623234,0.00209494040255878,0.9914705431505888,2.0060362470515676,7.097898562143761e-06,3.8332037310330324e-08,4.046018821045459e-08,0.31234033278345014,0.00022591258281318705,0.8746154114188861,0.3047278878204208,0.00028400868166342697,0.0005311800204194997
0.37,-90.97739671687643,6.502489345900319,139.99180340900068,0.0020931198659200363,0.9914871195270403,2.0061451860005466,7.0855138805830125e-06,3.82680054889627e-08,4.034586711002413e-08,0.3125172134116811,0.00023413204340508905,0.8695212348056433,0.3051026562872617,0.000282280017817732,0.0005300036117515482
0.38,-90.98148735463407,6.502167614886549,139.9919701558064,0.0020919507459789813,0.9914980571448122,2.0062540441880197,7.0780005951357645e-06,3.822669947207284e-08,4.027271797630679e-08,0.31273907779854854,0.00024273843115661377,0.8644625783401764,0.3054688934553501,0.0002810902660262942,0.0005292614823511693
0.39,-90.98394779753836,6.501845681224643,139.99213706683278,0.0020912476373011004,0.9915049848115212,2.0063628595211735,7.0739895276360076e-06,3.8201626741354907e-08,4.0228969033726545e-08,0.31299313901658354,0.0002516235343657427,0.8594394274562022,0.30582887270012327,0.00028028840922865363,0.0005288315292732989
0.4,-90.98523969123781,6.501523690282653,139.99230406326143,0.0020908782888176326,0.9915090520393536,2.0064716592980054,7.0724956824277515e-06,3.818816146265278e-08,4.020625470936373e-08,0.31327021013351825,0.00026070664876638565,0.8544517116339917,0.3061842287838561,0.00027976561343374755,0.0005286259483429943
0.41000000000000003,-90.98569304941294,6.501201746583183,139.9924710885741,0.0020907484383236147,0.9915110705854463,2.006580463146792,7.072812843512968e-06,3.818301369832377e-08,4.019861973348717e-08,0.31356369826382874,0.0002699274235259867,0.8494993187485209,0.30653613578438743,0.00027944357096576435,0.0005285816733014519
0.42,-90.98554411930793,6.500879925234718,139.99263810223147,0.0020907922649454577,0.9915116205514497,2.006689285173464,7.07444727738624e-06,3.8183827729575174e-08,4.020181410384185e-08,0.31386887248733586,0.0002792405167366532,0.8445821058525733,0.30688543676811486,0.0002792659692706518,0.0005286534009241842
0.43,-90.98496226028203,6.500558280216937,139.9928050751363,0.002090954826325002,0.9915111167727935,2.0067981355174966,7.076975990413927e-06,3.818899217807283e-08,4.021279582099646e-08,0.31418233768907433,0.00028861212639838004,0.8396999071816903,0.3072327372745812,0.00027919232562916235,0.0005288086231420617
0.44,-90.98406957455346,6.500236850414851,139.9929719863247,0.002091211041928207,0.9915098560617581,2.0069070214847384,7.080220753149016e-06,3.8197217047056605e-08,4.0229372848873625e-08,0.3145016457139495,0.0002980167325095308,0.8348525404279142,0.3075784739146151,0.00027919342088819404,0.0005290238179287196
0.45,-90.98295355035573,6.499915663774037,139.99313882075504,0.002091528591806548,0.991508051273844,2.007015948327778,7.083928227942064e-06,3.8207645325030646e-08,4.024997829907134e-08,0.31482504024025726,0.00030743507347949126,0.8300398110899696,0.30792296035242467,0.00027924826053412553,0.000529282159984998
0.46,-90.98167694301279,6.499594740289627,139.99330556765742,0.0020918926919133896,0.9915058552315256,2.0071249198067904,7.087989637655331e-06,3.821968823924421e-08,4.027348661475175e-08,0.31515126173852076,0.0003168529975427816,0.8252615157419766,0.3082664215006882,0.00027934177934066926,0.0005295715391438883
0.47000000000000003,-90.98028487989151,6.499274094319998,139.99347221929781,0.0020922898691117017,0.9915033775391089,2.0072339386237954,7.092302115523468e-06,3.8232880479880465e-08,4.0299088787746223e-08,0.31547940484507725,0.00032625985027783574,0.8205174447770613,0.3086090191811398,0.0002794631397224796,0.0005298832553913069
0.48,-90.97880986115271,6.498953736169065,139.99363877012192,0.0020927109107231083,0.9915006969005872,2.007343006719626,7.096795793130522e-06,3.824690776934959e-08,4.032620230394359e-08,0.31580881780521136,0.0003356473881739661,0.8158073842425141,0.30895086996821164,0.00027960453553553327,0.000530211038231364
0.49,-90.97727541088823,6.498633673263212,139.99380521612335,0.002093148475084658,0.9914978702853882,2.0074521254949906,7.101413111014451e-06,3.826148654163067e-08,4.035440505905002e-08,0.3161390289042209,0.000345009557172758,0.8111311173594662,0.3092920583144026,0.0002797603147231624,0.0005305503508885083
0.5,-90.9756984494418,6.49831391089785,139.9939715544387,0.0020935993507435204,0.9914949388613854,2.0075612959505618,7.1061340536508984e-06,3.827657319264315e-08,4.038339398936555e-08,0.31646969892562277,0.00035434198853070276,0.8064884255306523,0.3096326449725525,0.0002799264124077554,0.0005308979189680483
0.51,-90.9740910204464,6.497994452827093,139.99413778303904,0.0020940565116206286,0.9914919320426909,2.0076705187977466,7.110895585105504e-06,3.8291819555893246e-08,4.041295275380942e-08,0.3168005861602421,0.00036364178395108135,0.8018790891481246,0.3099726733949803,0.0002800999286824703,0.0005312514327646003
0.52,-90.97246195783455,6.497675301706036,139.99430390047146,0.0020945231351244026,0.9914888711199202,2.0077797945407863,7.1157370153100696e-06,3.8307435574413874e-08,4.044292217183392e-08,0.31713151492389835,0.0003729048605058267,0.797302884921766,0.3103121751456504,0.00028027875364129717,0.0005316091570376784
0.53,-90.97081762277983,6.497356459467773,139.99446990568586,0.0020949928752232875,0.9914857715971997,2.007889123550877,7.1205984369923295e-06,3.832318380563492e-08,4.0473189300332014e-08,0.31746235601571565,0.0003821330570613317,0.792759578802938,0.3106511734789729,0.00028046134684602474,0.0005319698906107965
0.54,-90.96916205760982,6.49703792726226,139.99463579804495,0.0020954659473363733,0.9914826432104231,2.007998506049173,7.125484568488547e-06,3.8339053042177354e-08,4.050367947237244e-08,0.31779302982706903,0.00039132288156941875,0.7882489691488214,0.31098968290705586,0.0002806467444758966,0.0005323328398313836
0.55,-90.96749825320967,6.496719705915578,139.9948015770873,0.002095941481773565,0.9914794932357337,2.0081079421965087,7.130388937323016e-06,3.835499537606438e-08,4.053434005104907e-08,0.31812347659302614,0.00040047368116253966,0.783770860095783,0.31132771431029643,0.00028083422957224895,0.0005326974270219945
0.56,-90.96582906959812,6.496401796180823,139.99496724238645,0.0020964186617139086,0.9914763286244676,2.0082174321412327,7.135305325622496e-06,3.837099747368512e-08,4.056511954295649e-08,0.31845363923077263,0.0004095848334027608,0.7793250144461754,0.3116652781415827,0.0002810231168507093,0.0005330630992262139
0.5700000000000001,-90.96415636452902,6.49608419849483,139.99513279368642,0.002096896956720867,0.9914731538873665,2.008326975971924,7.140229685156119e-06,3.838702764245653e-08,4.059598449756314e-08,0.31878348075105617,0.0004186559608944318,0.7749112087613053,0.3120023812589001,0.00028121296166428594,0.0005334294967191417
0.58,-90.9624812492532,6.4957669130566895,139.99529823085896,0.0020973760487825737,0.9914699717196525,2.0084365737322667,7.145159585597799e-06,3.840310285842049e-08,4.0626914475948365e-08,0.319112979129595,0.00042768688190081213,0.7705292290596142,0.31233902784573536,0.00028140349864388655,0.0005337964037641266
0.59,-90.96080461933052,6.495449939993529,139.99546355381386,0.0020978556829872163,0.9914667842936958,2.0085462254524384,7.150093061291e-06,3.8419189816535326e-08,4.0657893346634405e-08,0.319442116668753,0.00043667748141477226,0.7661788615867137,0.31267522131707587,0.00028159451426998904,0.0005341636462862589
0.6,-90.95912708931074,6.495133279338926,139.99562876251048,0.002098335681711608,0.9914635931000467,2.0086559311450416,7.155028760189481e-06,3.843530030214617e-08,4.0688909970063896e-08,0.319770881306847,0.0004456277305692662,0.7618598936334752,0.3130109640866703,0.00028178586255764044,0.0005345311044691673
0.61,-90.95744910951085,6.4948169310705515,139.99579385693752,0.0020988159174186575,0.9914603992286894,2.0087656908121785,7.159965683456243e-06,3.84514224406495e-08,4.071995622954425e-08,0.320099264270838,0.0004545376619761697,0.7575721133893382,0.3133462579858511,0.0002819774369399849,0.0005348986902337561
0.62,-90.95577100378857,6.4945008951224015,139.9959588371064,0.002099296297177169,0.9914572034612322,2.0088755044477415,7.164903108269708e-06,3.846755235481904e-08,4.075102624712602e-08,0.3204272593196145,0.00046340735626228415,0.7533153103010001,0.3136811043987911,0.00028216916117235555,0.0005352663399306304
0.63,-90.9540929551444,6.49418517137834,139.9961237030544,0.0020997767685263244,0.9914540062369215,2.008985372036189,7.169840616808541e-06,3.848368900710381e-08,4.078211666020081e-08,0.32075486303533735,0.0004722369449858361,0.7490892761088067,0.3140155042139217,0.00028236099277783146,0.0005356340171150335
0.64,-90.95241525721363,6.493869759761131,139.99628845479864,0.0021002572474341664,0.9914508082642717,2.009095293569296,7.17477755140988e-06,3.849982854183387e-08,4.081322213499607e-08,0.32108206978394943,0.00048102651844179005,0.7448938010637176,0.31434945870974923,0.00028255286275729116,0.000536001663973457
0.65,-90.9507379624079,6.493554660106224,139.99645309240088,0.0021007377186232513,0.9914476096659564,2.009205269022396,7.179713777682744e-06,3.8515971406236525e-08,4.0844341645614704e-08,0.3214088787698052,0.0004897762517046728,0.7407286801818914,0.31468296831790116,0.00028274475994385185,0.0005363692692893625
0.66,-90.94906126150214,6.493239872298694,139.99661761589746,0.0021012181274177567,0.9914444109004843,2.0093152983801668,7.184648861220609e-06,3.853211542875314e-08,4.0875471701369514e-08,0.32173528642223465,0.000498486271610439,0.7365937059851427,0.315016033956535,0.0002829366399934092,0.0005367367951225904
0.67,-90.94738516314308,6.492925396154698,139.99678202535918,0.002101698471186706,0.9914412119838912,2.0094253816142915,7.189582763266507e-06,3.8548260515880075e-08,4.0906612090219066e-08,0.32206129282741,0.0005071567682422019,0.7324886762651404,0.31534865590918404,0.0002831285022052379,0.0005371042387312588
0.68,-90.9457097691061,6.492611231524554,139.9969463208396,0.0021021787207013494,0.991438013158133,2.009535518702892,7.194515242889428e-06,3.856440566511436e-08,4.0937760927682324e-08,0.3223868962018763,0.0005157879005189405,0.7284133867079132,0.3156808347857592,0.00028332032354492587,0.0005374715793823735
0.6900000000000001,-90.94403510112112,6.492297378225915,139.99711050240813,0.002102658869675901,0.9914348144701515,2.00964570961792,7.199446233424335e-06,3.8580550616370664e-08,4.096891778482935e-08,0.32271209637079057,0.0005243798566264908,0.7243676366245718,0.3160125709212731,0.0002835121001292173,0.0005378388118277317
0.7000000000000001,-90.94236120488769,6.491983836084561,139.99727457012992,0.0021031389048610173,0.9914316160257551,2.0097559543328565,7.204375615987305e-06,3.859669491357362e-08,4.100008178519735e-08,0.32303689268021835,0.0005329328146890304,0.7203512251402823,0.31634386473562676,0.00028370382233314966,0.0005382059261886821
0.71,-90.94068810339522,6.491670604913811,139.99743852407565,0.0021036188194188845,0.9914284178757853,2.0098662528188163,7.209303321242894e-06,3.8612838334003366e-08,4.103125245547471e-08,0.32336128493655775,0.0005414469601883212,0.7163639541542387,0.31667471657585133,0.0002838954859423051,0.0005385729169949206
0.72,-90.93901581077007,6.491357684525479,139.99760236431703,0.002104098609145313,0.9914252200490625,2.009976605046639,7.214229299140958e-06,3.8628980712358846e-08,4.106242949441869e-08,0.3236852731213303,0.0005499224830134454,0.7124056248140737,0.31700512675520304,0.00028408708887462693,0.0005389397804816046
0.73,-90.93734438859669,6.491045074742175,139.997766090919,0.0021045782565371762,0.991422022689744,2.0100870109891686,7.219153397085445e-06,3.86451214733935e-08,4.109361175676571e-08,0.3240088562720513,0.0005583595525137568,0.7084760408363369,0.317335095763848,0.0002842786176351618,0.0005393065037234089
0.74,-90.93567381695271,6.49073277535573,139.99792970396186,0.0021050577672163642,0.9914188257436578,2.010197470613448,7.224075639621763e-06,3.866126078614929e-08,4.1124799564821135e-08,0.3243320350611646,0.0005667583697038403,0.704575008249009,0.3176646238080001,0.00028447007824120626,0.0005396730895644192
0.75,-90.93400410408059,6.490420786165801,139.9980932035215,0.0021055371384976224,0.991415629226095,2.0103079838879805,7.228995990019273e-06,3.8677398552885904e-08,4.115599271003018e-08,0.32465480960137544,0.0005751191213981794,0.7007023338338733,0.31799371119623326,0.0002846614699649803,0.0005400395354143346
0.76,-90.93233528815325,6.4901091069815005,139.99825658966864,0.002106016358629383,0.9914124332267436,2.010418550783042,7.233914346161235e-06,3.869353438147791e-08,4.118719040210757e-08,0.32497717941040305,0.0005834419783891504,0.6968578245500834,0.3183223583438705,0.00028485278492827937,0.0005404058329079786
0.77,-90.93066735130049,6.489797737587375,139.9984198624857,0.0021064954323762757,0.9914092376974426,2.010529171264265,7.238830728455428e-06,3.870966842017068e-08,4.1218392905242174e-08,0.3252991451310964,0.0005917271354356152,0.6930412908078035,0.31865056547696174,0.00028504402862130696,0.0005407719845240144
0.78,-90.92900033292983,6.4894866777891345,139.99858302204427,0.0021069743497980965,0.9914060427275242,2.010639845301266,7.243745034624367e-06,3.872580033611094e-08,4.124959953650345e-08,0.32562070625645795,0.0005999747667528353,0.689252541741004,0.31897833302201895,0.00028523519280759487,0.0005411379816673797
0.79,-90.92733423981167,6.489175927376739,139.99874606842326,0.002107453109100882,0.9914028483287465,2.010750572860678,7.24865723236549e-06,3.874193006508805e-08,4.128081013465137e-08,0.3259418629406291,0.0006081850550142631,0.685491389248381,0.31930566129703897,0.00028542627706126437,0.0005415038220695473
0.8,-90.92566908701117,6.488865486141574,139.99890900170044,0.0021079317052294733,0.9913996545334236,2.0108613539093927,7.25356727063348e-06,3.87580574376907e-08,4.1312024358270373e-08,0.32626261517325805,0.0006163581792127944,0.6817576459991105,0.3196325506516713,0.0002856172789564903,0.000541869501869589
0.81,-90.92400489391063,6.4885553538750065,139.99907182195338,0.0021084101296655784,0.991396461385756,2.01097218841429,7.258475086946956e-06,3.877418217348638e-08,4.1343241699895684e-08,0.3265829628597261,0.0006244943156192141,0.6780511255377693,0.3199590014531898,0.0002858081950225207,0.0005422350163875975
0.8200000000000001,-90.9223416782375,6.48824553036512,139.9992345292606,0.0021088883764876485,0.9913932689246076,2.0110830763416203,7.2633806247416136e-06,3.879030407694054e-08,4.137446176980352e-08,0.32690290594162535,0.0006325936402950211,0.6743716428733884,0.32028501406740667,0.00028599902216943593,0.0005426003612670134
0.8300000000000001,-90.92067944041945,6.487936015391998,139.99939712370443,0.002109366452231291,0.9913900771434957,2.0111940176561105,7.268283872678971e-06,3.880642332163635e-08,4.140568474228318e-08,0.3272224447076396,0.0006406563372131855,0.6707190146251768,0.32061058880253945,0.0002861897614238971,0.0005429655354865955
0.84,-90.91901820306848,6.487626808741489,139.99955960536377,0.0021098443471565193,0.9913868860945934,2.011305012323569,7.273184761530544e-06,3.8822539594059316e-08,4.1436910049707546e-08,0.32754157900692904,0.0006486825782022414,0.6670930579720089,0.32093572604786524,0.0002863804085029022,0.0005433305337709851
0.85,-90.91735798379598,6.4873179101955865,139.99972197431904,0.0021103220553140628,0.9913836958168996,2.0114160603090663,7.2780832354618906e-06,3.883865269334777e-08,4.1468137294917243e-08,0.3278603087908679,0.0006566725367225174,0.6634935914260458,0.32126042617847855,0.000286570960303663,0.0005436953518151821
0.86,-90.91569879956027,6.4870093195339775,139.99988423065145,0.0021107995713362405,0.9913805063477277,2.0115271615772263,7.282979240632424e-06,3.885476243537714e-08,4.149936610530657e-08,0.328178634026407,0.0006646263856629562,0.6599204347090131,0.32158468957052316,0.00028676141386570404,0.000544059985449014
0.87,-90.91404065728236,6.486701036531014,140.00004637444442,0.002111276893154586,0.9913773177000276,2.0116383160916533,7.287872745469754e-06,3.887086874537183e-08,4.153059631172746e-08,0.32849655488519885,0.0006725442991616316,0.6563734089077101,0.3219085165674681,0.00028695176863528083,0.0005444244324441398
0.88,-90.91238355624851,6.486393060956497,140.00020840578352,0.0021117540211933804,0.991374129868248,2.0117495238150798,7.292763735364933e-06,3.8886971631185345e-08,4.156182789910761e-08,0.32881407169523164,0.0006804264520624719,0.6528523364312624,0.3222319074887198,0.0002871420258862561,0.0005447886920514961
0.89,-90.91072751698508,6.486085392585062,140.00037032475115,0.002112230948677663,0.9913709428987807,2.011860784711147,7.2976521489206775e-06,3.890307086218485e-08,4.159306041298624e-08,0.3291311843595731,0.0006882730133862419,0.649357040497384,0.32255486273312056,0.0002873321817602698,0.0005451527594423905
0.9,-90.90907255023218,6.4857780311860935,140.000532131432,0.0021127076720473805,0.991367756814267,2.0119720987424934,7.302537946453348e-06,3.891916631429323e-08,4.1624293597197906e-08,0.32944789298093674,0.000696084153346044,0.6458873456843935,0.32287738266773824,0.0002875222347451524,0.0005455166316816076
0.91,-90.90741866623989,6.485470976526746,140.00069382591155,0.0021131841878371067,0.9913645716362772,2.0120834658713247,7.307421089468431e-06,3.8935257866607796e-08,4.165552720281008e-08,0.32976419767454945,0.0007038600412453385,0.6424430777658207,0.32319946766118696,0.00028771218343424726,0.0005458803059377504
0.92,-90.90576587389297,6.485164228373749,140.0008554082754,0.002113660495184773,0.9913613873818652,2.0121948860597434,7.312301544856902e-06,3.89513454827049e-08,4.1686761072728705e-08,0.33008009858236254,0.0007116008471282592,0.6390240632272254,0.323521118077271,0.0002879020267450596,0.0005462437796423689
0.93,-90.90411418255312,6.484857786489611,140.0010168786105,0.002114136590550837,0.9913582040708209,2.0123063592690595,7.3171792760619586e-06,3.8967429039495295e-08,4.1717994963605104e-08,0.3303955958431381,0.0007193067383057296,0.6356301302832822,0.3238423342883645,0.00028809176345900476,0.0005466070501549977
0.9400000000000001,-90.90246360080783,6.484551650635196,140.0011782370042,0.0021146124713046694,0.9913550217207445,2.012417885460258,7.322054249077985e-06,3.898350844345409e-08,4.174922866678487e-08,0.3307106896127646,0.0007269778817146922,0.6322611081870447,0.3241631166663248,0.0002882813925339804,0.0005469701149906405
