t,V,m,h,n
0.91,-75.30848835595371,0.051341052150702886,0.6002509273810978,0.3236023873204456
0.92,-75.31063091635015,0.05132807621820757,0.6002587155963812,0.32358606599264583
0.93,-75.31275750221452,0.0513151027352676,0.60026658125121,0.32356973684606216
0.9400000000000001,-75.31486821588989,0.05130213564801273,0.6002745236038176,0.323553400174264
0.9500000000000001,-75.31696315860962,0.05128917882394986,0.6002825419158061,0.3235370562692319
0.96,-75.31904242885122,0.05127623595663141,0.6002906354536189,0.32352070542071265
0.97,-75.32110612249257,0.051263310574936195,0.6002988034884028,0.32350434791627997
0.98,-75.32315433303074,0.05125040605597723,0.6003070452958147,0.32348798404142093
0.99,-75.32518715053924,0.05123752556508994,0.6003153601569449,0.3234716140791311
1.0,-75.32720466036301,0.05122467198066331,0.6003237473594724,0.32345523830940853
1.01,-75.32920694761908,0.0512118481545533,0.6003322061936821,0.32343885701100344
1.02,-75.33119409553504,0.05119905681630178,0.6003407359539349,0.3234224704607734
1.03,-75.33316618552963,0.0511863005780615,0.6003493359385975,0.3234060789337154
1.04,-75.3351232973939,0.051173581945326355,0.6003580054498818,0.32338968270303725
1.05,-75.33706550947227,0.05116090332766177,0.6003667437936852,0.3233732820402285
1.06,-75.33899289839158,0.05114826702315553,0.600375550279829,0.32335687721495693
1.07,-75.34090553438024,0.0511356749465208,0.600384424226186,0.32334046849325637
1.08,-75.34280348784962,0.051123129011879466,0.6003933649528765,0.3233240561400769
1.09,-75.34468682880633,0.05111063109880214,0.6004023717827865,0.3233076404190584
1.1,-75.34655562590854,0.05109818299765456,0.6004114440423992,0.3232912215921657
1.11,-75.34840994658714,0.05108578641684173,0.600420581061688,0.3232747999197371
1.12,-75.35024985716682,0.05107344299005196,0.6004297821740097,0.32325837566053184
1.1300000000000001,-75.35207542298723,0.05106115428350107,0.6004390467159967,0.32324194907177833
1.1400000000000001,-75.35388670659056,0.05104892169109757,0.6004483740291315,0.32322552040848374
1.1500000000000001,-75.35568376835074,0.051036746471138546,0.6004577634591968,0.3232090899236754
1.16,-75.35746666909061,0.051024629898237514,0.6004672143539999,0.32319265786940293
1.17,-75.35923546869147,0.051012573182951576,0.6004767260645789,0.3231762244962084
1.18,-75.36099022618002,0.051000577477042765,0.6004862979451254,0.32315979005316153
1.19,-75.36273099981574,0.05098864387876459,0.600495929352907,0.32314335478789435
1.2,-75.36445784717819,0.05097677343814864,0.6005056196481889,0.3231269189466367
1.21,-75.36617082476147,0.050964967133621863,0.6005153681945833,0.32311048277406346
1.22,-75.36786998637007,0.050953225778904196,0.6005251743604342,0.3230940465126862
1.23,-75.36955538628565,0.05094155020741528,0.6005350375160762,0.3230776104040599
1.24,-75.37122707833653,0.05092994121834954,0.6005449570346373,0.3230611746884307
1.25,-75.3728851157631,0.050918399569059136,0.6005549322921528,0.32304473960468644
1.26,-75.37452955128,0.050906925978874626,0.6005649626675098,0.3230283053903823
1.27,-75.37616043713828,0.05089552113292558,0.6005750475423909,0.32301187228176625
1.28,-75.37777782514117,0.050884185683211014,0.6005851863012579,0.3229954405137868
1.29,-75.37938176501747,0.05087292015233244,0.6005953783327488,0.3229790103194795
1.3,-75.38097230612678,0.05086172503468835,0.6006056230282082,0.3229625819306141
1.31,-75.38254949795596,0.050850600826050495,0.6006159197812581,0.32294615557788464
1.32,-75.3841133895505,0.05083954798998997,0.6006262679882846,0.32292973149069604
1.33,-75.38566402955492,0.05082856696041083,0.6006366670484004,0.32291330989718153
1.34,-75.38720146625317,0.05081765814408366,0.6006471163634074,0.32289689102421965
1.35,-75.38872574760914,0.0508068219231792,0.6006576153377601,0.3228804750974517
1.36,-75.39023692389826,0.050796058826291984,0.60066816337601,0.3228640623424925
1.37,-75.39173503366418,0.05078536862943238,0.6006787598961532,0.3228476529786635
1.3800000000000001,-75.39322012897102,0.0507747519692641,0.6006894043056996,0.32283124723021417
1.3900000000000001,-75.39469225565247,0.05076420907916474,0.600700096020436,0.3228148453175145
1.4000000000000001,-75.39615145940412,0.05075374018012252,0.6007108344586157,0.32279844745978625
1.41,-75.3975977857835,0.05074334548073631,0.6007216190409602,0.3227820538751034
1.42,-75.39903128021004,0.05073302517721559,0.6007324491906579,0.3227656647803915
1.43,-75.40045198784267,0.05072277944621768,0.6007433243334629,0.3227492803913855
1.44,-75.40185995264824,0.05071260839035306,0.60075424389844,0.32273290092230617
1.45,-75.40325521896393,0.050702512129584404,0.6007652073167145,0.32271652658640254
1.46,-75.40463783115348,0.05069249078111474,0.6007762140217474,0.32270015759583287
1.47,-75.40600783339839,0.050682544447176237,0.6007872634495027,0.322683794161592
1.48,-75.40736526969796,0.050672673215030176,0.6007983550384468,0.32266743649351115
1.49,-75.40871018386932,0.05066287715696695,0.600809488229549,0.3226510848002583
1.5,-75.41004261954734,0.05065315633030606,0.6008206624662814,0.3226347392893377
1.51,-75.41136262018472,0.05064351077739615,0.6008318771946188,0.32261840016709054
1.52,-75.41267022905193,0.05063394052561497,0.6008431318630385,0.3226020676386941
1.53,-75.41396548898128,0.05062444557985633,0.600854425922491,0.3225857419082271
1.54,-75.41524844243611,0.05061502592455993,0.6008657588264075,0.3225694231786519
1.55,-75.41651913194502,0.05060568153645979,0.6008771300307506,0.32255311165170497
1.56,-75.41777759983783,0.05059641237683135,0.6008885389939842,0.32253680752796343
1.57,-75.41902388824434,0.05058721839145746,0.6008999851770725,0.3225205110068455
1.58,-75.42025803909436,0.05057809951062844,0.6009114680434806,0.32250422228661035
1.59,-75.4214800941178,0.050569055649142026,0.6009229870591739,0.3224879415643582
1.6,-75.42269009484448,0.0505600867063034,0.600934541692619,0.32247166903603036
1.61,-75.42388808260434,0.050551192565925204,0.6009461314147825,0.32245540489640917
1.62,-75.42507409876409,0.050542373113847,0.6009577556988259,0.3224391493392744
1.6300000000000001,-75.42624818628674,0.05053362835331179,0.6009694140180869,0.3224229025584342
1.6400000000000001,-75.42741038701514,0.050524958203987516,0.6009811058495949,0.32240666474592944
1.6500000000000001,-75.42856074234149,0.050516362551507384,0.6009928306732039,0.3223904360924764
1.6600000000000001,-75.42969929353343,0.05050784127159112,0.6010045879711708,0.3223742167876823
1.67,-75.43082608173404,0.050499394230045,0.6010163772281563,0.3223580070200451
1.68,-75.43194114796182,0.05049102128276183,0.6010281979312234,0.32234180697695375
1.69,-75.4330445331107,0.05048272227572098,0.6010400495698388,0.32232561684468797
1.7,-75.43413627795007,0.05047449704498834,0.6010519316358718,0.3223094368084185
1.71,-75.4352164231247,0.05046634541671635,0.6010638436235952,0.3222932670522068
1.72,-75.4362850098859,0.05045826726633188,0.6010757850284947,0.3222771077596342
1.73,-75.4373420797965,0.05045026249465051,0.6010877553477497,0.3222609591135482
1.74,-75.43838767365304,0.05044233094062742,0.6010997540819868,0.322244821295135
1.75,-75.43942183217429,0.050434472437090136,0.6011117807341597,0.32222869448451197
1.76,-75.44044459600238,0.05042668681083063,0.6011238348095472,0.3222125788607285
1.77,-75.44145600570272,0.05041897388260525,0.6011359158157531,0.3221964746017661
1.78,-75.44245610176408,0.05041133346713477,0.6011480232627066,0.3221803818845384
1.79,-75.44344492459855,0.05040376537310438,0.6011601566626616,0.32216430088489095
1.8,-75.44442251454156,0.050396269403163656,0.6011723155301979,0.32214823177760166
1.81,-75.44538892912527,0.050388846550909125,0.601184498756677,0.3221321750221726
1.82,-75.44634416800344,0.05038149382452451,0.6011967073453097,0.32211613011346074
1.83,-75.44728829718647,0.05037421281035369,0.6012089398836955,0.3221000976497893
1.84,-75.44822135639357,0.05036700327391112,0.6012211959122099,0.32208407779419385
1.85,-75.44914338534389,0.0503598649807113,0.6012334749712284,0.32206807070971
1.86,-75.45005442375658,0.050352797696268686,0.6012457766011265,0.3220520765593734
1.87,-75.45095451135082,0.05034580118609777,0.6012581003422798,0.3220360955062197
1.8800000000000001,-75.45184368784574,0.050338875215713015,0.6012704457350637,0.32202012771328437
1.8900000000000001,-75.45272199296053,0.0503320195506289,0.6012828123198539,0.32200417334360315
1.9000000000000001,-75.45358946641434,0.05032523395635991,0.6012951996370259,0.32198823256021164
1.9100000000000001,-75.4544461480694,0.0503185182266153,0.6013076072367387,0.3219723055218221
1.92,-75.45529207782971,0.050311872163339245,0.6013200346720095,0.3219563923858841
1.93,-75.45612729546593,0.050305295542199265,0.6013324814867366,0.3219404933138764
1.94,-75.45695184074873,0.050298788138857846,0.6013449472248171,0.3219246084672786
1.95,-75.45776575344877,0.05029234972897747,0.601357431430148,0.3219087380075702
1.96,-75.45856907333666,0.05028598008822062,0.601369933646626,0.32189288209623074
1.97,-75.4593618401831,0.05027967899224978,0.6013824534181483,0.3218770408947398
1.98,-75.46014409375873,0.05027344621672741,0.6013949902886118,0.3218612145645769
1.99,-75.46091587383418,0.050267281537316015,0.6014075438019132,0.32184540326722155
2.0,-75.46167722018012,0.05026118472967807,0.6014201135019496,0.3218296071641533
2.0100000000000002,-75.46242817252829,0.05025515556878825,0.6014326989351951,0.3218138264156897
2.02,-75.46316876951342,0.050249193810224586,0.6014452997208032,0.3217980611493759
2.0300000000000002,-75.46389905016655,0.05024329921657351,0.601457915451667,0.32178231150459874
2.04,-75.46461905396849,0.050237471558372146,0.6014705456908882,0.3217665776341779
2.05,-75.46532882039999,0.050231710606157616,0.6014831900015684,0.32175085969093326
2.06,-75.46602838894182,0.050226016130467045,0.6014958479468093,0.32173515782768475
2.07,-75.46671779907477,0.05022038790183756,0.6015085190897126,0.3217194721972522
2.08,-75.46739709027958,0.05021482569080629,0.6015212029933801,0.3217038029524555
2.09,-75.46806630203703,0.05020932926791036,0.6015338992209133,0.3216881502461145
2.1,-75.46872547382789,0.050203898403686886,0.601546607335414,0.3216725142310491
2.11,-75.46937464513292,0.05019853286867301,0.6015593268999837,0.3216568950600791
2.12,-75.47001385516454,0.050193232428133484,0.6015720574908969,0.32164129288010596
2.13,-75.47064314131804,0.05018799681163539,0.6015847987736153,0.3216257077979586
2.14,-75.47126254225468,0.05018282577361609,0.6015975503514643,0.3216101399483842
2.15,-75.47187209699125,0.05017771907549765,0.601610311810319,0.3215945894739704
2.16,-75.47247184454457,0.050172676478702175,0.601623082736054,0.3215790565173051
2.17,-75.47306182393142,0.05016769774465175,0.6016358627145442,0.3215635412209761
2.18,-75.47364207416858,0.050162782634768456,0.6016486513316643,0.321548043727571
2.19,-75.47421263427289,0.05015793091047439,0.6016614481732894,0.32153256417967785
2.2,-75.4747735432611,0.050153142333191625,0.601674252825294,0.32151710271988426
2.21,-75.47532484015002,0.050148416664342256,0.601687064873553,0.3215016594907781
2.22,-75.47586656395646,0.050143753665348366,0.6016998839039414,0.32148623463494713
2.23,-75.47639875307681,0.05013915309521082,0.6017127095322012,0.3214708282816395
2.24,-75.47692144446366,0.05013461470729577,0.6017255414435828,0.3214554405290591
2.25,-75.47743467655799,0.05013013826077808,0.6017383792516822,0.3214400715074128
2.2600000000000002,-75.47793848791576,0.05012572351528128,0.60175122256456,0.32142472134937927
2.27,-75.47843291709293,0.050121370230428945,0.6017640709902775,0.32140939018763753
2.2800000000000002,-75.47891800264544,0.050117078165844625,0.6017769241368953,0.3213940781548663
2.29,-75.47939378312925,0.05011284708115187,0.6017897816124745,0.32137878538374454
2.3000000000000003,-75.47986029710032,0.05010867673597425,0.601802643025076,0.321363512006951
2.31,-75.48031758311457,0.050104566889935316,0.6018155079827606,0.32134825815716467
2.32,-75.48076567972798,0.05010051730265862,0.6018283760935893,0.3213330239670643
2.33,-75.4812046254965,0.050096527733767715,0.601841246965623,0.32131780956932876
2.34,-75.48163445760002,0.05009259794728149,0.6018541202654687,0.32130261507064634
2.35,-75.4820552124738,0.05008872770959728,0.6018669956914146,0.3212874405636413
2.36,-75.48246692816691,0.050084916781957624,0.6018798728730865,0.32127228617141895
2.37,-75.48286964273635,0.05008116492557995,0.601892751439776,0.3212571520172333
2.38,-75.483263394239,0.05007747190168171,0.6019056310207748,0.3212420382243382
2.39,-75.48364822073187,0.05007383747148032,0.6019185112453742,0.3212269449159875
2.4,-75.48402416027187,0.05007026139619326,0.6019313917428659,0.3212118722154351
2.41,-75.48439125091598,0.05006674343703793,0.6019442721425416,0.32119682024593493
2.42,-75.48474953072112,0.050063283355231795,0.6019571520736927,0.32118178913074086
2.43,-75.48509903774425,0.05005988091199229,0.6019700311656109,0.3211667789931067
2.44,-75.48543981004234,0.05005653586853684,0.6019829090475876,0.3211517899562864
2.45,-75.48577188567229,0.050053247986082905,0.6019957853489144,0.32113682214353384
2.46,-75.48609530154444,0.050050017030389,0.6020086597406128,0.32112187565967704
2.47,-75.48641009245651,0.050046842775579733,0.602021531970583,0.3211069505755981
2.48,-75.48671629566289,0.05004372498605107,0.6020344016973251,0.3210920470016538
2.49,-75.48701394855551,0.050040663425653865,0.6020472685743303,0.32107716505041267
2.5,-75.48730308852642,0.050037657858238965,0.6020601322550895,0.32106230483444337
2.5100000000000002,-75.48758375296757,0.05003470804765722,0.6020729923930934,0.3210474664663145
2.52,-75.48785597927095,0.050031813757759475,0.6020858486418332,0.3210326500585947
2.5300000000000002,-75.48811980482857,0.05002897475239658,0.6020987006547998,0.3210178557238526
2.54,-75.4883752670324,0.05002619079541938,0.602111548085484,0.32100308357465684
2.5500000000000003,-75.48862240327443,0.05002346165067873,0.6021243905873768,0.320988333723576
2.56,-75.48886125094667,0.050020787082025474,0.6021372278139692,0.3209736062831787
2.57,-75.48909184744109,0.05001816685331045,0.602150059418752,0.3209589013660336
2.58,-75.48931422946937,0.050015600732371567,0.6021628850768929,0.32094421907520126
2.59,-75.48952843073401,0.050013088504682286,0.6021757045594391,0.32092955947168617
2.6,-75.4897344874608,0.0500106299409282,0.6021885175570405,0.320914922651758
2.61,-75.4899324363173,0.05000822480920554,0.602201323746269,0.3209003087178611
2.62,-75.49012231397114,0.050005872877610574,0.6022141228036968,0.3208857177724401
2.63,-75.49030415708991,0.05000357391423955,0.6022269144058958,0.32087114991793936
2.64,-75.49047800234118,0.050001327687188714,0.6022396982294383,0.32085660525680343
2.65,-75.49064388639255,0.04999913396455432,0.6022524739508963,0.3208420838914767
2.66,-75.4908018459116,0.049996992514432625,0.6022652412468419,0.3208275859244038
2.67,-75.49095191756597,0.04999490310491987,0.6022779997938472,0.32081311145802904
2.68,-75.4910941380232,0.04999286550411232,0.6022907492684842,0.320798660594797
2.69,-75.49122854395091,0.04999087948010621,0.6023034893473251,0.32078423343715207
2.7,-75.49135511926404,0.049988945166260595,0.6023162212125334,0.32076982943126586
2.71,-75.49147401733504,0.04998706152259966,0.6023289412098564,0.3207554501314576
2.72,-75.49158520127764,0.049985228826511324,0.6023416511151359,0.32074109472512
2.73,-75.49168870764031,0.049983446846916815,0.6023543506083446,0.3207267633132154
2.74,-75.49178457290729,0.04998171535318173,0.6023670393712868,0.3207124559959076
2.75,-75.49187283349869,0.04998003411511601,0.6023797170875982,0.3206981728725619
2.7600000000000002,-75.49195352577041,0.049978402902973985,0.6023923834427464,0.3206839140417455
2.77,-75.49202668601423,0.049976821487454345,0.6024050381240307,0.320669679601227
2.7800000000000002,-75.49209235045765,0.04997528963970015,0.6024176808205817,0.32065546964797664
2.79,-75.49215055526412,0.04997380713129882,0.6024303112233621,0.3206412842781662
2.8000000000000003,-75.49220133653279,0.049972373734282156,0.6024429290251659,0.32062712358716916
2.81,-75.49224473029871,0.0499709892211263,0.6024555339206191,0.32061298766956053
2.82,-75.49228077246033,0.04996965336523184,0.6024681256078611,0.3205988766183932
2.83,-75.49230949543596,0.04996836596309127,0.6024807038662164,0.3205847904917774
2.84,-75.49233093271039,0.0499671268041453,0.6024932684505763,0.32057072935832626
2.85,-75.49234511944252,0.049965935666754106,0.6025058190772815,0.32055669330323006
2.86,-75.49235209070541,0.049964792329866135,0.6025183554650094,0.3205426824106637
2.87,-75.4923518814862,0.0499636965730182,0.602530877334773,0.32052869676378654
2.88,-75.49234452668617,0.04996264817633539,0.6025433844099215,0.3205147364447426
2.89,-75.49233006112065,0.04996164692053116,0.6025558764161402,0.3205008015346604
2.9,-75.49230851951914,0.049960692586907246,0.6025683530814502,0.3204868921136531
2.91,-75.49227993652524,0.04995978495735373,0.602580814136209,0.32047300826081837
2.92,-75.49224434669664,0.049958923814349014,0.6025932593131099,0.3204591500542384
2.93,-75.49220178450513,0.04995810894095981,0.6026056883471823,0.32044531757098016
2.94,-75.49215228433664,0.04995734012084115,0.6026181009757917,0.32043151088709493
2.95,-75.49209588049122,0.049956617138236396,0.6026304969386396,0.3204177300776187
2.96,-75.49203260718298,0.04995593977797723,0.6026428759777636,0.32040397521657205
2.97,-75.49196249854018,0.04995530782548365,0.6026552378375372,0.32039024637696
2.98,-75.49188558860517,0.04995472106676398,0.6026675822646701,0.3203765436307723
2.99,-75.49180191133445,0.049954179288414856,0.602679909008208,0.3203628670489831
3.0,-75.49171150059856,0.04995368227762124,0.6026922178195326,0.3203492167015513
3.0100000000000002,-75.4916143901822,0.04995322982215643,0.6027045084523618,0.32033559265742023
3.02,-75.49151061378419,0.04995282171038201,0.6027167806627494,0.32032199498451785
3.0300000000000002,-75.49140020501741,0.049952457731247915,0.6027290342090852,0.3203084237497567
3.04,-75.4912831974089,0.0499521376742924,0.6027412688520951,0.3202948790190338
3.0500000000000003,-75.49115962439978,0.04995186132964202,0.6027534843548412,0.3202813608572308
3.06,-75.4910295193453,0.04995162848801167,0.6027656804827214,0.320267869328214
3.0700000000000003,-75.49089291551479,0.04995143894070456,0.6027778570034699,0.3202544044948341
3.08,-75.49074984609172,0.049951292479612205,0.6027900136871568,0.3202409664189266
3.09,-75.49060034419854,0.049951188897348,0.6028021503019138,0.3202275551632711
3.1,-75.49044444324406,0.04995112798911063,0.6028142665542793,0.32021417081894643
3.11,-75.49028217633885,0.049951109549547915,0.6028263621895968,0.32020081345929297
3.12,-75.4901135763857,0.04995113337324217,0.6028384369764765,0.3201874831470386
3.13,-75.48993867620374,0.0499511992553758,0.6028504906854874,0.3201741799440685
3.14,-75.48975750852836,0.04995130699173131,0.6028625230891576,0.3201609039114254
3.15,-75.48957010601131,0.049951456378691306,0.6028745339619744,0.32014765510930915
3.16,-75.48937650122062,0.049951647213238484,0.6028865230803846,0.3201344335970773
3.17,-75.4891767266406,0.04995187929295563,0.6028984902227937,0.32012123943324455
3.18,-75.4889708146719,0.04995215241602563,0.6029104351695664,0.3201080726754832
3.19,-75.48875879763145,0.04995246638123146,0.6029223577030268,0.3200949333806228
3.2,-75.48854070775249,0.04995282098795619,0.6029342576074579,0.32008182160465026
3.21,-75.48831657718459,0.049953216036182996,0.602946134669102,0.32006873740271
3.22,-75.4880864379936,0.04995365132649514,0.6029579886761601,0.32005568082910385
3.23,-75.48785032216166,0.04995412666007597,0.6029698194187932,0.3200426519372909
3.24,-75.48760826158727,0.049954641838708944,0.6029816266891206,0.32002965077988776
3.25,-75.48736028808514,0.0499551966647776,0.6029934102812212,0.3200166774086683
3.2600000000000002,-75.4871064333864,0.049955790941265586,0.603005169991133,0.32000373187456393
3.27,-75.48684672913839,0.04995642447175663,0.6030169056168528,0.3199908142276634
3.2800000000000002,-75.48658120690482,0.04995709706043457,0.6030286169583372,0.3199779245172128
3.29,-75.48630989816564,0.049957808512083327,0.6030403038175012,0.3199650627916157
3.3000000000000003,-75.48603283431717,0.04995855863208692,0.6030519659982195,0.31995222909843296
3.31,-75.48575004667201,0.04995934722642945,0.6030636033063256,0.3199394234843829
3.3200000000000003,-75.48546156645902,0.049960174101695135,0.6030752155496124,0.31992664599534126
3.33,-75.48516742482346,0.049961039065068276,0.6030868025378316,0.3199138966763411
3.34,-75.4848676528268,0.04996194192433327,0.6030983640826946,0.31990117557157305
3.35,-75.48456228144684,0.0499628824878746,0.6031098999978713,0.3198884827243848
3.36,-75.48425134167913,0.049963860562763085,0.6031214100886321,0.3198758181820157
3.37,-75.48393486513973,0.04996487594337445,0.6031328940902406,0.3198631820237498
3.38,-75.48361288282429,0.04996592843481771,0.6031443517947698,0.31985057430296276
3.39,-75.48328542549659,0.04996701784559755,0.603155783011384,0.31983799506527233
3.4,-75.48295252384099,0.0499681439847396,0.6031671875507781,0.3198254443556495
3.41,-75.48261420846228,0.0499693066617904,0.603178565225178,0.3198129222184186
3.42,-75.4822705098858,0.04997050568681744,0.6031899158483397,0.31980042869725694
3.43,-75.48192145855734,0.049971740870409155,0.6032012392355504,0.3197879638351952
3.44,-75.48156708484323,0.0499730120236749,0.6032125352036274,0.3197755276746172
3.45,-75.48120741903028,0.04997431895824497,0.6032238035709192,0.3197631202572599
