t,G,I
1.2,245.47256385857776,5.234292622314
1.21,246.23865253549783,5.236232449220828
1.22,247.00426742319812,5.23817206857728
1.23,247.76940885251852,5.240111480405565
1.24,248.53407715380442,5.242050684727886
1.25,249.29827265690645,5.243989681566445
1.26,250.06199569118073,5.245928470943441
1.27,250.8252465854887,5.247867052881072
1.28,251.58802566819725,5.249805427401533
1.29,252.35033326717857,5.251743594527015
1.3,253.11216970981025,5.253681554279709
1.31,253.8735353229753,5.255619306681802
1.32,254.63443043306208,5.25755685175548
1.33,255.39485536596433,5.259494189522925
1.34,256.15481044708116,5.261431320006317
1.35,256.91429600436635,5.263368243227837
1.36,257.6733123672501,5.26530495920966
1.37,258.43185986054226,5.2672414679739585
1.3800000000000001,259.1899388085476,5.269177769542906
1.3900000000000001,259.947549535106,5.271113863938669
1.4000000000000001,260.70469236359276,5.273049751183415
1.41,261.4613676169182,5.274985431299308
1.42,262.21757561752804,5.27692090430851
1.43,262.9733166874033,5.27885617023318
1.44,263.7285911480601,5.280791229095474
1.45,264.48339932054984,5.282726080917547
1.46,265.2377415254592,5.28466072572155
1.47,265.9916180829102,5.286595163529635
1.48,266.7450293125599,5.288529394363948
1.49,267.49797553360077,5.290463418246634
1.5,268.25045706476044,5.292397235199835
1.51,269.0024742243018,5.294330845245692
1.52,269.7540273300231,5.2962642484063425
1.53,270.50511669925766,5.298197444703923
1.54,271.25574264887416,5.300130434160565
1.55,272.00590549527647,5.3020632167984
1.56,272.7556055544037,5.303995792639556
1.57,273.50484314173036,5.305928161706159
1.58,274.25361857226596,5.307860324020333
1.59,275.00193216055544,5.309792279604199
1.6,275.7497842206789,5.311724028479875
1.61,276.49717506625177,5.3136555706694795
1.62,277.2441048992777,5.315586906195096
1.6300000000000001,277.99057428330343,5.317518035078901
1.6400000000000001,278.73658339624274,5.31944895734297
1.6500000000000001,279.48213255100154,5.3213796730094085
1.6600000000000001,280.22722206002385,5.3233101821003235
1.67,280.9718522352928,5.325240484637816
1.68,281.71602338833145,5.327170580643987
1.69,282.4597358302041,5.329100470140934
1.7,283.20298987151733,5.331030153150752
1.71,283.94578582242065,5.332959629695534
1.72,284.68812399260787,5.33488889979737
1.73,285.43000469131823,5.33681796347835
1.74,286.171428227337,5.338746820760559
1.75,286.91239490899704,5.34067547166608
1.76,287.6529050441794,5.342603916216993
1.77,288.39295894031454,5.34453215443538
1.78,289.1325569043833,5.3464601863433145
1.79,289.87169924291817,5.3483880119628715
1.8,290.61038626200394,5.350315631316123
1.81,291.348618267279,5.352243044425138
1.82,292.0863955639362,5.354170251311983
1.83,292.8237184567242,5.3560972519987216
1.84,293.560587249948,5.358024046507418
1.85,294.2970022474705,5.35995063486013
1.86,295.0329637527132,5.361877017078917
1.87,295.7684720686573,5.363803193185832
1.8800000000000001,296.50352749784463,5.3657291632029285
1.8900000000000001,297.2381303434155,5.367654927152258
1.9000000000000001,297.97228091389377,5.369580485055868
1.9100000000000001,298.7059795123366,5.371505836935807
1.92,299.439226440249,5.373430982814117
1.93,300.17202199872537,5.3753559227128385
1.94,300.90436648845076,5.377280656654012
1.95,301.6362602097022,5.379205184659671
1.96,302.36770346235005,5.3811295067518525
1.97,303.09869654585947,5.383053622952586
1.98,303.82923975929157,5.384977533283901
1.99,304.55933340130485,5.386901237767825
2.0,305.28897777015663,5.388824736426382
2.0100000000000002,306.0181731637043,5.3907480292815935
2.02,306.74691987940656,5.39267111635548
2.0300000000000002,307.475218214325,5.394593997670059
2.04,308.2030684651254,5.396516673247344
2.05,308.93047092807893,5.398439143109351
2.06,309.6574258990635,5.400361407278087
2.07,310.38393367356537,5.402283465775561
2.08,311.1099945466801,5.404205318623779
2.09,311.8356088131144,5.406126965844744
2.1,312.5607767671869,5.408048407460457
2.11,313.2854987028299,5.409969643492917
2.12,314.0097749135907,5.411890673964119
2.13,314.73360569263264,5.413811498896057
2.14,315.4569913327369,5.415732118310723
2.15,316.17993212630336,5.417652532230107
2.16,316.90242836535236,5.419572740676193
2.17,317.6244803415258,5.421492743670968
2.18,318.34608834608855,5.423412541236413
2.19,319.06725266992987,5.425332133394507
2.2,319.7879736035647,5.427251520167229
2.21,320.5082514371349,5.429170701576553
2.22,321.22808646041085,5.431089677644452
2.23,321.9474789627925,5.433008448392895
2.24,322.66642923331096,5.4349270138438515
2.25,323.3849375606297,5.436845374019287
2.2600000000000002,324.1030042330459,5.4387635289411635
2.27,324.820629538492,5.440681478631443
2.2800000000000002,325.53781376453685,5.442599223112083
2.29,326.2545571983869,5.444516762405041
2.3000000000000003,326.97086012688806,5.446434096532269
2.31,327.68672283652637,5.44835122551572
2.32,328.40214561343004,5.450268149377343
2.33,329.1171287433703,5.452184868139083
2.34,329.83167251176286,5.454101381822888
2.35,330.5457772036695,5.456017690450696
2.36,331.25944310379896,5.4579337940444494
2.37,331.97267049661355,5.459849692626085
2.38,332.6854596670423,5.461765386217539
2.39,333.3978108990353,5.463680874840742
2.4,334.1097244760001,5.465596158517627
2.41,334.8212006810018,5.467511237270122
2.42,335.53223979676363,5.469426111120151
2.43,336.24284210566896,5.471340780089639
2.44,336.95300788976243,5.473255244200505
2.45,337.66273743075146,5.475169503474671
2.46,338.37203101000733,5.47708355793405
2.47,339.08088890856703,5.478997407600558
2.48,339.7893114071343,5.480911052496106
2.49,340.49729878608116,5.482824492642603
2.5,341.20485132544934,5.484737728061957
2.5100000000000002,341.9119693049516,5.486650758776072
2.52,342.6186530039729,5.48856358480685
2.5300000000000002,343.3249027015724,5.490476206176192
2.54,344.0307186764841,5.492388622905994
2.5500000000000003,344.73610120711896,5.494300835018153
2.56,345.44105057156554,5.496212842534561
2.57,346.14556704759207,5.498124645477109
2.58,346.8496509126474,5.500036243867685
2.59,347.5533024438626,5.501947637728175
2.6,348.2565219180523,5.503858827080463
2.61,348.9593096117158,5.505769811946429
2.62,349.6616658010392,5.507680592347954
2.63,350.3635907618959,5.509591168306913
2.64,351.0650847698486,5.511501539845181
2.65,351.7661481001505,5.51341170698463
2.66,352.4667810277465,5.515321669747128
2.67,353.166983827275,5.5172314281545445
2.68,353.86675677306886,5.519140982228744
2.69,354.56610013915713,5.521050331991588
2.7,355.26501419926626,5.522959477464937
2.71,355.9634992268215,5.52486841867065
2.72,356.6615554949484,5.5267771556305805
2.73,357.35918327647397,5.5286856883665845
2.74,358.0563828439283,5.530594016900511
2.75,358.7531544695459,5.532502141254209
2.7600000000000002,359.44949842526705,5.534410061449526
2.77,360.1454149827391,5.5363177775083035
2.7800000000000002,360.8409044133181,5.538225289452385
2.79,361.53596698806984,5.540132597303609
2.8000000000000003,362.2306029777717,5.542039701083813
2.81,362.92481265291354,5.543946600814832
2.82,363.61859628369956,5.545853296518497
2.83,364.31195414004924,5.547759788216639
2.84,365.0048864915991,5.549666075931085
2.85,365.6973936067449,5.551572159683661
2.86,366.38947574285976,5.553478039496186
2.87,367.08113316432724,5.555383715390481
2.88,367.77236613841217,5.557289187388364
2.89,368.4631749320618,5.559194455511651
2.9,369.15355981190663,5.561099519782155
2.91,369.84352104426137,5.563004380221686
2.92,370.5330588951255,5.564909036852055
2.93,371.2221736301845,5.566813489695067
2.94,371.9108655148101,5.568717738772526
2.95,372.59913481406187,5.570621784106235
2.96,373.2869817926873,5.572525625717992
2.97,373.97440671512317,5.574429263629594
2.98,374.6614098454961,5.576332697862837
2.99,375.34799144762366,5.578235928439512
3.0,376.0341517850147,5.58013895538141
3.0100000000000002,376.7198911208709,5.58204177871032
3.02,377.4052097180868,5.583944398448025
3.0300000000000002,378.09010783925135,5.585846814616309
3.04,378.77458574664826,5.587749027236953
3.0500000000000003,379.4586437022571,5.589651036331735
3.06,380.142281967754,5.591552841922432
3.0700000000000003,380.82550080451256,5.593454444030817
3.08,381.50830047360455,5.595355842678662
3.09,382.1906812358009,5.5972570378877355
3.1,382.8726433515726,5.5991580296798045
3.11,383.5541870810912,5.601058818076634
3.12,384.23531268423,5.602959403099985
3.13,384.91602042056456,5.604859784771619
3.14,385.596310549374,5.606759963113291
3.15,386.2761833296411,5.608659938146759
3.16,386.95563902005415,5.610559709893773
3.17,387.6346778790067,5.612459278376086
3.18,388.3133001645991,5.614358643615446
3.19,388.9915061346393,5.616257805633596
3.2,389.6692960466431,5.618156764452283
3.21,390.3466701578358,5.620055520093246
3.22,391.0236287251525,5.621954072578224
3.23,391.7001720052389,5.623852421928954
3.24,392.3763002544527,5.625750568167171
3.25,393.0520137288635,5.627648511314606
3.2600000000000002,393.72731268425474,5.6295462513929895
3.27,394.40219737612347,5.631443788424048
3.2800000000000002,395.076668059682,5.633341122429505
3.29,395.7507249898582,5.635238253431085
3.3000000000000003,396.42436842129666,5.637135181450509
3.31,397.0975986083594,5.6390319065094925
3.3200000000000003,397.77041580512673,5.640928428629753
3.33,398.4428202652529,5.642824747833003
3.34,399.11481223965103,5.644720864140953
3.35,399.7863919803819,5.646616777575312
3.36,400.4575597401178,5.648512488157786
3.37,401.12831577124416,5.65040799591008
3.38,401.7986603258597,5.652303300853895
3.39,402.46859365577757,5.6541984030109305
3.4,403.13811601252587,5.6560933024028825
3.41,403.8072276473484,5.657987999051447
3.42,404.4759288112052,5.659882492978316
3.43,405.14421975477364,5.66177678420518
3.44,405.81210072844874,5.663670872753725
3.45,406.47957198234405,5.665564758645638
3.46,407.14663376629227,5.6674584419026015
3.47,407.8132863298462,5.669351922546297
3.48,408.47952992227897,5.671245200598403
3.49,409.1453647925853,5.673138276080594
3.5,409.81079118948185,5.675031149014545
3.5100000000000002,410.47580936140787,5.676923819421928
3.52,411.1404195565262,5.678816287324411
3.5300000000000002,411.8046220227238,5.680708552743662
3.54,412.4684170076124,5.682600615701345
3.5500000000000003,413.1318047585294,5.684492476219122
3.56,413.79478552253835,5.686384134318653
3.5700000000000003,414.4573595464298,5.688275590021596
3.58,415.11952707672197,5.690166843349606
3.59,415.7812883596614,5.692057894324336
3.6,416.44264364122375,5.693948742967437
3.61,417.10359316711447,5.6958393893005566
3.62,417.76413718276945,5.697729833345341
3.63,418.4242759333558,5.699620075123434
3.64,419.0840096637724,5.701510114656478
3.65,419.74333861865097,5.70339995196611
3.66,420.40226304235637,5.705289587073969
3.67,421.0607831789874,5.7071790200016865
3.68,421.7188992723777,5.709068250770898
3.69,422.3766115660963,5.710957279403231
3.7,423.0339203034484,5.712846105920314
3.71,423.6908257274758,5.714734730343771
3.72,424.3473280809581,5.716623152695227
3.73,425.00342760641297,5.718511372996301
3.74,425.6591245460971,5.720399391268611
3.75,426.3144191420067,5.722287207533774
3.7600000000000002,426.9693116358786,5.724174821813403
3.77,427.6238022691904,5.726062234129109
3.7800000000000002,428.27789128316147,5.727949444502502
3.79,428.9315789187538,5.729836452955187
3.8000000000000003,429.5848654166726,5.731723259508771
3.81,430.23775101731394,5.733609864184853
3.8200000000000003,430.89023595932895,5.7354962670050345
3.83,431.54232048181257,5.737382467990912
3.84,432.19400482426977,5.739268467164083
3.85,432.8452892259461,5.741154264546137
3.86,433.49617392582843,5.743039860158666
3.87,434.1466591626457,5.744925254023258
3.88,434.7967451748693,5.7468104461615
3.89,435.446432200714,5.748695436594973
3.9,436.09572047813845,5.750580225345262
3.91,436.74461024484555,5.752464812433942
3.92,437.3931017382835,5.7543491978825925
3.93,438.04119519564625,5.756233381712786
3.94,438.6888908538739,5.758117363946096
3.95,439.33618894965366,5.760001144604091
3.96,439.98308971942026,5.761884723708339
3.97,440.62959339935685,5.763768101280405
3.98,441.27570022539516,5.765651277341852
3.99,441.9214104332166,5.76753425191424
4.0,442.56672425825246,5.769417025019128
4.01,443.21164193568495,5.7712995966780705
4.0200000000000005,443.85616370044767,5.773181966912623
4.03,444.5002897872258,5.775064135744334
4.04,445.1440204304576,5.7769461031947555
4.05,445.78735586433424,5.778827869285432
4.0600000000000005,446.4302963228009,5.7807094340379095
4.07,447.0728420395571,5.782590797473728
4.08,447.7149932480574,5.784471959614429
4.09,448.3567501815123,5.786352920481549
4.1,448.9981130728885,5.788233680096623
4.11,449.6390821549097,5.790114238481185
4.12,450.2796576600571,5.791994595656765
4.13,450.9198398205702,5.79387475164489
4.14,451.55962886844736,5.795754706467087
4.15,452.19902503544637,5.79763446014488
4.16,452.838028553085,5.799514012699789
4.17,453.4766396526419,5.801393364153334
4.18,454.11485856515696,5.803272514527031
4.19,454.75268552143217,5.805151463842396
4.2,455.39012075203186,5.80703021212094
4.21,456.0271644872837,5.808908759384171
4.22,456.66381695727927,5.810787105653599
4.23,457.30007839187454,5.8126652509507295
4.24,457.9359490206905,5.814543195297063
4.25,458.57142907311385,5.816420938714102
4.26,459.2065187782978,5.818298481223343
4.2700000000000005,459.8412183651623,5.820175822846285
4.28,460.4755280623951,5.822052963604419
4.29,461.1094480740266,5.823929903519236
4.3,461.7429786787361,5.8258066426122275
4.3100000000000005,462.3761200760845,5.827683180904879
4.32,463.0088724937038,5.829559518418676
4.33,463.6412361589903,5.831435655175098
4.34,464.2732112991048,5.833311591195628
4.3500000000000005,464.90479814097347,5.8351873265017415
4.36,465.53599691128807,5.837062861114914
4.37,466.166807836507,5.8389381950566195
4.38,466.79723114285576,5.840813328348329
4.39,467.4272670563274,5.842688261011508
4.4,468.0569158026836,5.844562993067627
4.41,468.68617760745445,5.846437524538146
4.42,469.3150526959399,5.848311855444529
4.43,469.9435412932101,5.850185985808234
4.44,470.57164362410583,5.852059915650718
4.45,471.199359913239,5.853933644993435
4.46,471.82669038499375,5.85580717385784
4.47,472.45363526352673,5.857680502265379
4.48,473.08019477276775,5.859553630237503
4.49,473.70636913642016,5.861426557795657
4.5,474.3321585779619,5.863299284961282
4.51,474.95756332064565,5.865171811755821
4.5200000000000005,475.5825835874999,5.867044138200711
4.53,476.207219601329,5.868916264317391
4.54,476.8314715847141,5.870788190127292
4.55,477.4553397600137,5.872659915651846
4.5600000000000005,478.0788243493643,5.8745314409124845
4.57,478.70192557468056,5.876402765930632
4.58,479.32464365765657,5.878273890727716
4.59,479.9469788197659,5.880144815325157
4.6000000000000005,480.5689312822624,5.882015539744375
4.61,481.1905012661806,5.8838860640067905
4.62,481.8116889923367,5.885756388133816
4.63,482.43249468132865,5.887626512146866
4.64,483.05291855353715,5.889496436067353
4.65,483.6729608291259,5.891366159916684
4.66,484.2926217280422,5.893235683716266
4.67,484.9119014700179,5.895105007487502
4.68,485.53080027456946,5.896974131251796
4.69,486.149318360999,5.898843055030547
4.7,486.7674559483944,5.900711778845151
4.71,487.38521325563016,5.902580302717005
4.72,488.002590501368,5.9044486266675005
4.73,488.61958790405725,5.906316750718028
4.74,489.2362056819354,5.908184674889975
4.75,489.85244405302893,5.910052399204729
4.76,490.4683032351536,5.911919923683673
4.7700000000000005,491.08378344590693,5.9137872483481875
4.78,491.6988849013018,5.915654373219652
4.79,492.31360781741546,5.917521298319443
4.8,492.92795241108445,5.919388023668936
4.8100000000000005,493.5419188989333,5.921254549289501
4.82,494.1555074973752,5.92312087520251
4.83,494.76871842261215,5.92498700142933
4.84,495.38155189063593,5.926852927991326
4.8500000000000005,495.99400811722813,5.9287186549098605
4.86,496.6060873179609,5.930584182206294
4.87,497.21778970819724,5.9324495099019865
4.88,497.82911550309166,5.934314638018293
4.89,498.4400649175906,5.936179566576568
4.9,499.05063816643275,5.9380442955981625
4.91,499.66083546414967,5.939908825104426
4.92,500.2706570250663,5.941773155116705
4.93,500.8801030633013,5.943637285656344
4.94,501.48917379276764,5.945501216744687
4.95,502.09786942717284,5.947364948403073
4.96,502.7061901800197,5.94922848065284
4.97,503.3141362646066,5.9510918135153235
4.98,503.9217078940281,5.9529549470118575
4.99,504.52890528117507,5.954817881163772
5.0,505.1357286387355,5.956680615992397
5.01,505.74217817919487,5.9585431515190574
5.0200000000000005,506.34825411483655,5.960405487765078
5.03,506.953956657742,5.962267624751782
5.04,507.55928601979184,5.964129562500486
5.05,508.16424241266554,5.96599130103251
5.0600000000000005,508.76882604784254,5.967852840369169
5.07,509.37303713660214,5.969714180531774
5.08,509.9768758900243,5.9715753215416365
5.09,510.58034251898994,5.973436263420065
5.1000000000000005,511.18343723418155,5.975297006188365
5.11,511.7861602460831,5.97715754986784
5.12,512.3885117649812,5.979017894479791
5.13,512.990492000965,5.980878040045519
5.14,513.5921011639266,5.982737986586319
5.15,514.1933394635622,5.9845977341234855
5.16,514.7942071093713,5.986457282678312
5.17,515.3947043106582,5.988316632272087
5.18,515.9948312765321,5.9901757829261
5.19,516.5945882159072,5.992034734661634
5.2,517.1939753375033,5.9938934874999745
5.21,517.7929928498464,5.995752041462401
5.22,518.3916409612692,5.997610396570192
5.23,518.9899198799109,5.9994685528446245
5.24,519.5878298137181,6.001326510306972
5.25,520.1853709704452,6.003184268978507
5.26,520.7825435576547,6.005041828880499
5.2700000000000005,521.3793477827174,6.006899190034214
5.28,521.9757838528134,6.008756352460918
5.29,522.5718519749315,6.010613316181873
5.3,523.167552355871,6.01247008121834
5.3100000000000005,523.7628852022405,6.014326647591576
5.32,524.3578507204596,6.016183015322839
5.33,524.9524491167585,6.01803918443338
5.34,525.546680597179,6.019895154944452
5.3500000000000005,526.1405453675743,6.021750926877303
5.36,526.7340436336096,6.02360650025318
5.37,527.3271756007625,6.025461875093328
5.38,527.9199414743238,6.027317051418989
5.39,528.512341459397,6.029172029251403
5.4,529.1043757608994,6.0310268086118075
5.41,529.6960445835621,6.032881389521437
5.42,530.2873481319308,6.034735772001526
5.43,530.8782866103654,6.036589956073305
5.44,531.4688602230416,6.038443941758001
5.45,532.0590691739496,6.040297729076843
5.46,532.6489136668961,6.042151318051053
5.47,533.2383939055035,6.044004708701853
5.48,533.8275100932112,6.045857901050463
5.49,534.4162624332749,6.0477108951181
5.5,535.0046511277342,6.04956369092598
5.51,535.5926763783505,6.051416288495313
5.5200000000000005,536.180338387709,6.053268687847311
5.53,536.76763735821,6.055120889003183
5.54,537.3545734920688,6.056972891984133
5.55,537.9411469913159,6.0588246968113655
5.5600000000000005,538.5273580577974,6.060676303506082
5.57,539.1132068931755,6.062527712089481
5.58,539.6986936989285,6.06437892258276
5.59,540.2838186763511,6.066229935007113
5.6000000000000005,540.868582026555,6.068080749383733
5.61,541.4529839504687,6.069931365733809
5.62,542.037024648838,6.071781784078528
5.63,542.6207043222267,6.0736320044390775
5.64,543.2040231710162,6.07548202683664
5.65,543.7869813954059,6.077331851292395
5.66,544.3695791954138,6.079181477827523
5.67,544.9518167708767,6.081030906463199
5.68,545.53369432145,6.082880137220598
5.69,546.1152120466087,6.084729170120891
5.7,546.696370145647,6.086578005185249
5.71,547.2771688176789,6.088426642434838
5.72,547.8576082616383,6.090275081890823
5.73,548.4376886762797,6.092123323574368
5.74,549.0174102601774,6.093971367506632
5.75,549.596773211727,6.095819213708775
5.76,550.175777729145,6.097666862201951
5.7700000000000005,550.7544240104689,6.099514313007315
5.78,551.3327122535578,6.101361566146019
5.79,551.9106426560925,6.103208621639211
5.8,552.4882154155756,6.105055479508038
5.8100000000000005,553.0654307293322,6.106902139773645
5.82,553.6422887945095,6.108748602457174
5.83,554.2187898080773,6.110594867579767
5.84,554.7949339668285,6.112440935162559
5.8500000000000005,555.370721467379,6.114286805226688
5.86,555.9461525061679,6.116132477793286
5.87,556.5212272794579,6.117977952883485
5.88,557.0959459833355,6.119823230518413
5.89,557.6703088137111,6.121668310719197
5.9,558.2443159663195,6.1235131935069615
5.91,558.8179676367195,6.125357878902828
5.92,559.3912640202946,6.127202366927917
5.93,559.9642053122534,6.129046657603346
5.94,560.5367917076293,6.13089075095023
5.95,561.1090234012808,6.1327346469896815
5.96,561.6809005878921,6.134578345742812
5.97,562.2524234619727,6.1364218472307295
5.98,562.8235922178584,6.138265151474541
5.99,563.3944070497104,6.14010825849535
6.0,563.9648681515165,6.141951168314258
6.01,564.5349757170907,6.143793880952365
6.0200000000000005,565.1047299400738,6.145636396430768
6.03,565.6741310139329,6.147478714770561
6.04,566.2431791319626,6.149320835992839
6.05,566.8118744872843,6.15116276011869
6.0600000000000005,567.3802172728468,6.153004487169204
6.07,567.9482076814262,6.1548460171654655
6.08,568.5158459056265,6.156687350128559
6.09,569.0831321378794,6.158528486079566
6.1000000000000005,569.6500665704444,6.1603694250395655
6.11,570.2166493954096,6.162210167029634
6.12,570.782880804691,6.164050712070846
6.13,571.3487609900333,6.165891060184276
6.140000000000001,571.9142901430098,6.167731211390991
6.15,572.4794684550224,6.16957116571206
6.16,573.0442961173022,6.17141092316855
6.17,573.6087733209094,6.1732504837815245
6.18,574.1729002567336,6.175089847572042
6.19,574.7366771154932,6.176929014561163
6.2,575.3001040877366,6.178767984769944
6.21,575.863181363842,6.18060675821944
6.22,576.4259091362587,6.182445334930702
6.23,576.9882875983675,6.184283714924781
6.24,577.5503169403781,6.186121898222724
6.25,578.1119973523187,6.187959884845576
6.26,578.6733290240564,6.189797674814381
6.2700000000000005,579.2343121452993,6.191635268150179
6.28,579.7949469055951,6.193472664874009
6.29,580.3552334943322,6.195309865006908
6.3,580.9151721007402,6.1971468685699085
6.3100000000000005,581.4747629138895,6.198983675584044
6.32,582.034006122692,6.200820286070344
6.33,582.5929019159012,6.202656700049834
6.34,583.1514504821126,6.204492917543541
6.3500000000000005,583.709652009764,6.206328938572487
6.36,584.2675066871352,6.2081647631576935
6.37,584.8250147023494,6.210000391320177
6.38,585.3821762433723,6.211835823080956
6.390000000000001,585.938991498013,6.213671058461043
6.4,586.495460653924,6.215506097481449
6.41,587.0515838986018,6.217340940163185
6.42,587.6073614193866,6.219175586527257
6.43,588.1627934034631,6.221010036594669
6.44,588.7178800378605,6.222844290386426
6.45,589.2726215094527,6.224678347923527
6.46,589.8270180049586,6.22651220922697
6.47,590.3810697109425,6.228345874317751
6.48,590.9347768138143,6.230179343216864
6.49,591.4881394998293,6.2320126159453
6.5,592.0411579550894,6.233845692524048
6.51,592.5938323655421,6.235678572974096
6.5200000000000005,593.146162916982,6.237511257316426
6.53,593.6981497950502,6.239343745572024
6.54,594.2497931852347,6.241176037761868
6.55,594.8010932728708,6.243008133906936
6.5600000000000005,595.3520502431415,6.244840034028204
6.57,595.9026642810774,6.246671738146645
6.58,596.4529355715566,6.248503246283231
6.59,597.0028642993061,6.25033455845893
6.6000000000000005,597.5524506489008,6.25216567469471
6.61,598.1016948047645,6.253996595011534
6.62,598.6505969511699,6.255827319430365
6.63,599.1991572722385,6.257657847972163
6.640000000000001,599.7473759519415,6.259488180657885
6.65,600.2952531740995,6.261318317508487
6.66,600.8427891223829,6.263148258544923
6.67,601.389983980312,6.264978003788142
6.68,601.9368379312576,6.266807553259095
6.69,602.4833511584409,6.2686369069787276
6.7,603.0295238449335,6.270466064967984
6.71,603.5753561736582,6.2722950272478055
6.72,604.1208483273887,6.2741237938391325
6.73,604.6660004887503,6.275952364762904
6.74,605.2108128402198,6.277780740040052
6.75,605.7552855641253,6.279608919691513
