t,V,Ca_i,m_L,m_T,h_T,n,Ca_er
0.25,-75.01548865073359,0.0002599333051183126,0.0006425213208281736,0.0026674700892822933,0.0157892129564739,1.1225644106846035e-07,0.017200026086599034
0.26,-75.22085277880629,0.00025993063941747466,0.0006669344752458951,0.002757558725014074,0.016427809779745006,1.1459673238299983e-07,0.01720002712976418
0.27,-75.42659029302348,0.0002599279739656018,0.0006912366092526759,0.002846232849332413,0.01706666282134167,1.1682834134025908e-07,0.017200028172906355
0.28,-75.63270214289977,0.00025992530877223477,0.0007154257968059393,0.0029334752086092944,0.017705745187110385,1.1895658179744412e-07,0.017200029216025557
0.29,-75.83918927971644,0.00025992264384749365,0.0007394999638159469,0.003019267385718828,0.018345032653091137,1.2098590646293754e-07,0.017200030259121788
0.3,-76.04605265682386,0.0002599199792015445,0.0007634569393394109,0.0031035905456546515,0.018984501953778418,1.2292052859686733e-07,0.017200031302195048
0.31,-76.25329322964934,0.0002599173148445857,0.0007872944568911595,0.0031864254546339022,0.019624130738263582,1.2476443794012358e-07,0.017200032345245343
0.32,-76.46091195573,0.00025991465078684,0.000811010153953041,0.003267752487520286,0.020263897558424802,1.265214050251861e-07,0.017200033388272674
0.33,-76.6689097974746,0.0002599119870379001,0.0008346015307521711,0.0033475522509022744,0.02090378087761485,1.2819534301888703e-07,0.017200034431277045
0.34,-76.87728771997891,0.0002599093236072462,0.000858065982867974,0.0034258050902286545,0.021543759854804327,1.2979002149921202e-07,0.01720003547425845
0.35000000000000003,-77.08604668953983,0.00025990666050459846,0.0008814008234093375,0.003502490754594684,0.022183814877904114,1.3130887178518952e-07,0.017200036517216903
0.36,-77.29518767488017,0.00025990399773962667,0.0009046032647342533,0.0035775886730547908,0.022823927124154153,1.3275514740109753e-07,0.017200037560152398
0.37,-77.50471164714864,0.00025990133532195016,0.0009276704184498175,0.0036510779546225698,0.023464078560123464,1.3413192407646366e-07,0.017200038603064943
0.38,-77.71461957795877,0.0002598986732616008,0.0009505993223388343,0.0037229368454013887,0.02410425253279874,1.354419151415076e-07,0.017200039645954537
0.39,-77.92491245377198,0.0002598960115656272,0.0009733867428735147,0.003793146710121327,0.024744429434395917,1.366888254621206e-07,0.017200040688821184
0.4,-78.13559125142635,0.0002598933502438725,0.0009960295112172585,0.003861685257980677,0.025384594078218796,1.3787504786456628e-07,0.017200041731664888
0.41000000000000003,-78.34665695525358,0.00025989068930493267,0.0010185242882000654,0.003928531280995278,0.02602473053943599,1.3900327442705075e-07,0.017200042774485648
0.42,-78.55811055217677,0.0002598880287573144,0.001040867631629319,0.003993663296940459,0.026664823632676724,1.40076035007582e-07,0.01720004381728347
0.43,-78.76995303177874,0.0002598853686094186,0.001063055995350914,0.004057059568279743,0.027304858891420876,1.410957036807398e-07,0.01720004486005836
0.44,-78.9821853875273,0.0002598827088692525,0.0010850857143526748,0.00411869852463578,0.02794482225778117,1.4206458398403096e-07,0.017200045902810317
0.45,-79.19480861897243,0.0002598800495439127,0.0011069529781422584,0.004178559524266918,0.028584699528993274,1.429850603701859e-07,0.017200046945539345
0.46,-79.4078237270299,0.0002598773906406943,0.0011286538875353057,0.00423662120400454,0.029224477534580927,1.438592786990632e-07,0.017200047988245447
0.47000000000000003,-79.6212317159652,0.0002598747321666243,0.0011501844306062562,0.004292862166342156,0.029864143636231206,1.446892831624813e-07,0.017200049030928626
0.48,-79.83503359367332,0.0002598720741283956,0.001171540479197795,0.00434726107213768,0.030503685654239898,1.4547703712856144e-07,0.017200050073588886
0.49,-80.04923037179478,0.00025986941653233984,0.0011927177874084568,0.004399796676123738,0.031143091835001472,1.4622443281679332e-07,0.01720005111622623
0.5,-80.26382306583147,0.00025986675938439996,0.0012137119900802276,0.004450447862417966,0.03178235081849905,1.4693330097310045e-07,0.017200052158840663
0.51,-80.47881269516505,0.0002598641026901289,0.0012345186076524798,0.004499193851475031,0.032421451722766774,1.4760537039207942e-07,0.01720005320143219
0.52,-80.69420028299295,0.0002598614464547104,0.0012551330563812706,0.004546014551524785,0.033060384326933166,1.4824218517187735e-07,0.01720005424400081
0.53,-80.90998685684832,0.00025985879068282365,0.001275550620474602,0.004590889884429065,0.03369913855452392,1.4884532198827125e-07,0.01720005528654653
0.54,-81.1261734485542,0.00025985613537865933,0.001295766461126092,0.004633800105191594,0.03433770463472108,1.494163166897022e-07,0.017200056329069346
0.55,-81.34276109432162,0.0002598534805458971,0.0013157756161687004,0.00467472586887133,0.034976073091278814,1.499566647858277e-07,0.017200057371569273
0.56,-81.55975083486146,0.00025985082618767904,0.0013355729988241106,0.004713648273142342,0.03561423471482328,1.5046782906033827e-07,0.01720005841404631
0.5700000000000001,-81.77714371549644,0.0002598481723065838,0.0013551533964521114,0.00475054890085367,0.03625218053515238,1.5095124718377379e-07,0.01720005945650046
0.58,-81.99494078530836,0.00025984551890483173,0.0013745114903297442,0.00478540985071457,0.036889902112710246,1.514082359857609e-07,0.017200060498931725
0.59,-82.21314309547014,0.00025984286598468705,0.001393641893210492,0.004818213757940116,0.03752739209991428,1.5183980835587688e-07,0.017200061541340114
0.6,-82.43175170335346,0.0002598402135474707,0.0014125390609514175,0.00484894388600534,0.03816464289117632,1.522471089764355e-07,0.017200062583725625
0.61,-82.65076767104217,0.00025983756159391835,0.0014311973261159376,0.004877584149524858,0.038801647124182145,1.5263125066522245e-07,0.017200063626088266
0.62,-82.8701920652672,0.0002598349101241969,0.0014496109005827235,0.004904119154633429,0.039438397710768236,1.529933030225845e-07,0.01720006466842804
0.63,-83.0900259574787,0.00025983225913788757,0.0014677738751604252,0.0049285342410572,0.040074887822355125,1.533342957919354e-07,0.01720006571074495
0.64,-83.31027042391833,0.00025982960863396934,0.0014856802192023972,0.004950815524184954,0.0407111108753808,1.53655222220262e-07,0.017200066753039
0.65,-83.530926545302,0.0002598269586108989,0.0015033237975773206,0.004970950156352768,0.04134706059458287,1.5395701820090925e-07,0.017200067795310192
0.66,-83.7519954061725,0.0002598243090667727,0.0015206984023606004,0.004988926774059214,0.04198273114231003,1.5424052087558877e-07,0.017200068837558532
0.67,-83.97347809658616,0.0002598216599989093,0.0015377976804865734,0.005004734631115049,0.04261811678117169,1.545065724084856e-07,0.017200069879784025
0.68,-84.19537571153954,0.0002598190114039928,0.0015546151621416524,0.0050183640041998835,0.04325321198855526,1.5475598319051587e-07,0.017200070921986672
0.6900000000000001,-84.41768935096985,0.0002598163632780742,0.0015711442635705068,0.005029806275243058,0.04388801145637462,1.5498953074660364e-07,0.017200071964166477
0.7000000000000001,-84.64042011981131,0.00025981371561655843,0.001587378287405465,0.005039053982521608,0.04452251007970911,1.5520796209895578e-07,0.017200073006323445
0.71,-84.86356912805121,0.00025981106841419167,0.001603310422995916,0.005046100871758225,0.045156702945442474,1.5541199613033693e-07,0.017200074048457577
0.72,-85.08713749020826,0.0002598084216651913,0.0016189337731423547,0.005050942131617598,0.04579058537444547,1.5560231164254713e-07,0.01720007509056888
0.73,-85.31112632431919,0.000259805775363497,0.001634241403297474,0.005053574786102732,0.046424153009317085,1.5577952324330706e-07,0.01720007613265736
0.74,-85.53553675439291,0.00025980312950216617,0.0016492262323224015,0.005053996980442207,0.047057401580830424,1.5594424307113432e-07,0.01720007717472301
0.75,-85.7603699095082,0.00025980048407359807,0.0016638810766196489,0.005052208338092813,0.04769032698539684,1.5609705942791067e-07,0.017200078216765845
0.76,-85.98562692376322,0.0002597978390695473,0.0016781986553273147,0.005048210045811138,0.04832292528356974,1.5623853650663596e-07,0.01720007925878586
0.77,-86.21130893630807,0.00025979519448111654,0.0016921715917365427,0.005042004912350028,0.04895519269089003,1.56369216165245e-07,0.017200080300783065
0.78,-86.43741709137699,0.0002597925502987503,0.0017057924147089805,0.0050335974271550595,0.04958712556873142,1.5648961970042466e-07,0.017200081342757457
0.79,-86.66395253751217,0.0002597899065124246,0.00171905359890314,0.005022993887944428,0.05021872046057812,1.566002387752108e-07,0.01720008238470904
0.8,-86.89091642609725,0.00025978726311200564,0.0017319476381272958,0.0050102025870864065,0.05084997416708268,1.567015170884599e-07,0.01720008342663782
0.81,-87.1183099147481,0.0002597846200864242,0.0017444668855737054,0.004995233584205449,0.05148088354821941,1.5679389719577363e-07,0.017200084468543802
0.8200000000000001,-87.34613416600315,0.00025978197742399645,0.0017566036196484517,0.0049780988792066825,0.052111445589535205,1.5687780428149614e-07,0.017200085510426982
0.8300000000000001,-87.57439034720643,0.0002597793351124529,0.001768350052552957,0.004958812483688139,0.05274165740138165,1.5695364593033782e-07,0.01720008655228737
0.84,-87.8030796305066,0.00025977669313894,0.001779698333301776,0.004937390482477717,0.053371516211633815,1.57021813453934e-07,0.01720008759412496
0.85,-88.03220319285599,0.0002597740514900212,0.001790640550740392,0.004913851095170145,0.05400101935840916,1.570826832174042e-07,0.017200088635939765
0.86,-88.26176221462816,0.00025977141015201197,0.0018011688155376649,0.00488821453596097,0.05463016433691167,1.5713660620517196e-07,0.01720008967773178
0.87,-88.49175787741252,0.00025976876911151315,0.0018112753892337758,0.004860502753299813,0.05525894887852571,1.5718389057938113e-07,0.017200090719501005
0.88,-88.72219136993935,0.0002597661283539815,0.0018209523484663925,0.004830740356708441,0.05588737071134345,1.5722485345858695e-07,0.01720009176124745
0.89,-88.95306388555625,0.00025976348786434006,0.001830191732204454,0.004798954309986977,0.05651542765172234,1.5725980076797458e-07,0.017200092802971113
0.9,-89.18437662199517,0.0002597608476270352,0.0018389855580276165,0.004765173958880336,0.057143117606092836,1.5728902659102152e-07,0.017200093844671995
0.91,-89.41613078134664,0.0002597582076260441,0.0018473258265625564,0.0047294310889922685,0.05777043856464942,1.5731281428481452e-07,0.0172000948863501
0.92,-89.648327570034,0.00025975556784488203,0.0018552045259192776,0.004691759983699421,0.058397388595041566,1.5733143759536714e-07,0.017200095928005428
0.93,-89.88096819878754,0.00025975292826660955,0.0018626136361274152,0.0046521974820653905,0.059023965836064805,1.5734516177293671e-07,0.017200096969637983
0.9400000000000001,-90.1140538826188,0.0002597502888738396,0.0018695451335725424,0.004610783036754779,0.05965016849135166,1.5735424468734178e-07,0.01720009801124776
0.9500000000000001,-90.34758584020214,0.0002597476496488876,0.0018759910377248946,0.004567558545641534,0.06027599484385082,1.573589336258488e-07,0.017200099052834768
0.96,-90.5815652875353,0.000259745010575295,0.001881943866188864,0.004522565998502788,0.06090144347100918,1.5735942040754896e-07,0.017200100094399002
0.97,-90.81599344605266,0.00025974237163588177,0.0018873960582465766,0.0044758506432757755,0.06152651295293517,1.5735590179922957e-07,0.01720010113594047
0.98,-91.05087154163809,0.0002597397328129841,0.0018923400479109824,0.00442746067680515,0.06215120189981707,1.5734857362593263e-07,0.017200102177459164
0.99,-91.28620080316925,0.0002597370940888052,0.001896768370406935,0.004377446756717925,0.06277550899577243,1.5733762146901025e-07,0.017200103218955088
1.0,-91.52198246240218,0.0002597344554454446,0.001900673673016119,0.004325862025045151,0.06339943299568909,1.5732322112721643e-07,0.017200104260428246
1.01,-91.75821775385556,0.00025973181686492637,0.001904048725921977,0.004272762131843588,0.06402297272206622,1.5730553907779867e-07,0.017200105301878637
1.02,-91.99490791476505,0.0002597291783292103,0.0019068864408721083,0.004218205082547935,0.06464612705902881,1.572847336964193e-07,0.017200106343306255
1.03,-92.23205418577626,0.00025972653982001004,0.0019091799725793684,0.0041622492197192175,0.06526889491642578,1.5726096450839042e-07,0.017200107384711106
1.04,-92.46965780980905,0.0002597239013190877,0.0019109226153201705,0.004104955822715407,0.06589127526797989,1.5723438156002785e-07,0.01720010842609319
1.05,-92.70772003204108,0.0002597212628082564,0.001912107824888674,0.004046388880819951,0.06651326714411188,1.5720512695810114e-07,0.017200109467452505
1.06,-92.94624209998268,0.00025971862426936,0.0019127292507639092,0.0039866146360875345,0.06713486962107194,1.571733374006371e-07,0.01720011050878905
1.07,-93.18522526337273,0.0002597159856842986,0.0019127807482397148,0.00392570157799114,0.06775608181731617,1.5713914476274524e-07,0.01720011155010282
1.08,-93.42467077407451,0.00025971334703505473,0.0019122563905546771,0.0038637204380691224,0.06837690288988298,1.5710267668244385e-07,0.017200112591393826
1.09,-93.66457988589171,0.0002597107083037378,0.0019111504951752054,0.003800744013986979,0.06899733203454748,1.5706405641444663e-07,0.017200113632662058
1.1,-93.90495385274343,0.0002597080694730148,0.001909457940697994,0.0037368434858800707,0.06961736856379835,1.570233876088572e-07,0.017200114673907516
1.11,-94.14579392984578,0.0002597054305258306,0.0019071739891473856,0.0036720910161475422,0.0702370118510628,1.5698076507250024e-07,0.0172001157151302
1.12,-94.38710137576052,0.0002597027914449236,0.001904293956284913,0.0036065640522775803,0.07085626123411781,1.569362934653444e-07,0.01720011675633011
1.1300000000000001,-94.62887744958462,0.0002597001522134965,0.0019008136226566655,0.0035403392625281958,0.07147511611658094,1.568900674292511e-07,0.01720011779750724
1.1400000000000001,-94.8711234117367,0.00025969751281502734,0.001896729144052131,0.0034734945122247974,0.07209357593785112,1.5684217736074316e-07,0.017200118838661592
1.1500000000000001,-95.11384052383345,0.00025969487323329935,0.0018920370778025377,0.0034061086660098633,0.0727116401727181,1.5679270939932134e-07,0.017200119879793162
1.16,-95.35703004851155,0.000259692233452444,0.001886734417833203,0.0033382612277433714,0.07332930833011247,1.5674174555242058e-07,0.01720012092090195
1.17,-95.60069324932104,0.0002596895934569666,0.0018808186223041702,0.003270032142902906,0.07394657995140214,1.5668936392706488e-07,0.017200121961987953
1.18,-95.84483139092255,0.00025968695323169873,0.0018742875660157522,0.003201502163877505,0.07456345461338519,1.5663563832165783e-07,0.01720012300305117
1.19,-96.08944573858348,0.00025968431276191965,0.0018671396711111383,0.00313275183056547,0.0751799319204969,1.565806392828594e-07,0.017200124044091596
1.2,-96.33453755820814,0.00025968167203334894,0.0018593738990695836,0.003063861533264517,0.0757960115052784,1.5652443404213567e-07,0.017200125085109232
1.21,-96.5801081166112,0.00025967903103208046,0.0018509896815656602,0.0029949120449154535,0.07641169303258447,1.5646708594369607e-07,0.01720012612610407
1.22,-96.82615868083593,0.00025967638974474594,0.0018419871205675883,0.0029259828811732448,0.07702697618874371,1.5640865589685574e-07,0.017200127167076112
1.23,-97.07269051860706,0.0002596737481584065,0.0018323668516041476,0.0028571534328530493,0.07764186068880671,1.563492014077462e-07,0.017200128208025352
1.24,-97.31970489814023,0.0002596711062605979,0.001822130110704515,0.0027885023798600414,0.07825634627333485,1.5628877700192784e-07,0.01720012924895179
1.25,-97.56720308777584,0.00025966846403941774,0.0018112788606479595,0.0027201065927081273,0.07887043270227069,1.562274350325822e-07,0.017200130289855422
1.26,-97.81518635648162,0.000259665821483406,0.0017998156116904463,0.0026520427118902575,0.07948411976346297,1.5616522456038012e-07,0.017200131330736244
1.27,-98.06365597317003,0.0002596631785817062,0.0017877436921608482,0.002584384660902689,0.0800974072605122,1.5610219293287607e-07,0.017200132371594255
1.28,-98.31261320720309,0.0002596605353239466,0.0017750670421858852,0.0025172055631212864,0.08071029502189023,1.5603838460328733e-07,0.017200133412429448
1.29,-98.56205932809863,0.0002596578917003089,0.001761790339122859,0.0024505765608609,0.08132278289545755,1.559738418368445e-07,0.017200134453241825
1.3,-98.81199560526889,0.00025965524770158864,0.0017479191331308081,0.002384565473992156,0.08193487074281215,1.5590860542275832e-07,0.017200135494031377
1.31,-99.0624233084471,0.0002596526033190965,0.001733459633900682,0.002319238892369825,0.08254655844825445,1.5584271354016661e-07,0.0172001365347981
1.32,-99.31334370750571,0.00025964995854470057,0.0017184187949607303,0.002254661363878021,0.08315784591517934,1.557762022184484e-07,0.017200137575541993
1.33,-99.56475807234781,0.0002596473133708519,0.0017028043622368653,0.0021908949313527446,0.08376873306397846,1.5570910560602104e-07,0.017200138616263055
1.34,-99.81666767284453,0.0002596446677905989,0.001686624903132379,0.0021279988359641532,0.08437921983077179,1.55641456131495e-07,0.017200139656961277
1.35,-100.06907377892415,0.00025964202179756113,0.0016698898501664088,0.002066028391490335,0.08498930616570173,1.5557328464800737e-07,0.017200140697636656
1.36,-100.32197766037766,0.00025963937538597923,0.001652609517392809,0.0020050354087238777,0.08559899203204507,1.555046206090051e-07,0.01720014173828919
1.37,-100.57538058675554,0.0002596367285507404,0.0016347951255858615,0.001945068120614465,0.08620827740506139,1.5543549223389912e-07,0.017200142778918875
1.3800000000000001,-100.82928382735014,0.00025963408128738103,0.001616458835624081,0.0018861706405368626,0.08681716227059531,1.5536592666424587e-07,0.017200143819525705
1.3900000000000001,-101.08368865113269,0.00025963143359210094,0.0015976137775409217,0.001828382667325283,0.0874256466238089,1.5529595012493598e-07,0.01720014486010968
1.4000000000000001,-101.3385963274562,0.00025962878546159434,0.0015782737438895073,0.0017717420757940065,0.08803373047907055,1.5522558660258884e-07,0.017200145900670788
1.41,-101.59400812623535,0.00025962613689300593,0.0015584531123308827,0.001716285536900702,0.08864141387222557,1.5515485753647478e-07,0.017200146941209034
1.42,-101.84992531659107,0.00025962348788425617,0.0015381674413731856,0.0016620433516455013,0.08924869684049483,1.550837844828818e-07,0.01720014798172441
1.43,-102.10634916745163,0.0002596208384338963,0.0015174332083409594,0.0016090416581800299,0.08985557943088121,1.5501238799053816e-07,0.01720014902221691
1.44,-102.36328094753229,0.0002596181885411127,0.0014962678197637728,0.0015573022972571221,0.09046206169952214,1.5494068767936628e-07,0.017200150062686534
1.45,-102.62072192546786,0.00025961553820569414,0.0014746895177400689,0.0015068434643441308,0.09106814371244112,1.5486870213015597e-07,0.017200151103133273
1.46,-102.87867337032122,0.0002596128874279078,0.0014527170326634046,0.0014576822838984608,0.0916738255497879,1.547964483029353e-07,0.017200152143557128
1.47,-103.13713655073816,0.0002596102362087038,0.0014303701492257856,0.0014098304624820311,0.09227910729751646,1.5472394265236673e-07,0.01720015318395809
1.48,-103.39611273518972,0.00025960758454965604,0.0014076695387050216,0.0013632955022544022,0.09288398904915537,1.5465120087977353e-07,0.017200154224336163
1.49,-103.65560319201285,0.00025960493245295147,0.0013846367273697704,0.001318080882914306,0.09348847090570585,1.5457823793809588e-07,0.017200155264691333
1.5,-103.91560918944324,0.00025960227992138175,0.0013612940634825958,0.0012741861395105956,0.09409255297533144,1.5450506806555958e-07,0.017200156305023598
1.51,-104.17613199623442,0.0002595996269581923,0.001337664187103784,0.0012316089434016662,0.09469623537638727,1.544317043770953e-07,0.017200157345332957
1.52,-104.43717288104578,0.00025959697356723037,0.001313770543971912,0.0011903429767709003,0.09529951823343676,1.5435815938444462e-07,0.017200158385619405
1.53,-104.69873311241714,0.00025959431975295066,0.0012896374020978955,0.0011503778106422354,0.09590240167660814,1.5428444507393915e-07,0.01720015942588294
1.54,-104.96081395892152,0.0002595916655203775,0.001265289717003032,0.0011116993926885857,0.09650488584196787,1.5421057284965095e-07,0.017200160466123555
1.55,-105.22341669072941,0.00025958901087470653,0.0012407518364417832,0.001074295283266745,0.097106970859555,1.5413655486625442e-07,0.017200161506341245
1.56,-105.48654257316144,0.00025958635582295494,0.0012160529413295107,0.0010381337129286836,0.09770865690870517,1.540623978393856e-07,0.01720016254653601
1.57,-105.75019287952509,0.0002595837003706921,0.0011912164370281597,0.001003206677499546,0.0983099441210614,1.5398811384403395e-07,0.017200163586707843
1.58,-106.01436887955539,0.000259581044524971,0.0011662693385001968,0.0009694900846366331,0.09891083265805872,1.5391371173255975e-07,0.017200164626856744
1.59,-106.27907184354756,0.00025957838829328256,0.0011412389407363364,0.0009369581621257641,0.09951132268473172,1.538392000279653e-07,0.017200165666982705
1.6,-106.54430304235684,0.0002595757316835551,0.0011161528187555415,0.000905583457881276,0.10011141436971444,1.5376458692389516e-07,0.017200166707085726
1.61,-106.81006374770082,0.0002595730747040819,0.0010910386471010907,0.0008753368955450418,0.1007111078858212,1.536898802116623e-07,0.0172001677471658
1.62,-107.07635523292998,0.0002595704173633355,0.00106592373932488,0.0008461879163350184,0.10131040341152851,1.536150870940722e-07,0.017200168787222928
1.6300000000000001,-107.34317877186211,0.0002595677596702484,0.0010408357444814942,0.0008181042645103822,0.10190930112873386,1.5354021446699972e-07,0.0172001698272571
1.6400000000000001,-107.61053563921688,0.0002595651016341081,0.0010158023828034874,0.0007910524740721236,0.10250780122326861,1.5346526885208012e-07,0.01720017086726832
1.6500000000000001,-107.87842711146158,0.000259562443264351,0.0009908509029327667,0.0007650012933425217,0.1031059038839304,1.5339025649517176e-07,0.01720017190725658
1.6600000000000001,-108.14685446596957,0.00025955978457076765,0.0009660086237580174,0.0007399181237271704,0.10370360930356798,1.5331518325415255e-07,0.017200172947221877
1.67,-108.41581898112503,0.00025955712556347704,0.0009413028667221676,0.0007157693360860635,0.10430091767894945,1.5324005461235643e-07,0.01720017398716421
1.68,-108.68532193777013,0.00025955446625257334,0.0009167600145659843,0.0006925218606156085,0.1048978292090223,1.5316487585270384e-07,0.017200175027083573
1.69,-108.955364618395,0.0002595518066483237,0.000892406038564264,0.0006701424823798281,0.10549434409588217,1.5308965196100534e-07,0.017200176066979968
1.7,-109.22594830663361,0.00025954914676129147,0.0008682668266251547,0.000648597402919096,0.10609046254537588,1.5301438756578802e-07,0.017200177106853388
1.71,-109.49707428857263,0.0002595464866020171,0.000844367327904818,0.0006278535424376833,0.10668618476557809,1.52939087090963e-07,0.01720017814670383
1.72,-109.76874385301605,0.0002595438261809541,0.0008207313795329323,0.0006078788150847786,0.10728151096648605,1.528637547864472e-07,0.017200179186531293
1.73,-110.04095829012535,0.00025954116550879977,0.0007973825967099541,0.0005886407148578567,0.107876441361587,1.527883945708622e-07,0.017200180226335775
1.74,-110.31371888856383,0.00025953850459623575,0.0007743451253706997,0.0005701063227917574,0.10847097616270925,1.5271301051718485e-07,0.017200181266117272
1.75,-110.58702695585163,0.00025953584345362436,0.0007516358976305832,0.0005522500977497141,0.10906511559831146,1.5263760516164514e-07,0.017200182305875784
1.76,-110.86088377969695,0.00025953318209149433,0.0007292792499769483,0.0005350394601892735,0.10965885987798847,1.5256218278800633e-07,0.017200183345611308
1.77,-111.13529066322364,0.00025953052052031506,0.0007072938322316714,0.0005184468435807297,0.11025220922660078,1.5248674626367208e-07,0.01720018438532384
1.78,-111.41024891267328,0.0002595278587501357,0.0006856967375860571,0.0005024462081618081,0.1108451638688149,1.5241129848002498e-07,0.01720018542501338
1.79,-111.68575983348863,0.0002595251967911129,0.0006645054580543795,0.0004870111229984728,0.11143772402934711,1.5233584232230396e-07,0.017200186464679922
1.8,-111.96182473465137,0.0002595225346531995,0.0006437360031306545,0.0004721161251781209,0.11202988993488178,1.522603804951557e-07,0.017200187504323467
1.81,-112.23844493265025,0.00025951987234586177,0.0006234011812618405,0.0004577379563077739,0.11262166181584637,1.5218491536116253e-07,0.017200188543944017
1.82,-112.51562174003482,0.00025951720987882023,0.0006035154794427429,0.00044385221333043194,0.11321303990069667,1.521094494630876e-07,0.017200189583541563
1.83,-112.79335647883262,0.0002595145472611322,0.000584089272454735,0.0004304380244026864,0.11380402442214571,1.520339849543035e-07,0.017200190623116108
1.84,-113.07165047346378,0.0002595118845016876,0.0005651318972980089,0.00041747540626293567,0.11439461561398294,1.5195852388972993e-07,0.017200191662667647
1.85,-113.35050504677142,0.0002595092216094716,0.0005466533890945881,0.00040494369340063433,0.11498481370914726,1.5188306840209172e-07,0.01720019270219618
1.86,-113.62992153387795,0.00025950655859250456,0.0005286585572614655,0.00039282609160502986,0.1155746189450952,1.51807620210981e-07,0.01720019374170171
1.87,-113.90990126665368,0.00025950389545906216,0.0005111535952286955,0.00038110478136266934,0.11616403155808681,1.5173218114540694e-07,0.01720019478118423
1.8800000000000001,-114.19044558032151,0.0002595012322171361,0.0004941432830640246,0.00036976280549735446,0.11675305178533821,1.5165675294664785e-07,0.01720019582064374
1.8900000000000001,-114.47155581977043,0.0002594985688739159,0.00047762831460417123,0.00035878585724574827,0.11734167986705599,1.5158133708189876e-07,0.017200196860080237
1.9000000000000001,-114.75323332790437,0.00025949590543674885,0.00046161032494813453,0.00034815880691245644,0.11792991604271759,1.5150593508489119e-07,0.017200197899493726
1.9100000000000001,-115.03547945592143,0.0002594932419122669,0.00044608783552501453,0.00033786772773902605,0.11851776055392436,1.514305482935851e-07,0.0172001989388842
