t,V,Nai,m,h,j,Ki,X_kr,X_ks,X_to1,Y_to1,Cai,O,O_Ca,C0,C1,C2,C3,C4,C_Ca0,C_Ca1,C_Ca2,C_Ca3,C_Ca4,Ca_ss,y,P_O1,P_O2,P_C1,P_C2,Ca_JSR,Ca_NSR,HTRPNCa,LTRPNCa
0.1,-95.24965327614056,10.0,0.0328302,0.9984913896498078,0.9987284565963948,157.8,0.4387302906600645,0.06650836847479968,3.979631173150335e-05,0.9999995234289555,7.966477613581401e-05,3.574773773589097e-19,9.829459875821263e-25,0.998163976244943,2.184522308286708e-06,1.7910361090372313e-12,5.786476813979654e-16,-1.0689906835116534e-17,0.0018346736863182336,1.6061817798482944e-08,5.272244907855443e-14,-7.921965334689625e-20,2.7695517856483313e-20,0.0001251126698258681,0.8280986125735621,0.0005886344753868428,2.4215397425145265e-09,0.5043943892040043,0.49501697389906907,0.25956852601759467,0.2598915694174374,0.977026908191956,0.07435954489620904
0.11,-95.25079077832048,10.0,0.0328302,0.9984917790721987,0.9987287541600538,157.8,0.4321788268188791,0.057955689321034114,3.9791818691171326e-05,0.999999686864316,7.939877714895736e-05,-1.5485081197617176e-19,-3.4761804746792215e-25,0.9982155349277786,2.184189611800471e-06,1.791703792526082e-12,1.6116082851492964e-16,-2.996375996953256e-18,0.001783115790819803,1.560717852192808e-08,5.122473655633543e-14,3.243724645203995e-20,7.541746401327033e-21,0.00012457991023951572,0.8308499332145954,0.0005846309780260439,2.3744551577088582e-09,0.5077584426578191,0.49165692398969957,0.2598113213764868,0.2601294569165949,0.9767497846057808,0.07411555339854488
0.12,-95.2518566574651,10.0,0.0328302,0.9984921436680781,0.998729026604915,157.8,0.4257251080441666,0.05050522583192527,3.9787640019186964e-05,0.9999997449185537,7.914007126836243e-05,1.3857518456029956e-20,-1.8700868734722095e-25,0.9982627022529793,2.18387888103172e-06,1.7915879442653548e-12,7.941265821042407e-18,-1.4896772725710383e-19,0.0017359491921210802,1.5191409136543532e-08,4.985238905489831e-14,7.13394144011375e-20,2.6750604845004534e-22,0.0001240549773518697,0.8335572182229701,0.0005806549284225207,2.328605348045509e-09,0.511099669320737,0.4883196734222349,0.26004837262703506,0.26036171524595964,0.976475997220375,0.07387829144925606
0.13,-95.25286187840037,10.0,0.0328302,0.9984924872773168,0.9987292807825044,157.8,0.41936768242159045,0.0440149322900311,3.978371643136183e-05,0.999999766343043,7.888838193340101e-05,-3.022926969260428e-20,1.6460325425523781e-25,0.9983058890850561,2.1835850065943725e-06,1.7910437821377447e-12,2.7383273256522428e-18,-3.0212410338275633e-20,0.0016927630345121264,1.481081746828662e-08,4.859464187769451e-14,6.994797301493784e-20,1.4928326115922036e-22,0.000123537640341958,0.836221172409848,0.0005767061288168146,2.28394037227739e-09,0.5144182238184084,0.4850050677688342,0.2602798381197366,0.260588498888096,0.9762054964725009,0.07364750886737194
0.14,-95.25381503828955,10.0,0.0328302,0.9984928128857202,0.9987295200150509,157.8,0.4131051186875553,0.03836109243220641,3.9779993628922495e-05,0.9999997728092658,7.864344374028391e-05,7.717229665885526e-21,-1.1278814833438895e-26,0.998345467325946,2.1833032410596706e-06,1.790517110170289e-12,7.461213315896342e-19,-1.352445084794123e-21,0.0016531854241481959,1.4462058623026946e-08,4.744233931518908e-14,6.913320891618626e-20,6.182407422515223e-24,0.00012302768018589648,0.8388424893029257,0.0005727843809401874,2.2404183984053417e-09,0.5177142597433515,0.4817129536352897,0.2605058707743128,0.26080995703262483,0.9759382339818151,0.07342296499010387
0.15,-95.25472292023402,10.0,0.0328302,0.9984931228618723,0.9987297470731137,157.8,0.4069360061327414,0.03343590804923386,3.977644908303818e-05,0.9999997761324256,7.840500203842964e-05,-6.378637482847402e-21,7.061478354721622e-27,0.9983817736858592,2.1830319235193705e-06,1.7900073593742592e-12,6.418939760701332e-19,1.2925911971222415e-22,0.0016168796554595563,1.4142153135773629e-08,4.638537401170401e-14,6.762058960211845e-20,-4.75083786513531e-25,0.000122524874787106,0.8414218513297427,0.0005688894907373849,2.1979985725862874e-09,0.5209879296571355,0.4784431786541284,0.2607266182679081,0.2610262337611853,0.9756741624884466,0.07320442837737967
0.16,-95.25559091028916,10.0,0.0328302,0.9984934190765029,0.9987299632922102,157.8,0.4008589544516761,0.029145475771455858,3.977306063157116e-05,0.9999997774395792,7.81728125183085e-05,2.8350119760725944e-21,-1.4706377194472743e-27,0.9984151129953617,2.1827695624742364e-06,1.789517337829481e-12,6.519312233770852e-19,2.9569493100812983e-23,0.0015835409020749681,1.3848397941426519e-08,4.541482996596375e-14,6.619239576007545e-20,8.107820549460331e-26,0.00012202901300656607,0.8439599299944356,0.0005650212648223204,2.1566422391779137e-09,0.52423938509956,0.4751955914789754,0.26094222321581995,0.261237468223749,0.9754132357967913,0.07299167652665274
0.17,-95.25642333321355,10.0,0.0328302,0.9984937030343977,0.9987301699579357,157.8,0.3948725935600277,0.025408000500316132,3.9769811353191336e-05,0.99999977729177,7.794664082916771e-05,2.9211919559680362e-21,-3.807861269488185e-27,0.998445761229673,2.1825150860538986e-06,1.7890451700802043e-12,6.540743650448461e-19,4.7746325936980513e-23,0.0015528931922883054,1.357835111897431e-08,4.452260727084078e-14,6.487639937626508e-20,7.883522207659317e-25,0.0001215398915637331,0.8464573860525771,0.0005611795118378934,2.116312313054564e-09,0.5274687765938952,0.47197004177795465,0.2611528233483767,0.2614437948116817,0.9751554087230324,0.07278449558145392
0.18,-95.2572236957911,10.0,0.0328302,0.9984939759556256,0.9987303683001544,157.8,0.3889755733872144,0.022152221868321647,3.976668742589858e-05,0.9999997774949339,7.772626220083458e-05,5.560392232379624e-21,-3.8914767367779174e-27,0.9984739682681013,2.1822676802525813e-06,1.7885890719430075e-12,6.499020011368122e-19,6.660433845630382e-23,0.0015246866498142796,1.332980377508915e-08,4.370138787746918e-14,6.367767711972913e-20,-9.200485351952514e-26,0.00012105731534932501,0.8489148696838008,0.0005573640428242191,2.0769734389782104e-09,0.5306762536528035,0.4687663802273988,0.26135855168370614,0.26164534332698236,0.9749006370462246,0.07258268004194779
0.19,-95.25799486854717,10.0,0.0328302,0.9984942388349294,0.9987305590829622,157.8,0.3831665636498271,0.01931605658095623,3.976367774868431e-05,0.9999997780327795,7.751146107186177e-05,5.2697168685581134e-21,-4.618724397972223e-27,0.9984999603742087,2.182026734256543e-06,1.7881475647999458e-12,6.538196765486329e-19,6.746196514000242e-23,0.001498695013699724,1.3100758197045559e-08,4.294455253785552e-14,6.255856140018207e-20,8.600889455708601e-25,0.00012058109665866668,0.8513330206610757,0.0005535746697629081,2.0385920123315535e-09,0.5338619647857756,0.4655844585058693,0.26155953669555254,0.26184223914605936,0.9746488774632063,0.07238603248086606
0.2,-95.25873923621243,10.0,0.0328302,0.9984944924989183,0.9987307428715009,157.8,0.377444253611584,0.016845425452270472,3.976077340299899e-05,0.9999997781974005,7.730203073344952e-05,1.2646182234736062e-20,-3.743907582188644e-26,0.9985239424267229,2.181791789693789e-06,1.7877193529985679e-12,7.012082432719715e-19,4.0903828525727605e-22,0.0014747134074817676,1.2889407613679815e-08,4.224610932319149e-14,6.142218784498682e-20,1.4167435909732026e-23,0.00012011105495466552,0.8537124685171447,0.0005498112068714414,2.0011359355063385e-09,0.5370260575042671,0.4624241292877254,0.26175590247606595,0.26203460337877527,0.9744000875470329,0.07219436326243121
0.21,-95.25945879991174,10.0,0.0328302,0.9984947376588494,0.9987309202488136,157.8,0.3718073518358081,0.014693221855120389,3.975796209194166e-05,0.999999778046371,7.70977729829862e-05,-7.037642219379885e-20,1.9689704237278463e-25,0.9985460999504359,2.1815623012577483e-06,1.7873050764186775e-12,3.942944065483242e-19,-2.1858981096642235e-21,0.0014525563085614353,1.269410442725874e-08,4.160075588921066e-14,6.119796366861271e-20,-7.271116355524307e-23,0.00011964702207229812,0.8560538327085229,0.0005460734711104657,1.9645731979743904e-09,0.5401686783274882,0.45928524623682826,0.26194776889416377,0.2622225530230116,0.9741542257082964,0.07200749026602365
0.22,-95.26015526414926,10.0,0.0328302,0.9984949748431037,0.99873109175999,157.8,0.3662545859329358,0.012818407187079967,3.9755251460288974e-05,0.9999997780574403,7.689849779006178e-05,1.119377076660247e-19,-2.8862105224765845e-25,0.9985666009608727,2.181338541196443e-06,1.78689889695899e-12,1.0024528108991756e-18,3.119471843704662e-21,0.001432055702584983,1.2513405182059286e-08,4.1003255986995164e-14,5.88810441487164e-20,9.997635376499328e-23,0.00011918881638817066,0.8583577227769318,0.0005423612760279562,1.928878982215147e-09,0.5432899727938761,0.45616766400121705,0.2621352517487868,0.26240620111483903,0.9739112511591448,0.07182523861555
0.23,-95.26083010207758,10.0,0.0328302,0.9984952045959798,0.998731257791909,157.8,0.36078470230399207,0.011185230449280902,3.9752658569590844e-05,0.99999977819457,7.670402296590544e-05,5.26911861878817e-19,-2.503767602656784e-24,0.9985855976248472,2.181121210056858e-06,1.7864914589748226e-12,4.699806305420588e-18,3.0126814819202426e-20,0.0014130594233193981,1.2346028232556731e-08,4.044859859009343e-14,4.9379530508691237e-20,1.1455229579825674e-21,0.00011873625675000695,0.8606247385079808,0.0005386744448340148,1.8940220515303543e-09,0.5463900854561652,0.4530712382049789,0.26231846291885924,0.26258565687348556,0.9736711238800816,0.07164744041533536
0.24,-95.2614845976673,10.0,0.0328302,0.998495427835805,0.9987314186535606,157.8,0.3553964658826032,0.00976254983262944,3.9749805491925955e-05,0.9999997782326743,7.651417381871245e-05,-2.98448400510452e-18,1.4383902343456267e-23,0.9986032277788194,2.1808950713992877e-06,1.786219272434725e-12,-2.2875523138461117e-17,-1.7447518876977996e-19,0.001395429651720548,1.2189794497585575e-08,3.994202582877935e-14,1.134448928111494e-19,-6.653626392759842e-21,0.00011828956695002377,0.862855470087279,0.0005350128151907125,1.8599473480997142e-09,0.5494691598822866,0.4499958254425756,0.26249751050727155,0.26276102584182787,0.9734338045892202,0.07147393449201334
0.25,-95.26211988743806,10.0,0.0328302,0.9984956430842393,0.998731574661353,157.8,0.3500886598771802,0.0085232365523894,3.9747997787448196e-05,0.9999997782075131,7.632878302345377e-05,5.2376983181481166e-18,-2.412459273009532e-23,0.998619616196673,2.1807126947645013e-06,1.7856019644124374e-12,3.8573810135139967e-17,2.843606808348865e-19,0.0013790415590400752,1.2046998726087425e-08,3.944751295344707e-14,-3.181145639203587e-20,1.0733755526578437e-20,0.00011784726750250952,0.8650504982541691,0.0005313761364138539,1.8267471608031983e-09,0.5525273387547917,0.4469412832820476,0.26267249897444306,0.2629324100238174,0.9731992547135352,0.0713045661412934
0.26,-95.26273699163849,10.0,0.0328302,0.9984958560072354,0.9987317261042421,157.8,0.3448600855135935,0.007443658157913369,3.9742887655258284e-05,0.999999778235299,7.614768964153804e-05,-2.1455907018242385e-17,1.215779837701469e-22,0.9986348761745018,2.180398485371171e-06,1.7862392766042365e-12,-2.1214343845447375e-16,-1.5373969083529718e-18,0.001363782037022607,1.1905399498033884e-08,3.906963448103744e-14,5.561610493506096e-19,-6.013065714325675e-20,0.00011741356205138105,0.867210394452914,0.0005277644639117259,1.794157812370043e-09,0.5555647635083435,0.44390747023358684,0.2628435292927196,0.2630999080102765,0.9729674363626258,0.07113918687892434
0.27,-95.26333682669879,10.0,0.0328302,0.9984960571912738,0.9987318732157207,157.8,0.33970956177921297,0.006503227240001152,3.9743489215431236e-05,0.9999997782908615,7.597074066874607e-05,6.540458614283203e-18,-3.6934576616257975e-23,0.99864910972516,2.1803171959303402e-06,1.7847990933051555e-12,6.037839615771629e-17,4.350597413984301e-19,0.0013495486856184033,1.1787437467265357e-08,3.85810854981143e-14,-8.443886153877396e-20,1.6913056676160163e-20,0.0001169794004443897,0.8693357209815123,0.000524177177326875,1.7624413401558432e-09,0.5585815752588481,0.44089424580138353,0.2630106990338736,0.2632636151156898,0.9727383123029443,0.07097765420004953
0.28,-95.26392023149164,10.0,0.0328302,0.9984962563554097,0.9987320162045651,157.8,0.3346359251689919,0.005684009207531196,3.974061120422022e-05,0.9999997783156536,7.579778800647586e-05,-1.5334520696340626e-18,3.988592919772468e-24,0.9986624100543255,2.1800976727769746e-06,1.7846614367652312e-12,8.357518886140983e-18,3.943028110495619e-20,0.0013362486949109226,1.1668496165018542e-08,3.8206814288016015e-14,3.877274636578185e-20,2.084555502175289e-21,0.00011655371418418932,0.8714270311381098,0.0005206144903244342,1.7313253474937712e-09,0.5615779134421088,0.43790147033624127,0.26317410257176,0.2634236235001972,0.9725118459371093,0.07081983142167265
0.29,-95.264487977619,10.0,0.0328302,0.9984964494559275,0.998732155275247,157.8,0.32963802943370646,0.004970380956130618,3.9738343909192226e-05,0.9999997783258899,7.562869017322761e-05,5.743136447813703e-19,-5.342464653138044e-24,0.9986748611211393,2.1799023726594933e-06,1.7843682060989656e-12,-2.3948642708492848e-18,-1.6619914760302346e-20,0.0013237979334031265,1.155848885570949e-08,3.7845780047392775e-14,6.096036381094544e-20,-7.666835328492075e-22,0.00011613222831757415,0.8734848693650331,0.0005170762011301801,1.7010823626262114e-09,0.5645539168575388,0.43492900524024847,0.2633338311125233,0.2635800222790756,0.9722880012807611,0.07066558732994335
0.3,-95.26504077913387,10.0,0.0328302,0.9984966371837053,0.9987322906163646,157.8,0.32471474533075695,0.0043487334665170485,3.973617231238702e-05,0.9999997783536557,7.546331193494157e-05,6.963454727045984e-19,3.364124692894294e-24,0.9986865391345693,2.1797151071367085e-06,1.7840274388228532e-12,8.639751571846515e-19,7.553422011567102e-21,0.0013121202103871334,1.145534263018886e-08,3.750398422328495e-14,5.494420775515729e-20,-4.45942617144406e-24,0.00011571561227096688,0.8755097713905201,0.0005135619250782968,1.6712791144234869e-09,0.5675097235730568,0.4319767128305855,0.26348997286873976,0.2637328976321597,0.9720667429421779,0.07051479598927175
0.31,-95.26557929885176,10.0,0.0328302,0.998496820486007,0.9987324223946659,157.8,0.3198649603778795,0.003807212470386944,3.9734055746853845e-05,0.9999997783890315,7.530152339562246e-05,-1.6005333774509496e-18,8.11287549363914e-24,0.9986975131462666,2.1795309565456456e-06,1.783708598461749e-12,3.788254795439594e-19,-1.2514685680771119e-20,0.0013011464797871254,1.1358397455684916e-08,3.718327836443087e-14,5.598406559689947e-20,-1.698763364880702e-22,0.00011530349034972287,0.8775022643681648,0.0005100716470550689,1.64222087151754e-09,0.5704454704130315,0.4290444562976923,0.26364261317431714,0.2638823329355111,0.9718480361056204,0.07036733662922824
0.32,-95.26610415765103,10.0,0.0328302,0.9984969987848137,0.998732550766035,157.8,0.3150875786096081,0.0033354910502810553,3.973194894132084e-05,0.9999997784156985,7.514319987717785e-05,-1.9703402766572195e-18,2.0174968505252816e-23,0.9987078457467589,2.1793500125404576e-06,1.7833953120285193e-12,6.2945961031962e-19,-1.1247901942774757e-20,0.0012908141516628782,1.1266973395711183e-08,3.6881448155244937e-14,5.761748481528578e-20,-2.9698745854136823e-22,0.00011489605068474468,0.8794628670142433,0.0005066051812070083,1.6137183630311291e-09,0.5733612934134846,0.4261320997915898,0.2637918345618169,0.26402840885981216,0.9716318465131802,0.07022309339514742
0.33,-95.26661593918084,10.0,0.0328302,0.9984971733468521,0.9987326758788104,157.8,0.3103815203366039,0.0029245717168598774,3.973012384897646e-05,0.9999997784319273,7.498822197428884e-05,-2.006453996756309e-18,-1.364016314110333e-23,0.9987175936681806,2.1791770444710714e-06,1.7830914355710785e-12,-2.0614876413408795e-19,-2.4410648559115367e-20,0.001281066488822213,1.1181360029235542e-08,3.6595317611221275e-14,5.150181623822879e-20,3.587719621468516e-23,0.00011449228068496881,0.8813920897428277,0.000503162479671469,1.5862290624611936e-09,0.5762573275748595,0.42323950835923985,0.26393771690353546,0.2641712034613049,0.9714181404486018,0.07008195510895589
0.34,-95.26711519337107,10.0,0.0328302,0.998497341996146,0.9987327978744125,157.8,0.30574572190822696,0.0025666168557052947,3.972797040697616e-05,0.9999997784489967,7.483647522357439e-05,2.2162809491619263e-18,2.3057912678203235e-23,0.9987268083595803,2.1790011453144373e-06,1.7827875603409844e-12,1.9389498096870223e-18,3.118457945090101e-20,0.0012718520553230586,1.109935945646906e-08,3.632683961904544e-14,5.613032487988658e-20,-1.0422688431636763e-22,0.00011409409699698452,0.8832904347985779,0.0004997431031532124,1.558711530322396e-09,0.5791337073194004,0.4203665480187347,0.26408033746281057,0.2643107922916726,0.9712068847221597,0.06994381508776866
0.35000000000000003,-95.26760243920407,10.0,0.0328302,0.998497508859559,0.9987329168843504,157.8,0.30117913547816905,0.0022547998951900233,3.972645476562778e-05,0.9999997784720733,7.468785010694817e-05,-1.8568923504335573e-18,-4.665677437228941e-23,0.9987355364167865,2.178839057642679e-06,1.7825033740660972e-12,-1.241616970055765e-18,-3.7649212755163706e-20,0.0012631242362305178,1.1023334089946339e-08,3.6069097794702417e-14,4.505393694686329e-20,3.449889839834604e-22,0.00011369801324010473,0.8851583963874597,0.0004963471476892167,1.532632438090225e-09,0.5819905657210034,0.4175130855986748,0.2642197710739803,0.26444724848115536,0.9709980466566662,0.0698085709913521
0.36,-95.26807816761902,10.0,0.0328302,0.9984976685262316,0.9987330330314302,157.8,0.29668072877314056,0.001983174439599399,3.972400717429045e-05,0.9999997784968641,7.454224109501095e-05,3.310056277452724e-18,6.545705938629106e-23,0.9987438201715857,2.178663338762719e-06,1.7822076570692658e-12,3.236959358971918e-18,5.694409632935344e-20,0.001254840732064364,1.0948420917059816e-08,3.5829850877838236e-14,6.177670702675105e-20,-4.362329617938601e-22,0.0001133094181177136,0.8869964608054428,0.0004929741552332025,1.505682122781347e-09,0.584828035404923,0.41467898893416144,0.2643560901200148,0.2645806428544276,0.9707915940742197,0.069676124637799
0.37,-95.26854284376024,10.0,0.0328302,0.9984978277907902,0.9987331464318804,157.8,0.29224948486426794,0.0017465582310680302,3.972252795675472e-05,0.9999997785174226,7.439954779498548e-05,-8.535198835595533e-19,2.7707736094322708e-24,0.9987516978606903,2.1785072790815644e-06,1.781934651251727e-12,6.454628889215063e-19,-6.525879027314132e-21,0.0012469632677041373,1.0879735078880665e-08,3.559706822162232e-14,5.181602520491873e-20,-1.4584948932717462e-24,0.0001129215980017325,0.8888051065653989,0.0004896243483798651,1.4808019065875467e-09,0.587646247607016,0.41186412656380084,0.2644893647853788,0.2647110440041244,0.9705874952850129,0.06954638192882806
0.38,-95.26899691272826,10.0,0.0328302,0.9984979817185607,0.9987332571979692,157.8,0.28788440194280596,0.001540440586028536,3.9720762433571565e-05,0.9999997785375311,7.425967283460514e-05,-1.6192680609019073e-19,1.4110933814743539e-24,0.9987592043910256,2.1783486822782585e-06,1.7816618101379865e-12,6.469233045155285e-19,-1.240092484027293e-21,0.0012394569623132732,1.0813385109492514e-08,3.537711954064533e-14,5.14518195689758e-20,-2.12674572094107e-25,0.0001125388564864943,0.8905848045210334,0.0004862973080486792,1.455768254465644e-09,0.5904453330417512,0.4090683681944333,0.26461966293417033,0.2648385183451872,0.97038571907295,0.06941925235517801
0.39,-95.2694407949493,10.0,0.0328302,0.9984981334622017,0.9987333654352821,157.8,0.28358449309540873,0.0013608900745624482,3.9719041853064854e-05,0.9999997785574088,7.412252367991958e-05,2.7940856139019394e-19,5.3027369647962865e-24,0.9987663712770528,2.1781933088045e-06,1.781394856494662e-12,6.473160743492307e-19,2.1285365968428703e-21,0.0012322902949998343,1.0750047254437129e-08,3.516714491945515e-14,5.109357369451436e-20,1.3517179422823372e-24,0.0001121599242211954,0.8923360179910835,0.0004829928752824942,1.4313086348975842e-09,0.5932254214577598,0.4062915842356489,0.2647470503717358,0.2649631302465523,0.9701862346865804,0.06929464921596896
0.4,-95.26987488999171,10.0,0.0328302,0.9984982799723764,0.9987334712443506,157.8,0.279348786084612,0.0012044810566189735,3.971734244425351e-05,0.9999997785770143,7.398801144921073e-05,1.4596952251809304e-19,-7.3087043655008785e-25,0.9987732271290691,2.1780409185125495e-06,1.7811333987271811e-12,6.488854269676715e-19,1.1256284597016687e-21,0.00122543465603161,1.0689391272011088e-08,3.496601607714366e-14,5.083434168592776e-20,-1.6368733741069596e-26,0.00011178480959840005,0.8940592028802157,0.0004797110432091132,1.407345202441064e-09,0.5959866415933813,0.4035336459560634,0.26487159086615875,0.2650849420905746,0.9699890118283957,0.06917248931705494
0.41000000000000003,-95.27029957949951,10.0,0.0328302,0.9984984241161293,0.9987335747205807,157.8,0.2751763231442157,0.0010682319763908265,3.9715687133153255e-05,0.9999997785961993,7.385605068071465e-05,-7.244601370478438e-20,3.3511820818031472e-25,0.9987797979142639,2.177891594382426e-06,1.780877461891733e-12,6.464639873735535e-19,-5.5477357123779105e-22,0.001218864078277824,1.0631274688244722e-08,3.4773290609683136e-14,5.055017387080264e-20,4.801389653818264e-26,0.00011141334412567277,0.8957548077915232,0.000476451564017567,1.3839088650519534e-09,0.5987291215010792,0.40079442555099365,0.2649933461893304,0.2652040143501604,0.9697940206462486,0.06905269285502344
