t,CycA,Tri_A,CKI,CycB,pB,BCKI,CycE,Tri_E,mass,Cdc20_A,APCP,Cdc20_i,pBCKI,Cdh1
0.45,0.04456640786261644,0.3870800089169718,0.06384977118862592,0.06276524291319835,0.009370871466768632,0.6275225733177625,0.19871078199177916,0.0,1.3417502860224275,0.3434192567134459,0.054358338817192334,0.7644496291697689,0.09978038753533644,0.8165888488319184
0.46,0.04345594220368045,0.38793160087491835,0.06526649892513765,0.060555324907258214,0.009171144484691127,0.6258304574738291,0.19848952857943958,0.0,1.3418277773577787,0.34307325242670506,0.05388735141628128,0.7643040947775838,0.10092285971341818,0.8187789151293016
0.47000000000000003,0.04235049368153367,0.3887786080450838,0.06672595596489034,0.058385627952227695,0.00896853944515043,0.6241090601888865,0.19826889990291807,0.0,1.3419052731679575,0.3427256657361127,0.053417366233663166,0.7641582256837655,0.10206027010027496,0.8209682142949514
0.48,0.041250581362913895,0.38962051249568025,0.06822935236407614,0.0562567579056031,0.008763341708463658,0.6223579932194607,0.1980489044134457,0.0,1.341982773453222,0.34237650381852214,0.05294843147309392,0.7640120547785215,0.10319225498512358,0.823156598237836
0.49,0.040156741562531295,0.3904567790431101,0.06977791058490551,0.054169304504458164,0.008555843257834612,0.6205768764880466,0.19782955059922072,0.0,1.3420602782138307,0.34202577405863455,0.052480595622745756,0.7638656153669958,0.10431844571062003,0.8253439143615564
0.5,0.03906952643372404,0.39128685665725693,0.07137285951317274,0.05212383699443288,0.008346341841069742,0.6187653418237266,0.1976108469265376,0.0,1.3421377874500422,0.3416734840483181,0.052013907426190074,0.7637189411476372,0.10543846953114504,0.8275300054423378
0.51,0.037989504372427305,0.39211017805735376,0.07301543429228183,0.050120905242698875,0.008135140948697153,0.6169230336361691,0.19739280183895885,0.0,1.3422153011621145,0.3413196415884241,0.05154841586318923,0.7635720661994688,0.10655194950904141,0.8297147095283696
0.52,0.036917258295083424,0.39292616142942216,0.07470687006560679,0.04816103586588539,0.007922548806976761,0.6150496124729771,0.19717542368949015,0.0,1.3422928193503063,0.3409642546881681,0.05108417010801121,0.76342502494657,0.10765850554731306,0.8318978598419341
0.53,0.03585338543158939,0.3937342106318598,0.07644839978170585,0.04624473139403345,0.007708878076781678,0.6131447567980074,0.1969587207203311,0.0,1.342370342014876,0.34060733156606227,0.050621219507962924,0.7632778521435064,0.10875775460557459,0.8340792846689388
0.54,0.034798497345783934,0.39453371517397506,0.07824125263167243,0.04437246993332264,0.007494445659219108,0.611208164482035,0.19674270104988656,0.0,1.3424478691560817,0.3402488806510935,0.05015961356473636,0.7631305828636468,0.1098493107923836,0.8362588072472991
0.55,0.03375321633332959,0.39532405381030367,0.08008664331091293,0.0425446988032372,0.007279570923243958,0.6092395581592308,0.19652737255791644,0.0,1.342525400774182,0.3398889105803174,0.04969940187152282,0.7629832524408949,0.11093278725388579,0.8384362456954452
0.56,0.032718174774955214,0.39610459518501473,0.08198576869943032,0.04076183293091931,0.0070645752043948015,0.6072386874748873,0.19631274285205133,0.0,1.3426029368694357,0.3395274301993658,0.04924063408543098,0.7628358964487119,0.11200779662022144,0.8406114129070856
0.5700000000000001,0.0316940159499082,0.3968746970187609,0.08393980818572727,0.039024255542386255,0.006849781925976527,0.6052053298113219,0.19609881927391187,0.0,1.3426804774421006,0.33916444856438943,0.048783359917060135,0.7626885506972949,0.11307395074740245,0.8427841164290001
0.58,0.030681389500159823,0.39763371063584263,0.08594991176738992,0.03733231205401244,0.0066355145499877085,0.6031392956080786,0.1958856087719369,0.0,1.3427580224924358,0.33879997493870234,0.048327629053282646,0.7625412511588593,0.11413086291059617,0.8449541584333548
0.59,0.02968094966672021,0.3983809827237455,0.08801719427644879,0.035686307186811324,0.006422095632223228,0.6010404314840782,0.19567311784108832,0.0,1.3428355720206995,0.33843401879217977,0.047873491115374485,0.7623940339311815,0.11517814875117847,0.8471213356350012
0.6,0.028693356314722987,0.3991158543081893,0.09014273544157923,0.034086504856644655,0.006209846956427034,0.5989086214317136,0.19546135252642893,0.0,1.34291312602715,0.33806658980343657,0.047420995653845964,0.7622469352411901,0.11621542600747205,0.8492854391440867
0.61,0.02771926978949968,0.3998376658887307,0.09232756804966946,0.03253312305978348,0.005999087388093554,0.5967437913878658,0.1952503183006154,0.0,1.3429906845120465,0.33769769785575005,0.0469701920606681,0.7620999913576216,0.1172423168216587,0.8514462544854414
0.62,0.026759347773026642,0.40054576057669644,0.09457266992715081,0.031026330337289278,0.005790131463570549,0.5945459127443096,0.19504001998168663,0.0,1.343068247475647,0.33732735303501543,0.04652112950833942,0.7619532385332539,0.11825844921576899,0.8536035615629702
0.63,0.025814246623043706,0.4012394827556541,0.09687896363698537,0.02956624482894042,0.00558328953790287,0.5923150042229087,0.19483046172845309,0.0,1.3431458149182103,0.33695556563234264,0.04607385695028586,0.7618067130153807,0.11926345680118078,0.8557571344810297
0.64,0.02488461575459751,0.40191818369279325,0.09924730519391654,0.02815293029908745,0.0053788656439461464,0.5900511354379335,0.19462164693672115,0.0,1.3432233868399948,0.33658234613906596,0.04562842302764244,0.7616604509512428,0.1202569810896533,0.857906741604575
0.65,0.02397109312320441,0.40258122605006486,0.10167847474374184,0.026786392866607552,0.005177155743464564,0.587754429998391,0.1944135781560419,0.0,1.343300963241259,0.3362077052428682,0.045184875991215304,0.7615144883102887,0.12123867336066349,0.8600521455853088
0.66,0.023074306619652967,0.4032279824870653,0.10417317498004043,0.02546657871848935,0.004978447713493109,0.5854250685411694,0.19420625705659753,0.0,1.3433785441222617,0.3358316538309657,0.04474326370045959,0.761368860894287,0.1222081945431606,0.8621931031580224
0.67,0.02219486843283353,0.4038578412936289,0.10673202172637747,0.024193371892006387,0.004783019414537778,0.5830632906269718,0.1939996843628408,0.0,1.3434561294832614,0.3354542029842778,0.044303633527968636,0.7612236042388871,0.12316521732387409,0.8643293652401787
0.68,0.021333369781583754,0.404470211654647,0.1093555358033117,0.02296659284359611,0.0045911369525621715,0.580669395917816,0.19379385980571898,0.0,1.3435337193245172,0.33507536397167625,0.043866032267085506,0.7610787535182907,0.12410942805243849,0.8664606770346482
0.6900000000000001,0.02049038155958845,0.40506452299924856,0.1120441379938706,0.02178599380359561,0.0044030541819714795,0.5782437494185614,0.1935887820355969,0.0,1.343611313646287,0.3346951482533861,0.04343050612630175,0.7609343435515281,0.12504052711909366,0.8685867778013037
0.7000000000000001,0.01966644913048748,0.40564023020484147,0.11479814266289258,0.02065125880683501,0.0042190111791744036,0.5757867811791801,0.19338444861167245,0.0,1.3436889124488298,0.3343135674742977,0.04299710063580955,0.7607904087047939,0.1259582306589264,0.8707074009905736
0.71,0.01886208715269976,0.4061968187741922,0.11761775328427823,0.01956200535352834,0.004039232940737681,0.5732989843458542,0.19318085603262028,0.0,1.3437665157324044,0.33393063345618285,0.04256586055231122,0.7606469827905319,0.12686227204522424,0.8728222744131385
0.72,0.018077779058531467,0.40673380534495984,0.12050305272829272,0.018517776858957655,0.0038639281723629017,0.5707809231940923,0.1929779995682206,0.0,1.3438441234972693,0.3335463582017451,0.04213682984098891,0.7605040990617594,0.12775240300510302,0.874931119995559
0.73,0.01731397277538743,0.4072507419702933,0.12345399951870871,0.017518044036596944,0.00369328820043522,0.5682332315594383,0.1927758732884862,0.0,1.3439217357436835,0.33316075388798877,0.04171005159253914,0.7603617901253316,0.12862839486185101,0.8770336539050209
0.74,0.01657107646364959,0.4077472203945896,0.12647043247447737,0.016562213476094094,0.0035274868299017366,0.5656566038478833,0.19257447026979665,0.0,1.3439993524719054,0.3327738328541782,0.04128556792766857,0.7602200878353432,0.12949003891562835,0.8791295868407425
0.75,0.015849456020506712,0.40822287453237766,0.12955205504182382,0.015649616967461026,0.003366678174009231,0.5630518060897741,0.19237378233802913,0.0,1.344076973682194,0.3323856076061739,0.04086341995879868,0.7600790232667088,0.1303371485566198,0.8812186238016742
0.76,0.015149431737704446,0.40867738381241087,0.1326984324513862,0.014779512706946647,0.00321099580306507,0.5604196746437773,0.19217380009807064,0.0,1.3441545993748079,0.33199609081086084,0.04044364771950634,0.7599386266427013,0.13116956023335885,0.883300464167978
0.77,0.014471277776710341,0.40911047372477927,0.1359090065978736,0.013951098814718628,0.0030605542814626106,0.5577611023822393,0.19197451326867424,0.0,1.3442322295500058,0.33160529528323496,0.04002629010635756,0.7597989272665409,0.13198713208963792,0.8853748019669643
0.78,0.013815217404723157,0.40952192057226183,0.13918308125924725,0.01316350575698017,0.0029154467752360615,0.5550770463707839,0.1917759104954952,0.0,1.3443098642080464,0.33121323398653585,0.039611384806804206,0.7596599534542878,0.13278974641378655,0.8874413258005669
0.79,0.013181419454432082,0.4099115550074122,0.14251981545420495,0.012415794493783355,0.002775743746289663,0.5523685297192934,0.19157797930584639,0.0,1.3443875033491888,0.3308199200288954,0.03919896823176277,0.7595217324683947,0.1335773110306594,0.8894997188619023
0.8,0.012570000241671006,0.4102792601360626,0.14591824115114324,0.011706969881255441,0.0026414951291627775,0.549636628014995,0.19138070642634158,0.0,1.3444651469736917,0.3304253666519948,0.03878907548587272,0.7593842904811141,0.13434975722774725,0.8915496591067862
0.81,0.01198102235073736,0.41062497273958337,0.14937726724995812,0.011035985532971299,0.0025127305374974362,0.546882464384081,0.19118407789787084,0.0,1.3445427950818138,0.330029587224151,0.038381740315780906,0.7592476525202121,0.13510703964440343,0.8935908193413573
0.8200000000000001,0.011414489687767149,0.41094868821421005,0.15289566806179425,0.010401739237936242,0.002389457220679694,0.5441072140791972,0.19098807896857334,0.0,1.3446204476738142,0.32963259523801197,0.03797699503244377,0.7591118423930489,0.13584913840818427,0.8956228672259876
0.8300000000000001,0.010870350970624299,0.41125045709552,0.15647209873500287,0.009803082735353857,0.002271662184825851,0.5413120947133808,0.19079269430913628,0.0,1.3446981047499516,0.32923440430140244,0.037574870520482404,0.7589768826943747,0.13657605700729922,0.8976454652912503
0.84,0.010348496051189548,0.41153038873889974,0.1601050923866585,0.009238823262218848,0.0021593112991797024,0.5384983646107008,0.19059790805620688,0.0,1.3447757663104847,0.3288350281319616,0.0371753961574971,0.7588427947232331,0.1372878233222361,0.8996582710442668
0.85,0.009848757201907117,0.41178865004189835,0.16379306948141856,0.008707730449648001,0.002052350407095158,0.535667315872142,0.19040370394656186,0.0,1.3448534323556727,0.3284344805498053,0.036778599787457254,0.7587095984544184,0.13798448856863488,0.9016609370149165
0.86,0.009370914876984117,0.4120254596976802,0.16753435883637519,0.008208548555071984,0.001950708292607295,0.5328202621380259,0.19021006553637462,0.0,1.3449311028857742,0.32803277546838705,0.03638450773576436,0.7585773125513362,0.13866612432740688,0.9036531107666961
0.87,0.008914691388933941,0.41224109451734164,0.1713271866981816,0.007739993819851469,0.0018542945899706247,0.5299585411590325,0.19001697618671673,0.0,1.3450087779010484,0.3276299268902559,0.035993144717738824,0.7584459542736206,0.13933282477037112,0.9056344349866825
0.88,0.008479758640750292,0.41243588170872875,0.17516969897209989,0.007300765671447389,0.001763003120305807,0.527083503676196,0.18982441922723858,0.0,1.345086457401754,0.3272259488983266,0.03560453388885901,0.7583155395275244,0.13998470324248988,0.9076045474035804
0.89,0.008065739093351239,0.4126101979165523,0.1790599690857622,0.006889552642846353,0.0016767127956485912,0.5241965074774481,0.18963237807026614,0.0,1.34516414138815,0.32682085564884605,0.03521869681914814,0.758186082838901,0.14062189140409412,0.909563080821248
0.9,0.0076722048754545615,0.4127644701188223,0.18299600167519497,0.006505036641802899,0.0015952878245360667,0.5212989130782988,0.18944083630666048,0.0,1.3452418298604958,0.326414661364815,0.03483565344828039,0.7580575973065228,0.14124453910302723,0.911509663179505
0.91,0.007298687306130122,0.41289916610844063,0.18697575326019814,0.006145900923391438,0.001518581056049397,0.5183920759558935,0.1892497777660438,0.0,1.3453195228190498,0.3260073803277662,0.03445542218490431,0.7579300947046875,0.141852810836455,0.9134439173341895
0.92,0.006944674683415343,0.413014796713938,0.19099713572337854,0.005810835569963781,0.0014464340237207098,0.5154773409532788,0.1890591866587914,0.0,1.345397220264071,0.32559902687113973,0.03407801983238268,0.75780358540567,0.14244688584817963,0.9153654611922412
0.93,0.0066096176222573515,0.4131119104651893,0.19505802962738228,0.005498543540285303,0.001378678930189778,0.5125560363272267,0.18886904763021017,0.0,1.3454749221958187,0.3251896153733903,0.033703461626867735,0.7576780784189796,0.14302695606578347,0.9172739076060954
0.9400000000000001,0.006292936455142456,0.4131910861941904,0.199156299904568,0.005207746611206415,0.001315141109927648,0.509629467960627,0.1886793457802609,0.0,1.3455526286145518,0.3247791602513091,0.03333176130526547,0.7575535814617433,0.14359322350106352,0.9191688642010113
0.9500000000000001,0.005994019948984023,0.4132529343291876,0.2032898015537499,0.004937191763357971,0.0012556394847443684,0.5066989128931765,0.1884900668302654,0.0,1.3456303395205294,0.3243676759523524,0.03296293104859145,0.757430100899317,0.1441458999018618,0.9210499334834004
0.96,0.005712234022850916,0.4132980881710941,0.20745639204842248,0.0046856529188101645,0.001199988750737676,0.5037656178514556,0.18830119703279477,0.0,1.3457080549140104,0.32395517694929254,0.032596981598706484,0.7573076418670363,0.14468520431845683,0.9229167125606409
0.97,0.005446924375945744,0.4133272012733428,0.2116539425598542,0.004451938014055807,0.0011480008575156155,0.5008307921808733,0.18811272328942652,0.0,1.345785774795254,0.3235416777328079,0.032233922250546006,0.7571862082616081,0.14521136163916248,0.9247687931376436
0.98,0.005197419289504472,0.41334094464705556,0.21588034888163662,0.004234895632869127,0.001099486468286248,0.49789560123018284,0.18792463325695286,0.0,1.3458634991645193,0.32312719280422475,0.03187376084990034,0.7570658027383245,0.14572460113283442,0.9266057615033775
0.99,0.004963037452255259,0.4133399989225583,0.22013353540905772,0.00403341037701209,0.001054256066927163,0.49496117133087253,0.18773691514913296,0.0,1.3459412280220655,0.3227117366722494,0.031516503940971816,0.75694642686535,0.14622515501668512,0.928427198245007
1.0,0.00474309105129508,0.4133250512671119,0.22441146812214102,0.003846410981338676,0.001012121687726862,0.49202858168387786,0.187549557866093,0.0,1.3460189613681512,0.3222953238451922,0.03116215675850297,0.7568280811149836,0.14671325674406716,0.9302326782276701
1.01,0.004536889228826084,0.4132967919341557,0.22871216602065117,0.003672876708016679,0.0009728984949872803,0.4890988580067347,0.18736255108396263,0.0,1.346096699203036,0.321877968823831,0.03081072323734923,0.7567107648732138,0.14718913940339262,0.9320217705522381
1.02,0.004343741812451356,0.413255910519612,0.23303369591645207,0.003511829087812416,0.0009364043922938734,0.4861729810948778,0.18717588505134086,0.0,1.346174441526979,0.3214596861001544,0.030462206135276268,0.7565944765679123,0.14765303582821765,0.9337940384743143
1.03,0.004162964112779885,0.41320309117071324,0.23737418715674868,0.0033623397427563362,0.0009024621271864505,0.48325187905128913,0.18698955068565992,0.0,1.3462521883402392,0.3210404901494466,0.030116607048488567,0.7564792136846873,0.14810517646125948,0.9355490392942051
1.04,0.003993881214381217,0.41313900829794487,0.2417318420959798,0.003223535067932999,0.0008709008406431551,0.4803364226981034,0.18680353961610746,0.0,1.346329939643076,0.3206203954237154,0.02977392644461062,0.7563649728009761,0.14854578773222304,0.9372863242763243
1.05,0.00383582775977511,0.4130643267793618,0.2461049235690433,0.0030945857276809753,0.0008415544959321432,0.4774274363195117,0.18661784400598472,0.0,1.3464076954357482,0.32019941635188315,0.0294341637572683,0.7562517496840704,0.14897509340453038,0.9390054389282723
1.06,0.0036881537939374535,0.41297969612035107,0.250491770074287,0.0029747138035679135,0.0008142641091686373,0.47452569060464705,0.18643245661634833,0.0,1.3464854557185153,0.319777567332007,0.02909731741816289,0.7561395393245145,0.14939331227741776,0.940705922775023
1.07,0.003550228835191151,0.41288574638331527,0.25489080369817924,0.002863195501729449,0.0007888789785596944,0.47163190006146233,0.18624737081380577,0.0,1.3465632204916367,0.3193548627255521,0.028763384902002347,0.7560283359827008,0.14980065685596997,0.9423873093006997
1.08,0.0034214386835852363,0.41278309137043484,0.25930051323754244,0.0027593498283691375,0.0007652544947282304,0.4687467345091752,0.18606258043571602,0.0,1.346640989755371,0.3189313168585518,0.028432362792339884,0.755918133256062,0.15019733537714514,0.94404912677018
1.09,0.0033011917418701102,0.4126723223045636,0.26371946840479815,0.0026625444596409045,0.0007432542347985265,0.46587081333726466,0.18587807981759602,0.0,1.3467187635099782,0.3185069440141809,0.028104246829086278,0.7558089241288269,0.1505835496134232,0.9456908978430314
