t,T,I,E
0.61,7.073193666049913,0.8101465250266621,0.9678901521629103
0.62,7.172423778489491,0.8073865390647967,0.96738237913377
0.63,7.271643364943756,0.8046369580782174,0.9668751819193723
0.64,7.370852431267482,0.8018977394165706,0.9663685593453495
0.65,7.470050983274663,0.7991688406780711,0.9658625102374913
0.66,7.56923902674912,0.7964502196532842,0.9653570334218995
0.67,7.66841656744471,0.7937418343240037,0.9648521277249914
0.68,7.767583611085541,0.791043642862131,0.9643477919735025
0.6900000000000001,7.866740163366183,0.7883556036285542,0.9638440249944894
0.7000000000000001,7.965886229951871,0.7856776751720265,0.9633408256153325
0.71,8.065021816478728,0.783009816228045,0.9628381926637388
0.72,8.164146928553972,0.7803519857177303,0.9623361249677451
0.73,8.263261571756125,0.7777041427467042,0.9618346213557206
0.74,8.36236575163522,0.7750662466039692,0.9613336806563697
0.75,8.461459473713026,0.7724382567607874,0.960833301698735
0.76,8.560542743483246,0.7698201328695589,0.9603334833122
0.77,8.659615566411736,0.7672118347627007,0.9598342243264922
0.78,8.75867794793671,0.7646133224515261,0.9593355235716856
0.79,8.857729893468958,0.7620245561251227,0.9588373798782039
0.8,8.956771408392054,0.7594454961492316,0.9583397920768231
0.81,9.055802498062565,0.7568761030651264,0.9578427589986744
0.8200000000000001,9.154823167810266,0.7543163375884918,0.9573462794752472
0.8300000000000001,9.25383342293835,0.7517661606083023,0.9568503523383917
0.84,9.352833268723636,0.7492255331857013,0.9563549764203221
0.85,9.451822710440604,0.746694416415744,0.9558601505544908
0.86,9.550801753350324,0.7441727714911522,0.9553658735751792
0.87,9.64977040266126,0.7416605599282252,0.954872144316057
0.88,9.748728663556875,0.7391577434078832,0.954378961611189
0.89,9.847676541195991,0.7366642837737645,0.9538863242950417
0.9,9.946614040713014,0.7341801430310002,0.9533942312024882
0.91,10.045541167218154,0.731705283344988,0.952902681168811
0.92,10.144457925797667,0.7292396670401664,0.9524116730297056
0.93,10.24336432151408,0.7267832565987894,0.951921205621284
0.9400000000000001,10.342260359406417,0.7243360146597002,0.9514312777800782
0.9500000000000001,10.441146044490436,0.7218979040171059,0.9509418883430438
0.96,10.540021381758846,0.7194688876193512,0.9504530361475637
0.97,10.638886376181553,0.7170489285676932,0.949964720031451
0.98,10.737741032705877,0.7146379901150751,0.9494769388329535
0.99,10.836585356256784,0.7122360356649011,0.9489896913907561
1.0,10.935419351737114,0.70984302876981,0.948502976543985
1.01,11.03424302402782,0.7074589331304495,0.9480167931322111
1.02,11.133056377988185,0.705083712594251,0.9475311399954537
1.03,11.231859418456057,0.702717331154203,0.9470460159741833
1.04,11.330652150248081,0.7003597529476262,0.9465614199093261
1.05,11.42943457815992,0.6980109422549471,0.9460773506422666
1.06,11.528206706966497,0.6956708634984724,0.945593807014852
1.07,11.626968541410271,0.6933394813042775,0.9451107878692957
1.08,11.72572008609314,0.6910167610736172,0.9446282920472822
1.09,11.824461345662865,0.688702667997509,0.9441463183915156
1.1,11.92319232477325,0.6863971672671494,0.9436648657453917
1.11,12.02191302805497,0.6841002242281969,0.9431839329527563
1.12,12.120623460115656,0.6818118043802095,0.9427035188579083
1.1300000000000001,12.219323625540012,0.6795318733760827,0.9422236223056019
1.1400000000000001,12.31801352888991,0.6772603970214873,0.9417442421410492
1.1500000000000001,12.4166931747045,0.6749973412743075,0.9412653772099228
1.16,12.51536256750031,0.6727426722440785,0.9407870263583576
1.17,12.614021711771354,0.6704963561914243,0.9403091884329543
1.18,12.712670611989232,0.6682583595274961,0.939831862280781
1.19,12.811309272603232,0.6660286488134095,0.9393550467493761
1.2,12.909937698040443,0.6638071907596828,0.9388787406867508
1.21,13.008555892705846,0.6615939522256747,0.9384029429413913
1.22,13.10716386098243,0.6593889002190222,0.9379276523622614
1.23,13.205761607231288,0.6571920018950785,0.9374528677988052
1.24,13.304349135792577,0.6550032245514241,0.9369785881009702
1.25,13.402926451023344,0.6528225354086948,0.9365048121201351
1.26,13.501493557250514,0.6506499018830636,0.9360315387079567
1.27,13.6000504587626,0.6484852916342859,0.9355587667161664
1.28,13.698597159827976,0.6463286724598668,0.9350864949970185
1.29,13.79713366469502,0.6441800122942433,0.934614722403293
1.3,13.895659977592272,0.6420392792079662,0.9341434477883007
1.31,13.994176102728575,0.6399064414068825,0.9336726700058853
1.32,14.092682044293227,0.6377814672313176,0.9332023879104273
1.33,14.191177806456125,0.6356643251552573,0.9327326003568482
1.34,14.289663393367913,0.6335549837855299,0.9322633062006133
1.35,14.388138809160136,0.6314534118609887,0.9317945042977357
1.36,14.486604057945382,0.6293595782516941,0.9313261935047795
1.37,14.585059143817432,0.6272734519580951,0.9308583726788638
1.3800000000000001,14.68350407085141,0.6251950021102128,0.9303910406776661
1.3900000000000001,14.781938843103921,0.6231241979668211,0.9299241963594252
1.4000000000000001,14.880363464613218,0.6210610089146298,0.9294578385829461
1.41,14.97877793939933,0.6190054044674665,0.928991966207602
1.42,15.077182271442464,0.6169573543834598,0.9285265780932528
1.43,15.175576464695244,0.6149168285985483,0.9280616731002957
1.44,15.273960523113264,0.6128837970609285,0.9275972500897902
1.45,15.372334450633568,0.6108582298476635,0.9271333079233752
1.46,15.470698251174735,0.6088400971642001,0.9266698454632724
1.47,15.569051928636995,0.6068293693437375,0.9262068615722898
1.48,15.667395486902343,0.6048260168465952,0.925744355113825
1.49,15.765728929834653,0.6028300102595816,0.925282324951869
1.5,15.864052261279792,0.6008413202953617,0.9248207699510089
1.51,15.962365485065728,0.5988599177918263,0.924359688976432
1.52,16.060668605002654,0.5968857737114591,0.9238990808939287
1.53,16.158961624883087,0.594918859140706,0.9234389445698964
1.54,16.257244548482003,0.5929591452893427,0.9229792788713426
1.55,16.355517379556925,0.5910066034898431,0.9225200826658884
1.56,16.45378012184806,0.5890612051967481,0.922061354821772
1.57,16.5520327790784,0.5871229219860329,0.9216030942078517
1.58,16.65027535495383,0.5851917255544759,0.9211452996936103
1.59,16.74850785316057,0.5832675877312434,0.9206879701492332
1.6,16.846730277363175,0.5813504804867788,0.9202311044456729
1.61,16.944942631214527,0.5794403758873574,0.9197747014543716
1.62,17.043144918350926,0.5775372461172231,0.9193187600474072
1.6300000000000001,17.141337142391947,0.5756410634791731,0.9188632790975043
1.6400000000000001,17.23951930694054,0.5737518003939576,0.9184082574780377
1.6500000000000001,17.337691415583137,0.57186942939968,0.9179536940630361
1.6600000000000001,17.435853471889757,0.5699939231511969,0.9174995877271855
1.67,17.53400547941412,0.5681252544195182,0.9170459373458333
1.68,17.63214744169375,0.566263396091207,0.9165927417949913
1.69,17.73027936225007,0.5644083211677802,0.9161399999513398
1.7,17.82840124458853,0.5625600027651079,0.915687710692231
1.71,17.926513092198697,0.5607184141128138,0.9152358728956925
1.72,18.024614908554366,0.5588835285536752,0.9147844854404314
1.73,18.122706697113674,0.5570553195430235,0.9143335472058374
1.74,18.220788461319195,0.5552337606481431,0.9138830570719865
1.75,18.318860204598057,0.5534188255476731,0.9134330139196449
1.76,18.41692193036007,0.5516104880402978,0.912983416630332
1.77,18.51497364199083,0.5498087220771983,0.9125342640865366
1.78,18.61301534286754,0.5480135016873676,0.9120855551712442
1.79,18.711047036353357,0.546224801004133,0.9116372887681155
1.8,18.809068725796227,0.5444425942705021,0.9111894637615274
1.81,18.907080414529002,0.5426668558386105,0.9107420790365779
1.82,19.005082105869537,0.5408975601691678,0.9102951334790887
1.83,19.103073803120765,0.5391346818309047,0.9098486259756108
1.84,19.201055509570814,0.5373781955000204,0.9094025554134268
1.85,19.299027228493095,0.5356280759596285,0.9089569206805558
1.86,19.39698896314641,0.5338842980992042,0.9085117206657568
1.87,19.494940716775027,0.5321468369140316,0.9080669542585333
1.8800000000000001,19.592882492608794,0.53041566750465,0.9076226203491364
1.8900000000000001,19.690814293863234,0.528690765076301,0.9071787178285693
1.9000000000000001,19.78873612373964,0.5269721049383749,0.9067352455885909
1.9100000000000001,19.886647985425164,0.5252596625038584,0.9062922025217196
1.92,19.98454988209292,0.5235534132887806,0.9058495875212379
1.93,20.08244181688499,0.521853332999656,0.905407399481425
1.94,20.180323792975532,0.5201593972086413,0.9049656372967156
1.95,20.278195813468344,0.5184715818805344,0.9045242998630791
1.96,20.376057881478832,0.5167898629509866,0.9040833860769255
1.97,20.473910000108557,0.5151142164574989,0.9036428948354519
1.98,20.571752172445297,0.5134446185388765,0.9032028250366468
1.99,20.66958440156318,0.5117810454346856,0.902763175579294
2.0,20.767406690522748,0.5101234734847134,0.9023239453629762
2.0100000000000002,20.865219042371063,0.5084718791284301,0.9018851332880794
2.02,20.963021460141793,0.5068262389044536,0.9014467382557968
2.0300000000000002,21.060813946855326,0.5051865294500173,0.9010087591681324
2.04,21.158596505518833,0.5035527275004408,0.9005711949279053
2.05,21.256369139126377,0.5019248098886016,0.9001340444387539
2.06,21.354131850659005,0.5003027535444116,0.8996973066051391
2.07,21.45188464308483,0.49868653549429465,0.8992609803323494
2.08,21.549627519359127,0.4970761328606678,0.8988250645265039
2.09,21.647360482424418,0.4954715228614243,0.8983895580945568
2.1,21.74508353521039,0.4938726828102911,0.8979544599443057
2.11,21.84279668062112,0.4922795901797351,0.8975197689847086
2.12,21.9404999215512,0.49069222252137507,0.8970854841254977
2.13,22.038193260890075,0.489110557444479,0.8966516042770794
2.14,22.135876701514707,0.4875345726521756,0.89621812835072
2.15,22.23355024628963,0.4859642459409861,0.8957850552585501
2.16,22.33121389806705,0.48439955520035816,0.8953523839135682
2.17,22.428867659686897,0.4828404784122041,0.8949201132296454
2.18,22.526511533976944,0.4812869936504407,0.8944882421215293
2.19,22.62414552375283,0.4797390790805336,0.8940567695048487
2.2,22.721769631818205,0.47819671295904376,0.8936256942961174
2.21,22.819383860964727,0.4766598736331781,0.8931950154127386
2.22,22.91698821397222,0.4751285395403416,0.8927647317730096
2.23,23.014582693608677,0.4736026892076948,0.8923348422961253
2.24,23.11216730263039,0.4720823012517122,0.8919053459021831
2.25,23.20974204378198,0.4705673543777452,0.891476241512187
2.2600000000000002,23.307306919796513,0.4690578273795876,0.891047528048052
2.27,23.404861933395527,0.4675536991390446,0.8906192044326083
2.2800000000000002,23.502407087289146,0.4660549486255041,0.8901912695896058
2.29,23.59994238417612,0.46456155489551254,0.8897637224437182
2.3000000000000003,23.697467826743928,0.4630734970923521,0.8893365619205474
2.31,23.794983417668803,0.46159075444562275,0.8889097869466283
2.32,23.89248915961585,0.46011330627082603,0.8884833964494324
2.33,23.989985055239085,0.4586411319689528,0.8880573893573729
2.34,24.087471107181507,0.45717421102607386,0.8876317645998086
2.35,24.18494731807518,0.4557125230129336,0.8872065211070487
2.36,24.282413690541283,0.4542560475845469,0.8867816578103568
2.37,24.379870227190192,0.452804764479799,0.8863571736419554
2.38,24.477316930621523,0.45135865352104904,0.8859330675350309
2.39,24.574753803424233,0.4499176946137354,0.8855093384237369
2.4,24.672180848176648,0.4484818677459861,0.8850859852431999
2.41,24.76959806744655,0.4470511529882303,0.8846630069295228
2.42,24.867005463791024,0.4456255304938848,0.8842404024197936
2.43,24.96440303973616,0.4442049806036018,0.8838181706524533
2.44,25.061790797801446,0.4427894837196767,0.8833963105668652
2.45,25.159168740508346,0.4413790202624,0.8829748211031692
2.46,25.256536870367746,0.4399735707340314,0.8825537012025095
2.47,25.35389518988007,0.43857311571848395,0.88213294980704
2.48,25.451243701535276,0.43717763588101344,0.8817125658599283
2.49,25.548582407812937,0.43578711196791065,0.8812925483053605
2.5,25.64591131118228,0.434401524806199,0.8808728960885467
2.5100000000000002,25.743230414102236,0.43302085530333406,0.8804536081557247
2.52,25.84053971902147,0.43164508444690947,0.8800346834541654
2.5300000000000002,25.937839228378454,0.43027419330436417,0.8796161209321773
2.54,26.03512894460148,0.42890816302269585,0.8791979195391117
2.5500000000000003,26.132408870108748,0.42754697482817683,0.8787800782253669
2.56,26.22967900730834,0.42619061002607456,0.8783625959423931
2.57,26.326939358598345,0.42483905000037575,0.8779454716426978
2.58,26.424189926366843,0.42349227621351465,0.8775287042798499
2.59,26.52143071299195,0.42215027020610535,0.8771122928084851
2.6,26.618661720841896,0.4208130135966772,0.8766962361843105
2.61,26.715882952275013,0.41948048808141564,0.876280533364109
2.62,26.813094409639824,0.41815267543390516,0.8758651833057455
2.63,26.910296095275033,0.4168295575048781,0.8754501849681703
2.64,27.007488011509604,0.41551111622196546,0.8750355373114246
2.65,27.104670160662764,0.41419733358945343,0.8746212392966459
2.66,27.201842545044062,0.4128881916880422,0.8742072898860723
2.67,27.29900516695339,0.4115836726746103,0.8737936880430474
2.68,27.396158028681025,0.4102837587819815,0.8733804327320257
2.69,27.49330113250765,0.40898843231869636,0.8729675229185773
2.7,27.59043448070441,0.4076976756687876,0.8725549575693927
2.71,27.687558075532905,0.4064114712915596,0.8721427356522883
2.72,27.784671919245277,0.4051298017213709,0.8717308561362108
2.73,27.88177601408417,0.4038526495674223,0.8713193179912427
2.74,27.978870362283025,0.40257999751251716,0.8709081201886048
2.75,28.075954966093917,0.40131182816851274,0.8704972617003303
2.7600000000000002,28.173029827756704,0.40004812423623937,0.8700867414996372
2.77,28.270094949484612,0.3987888685801167,0.8696765585611044
2.7800000000000002,28.367150333482176,0.3975340441351749,0.8692667118604639
2.79,28.464195981945267,0.39628363390673205,0.8688572003746061
2.8000000000000003,28.561231897061177,0.395037620970072,0.8684480230815843
2.81,28.658258081008636,0.39379598847012504,0.8680391789606198
2.82,28.755274535957884,0.39255871962114885,0.8676306669921061
2.83,28.852281264070722,0.3913257977064116,0.8672224861576143
2.84,28.94927826750054,0.39009720607787685,0.8668146354398978
2.85,29.04626554839239,0.38887292815588903,0.8664071138228967
2.86,29.143243108883027,0.3876529474288615,0.865999920291743
2.87,29.24021095110096,0.38643724745296526,0.8655930538327655
2.88,29.337169077166475,0.3852258118518199,0.8651865134334945
2.89,29.434117489191742,0.3840186243161854,0.8647802980826662
2.9,29.531056189280793,0.38281566860365607,0.8643744067702285
2.91,29.627985179529627,0.3816169285383554,0.8639688384873448
2.92,29.724904462026217,0.38042238801063316,0.8635635922264001
2.93,29.82181403885059,0.3792320309767632,0.8631586669810043
2.94,29.91871391207484,0.37804584145864356,0.8627540617459986
2.95,30.015604083763204,0.3768638035434972,0.8623497755174592
2.96,30.11248455597209,0.3756859013835753,0.8619458072927031
2.97,30.20935533075014,0.37451211919586136,0.8615421560702923
2.98,30.306216410138237,0.3733424412617769,0.861138820850039
2.99,30.403067796169612,0.3721768519268888,0.8607358006330107
3.0,30.49990949086983,0.37101533560061845,0.8603330944215346
3.0100000000000002,30.59674149625548,0.36985787676557436,0.8599307012191132
3.02,30.69356381433136,0.36870445999719664,0.8595286200302426
3.0300000000000002,30.790376447098755,0.36755506990603964,0.8591268498609539
3.04,30.887179396551858,0.36640969116280125,0.8587253897185823
3.0500000000000003,30.983972664677342,0.36526830850125835,0.8583242386117409
3.06,31.080756253454407,0.36413090671801196,0.8579233955503267
3.0700000000000003,31.17753016485482,0.3629974706722339,0.8575228595455241
3.08,31.274294400842926,0.3618679852854161,0.8571226296098104
3.09,31.371048963375735,0.36074243554112095,0.8567227047569601
3.1,31.46779385440292,0.35962080648473466,0.8563230840020497
3.11,31.56452907586687,0.35850308322322216,0.8559237663614626
3.12,31.661254629702718,0.3573892509248837,0.8555247508528935
3.13,31.75797051783839,0.3562792948191142,0.8551260364953532
3.14,31.85467674219464,0.3551732001961638,0.8547276223091739
3.15,31.95137330468507,0.35407095240690095,0.8543295073160128
3.16,32.04806020721618,0.3529725368625774,0.8539316905388575
3.17,32.144737451687405,0.351877939034595,0.8535341710020312
3.18,32.24140503999114,0.3507871444542746,0.8531369477311963
3.19,32.33806297401277,0.34970013871262723,0.8527400197533599
3.2,32.43471125563074,0.3486169074601265,0.8523433860968783
3.21,32.53134988671651,0.3475374364064843,0.8519470457914619
3.22,32.62797886913471,0.34646171132042686,0.8515509978681794
3.23,32.72459820474304,0.34538971802947444,0.8511552413594637
3.24,32.8212078953924,0.3443214424197217,0.8507597752991151
3.25,32.917807942926856,0.34325687043562103,0.8503645987223071
3.2600000000000002,33.01439834918375,0.34219598807976714,0.8499697106655909
3.27,33.11097911599382,0.34113878141169085,0.8495751101668941
3.2800000000000002,33.20755024519014,0.34008523649973854,0.8491807962652408
3.29,33.304111738596674,0.3390353394828762,0.848786768001125
3.3000000000000003,33.40066359802639,0.3379890765809979,0.8483930244165773
3.31,33.49720582528582,0.3369464340700895,0.8479995645550243
3.3200000000000003,33.59373842217509,0.3359073982819829,0.8476063874612924
3.33,33.69026139048799,0.3348719556041134,0.8472134921816121
3.34,33.78677473201197,0.33384009247927715,0.8468208777636231
3.35,33.88327844852821,0.33281179540538997,0.8464285432563785
3.36,33.97977254181162,0.3317870509352483,0.8460364877103492
3.37,34.076257013630915,0.33076584567628986,0.8456447101774285
3.38,34.17273186574863,0.32974816629035747,0.8452532097109368
3.39,34.26919709992115,0.328733999493462,0.8448619853656255
3.4,34.365652717898755,0.32772333205554866,0.8444710361976825
3.41,34.46209872142567,0.3267161508002628,0.8440803612647354
3.42,34.55853511224005,0.3257124426047182,0.843689959625857
3.43,34.6549618920741,0.32471219439926596,0.8432998303415694
3.44,34.75137906265399,0.3237153931672647,0.8429099724738484
3.45,34.847786625700024,0.3227220259448522,0.8425203850861281
3.46,34.94418458292655,0.3217320798207184,0.8421310672433054
3.47,35.040572936042096,0.32074554193587895,0.8417420180117444
3.48,35.13695168674933,0.3197623994834513,0.841353236459281
3.49,35.23332083674513,0.31878263970843035,0.8409647216552268
3.5,35.3296803877206,0.3178062499074672,0.8405764726703747
3.5100000000000002,35.42603034136113,0.3168332174286473,0.840188488577002
3.52,35.52237069934638,0.31586352967127157,0.839800768448876
3.5300000000000002,35.61870146335037,0.3148971740856374,0.8394133113612579
3.54,35.71502263504148,0.31393413817257876,0.8390261163909551
3.5500000000000003,35.81133421608252,0.31297440948295313,0.8386391826163853
3.56,35.90763620813068,0.31201797561854144,0.8382525091173594
3.5700000000000003,36.00392861283763,0.31106482423128984,0.8378660949751945
3.58,36.10021143184953,0.31011494302305453,0.8374799392727262
3.59,36.19648466680703,0.30916831974539005,0.8370940410943142
3.6,36.29274831934537,0.30822494219933916,0.8367083995258453
3.61,36.389002391094344,0.30728479823522387,0.8363230136547396
3.62,36.48524688367838,0.30634787575243755,0.8359378825699538
3.63,36.581481798716524,0.30541416269923866,0.8355530053619866
3.64,36.67770713782252,0.30448364707254527,0.8351683811228825
3.65,36.77392290260479,0.3035563169177313,0.834784008946237
3.66,36.870129094666495,0.3026321603284233,0.8343998879272008
3.67,36.966325715605564,0.30171116544629956,0.8340160171624843
3.68,37.06251276701471,0.30079332046088914,0.8336323957503625
3.69,37.15869025048145,0.29987861360937335,0.833249022790679
3.7,37.25485816758817,0.2989670331763875,0.8328658973848513
3.71,37.3510165199121,0.2980585674938249,0.8324830186358744
3.72,37.4471653090254,0.2971532049406408,0.8321003856483261
3.73,37.54330453649514,0.296250933942659,0.8317179975283715
3.74,37.639434203883354,0.29535174297237854,0.8313358533837667
3.75,37.735554312747055,0.2944556205487824,0.8309539523238647
3.7600000000000002,37.83166486463828,0.2935625552371468,0.8305722934596187
3.77,37.92776586110408,0.29267253564885254,0.8301908759035873
3.7800000000000002,38.02385730368658,0.2917855504411967,0.8298096987699392
3.79,38.119939193923,0.2909015883172063,0.8294287611744567
3.8000000000000003,38.21601153334578,0.2900206380250534,0.8290480622345182
3.81,38.31207432348523,0.28914268834819673,0.8286676010685278
3.8200000000000003,38.40812756586571,0.2882677281193038,0.8282873767967566
3.83,38.50417126200577,0.28739574621989333,0.8279073885413368
3.84,38.60020541341921,0.2865267315761022,0.827527635426026
3.85,38.69623002161512,0.2856606731584979,0.8271481165762112
3.86,38.79224508809793,0.28479755998189266,0.8267688311189129
3.87,38.88825061436741,0.28393738110515787,0.8263897781827887
3.88,38.984246601918706,0.28308012563104035,0.8260109568981381
3.89,39.080233052242384,0.28222578270597926,0.8256323663969062
3.9,39.176209966824416,0.2813743415199244,0.8252540058126873
3.91,39.27217734714626,0.2805257913061551,0.8248758742807293
3.92,39.368135194684825,0.27968012134110104,0.824497970937938
3.93,39.46408351091254,0.27883732094416314,0.8241202949228801
3.94,39.560022297297365,0.27799737947753667,0.8237428453757883
3.95,39.65595155530282,0.27716028634603435,0.8233656214385646
3.96,39.751871286387995,0.27632603099691133,0.8229886222547843
3.97,39.84778149200761,0.27549460291969097,0.8226118469697
3.98,39.94368217361199,0.27466599164599176,0.8222352947302458
3.99,40.03957333264713,0.2738401867493552,0.8218589646850407
4.0,40.1354549705547,0.2730171778450751,0.8214828559843932
4.01,40.23132708877207,0.27219695459002763,0.8211069677803045
4.0200000000000005,40.32718968873236,0.2713795066825025,0.8207312992264729
4.03,40.4230427718644,0.2705648238620357,0.8203558494782974
4.04,40.518886339592825,0.2697528959092426,0.819980617692882
4.05,40.614720393338054,0.2689437126456528,0.8196056030290388
4.0600000000000005,40.71054493451635,0.2681372639335455,0.8192308046472928
4.07,40.8063599645405,0.2673335396711563,0.8188562217099045
4.08,40.902165484820344,0.26653252978988884,0.8184818533808846
4.09,40.997961496760205,0.2657342242702927,0.8181076988259313
4.1,41.09374800176026,0.26493861313321226,0.8177337572124691
4.11,41.18952500121669,0.2641456864392257,0.8173600277096552
4.12,41.28529249652161,0.26335543428847896,0.8169865094883835
4.13,41.381050489063206,0.2625678468205199,0.8166132017212876
4.14,41.476798980225645,0.26178291421413413,0.8162401035827452
4.15,41.572537971389195,0.261000626687181,0.8158672142488821
4.16,41.668267463930164,0.26022097449643183,0.8154945328975753
4.17,41.76398745922099,0.2594439479374075,0.8151220587084578
4.18,41.85969795863022,0.25866953734421805,0.8147497908629211
4.19,41.955398963522555,0.2578977330894028,0.8143777285441204
4.2,42.05109047525885,0.2571285255837718,0.8140058709369772
4.21,42.14677249519617,0.2563619052762477,0.8136342172281839
4.22,42.242445024687754,0.25559786265370876,0.8132627666062068
4.23,42.33810806508313,0.25483638824083304,0.8128915182612906
4.24,42.43376161772801,0.2540774725999434,0.8125204713854619
4.25,42.52940568396442,0.25332110633085303,0.8121496251725324
4.26,42.625040265130686,0.25256728007071266,0.8117789788181035
4.2700000000000005,42.72066536256144,0.25181598449385795,0.8114085315195693
4.28,42.816280977587624,0.25106721031165885,0.8110382824761205
4.29,42.911887111536565,0.2503209482723685,0.8106682308887487
4.3,43.007483765731955,0.24957718916097432,0.810298375960249
4.3100000000000005,43.1030709414939,0.24883592379904923,0.8099287168952246
4.32,43.19864864013887,0.2480971430446046,0.8095592529000899
4.33,43.294216862979944,0.24736083779146706,0.80918998318305
4.34,43.38977561132835,0.24662699896233042,0.8088209069537519
4.3500000000000005,43.48532488649094,0.24589561751960742,0.808452023423857
4.36,43.58086468977047,0.24516668446378223,0.808083331806968
4.37,43.6763950224663,0.24444019083091473,0.8077148313185099
4.38,43.77191588587432,0.24371612769249332,0.8073465211757331
4.39,43.86742728128703,0.24299448615528804,0.8069784005977177
4.4,43.962929209993504,0.2422752573612046,0.806610468805376
4.41,44.05842167327946,0.2415584324871396,0.806242725021456
4.42,44.15390467242725,0.2408440027448359,0.8058751684705446
4.43,44.249378208715896,0.24013195938073942,0.805507798379071
4.44,44.3448422834211,0.2394222936758566,0.8051406139753102
4.45,44.44029689781526,0.23871499694561285,0.8047736144893853
4.46,44.53574205316749,0.2380100605397113,0.8044067991532721
4.47,44.631177750743646,0.23730747584199302,0.8040401672008006
4.48,44.726603991806364,0.23660723427029776,0.80367371786766
4.49,44.822020777615016,0.2359093272763258,0.8033074503914005
4.5,44.91742810942578,0.23521374634550002,0.8029413640114371
4.51,45.01282598849167,0.23452048299682962,0.8025754579690527
4.5200000000000005,45.1082144160625,0.233829528782774,0.8022097315074009
4.53,45.20359339338495,0.2331408752891081,0.8018441838715096
4.54,45.298962921702554,0.23245451413478785,0.8014788143082837
4.55,45.39432300225574,0.23177043697181712,0.8011136220665085
4.5600000000000005,45.489673636281836,0.23108863548511516,0.8007486063968524
4.57,45.585014825015065,0.23040910139238505,0.8003837665518705
4.58,45.68034656968661,0.22973182644398274,0.8000191017860071
