t,V,n,h
1.9100000000000001,-48.35501551788036,0.007624878004621138,0.9198850215515073
1.92,-48.34523721352877,0.007626229312921606,0.9198843711183368
1.93,-48.335445002091646,0.007627679123291154,0.9198837201109197
1.94,-48.325638852257164,0.0076292270511044286,0.9198830685280055
1.95,-48.31581873262,0.007630872716082931,0.9198824163683398
1.96,-48.30598461168107,0.007632615742243215,0.9198817636306639
1.97,-48.2961364578471,0.007634455757845075,0.9198811103137153
1.98,-48.28627423943035,0.007636392395339735,0.9198804564162275
1.99,-48.27639792464822,0.0076384252913180425,0.9198798019369296
2.0,-48.26650748162295,0.007640554086458659,0.9198791468745469
2.0100000000000002,-48.25660287838049,0.007642778425585536,0.9198784912278003
2.02,-48.24668408269533,0.007645097980516544,0.9198778349954029
2.0300000000000002,-48.23675106225486,0.007647512425653396,0.9198771781760636
2.04,-48.22680378475301,0.0076500214240309275,0.9198765207684901
2.05,-48.216842217783906,0.007652624642937031,0.9198758627713856
2.06,-48.2068663288415,0.007655321753872001,0.919875204183449
2.07,-48.1968760853191,0.007658112432507876,0.9198745450033753
2.08,-48.18687145450896,0.007660996358647794,0.9198738852298547
2.09,-48.176852403601906,0.007663973216185337,0.9198732248615736
2.1,-48.16681889968684,0.007667042693063875,0.9198725638972138
2.11,-48.156770909750364,0.007670204481235917,0.9198719023354529
2.12,-48.14670840067637,0.00767345827662246,0.9198712401749638
2.13,-48.136631339245575,0.007676803779072332,0.9198705774144155
2.14,-48.12653969213515,0.007680240692321541,0.9198699140524723
2.15,-48.11643342591825,0.007683768723952624,0.9198692500877944
2.16,-48.10631250706364,0.007687387585353994,0.9198685855190372
2.17,-48.09617690193524,0.007691096991679286,0.9198679203448519
2.18,-48.0860265767917,0.007694896661806706,0.9198672545638853
2.19,-48.075861497786036,0.007698786318298377,0.9198665881747797
2.2,-48.06568163096512,0.007702765687359687,0.9198659211761727
2.21,-48.05548694226935,0.007706834498798638,0.9198652535666978
2.22,-48.04527739753214,0.0077109924859851894,0.9198645853449836
2.23,-48.03505296247959,0.007715239385810611,0.9198639165096544
2.24,-48.024813602729985,0.007719574938646827,0.91986324705933
2.25,-48.01455928272344,0.007723998996107162,0.9198625769926011
2.2600000000000002,-48.00428997002324,0.007728511087601125,0.9198619063081274
2.27,-47.99400562837827,0.0077331111192095806,0.9198612350044799
2.2800000000000002,-47.983706222920816,0.0077377988499273175,0.9198605630802587
2.29,-47.97339171866848,0.007742574042509514,0.9198598905340594
2.3000000000000003,-47.963062080523756,0.00774743646343218,0.9198592173644725
2.31,-47.952717273273585,0.0077523858828530195,0.9198585435700842
2.32,-47.94235726158891,0.007757422074572706,0.9198578691494756
2.33,-47.93198201002427,0.0077625448159965825,0.9198571941012232
2.34,-47.92159148301731,0.0077677538880967815,0.9198565184238986
2.35,-47.91118564488833,0.007773049075374759,0.9198558421160683
2.36,-47.900764459839856,0.0077784301658242565,0.9198551651762944
2.37,-47.89032789195617,0.007783896950894671,0.9198544876031339
2.38,-47.879875905202816,0.007789449225454859,0.919853809395139
2.39,-47.86940846342617,0.007795086787757344,0.919853130550857
2.4,-47.85892553035294,0.007800809439402959,0.9198524510688302
2.41,-47.84842706958971,0.007806616985305893,0.9198517709475958
2.42,-47.83791304462245,0.007812509233659172,0.9198510901856867
2.43,-47.82738341881599,0.007818485995900548,0.91985040878163
2.44,-47.81683815541362,0.007824547086678813,0.9198497267339485
2.45,-47.8062772175365,0.007830692323820533,0.9198490440411594
2.46,-47.79570056818322,0.007836921528297194,0.9198483607017756
2.47,-47.785108170229286,0.00784323452419278,0.9198476767143041
2.48,-47.77449998642659,0.007849631138671763,0.9198469920772477
2.49,-47.76387597939725,0.007856111202212366,0.9198463067891033
2.5,-47.75323611124611,0.007862674566558965,0.9198456208483553
2.5100000000000002,-47.74258034405107,0.007869321081880532,0.9198449342534846
2.52,-47.731908639981164,0.007876050591225136,0.9198442470029713
2.5300000000000002,-47.721220961074216,0.007882862940800381,0.9198435590952908
2.54,-47.71051726923618,0.007889757979951496,0.9198428705289127
2.5500000000000003,-47.69979752624039,0.007896735561139952,0.9198421813023016
2.56,-47.689061693726885,0.007903795539922615,0.9198414914139164
2.57,-47.67830973320169,0.007910937774931414,0.9198408008622112
2.58,-47.66754160603607,0.007918162127853543,0.9198401096456343
2.59,-47.65675727346585,0.007925468463412192,0.9198394177626291
2.6,-47.64595669659064,0.007932856649347798,0.9198387252116329
2.61,-47.6351398363731,0.007940326556399828,0.9198380319910783
2.62,-47.62430665363821,0.007947878058289087,0.9198373380993918
2.63,-47.61345710907252,0.007955511031700556,0.9198366435349951
2.64,-47.60259116322336,0.007963225356266748,0.9198359482963037
2.65,-47.5917087764981,0.007971020914551607,0.9198352523817281
2.66,-47.58080990916338,0.00797889759203492,0.9198345557896731
2.67,-47.5698945213443,0.007986855277097256,0.9198338585185379
2.68,-47.55896257302368,0.007994893861005447,0.919833160566716
2.69,-47.548014024041215,0.00800301323789857,0.9198324619325957
2.7,-47.53704883409273,0.008011213304774494,0.919831762614559
2.71,-47.52606696272933,0.008019493961476904,0.9198310626109829
2.72,-47.515068369356634,0.008027855110682908,0.9198303619202384
2.73,-47.50405301323391,0.008036296657891117,0.9198296605406906
2.74,-47.49302085347326,0.008044818511410297,0.9198289584706992
2.75,-47.481971849038835,0.008053420582348512,0.9198282557086181
2.7600000000000002,-47.470905958745945,0.008062102784602827,0.9198275522527953
2.77,-47.45982314126022,0.008070865034849507,0.9198268481015729
2.7800000000000002,-47.4487233550968,0.008079707252534768,0.9198261432532874
2.79,-47.437606558619436,0.008088629359866036,0.9198254377062692
2.8000000000000003,-47.42647271003963,0.008097631281803748,0.9198247314588431
2.81,-47.41532176741582,0.008106712946053668,0.9198240245093278
2.82,-47.4041536886524,0.00811587428305974,0.9198233168560358
2.83,-47.39296843148095,0.008125115226259673,0.919822608497274
2.84,-47.381765952753405,0.008134435722367253,0.9198218994313305
2.85,-47.370546209415416,0.00814383571716691,0.9198211896564921
2.86,-47.35930915859885,0.00815331515414734,0.9198204791710448
2.87,-47.34805475726827,0.008162873979636815,0.9198197679732688
2.88,-47.33678296221969,0.008172512142803389,0.9198190560614379
2.89,-47.32549373007937,0.008182229595655715,0.9198183434338197
2.9,-47.314187017302615,0.008192026293044424,0.9198176300886755
2.91,-47.30286278017251,0.008201902192664113,0.9198169160242599
2.92,-47.29152097479869,0.008211857255055903,0.9198162012388216
2.93,-47.28016155711608,0.008221891443610595,0.9198154857306026
2.94,-47.26878448288362,0.0082320047245724,0.9198147694978386
2.95,-47.25738970768299,0.008242197067043275,0.9198140525387588
2.96,-47.245977186917344,0.008252468442987817,0.9198133348515858
2.97,-47.234546875809976,0.008262818827238779,0.9198126164345358
2.98,-47.223098729403034,0.00827324819750314,0.9198118972858182
2.99,-47.211632702556194,0.00828375653436878,0.9198111774036362
3.0,-47.20014874994533,0.008294343821311738,0.9198104567861857
3.0100000000000002,-47.18864682606115,0.008305010044704058,0.9198097354316566
3.02,-47.1771268852079,0.008315755193822211,0.9198090133382317
3.0300000000000002,-47.16558888150194,0.008326579260856122,0.9198082905040872
3.04,-47.15403276887041,0.008337482240918766,0.9198075669273924
3.0500000000000003,-47.14245850104984,0.008348464132056364,0.9198068426063098
3.06,-47.13086603158472,0.008359524935259151,0.9198061175389953
3.0700000000000003,-47.11925531382617,0.008370664654472752,0.9198053917235977
3.08,-47.10762630093046,0.008381883296610115,0.9198046651582586
3.09,-47.095978945857595,0.008393180871564068,0.9198039378411131
3.1,-47.0843132013699,0.008404557392220421,0.9198032097702893
3.11,-47.07262902003056,0.008416012874471692,0.9198024809439078
3.12,-47.06092635420217,0.008427547337231396,0.9198017513600827
3.13,-47.04920515604525,0.008439160802448926,0.9198010210169205
3.14,-47.037465377516774,0.00845085329512503,0.9198002899125209
3.15,-47.02570697036872,0.008462624843327854,0.9197995580449763
3.16,-47.013929886146485,0.0084744754782096,0.9197988254123719
3.17,-47.00213407617583,0.008486405231983858,0.9197980920127855
3.18,-46.99031949126481,0.008498414085956727,0.919797357844289
3.19,-46.97848608214276,0.008510502047777023,0.9197966229049461
3.2,-46.966633799452666,0.008522669150399861,0.919795887192813
3.21,-46.95476259361968,0.008534915429314182,0.9197951507059385
3.22,-46.94287241484942,0.008547240922542037,0.9197944134423638
3.23,-46.930963213126276,0.008559645670638138,0.9197936754001227
3.24,-46.9190349382117,0.008572129716689716,0.9197929365772415
3.25,-46.90708753964251,0.008584693106316663,0.9197921969717391
3.2600000000000002,-46.89512096672911,0.008597335887671968,0.9197914565816266
3.27,-46.88313516855379,0.008610058111442439,0.9197907154049075
3.2800000000000002,-46.871130093968965,0.008622859830849719,0.9197899734395779
3.29,-46.85910569159538,0.0086357411016516,0.9197892306836257
3.3000000000000003,-46.84706190982036,0.008648701982143606,0.9197884871350315
3.31,-46.83499869679601,0.0086617425331609,0.9197877427917678
3.3200000000000003,-46.8229160004374,0.008674862818080446,0.9197869976517995
3.33,-46.81081376842074,0.008688062902823491,0.9197862517130836
3.34,-46.798691948181585,0.00870134285585832,0.919785504973569
3.35,-46.786550486912965,0.008714702748203311,0.9197847574311969
3.36,-46.77438933156353,0.008728142653430273,0.9197840090839003
3.37,-46.76220842883571,0.008741662647668083,0.9197832599296044
3.38,-46.75000772518381,0.008755262809606614,0.9197825099662261
3.39,-46.73778716681213,0.00876894322050094,0.9197817591916743
3.4,-46.72554669967306,0.00878270396417585,0.9197810076038496
3.41,-46.71328626946517,0.008796545127030642,0.9197802552006445
3.42,-46.70100582163127,0.008810466798044215,0.9197795019799436
3.43,-46.68870530135649,0.008824469068780438,0.9197787479396226
3.44,-46.67638465356632,0.008838552033393825,0.919777993077549
3.45,-46.664043822924626,0.0088527157886355,0.9197772373915825
3.46,-46.65168275383171,0.008866960433859438,0.9197764808795736
3.47,-46.63930139042228,0.008881286071029011,0.9197757235393651
3.48,-46.62689967656351,0.008895692804723826,0.9197749653687906
3.49,-46.61447755585295,0.00891018074214684,0.9197742063656754
3.5,-46.60203497161655,0.008924749993131777,0.9197734465278367
3.5100000000000002,-46.589571866849234,0.008939400669024102,0.9197726858530816
3.52,-46.57708818319447,0.008954132862695339,0.9197719243391996
3.5300000000000002,-46.56458386256033,0.008968946680320347,0.9197711619839761
3.54,-46.55205884695662,0.008983842238228203,0.9197703987851911
3.5500000000000003,-46.53951307809867,0.0089988196551742,0.9197696347406156
3.56,-46.52694649740487,0.009013879052341009,0.9197688698480119
3.5700000000000003,-46.51435904599413,0.009029020553340025,0.9197681041051331
3.58,-46.50175066468331,0.00904424428421288,0.9197673375097234
3.59,-46.489121293984724,0.009059550373433147,0.9197665700595176
3.6,-46.47647087410351,0.009074938951908211,0.9197658017522415
3.61,-46.46379934493504,0.009090410152981322,0.9197650325856117
3.62,-46.451106646062335,0.009105964112433829,0.9197642625573356
3.63,-46.43839271675339,0.00912160096848758,0.9197634916651108
3.64,-46.42565749595857,0.009137320861807519,0.9197627199066263
3.65,-46.412900922307884,0.009153123935504437,0.919761947279561
3.66,-46.40012293410837,0.009169010335137926,0.9197611737815845
3.67,-46.38732346934133,0.009184980208719488,0.9197603994103571
3.68,-46.37450246565965,0.00920103370671584,0.9197596241635294
3.69,-46.36165986038502,0.009217170982052375,0.9197588480387422
3.7,-46.34879559050521,0.009233392190116835,0.9197580710336268
3.71,-46.33590959267128,0.009249697488763121,0.9197572931458046
3.72,-46.32300180319477,0.00926608703831531,0.9197565143728874
3.73,-46.31007215804494,0.00928256100157184,0.919755734712477
3.74,-46.29712059284586,0.00929911954380987,0.9197549541621654
3.75,-46.28414704287364,0.009315762832789827,0.9197541727195345
3.7600000000000002,-46.271151443053505,0.009332491038760115,0.9197533903821564
3.77,-46.258133727956945,0.00934930433446202,0.9197526071475929
3.7800000000000002,-46.24509383179881,0.009366202895134778,0.919751823013396
3.79,-46.23203168843437,0.009383186898520827,0.9197510379771071
3.8000000000000003,-46.218947231356374,0.009400256524871245,0.9197502520362577
3.81,-46.20584039369215,0.009417411956951342,0.919749465188369
3.8200000000000003,-46.19271110820054,0.009434653380046456,0.9197486774309518
3.83,-46.17955930726899,0.009451980981967915,0.9197478887615063
3.84,-46.16638492291049,0.00946939495305917,0.9197470991775225
3.85,-46.153187886610624,0.009486895485981448,0.9197463086764783
3.86,-46.13996812738846,0.009504482772870703,0.9197455172558193
3.87,-46.12672557507342,0.009522157010171796,0.9197447249129929
3.88,-46.113460159748676,0.009539918397830551,0.9197439316454422
3.89,-46.10017181108359,0.009557767138322931,0.9197431374505998
3.9,-46.08686045832984,0.009575703436661098,0.9197423423258868
3.91,-46.07352603031749,0.009593727500399626,0.9197415462687137
3.92,-46.060168455451056,0.009611839539641898,0.9197407492764794
3.93,-46.04678766170547,0.00963003976704663,0.9197399513465717
3.94,-46.033383576622136,0.009648328397834588,0.919739152476367
3.95,-46.0199561273048,0.009666705649795448,0.9197383526632303
3.96,-46.00650524041556,0.009685171743294826,0.9197375519045154
3.97,-45.99303084217069,0.009703726901281467,0.9197367501975643
3.98,-45.979532858336576,0.009722371349294592,0.9197359475397074
3.99,-45.96601121422552,0.009741105315471413,0.9197351439282637
4.0,-45.95246583469154,0.009759929030554802,0.9197343393605402
4.01,-45.93889664412618,0.009778842727901131,0.919733533833832
4.0200000000000005,-45.925303566454254,0.009797846643488269,0.9197327273454229
4.03,-45.91168652512956,0.009816941015923727,0.9197319198925842
4.04,-45.89804544313057,0.009836126086452991,0.9197311114725752
4.05,-45.884380242956134,0.009855402098968001,0.9197303020826436
4.0600000000000005,-45.87069084662106,0.009874769300015789,0.9197294917200244
4.07,-45.85697717565178,0.009894227938807277,0.9197286803819407
4.08,-45.84323915108186,0.009913778267226253,0.919727868065603
4.09,-45.82947669344764,0.009933420539838497,0.9197270547682099
4.1,-45.81568972278365,0.009953155013901059,0.919726240486947
4.11,-45.801878158618194,0.009972981949371719,0.9197254252189878
4.12,-45.78804191996876,0.009992901608918586,0.919724608961493
4.13,-45.774180925337454,0.010012914257929885,0.9197237917116106
4.14,-45.760295092706436,0.010033020164523882,0.919722973466476
4.15,-45.746384339533265,0.010053219599558984,0.9197221542232117
4.16,-45.73244858274626,0.010073512836643986,0.9197213339789273
4.17,-45.718487738739796,0.010093900152148503,0.9197205127307194
4.18,-45.70450172336963,0.010114381825213539,0.9197196904756717
4.19,-45.69049045161386,0.01013495813770958,0.9197188672108512
4.2,-45.67645383433594,0.010155629373738312,0.919718042933277
4.21,-45.66239178411487,0.010176395820562891,0.9197172176399768
4.22,-45.64830421391844,0.010197257768410906,0.9197163913279748
4.23,-45.63419103611084,0.010218215510330208,0.9197155639942808
4.24,-45.62005216244644,0.010239269342200244,0.9197147356358909
4.25,-45.605887504063524,0.010260419562743569,0.9197139062497873
4.26,-45.591696971478,0.010281666473537487,0.9197130758329379
4.2700000000000005,-45.57748047457702,0.01030301037902588,0.9197122443822966
4.28,-45.5632379226126,0.010324451586531164,0.9197114118948027
4.29,-45.54896922419512,0.010345990406266438,0.9197105783673812
4.3,-45.53467428728687,0.010367627151347767,0.9197097437969429
4.3100000000000005,-45.52035301919546,0.010389362137806633,0.9197089081803836
4.32,-45.50600532656726,0.010411195684602532,0.9197080715145847
4.33,-45.49163111538073,0.010433128113635764,0.9197072337964126
4.34,-45.477230290939715,0.010455159749760329,0.919706395022719
4.3500000000000005,-45.46280275786674,0.010477290920797034,0.9197055551903406
4.36,-45.44834842009619,0.01049952195754672,0.919704714296099
4.37,-45.43386718086747,0.010521853193803667,0.9197038723368005
4.38,-45.41935894271816,0.010544284966369154,0.9197030293092363
4.39,-45.40482360747705,0.010566817615065175,0.9197021852101822
4.4,-45.390261076257126,0.010589451482748317,0.9197013400363985
4.41,-45.37567124944863,0.010612186915323785,0.9197004937846298
4.42,-45.36105402671191,0.010635024261759607,0.9196996464516053
