t,V,K_i,Na_i,Ca_i,m,h,x,s,r,d,f,F_CaMK,Cmdn_Ca,Ca_SR,F_SRCa_RyR,F_1,F_2,Trpn_Ca,N_0,P_0,P_1,P_2,P_3
0.45,-94.01372725949206,138.2095499006581,5.808571169710881,9.94215447329577e-06,0.0013811277571999236,0.9956866819199108,0.06674071321489906,0.9367441123905323,1.5188059565093053e-08,1.7913787704661832e-08,0.9999999593632559,1.0903187697835646,3.976472627073322e-06,0.25094820233117615,0.2529747310867688,0.5116946910055453,8.499476240097916e-06,0.00027767426375175286,0.9982302651917784,0.00021088028198720107,0.00028512892266755276,0.0005027425224774745,0.0003283071571989643
0.46,-94.01356392555068,138.21001623102907,5.8082729665719794,9.937135934168627e-06,0.0013811586798536848,0.9956865148362348,0.06332359090484961,0.9417873088458012,1.5188574541383683e-08,1.791452169090562e-08,0.9999999593609621,1.0777622931842057,3.974465331555491e-06,0.2505372499990892,0.25256887974979153,0.5152308695191246,8.561051536024122e-06,0.0002774890178499403,0.9984760184532986,0.00018159633446564096,0.0002455343992654813,0.00043292901025702627,0.0002827166710639712
0.47000000000000003,-94.01342040561953,138.21048269687515,5.807974174762449,9.932140077760524e-06,0.001381185949081342,0.9956863673417532,0.06008751335889511,0.9464276925423541,1.5189028402857545e-08,1.7915167744647683e-08,0.9999999593595308,1.0653612979577298,3.972466078657974e-06,0.2501273709064355,0.25216220438423875,0.5184729564654013,8.617557691216235e-06,0.0002773107194945636,0.9986876456040619,0.0001563789158991361,0.00021143818587542813,0.00037281017991590656,0.000243457126231104
0.48,-94.01329573925106,138.21094929609905,5.807674798934799,9.927161211343825e-06,0.0013812096228927107,0.9956862384940052,0.057022886732764164,0.950697443155695,1.5189424108315067e-08,1.7915729337561952e-08,0.9999999593585752,1.0531138545627035,3.97047392301447e-06,0.24971856366876602,0.2517550484213215,0.5214412206006183,8.669347350253301e-06,0.00027713840906293556,0.9988698836333496,0.0001346635373830373,0.00018207704397468923,0.0003210402810135966,0.0002096497041470073
0.49,-94.01318901096192,138.21141602676087,5.807374843326593,9.922197201959351e-06,0.001381229878338421,0.9956861273873872,0.05412062569082149,0.9546261696587729,1.518976448539857e-08,1.7916210450617313e-08,0.9999999593577328,1.0410180572003496,3.968488002632057e-06,0.2493108268628879,0.25134769304842325,0.5241544840058693,8.716733989648897e-06,0.0002769712586441245,0.999026813137877,0.0001159639360630565,0.00015679350353235407,0.00027646005526449683,0.00018053737166677652
0.5,-94.01309936655663,138.2118828870599,5.807074311811509,9.917248241047779e-06,0.0013812469620173159,0.9956860331494091,0.051372126428972396,0.9582411159530408,1.5190052287550943e-08,1.7916614728319523e-08,0.9999999593564222,1.0290720235528112,3.966507507532042e-06,0.24890415901724677,0.2509403685243051,0.5266302339531753,8.76002385615985e-06,0.00027680855832817614,0.9991619495613036,9.986119962375841e-05,0.00013502115817469159,0.00023807080875074503,0.0001554679493532649
0.51,-94.01302588575025,138.21234987531707,5.806773207974562,9.912305739823112e-06,0.0013812607672310051,0.995685954945894,0.04876924119910105,0.9615673490613365,1.5190290078053562e-08,1.7916945861007776e-08,0.9999999593551241,1.017273894517058,3.964532122118803e-06,0.2484985586163988,0.2505332631552375,0.5288847258857978,8.799485732574005e-06,0.00027664970090346354,0.999278320555904,8.59945463855278e-05,0.00011627219853643599,0.00020501243041452116,0.00013387975679374803
0.52,-94.01296791145447,138.21281698996023,5.8064715350928715,9.907385624917922e-06,0.00138127209920664,0.9956858919739234,0.046304254230867106,0.9646279317865651,1.519048040856162e-08,1.791720806469855e-08,0.999999959353939,1.0056218339615086,3.962560830874122e-06,0.2480940241179794,0.25012653067302704,0.5309330777154031,8.835387323538886e-06,0.000276494153489704,0.9993785324489477,7.40534032864001e-05,0.00010012670151719844,0.00017654450693257138,0.00011528928004926961
0.53,-94.01292439227673,138.21328422951586,5.806169296283183,9.902460045673668e-06,0.0013812800298616272,0.9956858434764687,0.04396985868215919,0.9674440844951542,1.51906255948395e-08,1.7917404753171854e-08,0.9999999593532997,0.9941140284330455,3.96059397332984e-06,0.24769055390994602,0.2497202966020654,0.5327893581455617,8.86797728040974e-06,0.00027634148251096585,0.9994648296863581,6.377032120503324e-05,8.622305146431202e-05,0.00015202943333801592,9.928014237070135e-05
0.54,-94.01289469953836,138.21375159259043,5.805866494401421,9.897540916334197e-06,0.0013812852681894918,0.9956858087139606,0.041759135106603215,0.9700353305692684,1.519072792420113e-08,1.7917539493614287e-08,0.9999999593533081,0.9827486869191092,3.958631010819316e-06,0.24728814637160282,0.24931466320694373,0.5344666655253385,8.897470141038933e-06,0.0002761912950315207,0.9995391437991886,5.4915138701064155e-05,7.425004955025756e-05,0.0001309185003604659,8.549401882841762e-05
0.55,-94.01287967183156,138.21421907784872,5.805563131908617,9.892786786234674e-06,0.0013812942350344974,0.995685786936926,0.039665530590037426,0.9724196354935011,1.519079001044893e-08,1.7917617821323104e-08,0.9999999593528286,0.9715240406416525,3.95666725585731e-06,0.24688679992813994,0.24890971411577223,0.5359772030938271,8.924064163249674e-06,0.0002760431704643825,0.9996031393258629,4.7289509274739534e-05,6.393951385309782e-05,0.00011273884670935349,7.362211570466591e-05
0.56,-94.01287446566944,138.21468668406894,5.805259212062873,9.88776210809492e-06,0.0013812896571274507,0.9956857775989967,0.03768283979105588,0.974613527851636,1.5190813000224143e-08,1.791763514544133e-08,0.9999999593528018,0.9604383425662819,3.954713878572543e-06,0.24648651252353895,0.24850551753631217,0.5373323453813895,8.948018629419274e-06,0.0002758970800012132,0.9996582498207547,4.0722610881311364e-05,5.506047778084132e-05,9.708322951760268e-05,6.339849022080997e-05
0.5700000000000001,-94.01288235028298,138.21515441003226,5.804954736615121,9.882877479637426e-06,0.0013812881730433132,0.995685779944046,0.03580518711339878,0.9766322109368246,1.5190799709350993e-08,1.7917601756288267e-08,0.9999999593528618,0.9494898675649165,3.952760148227587e-06,0.24608728280385003,0.24810212867091644,0.5385426968009854,8.969441548040178e-06,0.0002757525358962556,0.9997057070607972,3.506766594154218e-05,4.741448467937758e-05,8.360172769689185e-05,5.4594632546815836e-05
0.58,-94.01290144315752,138.21562225460605,5.804649708095824,9.877999330317135e-06,0.0013812845529706074,0.995685793395455,0.034027006865572605,0.9784896801669736,1.5190751816226276e-08,1.7917518023750497e-08,0.9999999593530227,0.9386769116909642,3.950809202229564e-06,0.24568910889599013,0.24769959263728702,0.5396181567233099,8.988527274956176e-06,0.00027560940846234447,0.9997465739952722,3.0198014229883586e-05,4.083027854391733e-05,7.199238071288552e-05,4.701335266551287e-05
0.59,-94.01293116096124,138.2160902166929,5.8043441287324296,9.873128532008586e-06,0.0013812789164667704,0.9956858173741361,0.032343025689316976,0.9801988227509675,1.5190671121155018e-08,1.791738668258017e-08,0.9999999593532847,0.9279977919613855,3.948861024881139e-06,0.2452919889708178,0.24729794614195838,0.5405679728935359,9.005445255231652e-06,0.00027546752259152506,0.9997817672825131,2.6004427539045688e-05,3.516017303429071e-05,6.199478633511528e-05,4.048459948015739e-05
0.6,-94.0129709335204,138.21655829523735,5.804038000671957,9.868264119978505e-06,0.0013812713703619923,0.9956858513218916,0.03074825687807658,0.9817714693803714,1.5190559364162445e-08,1.7917210189027097e-08,0.9999999593536567,0.9174508468067216,3.94691550888602e-06,0.2448959211907119,0.24689721870477876,0.5414007669300477,9.020339442520062e-06,0.00027532672568177606,0.9998120727768953,2.239326423633577e-05,3.0277556255797725e-05,5.33857010336443e-05,3.486258772964034e-05
0.61,-94.01302023056131,138.21702648922187,5.803731325984398,9.863406185426807e-06,0.0013812620158060636,0.9956858947102435,0.029237972682327664,0.9832185264704476,1.5190418190368954e-08,1.7916990964236017e-08,0.9999999593541363,0.9070344349167574,3.944972584738708e-06,0.2445009037019944,0.24649743433132126,0.542124607430277,9.033347750208483e-06,0.0002751868857437048,0.9998381700965137,1.9283541751229023e-05,2.6072932500856616e-05,4.59720607334704e-05,3.0021240314997383e-05
