t,p,a,c,k,o,n,en,s
0.71,0.6845320770351875,0.08321826277237096,0.43569721426988245,0.06771163219740943,6.175338794221711,0.8242238252847361,3.5300318393519423,0.18300801238652958
0.72,0.6906271054662079,0.08420710121982675,0.4359749903175848,0.06745604038233624,6.151838630498702,0.8235640849434857,3.5299421349529125,0.18311353099626293
0.73,0.6966907755086464,0.0852043196104301,0.4362619602150917,0.06719222326775316,6.12758552521932,0.8228983584662892,3.5298526071788365,0.1832199812469325
0.74,0.7027233486175938,0.08621009438881862,0.43655798134830404,0.06692030954350815,6.102591293228469,0.8222266456266579,3.5297632605587137,0.18332736154550833
0.75,0.7087250850856086,0.08722461156394369,0.43686290966336444,0.06664042918383753,6.076867866293375,0.8215489468289918,3.529674099536368,0.18343567017318985
0.76,0.7146962440441875,0.08824806561053433,0.43717659992150043,0.06635271322212831,6.0504272719839625,0.8208652631214138,3.529585128469074,0.1835449052869529
0.77,0.7206370834648557,0.08928065835404295,0.43749890595593777,0.06605729351432534,6.023281612730474,0.8201755962061815,3.5294963516263813,0.18365506491992542
0.78,0.7265478601580616,0.09032260004776062,0.43782968042349013,0.06575430296629914,5.99544308612379,0.8194799484292747,3.52940777319128,0.18376614698045846
0.79,0.73242882977457,0.0913741078412062,0.4381687751571413,0.06544387521506895,5.966923955958579,0.8187783227942668,3.5293193972586177,0.18387814925430757
0.8,0.738280246806798,0.09243540481796357,0.43851604138926037,0.06512614442629609,5.937736533925729,0.8180707229735485,3.529231227833904,0.183991069400192
0.81,0.7441023645871856,0.09350672106327831,0.43887132950335267,0.06480124551711337,5.90789320005993,0.8173571532950651,3.5291432688347015,0.1841049049529511
0.8200000000000001,0.749895435289503,0.09458829248328192,0.43923448930675796,0.06446931391026454,5.877406380318014,0.8166376187542895,3.529055524089305,0.18421965332248602
0.8300000000000001,0.7556597099289588,0.09568036059845791,0.4396053700780639,0.06413048549323386,5.846288542611499,0.8159121250159241,3.5289679973365344,0.18433531179363621
0.84,0.7613954383605471,0.09678317361037964,0.4399838203190328,0.0637848968418932,5.814552217203854,0.8151806784006191,3.528880692227133,0.18445187752953635
0.85,0.7671028692814104,0.09789698439923365,0.4403696882179166,0.06343268479867682,5.782209958765537,0.8144432859064916,3.52879361232142,0.18456934756734744
0.86,0.77278225022847,0.09902205200552767,0.4407628213052598,0.0630739867830372,5.749274374668097,0.813699955191234,3.528706761091173,0.1846877188223018
0.87,0.7784338275800524,0.10015864034877671,0.4411630667501619,0.06270894052821901,5.715758100484116,0.8129506945855945,3.528620141918158,0.1848069880861345
0.88,0.7840578465549365,0.1013070183361528,0.4415702713339192,0.062337684105643484,5.681673802128601,0.8121955130904313,3.5285337580943836,0.18492715202845814
0.89,0.7896545512124428,0.10246745990302628,0.44198428144018154,0.06196035592749242,5.64703417689916,0.8114344203756316,3.5284476128222035,0.18504820719658768
0.9,0.7952241844518976,0.10364024366023203,0.442404943135174,0.06157709467338162,5.611851946911983,0.8106674267818347,3.5283617092140567,0.1851701500161789
0.91,0.8007669880135001,0.10482565265660143,0.4428321022229466,0.061188039249424675,5.576139854239855,0.8098945433235208,3.528276050292157,0.18529297679144713
0.92,0.8062832024766532,0.10602397468286048,0.4432656041730445,0.06079332884658638,5.539910667102434,0.8091157816826849,3.5281906389890736,0.18541668370666095
0.93,0.811773067259186,0.10723550246199084,0.44370529407537673,0.06039310298315196,5.503177183509677,0.8083311542051588,3.5281054781480785,0.1855412668274729
0.9400000000000001,0.8172368206200227,0.1084605321915485,0.44415101697836923,0.0599875011987155,5.4659522035068555,0.8075406739178084,3.5280205705213303,0.1856667220981411
0.9500000000000001,0.822674699655101,0.1096993651696213,0.4446026175098605,0.05957666339639031,5.428248560318226,0.8067443545063486,3.5279359187721315,0.1857930453464453
0.96,0.8280869402977231,0.11095230740584258,0.4450599399666116,0.059160729761754245,5.390079113000692,0.8059422103188536,3.527851525474523,0.18592023228355847
0.97,0.8334737773208843,0.11221966836807606,0.4455228286046271,0.05873984050121117,5.351456722574469,0.805134256380167,3.5277673931117493,0.18604827850170147
0.98,0.8388354443328593,0.1135017625117967,0.4459911272826823,0.05831413616406362,5.312394281295,0.8043205083705184,3.5276835240784314,0.1861771794791046
0.99,0.8441721737784955,0.11479890860535945,0.44646467961822117,0.05788375750117839,5.272904699866444,0.803500982632956,3.5275999206797586,0.1863069305790011
1.0,0.8494841969397554,0.11611142937512954,0.4469433290689117,0.0574488453906813,5.233000900765681,0.8026756961766934,3.5275165851311048,0.18643752704944913
1.01,0.8547717439326975,0.11743965203131512,0.44742691880897534,0.05700954095053567,5.192695828360249,0.8018446666667172,3.5274335195590463,0.18656896402621637
1.02,0.86003504370868,0.1187839079696612,0.44791529179802103,0.0565659854758333,5.152002443276841,0.801007912428042,3.5273507260008956,0.18670123653230755
1.03,0.865274324053702,0.12014453275779699,0.4484082907831809,0.05611832043681367,5.11093372222508,0.8001654524440935,3.527268206404827,0.18683433947887468
1.04,0.8704898115862355,0.12152186617772494,0.4489057582870467,0.05566668749040822,5.06950265895822,0.7993173063504587,3.5271859626304636,0.18696826766742883
1.05,0.8756817317585199,0.12291625214563445,0.4494075366267939,0.05521122846198143,5.027722262740251,0.7984634944392909,3.5271039964484,0.18710301578904875
1.06,0.8808503088551182,0.12432803870802464,0.44991346791327214,0.05475208534655708,4.98560555840178,0.7976040376550453,3.527022309540594,0.1872385784260412
1.07,0.885995765988224,0.1257575784337094,0.4504233939536181,0.05428940039831115,4.943165594285916,0.7967389575717762,3.5269409035026724,0.18737495005706875
1.08,0.8911183251065032,0.1272052274327712,0.4509371564901917,0.0538233159110899,4.900415422742862,0.7958682764403145,3.5268597798390093,0.1875121250482744
1.09,0.8962182069872002,0.12867134607448993,0.45145459702336455,0.053353974381230206,4.857368114591513,0.794992017149008,3.526778939966749,0.18765009766172283
1.1,0.9012956312374866,0.13015629876414803,0.4519755568648059,0.05288151845864442,4.814036754766584,0.7941102032322679,3.5266983852148757,0.1877888620542746
1.11,0.906350816293868,0.13166045391742706,0.4524998771423754,0.052406090942359686,4.770434441915889,0.7932228588690776,3.5266181168243294,0.18792841227846854
1.12,0.9113839794129546,0.13318418431741924,0.45302739870097486,0.05192783487662913,4.726574296331156,0.7923300088315537,3.5265381359533046,0.18806874229402754
1.1300000000000001,0.9163953366850071,0.1347278664627739,0.4535579622777308,0.051446893381858795,4.682469445905275,0.7914316785652102,3.5264584436688717,0.18820984595135354
1.1400000000000001,0.9213851030296352,0.13629188070642242,0.4540914084622032,0.05096340969334123,4.638133029308714,0.7905278941660153,3.5263790409493194,0.18835171699697273
1.1500000000000001,0.9263534921903962,0.13787661144297056,0.45462757764335954,0.050477527212781696,4.593578200225966,0.7896186823510948,3.526299928687153,0.18849434908033183
1.16,0.9313007167364489,0.13948244698360018,0.45516631004152264,0.0499893894776848,4.548818124785764,0.7887040704702306,3.526221107687858,0.1886377357519182
1.17,0.936226988058109,0.1411097791319571,0.4557074457946793,0.049499140086912106,4.50386597437109,0.7877840864769086,3.5261425786728826,0.18878187046966619
1.18,0.9411325163652667,0.14275900306263542,0.4562508249828371,0.04900692267954745,4.4587349235921065,0.7868587589198326,3.5260643422804763,0.18892674660124945
1.19,0.9460175106986375,0.14443051855587039,0.4567962873747176,0.048512881152680924,4.413438171398773,0.7859281170261646,3.525986399056959,0.18907235740793704
1.2,0.9508821789175369,0.1461247287511376,0.4573436726824169,0.04801715944210663,4.367988919860916,0.7849921906169584,3.525908749465506,0.18921869606217792
1.21,0.955726727702155,0.14784204023408148,0.45789282054710345,0.04751990153403303,4.3224003753683435,0.7840510101246145,3.5258313938842836,0.18936575564479718
1.22,0.960551362551203,0.14958286137624952,0.45844357090780086,0.047021251144516704,4.276685717940372,0.7831046065669736,3.525754332609138,0.1895135291516527
1.23,0.9653562877843357,0.15134760556199398,0.45899576328120845,0.04652135234512761,4.230858161165834,0.7821530115913526,3.5256775658489032,0.18966200948363957
1.24,0.9701417065390616,0.15313668877473843,0.4595492372983719,0.04602034909649978,4.18493090753987,0.7811962574378543,3.5256010937292266,0.1898111894559141
1.25,0.9749078207737355,0.15495052934198167,0.46010383276002187,0.04551838516259717,4.138917145246629,0.7802343769364292,3.525524916292896,0.18996106179225714
1.26,0.9796548312619765,0.1567895489220345,0.4606593894160194,0.045015604357169114,4.092830064488172,0.7792674035146685,3.525449033498877,0.1901116191336964
1.27,0.9843829375941284,0.15865417190487044,0.4612157470974754,0.04451215040259965,4.046682847459496,0.77829537118908,3.5253734452232326,0.19026285403630247
1.28,0.989092338177423,0.1605448248260276,0.4617727458452447,0.04400816683962468,4.00048865688618,0.7773183145536842,3.525298151260302,0.1904147589773706
1.29,0.9937832302347294,0.16246193648772522,0.4623302258821551,0.04350379704345805,3.9542606386196386,0.7763362687799,3.5252231513226575,0.19056732635486862
1.3,0.998455809803023,0.16440593837038034,0.4628880275212469,0.0429991842720171,3.908011930407076,0.7753492696217523,3.525148445040491,0.19072054848210188
1.31,1.003110271733599,0.16637726362569827,0.46344599138683146,0.042494471499380876,3.8617556425842605,0.7743573533959904,3.5250740319636935,0.1908744175968436
1.32,1.0077468096910662,0.16837634629361245,0.4640039585857259,0.04198980123209138,3.81550484511259,0.7733605569641158,3.5249999115637176,0.1910289258616957
1.33,1.0123656161527994,0.17040362316009341,0.46456177029786383,0.041485315925882955,3.7692725993742036,0.772358917769177,3.5249260832296168,0.19118406536300195
1.34,1.0169668824081475,0.17245953208538414,0.465119268143099,0.040981157619824446,3.7230719294013843,0.7713524738001665,3.524852546271785,0.19133982811422426
1.35,1.0215507985593355,0.17454451031042378,0.4656762945533557,0.04047746761887306,3.6769157907265164,0.7703412635587692,3.524779299925476,0.19149620605897077
1.36,1.0261175535180933,0.176658997554244,0.46623269208969714,0.039974387094083685,3.6308171268884513,0.7693253261167796,3.5247063433446,0.1916531910689862
1.37,1.0306673350067745,0.17880343365018173,0.4667883039619474,0.03947205662480123,3.5847888264716943,0.7683047010695367,3.52463367560666,0.1918107749479693
1.3800000000000001,1.0352003295597094,0.1809782576666572,0.4673429742210721,0.03897061602946376,3.5388437071961714,0.7672794285181406,3.5245612957146375,0.19196894943724893
1.3900000000000001,1.0397167225203316,0.1831839087598477,0.4678965475708495,0.03847020453000737,3.4929945315287627,0.7662495490836525,3.5244892025953902,0.1921277062129838
1.4000000000000001,1.0442166980398955,0.18542082626194137,0.4684488693476433,0.03797096076883753,3.4472540083796686,0.7652151039070808,3.5244173950996025,0.19228703688645177
1.41,1.0487004390801928,0.1876894480686856,0.46899978587362423,0.03747302249504497,3.401634764008576,0.7641761346168523,3.5243458720052536,0.19244693301075888
1.42,1.053168127413954,0.18999021012850825,0.46954914456775876,0.036976526463084504,3.356149332982068,0.7631326833167642,3.5242746320188707,0.1926073860830444
1.43,1.0576199436186864,0.192323548109824,0.4700967935803082,0.03648160876437106,3.310810187999127,0.7620847926186178,3.52420367377192,0.19276838754027878
1.44,1.0620560670812682,0.19468989538291864,0.4706425822338634,0.03598840442924196,3.265629703807051,0.7610325055997242,3.524132995825368,0.19292992876628481
1.45,1.0664766760013196,0.19708968153638615,0.4711863613456358,0.03549704714019755,3.220620130693018,0.7599758657672876,3.5240625966734944,0.193092001096008
1.46,1.070881947381348,0.1995233350800034,0.47172798263883037,0.03500766975767056,3.175793642798141,0.7589149171201497,3.5239924747371174,0.1932545958103963
1.47,1.0752720570330345,0.20199128100184233,0.4722672992742743,0.03452040384521724,3.1311622944580284,0.7578497040922333,3.5239226283696867,0.1934177041432054
1.48,1.07964717958036,0.2044939395082852,0.47280416612295156,0.034035379426130545,3.0867379978256104,0.7567802715197371,3.5238530558607906,0.19358131728675895
1.49,1.0840074884528055,0.20703172752408497,0.47333843944128606,0.033552725273483595,3.0425325495042936,0.7557066646797275,3.5237837554318974,0.19374542638739936
1.5,1.0883531558871438,0.20960505775537114,0.4738699770742764,0.03307256872872455,2.9985576138623946,0.7546289292667672,3.5237147252388383,0.1939100225495095
1.51,1.0926843529319628,0.21221433719516344,0.47439863877820093,0.03259503541286801,2.9548246965665736,0.7535471113531249,3.5236459633760857,0.19407509684185062
1.52,1.0970012494468102,0.21485996693127352,0.47492428626244504,0.032120249189177816,2.911345141133244,0.7524612573844061,3.5235774678771694,0.19424064029895424
1.53,1.1013040140958525,0.21754234311300205,0.4754467829824958,0.031648332349208254,2.8681301458429207,0.7513714142087533,3.523509236711418,0.19440664391778936
1.54,1.1055928143554992,0.22026185495719228,0.4759659945687636,0.031179405228521435,2.8251907286069664,0.7502776290204302,3.5234412677900657,0.1945730986662978
1.55,1.109867816519591,0.22301888362607744,0.47648178906559263,0.030713585992743812,2.782537707389991,0.7491799493237107,3.5233735589701567,0.19473999548851734
1.56,1.114129185684797,0.22581380406117563,0.47699403654444766,0.030250990984686307,2.7401817317979917,0.7480784229993599,3.5233061080471644,0.19490732529756796
1.57,1.1183770857616921,0.22864698284326385,0.47750260955984675,0.029791734315879278,2.6981332457555958,0.746973098235909,3.523238912762475,0.19507507898490836
1.58,1.12261167948325,0.2315187770122959,0.47800738339568316,0.029335927645750843,2.6564024673817688,0.7458640234818495,3.5231719708085962,0.19524324742702143
1.59,1.12683312838794,0.23442953536430372,0.47850823580191276,0.028883680418479534,2.6149994103858525,0.7447512475125568,3.5231052798216873,0.19541182147843295
1.6,1.1310415928301492,0.2373795969360713,0.4790050473123714,0.028435099578090667,2.5739338580932283,0.7436348193718568,3.523038837387935,0.19558079197967956
1.61,1.1352372319869115,0.2403692901818909,0.47949770141443426,0.027990289416184165,2.533215349603282,0.7425147883343678,3.522972641047652,0.19575014976283833
1.62,1.1394202038532253,0.24339893280179628,0.4799860845926702,0.02754935153344565,2.492853176125847,0.741391203913766,3.5229066882942757,0.19591988565151405
1.6300000000000001,1.1435906652375976,0.24646883153556887,0.4804700863797389,0.02711238479466848,2.4528563767255296,0.7402641158698574,3.5228409765734923,0.19608999046096773
1.6400000000000001,1.1477487717739914,0.24957928113438535,0.48094959956305183,0.02667948514290574,2.4132337215192363,0.7391335741512604,3.522775503289531,0.19626045500589953
1.6500000000000001,1.1518946779270687,0.25273056384682374,0.48142452028808297,0.02625074550667826,2.3739937032650045,0.7379996288667942,3.5227102658082754,0.19643127010468148
1.6600000000000001,1.156028536974724,0.2559229492324794,0.4818947481265793,0.025826255740800344,2.3351445314758967,0.7368623303351387,3.522645261451602,0.1966024265749115
1.67,1.160150501024335,0.2591566933721514,0.48236018622295274,0.02540610249399086,2.296694120641312,0.7357217290167442,3.5225804875049067,0.19677391524212992
1.68,1.1642607210267502,0.2624320387473999,0.48282074129575664,0.024990369206347944,2.2586500903220355,0.7345778754629236,3.522515941222766,0.19694572694619228
1.69,1.1683593467482793,0.2657492130906412,0.4832763239373461,0.024579135844138702,2.2210197400765628,0.7334308203853275,3.5224516198209477,0.19711785253538355
1.7,1.172446526792451,0.269108429283041,0.48372684859841597,0.024172478911673363,2.1838100510709055,0.7322806145802253,3.5223875204848687,0.19729028287545833
1.71,1.1765224086096036,0.2725098854685388,0.48417223354485184,0.0237704714891929,2.1470276897678384,0.7311273088956523,3.5223236403732465,0.19746300885399512
1.72,1.1805871384844266,0.2759537637001071,0.4846124011767194,0.023373182948785896,2.1106789815145883,0.7299709542472217,3.522259976616128,0.19763602138034148
1.73,1.1846408615388417,0.2794402294832613,0.48504727812278414,0.022980678869708903,2.074769902815616,0.7288116015981518,3.522196526317035,0.19780931138889812
1.74,1.1886837217451771,0.28296943207656666,0.4854767951501895,0.02259302111830994,2.0393060889470367,0.7276493019180194,3.5221332865575863,0.19798286984425367
1.75,1.1927158619313156,0.2865415043333806,0.48590088718922286,0.02221026782574346,2.004292831987848,0.7264841061604342,3.5220702543999454,0.19815668774454456
1.76,1.1967374237692474,0.2901565609770609,0.48631949373251376,0.02183247303151669,1.9697350478553912,0.7253160652688595,3.5220074268859207,0.19833075612270576
1.77,1.2007485477938415,0.29381469996757276,0.486732558498681,0.02145968698134698,1.935637304285374,0.7241452301330396,3.521944801041961,0.19850506605057738
1.78,1.2047493733981933,0.2975160010234083,0.4871400297663628,0.02109195583071442,1.9020037932375748,0.7229716515786375,3.521882373880119,0.19867960864239168
1.79,1.2087400388386949,0.3012605255411981,0.48754186038184877,0.020729321637792085,1.8688383303381029,0.7217953803463731,3.5218201424003386,0.1988543750579566
1.8,1.2127206812441635,0.305048317210364,0.4879380076073258,0.02037182250168047,1.836144367357826,0.7206164670723291,3.521758103592715,0.19902935650640236
1.81,1.2166914366112458,0.3088794002869357,0.48832843350653427,0.020019492211988087,1.8039249606851315,0.7194349622657304,3.5216962544397092,0.1992045442483218
1.82,1.2206524398168772,0.3127537807735435,0.48871310466339474,0.019672360505577847,1.7721827943926742,0.7182509162902962,3.5216345919183705,0.19937992959946998
1.83,1.2246038246212287,0.3166714459819019,0.4890919922719751,0.01933045298538352,1.7409201729077846,0.7170643793437912,3.5215731130025345,0.1995555039338081
1.84,1.2285457236660955,0.3206323633387615,0.48946507240091564,0.01899379088176814,1.7101389993497482,0.7158754014384887,3.5215118146648217,0.19973125868715944
1.85,1.2324782684935387,0.32463648273825735,0.48983232544112426,0.01866239153203991,1.6798408216517478,0.7146840323791441,3.521450693879356,0.19990718535317523
