t,Ca,E,CaE,Ca2E_,CaE_
0.35000000000000003,3.230298995131352e-14,239.8865291868147,0.7748620031547471,0.03616051321069735,0.3224482968200933
0.36,3.2115550168657956e-14,239.8932904023709,0.7703881129138271,0.03573256080892266,0.32058892390660776
0.37,3.1930157629804565e-14,239.89997485361383,0.7659627952724797,0.03531262466150373,0.31874972645243826
0.38,3.1746787797808085e-14,239.90658373333142,0.7615854824404457,0.03490033371388671,0.31693045051452473
0.39,3.156541428063986e-14,239.91311822989306,0.757255559078218,0.034495380344851036,0.31513083068413433
0.4,3.138600904579174e-14,239.91957952036904,0.7529723668038854,0.03409750068473487,0.3133506121426353
0.41000000000000003,3.1208543955579606e-14,239.92596876787377,0.7487352457673497,0.033706465809531405,0.31158952054964195
0.42,3.1032990797943477e-14,239.93228711909526,0.7445435323872764,0.03332207355801394,0.30984727495976866
0.43,3.0859321094832494e-14,239.9385357026,0.7403965558832083,0.03294414235316843,0.3081235991639502
0.44,3.0687506540085945e-14,239.9447156276265,0.7362936489225389,0.032572506346712035,0.30641821710459927
0.45,3.0517519081577126e-14,239.9508279832458,0.732234149778778,0.0322070115893631,0.30473085538640005
0.46,3.034933110183605e-14,239.95687383787256,0.7282174066312953,0.03184751308531225,0.30306124241117444
0.47000000000000003,3.018291531669872e-14,239.96285423944653,0.7242427752234848,0.031493873675665245,0.3014091116546772
0.48,3.0018244962328555e-14,239.96877021496533,0.720309623464593,0.031145961231631242,0.29977420033876967
0.49,2.9855293635128203e-14,239.974622771527,0.7164173275285589,0.030803649872737003,0.29815625107203064
0.5,2.969403542474705e-14,239.9804128964888,0.7125652751042244,0.03046681899262688,0.2965550094146996
0.51,2.953444489011617e-14,239.98614155742627,0.7087528648652174,0.03013535153419985,0.29497022617467794
0.52,2.937649703188203e-14,239.9918097029843,0.704979505777923,0.029809135072294483,0.2934016561658406
0.53,2.9220167325036374e-14,239.99741826287035,0.7012446179474848,0.02948806025982636,0.29184905892272195
0.54,2.90654317091569e-14,240.002968148268,0.6975476323886953,0.029172020690617313,0.2903121986530848
0.55,2.8912266581832e-14,240.0084602523427,0.6938879908679721,0.028860912982109133,0.28879084380762526
0.56,2.876064878927746e-14,240.0138954505937,0.6902651456971514,0.02855463641005696,0.2872847672994759
0.5700000000000001,2.861055560346577e-14,240.01927460141098,0.6866785591764323,0.028253093275562045,0.2857937461374122
0.58,2.8461964773753713e-14,240.02459854603293,0.6831277048963935,0.02795618706651167,0.28431756200452657
0.59,2.8314854408377818e-14,240.0298681096687,0.6796120648009039,0.02766382544385983,0.2828560000868874
0.6,2.816920306189475e-14,240.03508410133804,0.676131131384413,0.02737591737145449,0.28140884990642984
0.61,2.8024989696669437e-14,240.040247314407,0.672684406745528,0.027092373891262348,0.27997590495654623
0.62,2.788219363324149e-14,240.0453585269833,0.6692714013530549,0.02681310943636617,0.2785569622275958
0.63,2.77407945987861e-14,240.05041850242347,0.6658916352924841,0.026538039612621182,0.27715182267175253
0.64,2.7600772693058147e-14,240.0554279893236,0.6625446374053011,0.026267082401113674,0.27576029087029197
0.65,2.746210838511308e-14,240.0603877219766,0.65922994522757,0.02600015779336438,0.27438217500275836
0.66,2.732478249277354e-14,240.06529842110913,0.6559471045068018,0.02573718772923656,0.27301728665513647
0.67,2.7188776209324135e-14,240.07016079328343,0.6526956698472558,0.0254780957865233,0.27166544108306645
0.68,2.7054071056731915e-14,240.07497553223132,0.6494752035910597,0.025222807432655956,0.27032645674525696
0.6900000000000001,2.6920648899687394e-14,240.0797433185663,0.6462852761586466,0.024971249827339292,0.26900015544799916
0.7000000000000001,2.6788491933378035e-14,240.08446482006926,0.6431254657517878,0.024723351957348684,0.2676863622218922
0.71,2.665758267576162e-14,240.08914069236135,0.639995358192994,0.024479044190940116,0.2663849052550083
0.72,2.652790395626102e-14,240.09377157857693,0.6368945466233871,0.024238259034961875,0.2650956157650118
0.73,2.639943891345625e-14,240.09835811031,0.6338226314874379,0.024000930205212243,0.2638183279976757
0.74,2.6272170986171788e-14,240.10290090779364,0.6307792203164847,0.023766992753915715,0.26255287913627545
0.75,2.614608390416892e-14,240.10740058003756,0.6277639275004155,0.023536383256584168,0.26129910920573096
0.76,2.602116169747197e-14,240.11185772406242,0.6247763744835966,0.023309040304165415,0.2600568611501444
0.77,2.589738866771901e-14,240.11627292669795,0.6218161891296854,0.02308490359716265,0.25882598057553613
0.78,2.5774749381417394e-14,240.12064676482694,0.6188830055623411,0.022863913927284533,0.2576063156837559
0.79,2.5653228673050128e-14,240.12497980492975,0.615976464219951,0.02264601355823009,0.25639771729236965
0.8,2.5532811673638166e-14,240.12927260206266,0.6130962125287294,0.022431146294798338,0.25520003911412537
0.81,2.5413483758388868e-14,240.13352570194473,0.6102419036791931,0.022219257125548824,0.2540131372507954
0.8200000000000001,2.5295230528511494e-14,240.1377396416791,0.607413196200703,0.022010292103326726,0.25283687001714983
0.8300000000000001,2.5178037839956735e-14,240.14191494859742,0.6046097546320467,0.021804198552464075,0.2516710982183233
0.84,2.5061891823027316e-14,240.1460521396528,0.6018312499883246,0.021600925015616324,0.2505156853435034
0.85,2.4946778839743696e-14,240.1501517229473,0.5990773587554873,0.021400421148018985,0.24937049714943157
0.86,2.483268545234218e-14,240.15421419886732,0.5963477621476492,0.02120263763246896,0.24823540135277403
0.87,2.47195984621306e-14,240.15824005873918,0.5936421470251875,0.021007526225287666,0.24711026801056382
0.88,2.4607504911490134e-14,240.16222978468258,0.5909602059367179,0.02081503984389591,0.24599496953701147
0.89,2.449639206222551e-14,240.166183850471,0.5883016366133953,0.020625132421309682,0.24488938049452486
0.9,2.4386247365713244e-14,240.1701027227178,0.585666141271883,0.020437758704829015,0.24379337730569922
0.91,2.427705849055247e-14,240.17398685977614,0.5830534272587045,0.020252874445980323,0.24270683851937247
0.92,2.416881332018675e-14,240.17783671172347,0.5804632069887427,0.020070436503164934,0.24162964478480511
0.93,2.4061499941833444e-14,240.18165272085093,0.5778951976887697,0.019890402714677347,0.24056167874579198
0.9400000000000001,2.395510662063387e-14,240.1854353228648,0.5753491208023199,0.019712731537791198,0.23950282479525398
0.9500000000000001,2.3849621818751586e-14,240.1891849459222,0.5728247024245217,0.019537382399305026,0.23845296925415282
0.96,2.3745034205966263e-14,240.1929020102294,0.5703216735523525,0.019364315743151506,0.23741200047526081
0.97,2.364133264182485e-14,240.19658692876922,0.567839769666877,0.01919349289376994,0.23637980867030298
0.98,2.3538506127805136e-14,240.20024010926937,0.5653787296146232,0.019024875669004453,0.2353562854471644
0.99,2.343654385599555e-14,240.20386195217603,0.5629382967447086,0.01885842679916397,0.23434132428026555
1.0,2.333543518774941e-14,240.20745285152574,0.5605182184093495,0.018694109761186753,0.23333482030389535
1.01,2.3235169665247455e-14,240.21101319450003,0.5581182462332376,0.018531888843423588,0.23233667042346456
1.02,2.3135737071086402e-14,240.21454335912568,0.555738137504608,0.018371729479531102,0.23134677389034597
1.03,2.303712723034562e-14,240.21804372191824,0.5533776505516549,0.018213597139361687,0.2303650303909054
1.04,2.293933017046607e-14,240.22151465170992,0.5510365484759701,0.018057458224825993,0.2293913415894252
1.05,2.2842336071907624e-14,240.2249565115559,0.5487145979994245,0.017903279793398716,0.2284256106514519
1.06,2.2746135264118936e-14,240.22836965889073,0.5464115693693653,0.0177510295355296,0.22746774220453725
1.07,2.265071833257823e-14,240.23175444134762,0.544127238875407,0.017600676396862254,0.22651764338022798
1.08,2.255607588607083e-14,240.23511120584615,0.5418613833774186,0.017452189228001715,0.22557522154854187
1.09,2.246219870532498e-14,240.23844029278666,0.5396137838003321,0.017305537648207622,0.22464038576487486
1.1,2.236907771874434e-14,240.2417420369975,0.5373842245635015,0.017160691905319977,0.22371304653373636
1.11,2.2276703991117607e-14,240.245016768175,0.53517249331519,0.017017622811021663,0.22279311569881333
1.12,2.218506877459029e-14,240.2482648088575,0.5329783821274566,0.016876302077448592,0.2218805069375439
1.1300000000000001,2.2094163433301172e-14,240.25148647741375,0.5308016857288047,0.016736701827803416,0.22097513502955476
1.1400000000000001,2.2003979425281172e-14,240.25468208875816,0.5286422010794863,0.016598794481358113,0.22007691568085352
1.1500000000000001,2.1914508358734037e-14,240.25785195211424,0.5264997286908699,0.016462553124774463,0.21918576606992773
1.16,2.1825741966730902e-14,240.2609963720159,0.5243740720318212,0.01632795135000397,0.21830160460201653
1.17,2.173767212314083e-14,240.2641156476631,0.5222650378991305,0.01619496337544288,0.21742435106202943
1.18,2.1650290851539838e-14,240.26721007255927,0.5201724366243512,0.016063564116124494,0.2165539266998982
1.19,2.1563590235119455e-14,240.2702799381268,0.5180960799741299,0.015933728535359175,0.21569025336326159
1.2,2.1477562498133354e-14,240.27332553043024,0.5160357830470242,0.015805432241409813,0.214833254280836
1.21,2.13921999786117e-14,240.27634713126793,0.5139913636370801,0.015678651294980573,0.21398285379947105
1.22,2.1307495128107e-14,240.2793450181791,0.5119626422276421,0.01555336221109626,0.21313897738156834
1.23,2.1223440563008964e-14,240.28231946240194,0.5099494431961761,0.015429542297413805,0.21230155210383078
1.24,2.1140028934455996e-14,240.28527073403862,0.5079515917591438,0.015307168809072479,0.21147050539249018
1.25,2.1057253026597092e-14,240.28819909814825,0.5059689162792949,0.015186219593284202,0.21064576597845464
1.26,2.097510572722599e-14,240.29110481591042,0.5040012475758398,0.015066672901290318,0.20982726361171616
1.27,2.0893580025339395e-14,240.29398814471887,0.5020484188668893,0.01494850737596918,0.20901492903750257
1.28,2.0812669053130278e-14,240.29684933654613,0.5001102667543865,0.014831702294829665,0.2082086944038714
1.29,2.0732366004594266e-14,240.2996886411098,0.49818662931425356,0.014716237103850876,0.20740849247127835
1.3,2.0652664166222853e-14,240.30250630467697,0.49627734681621327,0.014602091595529686,0.20661425691045326
1.31,2.0573556928245586e-14,240.30530256962533,0.49438226198726687,0.01448924597513531,0.20582592241141603
1.32,2.0495037773564256e-14,240.30807767487266,0.49250121975180466,0.014377680798751003,0.20504342457589322
1.33,2.0417100299015683e-14,240.31083185504497,0.49063406773135054,0.014267377098584163,0.20426670012420134
1.34,2.0339738197290993e-14,240.31356534118095,0.4887806558192995,0.014158316279696796,0.2034956867191636
1.35,2.026294521512863e-14,240.31627836236328,0.48694083519782483,0.014050479878889648,0.20273032255907583
1.36,2.018671520278047e-14,240.31897114378535,0.4851144595007133,0.013943849853869617,0.2019705468591199
1.37,2.0111042095663793e-14,240.3216439074661,0.48330138438181675,0.013838408478426835,0.20121629967267754
1.3800000000000001,2.0035919919775296e-14,240.32429687203614,0.4815014676420737,0.013734138376864727,0.20046752194390566
1.3900000000000001,1.9961342814696288e-14,240.32693025183414,0.47971456976987026,0.013631022663510316,0.19972415573145177
1.4000000000000001,1.988730495310058e-14,240.32954426006017,0.47794055204952024,0.013529044463985684,0.19898614342526677
1.41,1.981380060634886e-14,240.3321391062028,0.47617927810234706,0.013428187309123974,0.1982534283846616
1.42,1.974082412409575e-14,240.33471499683654,0.47443061340731685,0.013328435015241932,0.19752595473981158
1.43,1.96683699325886e-14,240.33727213568682,0.4726944252608721,0.013229771676067089,0.19680366737510907
1.44,1.9596432576469508e-14,240.33981072199566,0.47097058375803746,0.013132181909963053,0.19608651233519234
1.45,1.9525006621863166e-14,240.34233095430537,0.46925895951710395,0.013035650293112828,0.19537443588323003
1.46,1.9454086722804077e-14,240.34483302786248,0.46755942523882954,0.012940161751256608,0.19466738514620832
1.47,1.938366760758011e-14,240.34731713514955,0.46587185538561465,0.012845701481459844,0.19396530798212622
1.48,1.9313744074550467e-14,240.34978346604692,0.464196126083097,0.012752254929481888,0.19326815293924451
1.49,1.9244310990577185e-14,240.3522322078924,0.46253211508310077,0.012659807782481925,0.19257586924072745
1.5,1.9175363344476466e-14,240.35466354343194,0.4608797030297451,0.012568346227109926,0.19188840730992446
1.51,1.9106896126595054e-14,240.35707765543538,0.4592387706072787,0.012477856368921979,0.19120571758710897
1.52,1.9038904409782376e-14,240.35947472359223,0.45760920045802606,0.01238832462321626,0.19052775132518718
1.53,1.8971383335606986e-14,240.3618549250395,0.4559908768560194,0.012299737648820343,0.18985446045431123
1.54,1.890432810886484e-14,240.36421843457174,0.4543836855770262,0.012212082321873843,0.18918579752797046
1.55,1.8837733996182626e-14,240.36656542469433,0.45278751386556765,0.01212534572936319,0.18852171570932155
1.56,1.877159637907408e-14,240.3688960635529,0.4512022516595186,0.012039515510567193,0.18786216927556315
1.57,1.870591063651489e-14,240.37121051951138,0.4496277888774743,0.011954579109263747,0.18720711250041716
1.58,1.8640672221518092e-14,240.37350895816428,0.44806401718651795,0.011870524265443319,0.18655650038225463
1.59,1.857587665062885e-14,240.3757915427452,0.44651082975887996,0.011787338950647432,0.18591028854377065
1.6,1.8511519497839013e-14,240.37805843436252,0.44496812113067113,0.011705011331546155,0.18526843317370778
1.61,1.8447596393364642e-14,240.38030979204606,0.44343578717292426,0.011623529764585793,0.18463089101484317
1.62,1.8384103066026985e-14,240.38254577104982,0.4419137261394412,0.011542883005346755,0.18399761980375975
1.6300000000000001,1.8321035250451136e-14,240.38476652655987,0.4404018363762586,0.011463059752242983,0.18336857730996786
1.6400000000000001,1.8258388745190758e-14,240.3869722113678,0.43890001775829285,0.01138404893340444,0.1827437219388002
1.6500000000000001,1.8196159406688002e-14,240.3891629761098,0.4374081715414092,0.01130583967760222,0.18212301266948314
1.6600000000000001,1.8134343143627042e-14,240.39133896948965,0.435926200224212,0.01122842128711192,0.18150640899728637
1.67,1.8072935915854492e-14,240.39350033831957,0.43445400752261565,0.011151783233065059,0.180893870922991
1.68,1.8011933771981212e-14,240.39564722625732,0.4329914991458439,0.011075915333040596,0.18028535926203723
1.69,1.7951332768288213e-14,240.39777977654285,0.43153858111320337,0.011000807369442884,0.1796808349727178
1.7,1.7891129017449378e-14,240.39989813036098,0.4300951607604943,0.01092644931948741,0.17908025955723386
1.71,1.7831318685458634e-14,240.40200242694902,0.42866114667328387,0.010852831341161304,0.17848359503468983
1.72,1.777189798600932e-14,240.40409280379055,0.42723644856739224,0.010779943747180448,0.17789080389303236
1.73,1.7712863179544556e-14,240.40616939665142,0.42582097726615636,0.010707777000953128,0.17730184907959212
1.74,1.7654210590011467e-14,240.40823233851253,0.4244146453555082,0.01063632182929821,0.17671669430076117
1.75,1.7595936567873663e-14,240.4102817618526,0.423017365781481,0.0105655689807438,0.1761353033832607
1.76,1.7538037510601994e-14,240.41231779734778,0.42162905264834527,0.010495509362887252,0.1755576406390632
1.77,1.748050986189706e-14,240.41434057389716,0.4202496212024632,0.010426134039494177,0.1749836708589407
1.78,1.7423350108368132e-14,240.41635021880688,0.4188789877187576,0.010357434210822549,0.17441335926159732
1.79,1.7366554778644486e-14,240.41834685782246,0.4175170694803101,0.010289401209988554,0.1738466714852762
1.8,1.731012050194429e-14,240.420330613879,0.4161637855822007,0.010222026677269427,0.17328357385956353
1.81,1.7254043882019336e-14,240.42230160983303,0.41481905517595985,0.010155302181886346,0.17272403280714022
1.82,1.719832157143404e-14,240.42425996687388,0.4134827984911929,0.01008921944332258,0.17216801518962094
1.83,1.7142950272760184e-14,240.42620580451106,0.4121549368440596,0.010023770333924209,0.17161548830897902
1.84,1.7087926728215103e-14,240.42813924081102,0.4108353924855491,0.00995894684691589,0.1710664198545105
1.85,1.7033247718897182e-14,240.43006039242704,0.40952408858279893,0.009894741093138173,0.17052077789502604
1.86,1.6978910064021333e-14,240.43196937462875,0.40822094920041424,0.009831145297784843,0.1699785308710429
1.87,1.6924910636025335e-14,240.4338662994379,0.4069259003599335,0.009768152094449454,0.16943964810571394
1.8800000000000001,1.6871246324132944e-14,240.43575127991548,0.4056388675978337,0.009705753853610664,0.16890409863107111
1.8900000000000001,1.6817914059096446e-14,240.43762442714728,0.4043597776796085,0.00964394315719442,0.16837185201391355
1.9000000000000001,1.676491080850759e-14,240.439485850742,0.40308855831448237,0.009582712721792376,0.16784287821972566
1.9100000000000001,1.6712233574747894e-14,240.44133565901436,0.4018251380494253,0.009522055371324247,0.16731714756286345
1.92,1.6659879394253774e-14,240.44317395901143,0.40056944625248364,0.009461964034329837,0.16679463069971448
1.93,1.6607845336781613e-14,240.4450008565387,0.3993214130961108,0.00940243174126108,0.16627529862185736
1.94,1.655612859818409e-14,240.44681645405967,0.3980809709421993,0.00934345184478014,0.16575912315126062
1.95,1.650472627826613e-14,240.44862085575755,0.396848051006564,0.009285017489033725,0.16524607574475064
1.96,1.645363555736893e-14,240.4504141635287,0.3956225860002226,0.009227122029816223,0.1647361284391532
1.97,1.6402853650248047e-14,240.4521964780411,0.39440450943239125,0.009169758923622635,0.16422925360078194
1.98,1.635237780394777e-14,240.45396789879214,0.39319375557296843,0.009112921721623935,0.16372542391113118
1.99,1.6302205297223346e-14,240.45572852413142,0.39199025943822086,0.009056604067333829,0.16322461236087935
2.0,1.6252333440889806e-14,240.45747845120903,0.390793956822029,0.0090007997018825,0.16272679226489067
2.0100000000000002,1.6202759595678255e-14,240.45921777452293,0.38960478518792674,0.00894550261301517,0.16223193767395447
2.02,1.615348112394149e-14,240.4609465897606,0.38842268130868757,0.008890706641035804,0.16174002228747672
2.0300000000000002,1.6104495429250953e-14,240.46266499060633,0.3872475832272964,0.008836405806282985,0.16125102035788794
2.04,1.605579994455886e-14,240.46437306966493,0.3860794296890056,0.008782594214358213,0.1607649064294797
2.05,1.600739213165553e-14,240.46607091848173,0.38491816012874785,0.0087292660540811,0.16028165533320388
2.06,1.595926948062677e-14,240.4677586275623,0.38376371465855036,0.008676415595444584,0.15980124218147237
2.07,1.5911429513742332e-14,240.46943628625692,0.38261603413815204,0.008624037206574937,0.1593236423960787
2.08,1.586386981237889e-14,240.47110398194178,0.3814750606781476,0.0085721254694862,0.15884883190830068
2.09,1.5816587933808402e-14,240.47276180256338,0.38034073607510055,0.008520674823470641,0.1583767865357562
2.1,1.5769581483309415e-14,240.47440983443954,0.37921300316320083,0.008469679874664354,0.15790748252028475
2.11,1.5722848092843722e-14,240.47604816291394,0.3780918054114741,0.008419135304874755,0.15744089636741299
2.12,1.5676385420582634e-14,240.47767687237368,0.37697708691248827,0.008369035869831298,0.15697700484166943
2.13,1.5630191150433243e-14,240.47929604626728,0.3758687923710614,0.008319376397436214,0.156515784961899
2.14,1.558426299645772e-14,240.48090576692576,0.37476686721444014,0.00827015181092077,0.15605721404656286
2.15,1.553859871492067e-14,240.48250611507802,0.3736712578918476,0.008221357190828402,0.1556012698369639
2.16,1.5493196055232473e-14,240.48409717181832,0.3725819106571024,0.008172987525978176,0.1551479299962563
2.17,1.5448052804641263e-14,240.4856790168113,0.3714987726785812,0.008125037941609145,0.15469717256615612
2.18,1.5403166774517707e-14,240.48725172884122,0.3704217916992012,0.008077503630231892,0.15424897582698585
2.19,1.535853579992833e-14,240.48881538582776,0.36935091602629583,0.008030379850118764,0.15380331829346972
2.2,1.531415773920881e-14,240.4903700648418,0.3682860945214899,0.007983661923794039,0.15336017871052873
2.21,1.5270030482702936e-14,240.49191584177885,0.36722727680649336,0.007937345272861135,0.1529195361393921
2.22,1.522615195861001e-14,240.49345279114024,0.3661744134007771,0.007891425441366388,0.15248137001521628
2.23,1.5182520079994237e-14,240.4949809880136,0.3651274544731821,0.00784589788590033,0.15204565962492594
2.24,1.5139132799219088e-14,240.49650050603822,0.3640863511241752,0.007800758191583721,0.15161238464359872
2.25,1.5095988090461352e-14,240.49801141805864,0.3630510549738539,0.007756002002926529,0.1511815249621618
2.2600000000000002,1.5053083949321862e-14,240.49951379613884,0.3620215181527032,0.007711625022466529,0.1507530606835561
2.27,1.5010418392436257e-14,240.5010077115769,0.360997693292353,0.007667623009407922,0.15032697211890025
2.2800000000000002,1.4967989457085734e-14,240.5024932349193,0.35997953351633494,0.007623991778259933,0.14990323978365466
2.29,1.4925795216959546e-14,240.50397043537652,0.3589669928167747,0.0075807272508086375,0.1494818445534466
2.3000000000000003,1.488383377514712e-14,240.50543938108282,0.35796002588700115,0.007537825432900795,0.1490627675948086
2.31,1.4842103214839177e-14,240.50690014092444,0.356958586943645,0.007495282251582619,0.1486459898778689
2.32,1.4800601658849465e-14,240.50835278233228,0.35596263114892396,0.007453093751564754,0.14823149276473802
2.33,1.4759327249573628e-14,240.5097973720253,0.3549721141318332,0.007411256028970316,0.14781925781141336
2.34,1.4718278148648472e-14,240.51123397602288,0.3539869919800621,0.0073697652301336816,0.14740926676442284
2.35,1.4677452536611216e-14,240.5126626596577,0.3530072212319099,0.00732861755039925,0.14700150155746824
2.36,1.463684861255874e-14,240.5140834875883,0.3520327588682024,0.007287809232920244,0.14659594430806905
2.37,1.4596464613163998e-14,240.5154965230801,0.3510635627508044,0.007247336664696094,0.1461925775018636
2.38,1.455629879158433e-14,240.51690182880245,0.3500995911357832,0.007207196271131076,0.145791383788083
2.39,1.4516349390220127e-14,240.51829946785764,0.3491408020446903,0.007167384379700691,0.14539234571540663
2.4,1.4476614685498085e-14,240.5196895020884,0.34818715429755165,0.0071278974454262786,0.1449954461660606
2.41,1.4437092971533467e-14,240.52107199269503,0.347238607135711,0.007088731969314507,0.14460066819737832
2.42,1.4397782559834897e-14,240.52244700024636,0.34629512021479625,0.007049884497384847,0.14420799503888543
2.43,1.4358681779009104e-14,240.52381458469063,0.3453566535976861,0.00701135161969701,0.14381741008938462
2.44,1.4319788974465727e-14,240.5251748053665,0.3444231677474764,0.00697312996937842,0.1434288969140406
2.45,1.42811025262532e-14,240.52652772030427,0.34349462398322494,0.006935216284070917,0.1430424394258153
2.46,1.4242620821273637e-14,240.52787338731272,0.3425709837712667,0.00689760731031987,0.1426580216030458
2.47,1.4204342247721635e-14,240.52921186419613,0.3416522085837724,0.006860299784472771,0.14227562743298716
2.48,1.416626522028663e-14,240.53054320776718,0.34073826054251377,0.006823290519486054,0.1418952411681467
2.49,1.4128388169623818e-14,240.53186747425866,0.33982910215062195,0.006786576368720952,0.14151684721931504
2.5,1.4090709542093717e-14,240.53318471933278,0.33892469628644123,0.006750154225090612,0.14114043015300454
2.5100000000000002,1.4053227799501664e-14,240.53449499809085,0.33802500619738235,0.006714021020207188,0.14076597468888738
2.52,1.401594141883737e-14,240.53579836508277,0.3371299954937766,0.006678173723528952,0.14039346569723393
2.5300000000000002,1.3978848912070946e-14,240.53709487367422,0.33623962852564504,0.006642609421586591,0.1400228883758384
2.54,1.3941948789089176e-14,240.53838457723506,0.3353538696739096,0.0066073251701867,0.1396542279181015
2.5500000000000003,1.390523956744017e-14,240.5396675288285,0.33447268353526277,0.006572318033506101,0.1392874696000053
2.56,1.386871978695578e-14,240.5409437807437,0.3335960352001634,0.00653758514266154,0.13892259891073977
2.57,1.3832388001945339e-14,240.54221338474727,0.3327238901026271,0.006503123664728892,0.13855960148261323
2.58,1.3796242780967424e-14,240.54347639209175,0.33185621401469517,0.0064689308020189264,0.13819846308877884
2.59,1.3760282706601607e-14,240.544732853524,0.3309929730409033,0.006435003791353055,0.13783916964096127
2.6,1.3724506375220197e-14,240.54598281929395,0.3301341336127502,0.006401339903339071,0.13748170718718325
2.61,1.368891240678987e-14,240.54722633847362,0.3292796629823158,0.006367936481117196,0.1371260620601736
2.62,1.3653499423830507e-14,240.5484634603961,0.32842952818094856,0.006334790857731294,0.13677222056241584
2.63,1.3618266062155066e-14,240.5496942339104,0.3275836965595769,0.006301900398567205,0.1364201691286519
2.64,1.3583210973062568e-14,240.5509187072234,0.32674213590367396,0.006269262510156711,0.13606989435998348
2.65,1.3548332820759583e-14,240.55213692806996,0.3259048143107619,0.006236874630204332,0.13572138298629
2.66,1.3513630282145754e-14,240.55334894372055,0.32507170018556675,0.006204734226917298,0.13537462186416205
2.67,1.3479102046599346e-14,240.55455480098885,0.324242762235173,0.006172838798335562,0.1350295979748354
2.68,1.3444746815762764e-14,240.55575454623923,0.3234179694641783,0.006141185871661768,0.1346862984221243
2.69,1.341056335631611e-14,240.55694822452077,0.3225972915628493,0.006109773137182721,0.1343447107764042
2.7,1.3376550376791636e-14,240.55813588160225,0.32178069799022513,0.006078598135248369,0.13400482226945803
2.71,1.3342706614353278e-14,240.55931756254557,0.32096815861448913,0.00604765847656972,0.13366662036054178
2.72,1.330903082516414e-14,240.56049331186847,0.320159643638271,0.006016951817626633,0.13333009267281137
