t,V,h,x_Ca,n,Ca
0.53,-54.92416799913922,0.055127980393182056,0.018705713884770415,0.011394044242612913,0.010717382916672723
0.54,-54.92276061838926,0.055955288059063725,0.018869234702643373,0.011419588455092378,0.01081103910313053
0.55,-54.92135407059513,0.05678171943655807,0.019032728273039482,0.011445105208830178,0.010904677776198364
0.56,-54.91994835470915,0.05760727553633502,0.019196194600498175,0.011470594538174502,0.010998298940652967
0.5700000000000001,-54.918543469684245,0.05843195736792946,0.01935963368955902,0.011496056477435576,0.011091902601267467
0.58,-54.91713941447387,0.05925576593974125,0.019523045544761718,0.011521491060885656,0.011185488762811394
0.59,-54.915736188135355,0.060078702083667675,0.019686430170543445,0.011546898316870788,0.011279057429608783
0.6,-54.91433378963454,0.060900766786756586,0.019849787571433016,0.01157227827894658,0.011372608606373867
0.61,-54.91293221785829,0.06172196116996558,0.020013117752038456,0.011597630985165015,0.011466142298157561
0.62,-54.911531471766736,0.06254228622967815,0.020176420716895665,0.011622956469395446,0.011559658509696138
0.63,-54.91013155032075,0.06336174296085602,0.020339696470540503,0.01164825476545963,0.01165315724572154
0.64,-54.90873245248193,0.06418033235703921,0.02050294501750882,0.011673525907131728,0.011746638510961381
0.65,-54.907334177212604,0.064998055410346,0.02066616636233642,0.011698769928138304,0.011840102310138953
0.66,-54.90593672347585,0.06581491311147294,0.02082936050955909,0.01172398686215833,0.011933548647973217
0.67,-54.904540090235464,0.06663090644969488,0.020992527463712597,0.01174917674282318,0.012026977529178806
0.68,-54.90314427645598,0.06744603641286488,0.021155667229332663,0.011774339603716636,0.012120388958466026
0.6900000000000001,-54.90174928110268,0.06826030398741431,0.021318779810954994,0.01179947547837488,0.012213782940540862
0.7000000000000001,-54.90035510314156,0.06907371015835284,0.021481865213115275,0.011824584400286503,0.012307159480104963
0.71,-54.89896174153935,0.06988625590926834,0.021644923440349146,0.011849666402892495,0.012400518581855655
0.72,-54.897569195263536,0.070697942222327,0.021807954497192236,0.011874721519586259,0.012493860250485938
0.73,-54.896177463282314,0.07150877007827329,0.021970958388180143,0.011899749783713597,0.012587184490684484
0.74,-54.894786544564624,0.0723187404564299,0.022133935117848436,0.011924751228572714,0.012680491307135635
0.75,-54.89339643815304,0.07312785425661619,0.02229688469049138,0.011949725884742154,0.01277378070406524
0.76,-54.89200714302889,0.07393611244360518,0.02245980711060832,0.011974673785024325,0.012867052686080899
0.77,-54.89061865811279,0.07474351604657134,0.02262270238290197,0.011999594964426616,0.012960307258168751
0.78,-54.8892309823798,0.07555006603575051,0.022785570511897276,0.012024489455940498,0.013053544424976055
0.79,-54.88784411480581,0.07635576337982636,0.022948411502118772,0.012049357292505388,0.013146764191144984
0.8,-54.88645805436759,0.07716060904593035,0.023111225358090546,0.012074198507008641,0.013239966561312627
0.81,-54.88507280004274,0.07796460399964182,0.02327401208433627,0.012099013132285553,0.013333151540110987
0.8200000000000001,-54.883688350809756,0.0787677492049879,0.023436771685379172,0.012123801201119363,0.013426319132166978
0.8300000000000001,-54.88230470564794,0.07957004562444359,0.02359950416574206,0.012148562746241246,0.01351946934210243
0.84,-54.88092186353749,0.08037149421893168,0.023762209529947304,0.012173297800330322,0.013612602174534087
0.85,-54.879539823459424,0.0811720959478228,0.023924887782516856,0.012198006396013652,0.01370571763407361
0.86,-54.878158584395656,0.08197185176893546,0.024087538927972225,0.012222688565866233,0.01379881572532757
0.87,-54.87677814532893,0.0827707626385359,0.024250162970834495,0.012247344342411008,0.013891896452897451
0.88,-54.875398505242835,0.08356882951133827,0.024412759915624322,0.01227197375811886,0.013984959821379657
0.89,-54.87401966312185,0.08436605334050454,0.024575329766861928,0.01229657684540861,0.014078005835365504
0.9,-54.872641617951274,0.08516243507764445,0.024737872529067104,0.01232115363664702,0.014171034499441217
0.91,-54.87126436870622,0.0859579757480938,0.02490038820658714,0.01234570416661179,0.014264045818811157
0.92,-54.869887914371574,0.08675267631486844,0.02506287680390779,0.012370228468040324,0.014357039798171519
0.93,-54.86851225394326,0.08754653767025161,0.025225338325672534,0.012394726571354481,0.01445001644164066
0.9400000000000001,-54.86713738640952,0.08833956076299379,0.025387772776391787,0.012419198508822378,0.014542975753812198
0.9500000000000001,-54.865763310759434,0.08913174654042191,0.025550180160575246,0.012443644312664271,0.014635917739275726
0.96,-54.86439002598293,0.0899230959484392,0.025712560482731874,0.012468064015052573,0.014728842402616814
0.97,-54.86301753107075,0.09071360993152534,0.02587491374736992,0.012492457648111835,0.014821749748417015
0.98,-54.8616458250145,0.09150328943273639,0.0260372399589969,0.01251682524391876,0.014914639781253855
0.99,-54.860274906806595,0.09229213539370476,0.026199539122119614,0.0125411668345022,0.015007512505700841
1.0,-54.85890477544031,0.09308014875463927,0.02636181124124413,0.012565482451843144,0.015100367926327461
1.01,-54.85753542990974,0.09386733045432512,0.026524056320875806,0.012589772127874738,0.015193206047699175
1.02,-54.85616686920982,0.09465368143012391,0.02668627436551926,0.01261403589448227,0.015286026874377426
1.03,-54.854799092336336,0.09543920261797362,0.02684846537967839,0.01263827378350318,0.015378830410919636
1.04,-54.85343209828589,0.09622389495238859,0.02701062936785638,0.012662485826727047,0.015471616661879205
1.05,-54.85206588605595,0.09700775936645958,0.027172766334555672,0.012686672055895605,0.015564385631805507
1.06,-54.850700454644766,0.09779079679185373,0.027334876284278005,0.012710832502702728,0.0156571373252439
1.07,-54.84933580301604,0.09857300825402912,0.02749695922147861,0.012734967201943576,0.015749871746850233
1.08,-54.84797193016129,0.09935439470441186,0.027659015150646903,0.012759076185963999,0.015842588901189014
1.09,-54.8466088351083,0.10013495699795738,0.02782104407631726,0.012783159483918399,0.0159352887927064
1.1,-54.84524651685708,0.10091469606496913,0.02798304600298644,0.012807217127452478,0.016027971425936875
1.11,-54.84388497440843,0.10169361283449321,0.028145020935150374,0.012831249148169587,0.016120636805411093
1.12,-54.84252420676392,0.10247170823431843,0.028306968877304217,0.012855255577630715,0.016213284935655888
1.1300000000000001,-54.84116421292588,0.10324898319097627,0.028468889833942308,0.01287923644735451,0.016305915821194273
1.1400000000000001,-54.839804991897445,0.10402543862974088,0.028630783809558174,0.012903191788817256,0.016398529466545447
1.1500000000000001,-54.8384465426825,0.10480107547462912,0.028792650808644554,0.01292712163345289,0.016491125876224772
1.16,-54.83708886428571,0.10557589464840048,0.028954490835693368,0.012951026012652998,0.0165837050547438
1.17,-54.835731955712525,0.10634989707255721,0.029116303895195747,0.012974904957766807,0.016676267006610263
1.18,-54.83437581596915,0.10712308366734416,0.02927808999164201,0.012998758500101194,0.01676881173632806
1.19,-54.83302044406259,0.10789545535174892,0.029439849129521665,0.013022586670920685,0.016861339248397278
1.2,-54.83166583900061,0.10866701304350172,0.02960158131332343,0.013046389501447446,0.01695384954731418
1.21,-54.83031199979174,0.1094377576590755,0.02976328654753521,0.013070167022861302,0.017046342637571207
1.22,-54.82895892544531,0.11020769011368586,0.02992496483664411,0.013093919266299712,0.01713881852365698
1.23,-54.82760661495239,0.1109768113684412,0.03008661618515425,0.013117646264409389,0.017231277210085882
1.24,-54.826255067318456,0.11174512234943515,0.030248240597556188,0.013141348048683816,0.017323718701347298
1.25,-54.82490428157029,0.11251262393053722,0.030409838078320414,0.013165024648896921,0.017416143001894802
1.26,-54.82355425671943,0.11327931702412708,0.030571408631931647,0.013188676096088932,0.017508550116203107
1.27,-54.82220499177815,0.11404520254141134,0.030732952262873828,0.0132123024212605,0.017600940048743147
1.28,-54.82085648575945,0.11481028139242355,0.030894468975630134,0.013235903655372699,0.0176933128039821
1.29,-54.81950873767709,0.1155745544860242,0.031055958774682958,0.013259479829347012,0.017785668386383367
1.3,-54.81816174654556,0.11633802272990071,0.03121742166451394,0.013283030974065352,0.017878006800406583
1.31,-54.816815511380106,0.11710068703056742,0.03137885764960392,0.013306557120370049,0.017970328050507616
1.32,-54.815470031196696,0.11786254829336568,0.031540266734433005,0.01333005829906385,0.018062632141138565
1.33,-54.81412530501204,0.11862360742246368,0.03170164892348049,0.013353534540909925,0.018154919076747753
1.34,-54.81278133184361,0.11938386532085662,0.03186300422122492,0.01337698587663186,0.018247188861779746
1.35,-54.811438110709595,0.12014332289036664,0.03202433263214406,0.013400412336913664,0.018339441500675333
1.36,-54.81009564062894,0.12090198103164275,0.03218563416071492,0.013423813952399766,0.018431676997871536
1.37,-54.80875392062131,0.12165984064416098,0.03234690881141371,0.013447190753695012,0.01852389535780161
1.3800000000000001,-54.807412949707135,0.12241690262622423,0.03250815658871588,0.01347054277136467,0.018616096584895044
1.3900000000000001,-54.80607272690586,0.12317316789422225,0.0326693774971316,0.013493870036532695,0.01870828068366576
1.4000000000000001,-54.804733251238986,0.1239286373485014,0.032830571541142876,0.013517172579821544,0.018800447658555822
1.41,-54.80339452173068,0.12468331186672668,0.03299173872519129,0.013540450431145986,0.018892597513904992
1.42,-54.802056537404304,0.12543719234295347,0.033152879053750035,0.01356370362092678,0.018984730254129722
1.43,-54.800719297283926,0.1261902796700763,0.03331399253129154,0.013586932179545486,0.01907684588364275
1.44,-54.799382800394376,0.12694257473982884,0.03347507916228748,0.013610136137344459,0.019168944406853097
1.45,-54.798047045761216,0.1276940784427839,0.0336361389512088,0.013633315524626858,0.019261025828166068
1.46,-54.796712032410746,0.12844479166835354,0.03379717190252568,0.013656470371656638,0.019353090151983263
1.47,-54.79537775937001,0.12919471530478888,0.03395817802070756,0.013679600708658556,0.019445137382702562
1.48,-54.79404422566679,0.12994385023918031,0.03411915731022312,0.013702706565818167,0.01953716752471814
1.49,-54.79271143032961,0.13069219735745727,0.034280109775540295,0.013725787973281826,0.01962918058242046
1.5,-54.79137937238773,0.13143975754438847,0.034441035421126275,0.013748844961156687,0.019721176560196257
1.51,-54.79004805087114,0.1321865316835817,0.034601934251447496,0.013771877559510703,0.019813155462428574
1.52,-54.7887174648106,0.1329325206574839,0.03476280627096965,0.013794885798372628,0.019905117293496723
1.53,-54.787387613237584,0.1336777253473813,0.034923651484157665,0.013817869707732015,0.019997062057776318
1.54,-54.7860584951843,0.13442214663339916,0.035084469895475735,0.013840829317539216,0.02008898975963925
1.55,-54.78473010968372,0.13516578539450194,0.035245261509387296,0.013863764657705382,0.020180900403453706
1.56,-54.78340245576954,0.13590864250849333,0.03540602633035504,0.013886675758102464,0.02027279399358415
1.57,-54.7820755324762,0.13665071885201607,0.03556676436284091,0.013909562648563212,0.020364670534391345
1.58,-54.78074933883887,0.13739201530055212,0.035727475611306084,0.013932425358881175,0.020456530030232328
1.59,-54.779423873893485,0.13813253272842263,0.035888160080211014,0.013955263918810704,0.020548372485460438
1.6,-54.77809913667669,0.13887227200878788,0.03604881777401538,0.013978078358066946,0.02064019790442529
1.61,-54.776775126225886,0.1396112340136473,0.03620944869717814,0.014000868706325848,0.02073200629147279
1.62,-54.775451841585415,0.14034941964451242,0.03637005285418304,0.014023634994156247,0.020823797651131605
1.6300000000000001,-54.774129281793634,0.141086829768566,0.03653063024948544,0.014046377251079867,0.02091557198772505
1.6400000000000001,-54.77280744588628,0.14182346523504402,0.03669118088752597,0.014069095506069149,0.021007329305470668
1.6500000000000001,-54.77148633290383,0.14255932691190634,0.03685170477276108,0.014091789788661584,0.02109906960870319
1.6600000000000001,-54.77016594188749,0.1432944156659685,0.03701220190964647,0.014114460128355969,0.021190792901753734
1.67,-54.76884627187924,0.14402873236290187,0.037172672302637114,0.014137106554612401,0.021282499188949797
1.68,-54.76752732192179,0.14476227786723342,0.03733311595618726,0.014159729096852283,0.02137418847461527
1.69,-54.76620909105858,0.14549505304234595,0.03749353287475041,0.014182327784458318,0.02146586076307043
1.7,-54.76489157833381,0.14622705875047787,0.03765392306277932,0.014204902646774509,0.021557516058631945
1.71,-54.76357478279241,0.14695829585272344,0.037814286524726036,0.014227453713106167,0.021649154365612867
1.72,-54.76225870348007,0.1476887652090325,0.03797462326504185,0.014249981012719905,0.021740775688322635
1.73,-54.7609433394432,0.14841846767821076,0.03813493328817731,0.014272484574843635,0.021832380031067085
1.74,-54.759628689728984,0.14914740411791957,0.03829521659858226,0.014294964428666573,0.02192396739814843
1.75,-54.758314753385314,0.14987557538467597,0.038455473200705775,0.014317420603339239,0.022015537793865277
1.76,-54.75700152946085,0.15060298233385278,0.038615703098996215,0.014339853127973456,0.02210709122251262
1.77,-54.75568901700498,0.15132962581967851,0.038775906297901196,0.014362262031642347,0.022198627688381836
1.78,-54.754377215067855,0.15205550669523743,0.0389360828018676,0.01438464734338034,0.022290147195760703
1.79,-54.753066122700346,0.1527806258124695,0.03909623261534156,0.014407009092183164,0.02238164974893337
1.8,-54.75175573895408,0.15350498402217042,0.0392563557427685,0.014429347307007854,0.02247313535218039
1.81,-54.75044606288142,0.15422858217399157,0.0394164521885931,0.01445166201677274,0.02256460400977869
1.82,-54.74913709353549,0.15495142111644014,0.039576521957259275,0.014473953250357465,0.022656055726001597
1.83,-54.747828829970125,0.1556735016968789,0.03973656505321025,0.014496221036602967,0.022747490505118814
1.84,-54.74652127123993,0.1563948247615265,0.03989658148088848,0.014518465404311488,0.02283890835139644
1.85,-54.74521441639913,0.15711539122303939,0.0400565712447398,0.014540686384386678,0.022930309269278845
1.86,-54.74390826450415,0.15783520190420003,0.0402165343492039,0.014562884004883711,0.023021693262967977
1.87,-54.742602814612304,0.15855425761848194,0.040376470798719276,0.01458505829356052,0.02311306033664022
1.8800000000000001,-54.74129806578114,0.15927255920868466,0.040536380597725526,0.014607209279101228,0.02320441049455034
1.8900000000000001,-54.73999401706895,0.15999010751649517,0.04069626375066151,0.01462933699015227,0.023295743740949577
1.9000000000000001,-54.73869066753477,0.16070690338248783,0.040856120261965355,0.014651441455322383,0.023387060080085637
1.9100000000000001,-54.73738801623837,0.1614229476461245,0.04101595013607445,0.014673522703182612,0.023478359516202713
1.92,-54.73608606224028,0.16213824114575429,0.041175753377425454,0.01469558076226631,0.023569642053541458
1.93,-54.73478480460176,0.16285278471861392,0.0413355299904543,0.014717615661069133,0.02366090769633901
1.94,-54.733484242384804,0.16356657920082737,0.041495279979596164,0.014739627428049046,0.02375215644882897
1.95,-54.73218437465217,0.16427962542740607,0.04165500334928551,0.014761616091626316,0.023843388315241416
1.96,-54.73088520046734,0.1649919242322489,0.04181470010395607,0.014783581680183521,0.023934603299802907
1.97,-54.72958671889455,0.1657034764481421,0.04197437024804082,0.01480552422206554,0.02402580140673646
1.98,-54.72828892899877,0.16641428290675936,0.04213401378597202,0.014827443745579564,0.024116982640261575
1.99,-54.72699182984573,0.16712434443866178,0.042293630722181196,0.014849340278995085,0.024208147004594227
2.0,-54.72569542050187,0.16783366187329782,0.04245322106109913,0.014871213850543906,0.02429929450394686
2.0100000000000002,-54.724399700034404,0.16854223603900342,0.042612784807155885,0.01489306448842013,0.024390425142528392
2.02,-54.72310466751127,0.16925006776300183,0.042772321964780764,0.01491489222078017,0.02448153892454421
2.0300000000000002,-54.72181032200117,0.1699571578714039,0.04293183253840237,0.014936697075742744,0.024572635854196185
2.04,-54.72051666257351,0.17066350718920764,0.04309131653244854,0.01495847908138888,0.02466371593568265
2.05,-54.71922368829848,0.17136911654029868,0.043250773951346404,0.014980238265761905,0.024754779173198415
2.06,-54.71793139824699,0.17207398674745,0.04341020479952235,0.015001974656867461,0.024845825570934774
2.07,-54.716639791490685,0.1727781186323219,0.04356960908140201,0.015023688282673486,0.024936855133079472
2.08,-54.715348867090526,0.17348151311086418,0.04372898680140689,0.015045379174182518,0.02502786786402378
2.09,-54.71405862412527,0.1741841709554954,0.043888337963962826,0.015067047357773013,0.025118863767846358
2.1,-54.71276906167207,0.17488609295760396,0.044047662573494274,0.015088692860432448,0.025209842848665946
2.11,-54.71148017880536,0.1755872799358459,0.04420696063442388,0.01511031571002456,0.02530080511065933
2.12,-54.710191974600335,0.17628773270780426,0.04436623215117358,0.015131915934376662,0.02539175055799986
2.13,-54.708904448132934,0.17698745208998884,0.04452547712816456,0.015153493561279647,0.025482679194857437
2.14,-54.70761759847981,0.1776864388978365,0.044684695569817294,0.015175048618487983,0.025573591025398534
2.15,-54.70633142471837,0.17838469394571077,0.04484388748055148,0.015196581133719717,0.025664486053786167
2.16,-54.70504592592676,0.1790822180469023,0.045003052864786126,0.015218091134656471,0.025755364284179925
2.17,-54.703761101183865,0.17977901201362842,0.045162191726939464,0.015239578648943448,0.025846225720735947
2.18,-54.70247694956929,0.18047507665703352,0.045321304071429036,0.015261043704189426,0.02593707036760694
2.19,-54.701193470163396,0.18117041278718876,0.04548038990267159,0.015282486327966761,0.026027898228942158
2.2,-54.69991066204728,0.18186502121309228,0.04563944922508321,0.015303906547811387,0.02611870930888742
2.21,-54.69862852430276,0.182558902742669,0.045798482043079174,0.015325304391222814,0.026209503611585108
2.22,-54.697347056012426,0.18325205818277085,0.04595748836107407,0.015346679885664134,0.026300281141174157
2.23,-54.69606625625957,0.18394448833917654,0.04611646818348174,0.015368033058562007,0.02639104190179006
2.24,-54.694786124128235,0.1846361940165918,0.04627542151471529,0.015389363937306683,0.026481785897564877
2.25,-54.69350665870321,0.18532717601864906,0.046434348359187076,0.015410672549251977,0.026572513132627214
2.2600000000000002,-54.69222785907001,0.18601743514790783,0.04659324872130875,0.015431958921715292,0.026663223611102255
2.27,-54.69094972431489,0.18670697220585442,0.0467521226054912,0.0154532230819776,0.02675391733711172
2.2800000000000002,-54.689672253524854,0.18739578799290202,0.046910970016144596,0.015474465057283459,0.026844594314773904
2.29,-54.68839544578763,0.18808388330839068,0.04706979095767836,0.015495684874840996,0.02693525454820366
2.3000000000000003,-54.68711930019168,0.18877125895058747,0.04722858543450119,0.01551688256182192,0.02702589804151239
2.31,-54.68584381582131,0.18945791574748294,0.04738735345102155,0.015538058146360119,0.02711652479887484
2.32,-54.684568991751156,0.19014385459108202,0.047546095011648234,0.015559211658663556,0.027207134824603445
2.33,-54.68329482708918,0.19082907616820682,0.047704810120785965,0.015580343122285394,0.027297728122564625
2.34,-54.68202132092651,0.1915135812746051,0.047863498782840505,0.015601452564309152,0.02738830469685986
2.35,-54.680748472355035,0.19219737070495652,0.04802216100221692,0.01562254001178208,0.027478864551587222
2.36,-54.67947628046736,0.19288044525287382,0.0481807967833195,0.01564360549171522,0.02756940769084133
2.37,-54.67820474435684,0.19356280571090506,0.048339406130551835,0.015664649031083444,0.027659934118713397
2.38,-54.676933863117554,0.19424445287053482,0.04849798904831675,0.01568567065682554,0.027750443839291206
2.39,-54.67566363584432,0.19492538752218622,0.04865654554101637,0.01570667039584423,0.02784093685665914
2.4,-54.67439406163271,0.19560561045522235,0.04881507561305205,0.01572764827500625,0.027931413174898147
2.41,-54.67312513957901,0.1962851224579482,0.048973579268824445,0.015748604321142393,0.028021872798085788
2.42,-54.67185686878023,0.19696392431761214,0.04913205651273343,0.01576953856104757,0.028112315730296197
2.43,-54.67058924833415,0.19764201682040777,0.0492905073491782,0.015790451021480852,0.028202741975600132
2.44,-54.66932227733926,0.19831940075147536,0.049448931782557146,0.015811341729165544,0.028293151538064925
2.45,-54.668055954894804,0.19899607689490387,0.049607329817268,0.015832210710789232,0.028383544421754538
2.46,-54.66679028010073,0.19967204603373231,0.04976570145770771,0.015853057993003822,0.028473920630729527
2.47,-54.66552525205774,0.2003473089499517,0.0499240467082725,0.01587388360242562,0.028564280169047072
2.48,-54.66426086986727,0.2010218664245065,0.05008236557335786,0.01589468756563537,0.02865462304076096
2.49,-54.66299713263149,0.20169571923729654,0.05024065805735855,0.01591546990917831,0.028744949249921607
2.5,-54.661734039453286,0.20236886816717847,0.05039892416466859,0.015936230659564236,0.028835258800576042
2.5100000000000002,-54.6604715894363,0.20304131399196765,0.05055716389968127,0.015956969843267547,0.028925551696767936
2.52,-54.65920978168489,0.2037130574884396,0.05071537726678913,0.015977687486727298,0.029015827942537577
2.5300000000000002,-54.657948615304164,0.20438409943233204,0.05087356427038401,0.01599838361634727,0.029106087541921902
2.54,-54.65668808935666,0.2050544408576712,0.05103172491488126,0.01601905826693046,0.029196330499499275
2.5500000000000003,-54.65542820298458,0.2057240823246424,0.05118985920465126,0.016039711457866836,0.029286556818851412
2.56,-54.654168955298324,0.20639302458717668,0.05134796714408184,0.01606034321484635,0.02937676650396588
2.57,-54.6529103454057,0.20706126841810807,0.051506048737562,0.016080953564172246,0.029466959558868782
2.58,-54.65165237241527,0.2077288145892715,0.05166410398948003,0.01610154253211374,0.02955713598758293
2.59,-54.65039503543628,0.20839566387150452,0.05182213290422343,0.016122110144906096,0.029647295794127844
2.6,-54.64913833357873,0.2090618170346496,0.051980135486179024,0.01614265642875068,0.029737438982519796
2.61,-54.64788226595335,0.209727274847556,0.05213811173973285,0.016163181409815035,0.029827565556771764
2.62,-54.64662683167157,0.21039203807808182,0.052296061669270276,0.01618368511423294,0.02991767552089348
2.63,-54.64537202984555,0.21105610749309597,0.05245398527917588,0.01620416756810447,0.030007768878891398
2.64,-54.64411785958819,0.21171948385848033,0.052611882573833556,0.016224628797496084,0.030097845634768732
2.65,-54.6428643200131,0.2123821679391315,0.05276975355762643,0.01624506882844066,0.03018790579252542
2.66,-54.64161141023462,0.21304416049896305,0.05292759823493692,0.016265487686937582,0.030277949356158185
2.67,-54.6403591293678,0.21370546230090737,0.053085416610146714,0.01628588539895279,0.03036797632966047
2.68,-54.63910747652843,0.21436607410691783,0.05324320868763675,0.016306261990418864,0.03045798671702251
2.69,-54.63785645083301,0.21502599667797057,0.05340097447178725,0.01632661748723507,0.030547980522231278
2.7,-54.63660605139878,0.21568523077406687,0.0535587139669777,0.01634695191526744,0.03063795774927054
2.71,-54.63535627734366,0.21634377715423472,0.05371642717758686,0.01636726530034882,0.030727918402120816
2.72,-54.63410712778634,0.21700163657653118,0.05387411410799275,0.016387557668278964,0.030817862484759418
2.73,-54.6328586018462,0.2176588097980442,0.05403177476257265,0.01640782904482456,0.03090779000116043
2.74,-54.631610698643364,0.21831529757489473,0.05418940914570315,0.01642807945571933,0.030997700955294732
2.75,-54.63036341729864,0.21897110066223868,0.05434701726176007,0.016448308926664077,0.031087595351129982
2.7600000000000002,-54.62911675693359,0.21962621981426894,0.05450459911511851,0.016468517483326763,0.03117747319263065
2.77,-54.627870716670486,0.22028065578421738,0.054662154710152844,0.016488705151342556,0.031267334483757986
2.7800000000000002,-54.626625295632316,0.22093440932435693,0.05481968405123671,0.016508871956313908,0.03135717922847007
2.79,-54.62538049294279,0.22158748118600344,0.05497718714274302,0.01652901792381062,0.03144700743072176
2.8000000000000003,-54.624136307726324,0.2222398721195179,0.05513466398904396,0.0165491430793699,0.03153681909446475
2.81,-54.62289273910808,0.22289158287430821,0.055292114594510965,0.01656924744849644,0.031626614223647535
