t,T_star,VI,VNI
1.06,190010.0036557555,8340.12667949272,22629271.667693775
1.07,189415.51508265795,8087.975119765257,22653677.651708513
1.08,188813.82581645533,7843.446994694773,22675111.733020443
1.09,188205.27661043554,7606.311821462892,22693637.5119987
1.1,187590.1973170832,7376.346083758099,22709317.916551083
1.11,186968.907216149,7153.333023961614,22722215.185052153
1.12,186341.7153382091,6937.062438186887,22732390.847717352
1.1300000000000001,185708.9207771651,6727.330478314141,22739905.710491247
1.1400000000000001,185070.81299477213,6523.939459067992,22744819.839687694
1.1500000000000001,184427.67211719597,6326.697670136992,22747192.547464848
1.16,183779.76921554413,6135.419198429162,22747082.383015532
1.17,183127.36658385064,5949.9237519392445,22744547.121529136
1.18,182470.71800700467,5770.036489976932,22739643.755477503
1.19,181810.06902223578,5595.587857471057,22732428.486167412
1.2,181145.6571723271,5426.413424506393,22722956.716709577
1.21,180477.71224705043,5262.353733310129,22711283.048538547
1.22,179806.45652136908,5103.254147283813,22697461.27653472
1.23,179132.1049851229,4948.964705423365,22681544.385925617
1.24,178454.86556761104,4799.339979966908,22663584.54917112
1.25,177774.93935374374,4654.238939375977,22643633.124606445
1.26,177092.5207917856,4513.524816635248,22621740.65688518
1.27,176407.79789735598,4377.064979920695,22597956.87686733
1.28,175720.9524503348,4244.730807755848,22572330.702733595
1.29,175032.16018812975,4116.397566470368,22544910.24043433
1.3,174341.59099012573,3991.9442932362444,22515742.78654791
1.31,173649.40905616654,3871.253682879319,22484874.831949916
1.32,172955.77308147878,3754.211976942103,22452352.06494931
1.33,172260.8364255809,3640.7088565518143,22418219.375386555
1.34,171564.7472778143,3530.6373374258965,22382520.85840959
1.35,170867.64881509828,3423.893669796536,22345299.82004099
1.36,170169.67935555597,3320.3772409475005,22306598.782855548
1.37,169470.9725082155,3219.9904802346623,22266459.49171086
1.3800000000000001,168771.6573178756,3122.638767165633,22224922.91999007
1.3900000000000001,168071.8584074055,3028.230341103373,22182029.275240436
1.4000000000000001,167371.6961123619,2936.6762158298097,22137818.0069056
1.41,166671.28661300527,2847.890095755373,22092327.813554935
1.42,165970.74206260592,2761.7882944761636,22045596.65022613
1.43,165270.17071173099,2678.289655874318,21997661.736086883
1.44,164569.6770301356,2597.3154767347582,21948559.56164326
1.45,163869.36182200373,2518.7894335686824,21898325.89762751
1.46,163169.32233937434,2442.6375105862544,21846995.803215872
1.47,162469.6523920373,2368.787929903006,21794603.6344558
1.48,161770.44245417428,2297.1710838060767,21741183.052821353
1.49,161071.77976873802,2227.7194684519945,21686767.03349297
1.5,160373.74844613674,2160.3676211671996,21631387.874831833
1.51,159676.4295616115,2095.052058576386,21575077.207227767
1.52,158979.90124936675,2031.71121678555,21517866.00216195
1.53,158284.23879411982,1970.2853931984635,21459784.581196517
1.54,157589.51472053074,1910.716689675115,21400862.62469793
1.55,156895.79887763003,1852.9489588544898,21341129.181758914
1.56,156203.1585224304,1796.9277509949266,21280612.67926232
1.57,155511.65840058462,1742.6002626835784,21219340.931179468
1.58,154821.3608249404,1689.9152868773758,21157341.147761554
1.59,154132.32575190288,1638.8231643314227,21094639.944669854
1.6,153444.61085399895,1589.2757374308328,21031263.352657963
1.61,152758.27159151633,1541.2263046088178,20967236.82675915
1.62,152073.3612815919,1494.6295763793325,20902585.255598832
1.6300000000000001,151389.931165704,1449.441632380089,20837332.970459726
1.6400000000000001,150708.03047491921,1405.6198798371765,20771503.754403505
1.6500000000000001,150027.70649212212,1363.123013938503,20705120.851804078
1.6600000000000001,149349.0046134353,1321.910978721058,20638206.977353085
1.67,148671.96840741797,1281.9449293638288,20570784.325170092
1.68,147996.6396730069,1243.1871952775186,20502874.577641137
1.69,147323.05849516322,1205.6012446463706,20434498.91441036
1.7,146651.26329841113,1169.1516503042108,20365678.021467384
1.71,145981.29089940473,1133.8040562264277,20296432.099898748
1.72,145313.17655765783,1099.5251451850197,20226780.874660347
1.73,144646.95402526992,1066.282607039485,20156743.603090577
1.74,143982.65559440566,1034.0451084497943,20086339.08359345
1.75,143320.31214331347,1002.7822635143698,20015585.664240446
1.76,142659.9531813173,972.4646050586086,19944501.251157735
1.77,142001.60689229006,943.0635568849727,19873103.316873763
1.78,141345.3001773352,914.5514065248163,19801408.90835985
1.79,140691.05869529498,886.9012793659806,19729434.655332167
1.8,140038.90690228218,860.087113399154,19657196.778348196
1.81,139388.86809019794,834.0836346065234,19584711.09672575
1.82,138740.96442399177,808.8663331470729,19511993.036400385
1.83,138095.2169782075,784.4114399947794,19439057.637563135
1.84,137451.64577160563,760.6959047942347,19365919.562429443
1.85,136810.26980111032,737.6973741447905,19292593.10279478
1.86,136171.10707476328,715.3941705136765,19219092.187475193
1.87,135534.1746436598,693.7652717941205,19145430.389644146
1.8800000000000001,134899.48863327102,672.7902912528201,19071620.933940668
1.8900000000000001,134267.0642730027,652.449458593649,18997676.70375278
1.9000000000000001,133636.91592533022,632.7236012906527,18923610.248226035
1.9100000000000001,133009.05711400174,613.5941265113182,18849433.78918058
1.92,132383.50055141188,595.0430035657732,18775159.227914803
1.93,131760.25816538377,577.0527467311247,18700798.15183098
1.94,131139.34112446106,559.6063990192849,18626361.841156214
1.95,130520.75986288892,542.6875161424739,18551861.275417298
1.96,129904.52410474315,526.2801510188834,18477307.139836885
1.97,129290.6428873944,510.36883869958507,18402709.831607226
1.98,128679.12458439275,494.93858166340516,18328079.466025442
1.99,128069.97692711417,479.9748358957307,18253425.88266228
2.0,127463.20702616373,465.4634971223068,18178758.651319418
2.0100000000000002,126858.82139201599,451.3908875265225,18104087.077912208
2.02,126256.82595513365,437.7437427978307,18029420.21021658
2.0300000000000002,125657.22608550118,424.50919955107105,17954766.84350577
2.04,125060.02661116085,411.67478337792835,17880135.52620666
2.05,124465.23183653757,399.2283970328807,17805534.56534647
2.06,123872.84556009421,387.1583090437365,17730972.03193293
2.07,123282.87109157472,375.45314258393614,17656455.766211133
2.08,122695.31126864484,364.1018647267629,17581993.382838856
2.09,122110.16847279866,353.09377616506083,17507592.276011147
2.1,121527.44464502216,342.4185010854702,17433259.62444
2.11,120947.14130089157,332.0659774014841,17359002.39625784
2.12,120369.25954535771,322.02644718574646,17284827.35379053
2.13,119793.80008691161,312.2904474950187,17210741.058280382
2.14,119220.7632512274,302.84880152650237,17136749.87453957
2.15,118650.14899454663,293.6926099389244,17062859.975472957
2.16,118081.95691658939,284.81324247372635,16989077.34652785
2.17,117516.18627321233,276.2023297375421,16915407.790027626
2.18,116952.83598846792,267.851755364088,16841856.9294617
2.19,116391.90466630629,259.75364840346947,16768430.21368735
2.2,115833.39060200239,251.9003758857909,16695132.921029978
2.21,115277.29179319426,244.2845356320781,16621970.16330857
2.22,114723.60595071185,236.89894919842212,16548946.889757723
2.23,114172.33050884405,229.73665517656298,16476067.890908562
2.24,113623.46263536434,222.79090264792092,16403337.802377472
2.25,113076.99924128466,216.05514481077577,16330761.108570732
2.2600000000000002,112532.93699028916,209.52303281055956,16258342.146315396
2.27,111991.2723079899,203.18840968404484,16186085.10839244
2.2800000000000002,111452.00139066714,197.0453046301285,16113994.047041122
2.29,110915.1202138523,191.08792738146843,16042072.877367333
2.3000000000000003,110380.62454064899,185.3106627423173,15970325.380678877
2.31,109848.5099297936,179.7080652924279,15898755.207752028
2.32,109318.7717435502,174.27485419632603,15827365.88201884
2.33,108791.40515515809,169.00590829676884,15756160.802710297
2.34,108266.40515617019,163.896261278037,15685143.247917855
2.35,107743.76656354713,158.94109698456774,15614316.377591083
2.36,107223.48402654183,154.1357448732897,15543683.236468587
2.37,106705.55203342857,149.47567556495355,15473246.756936291
2.38,106189.96491784503,144.95649664141453,15403009.76185039
2.39,105676.71686506011,140.57394849059688,15332974.967279516
2.4,105165.80191801893,136.32390029337407,15263144.985190775
2.41,104657.21398321967,132.20234611770664,15193522.326074587
2.42,104150.94683643592,128.20540111140636,15124109.401508482
2.43,103646.99412812282,124.32929789574348,15054908.526678473
2.44,103145.34938876182,120.57038299889052,14985921.922832858
2.45,102646.00603400714,116.9251134154689,14917151.719684323
2.46,102148.95736970034,113.3900532506511,14848599.957755953
2.47,101654.19659672753,109.961870464494,14780268.590674436
2.48,101161.71681562805,106.63733377444746,14712159.4874195
2.49,100671.51103114449,103.4133095957095,14644274.434515258
2.5,100183.57215660096,100.28675909127712,14576615.13817423
2.5100000000000002,99697.8930181791,97.25473528734909,14509183.226388976
2.52,99214.46635903159,94.31438029253022,14441980.25097858
2.5300000000000002,98733.2848432122,91.46292263378034,14375007.689593187
2.54,98254.3410595424,88.69767463352515,14308266.94766657
2.5500000000000003,97777.62752533234,86.01602987955033,14241759.360325705
2.56,97303.13669002209,83.4154607462795,14175486.19425509
2.57,96830.8609386594,80.89351602030982,14109448.649519406
2.58,96360.79259524986,78.44781860739903,14043647.861344451
2.59,95892.92392603643,76.07606328512611,13978084.901855445
2.6,95427.24714265838,73.77601453240092,13912760.78177523
2.61,94963.75440524745,71.5455043998666,13847676.45208065
2.62,94502.43782536473,69.38243048151388,13782832.805623172
2.63,94043.28946885103,67.2847539420575,13718230.678710928
2.64,93586.30135860472,65.25049759094365,13653870.85265224
2.65,93131.46547726038,63.27774401992611,13589754.055263197
2.66,92678.77376981422,61.36463377505608,13525880.96233899
2.67,92228.21814610258,59.509363622511785,13462252.199091129
2.68,91779.79048322223,57.71018485195569,13398868.34155005
2.69,91333.48262787904,55.965401626038094,13335729.917934129
2.7,90889.28639865555,54.273369381974405,13272837.409985997
2.71,90447.1935882324,52.632493263164115,13210191.254276987
2.72,90007.19596547663,51.041226635648016,13147791.843479792
2.73,89569.28527749213,49.49806962948901,13085639.52761067
2.74,89133.45325160149,48.00156772419019,13023734.615241567
2.75,88699.69159726214,46.55031037649299,12962077.374682888
2.7600000000000002,88267.99200794015,45.14292967571469,12900668.03513758
2.77,87838.34616286763,43.778099073539494,12839506.787826912
2.7800000000000002,87410.74572877468,42.45453213057572,12778593.787088858
2.79,86985.182361558,41.170981303842574,12717929.151449578
2.8000000000000003,86561.6477078965,39.92623676847295,12657512.964668931
2.81,86140.13340682605,38.71912526602744,12597345.276761085
2.82,85720.63109121619,37.54850901560716,12537426.104987571
2.83,85303.13238922828,36.413284637389104,12477755.434827615
2.84,84887.62892571642,35.312382113242435,12418333.220924076
2.85,84474.11232358613,34.244763774572114,12359159.388006175
2.86,84062.57420511285,33.20942331662043,12300233.831789589
2.87,83653.00619317971,32.205384864245445,12241556.419852627
2.88,83245.39991250078,31.231702047911988,12183126.992491763
2.89,82839.74699079308,30.287457112569978,12124945.36355538
2.9,82436.03905991613,29.371760047981514,12067011.321257338
2.91,82034.26775696973,28.483747746113558,12009324.628969982
2.92,81634.42472532982,27.62258319835276,11951885.025995383
2.93,81236.5016156694,26.78745470300516,11894692.228318853
2.94,80840.4900869356,25.977575101187036,11837745.929342875
2.95,80446.38180730162,25.192181029289635,11781045.800603373
2.96,80054.16845507559,24.430532199439718,11724591.492467016
2.97,79663.84171956492,23.691910708822522,11668382.634809643
2.98,79275.39330192367,22.97562036044831,11612418.837678859
2.99,78888.81491596313,22.280986007760006,11556699.691939142
3.0,78504.09828894335,21.607352912235857,11501224.76990155
3.0100000000000002,78121.23516232116,20.95408612893227,11445993.625935845
3.02,77740.21729246779,20.32056991212841,11391005.797066648
3.0300000000000002,77361.03645136797,19.706207133275885,11336260.803555083
3.04,76983.6844272889,19.110418718721444,11281758.149465064
3.0500000000000003,76608.15302543355,18.532643097995585,11227497.323216347
3.06,76234.43406855295,17.97233567877919,11173477.798120981
3.0700000000000003,75862.51939753762,17.428968335570598,11119699.032906279
3.08,75492.4008719906,16.902028910910065,11066160.472224846
3.09,75124.07037077534,16.391020732891665,11012861.547150949
3.1,74757.519792551,15.895462141547984,10959801.675665181
3.11,74392.74105626944,15.414886039973123,10906980.263124095
3.12,74029.72610165876,14.94883945458614,10854396.702718439
3.13,73668.46688968877,14.496883107665765,10802050.375919547
3.14,73308.95540301593,14.058591003230966,10749940.652913842
3.15,72951.18364641737,13.633550020799861,10698066.893027117
3.16,72595.14364719043,13.22135953127432,10646428.445134826
3.17,72240.82745554399,12.821631018930482,10595024.64806302
3.18,71888.2271449721,12.433987715052789,10543854.83097846
3.19,71537.33481261168,12.058064242404264,10492918.313768432
3.2,71188.14257958945,11.693506267008784,10442214.407411363
3.21,70840.6425913397,11.339970169187959,10391742.414334925
3.22,70494.82701791606,10.99712271876856,10341501.628766175
3.23,70150.68805428769,10.664640761048037,10291491.337072
3.24,69808.21792062224,10.342210911476688,10241710.818090541
3.25,69467.40886255889,10.02952925743671,10192159.343454352
3.2600000000000002,69128.2531514566,9.7263010762149,10142836.177902458
3.27,68790.74308463841,9.432240556089635,10093740.579585657
3.2800000000000002,68454.87098562131,9.147070527121477,10044871.800363008
3.29,68120.62920433632,8.870522198878406,9996229.086090695
3.3000000000000003,67788.01011733792,8.602334905289958,9947811.676903207
3.31,67457.00612799413,8.342255862558705,9899618.807484832
3.3200000000000003,67127.6096666728,8.090039929805476,9851649.707335316
3.33,66799.81319091581,7.845449378259034,9803903.601027712
3.34,66473.60918560518,7.60825366587057,9756379.708459588
3.35,66148.99016311883,7.378229219245175,9709077.245097099
3.36,65825.94866347131,7.155159225582708,9661995.422210945
3.37,65504.47725445104,6.938833427409621,9615133.447107002
3.38,65184.56853174693,6.729047924653723,9568490.523350084
3.39,64866.215119069166,6.525604980917625,9522065.850982094
3.4,64549.40966825908,6.328312837287918,9475858.626733344
3.41,64234.14485938854,6.136985533284717,9429868.044227228
3.42,63920.41340085538,5.951442730956414,9384093.294180032
3.43,63608.208029469875,5.77150954510408,9338533.564594693
3.44,63297.52151053706,5.597016376822419,9293188.04094982
3.45,62988.346637927934,5.427798754481048,9248055.9063822
3.46,62680.67623414396,5.263697179654503,9203136.341864025
3.47,62374.50315037694,5.104556976384734,9158428.526375528
3.48,62069.820266561954,4.950228145520574,9113931.637072412
3.49,61766.620491426685,4.8005652217656225,9069644.849449182
3.5,61464.8967625306,4.655427137788095,9025567.337496424
3.5100000000000002,61164.64204629954,4.514677091685003,8981698.273853827
3.52,60865.84933805601,4.378182417805211,8938036.829959003
3.5300000000000002,60568.51166204355,4.245814461751664,8894582.176191766
3.54,60272.6220714485,4.117448457695423,8851333.482014906
3.5500000000000003,59978.17364841206,3.992963412167211,8808289.916109327
3.56,59685.159504040006,3.8722419900883245,8765450.64650583
3.5700000000000003,59393.572778407775,3.7551704040637666,8722814.840712998
3.58,59103.40664056119,3.6416383070907594,8680381.665841218
3.59,58814.65428851462,3.531538687332714,8638150.288723536
3.6,58527.30894924086,3.4247677686669635,8596119.876031507
3.61,58241.36387865958,3.3212249127231974,8554289.594388284
3.62,57956.81236162147,3.220812523996536,8512658.610478174
3.63,57673.647711889156,3.1234359577300452,8471226.091152886
3.64,57391.86327211552,3.029003429739827,8429991.203534944
3.65,57111.45241381523,2.93742593121775,8388953.115116633
3.66,56832.40853733516,2.8486171445722186,8348110.993856705
3.67,56554.72507182145,2.762493362093403,8307464.008273879
3.68,56278.395475183475,2.6789734068402993,8267011.327537532
3.69,56003.41323405597,2.5979785554292816,8226752.121555803
3.7,55729.771863755064,2.5194324649740727,8186685.561059791
3.71,55457.464908234026,2.4432611008249427,8146810.817685898
3.72,55186.48594003565,2.3693926668418612,8107127.064055287
3.73,54916.82856024277,2.297757537428612,8067633.47385098
3.74,54648.48639842634,2.2282881914873434,8028329.221892501
3.75,54381.45311258918,2.160919149689784,7989213.484207272
3.7600000000000002,54115.72238910919,2.0955869124735003,7950285.438100337
3.77,53851.28794268001,2.0322299002582187,7911544.262221572
3.7800000000000002,53588.14351624998,1.9707883950362928,7872989.136630888
3.79,53326.282880959065,1.9112044839415576,7834619.242861131
3.8000000000000003,53065.69983607223,1.8534220053168697,7796433.763978276
3.81,52806.3882089126,1.797386495551668,7758431.884640162
3.8200000000000003,52548.34185479218,1.7430451378132175,7720612.791152965
3.83,52291.55465694183,1.6903467118414555,7682975.67152607
3.84,52036.02052643849,1.6392415457685021,7645519.715524633
3.85,51781.73340213063,1.589681469703929,7608244.11472011
3.86,51528.687250562885,1.5416197701787016,7571148.062539325
3.87,51276.87606589894,1.4950111461653952,7534230.754311636
3.88,51026.293869843896,1.4498116659456945,7497491.387314734
3.89,50776.93471156405,1.405978725955888,7460929.160818273
3.9,50528.79266760564,1.3634710108494246,7424543.276125914
3.91,50281.8618418127,1.3222484544589157,7388332.936615996
3.92,50036.13636524374,1.2822722020615451,7352297.347780597
3.93,49791.61039608787,1.2435045733424364,7316435.717263408
3.94,49548.278119578725,1.2059090272207742,7280747.2548956135
3.95,49306.13374790782,1.1694501274972395,7245231.172730533
3.96,49065.17152013714,1.1340935093992859,7209886.685077008
3.97,48825.38570211069,1.099805847197736,7174713.008531381
3.98,48586.770586365856,1.0665548224248143,7139709.362008494
3.99,48349.320492042694,1.0343090937900667,7104874.9667708315
4.0,48113.02976479307,1.0030382676429046,7070209.046456733
4.01,47877.89277668906,0.9727128693005981,7035710.827107424
4.0200000000000005,47643.90392613065,0.9433043152504786,7001379.537192882
4.03,47411.05763775337,0.9147848858967487,6967214.407636829
4.04,47179.34836233393,0.8871276998079715,6933214.671840046
4.05,46948.7705766962,0.860306688331223,6899379.565702989
4.0600000000000005,46719.31878361648,0.8342965710170022,6865708.327647323
4.07,46490.987511728315,0.8090728317512081,6832200.19863649
4.08,46263.77131542701,0.7846116954037398,6798854.422195437
4.09,46037.664774772995,0.7608901057631289,6765670.244428951
4.1,45812.662495395256,0.7378857037299039,6732646.914039393
4.11,45588.759108394246,0.715576806250743,6699783.682343463
4.12,45365.94927024469,0.6939423858186408,6667079.803288186
4.13,45144.227662697915,0.6729620504832297,6634534.533466089
4.14,44923.58899268347,0.6526160249232742,6602147.132129221
4.15,44704.02799221082,0.6328851317258902,6569916.861202656
4.16,44485.53941827077,0.6137507733266999,6537842.985297164
4.17,44268.11805273661,0.595194914397027,6505924.771721185
4.18,44051.758702265244,0.5772000647491528,6474161.490492117
4.19,43836.45619819753,0.5597492630805777,6442552.414346587
4.2,43622.20539645899,0.5428260609131642,6411096.818750321
4.21,43409.001177460064,0.5264145071081167,6379793.981907237
4.22,43196.83844599658,0.5104991327282704,6348643.184768027
4.23,42985.712131149885,0.49506493643573296,6317643.711038011
4.24,42775.617186186726,0.48009737051119644,6286794.847184253
4.25,42566.548588459176,0.46558232708565367,6256095.882442234
4.26,42358.501339304574,0.4515061248599247,6225546.108821919
4.2700000000000005,42151.47046394553,0.437855496094427,6195144.8211133685
4.28,41945.45101138976,0.42461757414118867,6164891.316891693
4.29,41740.43805432968,0.4117798814117209,6134784.896521388
4.3,41536.42668904229,0.399330317579052,6104824.863160326
4.3100000000000005,41333.41203528901,0.3872571481848258,6075010.522763181
4.32,41131.38923621577,0.37554899346301385,6045341.184084511
4.33,40930.35345825276,0.3641948176887924,6015816.158681191
4.34,40730.29989101431,0.353183918826374,5986434.760914412
4.3500000000000005,40531.22374719901,0.34250591841885314,5957196.307951331
4.36,40333.120262489894,0.33215075181262954,5928100.119766264
4.37,40135.98469545469,0.32210865856210846,5899145.519141564
4.38,39939.812327446125,0.31237017332492634,5870331.831667939
4.39,39744.598462502305,0.30292611695812766,5841658.385744427
4.4,39550.33842724732,0.29376758785388574,5813124.512578053
4.41,39357.027570792015,0.2848859535497734,5784729.546183105
4.42,39164.661264634924,0.27627284249605566,5756472.823380147
4.43,38973.23490256319,0.267920136267048,5728353.683794521
4.44,38782.74390055377,0.25981996190605944,5700371.469854599
4.45,38593.18369667484,0.25196468449963344,5672525.526789748
4.46,38404.549750987295,0.2443468999745295,5644815.202627968
4.47,38216.83754544666,0.23695942804354556,5617239.848193316
4.48,38030.04258380488,0.22979530552884386,5589798.817102874
4.49,37844.160391512574,0.2228477797911756,5562491.46576354
4.5,37659.18651562127,0.21611030236169743,5535317.15336854
4.51,37475.116524686164,0.2095765227506615,5508275.241893705
4.5200000000000005,37291.946008668936,0.20324028238825498,5481365.096093551
4.53,37109.67057884076,0.19709560895051814,5454586.083496918
4.54,36928.28586768551,0.19113671070348245,5427937.574402508
4.55,36747.78752880335,0.18535797105545487,5401418.941874188
4.5600000000000005,36568.17123681451,0.1797539432711961,5375029.561736063
4.57,36389.43268726374,0.1743193451109837,5348768.812567603
4.58,36211.56759652424,0.16904905406020784,5322636.075698083
4.59,36034.57170170224,0.16393810253891186,5296630.73520103
4.6000000000000005,35858.44076054189,0.15898167317401743,5270752.177888552
4.61,35683.17055133048,0.15417509426545203,5244999.793305456
4.62,35508.756872803824,0.14951383533239487,5219372.973723198
4.63,35335.195544052105,0.1449935028131727,5193871.114133677
4.64,35162.4824044257,0.14060983600871974,5168493.612242785
4.65,34990.61331344154,0.13635870301046357,5143239.868463894
4.66,34819.58415068982,0.13223609678425716,5118109.2859111875
4.67,34649.39081574073,0.1282381314228215,5093101.270392752
4.68,34480.02922805127,0.12436103875751492,5068215.2304031765
4.69,34311.49532687339,0.12060116442578239,5043450.577116992
4.7,34143.78507116164,0.11695496448634357,5018806.724381325
4.71,33976.894439481315,0.11341900207958512,4994283.088708495
4.72,33810.81942991691,0.10998994415797252,4969879.0892685745
4.73,33645.556059980314,0.10666455872915932,4945594.147881209
4.74,33481.10036652033,0.10343971156231474,4921427.689008256
4.75,33317.44840563224,0.1003123630313925,4897379.139746231
4.76,33154.596252567455,0.09727956536016667,4873447.929818218
4.7700000000000005,32992.54000164356,0.09433845981221332,4849633.491565885
4.78,32831.27576615458,0.09148627413700203,4825935.25994117
4.79,32670.799678281168,0.0887203201977003,4802352.672497709
4.8,32511.107889002546,0.0860379909226598,4778885.169383291
4.8100000000000005,32352.196568007555,0.08343675801887462,4755532.193331225
4.82,32194.061903606434,0.08091416957364697,4732293.189651923
