t,C1,C2,O2,O1
0.3,0.0322954539448271,0.009916987291875184,0.5613492274508624,0.39643833131243456
0.31,0.032295453903372455,0.009916987477228332,0.5613492260851843,0.3964383325342137
0.32,0.03229545387013789,0.00991698763404202,0.5613492253011972,0.3964383331946228
0.33,0.03229545388230548,0.009916987871038462,0.5613492251625596,0.39643833308409865
0.34,0.032295453900056684,0.00991698793936039,0.5613492253300625,0.3964383328305238
0.35000000000000003,0.03229545391938342,0.009916987943130059,0.56134922562933,0.3964383325081606
0.36,0.03229545393147214,0.009916987877028494,0.5613492259126465,0.396438332278857
0.37,0.032295453977284616,0.009916987772317436,0.5613492267748894,0.39643833147551305
0.38,0.03229545399304206,0.009916987715000644,0.5613492271063533,0.39643833118560867
0.39,0.03229545395138581,0.009916987780003139,0.5613492263814821,0.3964383318871337
0.4,0.032295453947321306,0.009916987757729128,0.5613492263507117,0.3964383319442426
0.41000000000000003,0.03229545394310313,0.009916987747254885,0.5613492262952909,0.39643833201435585
0.42,0.032295453928429634,0.009916987783844547,0.5613492260069263,0.39643833228080433
0.43,0.03229545391265868,0.009916987829731326,0.5613492256879123,0.39643833256970235
0.44,0.032295453905429664,0.00991698784586833,0.5613492255468091,0.3964383327018974
0.45,0.032295453902040756,0.00991698785841199,0.561349225473047,0.3964383327665044
0.46,0.032295453903348224,0.009916987858052203,0.5613492254945855,0.396438332744018
0.47000000000000003,0.032295453901917376,0.009916987870471952,0.5613492254526958,0.3964383327749185
0.48,0.03229545390205205,0.009916987874961201,0.5613492254481656,0.3964383327748247
0.49,0.032295453903752255,0.009916987871519954,0.5613492254809948,0.39643833274373663
0.5,0.032295453898686766,0.009916987900260346,0.561349225355505,0.3964383328455505
0.51,0.03229545389247501,0.009916987934126641,0.5613492252036819,0.396438332969718
0.52,0.03229545388691333,0.009916987964470058,0.5613492250677167,0.39643833308090043
0.53,0.032295453882001716,0.009916987991290599,0.5613492249476093,0.39643833317909793
0.54,0.032295453877740174,0.009916988014588263,0.5613492248433597,0.3964383332643105
0.55,0.03229545387412871,0.009916988034363049,0.5613492247549681,0.396438333336538
0.56,0.03229545387116731,0.009916988050614958,0.5613492246824341,0.3964383333957806
0.5700000000000001,0.032295453868855975,0.00991698806334399,0.5613492246257581,0.39643833344203816
0.58,0.032295453867194714,0.009916988072550145,0.5613492245849399,0.3964383334753108
0.59,0.03229545386618353,0.009916988078233423,0.5613492245599795,0.3964383334955984
0.6,0.03229545386582241,0.009916988080393823,0.561349224550877,0.3964383335029011
0.61,0.03229545386611136,0.009916988079031346,0.5613492245576324,0.3964383334972188
0.62,0.032295453867050385,0.009916988074145993,0.5613492245802455,0.39643833347855145
0.63,0.032295453868639475,0.009916988065737762,0.5613492246187165,0.3964383334468992
0.64,0.032295453870878635,0.009916988053806653,0.5613492246730453,0.396438333402262
0.65,0.03229545387376787,0.009916988038352668,0.5613492247432319,0.39643833334463974
0.66,0.03229545387730717,0.009916988019375806,0.5613492248292764,0.3964383332740325
0.67,0.03229545388149655,0.009916987996876066,0.5613492249311788,0.39643833319044036
0.68,0.03229545388633599,0.00991698797085345,0.5613492250489389,0.39643833309386317
0.6900000000000001,0.03229545389182551,0.009916987941307957,0.5613492251825569,0.39643833298430103
0.7000000000000001,0.03229545389796509,0.009916987908239586,0.5613492253320328,0.3964383328617539
0.71,0.032295453902508396,0.009916987883778773,0.5613492254426294,0.39643833277107465
0.72,0.03229545390254425,0.009916987883645879,0.5613492254434107,0.39643833277039003
0.73,0.03229545390259019,0.009916987883446058,0.5613492254444552,0.3964383327694989
0.74,0.032295453902646216,0.00991698788317931,0.561349225445763,0.3964383327684014
0.75,0.03229545390271233,0.009916987882845634,0.5613492254473342,0.39643833276709745
0.76,0.03229545390278853,0.00991698788244503,0.5613492254491687,0.396438332765587
0.77,0.03229545390287481,0.0099169878819775,0.5613492254512663,0.39643833276387014
0.78,0.03229545390297118,0.009916987881443042,0.5613492254536274,0.39643833276194684
0.79,0.032295453903077635,0.009916987880841655,0.5613492254562517,0.39643833275981705
0.8,0.032295453903194174,0.009916987880173343,0.5613492254591393,0.39643833275748086
0.81,0.032295453903320795,0.0099169878794381,0.5613492254622903,0.3964383327549382
0.8200000000000001,0.032295453903457505,0.009916987878635932,0.5613492254657044,0.3964383327521891
0.8300000000000001,0.0322954539036043,0.009916987877766835,0.561349225469382,0.39643833274923357
0.84,0.03229545390376118,0.009916987876830813,0.5613492254733228,0.3964383327460716
0.85,0.03229545390392814,0.009916987875827862,0.561349225477527,0.3964383327427031
0.86,0.032295453904105195,0.009916987874757982,0.5613492254819944,0.39643833273912826
0.87,0.03229545390429232,0.009916987873621176,0.5613492254867251,0.39643833273534695
0.88,0.03229545390448955,0.009916987872417442,0.5613492254917191,0.39643833273135914
0.89,0.032295453904696854,0.009916987871146782,0.5613492254969764,0.39643833272716494
0.9,0.03229545390491424,0.009916987869809192,0.561349225502497,0.3964383327227643
0.91,0.03229545390514171,0.009916987868404677,0.5613492255082809,0.3964383327181572
0.92,0.03229545390537928,0.009916987866933232,0.5613492255143281,0.3964383327133436
0.93,0.03229545390676884,0.009916987858831949,0.5613492255489554,0.39643833268542555
0.9400000000000001,0.032295453906709896,0.00991698785916801,0.5613492255474976,0.3964383326866063
0.9500000000000001,0.032295453906650944,0.009916987859504072,0.5613492255460397,0.396438332687787
0.96,0.032295453906592,0.009916987859840135,0.5613492255445819,0.3964383326889677
0.97,0.032295453906533045,0.009916987860176196,0.561349225543124,0.39643833269014844
0.98,0.0322954539064741,0.009916987860512259,0.5613492255416662,0.39643833269132916
0.99,0.032295453906415146,0.00991698786084832,0.5613492255402084,0.3964383326925099
1.0,0.0322954539063562,0.009916987861184383,0.5613492255387506,0.39643833269369066
1.01,0.032295453906297254,0.009916987861520446,0.5613492255372927,0.3964383326948714
1.02,0.0322954539062383,0.009916987861856507,0.5613492255358349,0.3964383326960521
1.03,0.032295453906179356,0.00991698786219257,0.561349225534377,0.39643833269723283
1.04,0.0322954539061204,0.009916987862528632,0.5613492255329192,0.39643833269841355
1.05,0.03229545390606146,0.009916987862864693,0.5613492255314614,0.3964383326995943
1.06,0.032295453906002504,0.009916987863200756,0.5613492255300035,0.396438332700775
1.07,0.03229545390594356,0.009916987863536819,0.5613492255285457,0.3964383327019557
1.08,0.032295453905884605,0.00991698786387288,0.5613492255270879,0.39643833270313644
1.09,0.03229545390582566,0.009916987864208943,0.56134922552563,0.39643833270431716
1.1,0.032295453905766706,0.009916987864545004,0.5613492255241722,0.3964383327054979
1.11,0.03229545390570776,0.009916987864881066,0.5613492255227144,0.3964383327066786
1.12,0.03229545390564881,0.00991698786521713,0.5613492255212565,0.39643833270785933
1.1300000000000001,0.03229545390558986,0.00991698786555319,0.5613492255197986,0.39643833270904005
1.1400000000000001,0.03229545390555054,0.009916987865777367,0.5613492255188262,0.3964383327098276
1.1500000000000001,0.032295453905550414,0.009916987865778116,0.561349225518823,0.3964383327098299
1.16,0.032295453905550296,0.009916987865778867,0.5613492255188199,0.3964383327098323
1.17,0.03229545390555017,0.009916987865779617,0.5613492255188168,0.39643833270983464
1.18,0.032295453905550046,0.009916987865780368,0.5613492255188137,0.396438332709837
1.19,0.03229545390554993,0.009916987865781119,0.5613492255188107,0.39643833270983936
1.2,0.032295453905549804,0.009916987865781868,0.5613492255188076,0.39643833270984175
1.21,0.032295453905549686,0.00991698786578262,0.5613492255188045,0.3964383327098441
1.22,0.03229545390554956,0.009916987865783369,0.5613492255188014,0.39643833270984646
1.23,0.03229545390554944,0.00991698786578412,0.5613492255187983,0.3964383327098488
1.24,0.03229545390554932,0.009916987865784871,0.5613492255187952,0.3964383327098512
1.25,0.03229545390554919,0.00991698786578562,0.5613492255187921,0.3964383327098535
1.26,0.032295453905549075,0.009916987865786372,0.561349225518789,0.3964383327098559
1.27,0.03229545390554895,0.009916987865787121,0.5613492255187859,0.39643833270985823
1.28,0.03229545390554883,0.009916987865787872,0.5613492255187827,0.3964383327098606
1.29,0.03229545390554871,0.009916987865788623,0.5613492255187796,0.39643833270986295
1.3,0.03229545390554859,0.009916987865789373,0.5613492255187765,0.39643833270986534
1.31,0.032295453905548464,0.009916987865790124,0.5613492255187734,0.3964383327098677
1.32,0.03229545390554834,0.009916987865790873,0.5613492255187703,0.39643833270987006
1.33,0.03229545390554822,0.009916987865791625,0.5613492255187672,0.39643833270987244
1.34,0.0322954539055481,0.009916987865792376,0.5613492255187642,0.3964383327098748
1.35,0.03229545390554798,0.009916987865793125,0.5613492255187611,0.39643833270987716
1.36,0.032295453905547854,0.009916987865793876,0.561349225518758,0.3964383327098795
1.37,0.03229545390554773,0.009916987865794626,0.5613492255187549,0.3964383327098819
1.3800000000000001,0.03229545390554761,0.009916987865795377,0.5613492255187518,0.3964383327098842
1.3900000000000001,0.032295453905547486,0.009916987865796128,0.5613492255187487,0.3964383327098866
1.4000000000000001,0.03229545390554737,0.009916987865796877,0.5613492255187456,0.39643833270988893
1.41,0.03229545390554724,0.009916987865797628,0.5613492255187424,0.3964383327098913
1.42,0.032295453905547125,0.009916987865798378,0.5613492255187393,0.39643833270989365
1.43,0.032295453905547,0.009916987865799129,0.5613492255187362,0.39643833270989604
1.44,0.032295453905546875,0.00991698786579988,0.5613492255187331,0.39643833270989837
1.45,0.03229545390554676,0.00991698786580063,0.56134922551873,0.39643833270990075
1.46,0.03229545390554663,0.00991698786580138,0.5613492255187269,0.3964383327099031
1.47,0.032295453905546515,0.00991698786580213,0.5613492255187238,0.39643833270990547
1.48,0.03229545390554639,0.009916987865802881,0.5613492255187208,0.3964383327099078
1.49,0.03229545390554627,0.009916987865803632,0.5613492255187177,0.3964383327099102
1.5,0.03229545390554615,0.009916987865804382,0.5613492255187146,0.3964383327099125
1.51,0.03229545390554602,0.009916987865805133,0.5613492255187115,0.3964383327099149
1.52,0.032295453905545904,0.009916987865805882,0.5613492255187084,0.39643833270991724
1.53,0.03229545390554578,0.009916987865806633,0.5613492255187053,0.3964383327099196
1.54,0.03229545390554566,0.009916987865807384,0.5613492255187021,0.39643833270992196
1.55,0.032295453905545536,0.009916987865808134,0.561349225518699,0.39643833270992435
1.56,0.03229545390554542,0.009916987865808885,0.5613492255186959,0.3964383327099267
1.57,0.03229545390554529,0.009916987865809634,0.5613492255186928,0.39643833270992906
1.58,0.03229545390554517,0.009916987865810386,0.5613492255186897,0.3964383327099314
1.59,0.03229545390554505,0.009916987865811137,0.5613492255186866,0.3964383327099338
1.6,0.032295453905544926,0.009916987865811886,0.5613492255186835,0.3964383327099361
1.61,0.03229545390554481,0.009916987865812637,0.5613492255186804,0.3964383327099385
1.62,0.03229545390554468,0.009916987865813387,0.5613492255186773,0.39643833270994083
1.6300000000000001,0.032295453905544565,0.009916987865814138,0.5613492255186743,0.3964383327099432
1.6400000000000001,0.03229545390554444,0.009916987865814889,0.5613492255186712,0.39643833270994555
1.6500000000000001,0.032295453905544315,0.009916987865815638,0.5613492255186681,0.39643833270994794
1.6600000000000001,0.0322954539055442,0.00991698786581639,0.561349225518665,0.39643833270995027
1.67,0.03229545390554407,0.00991698786581714,0.5613492255186618,0.39643833270995266
1.68,0.032295453905543954,0.00991698786581789,0.5613492255186587,0.396438332709955
1.69,0.03229545390554383,0.009916987865818641,0.5613492255186556,0.3964383327099574
1.7,0.03229545390554371,0.00991698786581939,0.5613492255186525,0.3964383327099597
1.71,0.032295453905543586,0.009916987865820142,0.5613492255186494,0.3964383327099621
1.72,0.03229545390554346,0.009916987865820893,0.5613492255186463,0.3964383327099644
1.73,0.03229545390554334,0.009916987865821642,0.5613492255186432,0.3964383327099668
1.74,0.03229545390554322,0.009916987865822393,0.5613492255186401,0.39643833270996914
1.75,0.0322954539055431,0.009916987865823143,0.561349225518637,0.39643833270997153
1.76,0.032295453905542976,0.009916987865823894,0.5613492255186339,0.39643833270997386
1.77,0.03229545390554285,0.009916987865824645,0.5613492255186309,0.39643833270997625
1.78,0.03229545390554273,0.009916987865825394,0.5613492255186278,0.3964383327099786
1.79,0.03229545390554261,0.009916987865826146,0.5613492255186247,0.39643833270998097
1.8,0.03229545390554249,0.009916987865826895,0.5613492255186215,0.3964383327099833
1.81,0.032295453905542365,0.009916987865827646,0.5613492255186184,0.3964383327099857
1.82,0.03229545390554225,0.009916987865828397,0.5613492255186153,0.396438332709988
1.83,0.03229545390554212,0.009916987865829147,0.5613492255186122,0.3964383327099904
1.84,0.032295453905542,0.009916987865829898,0.5613492255186091,0.39643833270999274
1.85,0.03229545390554188,0.009916987865830647,0.561349225518606,0.3964383327099951
1.86,0.032295453905541754,0.009916987865831398,0.5613492255186029,0.39643833270999745
1.87,0.032295453905541636,0.00991698786583215,0.5613492255185998,0.39643833270999984
1.8800000000000001,0.03229545390554151,0.009916987865832899,0.5613492255185967,0.3964383327100022
1.8900000000000001,0.032295453905541394,0.00991698786583365,0.5613492255185936,0.39643833271000456
1.9000000000000001,0.03229545390554127,0.0099169878658344,0.5613492255185905,0.3964383327100069
1.9100000000000001,0.032295453905541144,0.00991698786583515,0.5613492255185873,0.3964383327100093
1.92,0.032295453905541026,0.009916987865835902,0.5613492255185843,0.3964383327100116
1.93,0.0322954539055409,0.009916987865836651,0.5613492255185812,0.396438332710014
1.94,0.03229545390554078,0.009916987865837402,0.5613492255185781,0.39643833271001633
1.95,0.03229545390554066,0.009916987865838152,0.561349225518575,0.3964383327100187
1.96,0.03229545390554054,0.009916987865838903,0.5613492255185719,0.39643833271002105
1.97,0.032295453905540415,0.009916987865839654,0.5613492255185688,0.39643833271002343
1.98,0.03229545390554029,0.009916987865840403,0.5613492255185657,0.39643833271002576
1.99,0.03229545390554017,0.009916987865841154,0.5613492255185626,0.39643833271002815
2.0,0.03229545390554005,0.009916987865841904,0.5613492255185595,0.3964383327100305
2.0100000000000002,0.03229545390553993,0.009916987865842655,0.5613492255185564,0.39643833271003287
2.02,0.032295453905539805,0.009916987865843406,0.5613492255185533,0.3964383327100352
2.0300000000000002,0.03229545390553969,0.009916987865844155,0.5613492255185502,0.3964383327100376
2.04,0.03229545390553956,0.009916987865844907,0.561349225518547,0.3964383327100399
2.05,0.03229545390553944,0.009916987865845656,0.5613492255185439,0.3964383327100423
2.06,0.03229545390553932,0.009916987865846407,0.5613492255185409,0.39643833271004464
2.07,0.032295453905539194,0.009916987865847158,0.5613492255185378,0.396438332710047
2.08,0.032295453905539076,0.009916987865847908,0.5613492255185347,0.39643833271004936
2.09,0.03229545390553895,0.009916987865848659,0.5613492255185316,0.39643833271005174
2.1,0.03229545390553883,0.009916987865849408,0.5613492255185285,0.3964383327100541
2.11,0.03229545390553871,0.00991698786585016,0.5613492255185254,0.39643833271005646
2.12,0.03229545390553858,0.00991698786585091,0.5613492255185223,0.39643833271005885
2.13,0.032295453905538465,0.00991698786585166,0.5613492255185192,0.3964383327100612
2.14,0.03229545390553834,0.009916987865852411,0.5613492255185161,0.39643833271006357
2.15,0.03229545390553822,0.00991698786585316,0.561349225518513,0.3964383327100659
2.16,0.0322954539055381,0.009916987865853912,0.5613492255185099,0.3964383327100683
2.17,0.03229545390553797,0.009916987865854663,0.5613492255185067,0.3964383327100706
2.18,0.032295453905537855,0.009916987865855412,0.5613492255185036,0.396438332710073
2.19,0.03229545390553773,0.009916987865856163,0.5613492255185005,0.39643833271007534
2.2,0.03229545390553761,0.009916987865856913,0.5613492255184974,0.3964383327100777
2.21,0.03229545390553749,0.009916987865857664,0.5613492255184944,0.39643833271008005
2.22,0.03229545390553737,0.009916987865858415,0.5613492255184913,0.39643833271008244
2.23,0.032295453905537244,0.009916987865859164,0.5613492255184882,0.3964383327100848
2.24,0.03229545390553712,0.009916987865859915,0.5613492255184851,0.39643833271008716
2.25,0.032295453905537,0.009916987865860665,0.561349225518482,0.3964383327100895
2.2600000000000002,0.032295453905536876,0.009916987865861416,0.5613492255184789,0.3964383327100919
2.27,0.03229545390553676,0.009916987865862167,0.5613492255184758,0.3964383327100942
2.2800000000000002,0.032295453905536634,0.009916987865862916,0.5613492255184727,0.3964383327100966
2.29,0.032295453905536516,0.009916987865863668,0.5613492255184696,0.39643833271009893
2.3000000000000003,0.03229545390553639,0.009916987865864417,0.5613492255184664,0.3964383327101013
2.31,0.032295453905536266,0.009916987865865168,0.5613492255184633,0.39643833271010365
2.32,0.03229545390553615,0.00991698786586592,0.5613492255184602,0.39643833271010603
2.33,0.03229545390553602,0.009916987865866669,0.5613492255184571,0.39643833271010837
2.34,0.032295453905535905,0.00991698786586742,0.561349225518454,0.39643833271011075
2.35,0.03229545390553578,0.00991698786586817,0.561349225518451,0.3964383327101131
2.36,0.03229545390553566,0.00991698786586892,0.5613492255184479,0.39643833271011547
2.37,0.03229545390553554,0.009916987865869671,0.5613492255184448,0.3964383327101178
2.38,0.03229545390553541,0.009916987865870421,0.5613492255184417,0.3964383327101202
2.39,0.032295453905535294,0.009916987865871172,0.5613492255184386,0.3964383327101225
2.4,0.03229545390553517,0.009916987865871921,0.5613492255184355,0.3964383327101249
2.41,0.03229545390553505,0.009916987865872673,0.5613492255184324,0.39643833271012724
2.42,0.03229545390553493,0.009916987865873424,0.5613492255184293,0.3964383327101296
2.43,0.03229545390553481,0.009916987865874173,0.5613492255184261,0.39643833271013196
2.44,0.032295453905534684,0.009916987865874924,0.561349225518423,0.39643833271013434
2.45,0.03229545390553456,0.009916987865875674,0.5613492255184199,0.3964383327101367
2.46,0.03229545390553444,0.009916987865876425,0.5613492255184168,0.39643833271013906
2.47,0.032295453905534316,0.009916987865877176,0.5613492255184137,0.3964383327101414
2.48,0.0322954539055342,0.009916987865877925,0.5613492255184106,0.3964383327101438
2.49,0.03229545390553407,0.009916987865878676,0.5613492255184075,0.3964383327101461
2.5,0.032295453905533955,0.009916987865879428,0.5613492255184045,0.3964383327101485
2.5100000000000002,0.03229545390553383,0.009916987865880177,0.5613492255184014,0.39643833271015083
2.52,0.032295453905533705,0.009916987865880928,0.5613492255183983,0.3964383327101532
2.5300000000000002,0.03229545390553359,0.009916987865881677,0.5613492255183952,0.39643833271015555
2.54,0.03229545390553346,0.009916987865882429,0.5613492255183921,0.39643833271015794
2.5500000000000003,0.032295453905533344,0.00991698786588318,0.561349225518389,0.39643833271016027
2.56,0.03229545390553322,0.00991698786588393,0.5613492255183858,0.39643833271016266
2.57,0.032295453905533095,0.00991698786588468,0.5613492255183827,0.396438332710165
2.58,0.03229545390553298,0.00991698786588543,0.5613492255183796,0.3964383327101674
2.59,0.03229545390553285,0.00991698786588618,0.5613492255183765,0.3964383327101697
2.6,0.032295453905532734,0.009916987865886932,0.5613492255183734,0.3964383327101721
2.61,0.03229545390553261,0.009916987865887681,0.5613492255183703,0.3964383327101744
2.62,0.03229545390553249,0.009916987865888433,0.5613492255183672,0.3964383327101768
2.63,0.032295453905532366,0.009916987865889182,0.5613492255183641,0.39643833271017914
2.64,0.03229545390553224,0.009916987865889933,0.5613492255183611,0.39643833271018153
2.65,0.03229545390553212,0.009916987865890684,0.561349225518358,0.39643833271018386
2.66,0.032295453905532,0.009916987865891434,0.5613492255183549,0.39643833271018625
2.67,0.03229545390553188,0.009916987865892185,0.5613492255183518,0.3964383327101886
2.68,0.032295453905531755,0.009916987865892934,0.5613492255183486,0.39643833271019097
2.69,0.03229545390553164,0.009916987865893685,0.5613492255183455,0.3964383327101933
2.7,0.03229545390553151,0.009916987865894436,0.5613492255183424,0.3964383327101957
2.71,0.03229545390553139,0.009916987865895186,0.5613492255183393,0.396438332710198
2.72,0.03229545390553127,0.009916987865895937,0.5613492255183362,0.3964383327102004
2.73,0.032295453905531145,0.009916987865896686,0.5613492255183331,0.39643833271020273
2.74,0.03229545390553103,0.009916987865897437,0.56134922551833,0.3964383327102051
2.75,0.0322954539055309,0.009916987865898189,0.5613492255183269,0.39643833271020745
2.7600000000000002,0.032295453905530784,0.009916987865898938,0.5613492255183238,0.39643833271020984
2.77,0.03229545390553066,0.009916987865899689,0.5613492255183207,0.39643833271021217
2.7800000000000002,0.032295453905530534,0.009916987865900439,0.5613492255183176,0.39643833271021456
2.79,0.032295453905530416,0.00991698786590119,0.5613492255183146,0.3964383327102169
2.8000000000000003,0.03229545390553029,0.00991698786590194,0.5613492255183115,0.3964383327102193
2.81,0.03229545390553017,0.00991698786590269,0.5613492255183083,0.3964383327102216
2.82,0.03229545390553005,0.009916987865903441,0.5613492255183052,0.396438332710224
2.83,0.03229545390552993,0.00991698786590419,0.5613492255183021,0.3964383327102263
2.84,0.032295453905529806,0.009916987865904942,0.561349225518299,0.3964383327102287
2.85,0.03229545390552968,0.009916987865905693,0.5613492255182959,0.39643833271023105
2.86,0.03229545390552956,0.009916987865906442,0.5613492255182928,0.39643833271023343
2.87,0.03229545390552944,0.009916987865907194,0.5613492255182897,0.39643833271023576
2.88,0.03229545390552932,0.009916987865907943,0.5613492255182866,0.39643833271023815
2.89,0.032295453905529195,0.009916987865908694,0.5613492255182835,0.3964383327102405
2.9,0.03229545390552908,0.009916987865909445,0.5613492255182804,0.39643833271024287
2.91,0.03229545390552895,0.009916987865910195,0.5613492255182773,0.3964383327102452
2.92,0.03229545390552883,0.009916987865910946,0.5613492255182742,0.3964383327102476
2.93,0.03229545390552871,0.009916987865911695,0.5613492255182712,0.3964383327102499
2.94,0.032295453905528584,0.009916987865912446,0.561349225518268,0.3964383327102523
2.95,0.032295453905528466,0.009916987865913197,0.5613492255182649,0.3964383327102547
2.96,0.03229545390552834,0.009916987865913947,0.5613492255182618,0.396438332710257
2.97,0.03229545390552822,0.009916987865914698,0.5613492255182587,0.3964383327102594
2.98,0.0322954539055281,0.009916987865915447,0.5613492255182556,0.39643833271026174
2.99,0.032295453905527974,0.009916987865916198,0.5613492255182525,0.39643833271026413
3.0,0.032295453905527856,0.00991698786591695,0.5613492255182494,0.39643833271026646
3.0100000000000002,0.03229545390552773,0.009916987865917699,0.5613492255182463,0.39643833271026885
3.02,0.03229545390552761,0.00991698786591845,0.5613492255182432,0.3964383327102712
3.0300000000000002,0.03229545390552749,0.0099169878659192,0.5613492255182401,0.39643833271027357
3.04,0.03229545390552736,0.00991698786591995,0.561349225518237,0.3964383327102759
3.0500000000000003,0.032295453905527245,0.009916987865920702,0.5613492255182339,0.3964383327102783
3.06,0.03229545390552712,0.009916987865921451,0.5613492255182307,0.3964383327102806
3.0700000000000003,0.032295453905527,0.009916987865922202,0.5613492255182276,0.396438332710283
3.08,0.03229545390552688,0.009916987865922952,0.5613492255182246,0.39643833271028533
3.09,0.03229545390552676,0.009916987865923703,0.5613492255182215,0.3964383327102877
3.1,0.032295453905526635,0.009916987865924454,0.5613492255182184,0.39643833271029005
3.11,0.03229545390552651,0.009916987865925203,0.5613492255182153,0.39643833271029244
3.12,0.03229545390552639,0.009916987865925955,0.5613492255182122,0.39643833271029477
3.13,0.03229545390552627,0.009916987865926704,0.5613492255182091,0.39643833271029716
3.14,0.03229545390552615,0.009916987865927455,0.561349225518206,0.3964383327102995
3.15,0.032295453905526024,0.009916987865928206,0.5613492255182029,0.3964383327103019
3.16,0.032295453905525906,0.009916987865928956,0.5613492255181998,0.3964383327103042
3.17,0.03229545390552578,0.009916987865929707,0.5613492255181967,0.3964383327103066
3.18,0.032295453905525656,0.009916987865930456,0.5613492255181936,0.3964383327103089
3.19,0.03229545390552554,0.009916987865931207,0.5613492255181904,0.3964383327103113
3.2,0.03229545390552541,0.009916987865931958,0.5613492255181873,0.39643833271031365
3.21,0.032295453905525295,0.009916987865932708,0.5613492255181842,0.39643833271031603
3.22,0.03229545390552517,0.009916987865933459,0.5613492255181812,0.39643833271031836
3.23,0.03229545390552505,0.009916987865934208,0.5613492255181781,0.39643833271032075
3.24,0.03229545390552493,0.00991698786593496,0.561349225518175,0.3964383327103231
3.25,0.0322954539055248,0.00991698786593571,0.5613492255181719,0.39643833271032547
3.2600000000000002,0.032295453905524685,0.00991698786593646,0.5613492255181688,0.3964383327103278
3.27,0.03229545390552456,0.009916987865937211,0.5613492255181657,0.3964383327103302
3.2800000000000002,0.03229545390552444,0.00991698786593796,0.5613492255181626,0.3964383327103325
3.29,0.032295453905524366,0.009916987865938419,0.5613492255181608,0.39643833271033396
3.3000000000000003,0.03229545390552437,0.009916987865938422,0.5613492255181608,0.3964383327103341
3.31,0.03229545390552438,0.009916987865938426,0.5613492255181609,0.39643833271033413
3.3200000000000003,0.03229545390552438,0.009916987865938429,0.561349225518161,0.3964383327103342
3.33,0.032295453905524386,0.009916987865938432,0.5613492255181611,0.39643833271033424
3.34,0.03229545390552439,0.009916987865938436,0.5613492255181612,0.39643833271033435
3.35,0.0322954539055244,0.00991698786593844,0.5613492255181612,0.3964383327103344
3.36,0.0322954539055244,0.009916987865938443,0.5613492255181614,0.39643833271033446
3.37,0.03229545390552441,0.009916987865938446,0.5613492255181615,0.3964383327103346
3.38,0.032295453905524414,0.00991698786593845,0.5613492255181616,0.39643833271033463
3.39,0.03229545390552442,0.009916987865938452,0.5613492255181617,0.3964383327103347
3.4,0.03229545390552442,0.009916987865938455,0.5613492255181617,0.39643833271033474
3.41,0.03229545390552443,0.009916987865938458,0.5613492255181618,0.39643833271033485
3.42,0.032295453905524435,0.009916987865938462,0.5613492255181619,0.3964383327103349
3.43,0.03229545390552444,0.009916987865938465,0.561349225518162,0.39643833271033496
3.44,0.03229545390552445,0.009916987865938469,0.5613492255181621,0.3964383327103351
3.45,0.03229545390552445,0.009916987865938472,0.5613492255181621,0.39643833271033513
