t,Q_Pd,Q_Ma,Q_Mc,Q_Ps,Q_Pu,Q_Am,Q_Li,Q_Sd,Q_Fd,Q_Fu,Q_Ha,Q_Hc,Q_As,Q_Ac,Q_Pr,Q_Bu,Q_Vl
0.39,0.00032980534063561397,249.18468965072844,22.394719119497733,0.18387338300946873,0.6799956569413114,0.5346951181557742,0.6798719112485059,4.525931852683756e-05,0.47672111759956304,0.67905912187736,2.305456260601451e-05,0.4287617283065864,33.97077776478469,18.079598371387757,18.07858022632916,18.07791207133682,18.077403002303846
0.4,0.0002957337354449826,248.5428045725403,23.802969371037587,0.1436118879604076,0.6733201336177843,0.5391247815878588,0.6732129990638696,4.537643077933097e-05,0.4596997796708453,0.6723640617512915,2.2946491794819092e-05,0.4012127734729823,33.64542334382188,19.329363771264678,19.328323944213878,19.327641560388823,19.327121650326973
0.41000000000000003,0.0002726543927816673,247.91245049659585,25.235945562170745,0.10496420646593867,0.6667110328611375,0.5416331668711666,0.6666201115605868,4.5492066460315926e-05,0.4425250320257412,0.6657356185865367,2.283761534383293e-05,0.3727050575887561,33.3232143573756,20.642105451059383,20.641044154868297,20.640347681894642,20.639817037229903
0.42,0.00025696767107855376,247.29334810331122,26.644118344042223,0.06904756839590372,0.6601676937557879,0.54123691734099,0.6600925959584757,4.560621589039064e-05,0.4252511171621404,0.6591731295332554,2.2727216714191332e-05,0.3436338583532652,33.004119821904865,22.015135611225087,22.014053056963633,22.013342633356068,22.01280135962344
0.43,0.0002462687318240037,246.68468807139172,27.923945538517504,0.038032676249278585,0.653689461962372,0.5360829730416139,0.6536298057848647,4.571893446741704e-05,0.4079667096491726,0.6526759383370733,2.26137618295099e-05,0.314889620845393,32.68810848927372,23.44090846605589,23.43980486299815,23.4390806260929,23.438528827929645
0.44,0.00023897956712254137,246.08457119578839,28.87398054626294,0.015729903502781816,0.6472756896523115,0.5230831106490497,0.6472311005275045,4.58304104966465e-05,0.39082356678885416,0.6462433952734564,2.248369477385432e-05,0.28826891806310617,32.37514610764061,24.902693905096225,24.901569460715944,24.900831546667813,24.900269327810907
0.45,0.00023409841710256602,245.48919551333444,29.287085551352934,0.005071574103775311,0.6409257354430317,0.5003056134881722,0.6408958450238776,4.594108928112982e-05,0.37405768617613794,0.6398748570827387,2.2274369404623156e-05,0.26571412000270017,32.06518055439853,26.373397569752306,26.372252489726993,26.371501033511883,26.370928496800275
0.46,0.00023096023937334878,244.89350272923235,29.297493086461003,0.0021687255104394813,0.6346389643338194,0.47152462335080725,0.6346234087371099,4.605173261339962e-05,0.3578979614972788,0.6335696869057931,2.1927519864205966e-05,0.24626028177224787,31.758115809460488,27.830420863272398,27.829255351483592,27.828490486899014,27.827907734273612
0.47000000000000003,0.00022904983459107178,244.2951952102537,29.17447140036418,0.0016206111545307782,0.6284147476423241,0.4412729034652043,0.6284131659255611,4.6163051558647886e-05,0.34244019105214707,0.6273272542203479,2.165219160747646e-05,0.22769948267410703,31.453899082522696,29.26576498515658,29.264579243673833,29.263801103328046,29.263208235823885
0.48,0.00022797522689521214,243.69525229665524,29.018306532300787,0.0015283411221395909,0.6222524629416911,0.41109672403232245,0.6222644969457883,4.6275236346980994e-05,0.3276911757694433,0.6211469347779327,2.1484993530350506e-05,0.2092183383476064,31.152565630354978,30.677758144846525,30.676552373906443,30.675761089204915,30.67515820694054
0.49,0.00022746316756498908,243.0943312544874,28.847883117952012,0.0015134551517299896,0.6161514939983143,0.38131652616376094,0.6161767886778409,4.63882140366061e-05,0.3136344606686593,0.6150281105414527,2.1344720932348122e-05,0.19068971693486042,30.85412137149865,32.065901173593346,32.064675571584964,32.06387127272067,32.063258474890844
0.5,0.00022733032860899636,242.49249064461296,28.66473829045508,0.0015115988958394502,0.610111230710215,0.352005785587005,0.6101494342149452,4.6501936768871045e-05,0.3002496623239755,0.6089701696233852,2.1203904583521322e-05,0.17213625397484356,30.55854330300098,33.42980807082434,33.428562834281664,33.42774565023025,33.42712303510224
0.51,0.0002274552074126583,241.88961374850152,28.4669758661596,0.0015121719270183086,0.6041310690460314,0.32320125571486946,0.6041818326716951,4.661640611451306e-05,0.28751606424502146,0.6029725062245906,2.105623941449755e-05,0.15361463414034318,30.265800896130266,34.76901072013955,34.767746043739805,34.76691610225846,34.766283767171245
0.52,0.00022775783881796095,241.2855219316188,28.251474161028632,0.0015134967745989943,0.5982104109846136,0.2949411828693759,0.5982733890864377,4.673164972055181e-05,0.27541332555002396,0.5970345205737307,2.089867975895333e-05,0.1351990792309811,29.97586172461769,36.08289652542612,36.081612601992376,36.0807700296214,36.080128070986476
0.53,0.0002281861483976044,240.67998738006685,28.013969670696174,0.0015154105147076463,0.5923486644552212,0.26727462865431295,0.5924235143432468,4.684770976011384e-05,0.26392176104934895,0.5911556188672921,2.0728669204826707e-05,0.11698380738857622,29.688692312185278,37.3706549505675,37.36935197107432,37.368496893140986,37.36784540644617
0.54,0.00022870699358262822,240.07272439810316,27.748636037688257,0.0015180725895845432,0.5865452432783166,0.24026749293206442,0.5866316250945093,4.696464048936992e-05,0.25302260971426827,0.5853352132102049,2.054307819173724e-05,0.09909150588227629,29.404258045635686,38.63120560322774,38.62988375680957,38.6290162974335,38.62835537724618
0.55,0.00022930040060433943,239.4633725516584,27.447331683445597,0.0015217985986897657,0.5807995671069458,0.21401037859597768,0.5808971436794647,4.708250979534789e-05,0.2426983882577178,0.5795727215570529,2.0338027961847207e-05,0.08168743886370512,29.122522850140577,39.86309190180408,39.86175137576514,39.86087165786498,39.86020139783759
0.56,0.0002299560310918595,238.85147334264718,27.098396922460005,0.00152710995400716,0.5751110613687035,0.18863041001740222,0.5752194980362367,4.72014028251003e-05,0.23293339216731943,0.5738675676538687,2.0108778870491135e-05,0.06500180119630872,28.84344878517816,41.064319343975555,41.0629603238016,41.0620684691026,41.06138896197827
0.5700000000000001,0.00023067129355249915,238.23643982267805,26.684814037839136,0.0015348794620328315,0.5694791572082755,0.16430876514432344,0.569598121604903,4.7321427257998766e-05,0.22371442018725696,0.5682191809805077,1.9849912788118693e-05,0.04936368989824477,28.566995658947246,42.23210725604744,42.23072992541855,42.22982605446095,42.229137392079984
0.58,0.00023145074892663153,237.6175214326016,26.181780514225675,0.001546625823150427,0.5639032914305524,0.14130325074249275,0.5640324532193975,4.7442720016653325e-05,0.21503178872047923,0.5626269966935954,1.9556230198561802e-05,0.0352455507321909,28.293120905822068,43.36251848799609,43.36112302880045,43.3602072609486,43.359509534255395
0.59,0.00023230640833581858,236.99377696053642,25.55527521407923,0.0015650612559846612,0.5583829064443092,0.11996175503901234,0.5585219369883797,4.7565454304618125e-05,0.2068805210137758,0.5570904555700427,1.922515792498914e-05,0.023290167755946892,28.021780298615376,44.44997645339187,44.448563045740535,44.44763549919254,44.44692879824291
0.6,0.0002332575684846069,236.3640957975462,24.768267405103575,0.0015948121671058278,0.5529174502064481,0.1006693560695785,0.5530660221744956,4.76898426144625e-05,0.19926079016921255,0.5516090039511241,1.8860661406773425e-05,0.014207456188789411,27.752930366650677,45.48692089071978,45.48548971296225,45.48455050476018,45.483834918729116
0.61,0.00023432644999738894,235.72733495779985,23.805994747609176,0.001641806747808968,0.5475063761667907,0.08363535944950304,0.5476641631019168,4.7816125725873916e-05,0.19217496763699252,0.5461820936871101,1.8472766404647772e-05,0.008354975285380003,27.486532146016774,46.46441072531145,46.462961954051785,46.46201120009224,46.461286817282065
0.62,0.00023552636316669144,235.08254313709128,22.70637823309146,0.0017073589984755563,0.5421491432134231,0.06865091180789051,0.5423158191355885,4.794454058814369e-05,0.1856190646965122,0.5408091820824512,1.805955683142303e-05,0.005237475224910392,27.222550468424494,47.374427251763144,47.37296106187625,47.371998876921126,47.371265784769534
0.63,0.0002368509119491914,234.42900494812235,21.54275157664686,0.001781462764218541,0.5368452156185861,0.05526613731799667,0.5370204547189996,4.807529092002575e-05,0.17957449189637856,0.5354897318415095,1.758475156449513e-05,0.0037774082410003524,26.960941039079263,48.212342106448716,48.210858671096084,48.20988516878267,48.20914345387076
0.64,0.0002382774452345852,233.76603940393204,20.375123431802567,0.0018513806268441897,0.5315940629850963,0.04322184035297865,0.531777539375676,4.8208556803754955e-05,0.17400924335900783,0.5302232110148245,1.69931508369016e-05,0.003083265797113263,26.70163498296072,48.97710643572688,48.97560592637141,48.97462121922249,48.973870967281954
0.65,0.0002397788265419633,233.0929048164497,19.2344612958535,0.0019129426821662334,0.5263951601933221,0.03259099280121273,0.5265865476463031,4.834452117788029e-05,0.16888517858459495,0.5250090929459325,1.6244923358498083e-05,0.002693972481874428,26.444538747456978,49.66986328190029,49.66834586832086,49.667350067754114,49.66659136367462
0.66,0.00024133131270562082,232.4089566848069,18.133140048596662,0.0019681892172390136,0.5212479873486479,0.023684016299165726,0.521446959037989,4.848336873283934e-05,0.1641637079864253,0.5198468562186771,1.534273338086519e-05,0.002421117871173517,26.189549468402777,50.29274711161528,50.29121296192121,50.29020617825856,50.28943910609503
0.67,0.00024291671410802014,231.71407030544125,17.07539355717588,0.002019842712298144,0.5161520297294998,0.016864498847640377,0.5163582580791394,4.862523867249249e-05,0.15980832012826357,0.5147359846050842,1.4370549214947661e-05,0.0021965517197148937,25.9365865185937,50.84827574081524,50.84672502146083,50.84570736393811,50.844932006917986
0.68,0.0002445216739047245,231.0092337656671,16.06255705816923,0.002069094084383999,0.5111067777358694,0.01226187571707225,0.5113199345693584,4.877012748052147e-05,0.1557853272739595,0.5096759670137329,1.3501745901990482e-05,0.0020007555158410755,25.685638417119087,51.3391014440702,51.337534319869434,51.33650589664605,51.33572233717659
0.6900000000000001,0.00024613613037591665,230.2966536069834,15.095237366276116,0.0021156318698859738,0.506111726838353,0.009542842110805734,0.5063314839821388,4.891780224473066e-05,0.15206389164008735,0.5046662974386478,1.2886074868442034e-05,0.0018322823322075616,25.4367833241821,51.76793540550517,51.76635203964664,51.76531295781527,51.76452127749096
0.7000000000000001,0.00024775205561198383,229.5788684163127,14.173870234321749,0.0021587180303057943,0.5011663775276983,0.008062911221080786,0.5013924077151617,4.906784822769159e-05,0.1486158290185253,0.49970647490869663,1.252768438434621e-05,0.0016909526159630468,25.190138771648257,52.137548790250946,52.13594934431258,52.134899709908986,52.13409998951912
0.71,0.00024936289253282444,228.8577809732478,13.298498495363098,0.002198128855891271,0.49627023526485053,0.00723959073905057,0.4965022129573168,4.9219837520416433e-05,0.1454154085131619,0.4947960034374905,1.2334867467750327e-05,0.0015721492045438186,24.945792756849617,52.45077265540808,52.44915728937229,52.44809720738511,52.44728952692111
0.72,0.00025096343360661317,228.1344906979986,12.468577276903735,0.002234206925876552,0.4914228104314886,0.00671999688670352,0.49166041234389873,4.937345300305491e-05,0.14243919743727848,0.4899343919737756,1.2222987975307853e-05,0.0014695623591574807,24.703783966966924,52.71046566957772,52.70883454184628,52.70776411622685,52.70694855488978
0.73,0.000252549738228586,227.40958629416963,11.683056550983348,0.0022674793915517352,0.48662361828113443,0.006334527682153812,0.4868665236583443,4.952850156471858e-05,0.13966591730057729,0.485121154352399,1.2144857074832676e-05,0.00137814516501585,24.464116977646846,52.91947186008696,52.91782512749575,52.916744461167866,52.91592109737606
0.74,0.00025411896090288575,226.68341655794268,10.940563915185395,0.0022983961177991015,0.4818721788905369,0.006011437431688286,0.4821200696470219,4.968487424842879e-05,0.1370762867505499,0.48035580924555094,1.2079542598570354e-05,0.0012946859355418504,24.226779669169996,53.080588354178445,53.078926172012615,53.0778353668823,53.07700427827851
0.75,0.0002556691367117754,225.95623149631214,10.239549830711164,0.0023272673344169985,0.4771680171118081,0.005722509583010032,0.47742057791196285,4.9842507106941916e-05,0.1346528564975701,0.4756378801147601,1.2019089098593268e-05,0.001217300964506788,23.99175312474812,53.19654557255581,53.194868094564434,53.193767251529714,53.19292851498872
0.76,0.00025719897821745565,225.22824214926877,9.578376781484465,0.00235429170190813,0.47251066252484936,0.005456874624409196,0.4727675808388443,5.000135705785908e-05,0.1323798453657124,0.4709668951631811,1.1960492399579504e-05,0.0011448740330249755,23.75901609584015,53.26999536764795,53.268302746058815,53.26719196501938,53.266345656655325
0.77,0.00025870770878844975,224.49964143865938,8.95536917577657,0.0023796002568847023,0.46789964939031903,0.005210121396304698,0.4681606155396124,5.016139008503265e-05,0.1302429853422515,0.4663423872884246,1.1903137035463305e-05,0.0010766945536148861,23.52854671923126,53.30350380163718,53.3017961871715,53.30067556703833,53.299821762212076
0.78,0.0002601949345638082,223.77061192732637,8.368841800400938,0.0024032889723214802,0.4633345166030636,0.0049801510690957096,0.46359922380066776,5.0322576085992234e-05,0.12822937856588512,0.4617638940358516,1.1846812635951753e-05,0.0010122652241959735,23.300323135370473,53.29954652238013,53.29782406426717,53.29669370297216,53.29583247629858
0.79,0.00026166054904419323,223.04132800609187,7.817117706859499,0.0024254378929055467,0.4588148076459988,0.004765631004150206,0.45908295203285765,5.048488691146039e-05,0.12632736684885604,0.4572309575523205,1.1791548192862448e-05,0.0009512045187418752,23.07432368397969,53.26050573345793,53.25876857944949,53.257628573954946,53.25675999931016
0.8,0.0002631046627584366,222.3119556636979,7.298540231145042,0.0024461207762310868,0.454340070544462,0.004565505043781217,0.4546113512226087,5.064829561529828e-05,0.1245264134678772,0.45274312454040483,1.1737407949214463e-05,0.0008932017747201716,22.85052694624374,53.1886683321432,53.186916628528046,53.18576707483616,53.18489122536482
0.81,0.00026452755176092164,221.58265290400485,6.8114819774556405,0.0024654091715249045,0.4499098578210198,0.004378823654175444,0.4501839768833216,5.081277637292755e-05,0.12281699648440236,0.4482999462130692,1.1684467561003348e-05,0.0008379939120413716,22.62891175171238,53.086224926486764,53.08445881810494,53.08329981126718,53.08241675938956
0.8200000000000001,0.00026592961835448484,220.85356995540542,6.354351821967882,0.0024833740943553512,0.4455237264507093,0.00420469689394243,0.4458003890074357,5.097830435311093e-05,0.12119051196716855,0.44390097824877955,1.163278027179083e-05,0.0007853529664354469,22.409457171315534,52.95526956317268,52.953489193429746,52.95232082755617,52.95143064497526
0.8300000000000001,0.000267311361694889,220.1248490352104,5.925600352282095,0.0025000861616352125,0.44118123781672935,0.004042288018703243,0.44146015201902405,5.1144855728337545e-05,0.11963918672906522,0.4395457807470647,1.1582388771731754e-05,0.0007350796363518356,22.192142504802877,52.79780010757294,52.79600561845403,52.79482798672259,52.79393074443117
0.84,0.0002686733558072684,219.39662452276607,5.523724083265725,0.0025156152144712135,0.4368819576666006,0.0038908091432645862,0.4371628347267916,5.131240774957301e-05,0.1181560001259344,0.4352339181845479,1.1533321983733444e-05,0.0006869988344943219,21.97694727208936,52.61571920058949,52.613910732673325,52.61272392733896,52.611819695626636
0.85,0.0002700162314793284,218.66902321337722,5.147268819976633,0.002530030000379145,0.43262545606872765,0.003749518132951262,0.43290801027759274,5.1480938724543195e-05,0.11673461270293073,0.43096495937138196,1.1485597898031882e-05,0.000640955812211704,21.763851205549805,52.41083563043582,52.40901332290855,52.40781743531235,52.406906283772436
0.86,0.0002713406619996336,217.9421644675221,4.794832101061138,0.0025433977485363546,0.42841130736940497,0.0036177190015278127,0.4286952561105411,5.165042800051296e-05,0.11536930189778616,0.4267384774081295,1.143922559280333e-05,0.0005968135927672186,21.55283424217608,52.18486612229291,52.18303011296188,52.181825233540124,52.1809072310765
0.87,0.0002726473517734265,217.2161604141021,4.465064905022755,0.0025557837419416056,0.4242390901502487,0.003494760769507194,0.4245241539116193,5.182085598418768e-05,0.11405490388438652,0.42255404964306986,1.139420595008042e-05,0.0005544508683896402,21.343876517011587,51.93943746597249,51.9375878912799,51.93637410957293,51.93544932440693
