t,V,C_1,C_2,C_3,C_4,C_5,C_6_temp
0.62,-0.14993799999999996,3.9254244698413175e-09,1.0159634512690905e-07,1.5150347260848774e-08,8.911969675770748e-10,1.4854460612742922e-08,3.07076757493672e-09
0.63,-0.14993699999999996,3.925465226362701e-09,1.0159628001840453e-07,1.5150337549243915e-08,8.911963962945663e-10,1.4854451579351575e-08,3.0708112431976063e-09
0.64,-0.14993599999999996,3.925505982884084e-09,1.015962149099e-07,1.515032783763906e-08,8.911958250120576e-10,1.4854442545960227e-08,3.070854911458492e-09
0.65,-0.14993499999999996,3.925546739405467e-09,1.0159614980139548e-07,1.5150318126034203e-08,8.911952537295491e-10,1.485443351256888e-08,3.0708985797193782e-09
0.66,-0.14993399999999996,3.92558749592685e-09,1.0159608469289094e-07,1.5150308414429344e-08,8.911946824470404e-10,1.4854424479177531e-08,3.0709422479802645e-09
0.67,-0.14993299999999996,3.9256282524482334e-09,1.0159601958438642e-07,1.515029870282449e-08,8.911941111645318e-10,1.4854415445786184e-08,3.0709859162411507e-09
0.68,-0.14993199999999998,3.925669008969616e-09,1.0159595447588189e-07,1.515028899121963e-08,8.911935398820232e-10,1.4854406412394836e-08,3.0710295845020364e-09
0.6900000000000001,-0.14993099999999998,3.925709765490999e-09,1.0159588936737737e-07,1.5150279279614774e-08,8.911929685995146e-10,1.4854397379003489e-08,3.0710732527629227e-09
0.7000000000000001,-0.14992999999999998,3.925750522012383e-09,1.0159582425887285e-07,1.5150269568009915e-08,8.91192397317006e-10,1.485438834561214e-08,3.071116921023809e-09
0.71,-0.14992899999999998,3.925791278533765e-09,1.0159575915036831e-07,1.515025985640506e-08,8.911918260344974e-10,1.4854379312220793e-08,3.0711605892846946e-09
0.72,-0.14992799999999998,3.9258320350551485e-09,1.0159569404186379e-07,1.5150250144800203e-08,8.911912547519888e-10,1.4854370278829445e-08,3.071204257545581e-09
0.73,-0.14992699999999998,3.925872791576532e-09,1.0159562893335926e-07,1.5150240433195344e-08,8.911906834694802e-10,1.4854361245438098e-08,3.071247925806467e-09
0.74,-0.14992599999999998,3.925913548097914e-09,1.0159556382485473e-07,1.515023072159049e-08,8.911901121869715e-10,1.4854352212046749e-08,3.071291594067353e-09
0.75,-0.14992499999999997,3.925954304619298e-09,1.015954987163502e-07,1.515022100998563e-08,8.91189540904463e-10,1.4854343178655402e-08,3.071335262328239e-09
0.76,-0.14992399999999997,3.925995061140681e-09,1.0159543360784568e-07,1.5150211298380774e-08,8.911889696219543e-10,1.4854334145264054e-08,3.0713789305891253e-09
0.77,-0.14992299999999997,3.9260358176620636e-09,1.0159536849934114e-07,1.5150201586775918e-08,8.911883983394458e-10,1.4854325111872707e-08,3.071422598850011e-09
0.78,-0.14992199999999997,3.926076574183447e-09,1.0159530339083662e-07,1.515019187517106e-08,8.911878270569371e-10,1.4854316078481358e-08,3.0714662671108973e-09
0.79,-0.14992099999999997,3.92611733070483e-09,1.0159523828233209e-07,1.5150182163566203e-08,8.911872557744285e-10,1.4854307045090011e-08,3.0715099353717835e-09
0.8,-0.14991999999999997,3.926158087226213e-09,1.0159517317382757e-07,1.5150172451961344e-08,8.911866844919199e-10,1.4854298011698662e-08,3.0715536036326692e-09
0.81,-0.14991899999999997,3.926198843747596e-09,1.0159510806532305e-07,1.5150162740356488e-08,8.911861132094113e-10,1.4854288978307315e-08,3.0715972718935555e-09
0.8200000000000001,-0.14991799999999997,3.9262396002689794e-09,1.0159504295681851e-07,1.5150153028751633e-08,8.911855419269027e-10,1.4854279944915967e-08,3.0716409401544417e-09
0.8300000000000001,-0.14991699999999997,3.926280356790362e-09,1.0159497784831399e-07,1.5150143317146774e-08,8.911849706443941e-10,1.485427091152462e-08,3.0716846084153274e-09
0.84,-0.14991599999999997,3.926321113311745e-09,1.0159491273980946e-07,1.5150133605541918e-08,8.911843993618856e-10,1.4854261878133273e-08,3.0717282766762136e-09
0.85,-0.14991499999999996,3.926361869833129e-09,1.0159484763130494e-07,1.515012389393706e-08,8.911838280793769e-10,1.4854252844741924e-08,3.0717719449371e-09
0.86,-0.14991399999999996,3.926402626354512e-09,1.015947825228004e-07,1.5150114182332203e-08,8.911832567968683e-10,1.4854243811350577e-08,3.071815613197986e-09
0.87,-0.14991299999999996,3.9264433828758945e-09,1.0159471741429588e-07,1.5150104470727344e-08,8.911826855143597e-10,1.4854234777959229e-08,3.071859281458872e-09
0.88,-0.14991199999999996,3.926484139397278e-09,1.0159465230579135e-07,1.5150094759122488e-08,8.911821142318511e-10,1.4854225744567882e-08,3.071902949719758e-09
0.89,-0.14991099999999996,3.926524895918661e-09,1.0159458719728683e-07,1.5150085047517632e-08,8.911815429493425e-10,1.4854216711176533e-08,3.0719466179806443e-09
0.9,-0.14990999999999996,3.926565652440044e-09,1.0159452208878229e-07,1.5150075335912773e-08,8.911809716668339e-10,1.4854207677785186e-08,3.07199028624153e-09
0.91,-0.14990899999999996,3.926606408961427e-09,1.0159445698027777e-07,1.5150065624307918e-08,8.911804003843252e-10,1.4854198644393838e-08,3.0720339545024163e-09
0.92,-0.14990799999999996,3.92664716548281e-09,1.0159439187177325e-07,1.515005591270306e-08,8.911798291018167e-10,1.4854189611002491e-08,3.0720776227633025e-09
0.93,-0.14990699999999996,3.926687922004193e-09,1.0159432676326872e-07,1.5150046201098203e-08,8.91179257819308e-10,1.4854180577611142e-08,3.0721212910241882e-09
0.9400000000000001,-0.14990599999999996,3.926728678525576e-09,1.015942616547642e-07,1.5150036489493347e-08,8.911786865367995e-10,1.4854171544219795e-08,3.0721649592850745e-09
0.9500000000000001,-0.14990499999999995,3.92676943504696e-09,1.0159419654625966e-07,1.5150026777888488e-08,8.911781152542908e-10,1.4854162510828447e-08,3.0722086275459607e-09
0.96,-0.14990399999999998,3.926810191568342e-09,1.0159413143775514e-07,1.5150017066283632e-08,8.911775439717823e-10,1.48541534774371e-08,3.0722522958068464e-09
0.97,-0.14990299999999998,3.9268509480897255e-09,1.015940663292506e-07,1.5150007354678773e-08,8.911769726892736e-10,1.4854144444045751e-08,3.0722959640677327e-09
0.98,-0.14990199999999998,3.926891704611109e-09,1.0159400122074608e-07,1.5149997643073918e-08,8.91176401406765e-10,1.4854135410654404e-08,3.072339632328619e-09
0.99,-0.14990099999999998,3.926932461132491e-09,1.0159393611224155e-07,1.5149987931469062e-08,8.911758301242564e-10,1.4854126377263056e-08,3.0723833005895046e-09
1.0,-0.14989999999999998,3.926973217653875e-09,1.0159387100373703e-07,1.5149978219864203e-08,8.911752588417478e-10,1.4854117343871709e-08,3.072426968850391e-09
1.01,-0.14989899999999998,3.927013974175258e-09,1.015938058952325e-07,1.5149968508259347e-08,8.911746875592392e-10,1.485410831048036e-08,3.072470637111277e-09
1.02,-0.14989799999999998,3.9270547306966405e-09,1.0159374078672797e-07,1.5149958796654488e-08,8.911741162767306e-10,1.4854099277089013e-08,3.072514305372163e-09
1.03,-0.14989699999999997,3.927095487218024e-09,1.0159367567822345e-07,1.5149949085049632e-08,8.911735449942219e-10,1.4854090243697665e-08,3.072557973633049e-09
1.04,-0.14989599999999997,3.927136243739407e-09,1.0159361056971892e-07,1.5149939373444773e-08,8.911729737117134e-10,1.4854081210306318e-08,3.0726016418939353e-09
1.05,-0.14989499999999997,3.92717700026079e-09,1.015935454612144e-07,1.5149929661839917e-08,8.911724024292047e-10,1.4854072176914969e-08,3.0726453101548215e-09
1.06,-0.14989399999999997,3.927217756782173e-09,1.0159348035270986e-07,1.5149919950235062e-08,8.911718311466962e-10,1.4854063143523622e-08,3.0726889784157072e-09
1.07,-0.14989299999999997,3.9272585133035564e-09,1.0159341524420534e-07,1.5149910238630203e-08,8.911712598641876e-10,1.4854054110132274e-08,3.0727326466765935e-09
1.08,-0.14989199999999997,3.927299269824939e-09,1.0159335013570081e-07,1.5149900527025347e-08,8.91170688581679e-10,1.4854045076740927e-08,3.0727763149374797e-09
1.09,-0.14989099999999997,3.927340026346322e-09,1.0159328502719629e-07,1.5149890815420488e-08,8.911701172991704e-10,1.4854036043349578e-08,3.0728199831983654e-09
1.1,-0.14988999999999997,3.927380782867706e-09,1.0159321991869175e-07,1.5149881103815632e-08,8.911695460166617e-10,1.4854027009958231e-08,3.0728636514592517e-09
1.11,-0.14988899999999997,3.927421539389088e-09,1.0159315481018723e-07,1.5149871392210776e-08,8.911689747341532e-10,1.4854017976566882e-08,3.072907319720138e-09
1.12,-0.14988799999999997,3.9274622959104715e-09,1.015930897016827e-07,1.5149861680605917e-08,8.911684034516445e-10,1.4854008943175536e-08,3.0729509879810236e-09
1.1300000000000001,-0.14988699999999996,3.927503052431855e-09,1.0159302459317818e-07,1.514985196900106e-08,8.91167832169136e-10,1.4853999909784187e-08,3.07299465624191e-09
1.1400000000000001,-0.14988599999999996,3.927543808953237e-09,1.0159295948467365e-07,1.5149842257396203e-08,8.911672608866273e-10,1.485399087639284e-08,3.073038324502796e-09
1.1500000000000001,-0.14988499999999996,3.927584565474621e-09,1.0159289437616912e-07,1.5149832545791347e-08,8.911666896041188e-10,1.4853981843001493e-08,3.073081992763682e-09
1.16,-0.14988399999999996,3.927625321996004e-09,1.015928292676646e-07,1.514982283418649e-08,8.911661183216101e-10,1.4853972809610144e-08,3.073125661024568e-09
1.17,-0.14988299999999996,3.927666078517387e-09,1.0159276415916006e-07,1.5149813122581632e-08,8.911655470391015e-10,1.4853963776218798e-08,3.0731693292854543e-09
1.18,-0.14988199999999996,3.92770683503877e-09,1.0159269905065554e-07,1.5149803410976776e-08,8.911649757565929e-10,1.4853954742827449e-08,3.07321299754634e-09
1.19,-0.14988099999999996,3.927747591560153e-09,1.0159263394215101e-07,1.5149793699371917e-08,8.911644044740843e-10,1.4853945709436102e-08,3.0732566658072263e-09
1.2,-0.14987999999999996,3.9277883480815366e-09,1.0159256883364649e-07,1.514978398776706e-08,8.911638331915757e-10,1.4853936676044753e-08,3.0733003340681125e-09
1.21,-0.14987899999999996,3.927829104602919e-09,1.0159250372514195e-07,1.5149774276162206e-08,8.911632619090671e-10,1.4853927642653406e-08,3.0733440023289982e-09
1.22,-0.14987799999999996,3.9278698611243024e-09,1.0159243861663743e-07,1.5149764564557347e-08,8.911626906265584e-10,1.4853918609262058e-08,3.0733876705898845e-09
1.23,-0.14987699999999995,3.927910617645686e-09,1.015923735081329e-07,1.514975485295249e-08,8.911621193440499e-10,1.4853909575870711e-08,3.0734313388507707e-09
1.24,-0.14987599999999998,3.927951374167068e-09,1.0159230839962838e-07,1.5149745141347632e-08,8.911615480615412e-10,1.4853900542479362e-08,3.073475007111657e-09
1.25,-0.14987499999999998,3.927992130688452e-09,1.0159224329112386e-07,1.5149735429742776e-08,8.911609767790327e-10,1.4853891509088015e-08,3.0735186753725426e-09
1.26,-0.14987399999999998,3.928032887209835e-09,1.0159217818261932e-07,1.5149725718137917e-08,8.91160405496524e-10,1.4853882475696667e-08,3.073562343633429e-09
1.27,-0.14987299999999998,3.9280736437312175e-09,1.015921130741148e-07,1.514971600653306e-08,8.911598342140155e-10,1.485387344230532e-08,3.073606011894315e-09
1.28,-0.14987199999999998,3.928114400252601e-09,1.0159204796561027e-07,1.5149706294928206e-08,8.911592629315069e-10,1.4853864408913971e-08,3.073649680155201e-09
1.29,-0.14987099999999998,3.928155156773984e-09,1.0159198285710575e-07,1.5149696583323347e-08,8.911586916489982e-10,1.4853855375522624e-08,3.073693348416087e-09
1.3,-0.14986999999999998,3.928195913295367e-09,1.0159191774860121e-07,1.514968687171849e-08,8.911581203664897e-10,1.4853846342131276e-08,3.0737370166769733e-09
1.31,-0.14986899999999997,3.92823666981675e-09,1.0159185264009669e-07,1.5149677160113632e-08,8.91157549083981e-10,1.4853837308739929e-08,3.073780684937859e-09
1.32,-0.14986799999999997,3.928277426338133e-09,1.0159178753159216e-07,1.5149667448508776e-08,8.911569778014725e-10,1.485382827534858e-08,3.0738243531987453e-09
1.33,-0.14986699999999997,3.928318182859516e-09,1.0159172242308763e-07,1.514965773690392e-08,8.911564065189638e-10,1.4853819241957233e-08,3.0738680214596315e-09
1.34,-0.14986599999999997,3.928358939380899e-09,1.015916573145831e-07,1.514964802529906e-08,8.911558352364552e-10,1.4853810208565885e-08,3.0739116897205172e-09
1.35,-0.14986499999999997,3.928399695902283e-09,1.0159159220607858e-07,1.5149638313694206e-08,8.911552639539466e-10,1.4853801175174538e-08,3.0739553579814035e-09
1.36,-0.14986399999999997,3.928440452423665e-09,1.0159152709757405e-07,1.5149628602089346e-08,8.91154692671438e-10,1.4853792141783189e-08,3.0739990262422897e-09
1.37,-0.14986299999999997,3.9284812089450485e-09,1.0159146198906952e-07,1.514961889048449e-08,8.911541213889294e-10,1.4853783108391842e-08,3.0740426945031754e-09
1.3800000000000001,-0.14986199999999997,3.928521965466432e-09,1.01591396880565e-07,1.5149609178879635e-08,8.911535501064208e-10,1.4853774075000494e-08,3.0740863627640617e-09
1.3900000000000001,-0.14986099999999997,3.928562721987814e-09,1.0159133177206047e-07,1.5149599467274776e-08,8.911529788239122e-10,1.4853765041609147e-08,3.074130031024948e-09
1.4000000000000001,-0.14985999999999997,3.928603478509198e-09,1.0159126666355595e-07,1.514958975566992e-08,8.911524075414036e-10,1.4853756008217798e-08,3.0741736992858336e-09
1.41,-0.14985899999999996,3.928644235030581e-09,1.0159120155505141e-07,1.514958004406506e-08,8.911518362588949e-10,1.4853746974826451e-08,3.07421736754672e-09
1.42,-0.14985799999999996,3.9286849915519635e-09,1.0159113644654689e-07,1.5149570332460205e-08,8.911512649763864e-10,1.4853737941435102e-08,3.074261035807606e-09
1.43,-0.14985699999999996,3.928725748073347e-09,1.0159107133804236e-07,1.5149560620855346e-08,8.911506936938777e-10,1.4853728908043756e-08,3.0743047040684923e-09
1.44,-0.14985599999999996,3.92876650459473e-09,1.0159100622953784e-07,1.514955090925049e-08,8.911501224113692e-10,1.4853719874652407e-08,3.074348372329378e-09
1.45,-0.14985499999999996,3.928807261116113e-09,1.015909411210333e-07,1.5149541197645635e-08,8.911495511288605e-10,1.485371084126106e-08,3.0743920405902643e-09
1.46,-0.14985399999999996,3.928848017637496e-09,1.0159087601252878e-07,1.5149531486040776e-08,8.911489798463519e-10,1.4853701807869713e-08,3.0744357088511505e-09
1.47,-0.14985299999999996,3.9288887741588794e-09,1.0159081090402425e-07,1.514952177443592e-08,8.911484085638434e-10,1.4853692774478364e-08,3.0744793771120362e-09
1.48,-0.14985199999999996,3.928929530680263e-09,1.0159074579551973e-07,1.514951206283106e-08,8.911478372813347e-10,1.4853683741087018e-08,3.0745230453729225e-09
1.49,-0.14985099999999996,3.928970287201645e-09,1.015906806870152e-07,1.5149502351226205e-08,8.911472659988262e-10,1.4853674707695669e-08,3.0745667136338087e-09
1.5,-0.14984999999999996,3.929011043723029e-09,1.0159061557851067e-07,1.514949263962135e-08,8.911466947163175e-10,1.4853665674304322e-08,3.0746103818946944e-09
1.51,-0.14984899999999995,3.929051800244412e-09,1.0159055047000615e-07,1.514948292801649e-08,8.91146123433809e-10,1.4853656640912973e-08,3.0746540501555807e-09
1.52,-0.14984799999999998,3.9290925567657945e-09,1.0159048536150162e-07,1.5149473216411635e-08,8.911455521513003e-10,1.4853647607521626e-08,3.074697718416467e-09
1.53,-0.14984699999999998,3.929133313287178e-09,1.015904202529971e-07,1.5149463504806776e-08,8.911449808687917e-10,1.4853638574130278e-08,3.0747413866773526e-09
1.54,-0.14984599999999998,3.929174069808561e-09,1.0159035514449256e-07,1.514945379320192e-08,8.911444095862831e-10,1.4853629540738931e-08,3.074785054938239e-09
1.55,-0.14984499999999998,3.929214826329944e-09,1.0159029003598804e-07,1.5149444081597064e-08,8.911438383037745e-10,1.4853620507347582e-08,3.074828723199125e-09
1.56,-0.14984399999999998,3.929255582851327e-09,1.015902249274835e-07,1.5149434369992205e-08,8.911432670212659e-10,1.4853611473956235e-08,3.074872391460011e-09
1.57,-0.14984299999999998,3.92929633937271e-09,1.0159015981897898e-07,1.514942465838735e-08,8.911426957387573e-10,1.4853602440564887e-08,3.074916059720897e-09
1.58,-0.14984199999999998,3.929337095894093e-09,1.0159009471047445e-07,1.514941494678249e-08,8.911421244562487e-10,1.485359340717354e-08,3.0749597279817833e-09
1.59,-0.14984099999999997,3.929377852415476e-09,1.0159002960196993e-07,1.5149405235177635e-08,8.911415531737401e-10,1.4853584373782191e-08,3.075003396242669e-09
1.6,-0.14983999999999997,3.9294186089368596e-09,1.0158996449346541e-07,1.5149395523572776e-08,8.911409818912314e-10,1.4853575340390844e-08,3.0750470645035553e-09
1.61,-0.14983899999999997,3.929459365458242e-09,1.0158989938496087e-07,1.514938581196792e-08,8.911404106087229e-10,1.4853566306999496e-08,3.0750907327644415e-09
1.62,-0.14983799999999997,3.9295001219796254e-09,1.0158983427645635e-07,1.5149376100363064e-08,8.911398393262142e-10,1.4853557273608149e-08,3.0751344010253277e-09
1.6300000000000001,-0.14983699999999997,3.929540878501009e-09,1.0158976916795182e-07,1.5149366388758205e-08,8.911392680437057e-10,1.48535482402168e-08,3.0751780692862135e-09
1.6400000000000001,-0.14983599999999997,3.929581635022391e-09,1.015897040594473e-07,1.514935667715335e-08,8.91138696761197e-10,1.4853539206825453e-08,3.0752217375470997e-09
1.6500000000000001,-0.14983499999999997,3.929622391543775e-09,1.0158963895094276e-07,1.514934696554849e-08,8.911381254786884e-10,1.4853530173434105e-08,3.075265405807986e-09
