t,Glc_x,Glc,G6P,F6P,FBP,GAP,DHAP,BPG,PEP,Pyr,ATP,ADP,AMP,CN_x,ACA,ACA_x,EtOH,EtOH_x,Glyc,Glyc_x,NADH,NAD
0.1,6.666937369687166,2.5411420792825137,4.208107421528596,0.4863379510035931,4.732403095888388,0.11625796404396734,2.9734075352573828,0.00025436406062012603,0.04019042852553423,8.716249838684007,2.009673499891639,1.5518305476085967,0.3684959524997632,5.20358002493157,1.4777201913082638,1.2883125217750693,19.242427742187562,16.45143705741005,4.1989515533898185,1.6847824268721046,0.33671422204218493,0.6432857779578155
0.11,6.666277231584014,2.581383198520418,4.201310411960465,0.48507350526593707,4.7533920616240986,0.11654101419018584,2.979264357993257,0.0002525613478126016,0.040218226412450785,8.720258313672376,1.9985123049290836,1.5579810888884729,0.3735066061824426,5.203580034088785,1.4768700040359568,1.2882950847661794,19.243507313984686,16.451451235339725,4.199894644202665,1.684783526044754,0.3378595714369023,0.6421404285630982
0.12,6.665742761606276,2.614326060418816,4.193404189526609,0.4837080912172986,4.776216065515703,0.11684692564635984,2.9857194815431716,0.000250841678332733,0.04024712459329532,8.72476067682226,1.9876251037975645,1.5639315983748816,0.37844329782755387,5.203580046078258,1.4759625304447557,1.2882740575388982,19.24467929116174,16.451468554045583,4.201005193956473,1.684784954657373,0.33904324002946146,0.640956759970539
0.13,6.665308271840553,2.641489043555687,4.184545391123171,0.48226389981660844,4.800718546538506,0.11717337901397143,2.9927275047008846,0.00024920843579848975,0.040276942729680444,8.729758023187879,1.977135757426653,1.5696182485720123,0.38324599400133463,5.203580061443982,1.4750080301548754,1.2882492394663958,19.24593237588029,16.45148924877543,4.2022905775858534,1.6847867675846788,0.34025380911216946,0.6397461908878309
0.14,6.664953681348393,2.664056539469156,4.174893396813946,0.48076246090038965,4.826731246398409,0.1175179393256711,3.0002379815126177,0.0002476831803264387,0.04030748667487395,8.735247672315953,1.9671552572293272,1.5749860476181694,0.3878586951525032,5.203580080756058,1.4740167861135811,1.2882204738802414,19.247254638955173,16.45151352105251,4.2037564277951,1.6847890217522155,0.34148031873822593,0.6385196812617745
0.15,6.66466319818783,2.68295726184251,4.164606812448546,0.47922432230257134,4.854077969079177,0.11787810814264965,3.00819686252856,0.0002462784707283723,0.040338572292366724,8.741223502467392,1.9577810921900607,1.5799887473649463,0.39223016044499287,5.203580104604206,1.472998893534585,1.2881876474758833,19.248633829426936,16.45154153746491,4.205406656020007,1.6847917755745245,0.34271236620977497,0.6372876337902255
0.16,6.664424353488917,2.6989216629063546,4.153840699758321,0.4776688328234844,4.882577836432396,0.11825136798627114,3.016547792839078,0.00024500431879967546,0.04037002234242948,8.74767631408354,1.9490970280271949,1.5845885119660341,0.39631446000677056,5.203580133591459,1.4719640880394889,1.2881506889628154,19.25005764326905,16.451573429252203,4.207243497359793,1.684795088408038,0.34394021027731325,0.6360597897226873
0.17,6.664227268139185,2.7125255574350304,4.142744452631849,0.4761140110921013,4.91204808631838,0.11863521896337739,3.0252332422781114,0.00024386841197104672,0.040401667915755696,8.754594186030358,1.941173260219177,1.5887553851149445,0.40007135466587807,5.2035801683280605,1.470921607733991,1.2881095670455218,19.25151395577359,16.45160929261494,4.2092675780269015,1.6847990200179255,0.34515483750878,0.6348451624912205
0.18,6.664064104033482,2.7242228047845165,4.131460293121555,0.4745764881120401,4.94230634122985,0.11902720762135822,3.034195442268068,0.00024287636022784898,0.04043334920216182,8.761962807814742,1.934066881421801,1.5924666142053379,0.4034665043728612,5.203580209425779,1.4698800923063626,1.2880642879461133,19.25299101009834,16.451649189612958,4.211477997763773,1.6848036300769438,0.3463479970266108,0.6336520029733896
0.19,6.663928628997748,2.7343712567760017,4.120122241501514,0.4730715001128126,4.973172458831741,0.11942494932299824,3.0433771670374092,0.00024203195004334445,0.040464915855280614,8.769765791248455,1.9278225850108226,1.5957058940437647,0.4064715209454123,5.203580257492539,1.4688475129418512,1.288014892559769,19.254477569210472,16.45169314954022,4.213872424285712,1.6848089776859074,0.34751221008160177,0.6324877899183987
0.2,6.66381588648166,2.743252494667475,4.108855543125829,0.4716129256725844,5.004469926348166,0.11982614411607138,3.052722337755888,0.00024133739656792788,0.040496226972242706,8.777984948979157,1.922473550201522,1.598462570766861,0.40906387903161673,5.203580313127545,1.4678311341813504,1.2879614534067485,19.255963026516422,16.451741170674953,4.216447194385418,1.6848151209308828,0.34864075711005255,0.6313592428899479
0.21,6.663721931632212,2.751087629894528,4.097776427584759,0.47021334935400444,5.0360268987525085,0.1202285874064543,3.062176484631322,0.00024079358306452545,0.04052715085078862,8.78660054298432,1.9180424308882487,1.600730854151101,0.41122671496064994,5.203580376916842,1.466837500667245,1.287904071494773,19.257437482743672,16.45179322227985,4.219197418256987,1.684822116471992,0.3497276489360498,0.6302723510639506
0.22,6.663643623348798,2.7580497821544014,4.086992138705108,0.46888414355109265,5.067676922462891,0.12063017625570634,3.071687078134833,0.00024040028183090008,0.04055756460059591,8.795591502322068,1.9145423969079445,1.6025090680990848,0.41294853499297013,5.203580449429343,1.4658724453318468,1.2878428731864509,19.25889179184883,16.451849246768365,4.2221170841945534,1.684830019166069,0.3507675863299777,0.6292324136700227
0.23,6.663578461469328,2.7642738754004514,4.076601174983018,0.4676355610193101,5.099259389227417,0.12102891198386176,3.0812037444571,0.00024015635192321406,0.04058735364879708,8.804935610701028,1.9119781834300538,1.6037989620528503,0.4142228545170956,5.2035805312133325,1.4649411151794052,1.2877780071527691,19.260317579484486,16.451909161960774,4.225199161354704,1.6848388817243025,0.3517559116920585,0.6282440883079418
0.24,6.663524455339619,2.7698645649527873,4.066693661089046,0.46647683030746345,5.130619793562246,0.12142290017673948,3.090678393376112,0.00024005990261312876,0.04061641120006359,8.814609668165897,1.9103471069944613,1.604605097350167,0.4150477956553708,5.203580622793386,1.4640480088492345,1.2877096414761764,19.261707240775557,16.45197286334876,4.228435698772454,1.6848487544016235,0.352688557155015,0.6273114428449853
0.25,6.663480019541134,2.7749025445140463,4.057351809308017,0.46541624950696975,5.161609832282254,0.12181034858294479,3.1000652720024275,0.0002401083557735699,0.040644637630029457,8.82458962894698,1.9096400193745287,1.6049343248846262,0.41542565574084434,5.203580724667727,1.46319702280487,1.287637960944113,19.263053920889707,16.45204022632149,4.231817919535724,1.684859684717684,0.3535619914264273,0.626438008573573
0.26,6.663443891121342,2.7794495674851394,4.048650427668979,0.4644612755925603,5.192087386215927,0.12218956645144415,3.1093209646574813,0.00024029922478846695,0.04067194046690241,8.83485071873485,1.9098422732291085,1.6047951724679603,0.4153625543029306,5.2035808373059576,1.4623915027146428,1.2875631645591197,19.264351482669518,16.452111108311986,4.235336309435883,1.6848717172076577,0.3543731690058048,0.6256268309941956
0.27,6.663415063723971,2.783552454758128,4.040657431520153,0.4636186001780627,5.221916449132139,0.12255895186766856,3.118404344334091,0.00024062859747840678,0.04069823288463664,8.845367534907295,1.91093425975805,1.60419797871808,0.41486776152386995,5.203580961147113,1.4616342964119986,1.2874854632948403,19.265594466004362,16.45218535081472,4.238980699060459,1.684884893197333,0.35511947970722285,0.6248805202927776
0.28,6.663392734597277,2.787246329585983,4.033434326100612,0.46289422560623394,5.250967002527256,0.1229170007081017,3.1272765196188765,0.00024109323634834742,0.040723434023829386,8.856114131427965,1.9128924707095083,1.603153872046387,0.41395365724410493,5.203581096597942,1.4609278060497035,1.2874050780836226,19.266778042883328,16.4522627812603,4.242740339573634,1.6848992505946767,0.35579870644444034,0.6242012935555601
0.29,6.6633762595118355,2.790557359818422,4.027036797034258,0.4622935341326805,5.279114756722067,0.1232622896925374,3.1359006965405354,0.0002416892628032164,0.04074746861047163,8.867064104186584,1.9156898872148633,1.6016751025247429,0.4126350102603941,5.203581244032301,1.460274047582152,1.2873222378598979,19.267897955527445,16.452343215023667,4.246603984138069,1.684914823793572,0.35640897745143685,0.6235910225485635
0.3,6.663365124202359,2.793504528681703,4.021514969789114,0.461821322660622,5.306241148875483,0.1235934786459976,3.1442421432898016,0.00024241268424512408,0.04077026622281475,8.878190644372687,1.919296509088862,1.5997746787175728,0.41092881219356553,5.203581403789286,1.4596746875943212,1.2872371782338987,19.268950482099644,16.452426456678268,4.250559939056843,1.6849316434401518,0.3569487412178995,0.6230512587821009
0.31,6.663358917164589,2.796101312341647,4.01691373041452,0.4614818278784087,5.332233293158896,0.12390930574027115,3.1522681050336434,0.00024325932831672836,0.04079176123630895,8.889466600304099,1.9236797155288652,1.5974663666915108,0.4088539177796248,5.203581576172058,1.4591310860801956,1.2871501400984666,19.269932390219264,16.45251230144072,4.254596123915853,1.6849497362665309,0.35741673884851144,0.6225832611514889
0.32,6.6633573033276345,2.798357272201095,4.013273205463605,0.46127878610333417,5.3569836962212,0.12420858352887826,3.159947647912794,0.0002442249006511952,0.04081189275812523,8.900864552841172,1.9288047664014267,1.594764511442037,0.40643072215653697,5.203581761448389,1.458644348522745,1.2870613681655658,19.270840870713403,16.452600536907987,4.258700145509893,1.6849691251106345,0.3578119701209246,0.6221880298790757
0.33,6.6633600116438885,2.8002788403094883,4.0106288412332844,0.46121542375200353,5.380390369695126,0.12449019603025765,3.1672516363555316,0.0002453049342631843,0.04083060407283109,8.912356860457155,1.9346349179059257,1.591684155493067,0.40368092660100824,5.203581959849389,1.4582153491957095,1.286971110152947,19.271673510054168,16.45269094392212,4.262859337666408,1.6849898287412746,0.3581336841720309,0.6218663158279694
0.34,6.663366820276885,2.8018702294721356,4.009011562654312,0.46129446392599305,5.402356860898701,0.12475309899638404,3.1741526611786823,0.0002464948096416983,0.04084784303717857,8.923915721991202,1.941131652239565,1.5882410070572037,0.4006273407032322,5.203582171569263,1.4578447618699788,1.2868796158124358,19.272428249194967,16.45278329772636,4.267060815207547,1.68501186179211,0.35838136616601607,0.6216186338339843
0.35000000000000003,6.663377545913537,2.803134090493169,4.008447843718048,0.4615181207064995,5.422792351366847,0.12499631793316988,3.1806249971550797,0.00024778970584698714,0.04086356191842472,8.935513239678116,1.9482547728403874,1.584451547999751,0.3972936791598624,5.2035823967651655,1.4575330824971475,1.2867871361465835,19.273103350770665,16.452877368928135,4.271291521971038,1.6850352347129605,0.35855473158541606,0.6214452684145843
0.36,6.663392034454094,2.8040720861977952,4.008959701883421,0.46188807647762986,5.441611854610404,0.12521894900109748,3.1866445819508034,0.000249184568255647,0.040877717323129385,8.947121491249751,1.9559624689136104,1.5803331293642844,0.3937044017221061,5.203582635557064,1.4572806477433284,1.2866939226526608,19.27369737017151,16.45297292443945,4.275538281118704,1.6850599537201911,0.35865372494428077,0.6213462750557197
0.37,6.663410154308997,2.804685303691535,4.0105646027304696,0.46240545374594216,5.458736492957567,0.1254201614731838,3.1921890234821606,0.00025067408209006255,0.040890270775376825,8.958712604821658,1.964211323563729,1.5759040688542647,0.38988460758200727,5.203582888027719,1.457087646033917,1.2866002267006948,19.274209135517143,16.453069728261262,4.279787840945512,1.6850860207681737,0.3586785255769777,0.6213214744230225
0.38,6.663431791246649,2.8049745696517827,4.013275299044264,0.46307077454348905,5.474093853228263,0.125599199577161,3.1972376319466824,0.0002522526006297779,0.0409011889502245,8.970258841212868,1.9729562473148312,1.5711838213019838,0.38585993138318586,5.203583154222783,1.4569541226138092,1.2865062989768847,19.274637734785507,16.453167542185472,4.284026919594083,1.6851134335402642,0.35862955825290205,0.6213704417470981
0.39,6.663456842889745,2.8049407863926588,4.017099617009798,0.46388390889755465,5.487618434652674,0.12575538650298168,3.201771470688925,0.0002539140685741289,0.04091044319056089,8.98173269234381,1.9821503966999292,1.5661931545996248,0.38165644870044707,5.203583434150964,1.4568799824415257,1.2864123888576358,19.27498250515618,16.453266126568682,4.288242255914771,1.6851421854483373,0.3585075062345754,0.6214924937654248
0.4,6.663485214453021,2.8045851909826593,4.022040165810558,0.46484401971005973,5.499252184853471,0.1258881306604552,3.205773442401732,0.0002556520033637037,0.0409180110178979,8.993106991801533,1.9917450885297572,1.5609542748850525,0.3773006365851916,5.203583727784274,1.4568649867471628,1.286318743811876,19.275243030409715,16.453365241051337,4.292420660728717,1.6851722656501158,0.35831333240858326,0.6216866675914168
0.41000000000000003,6.663516815416198,2.803909556265742,4.028093992089475,0.46594949941126296,5.50894511593139,0.1259969304124982,3.2092284018302206,0.0002574593850503578,0.040923878195439536,9.004355036022762,2.0016896639477175,1.5554910065328307,0.37281932951945274,5.203584035058374,1.4569087439245392,1.2862256088108197,19.27541914581441,16.45346464524154,4.296549068889059,1.685203659084834,0.3580483043598513,0.6219516956401488
0.42,6.663551556316308,2.8029163841543943,4.035252188779782,0.46719788402560525,5.516656021296985,0.12608138353113368,3.212123292377824,0.00025932857733224323,0.040928032477153535,9.015450722974704,2.0119312831835634,1.54982907360097,0.36823964321546765,5.2035843558730175,1.457010696144947,1.2861332256764788,19.275510948776308,16.453564099438893,4.300614595729384,1.6852363465258733,0.3577140153581692,0.6222859846418308
0.43,6.663589345706683,2.8016090882960794,4.043499450324239,0.4685857961408795,5.52235324033096,0.12614119356837603,3.2144473193220473,0.0002612512817968413,0.04093047533370754,9.026368705392986,2.0224148718030683,1.5439961052879223,0.3635890229090105,5.203584690092575,1.4571701020305219,1.2860418323597358,19.275518815103865,16.453663365404623,4.304604597682415,1.6852703046516022,0.35731242454592266,0.6226875754540775
0.44,6.663630087452813,2.7999921558854375,4.052813618081723,0.47010884744593795,5.526015510661136,0.12617618121990457,3.216192140147262,0.0002632184207779565,0.0409312122392047,9.03708456705079,2.0330829002562485,1.5380219509765816,0.3588951487671712,5.203585037546689,1.4573860140879276,1.2859516621504037,19.275443422361867,16.453762207172723,4.308506736953697,1.6853055061360576,0.356845884137799,0.623154115862201
0.45,6.6636736781904125,2.7980712995087105,4.063165182658624,0.4717615629798209,5.527632875802257,0.12618629405889653,3.217352085654658,0.00026522010044463496,0.040930259680786424,9.047575006620153,2.0438752944855914,1.5319387482176314,0.35418595729677804,5.203585398031043,1.4576572524227445,1.2858629427833463,19.27528577896677,16.453860391936164,4.312309051125669,1.6853419197627884,0.3563171748302881,0.623682825169712
0.46,6.663720004821944,2.795853606437756,4.074516792987575,0.4735373001083737,5.52720762361978,0.12617161734338117,3.2179244023774256,0.00026724551043391263,0.04092764445825032,9.057818045936394,2.0547293336059305,1.525781062419075,0.34948960397499523,5.203585771308271,1.4579823755228865,1.2857758954384049,19.27504725784193,16.453957691016736,4.316000027505279,1.6853795105594975,0.3557295426392246,0.6242704573607755
0.47000000000000003,6.6637689421299,2.7933476804851978,4.086822776583999,0.47542817210809657,5.524755245843845,0.12613238771938093,3.217909515486125,0.0002692829073782902,0.04092340283554748,9.06779325474847,2.0655795923470546,1.519585987639365,0.3448344200135811,5.203586157109022,1.4583596472684612,1.2856907336103216,19.27472963578525,16.45405388093826,4.319568683080542,1.6854182399585727,0.3550867335335839,0.6249132664664162
0.48,6.663820350512761,2.7905637759874367,4.100028690079305,0.4774249767321831,5.5203054015257464,0.1260690022533104,3.2173113038727488,0.00027131951946250823,0.040917583639611156,9.077481986851556,2.0763579605848275,1.5133931553035964,0.3402488841115766,5.203586555133204,1.4587870015862048,1.285607661839699,19.274335137027986,16.454148744614315,4.323004649650273,1.6854580659847043,0.3543930259436669,0.6256069740563333
0.49,6.663874073830525,2.787513924422462,4.114070916837946,0.47951714403212964,5.513902843319343,0.12598202957634624,3.21613738413487,0.0002733414806995153,0.0409102488302428,9.086867629705122,2.086993722775791,1.5072447111754383,0.33576156604877133,5.20358696505143,1.4592620059274077,1.285526874301711,19.27386647954531,16.45424207265814,4.326298263612364,1.6854989434699859,0.35365325835183486,0.6263467416481653
0.5,6.663929937381284,2.784212052093155,4.12887634170205,0.481692688623419,5.50560827337382,0.1258722347958795,3.2143994071425857,0.0002753342669286782,0.04090147049983046,9.095935868463346,2.0974136921609756,1.5011852840747373,0.331401023764288,5.203587386506666,1.4597818243680478,1.28544855325352,19.27332692311962,16.454333664817398,4.329440659867394,1.685540824297146,0.352872853679241,0.6271271463207593
0.51,6.66398774604803,2.7806740867698956,4.144362125149074,0.4839381972211846,5.495499132582645,0.12574056657234461,3.2121133253256917,0.00027728183070965774,0.040891338403951684,9.104674943888787,2.1075425362948397,1.495261700024917,0.32719576368024417,5.203587819116105,1.4603431814147,1.2853728673058602,19.272720318234256,16.454423331566243,4.332423870643709,1.6855836576726277,0.35205783037218136,0.6279421696278187
0.52,6.664047282694402,2.7769180475484205,4.160435588109254,0.48623882385134914,5.483670240571801,0.12558818537692248,3.209299679450825,0.00027916767068451984,0.04087995435087044,9.113075933517639,2.117303121237967,1.489522796964419,0.32317408179761553,5.203588262473334,1.4609423279290386,1.2852999695378018,19.272051153821458,16.454510895845953,4.335240927557248,1.6856273904340973,0.3512148130547629,0.6287851869452371
0.53,6.664108307161207,2.7729640854690496,4.176994387945977,0.48857834268095696,5.470234019230301,0.12541646375180485,3.205983765254792,0.00028097436071247673,0.04086743474116167,9.121132960753927,2.1266170331066254,1.4840190228097379,0.31936394408363794,5.20358871615099,1.4615750189692205,1.285229995771589,19.271324590781326,16.454596194692495,4.33788594756036,1.6856719674102696,0.3503510119458595,0.6296489880541405
0.54,6.6641705552749615,2.768834533117493,4.193926697711351,0.49093920621523685,5.455320790251137,0.12522699098557943,3.2021958454876707,0.00028268390851476764,0.04085391068602175,9.12884344631026,2.1354051967494723,1.478801972544647,0.3157928307058819,5.2035891797033464,1.4622364898207623,1.285163062488355,19.270546500101187,16.454679081178213,4.3403542343865364,1.6857173317726761,0.3494742050522796,0.6305257949477202
0.55,6.664233737606065,2.7645539839782822,4.211111355066784,0.4933026226897649,5.439079258325684,0.12502158300860525,3.197971443484004,0.0002842779765833175,0.040839527753700644,9.136208428091667,2.1435886714924632,1.4739237703359958,0.3124875581715427,5.203589652668831,1.462921427329915,1.2850992640884737,19.269723510534877,16.454759426935592,4.342642411714829,1.6857634253929317,0.34859271293092114,0.6314072870690788
0.56,6.664297540528743,2.760149173648174,4.228418962096248,0.4956487542531776,5.421675359138668,0.12480227051641717,3.1933511961975376,0.0002857381581640875,0.040824445438942925,9.143232605478275,2.151089582454271,1.4694363643540982,0.3094740531916324,5.2035901345742674,1.4636239917463691,1.2850386715414996,19.268862990375812,16.454837123565014,4.344748463220781,1.6858101893570345,0.3477153134088143,0.6322846865911858
0.5700000000000001,6.664361626373966,2.75564895783165,4.245712571182499,0.497956877712042,5.403291912710347,0.12457129831061828,3.1883809327954613,0.000287046317584238,0.040808836332050555,9.149924539095982,2.1578321324239966,1.4653907323093391,0.3067771352666657,5.203590624938052,1.4643378191986027,1.284981329996885,19.26797305755772,16.45491208492175,4.346671832396358,1.6858575643730864,0.34685117774838553,0.6331488222516145
0.58,6.6644256345559665,2.7510842125761203,4.262848804770761,0.5002056188115561,5.384127587388198,0.12433111555300763,3.1831115806697428,0.00028818497872271337,0.04079288493912902,9.156296750576601,2.16374377309862,1.4618359583209444,0.30442026858043725,5.203591123274078,1.465056048200974,1.2849272567250485,19.26706256022958,16.454984249175165,4.348413495039941,1.685905491249684,0.3460097729559357,0.6339902270440644
0.59,6.664489183582492,2.7464876690299787,4.279679332998667,0.5023732408968952,5.36439531407768,0.12408435689649876,3.1775989229551107,0.0002891377509240965,0.04077678653027898,9.162365743050508,2.168756529923351,1.4588181727243756,0.3024252973522746,5.203591629096159,1.4657713688609988,1.2848764392903629,19.266141029742368,16.45505358072397,4.349976011362195,1.685953911416954,0.34520073898872516,0.6347992610112749
0.6,6.664551873727199,2.741893704153477,4.296052573244342,0.5044379623692679,5.3443203415145035,0.12383382518625664,3.1719032517974997,0.0002898898023794347,0.04076074469406233,9.16815195966851,2.1728083039151094,1.4563796200073111,0.3008120760775804,5.20359214192259,1.4664760903086085,1.2848288339308673,19.265218611120968,16.455120071974832,4.3513635632137015,1.6860027674478657,0.3444337479843642,0.6355662520156359
0.61,6.664613290385233,2.7373380839002013,4.311815561675858,0.5063783077828862,5.324137948578437,0.12358245842195537,3.166088891956268,0.0002904283025204126,0.04074496937009194,9.173679669108854,2.1758443305944497,1.4545574192546242,0.2995982501509266,5.203592661280726,1.4671622265965658,1.284784364343871,19.26430596933806,16.455183744804245,4.352581968668384,1.6860520035660418,0.3437183567609745,0.6362816432390256
0.62,6.664673008220833,2.7328576486516583,4.326816106835461,0.5081734946280628,5.304090683145695,0.12333330058748121,3.160223592662565,0.00029074288178986864,0.04072967395150891,9.178976769894938,2.1778185409306525,1.4533826033994564,0.298798855669892,5.203593186711876,1.4678216034589417,1.284742920815846,19.263414168726158,16.455244651777594,4.353638675737245,1.6861015661736527,0.3430638379771639,0.6369361620228364
0.63,6.664730596049841,2.72848994591014,4.340905129965951,0.5098038370593775,5.284425236316285,0.12308945993698951,3.154377777730807,0.00029082605808600036,0.04071507227349252,9.184074513797624,2.1786949836306184,1.452879014704811,0.2984260016645715,5.203593717776249,1.4684459840976785,1.284704359849519,19.262554526607808,16.455302876977033,4.354542730797506,1.6861514043684878,0.34247900448767,0.6375209955123302
0.64,6.664785622506843,2.724272805375952,4.353939193753419,0.5112511681313429,5.2653889263502816,0.12285406497279114,3.148623652279158,0.0002906736228100614,0.04070137455988207,9.189007143393427,2.1784491546046114,1.453062349216459,0.29848849617893053,5.2035942540579665,1.4690272140959009,1.2846685043478352,19.26173844034378,16.455358536390406,4.35530471983986,1.6862014704528727,0.34197202638258456,0.6380279736174157
0.65,6.6648376623545875,2.7202438659679498,4.365783124641869,0.5124992544866831,5.24722591407727,0.12263021312435714,3.14303418502602,0.00029028492244271865,0.040688784170244116,9.193811450673829,2.1770692071445374,1.4539393078065463,0.298991485048917,5.203594795169966,1.469557379677712,1.2846351444534725,19.260977193613886,16.455411777756478,4.355936681065434,1.6862517204131116,0.3415502522037688,0.6384497477962315
0.66,6.664886303336016,2.7164400608541577,4.376312660832884,0.5135341917780258,5.230173235607445,0.12242091754530005,3.1376819823891817,0.0002896630575082245,0.04067749300811455,9.198526263826652,2.174556966686571,1.4555069435770136,0.2999360897364163,5.203595340758704,1.470028975099501,1.2846040390612905,19.260281746564253,16.455462779840794,4.356451989705759,1.6863021143647554,0.34122003557406244,0.6387799644259378
0.67,6.6649311534514695,2.7128970676460082,4.385417064336615,0.514344767048665,5.2144567337892,0.12222905166870175,3.1326380798494737,0.0002888149754012973,0.040667677525272505,9.203191873888608,2.1709287270259665,1.4577522080363199,0.3013190649377144,5.203595890508579,1.4704350743984842,1.2845749180264865,19.25966251509663,16.45551175110922,4.356865215618934,1.6863526169561553,0.34098657733352555,0.6390134226664748
0.68,6.664971848403988,2.709648741550168,4.393001574794198,0.5149227648971975,5.200287068355789,0.12205729331624715,3.1279706971783723,0.000287751427767446,0.04065949471046929,9.207849423585277,2.1662157594532445,1.4606517512426846,0.3031324893040717,5.203596444145941,1.4707694986097557,1.2845474850181782,19.259129149890725,16.455558927818693,4.357191957965871,1.6864031977183294,0.3408537894452767,0.6391462105547234
0.6900000000000001,6.665008059534708,2.7067265045681004,4.398989765049918,0.5152632219687381,5.187855666799038,0.12190806782343108,3.1237439089024446,0.00028648679886844397,0.04065307822198204,9.212540229281313,2.1604645069011954,1.4641719993480957,0.3053634937507096,5.203597001442817,1.471026982730366,1.2845214212339449,19.258690308145216,16.45560457135568,4.357448646414795,1.686453831373496,0.3408241785332188,0.6391758214667814
0.7000000000000001,6.665039501458991,2.7041587488140584,4.4033255252260535,0.515364591956429,5.177331049932597,0.12178349686862656,3.1200163677176858,0.00028503882593492407,0.04064853496592579,9.217305103254553,2.15373639491682,1.4682695383885447,0.30799406669463625,5.203597562219982,1.4712033235039943,1.2844963896775854,19.258353442765276,16.45564896501956,4.357652325666385,1.6865044980724628,0.3408987651655553,0.6391012348344449
