t,R,Shc,PI3K,HRG,R_HRG,R_HRG2,Internalisation,RP,R_Shc,R_ShP,ShP,R_ShGS,ShGS,GS,R_PI3K,R_PI3Kstar,PI3Kstar,RasGTP,RasGDP,Akt_PIPP,RAF_star,RAF,MEKP,MEKPP,P,PIP3,Akt,Akt_PIP3,Akt_PIP,MEK,ERK,ERKP,ERKPP
0.11,79.8950286815478,999.9999999034468,9.999999999053355,9.895028681547814,0.10496323626083492,3.933321882201521e-06,9.79767649226664e-13,4.041376113713935e-08,6.815106457334733e-08,6.981703198057708e-10,1.3091826654224023e-08,-2.3647567476643524e-09,1.6976669773865094e-08,9.999999985388087,7.884959056681269e-10,8.608495042827159e-11,7.207109928622456e-11,6.574917201585948e-11,119.9999999999343,7.800111512974868e-17,99.99520487580098,0.0047951241990747484,9.75630853793294,0.3657967874270706,800.0000000000381,-1.7231261448486698e-10,9.999999999866182,1.3380540968231157e-10,1.9967412458335713e-14,109.87789467463993,999.9991217074538,0.0008782918965204927,6.50219784627312e-10
0.12,79.88554786035424,999.9999998568463,9.999999998598977,9.885547860354233,0.11444165798206087,5.088708439904548e-06,1.4540263128857377e-12,5.497022044035584e-08,9.828553021169523e-08,1.0030102044546727e-09,2.1686621832123615e-08,-3.417187483416772e-09,2.5595449309721107e-08,9.999999977821739,1.1490583219668226e-09,1.3133352308745057e-10,1.2063699140689145e-10,1.081124915334352e-10,119.99999999989195,1.646319104602459e-16,99.9947689562707,0.0052310437293540575,10.5660938327193,0.43324973005125417,799.9999999999628,9.181849227738639e-11,10.000000000055127,-5.5168897773471354e-11,4.944390023149431e-14,109.00065643722941,999.9988638473517,0.001136151561130813,1.0878104466415416e-09
0.13,79.87607731886293,999.9999997943546,9.999999997990967,9.876077318862933,0.12390936887718676,6.447304202441077e-06,2.0906484109610108e-12,7.296652221679113e-08,1.3742942493604879e-07,1.3978963655788514e-09,3.438706849061924e-08,-4.786104349668433e-09,3.721695835819496e-08,9.999999967569147,1.6228319352186105e-09,1.9308141751686707e-10,1.9312520910193145e-10,1.701663211616767e-10,119.9999999998299,3.2636709154860806e-16,99.99433303688234,0.005666963117719146,11.36366667861672,0.5060443665072721,799.9999999999762,9.53265887028261e-12,9.999999999986313,1.3608945967480219e-11,8.589172094881504e-14,108.13028895487597,999.9985606777301,0.0014393205251396783,1.7453071480393923e-09
0.14,79.86661704377431,999.9999997123995,9.999999997195303,9.86661704377432,0.1333663473236839,8.024507354302542e-06,2.926334742617163e-12,9.486590776754546e-08,1.8719761858236127e-07,1.8987820510180833e-09,5.254805248785452e-08,-6.5285370515807585e-09,5.248449506194261e-08,9.999999954044043,2.2318300271646665e-09,2.7512107619537934e-10,2.9775021986581836e-10,2.5812210044901895e-10,119.99999999974195,6.122252158816823e-16,99.99389711763588,0.006102882364168682,12.149168902821767,0.5841021015516967,799.9999999999658,2.0736861826357447e-12,9.999999999968434,3.142382991939804e-11,1.4846650130927428e-13,107.2667289956265,999.9982087740434,0.001791223254820716,2.702471577789723e-09
0.15,79.85716702180994,999.999999606949,9.999999996173727,9.857167021809946,0.14281257183139043,9.835492585298017e-06,4.0025536967105675e-12,1.2115536880052008e-07,2.493286892734422e-07,2.5228291832699154e-09,7.780135589590295e-08,-8.705907103701996e-09,7.210384292834809e-08,9.999999936602064,3.000093956422053e-09,3.8167462780504335e-10,4.4450812113280363e-10,3.793498541336853e-10,119.99999999962071,1.0960761992130824e-15,99.99346119853135,0.006538801468701237,12.922740375062618,0.6673454254504702,799.9999999999475,3.329523586581e-12,9.999999999951427,4.833110078932397e-11,2.4680296117619493e-13,106.40991419948688,999.9978047623126,0.0021952336293893726,4.058580697555337e-09
0.16,79.84772723971247,999.9999994734917,9.99999999488358,9.847727239712478,0.15224802104234667,1.1895213388523321e-05,5.365750965279012e-12,1.5234527965417939e-07,3.256830477603596e-07,3.288390063843933e-09,1.1207825321138144e-07,-1.1383960872644484e-08,9.684238234993665e-08,9.99999991454158,3.953687204868255e-09,5.173946179395652e-10,6.453424629300115e-10,5.424441722877094e-10,119.99999999945761,1.8844201361160326e-15,99.99302527956874,0.006974720431315263,13.684519041310061,0.7556978956226451,799.9999999999213,6.909433446965951e-12,9.999999999928836,7.077232734791598e-11,3.958101276612757e-13,105.55978306306726,999.9973453185254,0.002654675540302065,5.93494682190883e-09
0.17,79.83829768424565,999.999999307015,9.999999993277633,9.838297684245653,0.16167267373055985,1.4218404623735125e-05,7.067572022335911e-12,1.8896899359297955e-07,4.182408694382972e-07,4.21498784573874e-09,1.5763351216183499e-07,-1.4632695801647787e-08,1.2752819067554496e-07,9.999999887104506,5.120687711516708e-09,6.873647401299852e-10,9.143206103933968e-10,7.572925650563543e-10,119.99999999924277,3.1264357535031253e-15,99.99258936074804,0.007410639252009062,14.434640960584748,0.8490841165868948,799.9999999998878,3.3407042193132594e-12,9.999999999891584,1.0780534951596431e-10,6.148142442208809e-13,104.71627492282833,999.9968271679681,0.0031728235547408665,8.477672601992615e-09
0.18,79.82887834219422,999.999999101982,9.9999999913039,9.828878342194226,0.17108650880170645,1.681958544126289e-05,9.165108549551133e-12,2.3158238799354502e-07,5.290997503137451e-07,5.323294465013637e-09,2.170719971298238e-07,-1.8526277272202642e-08,1.6504907607256023e-07,9.999999853477204,6.5311769637097924e-09,8.971001795929431e-10,1.2678299055418546e-09,1.0351471439093807e-09,119.99999999896491,5.027933720048791e-15,99.99215344206927,0.007846557930780743,15.173240346153632,0.9474297175088044,799.9999999998431,-4.031856670508564e-12,9.999999999839627,1.594463961166592e-10,9.289154697949402e-13,103.87932993633754,999.9962470844737,0.0037529036661078843,1.1860867712333774e-08
0.19,79.81946920036391,999.9999988523106,9.99999998890547,9.819469200363928,0.18048950529290622,1.9713061838569952e-05,1.1721121911910465e-11,2.807634609809456e-07,6.604726412267469e-07,6.6351109969147265e-09,2.9337277671358693e-07,-2.314296507851434e-08,2.1035166403367366e-07,9.999999812791303,8.217231942858472e-09,1.1525481838362816e-09,1.7247549846557384e-09,1.388692529656029e-09,119.99999999861137,7.861906619869017e-15,99.99171752353243,0.008282476467628204,15.9004496022581,1.0506613321920315,799.9999999997781,1.0376319034709263e-11,9.999999999788857,2.0977311740337483e-10,1.3700155529300354e-12,103.04888906554984,999.9956018897559,0.004398093955381848,1.628944109229637e-08
0.2,79.81007024558141,999.9999985513523,9.99999998602036,9.810070245581432,0.18988164237256036,2.2912929105959253e-05,1.4804262873644716e-11,3.3711194264419564e-07,8.146858636739213e-07,8.17334952951105e-09,3.899130384169424e-07,-2.8565043365898717e-08,2.644402428817426e-07,9.999999764124803,1.021290209852739e-08,1.4600834737255064e-09,2.3066613119687893e-09,1.8320898683947496e-09,119.99999999816797,1.1992260460737419e-14,99.9912816051375,0.008718394862549063,16.61639935731287,1.1587065809922468,799.9999999996971,1.545382666434649e-11,9.999999999712996,2.850237337356678e-10,1.976064905749588e-12,102.22489406169485,999.9948884527973,0.0051115252006816835,2.2002709045562122e-08
0.21,79.80068146469429,999.9999981918708,9.999999982581315,9.800681464694303,0.19926289934005248,2.643307457302417e-05,1.8489301155451696e-11,4.012488671159915e-07,9.941769114288358e-07,9.962012158688167e-09,5.104927940963087e-07,-3.487874187241707e-08,3.283759539379415e-07,9.999999706502791,1.2554205139613624e-08,1.82651056810926e-09,3.0379743325398573e-09,2.3810526923312344e-09,119.999999997619,1.7881603779160614e-14,99.9908456868845,0.009154313115540635,17.321218503400107,1.271494049292911,799.9999999995943,1.999910163669717e-11,9.999999999614626,3.8257001992958257e-10,2.7942336384387215e-12,101.40728744730696,999.9941036891322,0.005896281591507211,2.9277044328363068e-08
0.22,79.79130284457095,999.9999977660242,9.999999978515717,9.79130284457097,0.2086332556256547,3.028717964664236e-05,2.2857310109727645e-11,4.7381624449129464e-07,1.2014928010239775e-06,1.2026176825290422e-08,6.593552207885738e-07,-4.217417726510856e-08,4.032755627429794e-07,9.999999638898617,1.52790899620488e-08,2.2590541422756903e-09,3.9461437303439715e-09,3.0528566350266205e-09,119.9999999969472,2.612863892653663e-14,99.99040976877345,0.009590231226599856,18.015034221306273,1.3889532738614327,799.9999999994643,2.6191924403946635e-11,9.999999999490925,5.051758866848787e-10,3.881423565669798e-12,100.59601250483226,999.9932445603638,0.0067554012071160945,3.8429942738739774e-08
0.23,79.78193437210065,999.9999972653426,9.999999973745387,9.78193437210067,0.2179926907902263,3.44887226189112e-05,2.7995901508344245e-11,5.55476624618645e-07,1.4392878217903962e-06,1.4391976069714257e-08,8.412119063191295e-07,-5.054527337813356e-08,4.903106554904333e-07,9.99999956023462,1.8427431595298314e-08,2.765361247277213e-09,5.0618260630716044e-09,3.866414309915344e-09,119.99999999613365,3.7479607157381654e-14,99.98997385080432,0.010026149195723248,18.697972020611612,1.5110147209994265,799.9999999993026,3.350211369692108e-11,9.99999999933651,6.581566309898664e-10,5.305145826230913e-12,99.79101325838893,999.9923080734342,0.007691876743749782,4.982284338935318e-08
0.24,79.7725760341934,999.9999966807121,9.999999968186478,9.772576034193431,0.22734118452506916,3.905098072140271e-05,3.3999401522309254e-11,6.469127709194256e-07,1.7103218927917657e-06,1.708658304936731e-08,1.0612621871127823e-06,-6.008970248435437e-08,5.907065788291195e-07,9.999999469383125,2.204099708918742e-08,3.3534929874831194e-09,6.41903896496085e-09,4.842284892556744e-09,119.99999999515778,5.28663541143113e-14,99.98953793297714,0.010462067022906831,19.37015576464388,1.6376097729351293,799.9999999991031,4.313189818281173e-11,9.999999999146668,8.461424045507624e-10,7.145294516433948e-12,98.99223446242095,999.9912912801389,0.008708655997009146,6.386500702759953e-08
0.25,79.76322781777998,999.9999960023541,9.999999961749324,9.763227817780008,0.23667871665167187,4.398703268954622e-05,4.096906235221487e-11,7.48827261256488e-07,2.017458514063249e-06,2.0138193246436087e-08,1.3252160447871697e-06,-7.090881237751944e-08,7.057415922979692e-07,9.999999365167222,2.616342814665259e-08,4.031922562875985e-09,8.055329914991596e-09,6.002717944582997e-09,119.99999999399735,7.34382407636582e-14,99.98910201529189,0.010897984708146066,20.03170770449412,1.7686707092748861,799.9999999988598,5.479428014093403e-11,9.999999998914959,1.07548051407398e-09,9.49539190515368e-12,98.19962158623096,999.9901912764851,0.00980864249859839,8.101699176343141e-08
0.26,79.75388970981183,999.9999952198064,9.999999954338309,9.753889709811855,0.24600526712152554,4.930976108947604e-05,4.901326430260216e-11,8.619421197094692e-07,2.3636628953477766e-06,2.3576007556284862e-08,1.63931611835822e-06,-8.310755975126106e-08,8.367458310704346e-07,9.99999924636173,3.0840218341809446e-08,4.809530821493309e-09,1.0011945511611554e-08,7.371691428147899e-09,119.99999999262836,1.0058608519958594e-13,99.9886660977486,0.011333902251435797,20.682748510069942,1.9041306900797186,799.9999999985655,6.850571445193152e-11,9.999999998634493,1.352950050414011e-09,1.246388103854651e-11,97.41312079985029,999.9890052021142,0.010994696092429916,1.017940668987814e-07
0.27,79.74456169726106,999.999994321906,9.999999945851743,9.744561697261082,0.2553208160158942,5.503185459602158e-05,5.824769466601364e-11,9.869984626744182e-07,2.752000153152596e-06,2.7430218105864985e-08,2.010357225486703e-06,-9.67944456518726e-08,9.851004854433814e-07,9.999999111693961,3.611868446505016e-08,5.695600497204005e-09,1.2333976185473543e-08,8.974920463842384e-09,119.99999999102513,1.3600072272793998e-13,99.98823018034727,0.011769819652770143,21.3233972969431,2.0439237412104365,799.9999999982127,8.502044361110251e-11,9.999999998298225,1.6854710630275333e-09,1.6176077817121133e-11,96.63267896184642,999.9877302397642,0.012269633466179751,1.2677029197595966e-07
0.28,79.7352437671204,999.999993296771,9.999999936181728,9.735243767120412,0.26462534354562733,6.116581029224171e-05,6.87955448447986e-11,1.1247561359431123e-06,3.1856334635369244e-06,3.173199177199702e-08,2.4457078464590627e-06,-1.1208144987769048e-07,1.1522367978412601e-06,9.999998959844653,4.2047944097484885e-08,6.699811891203379e-09,1.5070519109034566e-08,1.0839891731453166e-08,119.99999998916016,1.8170521981159418e-13,99.98779426308789,0.012205736912142426,21.95377165658168,2.187984737849651,799.9999999977929,1.045858650409987e-10,9.999999997898,2.0810520986415256e-09,2.077549278744469e-11,95.85824360556863,999.9863636147023,0.013636228716428913,1.565819770638166e-07
0.29,79.72593590640312,999.9999921317828,9.999999925214054,9.725935906403144,0.27391883005094825,6.772393592276605e-05,8.078769148305156e-11,1.2759933626413695e-06,3.6678222710992145e-06,3.6513455831572326e-08,2.953329908966588e-06,-1.290839669566705e-07,1.3396351821801957e-06,9.999998789448787,4.867888798387483e-08,7.832237213103202e-09,1.8274825398337645e-08,1.2995876410901567e-08,119.99999998700417,2.4010980531459945e-13,99.98735834597049,0.012641654029545068,22.573987683453755,2.336249389713174,799.9999999972969,1.2761064233815868e-10,9.999999997425014,2.548327921106124e-09,2.642569239426649e-11,95.08976292683303,999.9849025941902,0.015097213878935211,1.9193164433090844e-07
0.3,79.7166381021431,999.9999908135644,9.999999912828006,9.71663810214311,0.2832012560012179,7.471835254614619e-05,9.436292924609285e-11,1.441506326625829e-06,4.201920154879743e-06,4.180767690295219e-08,3.541803918136584e-06,-1.479207302493364e-07,1.5488242380397035e-06,9.999998599096495,5.606416463717897e-08,9.103339095657343e-09,2.20044948376507e-08,1.5473996600500308e-08,119.99999998452606,3.1400571749078064e-13,99.98692242899507,0.013077571004969597,23.18416001298721,2.48865422036569,799.9999999967146,1.547285957244046e-10,9.999999996869834,3.0965500399528004e-09,3.3311002752566345e-11,94.32718576664706,999.9833444867966,0.01665527961317005,2.3359102486368916e-07
0.31,79.70735034139462,999.999989327976,9.999999898896421,9.707350341394639,0.29247260199482766,8.216099560295517e-05,1.0966801579242547e-10,1.6221090056169007e-06,4.791374027730964e-06,4.764866659363734e-08,4.220334633880338e-06,-1.6871378164242116e-07,1.781380081297422e-06,9.9999983873337,6.425812676272592e-08,1.0523955457233845e-08,2.6321499724312112e-08,1.8307115521118234e-08,119.99999998169292,4.0676523242409187e-13,99.98648651216163,0.013513487838406318,23.784401820838006,2.6451365675708227,799.9999999960353,1.8618834663459773e-10,9.999999996221916,3.736043003795771e-09,4.164081935727186e-11,93.57046161159113,999.9816866422785,0.018313075315441185,2.8240674688534637e-07
0.32,79.69807261123249,999.9999876600813,9.999999883285366,9.698072611232513,0.30173284875887924,9.006361863281103e-05,1.2685802874283884e-10,1.8186325879063305e-06,5.439721109758544e-06,5.407134130010773e-08,4.9987891097161686e-06,-1.9158836579182507e-07,2.038925115455332e-06,9.999998152663252,7.331683841295094e-08,1.2105306148678509e-08,3.129249234266317e-08,2.153001345023104e-08,119.99999997847003,5.222054302278429e-13,99.98605059547019,0.013949404529844495,24.374824885771233,2.805634549052731,799.9999999952471,2.2258422680364832e-10,9.999999995470112,4.477724369245697e-09,5.1648137100034274e-11,92.819540565176,999.9799264505217,0.020073210177045848,3.3930187981231827e-07
0.33,79.68880489875191,999.9999857941413,9.99999986585415,9.68880489875193,0.31098197714905274,9.843779452837521e-05,1.4609643087870206e-10,2.0319252776414852e-06,6.150587971994586e-06,6.111152504419409e-08,5.8877044154531914e-06,-2.1667289455890533e-07,2.3231273889423543e-06,9.999997893545506,8.329802831803607e-08,1.3858980305291316e-08,3.698884514245115e-08,2.5179301452596713e-08,119.99999997482074,6.647673955296767e-13,99.98561467892075,0.014385321079272081,24.955539593699793,2.970087060254339,799.9999999943374,2.644991462833751e-10,9.999999994602371,5.333377364098994e-09,6.359339536890364e-11,92.07437334604585,999.9780613413523,0.0219382533673009,4.0528114653517973e-07
0.34,79.67954719106845,999.9999837136053,9.999999846455315,9.679547191068467,0.32021996814944237,0.0001072949170265565,1.6755516021684926e-10,2.2628520653741743e-06,6.927689382539137e-06,6.880594803053246e-08,6.898297889092207e-06,-2.440989051932701e-07,2.635699978348265e-06,9.999997608398928,9.426105116584278e-08,1.5796926576050007e-08,4.348671029166193e-08,2.9293361871447933e-08,119.99999997070668,8.396734960200992e-13,99.98517876251336,0.014821237486675479,25.52665494738508,3.1384337690173147,799.9999999932927,3.1251338780732844e-10,9.99999999360574,6.315657517215033e-09,7.776783366174688e-11,91.33491128359758,999.9760887842632,0.02391073430178718,4.814356619923187e-07
0.35000000000000003,79.67029947531802,999.9999814010748,9.999999824934285,9.670299475318034,0.3294468028722595,0.00011664620464573208,1.914150222978022e-10,2.5122941023358008e-06,7.774825089795957e-06,7.719220280632573e-08,8.042509013398466e-06,-2.7400094693249215e-07,2.9783994627062223e-06,9.999997295601485,1.0626689119296967e-07,1.7931458414523066e-08,5.086736939446436e-08,3.3912542378819836e-08,119.9999999660875,1.0527393174010104e-12,99.984742846248,0.015257153752039768,26.088278634477795,3.3106150785357022,799.9999999920985,3.6727567268817263e-10,9.999999992466355,7.438106472562597e-09,9.449150855053461e-11,90.60110628698648,999.9740062872812,0.02599314377490835,5.689445400443295e-07
0.36,79.66106173865683,999.99997883831,9.999999801129535,9.661061738656839,0.33866246255772525,0.00012650270083429762,2.1786560995678685e-10,2.7811486881894626e-06,8.695879798588838e-06,8.63087676091873e-08,9.332991805635719e-06,-3.0651657735075035e-07,3.3530258876974896e-06,9.99999695349069,1.1937810754903015e-07,2.0275238353376413e-08,5.921712083097714e-08,3.907896435278985e-08,119.99999996092109,1.3107450773102018e-12,99.98430693012469,0.015693069875348204,26.64051700546149,3.4865721393107183,799.9999999907395,4.294735972975239e-10,9.999999991169421,8.715154787561805e-09,1.1411960726053614e-10,89.87291085522776,999.971811397161,0.028187933758685068,6.69081057218394e-07
0.37,79.65183396826134,999.9999760062027,9.99999977487237,9.651833968261348,0.3478669285738338,0.0001368752770557505,2.471055939571444e-10,3.07032878309049e-06,9.694820673380831e-06,9.619497627210657e-08,1.078314609462663e-05,-3.417862745836186e-07,3.761421484966686e-06,9.99999658036479,1.336588175972925e-07,2.2841276265676124e-08,6.862753846918271e-08,4.4836623430241375e-08,119.99999995516342,1.6213493923415536e-12,99.98387101414345,0.016128985856582304,27.183475121184422,3.666246823254107,799.9999999891988,4.998385026511596e-10,9.999999989699175,1.0162168285603076e-08,1.3704230180481952e-10,89.15027805556144,999.9695016985546,0.03049751823058271,7.832155757547541e-07
0.38,79.64261615132824,999.9999728847592,9.999999745986788,9.642616151328248,0.3570601824161489,0.00014777463502471682,2.793429054124744e-10,3.380762657096144e-06,1.07756955551386e-05,1.0689100422074281e-07,1.2407137447156052e-05,-3.799533736637884e-07,4.2054697652339955e-06,9.99999617448361,1.4917467145526222e-07,2.5642924253136163e-08,7.919561957599266e-08,5.12314082767132e-08,119.99999994876863,1.993142935213696e-12,99.9834350983043,0.01656490169572173,27.717256780416122,3.8495817086586808,799.9999999874592,5.791445475931406e-10,9.99999998803885,1.1795477966597142e-08,1.6368646832579143e-10,88.43316151092517,999.9670748134756,0.03292427370591847,9.128192993595944e-07
0.39,79.63340827507439,999.9999694531019,9.999999714289597,9.6334082750744,0.36624220570764526,0.00015921130739988712,3.147947173866725e-10,3.7133937877786544e-06,1.1942632466690733e-05,1.1843788742808293e-07,1.4219896029201571e-05,-4.211640457727187e-07,4.6870953344264605e-06,9.999995734068714,1.659928219092967e-07,2.869386876510827e-08,9.10237149759163e-08,5.831098576174746e-08,119.99999994168905,2.4359954182477694e-12,99.98299918260729,0.017000817392743884,28.24196451198474,4.036520084449237,799.999999985502,6.682061702091128e-10,9.99999998617068,1.3632369681709617e-08,1.9452076068277457e-10,87.72151540356599,999.9645284012863,0.035470539245478744,1.0594689780025634e-06
0.4,79.6242103267368,999.9999656894328,9.999999679590076,9.62421032673681,0.37541298019846736,0.0001711956615628701,3.536878295711225e-10,4.069180262985896e-06,1.3199836548862998e-05,1.3087747249933075e-07,1.6237157720594317e-05,-4.655671919954147e-07,5.208262273194917e-06,9.99999525730492,1.841818963870822e-07,3.200812621130308e-08,1.0421990356790329e-07,6.612494200725124e-08,119.9999999338751,2.9607905557387423e-12,99.9825632670524,0.017436732947624156,28.757699636989397,4.2270059162793485,799.9999999833075,7.678899499520612e-10,9.999999984075844,1.569114812910452e-08,2.3005403035821523e-10,87.01529444673123,999.9618601576476,0.03813861750310127,1.2248501165186802e-06
