t,GL,O2,FA,GP,GY,TG,PY,LA,AC,CR,PC,CoA_pool,FC,CO2,NAD,ADP
0.18,0.32551277898048275,0.0010690710067302919,0.013921115831126762,0.6636745873251544,33.39091768461969,3.9665276708261605,0.2624081909081862,1.8448921227712967,0.007035246225010738,1.9033685470532604,10.39663145294673,0.0008654859693025136,3.1001572219008127,15.320723356105686,14.228528484775671,-0.21341362241556966
0.19,0.30281050456173747,0.0010690710067193725,0.013949147572723112,0.6812634561915103,33.41309085146811,3.9666275596501968,0.2699325695426529,1.8382400395202245,0.007220076427349662,1.877409611837975,10.422590388162014,0.0008883550476974691,3.1032551954381273,15.410751104626359,14.150946731634484,-0.21298185041112586
0.2,0.28145841294755586,0.0010690710068884722,0.013968206574444877,0.6974739619321689,33.43585196461399,3.966728102142553,0.2771009568366317,1.8317045158505956,0.007404347107403463,1.8515298592262104,10.448470140773777,0.0009112109239798518,3.106437335582792,15.502142996526088,14.06937608619625,-0.21409162085363215
0.21,0.2614394042269721,0.0010690710068059811,0.013979763317680399,0.7123145006734379,33.4591966356581,3.966829738806905,0.28388348198680474,1.8252840414783051,0.007586593585183638,1.8255782318363871,10.4744217681636,0.0009338623430327578,3.1097044605093096,15.594755561991505,13.984112983035006,-0.21648232057964745
0.22,0.24273699527471726,0.0010690710066226434,0.013985041893472152,0.7257958420551754,33.48311649328821,3.966932840862014,0.2902565484637511,1.8189770449742604,0.007765586591546187,1.7994285342526863,10.5005714657473,0.000956149824296172,3.1130564972266725,15.68843924340355,13.89545869490721,-0.21992344980872885
0.23,0.22533450221572554,0.0010690710066759423,0.013985068306517212,0.7379316127402599,33.50759948924981,3.96703771903455,0.29620217516554087,1.8127819024923815,0.007940273284893173,1.7729756329460797,10.527024367053906,0.000977937553678944,3.1164926455715443,15.783040348506306,13.80371691914281,-0.22421058468647845
0.24,0.20921405698703124,0.0010690710064777315,0.013980710472921699,0.7487390223188124,33.5326301326564,3.9671446300785456,0.30170746702209683,1.8066969455948514,0.008109736039622213,1.7461326473057397,10.553867352694247,0.0009991077168920882,3.1200114986741663,15.878402805629637,13.709191467321016,-0.22916218475612277
0.25,0.19435547964325894,0.001069071006766566,0.013972710859489606,0.7582397774590379,33.55818969700249,3.9672537818033478,0.30676418520656556,1.8007204684783937,0.008273163282835254,1.7188288121877346,10.58117118781225,0.001019556513197027,3.1236111341433723,15.974369761564544,13.612184039029787,-0.23461690272692368
0.26,0.1807350463016488,0.0010690710076065044,0.013961712698056706,0.7664611276068573,33.5842564249863,3.9673653369517132,0.3113684024096211,1.7948507347958034,0.008429828881139282,1.6910078635429349,10.60899213645705,0.0010391913525892678,3.12728918380389,16.070785044677265,13.512992067263207,-0.24043126247550362
0.27,0.1683242238106323,0.0010690709998750641,0.013948280559014415,0.7734369569529581,33.61080575244059,3.967479416219353,0.315520229332992,1.7890859842550335,0.008579077886933139,1.6626268220693043,10.637373177930682,0.001057928897306065,3.131042887697771,16.16749451135167,13.411906628174178,-0.24647762761273698
0.28,0.1570884888725188,0.0010690710269437857,0.013932916661532803,0.779208792226512,33.637810567732785,3.967596100702052,0.3192235916704457,1.7834244391920637,0.00872031697253326,1.633655046159661,10.666344953840325,0.0010756937712671764,3.1348691374862816,16.26434729919716,13.309210410264011,-0.2526424311370557
0.29,0.14698636496878414,0.0010690710072407297,0.01391607372373106,0.7838265861814593,33.665241513590566,3.9677154339569873,0.32248603892714045,1.7778643112321226,0.008853009973448386,1.604073475769156,10.69592652423083,0.0010924176481615787,3.138764511090605,16.361196996038135,13.205175756639864,-0.2588247079431543
0.3,0.13796882631851362,0.001069071007802444,0.013898164494353406,0.7873491227774908,33.693067336039014,3.9678374238334277,0.325318568139992,1.772403808100207,0.008976676769409265,1.5738740136933702,10.726125986306617,0.0011080393059104483,3.142725301464381,16.45790272454795,13.100062800535698,-0.2649350026524772
0.31,0.12997919029974114,0.0010690710059951258,0.013879568554950083,0.7898439171406271,33.72125528136504,3.9679620443233183,0.3277354349622045,1.7670411406198614,0.009090898106010301,1.543058951940865,10.756941048059122,0.0011225047675641167,3.1467475399288234,16.554330137674835,12.994117744098487,-0.2708946661228772
0.32,0.12295360978617084,0.0010690710068619444,0.013860636517923863,0.7913864955519332,33.749771538408766,3.968089237668772,0.32975392617079796,1.7617745298589127,0.009195323878103312,1.5116403654827968,10.78835963451719,0.0011357683214621016,3.1508270181313986,16.650352313157523,12.887571333811307,-0.2766355472173479
0.33,0.11682212182354346,0.0010690710064305978,0.01384169204906263,0.7920591010849263,33.77858171257465,3.9682189168972575,0.3313940762985804,1.756602214290074,0.009289684627663008,1.4796394111930147,10.820360588806972,0.0011477938563328055,3.154959310725431,16.74585053646247,12.780637581180592,-0.28209998016812204
0.34,0.11151023103025273,0.0010690710066839147,0.013823031694573145,0.791948846909327,33.807651324140046,3.9683509689491046,0.3326783115318117,1.7515224568128087,0.009373805997316239,1.447085478525945,10.852914521474043,0.0011585565060636118,3.15913980053567,16.840714939145197,12.673512810861736,-0.28724096941505517
0.35000000000000003,0.10694083876498546,0.0010690710066406648,0.013804923155132312,0.7911455132644858,33.836946310724954,3.9684852584564543,0.3336310184753497,1.746533551404358,0.009447622414786307,1.4140151581775304,10.885984841822458,0.0011680444461446204,3.1633637106700743,16.934844979279045,12.566375074112175,-0.2920223714151661
0.36,0.10303630956764612,0.0010690710066731026,0.013787602639843057,0.7897392061061965,33.866433514763024,3.9686216320809624,0.33427805153645984,1.7416338291985203,0.009511188502592345,1.3804710428169435,10.919528957183044,0.0011762603688796295,3.167626144481333,17.028149755552352,12.459383935737803,-0.29641891393795966
0.37,0.09972048711301561,0.001069071006664783,0.013771271852707306,0.7878180762475769,33.896081134654764,3.9687599233041735,0.33464619349556773,1.7368216637299652,0.009564685645097333,1.3465003781050968,10.95349962189489,0.0011832224673849485,3.171922134961973,17.120548131238493,12.352680669340247,-0.30041591157848646
0.38,0.09692045649822728,0.001069071006667373,0.01375609543544153,0.7854663150210582,33.92585912091742,3.9688999573681216,0.33476260472473085,1.732095475225195,0.009608421686030655,1.3121536410282932,10.987846358971694,0.0011889646640145094,3.1762467026517096,17.211968687916688,12.246388792029132,-0.30400861907473914
0.39,0.09456794545014592,0.0010690710066663892,0.013742199387935628,0.7827625447144549,33.95573950168756,3.969041556122469,0.334654288549652,1.7274537338188556,0.00964282370031189,1.277483109997057,11.022516890002933,0.001193535920846867,3.1805949193875427,17.302349512397537,12.140614906189679,-0.30720122568216945
0.4,0.09260028576708748,0.0010690710066664458,0.013729670929474216,0.779778693435568,33.985696623374515,3.969184542485205,0.33434760498920923,1.722894961618445,0.009668423591280648,1.2425415089247362,11.057458491075252,0.0011969986977038091,3.1849619745920346,17.3916378328843,12.03544978653283,-0.3100055491280621
0.41000000000000003,0.09096098147613604,0.0010690710066664083,0.013718559808605485,0.776579308927418,34.01570731041103,3.969328744335347,0.3338678513357871,1.7184177337673578,0.009685838621868522,1.2073807855562313,11.092619214443756,0.0011994267139958568,3.189343239548719,17.479789544890487,11.930969615642672,-0.3124395690985839
0.42,0.08959988113638037,0.0010690710066663825,0.0137088811455704,0.773221320434468,34.04575093605668,3.9694739976502156,0.33323892972331054,1.7140206784663183,0.009695748455063304,1.17205108175798,11.127948918242009,0.0012009021809144505,3.193734325307697,17.566768637056132,11.827237328143394,-0.3145258881239343
0.43,0.08847306715552954,0.001069071006666388,0.01370061940779574,0.7697541293448094,34.07580941891332,3.9696201488637275,0.33248310280944937,1.709702476188398,0.009698871124281942,1.1365999160772347,11.163400083922756,0.001201512873668048,3.1981311309992906,17.652546559090922,11.724303980098098,-0.31629025824109097
0.44,0.08754252693938025,0.0010690710066663816,0.013693733176933665,0.7662199588038205,34.105867155083985,3.969767056470061,0.3316208343171807,1.7054618582226369,0.009695939754679235,1.101071580494997,11.198928419504995,0.0012013492031167263,3.2025298807574525,17.73710155496887,11.622210101795417,-0.31776023729038094
0.45,0.0867756810123245,0.001069071006666384,0.013688160345434063,0.7626543824381423,34.13591089528685,3.969914591887371,0.33067071250049146,1.7012976046712447,0.009687681955345029,1.0655067569340693,11.234493243065922,0.0012005015606676292,3.206927147046908,17.820417982224296,11.520986995453633,-0.3189640529673979
0.46,0.0861448462700494,0.0010690710066663832,0.013683823282456297,0.7590869417691835,34.165929587170574,3.9700626397692655,0.3296494357464786,1.697208542121091,0.009674802557660522,1.0299423066689704,11.27005769333102,0.0011990580774606885,3.211319862193265,17.90248564080504,11.420657953456809,-0.31992967550813023
0.47000000000000003,0.08562666299430452,0.0010690710066663838,0.013680633734127435,0.7555418191950418,34.19591419042638,3.9702110978174634,0.3285718543751857,1.6931935410687897,0.009657970078458084,0.9944112216881705,11.305588778311822,0.0011971028181462851,3.2157053185323043,17.983299125225592,11.321239377181817,-0.3206841094750031
0.48,0.08520153535562833,0.0010690710066663838,0.013678497200634774,0.7520385079375085,34.22585747883362,3.9703598762384718,0.32745105279457476,1.689251513243672,0.009637807240464816,0.9589426997730816,11.341057300226911,0.0011947144693109438,3.220081158864347,18.06285721260186,11.222741788659098,-0.3212528917020137
0.49,0.08485310606204927,0.0010690710066663836,0.013677316696583272,0.7485924516776121,34.25575383919876,3.97050889697305,0.3262984577250243,1.6853814089235426,0.009614884849270403,0.923562305110856,11.376437694889136,0.0011919654751465908,3.2244453599515035,18.141162291463992,11.125170740584133,-0.3216597560719685
0.5,0.08456777823380167,0.0010690710066663834,0.013676995775392853,0.7452156367610084,34.28559907354422,3.970658092756715,0.32512396599441457,1.6815822143052233,0.009589718924980832,0.8882921987758434,11.411707801224148,0.0011889215812903961,3.228796210219431,18.218219840598863,11.02852761454044,-0.3219264541705122
0.51,0.08433428632778975,0.0010690710066663838,0.013677440918994746,0.7419171307762455,34.315390210606054,3.970807406120971,0.32393607936953944,1.6778529489843041,0.009562770042374555,0.8531514022197872,11.446848597780205,0.0011856416740270398,3.2331322845488586,18.29403795390658,10.932810328016618,-0.3220726767526148
0.52,0.0841433211821275,0.001069071006666383,0.013678563286706821,0.7387035603284948,34.345125329838176,3.9709567883689045,0.32274204248993826,1.6741926635754654,0.009534444700109227,0.8181560832013064,11.481843916798688,0.0011821778858150638,3.237452416993302,18.368626914449084,10.838013948820196,-0.3221160650203529
0.53,0.0839872099013537,0.0010690710066663834,0.013680279865811251,0.7355795250974494,34.3748034010507,3.971106198570456,0.3215479785360803,1.6706004375031323,0.009505098078907405,0.7833198487995381,11.516680151200456,0.0011785759072211986,3.2417556729476598,18.44199881891204,10.744131220633275,-0.3220722894755526
0.54,0.08385964038006026,0.001069071006666388,0.013682514189930975,0.732547957803383,34.40442413998261,3.971255602617476,0.3203590177543584,1.6670753769644948,0.009475037538651575,0.7486540290439477,11.551345970956046,0.0011748753823670368,3.2460413221494235,18.514167244879125,10.65115301905057,-0.3219551613734538
0.55,0.08375542890317896,0.0010690710066663832,0.013685196677357795,0.729610431144864,34.43398788047601,3.971404972350165,0.31917941727109417,1.6636166130741548,0.009444526590829014,0.7141679462520291,11.585832053747964,0.001171110392230135,3.2503088130351956,18.585146961025075,10.559068739887797,-0.321776768347417
0.56,0.08367032013876465,0.001069071006666384,0.013688264716762924,0.7267674243325188,34.46349545988515,3.971554284746889,0.31801267302387237,1.6602233001537114,0.009413789169552966,0.679869169732401,11.620130830267593,0.0011673099707697973,3.254557748410717,18.654953669725757,10.467866637944432,-0.32154762242394985
0.5700000000000001,0.08360082595608229,0.0010690710066663838,0.013691662476398908,0.7240185403188306,34.49294812166311,3.971703521204654,0.31686162031656717,1.6568946142119216,0.00938301391260525,0.6457637476958382,11.654236252304157,0.001163498643095809,3.2587878633948346,18.723603790873465,10.377534104426317,-0.3212768157786232
0.58,0.0835440909083472,0.0010690710066663834,0.0136953405715909,0.7213626880624421,34.52234743139231,3.9718526669004706,0.31572852400904,1.653629751577302,0.009352358246097647,0.6118564165134361,11.688143583486559,0.00115969693486298,3.262999005577892,18.791114276208113,10.288057901337647,-0.3209721720001704
0.59,0.08349777923616775,0.0010690710066663838,0.013699255651492496,0.7187982360013861,34.551695204528535,3.972001710227146,0.31461515899028464,1.6504279276661156,0.009321952232147622,0.5781507880275086,11.721849211972485,0.0011559218534931302,3.267191117261851,18.857502449461762,10.199424360692188,-0.3206403886070549
0.6,0.08345998097492746,0.0010690710066663838,0.013703369934579712,0.7163231397659829,34.58099344486727,3.972150642298434,0.3135228814700161,1.64728837587713,0.009291902122252987,0.5446495158705925,11.7553504841294,0.0011521873403605905,3.2713642197320474,18.92278587015399,10.111619551897645,-0.320287169875997
0.61,0.08342913486610914,0.0010690710066663845,0.013707650709003644,0.7139350471328403,34.610244292613125,3.972299456517002,0.312452691883222,1.644210346602374,0.009262293595347169,0.5113544425206898,11.788645557479304,0.0011485046844521786,3.27551839943838,18.986982218761607,10.024629420511085,-0.3199173502202653
0.62,0.08340396373348946,0.0010690710066663834,0.013712069831206526,0.7116313856783836,34.6394499802449,3.9724481481959626,0.31140529048327587,1.6411931063345557,0.00923319468380263,0.4782667293552553,11.821733270644737,0.001144882892558332,3.2796537958512864,19.05010919910523,9.938439904628124,-0.31953500691374587
0.63,0.08338342394216781,0.0010690710066663849,0.013716603226554075,0.7094094308895232,34.668612797173346,3.97259671424147,0.31038112464725287,1.6382359368855766,0.00920465836464435,0.4453869672010121,11.85461303279898,0.0011413290230764084,3.283770591183547,19.112184459976945,9.853037026429389,-0.3191435603834926
0.64,0.0833666637979093,0.0010690710066663819,0.013721230422176229,0.7072663614479473,34.69773506067604,3.9727451528812705,0.30938042973050484,1.6353381346883138,0.009176724792313695,0.4127152715819758,11.887284728418017,0.0011378484712650547,3.287869001651597,19.173225530600615,9.768406966493597,-0.3187458627918688
0.65,0.08335298840115707,0.0010690710066663855,0.013725934114814448,0.7051993051622386,34.72681909154318,3.9728934634286004,0.30840326488714354,1.6324990101635715,0.009149423308587614,0.3802513659820995,11.919748634017893,0.0011344452277775193,3.2919492698507637,19.233249766421654,9.684536125506218,-0.3183442769066379
0.66,0.0833418306355484,0.0010690710066663825,0.01373069977803417,0.7032053759778928,34.75586719428559,3.9730416460807705,0.3074495438987469,1.6297178871517384,0.00912277415296441,0.34799465325438517,11.952005346745606,0.0011311221003187713,3.2960116583244035,19.292274305137894,9.601411173460164,-0.31794074523431964
0.67,0.08333272787804706,0.0010690710066663636,0.013735515309388978,0.7012817026950668,34.78488164160164,3.9731897017505373,0.30651906123473577,1.6269941024066188,0.009096789939718549,0.31594427577035566,11.984055724229636,0.0011278809027361913,3.300056444204481,19.35031603233851,9.51901908719357,-0.31753684979900876
0.68,0.08332530144754687,0.001069071006666394,0.01374037069528747,0.6994254537576343,34.81386466083098,3.973337631912977,0.30561151587880175,1.6243270051194476,0.009071477043422694,0.28409917027930937,12.015900829720684,0.0011247226313590767,3.3040839143302025,19.407391551618097,9.437347182493426,-0.31713386757727036
0.6900000000000001,0.08331924253326572,0.001069071006666382,0.013745257726875954,0.6976338526320855,34.84281842528224,3.9734854384907794,0.30472652958902713,1.621715956518524,0.009046836601996726,0.25245810950474257,12.047541890495252,0.001121647601948525,3.308094361730752,19.46351716590626,9.356383132568675,-0.3167328148237028
0.7000000000000001,0.08331429919267683,0.0010690710066663832,0.013750169745590107,0.6959041914544852,34.87174504678227,3.9736331237508833,0.3038636633265584,1.6191603294898278,0.009022865520222927,0.2210197395302546,12.07898026046974,0.0011186555715345123,3.3120880823903214,19.518708861488335,9.276114983779326,-0.31633448673618336
0.71,0.083310266146137,0.001069071006666384,0.013755101422729631,0.6942338405969422,34.90064657046188,3.9737806902200337,0.30302243085299907,1.61665950823677,0.008999557241242746,0.18978261048988682,12.110217389510106,0.0011157458424146576,3.3160653727261535,19.57298229740126,9.196531164966116,-0.31593949112411357
0.72,0.0833069756903751,0.0010690710066663845,0.013760048555768746,0.6926202566016011,34.929524970477644,3.9739281406086455,0.30220231105598255,1.6142128879575157,0.008976902464985401,0.15874520428726596,12.141254795712728,0.0011129173548235563,3.320026527327127,19.626352797019834,9.117620494284873,-0.3155482792363899
0.73,0.08330429127607984,0.0010690710066663836,0.013765007911043688,0.6910609861905104,34.95838214805844,3.974075477755785,0.3014027570091892,1.6118198745669035,0.008954889668584777,0.1279059546854314,12.172094045314562,0.0011101687555833068,3.323971837419713,19.678835345241783,9.039372179671403,-0.31516116916783915
0.74,0.08330210142226734,0.0010690710066663834,0.013769977069594984,0.68955366991624,34.98721992970325,3.974222704576191,0.3006232047152661,1.6094798844246683,0.008933505633037731,0.09726326670204527,12.202736733297948,0.001107498464096966,3.3279015893681696,19.73044458609466,8.961775818828015,-0.3147783686682418
0.75,0.08330031531793418,0.0010690710066663814,0.013774954300268191,0.6880960433676582,35.01604006680963,3.9743698240204437,0.29986307982194205,1.6071923440912308,0.008912735848230395,0.0668155312886715,12.233184468711322,0.0011049047259445103,3.331816063620944,19.781194823771482,8.884821395307984,-0.31439999337278834
0.76,0.0832988584419444,0.0010690710066663814,0.013779938441145091,0.6866859383886408,35.04484423538295,3.9745168390369936,0.29912180398853755,1.6049566900884125,0.008892564885360258,0.03656113926412301,12.263438860735869,0.001102385662300493,3.3357155337342137,19.83110002395642,8.808499274391856,-0.3140260840456733
0.77,0.08329766970525501,0.0010690710066663855,0.013784928804016827,0.685321282158829,35.0736340369521,3.974663752545534,0.29839879951020165,1.6027723686854163,0.008872976683830299,0.006498491197544889,12.293501508802446,0.0010999393070236362,3.3396002657562085,19.880173818067345,8.732800195636502,-0.31365661996992117
0.78,0.08329669978678102,0.0010690710066663784,0.013789925111305225,0.6840000946996354,35.10241100051734,3.9748105674222867,0.2976934920059087,1.6006388357135546,0.00885395472149049,-0.023373997103628558,12.32337399710362,0.0010975636269086174,3.3434705180119533,19.928429510163674,8.657715262616342,-0.31329152766823304
0.79,0.08329590844153972,0.001069071006666383,0.013794927416554638,0.6827204879518993,35.13117658357627,3.9749572864774523,0.29700531430358257,1.5985555563652731,0.00883548224651751,-0.053057886282788874,12.35305788628278,0.0010952565564850822,3.3473265406209314,19.9758800816661,8.583235935186988,-0.31293069230761084
0.8,0.08329526263752987,0.0010690710066663988,0.013799936037230823,0.6814806636363236,35.15993217384711,3.9751039124387844,0.296333709389053,1.5965220050057347,0.008817542469292788,-0.0825547073161596,12.38255470731615,0.0010930160193386167,3.351168575214047,20.02253819771002,8.509354019881362,-0.31257396701703616
0.81,0.08329473572541297,0.0010690710066663506,0.013804951521487101,0.6802789100440058,35.1886790917311,3.9752504479466793,0.2956781314242783,1.5945376650160163,0.008800118643346892,-0.11186595966167578,12.411865959661665,0.0010908399362430214,3.3549968550115454,20.068416215556592,8.436061658350155,-0.3122211774436705
0.8200000000000001,0.08329430592796441,0.0010690710066663964,0.013809974594624696,0.6791135997431871,35.21741859215722,3.9753968955420946,0.29503804793777033,1.5926020286182883,0.008783194193475988,-0.14099310674978222,12.44099310674977,0.0010887262523474215,3.358811604676713,20.113526191394186,8.363351317475978,-0.3118721291555116
0.8300000000000001,0.08329395544795351,0.0010690710066664825,0.01381500612325724,0.6779831865643156,35.24615186689989,3.9755432576607577,0.2944129409785999,1.5907145967171936,0.00876675281687303,-0.16993757380046504,12.469937573800454,0.0010866729391315272,3.3626130403526564,20.157879888320537,8.29121577835333,-0.31152661248664526
0.84,0.0832936695098441,0.0010690710066663962,0.013820047077622284,0.6768862026733466,35.27488004683896,3.9756895366267444,0.2938023083723738,1.5888748787398292,0.00875077857056642,-0.1987007454020964,12.498700745402086,0.0010846780082979781,3.3664013696886754,20.2014887842263,8.219648125340386,-0.31118440765718547
0.85,0.08329343647519416,0.0010690710066663229,0.013825098526618512,0.675821254857547,35.30360420470529,3.9758357346570854,0.2932056631277008,1.5870823925095914,0.00873525583562607,-0.22728396714937651,12.527283967149364,0.0010827395147349666,3.3701767922062973,20.24436408104169,8.148641734057312,-0.31084528527118066
0.86,0.08329324612816108,0.0010690710066663866,0.013830161578026218,0.6747870222410881,35.332325356940665,3.9759818538476677,0.2926225359730007,1.585336664063506,0.008720169495803978,-0.25568854040285155,12.55568854040284,0.0010808555737489033,3.373939499081664,20.286516711494514,8.07819026142937,-0.3105090145865895
0.87,0.08329309089807142,0.0010690710066664148,0.013835237412265512,0.6737822521198618,35.361044466745525,3.9761278961901887,0.29205247262627837,1.583637227565048,0.008705504802829908,-0.2839157285013323,12.58391572850132,0.0010790243425170636,3.3776896738401336,20.32795734919559,8.008287633544784,-0.3101753584663969
0.88,0.08329296402897159,0.0010690710066663827,0.013840327216474366,0.6728057576116943,35.38976244596272,3.976273863556331,0.2914950366502617,1.5819836251157096,0.008691247547924925,-0.3119667508712453,12.611966750871234,0.0010772440458983808,3.381427492115125,20.36869641548048,7.938928035403268,-0.30984408254676954
0.89,0.0832928604987902,0.001069071006666378,0.013845432215381995,0.6718564143429318,35.4184801575882,3.9764197577124674,0.290949807023103,1.5803754066654139,0.00867738394814173,-0.33984278844525145,12.639842788445241,0.0010755129600536263,3.3851531222409608,20.408744088085854,7.870105900618198,-0.3095149506671346
0.9,0.08329277596151911,0.0010690710066663812,0.013850553628255003,0.670933157520064,35.44719841800726,3.97656558031164,0.2904163796881868,1.5788121298479665,0.008663900746115233,-0.36754498063957347,12.667544980639562,0.001073829426322492,3.3888667252396596,20.448110308932254,7.801815900461025,-0.30918773076574285
0.91,0.0832927069913063,0.0010690710066663823,0.013855692678985978,0.6700349792986136,35.47591799904627,3.9767113329009693,0.28989436634596133,1.5772933598715593,0.008650785155496454,-0.3950744280854992,12.695074428085487,0.0010721918452339845,3.392568455196659,20.48680479154466,7.734052934733678,-0.3088621933112375
0.92,0.0832926507522217,0.0010690710066663855,0.013860850579579151,0.6691609258672666,35.5046396301821,3.9768570169216146,0.2893833946017436,1.575818669381915,0.008638024891603575,-0.4224321925719403,12.72243219257193,0.0010705986786430292,3.3962584594430716,20.52483702875925,7.666812121589727,-0.30853811342686743
0.93,0.08329260485448746,0.0010690710066663842,0.013866028524377318,0.6683100947213663,35.533364000653606,3.9770026337115887,0.2888831075799983,1.5743876383363424,0.008625608161915868,-0.4496192980622196,12.749619298062209,0.001069048449780017,3.399936878816833,20.562216300266392,7.600088787840831,-0.30821527155114786
0.9400000000000001,0.08329256760719682,0.0010690710066663868,0.013871227698514536,0.6674816326932625,35.56209176097725,3.977148184511834,0.28839316292776634,1.5729998538952235,0.008613523628066787,-0.4766367329385198,12.77663673293851,0.0010675397376845666,3.403603847949267,20.59895167836142,7.53387846204188,-0.3078934520699136
