t,S,M
2.91,0.3099222811693542,0.6900777188306457
2.92,0.30933427421730325,0.6906657257826967
2.93,0.30874688375353526,0.6912531162464647
2.94,0.30816011102777463,0.6918398889722254
2.95,0.3075739572823398,0.6924260427176602
2.96,0.30698842375213425,0.6930115762478657
2.97,0.30640351166463653,0.6935964883353635
2.98,0.3058192222398916,0.6941807777601083
2.99,0.3052355566905008,0.6947644433094992
3.0,0.30465251622161305,0.695347483778387
3.0100000000000002,0.304070102030915,0.695929897969085
3.02,0.3034883153086221,0.6965116846913779
3.0300000000000002,0.30290715723746886,0.6970928427625311
3.04,0.3023266289926998,0.6976733710073002
3.0500000000000003,0.3017467317420598,0.6982532682579402
3.06,0.301167466645785,0.698832533354215
3.0700000000000003,0.3005888348565931,0.699411165143407
3.08,0.30001083751967444,0.6999891624803255
3.09,0.2994334757726823,0.7005665242273177
3.1,0.2988567507457236,0.7011432492542764
3.11,0.2982806635613495,0.7017193364386505
3.12,0.2977052153345463,0.7022947846654537
3.13,0.2971304071727257,0.7028695928272742
3.14,0.29655624017571564,0.7034437598242843
3.15,0.29598271543575094,0.7040172845642491
3.16,0.2954098340374638,0.7045901659625362
3.17,0.29483759734827136,0.7051624026517286
3.18,0.29426600585654844,0.7057339941434515
3.19,0.2936950609808104,0.7063049390191896
3.2,0.2931247637805044,0.7068752362194956
3.21,0.29255511530780104,0.7074448846921989
3.22,0.2919861166075849,0.7080138833924151
3.23,0.29141776871744646,0.7085822312825535
3.24,0.290850072667673,0.709149927332327
3.25,0.29028302948124074,0.7097169705187593
3.2600000000000002,0.2897166401738062,0.7102833598261937
3.27,0.2891509057536987,0.7108490942463013
3.2800000000000002,0.28858582722191184,0.7114141727780882
3.29,0.2880214055720965,0.7119785944279035
3.3000000000000003,0.2874576417905529,0.7125423582094471
3.31,0.28689453685622335,0.7131054631437767
3.3200000000000003,0.2863320917406852,0.7136679082593148
3.33,0.28577030740814374,0.7142296925918562
3.34,0.2852091848154254,0.7147908151845745
3.35,0.28464872491197096,0.715351275088029
3.36,0.28408892863982943,0.7159110713601705
3.37,0.2835297969336513,0.7164702030663487
3.38,0.2829713307206827,0.7170286692793173
3.39,0.2824135309207592,0.7175864690792407
3.4,0.2818563984463002,0.7181436015536997
3.41,0.2812999342023033,0.7187000657976966
3.42,0.28074413908633855,0.7192558609136614
3.43,0.28018901398854346,0.7198109860114565
3.44,0.2796345597916177,0.7203654402083822
3.45,0.27908077737081843,0.7209192226291815
3.46,0.2785276675939551,0.7214723324060449
3.47,0.27797523132138496,0.722024768678615
3.48,0.277423469406009,0.722576530593991
3.49,0.2768723826932671,0.7231276173067328
3.5,0.27632197202540676,0.7236780279745932
3.5100000000000002,0.2757722382835325,0.7242277617164675
3.52,0.275223182309874,0.7247768176901259
3.5300000000000002,0.2746748049259662,0.7253251950740338
3.54,0.27412710694610976,0.7258728930538902
3.5500000000000003,0.27358008917737364,0.7264199108226264
3.56,0.27303375241959743,0.7269662475804025
3.5700000000000003,0.27248809746539393,0.7275119025346061
3.58,0.2719431251001521,0.7280568748998479
3.59,0.27139883610204035,0.7286011638979596
3.6,0.27085523124200966,0.7291447687579903
3.61,0.2703123112837973,0.7296876887162027
3.62,0.2697700769839305,0.7302299230160695
3.63,0.2692285290917308,0.7307714709082692
3.64,0.2686876683493177,0.7313123316506823
3.65,0.2681474954916137,0.7318525045083862
3.66,0.2676080112463488,0.7323919887536512
3.67,0.2670692163340653,0.7329307836659347
3.68,0.26653111146812297,0.733468888531877
3.69,0.2659936973547047,0.7340063026452953
3.7,0.2654569746928216,0.7345430253071784
3.71,0.26492094417431933,0.7350790558256807
3.72,0.26438560648388365,0.7356143935161163
3.73,0.2638509622990471,0.7361490377009529
3.74,0.26331701229019516,0.7366829877098048
3.75,0.26278375712057317,0.7372162428794269
3.7600000000000002,0.26225119744629305,0.7377488025537069
3.77,0.26171933391634083,0.7382806660836592
3.7800000000000002,0.26118816717258353,0.7388118328274165
3.79,0.2606576978497772,0.7393423021502228
3.8000000000000003,0.2601279265755744,0.7398720734244256
3.81,0.2595988539705325,0.7404011460294675
3.8200000000000003,0.2590704806481218,0.7409295193518781
3.83,0.25854280721473427,0.7414571927852657
3.84,0.2580158342696918,0.7419841657303081
3.85,0.2574895624052556,0.7425104375947443
3.86,0.2569639922066352,0.7430360077933648
3.87,0.2564391242519978,0.7435608757480022
3.88,0.2559149591124778,0.7440850408875221
3.89,0.255391497352187,0.744608502647813
3.9,0.25486873952822436,0.7451312604717756
3.91,0.2543466861906861,0.7456533138093139
3.92,0.25382533788267686,0.7461746621173231
3.93,0.2533046951403196,0.7466953048596804
3.94,0.2527847584927674,0.7472152415072326
3.95,0.2522655284622139,0.747734471537786
3.96,0.2517470055639052,0.7482529944360947
3.97,0.2512291903061513,0.7487708096938487
3.98,0.25071208319033794,0.749287916809662
3.99,0.2501956847109387,0.7498043152890613
4.0,0.2496799953615011,0.7503200046384989
4.01,0.24916501567151664,0.7508349843284834
4.0200000000000005,0.24865074612996146,0.7513492538700386
4.03,0.24813718720941363,0.7518628127905864
4.04,0.2476243393758336,0.7523756606241664
4.05,0.24711220308858278,0.7528877969114173
4.0600000000000005,0.2466007788004425,0.7533992211995575
4.07,0.24609006695763308,0.753909933042367
4.08,0.24558006799983312,0.754419932000167
4.09,0.24507078236019927,0.7549292176398008
4.1,0.24456221046538615,0.7554377895346139
4.11,0.24405435273556647,0.7559456472644336
4.12,0.24354720958445172,0.7564527904155484
4.13,0.2430407814193127,0.7569592185806874
4.14,0.2425350686410007,0.7574649313589994
4.15,0.24203007164396861,0.7579699283560315
4.16,0.2415257908162929,0.7584742091837072
4.17,0.24102222653969502,0.758977773460305
4.18,0.24051937918956373,0.7594806208104363
4.19,0.24001724913497752,0.7599827508650225
4.2,0.23951583673872734,0.7604841632612728
4.21,0.2390151423573394,0.7609848576426608
4.22,0.23851516634109837,0.7614848336589017
4.23,0.23801590903407108,0.761984090965929
4.24,0.2375173707741302,0.76248262922587
4.25,0.23701955189297813,0.762980448107022
4.26,0.23652245271617153,0.7634775472838286
4.2700000000000005,0.23602607356314578,0.7639739264368544
4.28,0.23553041474723993,0.7644695852527602
4.29,0.23503547657572182,0.7649645234242783
4.3,0.23454125934981337,0.7654587406501868
4.3100000000000005,0.2340477633647164,0.7659522366352838
4.32,0.2335549889096387,0.7664450110903614
4.33,0.2330629362678199,0.7669370637321803
4.34,0.23257160571655836,0.7674283942834418
4.3500000000000005,0.23208099752723768,0.7679190024727625
4.36,0.231591111965354,0.7684088880346461
4.37,0.2311019492905431,0.768898050709457
4.38,0.23061350975660808,0.7693864902433921
4.39,0.23012579361154728,0.7698742063884529
4.4,0.22963880109758242,0.7703611989024177
4.41,0.22915253245118702,0.7708474675488132
4.42,0.2286669879031151,0.7713330120968851
4.43,0.22818216767843008,0.7718178323215701
4.44,0.22769807199653408,0.7723019280034661
4.45,0.22721470107119757,0.7727852989288027
4.46,0.2267320551105889,0.7732679448894113
4.47,0.22625013431730454,0.7737498656826957
4.48,0.2257689388883994,0.7742310611116008
4.49,0.22528846901541752,0.7747115309845827
4.5,0.22480872486924242,0.7751912751307577
4.51,0.22432970653955717,0.775670293460443
4.5200000000000005,0.22385141417580065,0.7761485858241995
4.53,0.2233738479344786,0.7766261520655215
4.54,0.2228970079660551,0.7771029920339451
4.55,0.2224208944149658,0.7775791055850344
4.5600000000000005,0.22194550741963068,0.7780544925803695
4.57,0.22147084711246728,0.7785291528875329
4.58,0.2209969136199035,0.7790030863800966
4.59,0.2205237070623908,0.7794762929376093
4.6000000000000005,0.22005122755441717,0.779948772445583
4.61,0.21957947520452056,0.7804205247954796
4.62,0.2191084501153018,0.7808915498846983
4.63,0.21863815238343792,0.7813618476165622
4.64,0.21816858209969536,0.7818314179003047
4.65,0.21769973934894332,0.7823002606510568
4.66,0.21723162421016715,0.782768375789833
4.67,0.21676423675648157,0.7832357632435186
4.68,0.2162975770551441,0.783702422944856
4.69,0.21583164516756864,0.7841683548324315
4.7,0.21536644114933884,0.7846335588506613
4.71,0.2149019650502216,0.7850980349497786
4.72,0.21443821691418066,0.7855617830858195
4.73,0.21397519677939017,0.78602480322061
4.74,0.21351290467824843,0.7864870953217518
4.75,0.21305134063739134,0.7869486593626088
4.76,0.21259050467770627,0.7874094953222939
4.7700000000000005,0.21213039681434567,0.7878696031856545
4.78,0.21167101705674107,0.788328982943259
4.79,0.21121236540861663,0.7887876345913835
4.8,0.21075444186800305,0.789245558131997
4.8100000000000005,0.21029724642725156,0.7897027535727486
4.82,0.20984077907304785,0.7901592209269522
4.83,0.20938503978642586,0.7906149602135742
4.84,0.20893002854278186,0.7910699714572182
4.8500000000000005,0.2084757453118886,0.7915242546881115
4.86,0.20802219005790917,0.7919778099420909
4.87,0.20756936273941132,0.7924306372605887
4.88,0.2071172633093814,0.7928827366906187
4.89,0.20666589171636718,0.7933341082836328
4.9,0.20621524793433066,0.7937847520656693
4.91,0.20576533191803428,0.7942346680819657
4.92,0.20531614360356723,0.7946838563964328
4.93,0.20486768292178384,0.7951323170782162
4.94,0.20441994979832542,0.7955800502016747
4.95,0.2039729441536429,0.7960270558463571
4.96,0.2035266659030188,0.7964733340969812
4.97,0.20308111495659006,0.7969188850434099
4.98,0.20263629121937057,0.7973637087806295
4.99,0.2021921945912741,0.7978078054087259
5.0,0.20174882496713703,0.7982511750328629
5.01,0.20130618223674152,0.7986938177632585
5.0200000000000005,0.2008642662848386,0.7991357337151613
5.03,0.20042307699117184,0.7995769230088282
5.04,0.1999826142305003,0.8000173857694998
5.05,0.1995428778726224,0.8004571221273776
5.0600000000000005,0.19910386778239966,0.8008961322176004
5.07,0.19866558381978056,0.8013344161802194
5.08,0.19822802583982432,0.8017719741601756
5.09,0.19779119369272527,0.8022088063072748
5.1000000000000005,0.1973550872238369,0.8026449127761631
5.11,0.19691970627369645,0.8030802937263035
5.12,0.19648505067804922,0.8035149493219508
5.13,0.19605112026787333,0.8039488797321267
5.14,0.19561791486940447,0.8043820851305955
5.15,0.19518543430416083,0.8048145656958391
5.16,0.19475367838896818,0.8052463216110318
5.17,0.19432264693598494,0.805677353064015
5.18,0.19389233975272757,0.8061076602472724
5.19,0.19346275664209595,0.806537243357904
5.2,0.19303389740239912,0.8069661025976008
5.21,0.19260576182738076,0.8073942381726192
5.22,0.19217834970624517,0.8078216502937547
5.23,0.1917516608236832,0.8082483391763168
5.24,0.1913256949598984,0.8086743050401015
5.25,0.19090045189063315,0.8090995481093668
5.26,0.19047593138719515,0.8095240686128048
5.2700000000000005,0.19005213321648382,0.8099478667835162
5.28,0.18962905714101708,0.8103709428589828
5.29,0.18920670289616826,0.8107932971038317
5.3,0.18878507020247065,0.8112149297975293
5.3100000000000005,0.18836415880349744,0.8116358411965026
5.32,0.18794396843836836,0.8120560315616316
5.33,0.1875244988416421,0.8124755011583579
5.34,0.18710574974333527,0.8128942502566647
5.3500000000000005,0.18668772086894103,0.813312279131059
5.36,0.18627041193944774,0.8137295880605523
5.37,0.18585382267135764,0.8141461773286424
5.38,0.18543795277670572,0.8145620472232943
5.39,0.18502280196307838,0.8149771980369216
5.4,0.1846083699336323,0.8153916300663676
5.41,0.1841946563871133,0.8158053436128867
5.42,0.18378166101787505,0.8162183389821249
5.43,0.18336938351589807,0.8166306164841018
5.44,0.1829578235668086,0.8170421764331913
5.45,0.18254698085189755,0.8174530191481024
5.46,0.1821368550481394,0.8178631449518605
5.47,0.1817274458282112,0.8182725541717888
5.48,0.18131875286051152,0.8186812471394884
5.49,0.18091077580917972,0.8190892241908202
5.5,0.18050351433411463,0.8194964856658853
5.51,0.1800969680909939,0.819903031909006
5.5200000000000005,0.179691136731293,0.8203088632687069
5.53,0.17928601990230447,0.8207139800976955
5.54,0.17888161724715684,0.8211183827528431
5.55,0.17847792840483404,0.8215220715951659
5.5600000000000005,0.17807495301019444,0.8219250469898055
5.57,0.1776726906939903,0.8223273093060096
5.58,0.1772711410828868,0.8227288589171131
5.59,0.17687030379948138,0.8231296962005186
5.6000000000000005,0.17647017846232307,0.8235298215376768
5.61,0.17607076468593197,0.8239292353140679
5.62,0.17567206208081834,0.8243279379191816
5.63,0.17527407025350214,0.8247259297464978
5.64,0.17487678880653243,0.8251232111934675
5.65,0.1744802173385067,0.8255197826614932
5.66,0.1740843554440906,0.8259156445559093
5.67,0.1736892027140371,0.8263107972859628
5.68,0.17329475873538855,0.8267052412646114
5.69,0.17290102309182995,0.82709897690817
5.7,0.17250799536264957,0.8274920046373503
5.71,0.1721156751232496,0.8278843248767503
5.72,0.17172406194522283,0.8282759380547771
5.73,0.17133315539637248,0.8286668446036274
5.74,0.17094295504073212,0.8290570449592678
5.75,0.17055346043858524,0.8294465395614147
5.76,0.17016467114648537,0.8298353288535145
5.7700000000000005,0.16977658671727577,0.8302234132827241
5.78,0.16938920670010962,0.8306107932998903
5.79,0.16900253064046972,0.8309974693595301
5.8,0.16861655808018855,0.8313834419198113
5.8100000000000005,0.1682312885574683,0.8317687114425316
5.82,0.16784672160690095,0.8321532783930989
5.83,0.16746285675948824,0.8325371432405116
5.84,0.16707969354266175,0.832920306457338
5.8500000000000005,0.16669723148030308,0.8333027685196968
5.86,0.16631547009276396,0.8336845299072358
5.87,0.1659344088968865,0.8340655911031134
5.88,0.1655540474060231,0.8344459525939767
5.89,0.1651743851300572,0.8348256148699427
5.9,0.16479542157542285,0.835204578424577
5.91,0.16441715624512565,0.8355828437548741
5.92,0.16403958863876264,0.8359604113612372
5.93,0.16366271825254272,0.8363372817474571
5.94,0.16328654457930705,0.8367134554206928
5.95,0.16291106710854947,0.8370889328914504
5.96,0.16253628532643682,0.837463714673563
5.97,0.16216219871582943,0.8378378012841704
5.98,0.16178880675630158,0.8382111932436982
5.99,0.16141610892416208,0.8385838910758378
6.0,0.1610441046924746,0.8389558953075252
6.01,0.16067279353107838,0.8393272064689214
6.0200000000000005,0.16030217490660875,0.8396978250933911
6.03,0.1599322482825178,0.840067751717482
6.04,0.15956301311909488,0.840436986880905
6.05,0.15919446887348737,0.8408055311265125
6.0600000000000005,0.15882661499972126,0.8411733850002785
6.07,0.15845945094802272,0.8415405490519772
6.08,0.15809297615735513,0.8419070238426448
6.09,0.15772719006880156,0.8422728099311984
6.1000000000000005,0.1573620921227589,0.842637907877241
6.11,0.1569976817565365,0.8430023182434634
6.12,0.15663395840437494,0.843366041595625
6.13,0.1562709214974649,0.843729078502535
6.140000000000001,0.15590857046396614,0.8440914295360338
6.15,0.1555469047290264,0.8444530952709735
6.16,0.15518592371480014,0.8448140762851998
6.17,0.15482562684046747,0.8451743731595325
6.18,0.15446601352225317,0.8455339864777467
6.19,0.15410708317344543,0.8458929168265545
6.2,0.15374883520441485,0.846251164795585
6.21,0.15339126902263328,0.8466087309773667
6.22,0.1530343840326927,0.8469656159673072
