t,V,c,yI,xT,xK
3.43,nan,nan,nan,nan,nan
3.44,nan,nan,nan,nan,nan
3.45,nan,nan,nan,nan,nan
3.46,nan,nan,nan,nan,nan
3.47,nan,nan,nan,nan,nan
3.48,nan,nan,nan,nan,nan
3.49,nan,nan,nan,nan,nan
3.5,nan,nan,nan,nan,nan
3.5100000000000002,nan,nan,nan,nan,nan
3.52,nan,nan,nan,nan,nan
3.5300000000000002,nan,nan,nan,nan,nan
3.54,nan,nan,nan,nan,nan
3.5500000000000003,nan,nan,nan,nan,nan
3.56,nan,nan,nan,nan,nan
3.5700000000000003,nan,nan,nan,nan,nan
3.58,nan,nan,nan,nan,nan
3.59,nan,nan,nan,nan,nan
3.6,nan,nan,nan,nan,nan
3.61,nan,nan,nan,nan,nan
3.62,nan,nan,nan,nan,nan
3.63,nan,nan,nan,nan,nan
3.64,nan,nan,nan,nan,nan
3.65,nan,nan,nan,nan,nan
3.66,nan,nan,nan,nan,nan
3.67,nan,nan,nan,nan,nan
3.68,nan,nan,nan,nan,nan
3.69,nan,nan,nan,nan,nan
3.7,nan,nan,nan,nan,nan
3.71,nan,nan,nan,nan,nan
3.72,nan,nan,nan,nan,nan
3.73,nan,nan,nan,nan,nan
3.74,nan,nan,nan,nan,nan
3.75,nan,nan,nan,nan,nan
3.7600000000000002,nan,nan,nan,nan,nan
3.77,nan,nan,nan,nan,nan
3.7800000000000002,nan,nan,nan,nan,nan
3.79,nan,nan,nan,nan,nan
3.8000000000000003,nan,nan,nan,nan,nan
3.81,nan,nan,nan,nan,nan
3.8200000000000003,nan,nan,nan,nan,nan
3.83,nan,nan,nan,nan,nan
3.84,nan,nan,nan,nan,nan
3.85,nan,nan,nan,nan,nan
3.86,nan,nan,nan,nan,nan
3.87,nan,nan,nan,nan,nan
3.88,nan,nan,nan,nan,nan
3.89,nan,nan,nan,nan,nan
3.9,nan,nan,nan,nan,nan
3.91,nan,nan,nan,nan,nan
3.92,nan,nan,nan,nan,nan
3.93,nan,nan,nan,nan,nan
3.94,nan,nan,nan,nan,nan
3.95,nan,nan,nan,nan,nan
3.96,nan,nan,nan,nan,nan
3.97,nan,nan,nan,nan,nan
3.98,nan,nan,nan,nan,nan
3.99,nan,nan,nan,nan,nan
4.0,nan,nan,nan,nan,nan
4.01,nan,nan,nan,nan,nan
4.0200000000000005,nan,nan,nan,nan,nan
4.03,nan,nan,nan,nan,nan
4.04,nan,nan,nan,nan,nan
4.05,nan,nan,nan,nan,nan
4.0600000000000005,nan,nan,nan,nan,nan
4.07,nan,nan,nan,nan,nan
4.08,nan,nan,nan,nan,nan
4.09,nan,nan,nan,nan,nan
4.1,nan,nan,nan,nan,nan
4.11,nan,nan,nan,nan,nan
4.12,nan,nan,nan,nan,nan
4.13,nan,nan,nan,nan,nan
4.14,nan,nan,nan,nan,nan
4.15,nan,nan,nan,nan,nan
4.16,nan,nan,nan,nan,nan
4.17,nan,nan,nan,nan,nan
4.18,nan,nan,nan,nan,nan
4.19,nan,nan,nan,nan,nan
4.2,nan,nan,nan,nan,nan
4.21,nan,nan,nan,nan,nan
4.22,nan,nan,nan,nan,nan
4.23,nan,nan,nan,nan,nan
4.24,nan,nan,nan,nan,nan
4.25,nan,nan,nan,nan,nan
4.26,nan,nan,nan,nan,nan
4.2700000000000005,nan,nan,nan,nan,nan
4.28,nan,nan,nan,nan,nan
4.29,nan,nan,nan,nan,nan
4.3,nan,nan,nan,nan,nan
4.3100000000000005,nan,nan,nan,nan,nan
4.32,nan,nan,nan,nan,nan
4.33,nan,nan,nan,nan,nan
4.34,nan,nan,nan,nan,nan
4.3500000000000005,nan,nan,nan,nan,nan
4.36,nan,nan,nan,nan,nan
4.37,nan,nan,nan,nan,nan
4.38,nan,nan,nan,nan,nan
4.39,nan,nan,nan,nan,nan
4.4,nan,nan,nan,nan,nan
4.41,nan,nan,nan,nan,nan
4.42,nan,nan,nan,nan,nan
4.43,nan,nan,nan,nan,nan
4.44,nan,nan,nan,nan,nan
4.45,nan,nan,nan,nan,nan
4.46,nan,nan,nan,nan,nan
4.47,nan,nan,nan,nan,nan
4.48,nan,nan,nan,nan,nan
4.49,nan,nan,nan,nan,nan
4.5,nan,nan,nan,nan,nan
4.51,nan,nan,nan,nan,nan
4.5200000000000005,nan,nan,nan,nan,nan
4.53,nan,nan,nan,nan,nan
4.54,nan,nan,nan,nan,nan
4.55,nan,nan,nan,nan,nan
4.5600000000000005,nan,nan,nan,nan,nan
4.57,nan,nan,nan,nan,nan
4.58,nan,nan,nan,nan,nan
4.59,nan,nan,nan,nan,nan
4.6000000000000005,nan,nan,nan,nan,nan
4.61,nan,nan,nan,nan,nan
4.62,nan,nan,nan,nan,nan
4.63,nan,nan,nan,nan,nan
4.64,nan,nan,nan,nan,nan
4.65,nan,nan,nan,nan,nan
4.66,nan,nan,nan,nan,nan
4.67,nan,nan,nan,nan,nan
4.68,nan,nan,nan,nan,nan
4.69,nan,nan,nan,nan,nan
4.7,nan,nan,nan,nan,nan
4.71,nan,nan,nan,nan,nan
4.72,nan,nan,nan,nan,nan
4.73,nan,nan,nan,nan,nan
4.74,nan,nan,nan,nan,nan
4.75,nan,nan,nan,nan,nan
4.76,nan,nan,nan,nan,nan
4.7700000000000005,nan,nan,nan,nan,nan
4.78,nan,nan,nan,nan,nan
4.79,nan,nan,nan,nan,nan
4.8,nan,nan,nan,nan,nan
4.8100000000000005,nan,nan,nan,nan,nan
4.82,nan,nan,nan,nan,nan
4.83,nan,nan,nan,nan,nan
4.84,nan,nan,nan,nan,nan
4.8500000000000005,nan,nan,nan,nan,nan
4.86,nan,nan,nan,nan,nan
4.87,nan,nan,nan,nan,nan
4.88,nan,nan,nan,nan,nan
4.89,nan,nan,nan,nan,nan
4.9,nan,nan,nan,nan,nan
4.91,nan,nan,nan,nan,nan
4.92,nan,nan,nan,nan,nan
4.93,nan,nan,nan,nan,nan
4.94,nan,nan,nan,nan,nan
4.95,nan,nan,nan,nan,nan
4.96,nan,nan,nan,nan,nan
4.97,nan,nan,nan,nan,nan
4.98,nan,nan,nan,nan,nan
4.99,nan,nan,nan,nan,nan
5.0,nan,nan,nan,nan,nan
5.01,nan,nan,nan,nan,nan
5.0200000000000005,nan,nan,nan,nan,nan
5.03,nan,nan,nan,nan,nan
5.04,nan,nan,nan,nan,nan
5.05,nan,nan,nan,nan,nan
5.0600000000000005,nan,nan,nan,nan,nan
5.07,nan,nan,nan,nan,nan
5.08,nan,nan,nan,nan,nan
5.09,nan,nan,nan,nan,nan
5.1000000000000005,nan,nan,nan,nan,nan
5.11,nan,nan,nan,nan,nan
5.12,nan,nan,nan,nan,nan
5.13,nan,nan,nan,nan,nan
5.14,nan,nan,nan,nan,nan
5.15,nan,nan,nan,nan,nan
5.16,nan,nan,nan,nan,nan
5.17,nan,nan,nan,nan,nan
5.18,nan,nan,nan,nan,nan
5.19,nan,nan,nan,nan,nan
5.2,nan,nan,nan,nan,nan
5.21,nan,nan,nan,nan,nan
5.22,nan,nan,nan,nan,nan
5.23,nan,nan,nan,nan,nan
5.24,nan,nan,nan,nan,nan
5.25,nan,nan,nan,nan,nan
5.26,nan,nan,nan,nan,nan
5.2700000000000005,nan,nan,nan,nan,nan
5.28,nan,nan,nan,nan,nan
5.29,nan,nan,nan,nan,nan
5.3,nan,nan,nan,nan,nan
5.3100000000000005,nan,nan,nan,nan,nan
5.32,nan,nan,nan,nan,nan
5.33,nan,nan,nan,nan,nan
5.34,nan,nan,nan,nan,nan
5.3500000000000005,nan,nan,nan,nan,nan
5.36,nan,nan,nan,nan,nan
5.37,nan,nan,nan,nan,nan
5.38,nan,nan,nan,nan,nan
5.39,nan,nan,nan,nan,nan
5.4,nan,nan,nan,nan,nan
5.41,nan,nan,nan,nan,nan
5.42,nan,nan,nan,nan,nan
5.43,nan,nan,nan,nan,nan
5.44,nan,nan,nan,nan,nan
5.45,nan,nan,nan,nan,nan
5.46,nan,nan,nan,nan,nan
5.47,nan,nan,nan,nan,nan
5.48,nan,nan,nan,nan,nan
5.49,nan,nan,nan,nan,nan
5.5,nan,nan,nan,nan,nan
5.51,nan,nan,nan,nan,nan
5.5200000000000005,nan,nan,nan,nan,nan
5.53,nan,nan,nan,nan,nan
5.54,nan,nan,nan,nan,nan
5.55,nan,nan,nan,nan,nan
5.5600000000000005,nan,nan,nan,nan,nan
5.57,nan,nan,nan,nan,nan
5.58,nan,nan,nan,nan,nan
5.59,nan,nan,nan,nan,nan
5.6000000000000005,nan,nan,nan,nan,nan
5.61,nan,nan,nan,nan,nan
5.62,nan,nan,nan,nan,nan
5.63,nan,nan,nan,nan,nan
5.64,nan,nan,nan,nan,nan
5.65,nan,nan,nan,nan,nan
5.66,nan,nan,nan,nan,nan
5.67,nan,nan,nan,nan,nan
5.68,nan,nan,nan,nan,nan
5.69,nan,nan,nan,nan,nan
5.7,nan,nan,nan,nan,nan
5.71,nan,nan,nan,nan,nan
5.72,nan,nan,nan,nan,nan
5.73,nan,nan,nan,nan,nan
5.74,nan,nan,nan,nan,nan
5.75,nan,nan,nan,nan,nan
5.76,nan,nan,nan,nan,nan
5.7700000000000005,nan,nan,nan,nan,nan
5.78,nan,nan,nan,nan,nan
5.79,nan,nan,nan,nan,nan
5.8,nan,nan,nan,nan,nan
5.8100000000000005,nan,nan,nan,nan,nan
5.82,nan,nan,nan,nan,nan
5.83,nan,nan,nan,nan,nan
5.84,nan,nan,nan,nan,nan
5.8500000000000005,nan,nan,nan,nan,nan
5.86,nan,nan,nan,nan,nan
5.87,nan,nan,nan,nan,nan
5.88,nan,nan,nan,nan,nan
5.89,nan,nan,nan,nan,nan
5.9,nan,nan,nan,nan,nan
5.91,nan,nan,nan,nan,nan
5.92,nan,nan,nan,nan,nan
5.93,nan,nan,nan,nan,nan
5.94,nan,nan,nan,nan,nan
5.95,nan,nan,nan,nan,nan
5.96,nan,nan,nan,nan,nan
5.97,nan,nan,nan,nan,nan
5.98,nan,nan,nan,nan,nan
5.99,nan,nan,nan,nan,nan
6.0,nan,nan,nan,nan,nan
6.01,nan,nan,nan,nan,nan
6.0200000000000005,nan,nan,nan,nan,nan
6.03,nan,nan,nan,nan,nan
6.04,nan,nan,nan,nan,nan
6.05,nan,nan,nan,nan,nan
6.0600000000000005,nan,nan,nan,nan,nan
6.07,nan,nan,nan,nan,nan
6.08,nan,nan,nan,nan,nan
6.09,nan,nan,nan,nan,nan
6.1000000000000005,nan,nan,nan,nan,nan
6.11,nan,nan,nan,nan,nan
6.12,nan,nan,nan,nan,nan
6.13,nan,nan,nan,nan,nan
6.140000000000001,nan,nan,nan,nan,nan
6.15,nan,nan,nan,nan,nan
6.16,nan,nan,nan,nan,nan
6.17,nan,nan,nan,nan,nan
6.18,nan,nan,nan,nan,nan
6.19,nan,nan,nan,nan,nan
6.2,nan,nan,nan,nan,nan
6.21,nan,nan,nan,nan,nan
6.22,nan,nan,nan,nan,nan
6.23,nan,nan,nan,nan,nan
6.24,nan,nan,nan,nan,nan
6.25,nan,nan,nan,nan,nan
6.26,nan,nan,nan,nan,nan
6.2700000000000005,nan,nan,nan,nan,nan
6.28,nan,nan,nan,nan,nan
6.29,nan,nan,nan,nan,nan
6.3,nan,nan,nan,nan,nan
6.3100000000000005,nan,nan,nan,nan,nan
6.32,nan,nan,nan,nan,nan
6.33,nan,nan,nan,nan,nan
6.34,nan,nan,nan,nan,nan
6.3500000000000005,nan,nan,nan,nan,nan
6.36,nan,nan,nan,nan,nan
6.37,nan,nan,nan,nan,nan
6.38,nan,nan,nan,nan,nan
6.390000000000001,nan,nan,nan,nan,nan
6.4,nan,nan,nan,nan,nan
6.41,nan,nan,nan,nan,nan
6.42,nan,nan,nan,nan,nan
6.43,nan,nan,nan,nan,nan
6.44,nan,nan,nan,nan,nan
6.45,nan,nan,nan,nan,nan
6.46,nan,nan,nan,nan,nan
6.47,nan,nan,nan,nan,nan
6.48,nan,nan,nan,nan,nan
6.49,nan,nan,nan,nan,nan
6.5,nan,nan,nan,nan,nan
6.51,nan,nan,nan,nan,nan
6.5200000000000005,nan,nan,nan,nan,nan
6.53,nan,nan,nan,nan,nan
6.54,nan,nan,nan,nan,nan
6.55,nan,nan,nan,nan,nan
6.5600000000000005,nan,nan,nan,nan,nan
6.57,nan,nan,nan,nan,nan
6.58,nan,nan,nan,nan,nan
6.59,nan,nan,nan,nan,nan
6.6000000000000005,nan,nan,nan,nan,nan
6.61,nan,nan,nan,nan,nan
6.62,nan,nan,nan,nan,nan
6.63,nan,nan,nan,nan,nan
