t,MP,BN,MC,MB,RN,MR,PC,PCP,PCC,CC,CCP,RC,PCCP,PCN,PCNP,IN,BC,BCP,BNP
0.1,0.06158374336684693,0.11698154372912796,1.0570262227668048,9.037156791957917,0.08914118676232904,1.3769614758851725,0.06645966024164814,0.06973073017744644,0.08384241247835869,0.4462005540414741,0.08379145204038899,0.1889916773810044,0.07845129408379146,0.0923269191532857,0.0793031370550421,0.06513531314189443,0.3565269023557113,0.05778252792241979,0.04291694099291667
0.11,0.05879090303271455,0.11914755238878677,1.0431531930956688,9.040870613987524,0.08847307999664725,1.364897610904811,0.06385620497736519,0.06681890452235434,0.08247681894143431,0.47693991598732843,0.08358458386623552,0.19393858630859295,0.07652142195771038,0.09149484942163674,0.077516869488765,0.06230109024786749,0.3798784179848762,0.05601629326643214,0.03958752627780585
0.12,0.05616978165782001,0.1213937724920861,1.0293657942541286,9.044583898125294,0.08785543944372556,1.352882519599454,0.06136246757105519,0.0639730099082402,0.08114538371512434,0.5070516020773332,0.08354895652676586,0.19838566371816937,0.07463326110835504,0.09065450023688577,0.07577732545059883,0.05957563737319869,0.40287738046850585,0.05454821657315023,0.036594518040988705
0.13,0.05371531161707783,0.12372056410849164,1.0156662728199635,9.04829661045903,0.08728347386837652,1.3409175739423287,0.05897299743670336,0.061199796630610634,0.07984597819443642,0.5365505654335304,0.08366904623219375,0.20236804829182892,0.07278672898677459,0.08980661886469013,0.07408334497270841,0.05695630221323967,0.42553702290190115,0.05334884808727954,0.03391325451994191
0.14,0.05142241937398503,0.12612854020849135,1.002056930495663,9.052008720692264,0.08675274564547884,1.32900418508241,0.05668270462772053,0.05850483409441981,0.07857664348731071,0.5654508087107554,0.08393067420255505,0.20591747274752048,0.07098167216369576,0.08895191860099895,0.07243378229597715,0.05444039359198897,0.447869768824008,0.05239104554678645,0.03151970060846722
0.15,0.04928605426611021,0.1286184856972492,0.9885401274577055,9.055720201805714,0.08625913977513458,1.3171438061532244,0.0544868464898763,0.05589259214907702,0.07733557743578089,0.5937654908573377,0.08432088249477568,0.2090627567120335,0.06921787151720468,0.08809108038475698,0.07082750636483165,0.05202518913612755,0.4698872844677685,0.05164989173961331,0.02939066071034664
0.16,0.047301214807930245,0.1311912826944292,0.975118284677285,9.059431029758956,0.08579883711294008,1.3053379343700326,0.052381012413408375,0.053366524562168415,0.07612112281669481,0.6215070202803092,0.08482782316657038,0.21183020422073343,0.06749504720431726,0.08722475435872024,0.06926340131896083,0.04970794280521941,0.49160052819451094,0.05110259336646165,0.027503951271370758
0.17,0.04546297230243486,0.1338478447155147,0.9617938851980226,9.06314118322437,0.08536829078757487,1.2935881124060127,0.05036110705570599,0.05092915367621965,0.07493175657028323,0.6486871372529869,0.08544065833331094,0.21424393503254865,0.06581286343154415,0.08635356138143839,0.0677403669769058,0.047485892227896336,0.5130197978154318,0.05072836713137652,0.025838531478883243
0.18,0.04376649173988017,0.13658906068061752,0.9485694744170899,9.066850643349097,0.08496420529330138,1.2818959290817968,0.048423332374660434,0.04858215527756087,0.07376607994789947,0.6753169869967329,0.08614946988214561,0.21632616167275806,0.06417093303347832,0.08547809448749559,0.06625731930794428,0.04535626581013864,0.5341547757647924,0.05050831777811449,0.024374595046081304
0.19,0.04220705000610632,0.13941574883477648,0.93544765942107,9.070559393541329,0.08458351792677454,1.2702630194063205,0.04656416876110968,0.04632644290407662,0.07262280950102804,0.7014071844275184,0.08694517799169442,0.21809742024457188,0.06256882186534793,0.0845989202939615,0.06481319088927637,0.043316289591908086,0.5550145721050201,0.050425311006789174,0.023093626134013077
0.2,0.040780051446831944,0.142328620842495,0.9224311074454925,9.074267419277774,0.08422338218262469,1.2586910640194076,0.04478035559637105,0.044162250687801496,0.07150076880842289,0.7269678719488145,0.08781946725197375,0.21957676627562106,0.061006053016623325,0.08371658034955345,0.06340693134534668,0.04136319382148223,0.575607765422216,0.05046384515355283,0.02197842319884995
0.21,0.039481040893160235,0.14532825541996758,0.9095225435392889,9.077974707929213,0.08388115281441899,1.2471817880955547,0.04306887156986463,0.0420892138443979,0.07039888085879334,0.7520087711381134,0.08876471962463539,0.22078194143466723,0.059482110850900466,0.08283159242332769,0.06203750776623172,0.03949421922377275,0.5959424414787778,0.05060992443124983,0.021013095781630773
0.22,0.0383057143103104,0.14841508034434522,0.8967247475310923,9.081681248601434,0.08355437229364922,1.2357369597795695,0.041426915107170385,0.04010644593140432,0.06931616100447928,0.7765392291846256,0.08977395344916647,0.22172951691227843,0.05799644487644918,0.08194445173016014,0.060703905102023614,0.03770662293953142,0.6160262295606926,0.05085093602831095,0.02018304001912874
0.23,0.03724992715441765,0.15158936220740246,0.884040550333797,9.085387031990965,0.08324075862318608,1.2243583881804565,0.03985188501663796,0.038212612645373734,0.06825171046054589,0.8005682603184228,0.09084076825807139,0.22243501472133975,0.05654847344800623,0.08105563209272107,0.05940512653229792,0.035997684129413,0.6358663365357548,0.05117553141860096,0.019474894950249632
0.24,0.036309700573094635,0.15485120303818076,0.8714728296518541,9.089092050254251,0.08293819434891356,1.213047920970165,0.03834136156188207,0.03640600171241136,0.06720471030601964,0.824104582623827,0.09195929500204805,0.22291300954691032,0.05513758730286992,0.08016558703957692,0.058140193809181756,0.034364709233930923,0.6554695786299536,0.05157351272081399,0.018876482880315758
0.25,0.03548122599550711,0.15820053997801803,0.8590245053967701,9.0927962968821,0.08264471598719639,1.2018074418095976,0.036893089039507374,0.0346845862410179,0.06617441572662218,0.847156652861601,0.09312414923340225,0.2231772283652847,0.05376315294421701,0.0792747508321752,0.05690814756461218,0.032805036820083226,0.6748424107851967,0.052035730778639676,0.018376751726329178
0.26,0.03476086765086881,0.16163715134350665,0.8466985344535622,9.096499766590233,0.08235850498720383,1.1906388673405421,0.035504958450302146,0.033046085323883104,0.06516015082824671,0.8697326959035006,0.09433039031397172,0.22324062347120277,0.05242451585054852,0.07838353943586629,0.05570804759352378,0.03131604211109633,0.6939909540277804,0.05255398414274058,0.0179656977711462
0.27,0.034145163607620786,0.16516066492706316,0.8344979051888431,9.100202455214891,0.08207787908982857,1.1795441440285246,0.03417499172933289,0.03148801812404986,0.06416130367829115,0.8918407322618336,0.09557348344151466,0.22311544323624116,0.05112100353234711,0.07749235142205695,0.054538973100780784,0.029895141104188536,0.7129210205134802,0.05312092920050792,0.017634291837707743
0.28,0.03363082563577968,0.1687705672346944,0.8224256316860746,9.103904359615587,0.08180128430280156,1.16852524484273,0.03290132719500773,0.030007752981951064,0.06317732162527416,0.9134886031123707,0.09684926479920064,0.22281329422739896,0.04985192843068735,0.07660156881665806,0.05340002291402253,0.028539794314022336,0.7316381367721404,0.05372999630503168,0.017374406124459122
0.29,0.033214737341817145,0.1724662168811489,0.8104847475722861,9.10760547758723,0.08152728772669632,1.1575841656769805,0.03168220598444796,0.028602551449641196,0.06220770698439334,0.9346839920183055,0.09815391082747929,0.2223451915214126,0.048616590655554855,0.07571155788360218,0.05229031566540777,0.027247510144498475,0.7501475647397056,0.05437531320070823,0.01717873499140348
0.3,0.032893951987888734,0.17624685475351787,0.7986782998727339,9.111305807774098,0.08125457052224025,1.146722921820985,0.030515960360484644,0.027269606544705775,0.06125201282922971,0.9554344457610559,0.09948390885341649,0.221721608935215,0.047414280576631246,0.07482266986205384,0.051208989934675694,0.026015847881740498,0.7684543214288206,0.055051635095629804,0.017040728540180284
0.31,0.03266568853432434,0.18011161869557557,0.78700934240204,9.115005349593785,0.08098192176146665,1.1359435441320278,0.029401002737043394,0.026006076636130544,0.06030983916332202,0.9757473918551112,0.1008360318207269,0.22095251704706634,0.04624428125196234,0.0739352416431335,0.0501552043615309,0.02484242032090046,0.7865631964640394,0.0557542813891699,0.016954518343265716
0.32,0.03252732760586344,0.18405955460857185,0.7754809292099094,9.118704103162493,0.08070823237745703,1.1252480752718768,0.02833581633345236,0.024809114553960517,0.05938082918106083,0.9956301554811188,0.10220731394449814,0.2200474220534585,0.04510587071101302,0.0730495964094633,0.04912813771994105,0.02372489603735753,0.8044787685706363,0.05647907768587227,0.01691485562449133
0.33,0.03247640631694837,0.18808962946705288,0.764096107781041,9.122402069227093,0.08043248969761235,1.1146385657955509,0.02731894689863937,0.023675892123131693,0.05846466581327579,1.0150899739341153,0.10359502946030769,0.2190153965787279,0.043998324086494095,0.07216604422120794,0.0481269889606239,0.02266100131241356,0.8222054202888038,0.05722230404698388,0.016917048383619966
0.34,0.032510612789559065,0.19220074243305754,0.7528579121990255,9.126099249100134,0.08015377221604007,1.1041170702383867,0.026348995717078584,0.022603620603814163,0.05756106841870941,1.034134010031551,0.10499667277628012,0.21786510886830454,0.04292091559985089,0.07128488256490695,0.047150977217974094,0.021648521720573827,0.8397473515751487,0.05798064806865136,0.01695690612898079
0.35000000000000003,0.03262778031577009,0.19639173558814,0.7417693562532967,9.129795644598717,0.0798712446782895,1.093685643178078,0.02542461351004816,0.02158956801636644,0.05666978966120301,1.0527693641792573,0.10640994027633395,0.21660484864000093,0.041872920408133,0.07040639686826615,0.0461993417859584,0.02068530342728292,0.8571085923528344,0.05875116196539485,0.017030687809614586
0.36,0.032825880580581474,0.20066140463815904,0.7308334263614009,9.133491257988645,0.0795841536228597,1.0833463351972095,0.024544495733520355,0.020631071246297913,0.05579061261105041,1.0710030844983294,0.10783271466695238,0.21524254763341907,0.04085361629539565,0.06953086096218695,0.045271342058123415,0.019769254106589425,0.8742930133673021,0.05953122630113955,0.01713505392881062
0.37,0.03310301775421962,0.20500850712593724,0.7200530747378577,9.137186091928434,0.07929182283177715,1.0731011890082414,0.02370737792638578,0.019725548719853013,0.054923347924469464,1.088842177065698,0.10926304895701588,0.21378580255296556,0.03986228525648769,0.0686585375423865,0.04436625744286214,0.018898343716579218,0.8913043371964711,0.060318513355615194,0.01726702419776755
0.38,0.033457421269232526,0.20943177119554715,0.7094312122821322,9.140880149419875,0.07899364936855693,1.062952235419978,0.022912032795421484,0.01887050655980951,0.0540678312761467,1.1062936137860357,0.11069915359109866,0.21224189096560622,0.03889821491499602,0.06778967856802207,0.04348338724065675,0.018070604846140915,0.9081461471986227,0.06111095849025401,0.01742393880557427
0.39,0.03388743932964311,0.2139299030443294,0.698970701713875,9.144573433759192,0.07868909959008787,1.052901489452008,0.02215726711403408,0.01806354573482286,0.053223920889863725,1.123364340190876,0.11213938341252644,0.21061778851557722,0.03796069984627636,0.06692452566064913,0.042622050502183664,0.01728413296987026,0.9248218965634625,0.06190673112346581,0.017603422329968595
0.4,0.034391531727791254,0.21850159354747017,0.6886743505634368,9.148265948492659,0.07837770553699269,1.042950946381109,0.02144192003178749,0.017302364300525647,0.05239149526821464,1.140061281588935,0.11358222679076604,0.20892018205439883,0.03704904274326991,0.06606331045544077,0.041781585848889455,0.016537086321332266,0.9413349158841399,0.0627042116166308,0.017803353276424353
0.41000000000000003,0.03496826333567571,0.2231455242136043,0.6785449044546346,9.151957697373218,0.07805906131545275,1.033102577951232,0.020764861056434505,0.016584760868741794,0.05157045102183738,1.1563913490557916,0.11502629465974006,0.20715548362882283,0.03616255550246666,0.06520625495310368,0.040961351279198,0.015827685719458463,0.9576884208131615,0.06350196769585655,0.018021834790257752
0.42,0.0356162970801403,0.22786037223769942,0.6685850402705172,9.155648684321049,0.07773281981513011,1.023358328531011,0.020124989243324565,0.015908633937871945,0.050760700889514836,1.172361443976171,0.11647031142774579,0.20532984102466084,0.03530056015650834,0.06435357183035885,0.040160723938735786,0.015154214041813455,0.9738855184417675,0.06429873599475189,0.018257170573348976
0.43,0.036334387525727346,0.23264481523194364,0.658797359652126,9.159338913385325,0.07739868943203192,1.0137201114466674,0.019521231795391277,0.015271982875887116,0.04996217186566387,1.1879784623638323,0.11791310586890164,0.2034491488838791,0.03446238973922305,0.06350546475030906,0.03937909988035365,0.014515015683502889,0.9899292137282932,0.0650934031923844,0.018507841289820512
0.44,0.03712137420568445,0.23749753494471848,0.6491843824489697,9.163028388709252,0.07705643105113845,1.0041898053031424,0.01895254372283723,0.014672905553313043,0.04917480349363849,1.2032492980197,0.11935360346403638,0.20151905737259773,0.03364738900754831,0.06266212864009044,0.038615893790762953,0.013908495710835706,1.0058224149337183,0.06588499114552632,0.018772485701824076
0.45,0.03797617543380005,0.2424172209169172,0.6397485405284333,9.166717114496622,0.07670585506259346,0.9947692504827934,0.018417907196702516,0.014109596938654061,0.048398546246261685,1.2181808454599516,0.12079081878489036,0.19954498114838332,0.03285491510744067,0.06182374996846008,0.03787053871046368,0.01333311902091876,1.0215679390498649,0.0666726418631184,0.019049881731695306
0.46,0.03889778206757721,0.24740257319925982,0.6304921715973484,9.170405094981058,0.07634681857625539,0.9854602456652314,0.01791633144527475,0.013580345739308504,0.04763336007079905,1.23278000186153,0.12222384902653499,0.19753210653255585,0.032084338109571474,0.06099050699676343,0.037142485724113834,0.012787409248710486,1.0371685164579114,0.06745560551527029,0.01933893158514261
0.47000000000000003,0.03988525174807236,0.252452304947625,0.6214175134606088,9.174092334397077,0.07597922268680823,0.9762645445587433,0.017446852328239244,0.013083531911576634,0.04687921303418353,1.247053668672851,0.12365186770905988,0.19548539880730217,0.03133504148511576,0.06016257002667124,0.036431203644207995,0.012269947676469554,1.0526267954970323,0.06823322857365267,0.019638647245872554
0.48,0.0409377031238483,0.2575651444695946,0.6125266982766153,9.17777883695289,0.07560300986442929,0.9671838526405029,0.017008532311802327,0.012617622883282876,0.04613608006900651,1.2610087526347085,0.12507411906128768,0.193409608439486,0.030606422497563453,0.05934010163249936,0.03573617867576681,0.011779371985456196,1.067945346572419,0.06900494378332649,0.019948138277701182
0.49,0.04205431056665983,0.2627398370279497,0.6038217473672015,9.18146460680585,0.0752181614502556,0.9582198241592071,0.01660046016520556,0.01218117040546249,0.04540394186035555,1.2746521662552788,0.12648991281258967,0.1913092770878315,0.02989789250848128,0.058523256884817854,0.035056914070624584,0.011314374978628831,1.083126666007402,0.06977026090089353,0.020266600630023328
0.5,0.04323429887807043,0.2679751460782224,0.5953045659680554,9.185149648039355,0.07482469525732417,0.9493740591246272,0.01622175105447211,0.011772806151406403,0.04468278382342189,1.2879908277361045,0.1278986196161341,0.18918874261938376,0.029208877204600487,0.05771218355972867,0.03439292976259931,0.010873703146036215,1.0981731794758989,0.0705287590978484,0.020593307756342216
0.51,0.04447693862766412,0.2732698546515764,0.5869769387925968,9.188833964642066,0.07442266322541123,0.9406481006635103,0.015871546197365177,0.011391238644711654,0.0439725951734597,1.3010316606501882,0.12929966650119712,0.18705214466049597,0.02853881678267007,0.0569070223488295,0.033743762005943694,0.01045615532607279,1.113087245432302,0.07128007903658973,0.02092760117399313
0.52,0.04578154111293894,0.2786227664040559,0.5788405250895928,9.192517560486415,0.07401214909258619,0.9320434321537384,0.015549012881924451,0.011035248988857922,0.04327336798625995,1.3137815935204302,0.13069253258863303,0.18490342938274598,0.027887166123301426,0.05610790706215225,0.03310896300345887,0.010060581240540982,1.127871158355928,0.07202391588925663,0.021268882374970773
0.53,0.04714745460889092,0.28403270591275537,0.5708968553521733,9.196200439314705,0.07359326638569431,0.9235614751228304,0.01525334409394978,0.010703687452889446,0.04258509663052199,1.3262475578759205,0.1320767460426496,0.18274635355042282,0.0272533947316089,0.05531496480455107,0.03248810050836318,0.009685879947603565,1.1425271512041089,0.07276001482541955,0.02161660794250522
0.54,0.048574059573041416,0.28949851975350804,0.5631473267139199,9.199882604718615,0.07316615612061114,0.9152035865333152,0.014983758405191179,0.010395469614819053,0.04190777686706756,1.3384364877110864,0.13345187983141168,0.18058448947144667,0.02663698689203597,0.05452831617813364,0.0318807574533876,0.009330998409625707,1.1570573986319885,0.07348816399406412,0.021970281369559676
0.55,0.0500607655885918,0.2950190762785207,0.5555932007017125,9.203564060130018,0.07273098500663956,0.9069710571529785,0.014739499633386447,0.010109572829019453,0.0412414054913821,1.3503553166202489,0.13481754950648553,0.17842122846039812,0.02603744147388761,0.05374807544093896,0.031286531538318105,0.008994929888073919,1.1714640189031726,0.07420819176877132,0.022329450435210965
0.56,0.051607006975212845,0.30059326642969475,0.5482355991794492,9.207244808803004,0.07228794325715447,0.8988651090914608,0.014519836611363485,0.009845032606195176,0.04058597955678869,1.3620109767463826,0.13617340939665704,0.17625978550496268,0.02545427200885433,0.05297435069993959,0.030705034850397023,0.0086767124797213,1.1857490768304524,0.07491996061657132,0.022693700157788745
0.5700000000000001,0.05321224026376417,0.3062200034264125,0.5410755030819498,9.210924853807843,0.07183724292485222,0.890886894591781,0.01432406261882611,0.009600939727151453,0.03994149614042568,1.3734103954776007,0.13751915076165164,0.17410320279615635,0.024887006435259252,0.052207244061971074,0.03013589345327446,0.008375427557763354,1.1999145854423159,0.07562336494216322,0.023062650706303797
0.58,0.0548759402749413,0.3118982232264851,0.5341137490267394,9.214604198016062,0.07137911585073178,0.8830374938716481,0.014151495127543004,0.009376436641604395,0.03930795170716616,1.3845604937955682,0.13885449851787485,0.17195435401482081,0.024335187084761154,0.05144685181501683,0.029578746997668156,0.00809019826837127,1.2139625085763783,0.07631832609319728,0.023435951867730898
0.59,0.056597598110206294,0.3176268840576402,0.5273510290702567,9.218282844097338,0.07091381213556257,0.8753179143519598,0.014001475165360464,0.009170714901606664,0.03868534197514686,1.3954681826463198,0.14017920971032502,0.16981594795114785,0.023798370374794053,0.05069326457121813,0.02903324831598117,0.007820188031570155,1.2278947623289702,0.07700479079552099,0.02381328175675952
0.6,0.05837671767635208,0.3234049666593346,0.5207878880399714,9.221960794507416,0.0704415982137696,0.8677290888167826,0.013873366964238075,0.008983011806869588,0.038073661403744186,1.406140360790746,0.14149307067875466,0.1676905325956832,0.023276126722527175,0.04994656743884867,0.028499063027753173,0.007564599030303125,1.241713217361924,0.07768272701252162,0.02419434228234483
0.61,0.06021281409921495,0.3292314737734466,0.5144247242749512,9.22563805148749,0.06996275544713658,0.860271875052386,0.013766557292202351,0.008812608126328407,0.03747290313062007,1.416583910985772,0.14279589576781376,0.16558049895224308,0.02276804020786771,0.04920684015969853,0.027975869143960896,0.007322670788726572,1.2554197001870222,0.07835212274189661,0.02457885820037497
0.62,0.062105410705166515,0.33510543018102384,0.5082617877542979,9.22931461705492,0.06947757832578672,0.8529470543553735,0.01368045500014654,0.008658825034347662,0.036883058574210016,1.4268056974078933,0.1440875248854502,0.16348808501768824,0.022273708422513173,0.04847415727213782,0.027463356670965788,0.007093678674394659,1.2690159952136746,0.0790129826402141,0.024966573534092817
0.63,0.06405403778736161,0.3410258821898856,0.5022991817641234,9.232990493004717,0.06898637317709197,0.8457553315539404,0.013614490264561982,0.008521022241124207,0.0363041174279992,1.4368125617529999,0.14536782239443236,0.16141537981735923,0.021792742116548726,0.04774858824353792,0.026961227227372223,0.006876932561123038,1.282503845902859,0.07966532707056691,0.025357250810584812
0.64,0.06605823003440932,0.34699189751167125,0.4965368618834466,9.236665680902943,0.06848945649409785,0.8386973338855117,0.013568114091739162,0.00839859514563599,0.03573606736172267,1.4466113203152229,0.14663667501626232,0.15936432736231465,0.021324764994176192,0.047030197625421946,0.026469193650215717,0.006671775364669801,1.295884956583843,0.08030918937157966,0.02575066826867524
0.65,0.06811752559415725,0.3530025647430959,0.490974638498062,9.240340182089936,0.06798715375461845,0.8317736113683257,0.013540797564707207,0.00829097318028319,0.03517889405310627,1.456208760101935,0.1478939908609731,0.15733673089179082,0.02086941335391865,0.046319045181481534,0.025986979626217373,0.006477581790946376,1.309160993503714,0.08094461509349121,0.026146619278360667
0.66,0.07023146416420618,0.35905699310394795,0.4856121772828986,9.244013997677689,0.06747979796150155,0.824984636313966,0.013532031262988449,0.008197617441631564,0.03463258101840075,1.4656116355928719,0.1491396977812283,0.15533425696673397,0.020426335827666522,0.045615186031799274,0.025514319311187552,0.0062937569703336435,1.3223335863342265,0.0815716600343267,0.026544910376086594
0.67,0.07239958627046578,0.36515431194462045,0.48044900243748206,9.247687128554354,0.06696772856366884,0.8183308040010221,0.013541324553566967,0.008118019163497006,0.03409710966355954,1.4748266649830972,0.15037374249444532,0.1533584398901099,0.019995193026414775,0.04491867077772379,0.02505095697670144,0.006119735287606685,1.3354043291459152,0.0821903895701026,0.026945360719937007
0.68,0.0746214302613582,0.37129367060877183,0.47548449433739565,9.251359575375078,0.06645128960028376,0.8118124309954704,0.013568205041787044,0.008051696601625875,0.03357245893675987,1.4838605271296266,0.15159608828367233,0.15141068535369348,0.019575657336670386,0.044229545663518194,0.024596646590797237,0.005954978776494373,1.3483747823826513,0.08280087567033624,0.027347799100054897
0.6900000000000001,0.07689653235223842,0.37747423785845463,0.47071789475885967,9.255031338570914,0.06593082891134171,0.8054297566669637,0.01361221779350691,0.007998194154118265,0.033058605497638324,1.492719857751327,0.15280671455122558,0.14949227517337743,0.019167412532981588,0.04354785268726594,0.0241511514976785,0.005798976138357967,1.361246473520902,0.08340319691363544,0.027752064110649097
0.7000000000000001,0.07922442846392817,0.3836952010675649,0.4661483166381635,9.258702418368157,0.0654066980000178,0.7991829466238597,0.013672924391982371,0.007957082926944888,0.0325555241776409,1.5014112453529078,0.15400561742226304,0.14760437270157176,0.018770153296494826,0.042873629680073924,0.023714244165332885,0.005651242164949488,1.3740208969737682,0.08399744019752306,0.028158006115876776
0.71,0.08160464902934148,0.38995576635349716,0.46177473615157577,9.262372814766568,0.06487924936900585,0.7930720886735177,0.01374990260769262,0.007927955785134715,0.03206318728443932,1.5099412284203477,0.15519280618693201,0.1457480256291849,0.018383585118358515,0.04220691050739667,0.02328570567820111,0.005511315620396064,1.3866995169764555,0.0845836957255841,0.028565482107139495
0.72,0.08403671970390404,0.39625515797808,0.45759599982927257,9.266042527552,0.06434883603420682,0.7870971951616994,0.013842745617330602,0.007910427040469858,0.03158156485818675,1.5183162918676236,0.156368303209616,0.14392417099663554,0.01800742390545132,0.041547725166955346,0.02286532545786522,0.005378758469280709,1.3992837679731693,0.08516205753658324,0.02897435636706904
0.73,0.08652016361722727,0.40259261771977917,0.4536108361368079,9.269711556317795,0.0638158117677946,0.781258207271933,0.013951061287832463,0.007904133366129808,0.031110625123320433,1.5265428641941576,0.15753214466795817,0.14213364083035684,0.017641395580666085,0.04089609985720455,0.022452901082921306,0.005253155605165944,1.411775054364294,0.0857326251902681,0.029384502190000193
0.74,0.08905449722624029,0.40896740466384024,0.4498178495098935,9.273379900449429,0.06328052860993491,0.7755549917311148,0.014074471527215955,0.007908729648114093,0.030650334030965263,1.5346273133619854,0.15868437770816804,0.14037716527250677,0.01728523583900033,0.04025205716354169,0.022048237770183575,0.005134112776213056,1.4241747529325228,0.08629550011643823,0.029795798369617123
0.75,0.09163923069189311,0.4153787947329522,0.44621552685258836,9.277047559134992,0.06274333635718407,0.7699873429409495,0.014212611676925438,0.007923888338519676,0.030200655428447305,1.5425759438222584,0.15982506012222789,0.13865537742558676,0.016938689811501862,0.039615616160120916,0.021651148105791215,0.0050212558220123675,1.4364842133731999,0.08685078568558335,0.03020812929277813
0.76,0.09427387011347542,0.4218260802616993,0.44280224935550777,9.280714531385577,0.0622045830602894,0.7645549875712614,0.014365130324642749,0.007949299867024806,0.029761551417550665,1.550394995063067,0.16095426101538707,0.1369688186155174,0.01660151176791554,0.03898679247177083,0.021261451923825288,0.004914230604193907,1.4487047580352546,0.08739858860226293,0.03062138613060135
0.77,0.09695791455115749,0.42830856956647617,0.4395762895469207,9.284380816027298,0.06166461284554718,0.7592575824301566,0.014531688254907305,0.007984669784518299,0.0293329821291024,1.5580906367148073,0.1620720586595988,0.13531794225578456,0.016273464770984146,0.03836559844372324,0.020878975806391937,0.004812701112787232,1.4608376838683448,0.08793901642562023,0.031035464649143765
0.78,0.09969085611872833,0.43482558652757297,0.4365358170070131,9.288046411709823,0.06112376534400822,0.7540947163168575,0.014711957893329925,0.008029717917749592,0.028914905836001408,1.5656689658640839,0.16317853999813606,0.13370311844785185,0.015954320369431632,0.037752043246077414,0.0205035528145864,0.004716348671885119,1.472884263067771,0.08847217735455512,0.031450265007954045
0.79,0.10247218206930093,0.4413764702034652,0.43367890934300063,9.291711316924172,0.0605823763480784,0.7490659145574835,0.01490562281348452,0.008084179660283308,0.028507279266342885,1.57313600689866,0.16427380118481322,0.13212463844713918,0.015643858371979843,0.03714613292350296,0.02013502241760759,0.004624872004482514,1.4848457428569923,0.08899818141876886,0.03186569295539111
