t,V,n,Ca_i
1.02,-75.72901028322819,0.05756498398220625,0.5199857887498025
1.03,-75.72649815075566,0.05725493525036929,0.5199856497847003
1.04,-75.72398822328452,0.056946571250873594,0.5199855108264002
1.05,-75.72148048676596,0.05663988274736172,0.5199853718748972
1.06,-75.71897492725016,0.0563348605525969,0.5199852329301867
1.07,-75.71647153088476,0.05603149552798184,0.5199850939922638
1.08,-75.71397028391335,0.05572977858307742,0.5199849550611237
1.09,-75.71147117267394,0.05542970067512141,0.5199848161367618
1.1,-75.70897418359736,0.05513125280854719,0.5199846772191735
1.11,-75.70647930320584,0.054834426034502545,0.5199845383083539
1.12,-75.70398651811138,0.05453921145036828,0.5199843994042986
1.1300000000000001,-75.70149581501427,0.05424560019927706,0.5199842605070029
1.1400000000000001,-75.69900718070156,0.053953583469632055,0.5199841216164622
1.1500000000000001,-75.69652060204548,0.05366315249462571,0.5199839827326722
1.16,-75.694036066002,0.05337429855175845,0.5199838438556281
1.17,-75.69155355960918,0.05308701296235743,0.5199837049853256
1.18,-75.68907306998571,0.05280128709109525,0.5199835661217602
1.19,-75.6865945843294,0.05251711234550867,0.5199834272649275
1.2,-75.6841180899156,0.052234480175517344,0.519983288414823
1.21,-75.68164357409567,0.05195338207294257,0.5199831495714425
1.22,-75.67917102429546,0.05167380957102599,0.5199830107347816
1.23,-75.67670042801382,0.051395754243948336,0.5199828719048358
1.24,-75.67423177282096,0.051119207706348126,0.5199827330816011
1.25,-75.67176504635704,0.05084416161284042,0.5199825942650731
1.26,-75.66930023633059,0.05057060765753556,0.5199824554552475
1.27,-75.66683733051815,0.05029853757390643,0.5199823166521199
1.28,-75.66437631782077,0.05002794343302147,0.5199821778556868
1.29,-75.66191718733083,0.04975881738002822,0.5199820390659442
1.3,-75.65945992742917,0.04949115137915084,0.519981900282888
1.31,-75.65700452659146,0.049224937441355233,0.5199817615065144
1.32,-75.65455097338796,0.04896016762418903,0.5199816227368191
1.33,-75.65209925648294,0.04869683403162151,0.5199814839737985
1.34,-75.64964936463446,0.048434928813883574,0.5199813452174484
1.35,-75.64720128669381,0.048174444167307706,0.5199812064677651
1.36,-75.64475501160527,0.04791537233416791,0.5199810677247447
1.37,-75.64231052840563,0.0476577056025197,0.5199809289883834
1.3800000000000001,-75.6398678262238,0.04740143630604002,0.5199807902586774
1.3900000000000001,-75.63742689428044,0.047146556823867224,0.5199806515356229
1.4000000000000001,-75.63498772188754,0.04689305958044103,0.5199805128192162
1.41,-75.63255029844805,0.04664093704534247,0.5199803741094536
1.42,-75.63011461345548,0.046390181733133855,0.5199802354063315
1.43,-75.6276806564935,0.046140786203198725,0.5199800967098462
1.44,-75.62524841723554,0.04589274305958181,0.5199799580199941
1.45,-75.62281788544442,0.04564604495082899,0.5199798193367716
1.46,-75.62038905091534,0.045400684552296115,0.5199796806601752
1.47,-75.61796190290082,0.04515665438791417,0.519979541990201
1.48,-75.61553643108408,0.04491394713175562,0.5199794033268457
1.49,-75.61311262538682,0.04467255554845816,0.5199792646701054
1.5,-75.61069047580233,0.044432472441458204,0.5199791260199768
1.51,-75.60826997239461,0.04419369065266948,0.5199789873764564
1.52,-75.60585110529736,0.04395620306216159,0.5199788487395408
1.53,-75.60343386471315,0.043720002587838536,0.5199787101092265
1.54,-75.60101824091245,0.04348508218511733,0.5199785714855101
1.55,-75.59860422423276,0.04325143484660654,0.5199784328683882
1.56,-75.59619180507765,0.043019053601784846,0.5199782942578574
1.57,-75.5937809739159,0.04278793151667962,0.5199781556539145
1.58,-75.5913717212805,0.04255806169354545,0.519978017056556
1.59,-75.58896403776784,0.042329437270542766,0.5199778784657787
1.6,-75.5865579140367,0.04210205142141636,0.5199777398815794
1.61,-75.58415334080743,0.04187589735517396,0.5199776013039545
1.62,-75.58175030886093,0.041650968315764786,0.5199774627329012
1.6300000000000001,-75.57934880903781,0.04142725758175812,0.5199773241684161
1.6400000000000001,-75.57694883223745,0.041204758466021896,0.519977185610496
1.6500000000000001,-75.57455036956196,0.040983464357486336,0.5199770470591377
1.6600000000000001,-75.57215341252444,0.04076336878158998,0.5199769085143383
1.67,-75.5697579523518,0.04054446519768306,0.5199767699760947
1.68,-75.56736398030817,0.04032674709295429,0.5199766314444036
1.69,-75.56497148772311,0.04011020799051354,0.5199764929192623
1.7,-75.56258046599086,0.039894841449175544,0.5199763544006676
1.71,-75.56019090656989,0.03968064106324373,0.5199762158886165
1.72,-75.55780280098232,0.039467600462293945,0.519976077383106
1.73,-75.5554161408134,0.03925571331095825,0.5199759388841332
1.74,-75.55303091771091,0.03904497330870867,0.519975800391695
1.75,-75.55064712338462,0.03883537418964099,0.5199756619057887
1.76,-75.54826474960578,0.0386269097222585,0.5199755234264112
1.77,-75.5458837882065,0.03841957370925577,0.5199753849535597
1.78,-75.54350423107921,0.03821335998730243,0.5199752464872311
1.79,-75.5411260701762,0.038008262426826915,0.519975108027423
1.8,-75.53874929750893,0.03780427493180028,0.5199749695741323
1.81,-75.53637390514756,0.03760139143951991,0.5199748311273562
1.82,-75.53399988522037,0.03739960592039335,0.519974692687092
1.83,-75.53162722991324,0.03719891237772304,0.5199745542533369
1.84,-75.52925593150486,0.03699930485879237,0.519974415826088
1.85,-75.52688598233831,0.036800777445834335,0.519974277405343
1.86,-75.52451737478353,0.03660332424416709,0.5199741389910987
1.87,-75.52215010126704,0.03640693939152062,0.5199740005833527
1.8800000000000001,-75.51978415427146,0.036211617057833274,0.5199738621821023
1.8900000000000001,-75.51741952633492,0.03601735144504824,0.5199737237873447
1.9000000000000001,-75.51505621005059,0.03582413678691011,0.5199735853990775
1.9100000000000001,-75.5126941980662,0.0356319673487614,0.519973447017298
1.92,-75.51033348308347,0.035440837427339056,0.5199733086420034
1.93,-75.50797405785762,0.03525074135057096,0.5199731702731915
1.94,-75.5056159151969,0.03506167347737248,0.5199730319108594
1.95,-75.50325904796198,0.034873628197442996,0.5199728935550048
1.96,-75.50090344906552,0.03468659993106239,0.519972755205625
1.97,-75.49854911147165,0.03450058312888758,0.5199726168627176
1.98,-75.49619602819541,0.03431557227174906,0.51997247852628
1.99,-75.4938441923023,0.0341315618704474,0.51997234019631
2.0,-75.4914935969077,0.03394854646554976,0.5199722018728048
2.0100000000000002,-75.48914423517644,0.03376652062718644,0.5199720635557622
2.02,-75.48679610032868,0.03358547895641977,0.5199719252451797
2.0300000000000002,-75.48444918571721,0.03340541610386106,0.5199717869410548
2.04,-75.48210348470002,0.0332263267387349,0.5199716486433854
2.05,-75.47975899066039,0.033048205553684894,0.5199715103521689
2.06,-75.47741569703057,0.03287104727041274,0.5199713720674031
2.07,-75.47507359729131,0.03269484663949162,0.5199712337890855
2.08,-75.47273268497148,0.03251959844017958,0.5199710955172139
2.09,-75.47039295364752,0.03234529748023297,0.519970957251786
2.1,-75.4680543969431,0.032171938595719825,0.5199708189927995
2.11,-75.46571700852861,0.03199951665083328,0.5199706807402522
2.12,-75.46338078212074,0.03182802653770494,0.5199705424941418
2.13,-75.46104571148206,0.03165746317621835,0.5199704042544658
2.14,-75.45871179042051,0.03148782151382232,0.5199702660212224
2.15,-75.45637901278907,0.03131909652534441,0.5199701277944093
2.16,-75.45404737248519,0.031151283212804252,0.5199699895740241
2.17,-75.45171686345044,0.03098437660522703,0.5199698513600648
2.18,-75.44938747967002,0.030818371758456812,0.519969713152529
2.19,-75.44705921517236,0.03065326375497002,0.5199695749514149
2.2,-75.44473206402859,0.03048904770368878,0.5199694367567202
2.21,-75.44240602053301,0.03032571880180205,0.519969298568443
2.22,-75.44008107856546,0.030163272116064913,0.5199691603865807
2.23,-75.4377572325657,0.030001702916955714,0.5199690222111316
2.24,-75.43543447679276,0.02984100642460178,0.5199688840420935
2.25,-75.43311280554856,0.02968117788544266,0.5199687458794645
2.2600000000000002,-75.43079221317744,0.029522212572047044,0.5199686077232425
2.27,-75.42847269406576,0.029364105782930992,0.5199684695734254
2.2800000000000002,-75.42615424264149,0.029206852842377142,0.5199683314300112
2.29,-75.42383685337373,0.029050449100255202,0.5199681932929979
2.3000000000000003,-75.42152052077238,0.02889488993184346,0.5199680551623835
2.31,-75.41920523938762,0.028740170737651536,0.5199679170381661
2.32,-75.41689100380958,0.02858628694324419,0.5199677789203438
2.33,-75.41457780866793,0.028433233999066318,0.5199676408089146
2.34,-75.41226564863138,0.028281007380269105,0.5199675027038764
2.35,-75.40995451840739,0.028129602586537232,0.5199673646052274
2.36,-75.40764441274173,0.027979015141917352,0.5199672265129658
2.37,-75.40533532641804,0.027829240594647562,0.5199670884270896
2.38,-75.40302725425752,0.027680274516988165,0.519966950347597
2.39,-75.4007201911185,0.027532112505053417,0.5199668122744859
2.4,-75.3984141319488,0.02738475019496167,0.5199666742077548
2.41,-75.39610907174773,0.027238183251013095,0.5199665361474016
2.42,-75.39380500550138,0.027092407345653886,0.5199663980934246
2.43,-75.39150192823283,0.026947418174969148,0.519966260045822
2.44,-75.38919983500195,0.02680321145854382,0.519966122004592
2.45,-75.38689872090507,0.02665978293932069,0.5199659839697327
2.46,-75.38459858107463,0.026517128383459973,0.5199658459412425
2.47,-75.38229941067893,0.026375243580200314,0.5199657079191194
2.48,-75.38000120492184,0.026234124341721343,0.519965569903362
2.49,-75.37770395904248,0.02609376650300764,0.5199654318939682
2.5,-75.37540766831495,0.025954165921714293,0.5199652938909365
2.5100000000000002,-75.37311232804805,0.02581531847803383,0.5199651558942651
2.52,-75.37081793358506,0.02567722007456475,0.5199650179039522
2.5300000000000002,-75.36852448030332,0.025539866636181442,0.5199648799199963
2.54,-75.36623196361414,0.0254032541099057,0.5199647419423956
2.5500000000000003,-75.36394037896244,0.0252673784647796,0.5199646039711485
2.56,-75.36164972182648,0.025132235691740005,0.5199644660062533
2.57,-75.35935998771768,0.024997821803494438,0.5199643280477083
2.58,-75.35707117218031,0.02486413283439852,0.519964190095512
2.59,-75.35478327079127,0.024731164840334878,0.5199640521496626
2.6,-75.35249627915985,0.024598913898593516,0.5199639142101586
2.61,-75.35021019292748,0.024467376107753732,0.5199637762769984
2.62,-75.34792500776751,0.024336547587567436,0.5199636383501804
2.63,-75.34564071938503,0.024206424478844076,0.519963500429703
2.64,-75.34335732351653,0.024077002943336923,0.5199633625155645
2.65,-75.3410748159298,0.023948279163630962,0.5199632246077636
2.66,-75.338793192452,0.023820249353417484,0.5199630867062986
2.67,-75.33651244895186,0.02369290975094627,0.519962948811168
2.68,-75.33423258130013,0.02356625660448129,0.5199628109223702
2.69,-75.33195358539881,0.023440286182969113,0.5199626730399038
2.7,-75.32967545718094,0.023314994775961582,0.5199625351637672
2.71,-75.32739819261053,0.02319037869352552,0.5199623972939591
2.72,-75.32512178768236,0.02306643426615409,0.5199622594304777
2.73,-75.32284623842185,0.02294315784467993,0.5199621215733218
2.74,-75.32057154088488,0.02282054580018996,0.5199619837224898
2.75,-75.31829769115777,0.022698594523941955,0.5199618458779802
2.7600000000000002,-75.31602468535701,0.022577300427282784,0.5199617080397917
2.77,-75.31375251962919,0.022456659941568452,0.5199615702079228
2.7800000000000002,-75.31148119015094,0.02233666951808577,0.5199614323823721
2.79,-75.30921069312873,0.022217325627975827,0.5199612945631381
2.8000000000000003,-75.30694102479879,0.02209862476215912,0.5199611567502195
2.81,-75.30467218142702,0.02198056343126247,0.5199610189436148
2.82,-75.30240415930886,0.021863138165547576,0.5199608811433227
2.83,-75.30013695476926,0.021746345514841378,0.5199607433493418
2.84,-75.2978705641625,0.021630182048468095,0.5199606055616708
2.85,-75.29560498387215,0.02151464435518297,0.5199604677803082
2.86,-75.29334021031104,0.021399729043107787,0.5199603300052529
2.87,-75.29107623992111,0.021285432739668052,0.5199601922365032
2.88,-75.28881306917334,0.021171752091531947,0.5199600544740581
2.89,-75.28655069456778,0.021058683764550962,0.5199599167179162
2.9,-75.28428911263337,0.020946224443702293,0.5199597789680761
2.91,-75.28202831992797,0.0208343708330329,0.5199596412245365
2.92,-75.27976831293563,0.020723119622278546,0.5199595034872962
2.93,-75.2775090881199,0.02061246750415151,0.5199593657563538
2.94,-75.27525064208515,0.020502411226642772,0.5199592280317081
2.95,-75.27299297146179,0.0203929475557232,0.5199590903133577
2.96,-75.27073607290568,0.020284073275133124,0.5199589526013014
2.97,-75.268479943098,0.020175785186293413,0.5199588148955381
2.98,-75.26622457874511,0.020068080108217673,0.5199586771960663
2.99,-75.26396997657838,0.019960954877425212,0.5199585395028848
3.0,-75.26171613335404,0.019854406347855114,0.5199584018159925
3.0100000000000002,-75.25946304585305,0.019748431390781106,0.5199582641353881
3.02,-75.25721071088098,0.019643026894727477,0.5199581264610705
3.0300000000000002,-75.25495912526777,0.01953818976538586,0.5199579887930383
3.04,-75.25270828586774,0.01943391692553303,0.5199578511312904
3.0500000000000003,-75.25045818955931,0.019330205314949576,0.5199577134758258
3.06,-75.24820883324497,0.019227051890339557,0.5199575758266429
3.0700000000000003,-75.24596021385113,0.019124453625251076,0.5199574381837408
3.08,-75.24371232832794,0.019022407509997827,0.5199573005471184
3.09,-75.24146517364922,0.018920910551581537,0.5199571629167744
3.1,-75.23921874681233,0.018819959773615388,0.5199570252927077
3.11,-75.23697304483805,0.018719552216248388,0.5199568876749171
3.12,-75.23472806477044,0.018619684936090626,0.5199567500634016
3.13,-75.23248380367674,0.01852035500613955,0.5199566124581599
3.14,-75.2302402586473,0.018421559515707106,0.519956474859191
3.15,-75.2279974267954,0.018323295570347887,0.5199563372664939
3.16,-75.2257553052572,0.018225560291788172,0.5199561996800672
3.17,-75.2235138911916,0.01812835081785595,0.5199560620999101
3.18,-75.22127318173763,0.018031664289543697,0.5199559245260214
3.19,-75.21903317403196,0.0179354978562795,0.5199557869583998
3.2,-75.21679386528379,0.017839848698518533,0.5199556493970445
3.21,-75.21455525272361,0.01774471401223153,0.5199555118419543
3.22,-75.21231733360283,0.017650091008732265,0.5199553742931281
3.23,-75.21008010519357,0.017555976914595737,0.519955236750565
3.24,-75.20784356478858,0.017462368971576964,0.5199550992142637
3.25,-75.20560770970107,0.017369264436530408,0.5199549616842235
3.2600000000000002,-75.20337253726454,0.017276660581330025,0.5199548241604431
3.27,-75.2011380448327,0.01718455469278996,0.5199546866429215
3.2800000000000002,-75.1989042297793,0.017092944072585808,0.5199545491316578
3.29,-75.196671089498,0.017001826037176614,0.5199544116266509
3.3000000000000003,-75.19443862140221,0.016911197917727362,0.5199542741278997
3.31,-75.19220682292504,0.016821057060032216,0.5199541366354034
3.3200000000000003,-75.18997569151908,0.016731400824438285,0.5199539991491609
3.33,-75.18774522465633,0.01664222658577011,0.5199538616691711
3.34,-75.18551541982801,0.01655353173325468,0.5199537241954332
3.35,-75.18328627454454,0.01646531367044715,0.5199535867279461
3.36,-75.18105778633533,0.016377569815157176,0.519953449266709
3.37,-75.17882995274867,0.01629029759937581,0.5199533118117207
3.38,-75.17660277135164,0.016203494469203134,0.5199531743629804
3.39,-75.17437623972998,0.01611715788477639,0.5199530369204871
3.4,-75.17215035548796,0.016031285320198874,0.5199528994842398
3.41,-75.16992511624827,0.015945874263469325,0.5199527620542377
3.42,-75.16770051965193,0.015860922216412058,0.5199526246304798
3.43,-75.16547656335815,0.015776426694607618,0.519952487212965
3.44,-75.16325324503114,0.015692385223756482,0.5199523498016926
3.45,-75.16103056234397,0.015608795340693133,0.5199522123966617
3.46,-75.15880851300409,0.015525654600313538,0.5199520749978712
3.47,-75.15658709473652,0.01544296057092299,0.5199519376053203
3.48,-75.15436630528346,0.015360710834123216,0.5199518002190081
3.49,-75.15214614240419,0.01527890298474174,0.5199516628389337
3.5,-75.14992660387502,0.015197534630761823,0.5199515254650963
3.5100000000000002,-75.14770768748906,0.015116603393252902,0.5199513880974947
3.52,-75.1454893910562,0.015036106906301595,0.5199512507361285
3.5300000000000002,-75.14327171240295,0.014956042816943217,0.5199511133809963
3.54,-75.14105464937235,0.014876408785093857,0.5199509760320977
3.5500000000000003,-75.13883819982382,0.014797202483482947,0.5199508386894316
3.56,-75.13662236163309,0.014718421597586427,0.5199507013529971
3.5700000000000003,-75.13440713269205,0.01464006382556038,0.5199505640227936
3.58,-75.13219251090868,0.014562126878175262,0.51995042669882
3.59,-75.12997849420694,0.01448460847875061,0.5199502893810756
3.6,-75.12776508052661,0.014407506363090336,0.5199501520695594
3.61,-75.12555226782327,0.014330818279418527,0.5199500147642707
3.62,-75.12334005406811,0.014254541988315779,0.5199498774652087
3.63,-75.1211284372479,0.01417867526265609,0.5199497401723726
3.64,-75.11891741536486,0.014103215887544245,0.5199496028857615
3.65,-75.11670698643654,0.014028161660253799,0.5199494656053746
3.66,-75.11449714849576,0.013953510390165519,0.5199493283312111
3.67,-75.1122878995905,0.013879259898706439,0.5199491910632702
3.68,-75.11007923778376,0.013805408019289377,0.5199490538015512
3.69,-75.10787116115358,0.013731952597253053,0.5199489165460531
3.7,-75.10566366778377,0.01365889148617418,0.5199487792967753
3.71,-75.10345675576565,0.013586222548479862,0.519948642053717
3.72,-75.1012504232174,0.013513943663266864,0.5199485048168774
3.73,-75.09904466827166,0.013442052721263061,0.5199483675862556
3.74,-75.09683948907531,0.013370547624699776,0.519948230361851
3.75,-75.09463488378927,0.013299426287249685,0.5199480931436627
3.7600000000000002,-75.09243085058846,0.0132286866339651,0.5199479559316902
3.77,-75.0902273876617,0.013158326601216765,0.5199478187259324
3.7800000000000002,-75.08802449321162,0.013088344136633004,0.5199476815263888
3.79,-75.08582216545452,0.013018737199039385,0.5199475443330586
3.8000000000000003,-75.08362040262033,0.012949503758398763,0.519947407145941
3.81,-75.08141920295249,0.012880641795751805,0.5199472699650353
3.8200000000000003,-75.07921856470786,0.012812149303157902,0.5199471327903408
3.83,-75.07701848615663,0.012744024283636577,0.5199469956218566
3.84,-75.07481896558222,0.012676264751109282,0.5199468584595823
3.85,-75.07262000128122,0.01260886873034165,0.5199467213035169
3.86,-75.07042159156327,0.012541834256886203,0.5199465841536599
3.87,-75.06822373475099,0.01247515937702545,0.5199464470100104
3.88,-75.06602642917986,0.012408842147715484,0.5199463098725677
3.89,-75.06382967319823,0.012342880636529954,0.5199461727413313
3.9,-75.0616334651671,0.012277272921604531,0.5199460356163003
3.91,-75.05943780346018,0.012212017091581756,0.5199458984974741
3.92,-75.05724268646367,0.012147111245556383,0.519945761384852
3.93,-75.05504811257626,0.012082553493021104,0.5199456242784333
3.94,-75.05285408020909,0.012018341953812756,0.5199454871782173
3.95,-75.05066058778553,0.011954474758058936,0.5199453500842034
3.96,-75.04846763373465,0.011890950044612315,0.5199452129963908
3.97,-75.04627521649144,0.011827765961087835,0.519945075914779
3.98,-75.04408333451255,0.011764920667430588,0.5199449388393672
3.99,-75.0418919862666,0.011702412333651518,0.5199448017701548
4.0,-75.03970117023394,0.011640239139734753,0.5199446647071411
4.01,-75.03751088490647,0.011578399275584472,0.5199445276503254
4.0200000000000005,-75.03532112878763,0.011516890940972172,0.5199443905997071
4.03,-75.03313190039233,0.011455712345484363,0.5199442535552856
4.04,-75.03094319824683,0.011394861708470594,0.5199441165170603
4.05,-75.02875502088867,0.011334337258991923,0.5199439794850303
4.0600000000000005,-75.02656736686662,0.011274137235769768,0.5199438424591953
4.07,-75.02438023474053,0.011214259887135166,0.5199437054395545
4.08,-75.0221936230814,0.011154703470978376,0.5199435684261072
4.09,-75.02000753047113,0.011095466254698946,0.519943431418853
4.1,-75.01782195550254,0.011036546515156124,0.519943294417791
4.11,-75.0156368967793,0.010977942538619676,0.5199431574229207
4.12,-75.01345235291583,0.010919652620721134,0.5199430204342416
4.13,-75.01126832253723,0.010861675066405365,0.519942883451753
4.14,-75.00908480427924,0.010804008189882601,0.5199427464754541
4.15,-75.0069017967881,0.010746650314580834,0.5199426095053447
4.16,-75.00471929872059,0.010689599773098619,0.5199424725414238
4.17,-75.00253730874383,0.010632854907158248,0.5199423355836911
4.18,-75.00035582553531,0.010576414067559341,0.5199421986321457
4.19,-74.99817484778282,0.010520275614132825,0.5199420616867874
4.2,-74.99599437418432,0.010464437915695315,0.5199419247476152
4.21,-74.99381440344793,0.010408899350003862,0.5199417878146289
4.22,-74.99163493428112,0.010353658299809115,0.5199416508878276
4.23,-74.9894559653909,0.010298713152884694,0.5199415139672109
4.24,-74.98727749551178,0.010244062312207916,0.5199413770527782
4.25,-74.98509952338836,0.01018970418960125,0.5199412401445288
4.26,-74.98292204777493,0.010135637205545016,0.5199411032424622
4.2700000000000005,-74.98074506743536,0.010081859789132808,0.5199409663465779
4.28,-74.97856858114305,0.010028370378027333,0.5199408294568754
4.29,-74.97639258768089,0.009975167418416572,0.519940692573354
4.3,-74.97421708584113,0.00992224936497036,0.519940555696013
4.3100000000000005,-74.97204207442545,0.009869614680797318,0.5199404188248521
4.32,-74.96986755224471,0.009817261837402183,0.5199402819598707
4.33,-74.96769351811906,0.009765189314643468,0.5199401451010682
4.34,-74.96551997087785,0.009713395600691541,0.5199400082484441
4.3500000000000005,-74.96334690935946,0.00966187919198705,0.5199398714019977
4.36,-74.96117433241136,0.009610638593199754,0.5199397345617287
4.37,-74.95900223889005,0.009559672317187686,0.5199395977276364
4.38,-74.9568306276609,0.009508978884956717,0.5199394608997203
4.39,-74.95465949759826,0.009458556825620492,0.5199393240779798
4.4,-74.95248884758522,0.009408404676360742,0.5199391872624146
4.41,-74.95031867651369,0.00935852098238797,0.5199390504530239
4.42,-74.94814898328434,0.009308904296902485,0.5199389136498074
4.43,-74.94597976680647,0.009259553181055858,0.5199387768527644
