t,x2,x3,x5,x6,x4,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
0.1,4.971231541275614e-13,9.849362269470295e-16,3.384344485092445e-13,9.999500454272325e-14,6.341858320062339e-14,5.48459089510922e-18,4.005880200487464e-17,1.0290999557758191e-13,9.666063244664286e-14,9.957062802422469e-14,4.2937197577531656e-16,0.5110676872719988,99.17474670574484,0.31418560698319614,99.80651229372697,0.1934877062730044,99.80651229372697,0.19348770627300435,95.98204651621239,4.006867515040221
0.11,4.688537851106303e-13,1.1572791864879316e-15,3.590355767113338e-13,9.999401053387174e-14,7.090713631507978e-14,6.867022621729913e-18,4.718211997420106e-17,1.0228407825236582e-13,9.72625147574536e-14,9.954659300981935e-14,4.53406990180658e-16,0.5276663534438698,99.15313502743416,0.3191986191219907,99.7692728912447,0.2307271087552638,99.7692728912447,0.23072710875526375,95.97861656780977,4.009189010535039
0.12,4.422696958262292e-13,1.7375452068320286e-15,3.778067666921736e-13,9.999296562385544e-14,7.813193889444385e-14,8.397258953823672e-18,5.469449751137113e-17,1.0155063862404977e-13,9.79737809544057e-14,9.95244195784554e-14,4.755804215446077e-16,0.5429672566911348,99.13253241702516,0.32450032628372094,99.73073192957922,0.26926807042072815,99.73073192957922,0.2692680704207282,95.97477327556737,4.011923891859532
0.13,4.172701063948336e-13,9.334004468339188e-16,3.966713601726991e-13,9.999187764990929e-14,8.5062793409598e-14,1.0068783459006393e-17,6.256414266635745e-17,1.007229509587605e-13,9.878091010422929e-14,9.950386106298972e-14,4.961389370102913e-16,0.5570993938362978,99.11285195883787,0.3300486473258558,99.69127514305913,0.30872485694083124,99.69127514305913,0.3087248569408313,95.97050525610656,4.01508354723631
0.14,3.9376033530698387e-13,9.260446466913954e-16,4.135523410332288e-13,9.999075395828607e-14,9.169022315180206e-14,1.1874682113243034e-17,7.076522089381747e-17,9.981280387779158e-14,9.967189906280329e-14,9.948470294059477e-14,5.152970594052248e-16,0.5701903039898228,99.0940034486776,0.33580624733261216,99.65123114975843,0.3487688502415332,99.65123114975843,0.3487688502415333,95.96580508179429,4.018675409250468
0.15,3.7165141305987465e-13,6.883220310067198e-16,4.2957487756460325e-13,9.998960143497496e-14,9.800521157876993e-14,1.3807860281070373e-17,7.927147048866469e-17,9.883214018548515e-14,1.0063461923034195e-13,9.946675941582701e-14,5.332405841729806e-16,0.5823606018311882,99.07589912340642,0.341740274762428,99.61087639259986,0.38912360740009494,99.61087639259986,0.389123607400095,95.96066867100602,4.022703564544404
0.16,3.5085972564265186e-13,1.604282365053524e-16,4.448830257231474e-13,9.998842653284573e-14,1.0400714523743455e-13,1.5861184156956322e-17,8.805944325737706e-17,9.779154295916097e-14,1.0165832715667686e-13,9.944987011583773e-14,5.501298841622679e-16,0.5937210954768117,99.05845690573416,0.3478219987890698,99.57044070284903,0.42955929715093394,99.57044070284903,0.42955929715093394,95.95509473758607,4.027169304322224
0.17,3.313066821323415e-13,-1.0375414368796927e-15,4.599323006958403e-13,9.998723529793021e-14,1.0969902752510018e-13,1.8027592484268064e-17,9.71071931824115e-17,9.670108215536808e-14,1.0273281489933872e-13,9.94338970547067e-14,5.661029452933058e-16,0.6043716133654908,99.04160198416291,0.3540264024716484,99.53011297648189,0.46988702351807865,99.53011297648189,0.4698870235180786,95.94908430315664,4.032071612011197
0.18,3.1291841139432926e-13,2.513367112130593e-14,4.466822554298083e-13,9.998603338942308e-14,1.1515591625924644e-13,2.0300115292193478e-17,1.0641829059432194e-16,9.557123748304266e-14,1.0384748489599558e-13,9.941872237903812e-14,5.812776209618777e-16,0.6144008581969883,99.0252673718903,0.3603317699127526,99.49004662230274,0.5099533776972165,99.49004662230274,0.5099533776972164,95.94264027290434,4.037407587451178
0.19,2.956254471161584e-13,-7.850791698943083e-18,4.840659301262423e-13,9.998482612361465e-14,1.2019624036346727e-13,2.2672204027143477e-17,1.1590785818874086e-16,9.44154151947816e-14,1.0498883333415193e-13,9.940424852893341e-14,5.957514710665783e-16,0.6238863848324177,99.00939432792677,0.36671928724085623,99.45036463263746,0.5496353673625014,99.45036463263746,0.5496353673625013,95.935767068998,4.043172813457118
0.2,2.7936251054631614e-13,9.218191505802758e-15,4.862497956839515e-13,9.998361845351741e-14,1.2503845587151315e-13,2.5137216312965348e-17,1.256307225871281e-16,9.321972084633414e-14,1.0617066431052343e-13,9.939038515685745e-14,6.09614843142546e-16,0.6328957342356154,98.9939316018118,0.37317266395263143,99.41116423882875,0.5888357611712054,99.41116423882875,0.5888357611712053,95.92847031724531,4.049361669146781
0.21,2.640681992007892e-13,-6.805658489369153e-15,5.1304576145299e-13,9.998241503704796e-14,1.295495802014032e-13,2.768906898697651e-17,1.3552052815026027e-16,9.203538549893265e-14,1.0734167535027486e-13,9.937706084920738e-14,6.229391507926146e-16,0.6414883906985065,98.97883379579474,0.3796778135067912,99.37252080903872,0.6274791909612482,99.37252080903872,0.627479190961248,95.92075658617732,4.055967590843962
0.22,2.496848019591124e-13,1.4284750271451708e-14,5.019840332056608e-13,9.99812202147407e-14,1.3389293192200687e-13,3.032170789879651e-17,1.45614719129417e-16,9.077918095331218e-14,1.0858502395017474e-13,9.936420490348678e-14,6.3579509651319515e-16,0.6497152365687934,98.96406219375524,0.3862225696759913,99.33449127558605,0.6655087244139396,99.33449127558605,0.6655087244139396,95.91263316072174,4.062983298395615
0.23,2.361580351392744e-13,8.952533417020801e-16,5.248744744111286e-13,9.998003806674436e-14,1.3790717148414757e-13,3.30296353402547e-17,1.5583892166390181e-16,8.956010715538685e-14,1.0979166071731507e-13,9.935176787270178e-14,6.482321272981961e-16,0.6576214800519302,98.94958208919171,0.3927964307563933,99.297117142795,0.7028828572049882,99.297117142795,0.7028828572049882,95.9041078560401,4.070400981327245
0.24,2.2343686199595922e-13,2.434392588864734e-16,5.344237515624517e-13,9.997887239231568e-14,1.4171905567160003e-13,3.5807393439380383e-17,1.6621972534868906e-16,8.833939894270614e-14,1.1100031721062854e-13,9.933971615333455e-14,6.602838466654043e-16,0.6652430879228413,98.93536660671055,0.39939030536663406,99.26042734496153,0.7395726550384788,99.26042734496153,0.7395726550384788,95.8951888593241,4.078212457042117
0.25,2.1147327938642358e-13,3.902942605316736e-16,5.426357906186827e-13,9.99777267519302e-14,1.4531169930988043e-13,3.8649924420293107e-17,1.7673474813231473e-16,8.712283462298059e-14,1.1220517930831096e-13,9.93280139312914e-14,6.719860687085421e-16,0.6726100021821265,98.92139373849488,0.40599625932302214,99.22444095785438,0.7755590421456147,99.22444095785438,0.7755590421456147,95.88588460844232,4.086409292170547
0.26,2.0022217245886662e-13,3.934161570254247e-16,5.504886427739881e-13,9.997660446937022e-14,1.4869458205738388e-13,4.15524235613526e-17,1.8737165980567144e-16,8.591503373343442e-14,1.1340159838298636e-13,9.931663211642064e-14,6.833678835793161e-16,0.679747590861015,98.90764505710305,0.41260735203595666,99.1891690182375,0.8108309817625049,99.1891690182375,0.8108309817625049,95.87620369415991,4.094982900347081
0.27,1.8964109451265615e-13,4.729314111080967e-16,5.577927184097753e-13,9.99755086510486e-14,1.5187962583619338e-13,4.4510346459252357e-17,1.9811983276060048e-16,8.471904365040758e-14,1.1458650322874767e-13,9.930554687915508e-14,6.944531208448892e-16,0.6866771593261689,98.89410536800618,0.4192174726676774,99.15461624710997,0.8453837528900304,99.15461624710997,0.8453837528900304,95.86615477729241,4.103924625056892
0.28,1.7969013814129383e-13,3.0713113992832993e-16,5.648994676770869e-13,9.997444219678192e-14,1.5487700857310982e-13,4.751940573365437e-17,2.089688660668568e-16,8.353841035161708e-14,1.157563284940568e-13,9.929473884567371e-14,7.052611543262632e-16,0.6934164533844535,98.88076232285245,0.42582122376311343,99.12078229485277,0.8792177051472317,99.12078229485277,0.8792177051472317,95.85574652845435,4.113225799885711
0.29,1.7033177486807664e-13,7.482686108604847e-17,5.716566873757223e-13,9.997340781275476e-14,1.576976611094857e-13,5.0575557509604516e-17,2.1990941536627854e-16,8.23755740392117e-14,1.1690861847339133e-13,9.928419251260285e-14,7.158074873971174e-16,0.6999801362988108,98.86760605653572,0.43241380716547,99.08766290317334,0.9123370968266573,99.08766290317334,0.9123370968266573,95.84498757810724,4.122877798472438
0.3,1.615307076387344e-13,5.924027880080444e-16,5.772713013329714e-13,9.997240802357107e-14,1.6035358196180754e-13,5.367498977790172e-17,2.3093326513086615e-16,8.123270257389842e-14,1.1804119284390636e-13,9.927389541780458e-14,7.261045821953886e-16,0.7063802543218695,98.85462882108305,0.4389909245950699,99.05525089695303,0.9447491030469723,99.05525089695303,0.9447491030469723,95.83388647699265,4.132872074076629
0.31,1.5325374350022363e-13,1.8105812048365852e-15,5.818163733372646e-13,9.997144518288948e-14,1.6285418763355168e-13,5.681411477630989e-17,2.420320264589488e-16,8.011229697878966e-14,1.1915154085727262e-13,9.926383783606208e-14,7.361621639378865e-16,0.7126266059756581,98.84182469318907,0.4455487008352602,99.02353692570136,0.9764630742986236,99.02353692570136,0.9764630742986236,95.82245166982804,4.143200185883802
0.32,1.45469669345602e-13,4.819899651864721e-16,5.885693186775518e-13,9.997052148392625e-14,1.6520065982691915e-13,5.998956270005534e-17,2.531951381155446e-16,7.901610868400734e-14,1.2023790369655697e-13,9.925401238056409e-14,7.459876194358889e-16,0.7187270577590946,98.82918932582464,0.4520836164162395,98.99251009084736,1.0074899091526406,98.99251009084736,1.0074899091526406,95.81069147604278,4.153853818270676
0.33,1.3814913238319498e-13,-2.182913129247562e-16,5.943681320317609e-13,9.996963896791217e-14,1.6740928284463504e-13,6.319815095072026e-17,2.644179344723256e-16,7.794440888322875e-14,1.2130000425479361e-13,9.924441313802217e-14,7.555868619778058e-16,0.7246878761653206,98.81671967739098,0.4585924464436821,98.96215850175494,1.0378414982450643,98.96215850175494,1.0378414982450643,95.79861407455131,4.164824796033678
0.34,1.3126452618299358e-13,5.350955405212006e-16,5.984049427029652e-13,9.99687995346525e-14,1.6949018292017858e-13,6.643689124973713e-17,2.7569422744053347e-16,7.689889290568467e-14,1.2233614239831222e-13,9.923503530399668e-14,7.649646960033025e-16,0.730514064580322,98.80441372396989,0.46507221144976313,98.9324697023969,1.0675302976031043,98.9324697023969,1.0675302976031043,95.78622749458367,4.176105093560016
0.35000000000000003,1.2478988779427912e-13,3.0877972386690954e-16,6.031373140135837e-13,9.99680049510895e-14,1.7144514002275242e-13,6.97029812256733e-17,2.8701551320406057e-16,7.588106366268025e-14,1.2334481176783932e-13,9.922587543051939e-14,7.741245694806027e-16,0.7362095978736687,98.79227026177448,0.47152014035183515,98.90343097050909,1.0965690294909078,98.90343097050909,1.0965690294909078,95.77353961202101,4.187686838493888
0.36,1.1870080217313774e-13,2.2347570051422294e-16,6.074589799684598e-13,9.99672568581935e-14,1.7328412683558305e-13,7.299378064925627e-17,2.9837668346372897e-16,7.489106525090518e-14,1.2432586588316027e-13,9.921693113406524e-14,7.830688659347382e-16,0.7417775571401513,98.78028880313721,0.47793363972262637,98.87502955080932,1.1249704491906707,98.87502955080932,1.1249704491906707,95.7605581485558,4.199562312578124
0.37,1.1297430879477831e-13,3.0649413309358275e-16,6.11358683905854e-13,9.996655677926787e-14,1.750140564886963e-13,7.630681137093e-17,3.0977208694039427e-16,7.39285250152916e-14,1.2527967531089108e-13,9.920820032618247e-14,7.91799673817506e-16,0.747220295165287,98.76846943837762,0.48431026645707825,98.8472528529816,1.1527471470183872,98.8472528529816,1.1527471470183872,95.74729067243244,4.211723950915361
0.38,1.075888148309864e-13,7.008740800248896e-16,6.147081814742181e-13,9.99659061269022e-14,1.7664173321764647e-13,7.963974576219671e-17,3.2119652446108904e-16,7.299498059532922e-14,1.262047006886043e-13,9.919968128393333e-14,8.00318716066653e-16,0.7525396508633486,98.75681264356388,0.4906477055727604,98.82008859882825,1.1799114011717462,98.82008859882825,1.1799114011717462,95.7337446009402,4.224164339476764
0.39,1.0252401250656084e-13,5.152680784236783e-16,6.184152094034582e-13,9.996530620991132e-14,1.7817108214270744e-13,8.299040033586981e-17,3.32644258604084e-16,7.209117861672e-14,1.2710019433424962e-13,9.91913729509694e-14,8.086270490305938e-16,0.7577370394568429,98.74531920786305,0.49694375268008245,98.79352492443954,1.2064750755604434,98.79352492443954,1.2064750755604434,95.71992720416097,4.236876211356112
0.4,9.776080347616092e-14,1.8545603352419846e-16,6.220562994279246e-13,9.99647582392109e-14,1.7960889511804755e-13,8.635672274130118e-17,3.4411098239195974e-16,7.121662481135816e-14,1.279666500001888e-13,9.918327481154674e-14,8.167251884532373e-16,0.7628135097099273,98.7339901892328,0.5031963010572312,98.76755043716544,1.2324495628345558,98.76755043716544,1.2324495628345558,95.70584561030982,4.249852441430841
0.41000000000000003,9.328122721720455e-14,3.988298080078462e-16,6.249549557342914e-13,9.996426333384141e-14,1.8096224122558692e-13,8.97367862063413e-17,3.5559289486294957e-16,7.037009686126112e-14,1.2880528911189412e-13,9.917538597315501e-14,8.246140268449698e-16,0.767769847827994,98.72282682127955,0.509403330892413,98.74215425285907,1.2578457471409243,98.74215425285907,1.2578457471409243,95.69150681161163,4.2630860404870425
0.42,8.906839259481501e-14,-6.01167724132398e-16,6.288838057255152e-13,9.996382252695655e-14,1.8223194767591476e-13,9.312878766007423e-17,3.6708441327235555e-16,6.955058861542405e-14,1.2961711623804747e-13,9.91677048534713e-14,8.32295146528684e-16,0.7726067680360591,98.7118303305878,0.5155629013761086,98.71732601023129,1.2826739897687047,98.71732601023129,1.2826739897687047,95.67691766995802,4.276570149564075
0.43,8.510641558417621e-14,3.709171800739939e-15,6.273144149652073e-13,9.996343676944161e-14,1.8343862367417275e-13,9.653101885799549e-17,3.7858718740565324e-16,6.876256149896948e-14,1.3039766834090332e-13,9.916022983987258e-14,8.397701601273935e-16,0.7773250381386941,98.70100181411463,0.5216731477466314,98.69305584259885,1.306944157401142,98.69305584259885,1.306944157401142,95.66208492260799,4.290298034255356
0.44,8.138035476726599e-14,7.076801935697413e-16,6.329100095870968e-13,9.996310693901595e-14,1.8455616760941094e-13,9.994191575350978e-17,3.900869878886011e-16,6.799753325885897e-14,1.3115542608546445e-13,9.915295934432318e-14,8.470406556767891e-16,0.781925445121193,98.69034227371341,0.527732281165361,98.66933432811109,1.3306656718888983,98.66933432811109,1.3306656718888983,95.6470151874032,4.304263079494553
0.45,7.78761632724647e-14,1.319310257910081e-16,6.359192028738391e-13,9.99628338384072e-14,1.8561243537721988e-13,1.0335996774494676e-16,4.015886445344813e-16,6.726104138764601e-14,1.3188485137682414e-13,9.914589276446993e-14,8.541072355300468e-16,0.7864086887227215,98.67985272463432,0.5337385866429327,98.6461524592906,1.3538475407093762,98.6461524592906,1.3538475407093762,95.63171496772917,4.318458784595699
0.46,7.458062828314193e-14,6.144550634742956e-16,6.377220062876749e-13,9.996261820496337e-14,1.8660810253011885e-13,1.0678377989482042e-16,4.130878507333523e-16,6.6553123896749e-14,1.3258590463383053e-13,9.913902853057932e-14,8.609714694206632e-16,0.7907754163341849,98.66953416658528,0.5396904170805081,98.62350164976007,1.3764983502399089,98.62350164976007,1.3764983502399089,95.61619065703314,4.332878758736601
0.47000000000000003,7.148132329996078e-14,-4.698901348507592e-16,6.409586048139727e-13,9.996246071319947e-14,1.8754055881707622e-13,1.102120473642899e-16,4.245794432786499e-16,6.587215531907093e-14,1.332602098412208e-13,9.913236516029152e-14,8.676348397084553e-16,0.7950263285785625,98.65938748096748,0.5455861904539188,98.60137371396766,1.3986262860323277,98.60137371396766,1.3986262860323277,95.60044854356642,4.3475167162178
0.48,6.85665628348831e-14,-4.558027993422945e-16,6.429653863484659e-13,9.99623619776029e-14,1.8841980119687552e-13,1.1364353689725452e-16,4.3606290461898817e-16,6.521598969097234e-14,1.3390991110439018e-13,9.912590079536229e-14,8.740992046376881e-16,0.7991622044966223,98.6494134040162,0.5514243914871452,98.57976081005783,1.4202391899421511,98.57976081005783,1.4202391899421511,95.58449481460904,4.362366472239054
0.49,6.582535503585455e-14,1.801069425170509e-17,6.443902770770544e-13,9.996232255771256e-14,1.8924760542248984e-13,1.1707709924877212e-16,4.475351133897494e-16,6.458458354694887e-14,1.3453504931403515e-13,9.911963286098378e-14,8.803671390161937e-16,0.8031839631833652,98.6396124641271,0.5572035726895145,98.5586553903564,1.4413446096435758,98.5586553903564,1.4413446096435758,95.56833556028205,4.377421939088272
0.5,6.324736360662103e-14,5.0707227906365557e-17,6.461435175815038e-13,9.996234296081831e-14,1.900249140684441e-13,1.205116586842662e-16,4.589928960235214e-16,6.397747337305686e-14,1.3513608526047792e-13,9.911355863353452e-14,8.864413664654665e-16,0.8070927071288821,98.62998493665027,0.5629223562208229,98.5380501520127,1.4619498479872866,98.5380501520127,1.4619498479872866,95.55197677630946,4.3926771233805795
0.51,6.082287035277365e-14,3.9509376706035265e-17,6.478337018208138e-13,9.99624236448146e-14,1.9075563126844813e-13,1.239462055930894e-16,4.704343308520116e-16,6.339409507607653e-14,1.357135802762937e-13,9.910767535236997e-14,8.923246476300185e-16,0.8108896858694379,98.62053087785404,0.5685794362765167,98.51793798464398,1.4820620153560053,98.51793798464398,1.4820620153560053,95.53542436637825,4.408126123699324
0.52,5.854273592423042e-14,1.862898034446882e-16,6.49264843247813e-13,9.996256502162611e-14,1.9144301272733508e-13,1.2737979518553217e-16,4.81857480366624e-16,6.283471962967136e-14,1.3626726082546698e-13,9.910198045513804e-14,8.980195448619279e-16,0.8145762208820884,98.61125019874503,0.5741735803728621,98.49831192720728,1.5016880727927095,98.49831192720728,1.5016880727927095,95.51868414432397,4.423763128411648
0.53,5.6398364006897386e-14,1.2857783582263863e-16,6.508062885155376e-13,9.996276746019391e-14,1.920887815660692e-13,1.30811544256514e-16,4.932600712241528e-16,6.229820919543202e-14,1.367982622034724e-13,9.909647139890414e-14,9.035286010958313e-16,0.8181536548030799,98.60214271653042,0.5797036286664737,98.47916514527138,1.5208348547286084,98.47916514527138,1.5208348547286084,95.50176183588111,4.439582413919111
0.54,5.438166964723162e-14,1.2689593987813042e-16,6.522025228045338e-13,9.996303128890617e-14,1.9269601720837495e-13,1.3424062520316114e-16,5.046404858734596e-16,6.178351872263247e-14,1.3730762650281631e-13,9.90911452254485e-14,9.088547745514668e-16,0.8216233744064012,98.5932081330269,0.5851684925666703,98.46049091783743,1.5395090821625554,98.46049091783743,1.5395090821625554,95.48466308002953,4.4555783433123315
0.55,5.248504923896697e-14,1.274354042444174e-16,6.535127890338354e-13,9.996335679818754e-14,1.9326689129467656e-13,1.3766626460130783e-16,5.159969654892806e-16,6.128986318254995e-14,1.3779613538223342e-13,9.908599856478307e-14,9.140014352168805e-16,0.8249868798006696,98.58444596572865,0.5905671544706722,98.44228261572096,1.5577173842790197,98.44228261572096,1.5577173842790197,95.46739343016375,4.471745365202586
0.56,5.070135202604568e-14,1.2188278741857783e-16,6.547504084405454e-13,9.996374424278365e-14,1.938035488583298e-13,1.4108773927977194e-16,5.273279055985492e-16,6.081663269236692e-14,1.3826439515532674e-13,9.908102784769336e-14,9.189721523066033e-16,0.8282458181017862,98.57585551276863,0.5958986691295665,98.42453366680232,1.5754663331976797,98.42453366680232,1.5754663331976797,95.4499583550227,4.488078012793115
0.5700000000000001,4.9023853345264176e-14,1.1766343202772426e-16,6.559126279663534e-13,9.996419384395691e-14,1.943080442149089e-13,1.4450437339051567e-16,5.386318240997019e-16,6.036319556481563e-14,1.38713033877862e-13,9.907622944267732e-14,9.237705573226433e-16,0.8314019614394434,98.56743587313204,0.6011621654285024,98.40723751974208,1.5927624802579285,98.40723751974208,1.5927624802579285,95.43236323924943,4.504570903320384
0.58,4.7446229046331284e-14,1.140619201907468e-16,6.570045756135587e-13,9.996470579158466e-14,1.947822907582017e-13,1.4791553559767468e-16,5.49907334536465e-16,5.992888091121772e-14,1.391427187577e-13,9.90715996689174e-14,9.284003310825674e-16,0.8344571678954359,98.55918598474264,0.606356847361917,98.39038761640093,1.6096123835990808,98.39038761640093,1.6096123835990808,95.41461338360561,4.521218737840467
0.59,4.5962531476965605e-14,1.1044203295871027e-16,6.580310373238593e-13,9.996528024612432e-14,1.952280881369108e-13,1.513206363749152e-16,5.611531468076915e-16,5.951300995284316e-14,1.3955412480923524e-13,9.906713476207812e-14,9.328652379218575e-16,0.8374133565215917,98.55110464955287,0.6114819939255351,98.37397737538625,1.6260226246137508,98.37397737538625,1.6260226246137508,95.39671400491639,4.538016301285259
0.6,4.4567167159693876e-14,1.0707241784667685e-16,6.589956448992225e-13,9.996591734044061e-14,1.956471309952017e-13,1.5471912550681536e-16,5.723680620890139e-16,5.91149179273126e-14,1.3994791293478126e-13,9.90628308620936e-14,9.371691379063876e-16,0.8402725030820368,98.54319053852224,0.6165369583957128,98.3580001822461,1.6419998177538921,98.3580001822461,1.6419998177538921,95.37867023586686,4.554958462666929
0.61,4.325487432124935e-14,1.039335780199106e-16,6.599020875968498e-13,9.996661718164479e-14,1.9604101286664247e-13,1.5811048957765618e-16,5.835509660171809e-16,5.873395883851487e-14,1.4032472519682698e-13,9.905868403534157e-14,9.413159646584067e-16,0.8430366404075536,98.5354421920564,0.6215211675360492,98.34244937996847,1.6575506200315282,98.34244937996847,1.6575506200315282,95.36048712468961,4.5720401753914475
0.62,4.2020698445710054e-14,1.0098617678916734e-16,6.607538602397202e-13,9.99673798530947e-14,1.9641123421285664e-13,1.614942492359255e-16,5.947008225945804e-16,5.836950083263011e-14,1.406851894742749e-13,9.905469030690474e-14,9.453096930952433e-16,0.8457078507060973,98.52785802857338,0.6264341207205202,98.32731825850456,1.672681741495424,98.32731825850456,1.672681741495424,95.34216963468866,4.589256477735836
0.63,4.0859992752020764e-14,9.816996694859335e-17,6.615542639545235e-13,9.996820541435544e-14,1.9675920227859302e-13,1.6486995924766056e-16,6.058166743122408e-16,5.802092768327255e-14,1.4102991796940854e-13,9.905084565268083e-14,9.491543473191444e-16,0.8482882615123032,98.52043634873242,0.6312753897552644,98.31260005651778,1.6873999434822173,98.31260005651778,1.6873999434822173,95.32372264416266,4.606602492925012
0.64,3.976838598389738e-14,9.553837538129806e-17,6.623062937444137e-13,9.996909390383445e-14,1.97086241153647e-13,1.682372048926741e-16,6.168976339346795e-16,5.7687634310921e-14,1.4135951172548365e-13,9.904714603640437e-14,9.528539635956031e-16,0.8507800332527279,98.51317534920496,0.6360446175422938,98.29828794902835,1.7017120509716523,98.29828794902835,1.7017120509716523,95.30515094571413,4.6240734298242145
0.65,3.8741754745168627e-14,9.306620060129482e-17,6.630128505611698e-13,9.997004534104316e-14,1.9739359967596206e-13,1.715955988696917e-16,6.279428771865917e-16,5.736903075409804e-14,1.4167455666749944e-13,9.90435874215972e-14,9.564125784027709e-16,0.8531853427512683,98.50607314144459,0.6407415158041204,98.28437504577387,1.7156249542261273,98.28437504577387,1.7156249542261273,95.28645924533406,4.641664583856108
0.66,3.777624441696389e-14,9.074604210813656e-17,6.636766300425182e-13,9.997105972488598e-14,1.9768244534164627e-13,1.7494478363635196e-16,6.389516482423053e-16,5.706454162884674e-14,1.419756241278645e-13,9.904016575671096e-14,9.598342432890144e-16,0.8555063950920343,98.49912773884026,0.6453658660676803,98.27085439812704,1.729145601872961,98.27085439812704,1.729145601872961,95.2676521629356,4.6593713364659335
0.67,3.68682112202448e-14,8.856143064256975e-17,6.643001898774304e-13,9.997213703839752e-14,1.9795388176363332e-13,1.782844249271251e-16,6.499232447253713e-16,5.6773607526991865e-14,1.4226326948964708e-13,9.903687701663867e-14,9.631229833613042e-16,0.8577453944337876,98.49233709017898,0.6499175153872124,98.25771899153007,1.7422810084699334,98.25771899153007,1.7422810084699334,95.24873423063234,4.677189156846751
