t,C_1,M_2,X_1,M_1,C_2,X_2
0.68,2.032207877809218,3.580015539641748e-05,0.04458873976460434,0.9846891152350318,0.0010014664703264957,4.887302429709671e-07
0.6900000000000001,2.032675843963465,3.6386726737142274e-05,0.04515433464844594,0.9846611653633083,0.0010162394339089855,4.997555280983489e-07
0.7000000000000001,2.0331436557585842,3.697335115775061e-05,0.04571896732005309,0.9846343102462838,0.0010310126488632125,5.108096735763415e-07
0.71,2.033611313430776,3.7560027312433876e-05,0.04628265917325378,0.9846085073897901,0.001045786099528488,5.218913203065072e-07
0.72,2.034078817211395,3.814675382302932e-05,0.04684543096384538,0.9845837158412626,0.00106055977079114,5.329991694426499e-07
0.73,2.0345461673272207,3.873352924082855e-05,0.04740730286829832,0.9845598960286265,0.001075333648043531,5.441319778120301e-07
0.74,2.0350133639992043,3.932035240917589e-05,0.04796829413943119,0.9845370107649767,0.0010901077173935483,5.552885770482297e-07
0.75,2.035480407442078,3.9907222599577743e-05,0.04852842298983989,0.984515025594459,0.0011048819657325521,5.664678793244065e-07
0.76,2.035947297867589,4.049413869312877e-05,0.04908770743534328,0.9844939063612306,0.0011196563802066978,5.776688266052918e-07
0.77,2.0364140354832934,4.1081099530787477e-05,0.04964616496304968,0.9844736201782947,0.0011344309484187256,5.88890409051014e-07
0.78,2.0368806204927434,4.1668103897394e-05,0.050203812567727435,0.9844541353309886,0.0011492056584008583,6.001316617522617e-07
0.79,2.0373470530956412,4.2255150534965354e-05,0.050760666779657286,0.9844354212028251,0.00116398049859289,6.113916618610932e-07
0.8,2.0378133334864335,4.284223927018775e-05,0.05131674326784974,0.984417449353635,0.0011787554580807121,6.226695471961275e-07
0.81,2.0382794618558377,4.342937004870414e-05,0.05187205724101017,0.98440019243292,0.0011935305263455626,6.339644945045285e-07
0.8200000000000001,2.038745438391465,4.401654261421291e-05,0.052426623602757995,0.9843836237600693,0.0012083056931639974,6.452757101517044e-07
0.8300000000000001,2.0392112632774784,4.460375687798237e-05,0.052980456843719284,0.984367717618602,0.0012230809486692435,6.566024341176762e-07
0.84,2.0396769366947494,4.519101292887982e-05,0.053533571070624,0.9843524491786312,0.0012378562833285226,6.679439370649355e-07
0.85,2.0401424588207386,4.577831084785428e-05,0.05408597997778601,0.9843377945740598,0.001252631687958199,6.792995242245484e-07
0.86,2.0406078298282155,4.636564971395182e-05,0.05463769658037019,0.9843237316195046,0.0012674071538952992,6.906685674716396e-07
0.87,2.0410730498874545,4.6953029035245605e-05,0.05518873366215459,0.984310238608423,0.001282182672700007,7.020504528497287e-07
0.88,2.0415381191658657,4.754044838891655e-05,0.055739103695623314,0.984297294528312,0.0012969582362045429,7.134445905378319e-07
0.89,2.0420030378279397,4.812790728220456e-05,0.056288818827138376,0.9842848791011338,0.0013117338365193235,7.24850417116313e-07
0.9,2.042467806035369,4.871540513551298e-05,0.056837890898103614,0.9842729727270846,0.0013265094660154938,7.362673935735421e-07
0.91,2.042932423946659,4.930294128005793e-05,0.05738633135829023,0.9842615567403997,0.0013412851173934099,7.476950144089999e-07
0.92,2.0433968917168586,4.98905149521864e-05,0.05793415120386122,0.9842506135936903,0.0013560607837314338,7.591328141948827e-07
0.93,2.0438612094988904,5.047812524182745e-05,0.05848136125545735,0.984240126058295,0.0013708364582636953,7.705803391458086e-07
0.9400000000000001,2.0443253774431103,5.1065771091758905e-05,0.05902797205953156,0.9842300775147822,0.0013856121344581285,7.820371574557823e-07
0.9500000000000001,2.0447893956973866,5.165345128182079e-05,0.05957399390129059,0.98422045192051,0.00140038780600556,7.935028581509234e-07
0.96,2.045253264407186,5.224116444393991e-05,0.060119436817895236,0.9842112337755934,0.0014151634668083694,8.049770495924845e-07
0.97,2.04571698371517,5.28289107748489e-05,0.060664310475399934,0.9842024084371661,0.0014299391110659573,8.16459354411162e-07
0.98,2.046180553761641,5.341669078934446e-05,0.06120862428322513,0.9841939618264874,0.00144471473319146,8.279494106624607e-07
0.99,2.046643974684849,5.400450460537729e-05,0.06175238746594373,0.9841858802451589,0.0014594903277587925,8.394468718641032e-07
1.0,2.0471072466208824,5.4592352604667884e-05,0.06229560902466482,0.9841781504735382,0.0014742658895281222,8.50951404141956e-07
1.01,2.047570369703754,5.518023546401972e-05,0.06283829774892655,0.9841707597400495,0.0014890414134354614,8.624626846988077e-07
1.02,2.048033344065306,5.576815385598859e-05,0.06338046220223995,0.9841636957597137,0.0015038168946029913,8.739804063578813e-07
1.03,2.048496169834259,5.635610654503079e-05,0.06392211057976843,0.9841569471085923,0.0015185923284500016,8.855043115853149e-07
1.04,2.0489588471379583,5.6944093537745944e-05,0.06446325096876844,0.9841505025401354,0.001533367710486904,8.970341336565931e-07
1.05,2.0494213761020283,5.753211532416377e-05,0.0650038912975251,0.9841443511198869,0.0015481430363543654,9.085696096400402e-07
1.06,2.049883756850275,5.812017256462808e-05,0.0655440393197975,0.9841384822669007,0.0015629183018344966,9.201104851936006e-07
1.07,2.050345989504755,5.8708266102115184e-05,0.06608370262519798,0.984132885727027,0.0015776935028416342,9.316565133825995e-07
1.08,2.0508080741858503,5.9296396974552246e-05,0.06662288864957125,0.984127551546197,0.0015924686354131248,9.432074534975013e-07
1.09,2.051270011012335,5.988456642713569e-05,0.06716160468537359,0.9841224700437101,0.001607243695700106,9.547630698716695e-07
1.1,2.051731800101337,6.0472775733461245e-05,0.06769985787582354,0.984117631830047,0.0016220186799722485,9.663231345026304e-07
1.11,2.0521934415659993,6.106102213210542e-05,0.06823765487932042,0.9841130287294119,0.0016367935849060944,9.77887506952651e-07
1.12,2.052654935518359,6.164930358715856e-05,0.06877500228286608,0.9841086526471395,0.001651568407229188,9.894560387053891e-07
1.1300000000000001,2.0531162820695776,6.22376190727803e-05,0.06931190663555233,0.9841044954795758,0.001666343143690984,1.0010285665677631e-06
1.1400000000000001,2.0535774813292402,6.282596728092053e-05,0.0698483743482021,0.9841005493912093,0.0016811177911488743,1.0126049374414044e-06
1.1500000000000001,2.054038533405407,6.34143465958742e-05,0.07038441170054321,0.9840968067967529,0.0016958923465617269,1.0241850078916887e-06
1.16,2.0544994384046626,6.400275506883604e-05,0.07092002484838197,0.9840932603432245,0.0017106668069834263,1.0357686437167645e-06
1.17,2.054960196432162,6.459119039245532e-05,0.07145521983077704,0.9840899028920281,0.0017254411695564148,1.0473557195165856e-06
1.18,2.055420807591681,6.517964988039508e-05,0.07199000257690803,0.9840867275018119,0.0017402154315054835,1.0589461182445966e-06
1.19,2.055881271984967,6.576813336128795e-05,0.07252437873532441,0.9840837278637554,0.001754989590280238,1.0705397206607662e-06
1.2,2.0563415897122037,6.635664141179161e-05,0.07305835378725604,0.9840808980133009,0.0017697636434598004,1.0821364109350747e-06
1.21,2.056801760872672,6.694517277642213e-05,0.07359193320948616,0.9840782319156418,0.0017845375886160286,1.093736085068895e-06
1.22,2.057261785564354,6.75337261925719e-05,0.07412512236874734,0.9840757237350677,0.0017993114234014526,1.105338644051994e-06
1.23,2.0577216638839766,6.812230039836358e-05,0.07465792652686577,0.9840733678222153,0.0018140851455445116,1.1169439933161767e-06
1.24,2.0581813959270505,6.871089414050413e-05,0.0751903508459055,0.9840711587013188,0.0018288587528447915,1.1285520421889315e-06
1.25,2.058640981787913,6.929950618213888e-05,0.0757224003933128,0.98406909105746,0.0018436322431682653,1.1401627033470754e-06
1.26,2.059100421559769,6.988813531070542e-05,0.07625408014706028,0.9840671597238192,0.0018584056144425294,1.1517758922703987e-06
1.27,2.059559715334513,7.047678276919703e-05,0.07678539492559922,0.984065359856521,0.001873178864716708,1.163391509404744e-06
1.28,2.0600188632026453,7.106545373073432e-05,0.0773163493474952,0.984063687035424,0.0018879519921958295,1.1750094291508983e-06
1.29,2.060477865253889,7.165415077440495e-05,0.07784694803924404,0.9840621367457276,0.0019027249950617651,1.186629545922922e-06
1.3,2.0609367215769505,7.224287708384791e-05,0.07837719554141584,0.9840607046122173,0.0019174978715536099,1.1982517508365383e-06
1.31,2.061395432259546,7.283163659076079e-05,0.07890709630959042,0.9840593863970156,0.0019322706199665384,1.2098759301949181e-06
1.32,2.0618539973884418,7.342043402791844e-05,0.07943665471810012,0.9840581779903292,0.0019470432386482503,1.2215019646200836e-06
1.33,2.0623124170494878,7.400927498219132e-05,0.07996587506377278,0.9840570754011948,0.0019618157259954122,1.2331297281843135e-06
1.34,2.062770691327656,7.45981659475641e-05,0.08049476156967472,0.9840560747482263,0.001976588080450102,1.2447590875415482e-06
1.35,2.0632288203065414,7.51871112495718e-05,0.08102331836139015,0.9840551723328581,0.001991360300526734,1.2563899365650242e-06
1.36,2.0636868040667675,7.577610361406733e-05,0.08155154938750898,0.9840543648801793,0.0020061323849009144,1.2680223031152872e-06
1.37,2.0641446426892496,7.636514298926358e-05,0.08207945858812894,0.9840536490347648,0.0020209043322230065,1.2796561351622568e-06
1.3800000000000001,2.0646023362540964,7.69542300036443e-05,0.08260704984070502,0.9840530215253267,0.002035676141178836,1.2912913747643982e-06
1.3900000000000001,2.06505988484044,7.754336479916477e-05,0.08313432695308456,0.9840524791876262,0.0020504478104980193,1.3029279710438212e-06
1.4000000000000001,2.065517288526452,7.813254697322242e-05,0.08366129366627531,0.9840520189581478,0.0020652193389514868,1.3145658805779655e-06
1.41,2.0659745473893625,7.872177552062755e-05,0.08418795365721361,0.9840516378677744,0.0020799907253490103,1.3262050677912833e-06
1.42,2.066431661505477,7.931104877557412e-05,0.08471431054153257,0.9840513330354623,0.0020947619685367292,1.3378455053469262e-06
1.43,2.0668886309501078,7.990036405159024e-05,0.08524036786875915,0.9840511016797033,0.0021095330674012966,1.3494871782842338e-06
1.44,2.067345455796737,8.04897146837843e-05,0.08576612905239335,0.9840509412829791,0.0021243040209309944,1.3611301203742818e-06
1.45,2.0678021361182393,8.107909407014535e-05,0.08629159747543652,0.9840508493440059,0.002139074828123365,1.372774363669591e-06
1.46,2.068258671986716,8.166849497854896e-05,0.08681677647724251,0.9840508234088048,0.0021538454879966597,1.384419946770971e-06
1.47,2.0687150634733182,8.225790883025345e-05,0.08734166933977941,0.9840508611031583,0.0021686159996018033,1.3960669233859385e-06
1.48,2.0691713106482554,8.284732561497578e-05,0.08786627928972349,0.984050960127869,0.002183386362020511,1.4077153630539668e-06
1.49,2.069627413580806,8.343673380596744e-05,0.08839060950055316,0.9840511182540176,0.002198156574363403,1.4193653518717313e-06
1.5,2.0700833723393295,8.402612027509041e-05,0.08891466309464294,0.9840513333182227,0.0022129266357681196,1.431016993218358e-06
1.51,2.0705391869913297,8.461547079670158e-05,0.0894384431440794,0.9840516032211152,0.002227696545398673,1.4426704026097455e-06
1.52,2.070994857606136,8.520479780277886e-05,0.08996195261233236,0.9840519260746724,0.002242466302502084,1.4543254308346668e-06
1.53,2.071450384252118,8.579411115609794e-05,0.09048519441959718,0.9840523000382905,0.0022572359063452387,1.4659819552497111e-06
1.54,2.0719057669958763,8.638340949407654e-05,0.09100817146349115,0.9840527232672228,0.0022720053561949903,1.4776399659670525e-06
1.55,2.0723610059034105,8.697269226142454e-05,0.09153088659484811,0.9840531939740312,0.0022867746513417432,1.489299445757103e-06
1.56,2.0728161010401505,8.75619597944234e-05,0.09205334261944509,0.9840537104247685,0.0023015437910979242,1.5009603690866566e-06
1.57,2.073271052470977,8.815121340520547e-05,0.0925755422997291,0.9840542709351616,0.0023163127747964545,1.5126227011570342e-06
1.58,2.073725860260253,8.874045546603336e-05,0.09309748835654377,0.9840548738667946,0.0023310816017892183,1.5242863969422271e-06
1.59,2.074180524471846,8.932968949357925e-05,0.09361918347085613,0.9840555176232917,0.0023458502714455366,1.5359514002270416e-06
1.6,2.074635045169157,8.991892023320431e-05,0.09414063028548322,0.9840562006465006,0.002360618783150636,1.5476176426452427e-06
1.61,2.075089422415193,9.050815503404349e-05,0.09466183139446487,0.9840569214463881,0.002375387136317331,1.5592850307137633e-06
1.62,2.0755436562728935,9.109741227285877e-05,0.09518278926497362,0.9840576788150363,0.002390155330469854,1.5709533673164032e-06
1.6300000000000001,2.0759977468046595,9.168670762898181e-05,0.09570350637120835,0.9840584714621537,0.002404923365100982,1.5826224791628576e-06
1.6400000000000001,2.0764516940725013,9.227605756057955e-05,0.09622398516365684,0.9840592980998503,0.002419691239705229,1.594292184282849e-06
1.6500000000000001,2.0769054981381223,9.286548104212188e-05,0.09674422805500002,0.9840601574819982,0.0024344589537942346,1.6059622756903331e-06
1.6600000000000001,2.07735915906295,9.345499969952552e-05,0.09726423742135196,0.9840610484017431,0.0024492265068957555,1.6176325199486234e-06
1.67,2.077812676908164,9.404463794529788e-05,0.09778401560349971,0.9840619696890164,0.0024639938985526596,1.6293026557355187e-06
1.68,2.078266051734722,9.463442311368093e-05,0.09830356490814325,0.9840629202080459,0.0024787611283219146,1.6409723924084292e-06
1.69,2.0787192836033905,9.522438559579505e-05,0.09882288760913535,0.9840638988548677,0.0024935281957735814,1.6526414085695019e-06
1.7,2.079172372574771,9.581455897478286e-05,0.09934198594872143,0.9840649045548379,0.0025082951004898038,1.664309350630747e-06
1.71,2.0796253187057787,9.640495010796242e-05,0.09986086211847761,0.9840659363058079,0.002523061842082066,1.6759761382635894e-06
1.72,2.0800781220453803,9.699550291217852e-05,0.10037951823599496,0.9840669932308673,0.002537828420212275,1.6876423341478606e-06
1.73,2.0805307826480663,9.758621235620656e-05,0.10089795642303415,0.9840680744028558,0.0025525948345225557,1.6993079798899102e-06
1.74,2.0809833005678158,9.817707325811536e-05,0.10141617877208482,0.9840691789198792,0.002567361084665443,1.7109731188205993e-06
1.75,2.081435675857697,9.876807678769522e-05,0.10193418734515146,0.9840703059083408,0.0025821271703050804,1.7226378316557e-06
1.76,2.0818879085698425,9.935921016752234e-05,0.10245198417469997,0.9840714545211126,0.002596893091116478,1.7343022394935996e-06
1.77,2.0823399987554287,9.995045637402324e-05,0.10296957126460445,0.9840726239357065,0.002611658846784763,1.7459665068130038e-06
1.78,2.0827919464646496,0.00010054179383853915,0.10348695059109371,0.984073813352445,0.0026264244370044405,1.7576308444706418e-06
1.79,2.083243751746696,0.00010113319614839033,0.1040041241036981,0.9840750219926326,0.002641189861478643,1.7692955126989703e-06
1.8,2.0836954146497306,0.00010172463175257098,0.10452109372617696,0.9840762490967713,0.002655955119918409,1.78096082405997e-06
1.81,2.084146935221409,0.00010231607109333964,0.10503786132688392,0.9840774939941999,0.0026707202120707764,1.7926270759829532e-06
1.82,2.0845983135085224,0.00010290748176025679,0.1055544287384275,0.984078756057531,0.0026854851377003893,1.804294596879409e-06
1.83,2.0850495495564494,0.00010349882095213234,0.10607079778841146,0.984080034631195,0.002700249896560656,1.8159638177855678e-06
1.84,2.085500643409513,0.0001040900404305163,0.10658697027876426,0.9840813290801294,0.0027150144884133896,1.8276352255540212e-06
1.85,2.0859515951109633,0.00010468108627506733,0.1071029479864623,0.9840826387884726,0.002729778913028276,1.8393093653364878e-06
1.86,2.086402404702958,0.00010527189863892135,0.10761873266425302,0.9840839631582574,0.0027445431701823386,1.8509868430665774e-06
1.87,2.0868530722265426,0.00010586241150406014,0.1081343260413781,0.9840853016081044,0.0027593072596594046,1.8626683279425564e-06
1.8800000000000001,2.087303597721631,0.00010645255243668001,0.10864972982429656,0.9840866535719146,0.002774071181249572,1.874354554910113e-06
1.8900000000000001,2.0877539812269883,0.00010704224234256028,0.10916494569740802,0.9840880184975641,0.0027888349347486747,1.886046327145122e-06
1.9000000000000001,2.088204222782502,0.00010763141572361195,0.10967997532186641,0.9840893958509348,0.0028035985199598755,1.8977443091427381e-06
1.9100000000000001,2.088654322463459,0.00010822032701041957,0.1101948203077505,0.9840907851944364,0.002818361936724944,1.9094458979013657e-06
1.92,2.089104280334375,0.00010880913773504386,0.11070948225321246,0.9840921860782694,0.0028331251848809115,1.9211494394154815e-06
1.93,2.089554096451867,0.0001093979421611888,0.11122396274279113,0.9840935980458555,0.0028478882642622243,1.932853966879998e-06
1.94,2.0900037708746404,0.00010998685647268314,0.11173826333980597,0.9840950206558179,0.0028626511747094864,1.9445582897266825e-06
1.95,2.0904533036636654,0.00011057602029397397,0.11225238558691583,0.9840964534811348,0.0028774139160691096,1.9562609780783996e-06
1.96,2.0909026948823572,0.0001111655982106204,0.11276633100667774,0.9840978961082926,0.002892176488192964,1.96796034720335e-06
1.97,2.0913519445967537,0.0001117557812897871,0.11328010110210564,0.9840993481364377,0.002906938890938027,1.9796544419693162e-06
1.98,2.091801052875692,0.00011234678860073789,0.11379369735722918,0.9841008091765311,0.0029217011241660304,1.991341021297901e-06
1.99,2.09225001979099,0.00011293886873532941,0.11430712123765248,0.9841022788505003,0.0029364631877431126,2.003017542618769e-06
2.0,2.0926988453963977,0.00011353211329452564,0.11482037418900297,0.9841037567926084,0.0029512250815407863,2.0146830694821865e-06
2.0100000000000002,2.0931475295997557,0.00011412532415928285,0.11533345762476295,0.9841052426619741,0.0029659868054435537,2.026349856797103e-06
2.02,2.09359607222501,0.0001147165629066692,0.11584637293271571,0.98410673613569,0.0029807483593448795,2.038037731398496e-06
2.0300000000000002,2.0940444733027226,0.00011530572536102863,0.11635912149263739,0.9841082368966909,0.0029955097431365557,2.0497477528098156e-06
2.04,2.0944927330893033,0.00011589471209721157,0.11687170467690727,0.9841097446339067,0.0030102709567083807,2.061460468217065e-06
2.05,2.094940851826468,0.00011648529642271245,0.11738412383895,0.9841112590483122,0.0030250319999553395,2.073157726516788e-06
2.06,2.0953888294585323,0.00011707661841313391,0.11789638030449902,0.9841127798532487,0.003039792872783261,2.084848322586148e-06
2.07,2.09583666594301,0.00011766793791300938,0.11840847538440406,0.9841143067699641,0.0030545535751009185,2.0965398276988487e-06
2.08,2.0962843613112336,0.00011825917221891943,0.11892041037467449,0.9841158395311259,0.0030693141068203153,2.108233091006114e-06
2.09,2.0967319155724264,0.00011885004560231088,0.11943218655458088,0.9841173778792928,0.0030840744678579187,2.119930941898813e-06
2.1,2.0971793287542364,0.00011944044825954585,0.11994380518669785,0.9841189215656663,0.0030988346581333217,2.131634505154145e-06
2.11,2.09762660095069,0.00012003086120127573,0.1204552675175254,0.9841204703496268,0.0031135946775680858,2.1433388464171468e-06
2.12,2.0980737322654086,0.00012062185321177179,0.12096657477781637,0.9841220239991851,0.003128354526087086,2.15503813261546e-06
2.13,2.09852072271045,0.00012121318447968117,0.12147772818262942,0.9841235822909505,0.003143114203620529,2.166734820754162e-06
2.14,2.098967572283373,0.00012180448936219622,0.12198872893198179,0.9841251450091701,0.0031578737101020105,2.1784326580630233e-06
2.15,2.099414281039754,0.00012239591893450143,0.12249957821081482,0.9841267119457416,0.0031726330454670596,2.1901300955853133e-06
2.16,2.0998608490078876,0.00012298738514972187,0.12301027718930245,0.9841282828999602,0.003187392209654756,2.2018280364164678e-06
2.17,2.100307276175229,0.0001235784406899603,0.12352082702288299,0.9841298576784978,0.0032021512026079884,2.213531067169752e-06
2.18,2.100753562598638,0.00012416925551738078,0.12403122885329661,0.9841314360942335,0.003216910024270739,2.225237443028467e-06
2.19,2.1011997083470413,0.00012476010897580092,0.12454148380795078,0.9841330179669606,0.003231668674589537,2.2369442968844962e-06
