t,N,F,Na,Nan,MF,K,B,Bp,BN,MAx,Xa,A,Rasa,ERKa,MDusp,Dusp
0.12,0.4257456762940473,0.0019812933118646806,0.2561796486621029,0.00028259709771851334,0.0923132857654022,2.9423579708162606,0.1639041500469275,0.0007764780239715602,0.01696593193677281,0.151906969150648,0.09412192096507457,0.033422922590313306,0.6209995018370356,0.2286500457926125,0.09819724270720621,0.0902831575641499
0.13,0.4200958793633362,0.0020577461718895938,0.2604494456714003,0.0002929583349608426,0.09169720744141709,2.9399067087340827,0.16408209366876986,0.0005114049847972515,0.018291254329939364,0.15575337886944857,0.09368101141042151,0.03058303070348394,0.6310306346006763,0.23136461751641038,0.09804315462531749,0.08951595478508582
0.14,0.4145242164142047,0.0021334083695350773,0.2646598971447793,0.00030277889280590665,0.09108481536988905,2.9376759634204137,0.16418785007158457,0.0003676189622384113,0.019588511484418727,0.1595357610418236,0.09324809931014207,0.027999998541825697,0.6410537757337923,0.2341292467059934,0.09788856501994883,0.08875511574986995
0.15,0.4090297277864237,0.002208285773940672,0.2688118244026136,0.00031215523672971325,0.09047609258920496,2.9356454937792984,0.1642654635241802,0.00029122482689823774,0.020857829625234185,0.1632558671971014,0.09282328188234257,0.025650634539312375,0.6510689154410746,0.2369438783431501,0.09773349352445455,0.08800060186891005
0.16,0.4036114631621517,0.0022823842176838086,0.27290603866515983,0.000321164685199351,0.08987102219969163,2.933796937742069,0.16433941713814273,0.00025189326957418003,0.022099678453549775,0.1669153806307972,0.09240665541506173,0.02351385002298696,0.6610760398948855,0.23980845748193963,0.09757795973933264,0.08725237455846989
0.17,0.39826848151154837,0.0023557094970107794,0.27694334114680663,0.0003298694762381073,0.0892695873582733,2.9321136330287003,0.16442297485039473,0.00023276501926604797,0.023314707361140344,0.1705159212611666,0.09199831526301322,0.02157046624711067,0.6710751313413604,0.24272292920550323,0.09742198323035015,0.08651039524459077
0.18,0.39299985103862983,0.002428267372061268,0.28092452315078575,0.0003383198961780624,0.08867177127360992,2.9305804558946686,0.16452309634774212,0.00022454512190921296,0.024503653064783602,0.17405905003178881,0.09159835584484817,0.019803039685249085,0.6810661681959908,0.24568723858424943,0.09726558352686185,0.08577462536697811
0.19,0.3878046491273404,0.0025000635670869515,0.28485036616410425,0.00034655670882822537,0.08807755720180499,2.929183675888439,0.16464325366859991,0.0002221306795375436,0.02566728814778367,0.17754627292874559,0.09120687064096117,0.018195703715451535,0.6910491251294024,0.24870133063536068,0.09710878012032352,0.08504502638285313
0.2,0.3826819622878191,0.0025711037706647472,0.2887216419525219,0.00035461305570417856,0.08748692844269845,2.9279108248745653,0.16478500171304722,0.00022273388735097487,0.026806393071451308,0.18097904466443038,0.09082395219186083,0.01673402503671964,0.7010239731439889,0.25176515028356616,0.09695159246300031,0.08432155977076884
0.21,0.37763088610280277,0.0026413936359053754,0.29253911265550875,0.0003625159511538941,0.08689986833671544,2.926750578800599,0.16494885125331996,0.00022483947561975572,0.027921741085422745,0.1843587720714577,0.09044969209712896,0.015404873349853992,0.7109906796419807,0.2548786423231087,0.09679403996687151,0.08360418703439244
0.22,0.3726505251740227,0.002710938780658232,0.2963035308812941,0.0003702874687749967,0.08631636026221866,2.9256926506275427,0.16513475151152235,0.00022762842687969005,0.029014090278807088,0.18768681724627065,0.09008418101498732,0.014196302741359525,0.7209492084856188,0.2580417513807685,0.0966361420027303,0.08289286970626221
0.23,0.3677399930697249,0.002779744787708687,0.30001563979989027,0.00037794566876787157,0.08573638763335535,2.9247276952916086,0.16534234847187745,0.00023066931175062743,0.030084179685733143,0.19096450040579582,0.08972750866248781,0.013097445894574672,0.7308995200487718,0.2612544218806626,0.0964779178994941,0.08218756935143844
0.24,0.3628984122706043,0.002847817204978364,0.30367617323878715,0.00038550536566898046,0.08515993389821698,2.9238472208395865,0.16557113932035272,0.00023373350439085175,0.031132727283943368,0.19419310262282438,0.08937976381636346,0.012098414725080924,0.7408415712629558,0.26451659800898,0.0963193869436938,0.08148824757123467
0.25,0.3581249141172114,0.002915161545717178,0.30728585577585027,0.0003929787243517811,0.08458698253742081,2.923043510282174,0.1658205464569014,0.00023670632581066243,0.032160429410940335,0.1973738682966783,0.08904103431452276,0.011190212641230199,0.7507753156553874,0.2678282236806219,0.09616056837917532,0.080794866006816
0.26,0.3534186387569151,0.0029817832886945674,0.3108454028327213,0.00040037574590685187,0.08401751706296089,2.922309550054733,0.1660899591599113,0.00023953675506830965,0.03316796075174303,0.20050800747089734,0.08871140705823585,0.010364653908014566,0.7607007033809849,0.27118924250646653,0.09600148140699684,0.08010738634279511
0.27,0.34877873509057533,0.003047687878389508,0.314355520768389,0.00040770466267365954,0.08345152101730466,2.9216389648252323,0.1663787605685938,0.00024220464297242093,0.03415597457415087,0.2035966979994288,0.0883909680150436,0.009614289898247034,0.7706176812483343,0.27459959776133475,0.09584214518552842,0.07942577031081283
0.28,0.34420436072025795,0.0031128807251747225,0.3178169069705483,0.0004149722516938552,0.0828889779727235,2.9210259595671975,0.16668633799502536,0.00024470782061932503,0.03512510323075182,0.2066410875198835,0.08807980222231945,0.00893234334237576,0.7805261927393229,0.2780592323534054,0.09568257883074903,0.07874997969301296
0.29,0.33969468189580926,0.003177367205502995,0.32123024994852367,0.00042218409625546116,0.08232987153078984,2.9204652657840344,0.16701209070179668,0.0002470522199425178,0.036075958700009486,0.20964229533049292,0.08777799379163018,0.008312647106420528,0.7904261780236205,0.28156808879374134,0.09552280141674915,0.0780799763255559
0.3,0.3352488734629685,0.003241152662086334,0.3245962294230517,0.000429344792434327,0.08177418532204159,2.919952094176969,0.16735543269669148,0.00024924795972862743,0.037009133177041624,0.21260141408226682,0.08748562591370183,0.007749590149202991,0.8003175739673671,0.2851261091674298,0.09536283197641779,0.07741572210199278
0.31,0.3308661188094837,0.003304242404080315,0.32791551641900846,0.00043645812600468653,0.0812219030057573,2.9194820898559577,0.1677157945524581,0.00025130657822212754,0.03792519968616075,0.21551951141454959,0.08720278086431414,0.0072380662507300865,0.8102003141370261,0.28873323510430837,0.09520268950235364,0.07675717897673026
0.32,0.326545609812866,0.003366641707261156,0.33118877335478175,0.0004435272101749345,0.08067300826986515,2.919051293263676,0.16809262384657897,0.0002532399375028647,0.03882471267729563,0.2183976314212432,0.08692954001079439,0.00677342916927796,0.8200743287978743,0.2923894077512528,0.09504239294795597,0.07610430896834787
0.33,0.32228654678635366,0.003428355814207264,0.33441665413411314,0.0004505546032529075,0.08012748483093529,2.9186561034559855,0.16848538518229284,0.00025505961680297173,0.03970820863030056,0.22123679605631594,0.0866659838195178,0.006351450407995259,0.8299395449073803,0.2960945677441443,0.09488196122875839,0.07545707416298601
0.34,0.31808813842521644,0.0034893899344781106,0.3375998042367599,0.00045754240303759084,0.07958531643426245,2.918293245292124,0.1688935600494607,0.00025677651048470183,0.04057620663719746,0.22403800642289842,0.08641219186417153,0.0059682813997182895,0.8397958861035333,0.29984865518059844,0.09472141322396656,0.07481543671766779
0.35000000000000003,0.31394960177116366,0.0035497492447319587,0.34073886077821164,0.00046449230315879353,0.07904648685393346,2.917959748894867,0.16931664668021232,0.0002584006293005495,0.041429208780293394,0.2268022435795558,0.08616824283162694,0.00562042979850925,0.8496432726947266,0.3036516096021798,0.09456076777757728,0.07417935886247667
0.36,0.3098701621256118,0.0036094388890108536,0.343834452654406,0.000471405709703381,0.07851097989306188,2.917652903223049,0.1697541594549688,0.00025994091754791396,0.042267701034995504,0.22953047038475347,0.08593421453719574,0.005304705792885844,0.8594816216292871,0.3075033699517476,0.09440004370134886,0.07354880290580798
0.37,0.3058490530132412,0.0036684639788594903,0.3468872006021005,0.0004782837751423153,0.07797877938400628,2.9173702400958845,0.17020562840878936,0.0002614054792862882,0.04309215363139075,0.23222363219354147,0.08571018393184035,0.005018203634997699,0.8693108464780679,0.3114038745557722,0.09423925977626244,0.07292373123653492
0.38,0.30188551614299247,0.0037268295934486276,0.3498977172618323,0.00048512739496145787,0.07744986918874734,2.9171095244075245,0.17067059824029185,0.0002628023991058027,0.04390302140211862,0.23488265736200098,0.08549622711185599,0.004758290139091244,0.8791308574038623,0.3153530611067449,0.09407843475459192,0.0723041063262126
0.39,0.2979788013377059,0.003784540779802552,0.352866607293394,0.0004919372927726784,0.07692423319909769,2.9168687206143398,0.17114862818004342,0.00026413920676541223,0.044700744468815425,0.23750845856443717,0.08529241933314584,0.0045225658928326525,0.8889415611258785,0.3193508666294592,0.09391758736279156,0.07168989073321687
0.4,0.2941281664863321,0.0038416025529509627,0.35579446745306065,0.0004987140416850566,0.07640185533702303,2.9166459770101745,0.1716392915538723,0.000265422952057355,0.045485748669969156,0.24010193348816183,0.08509883502263746,0.0043088469308302044,0.8987428608852319,0.3233972274590421,0.09375673630390904,0.07108104710546143
0.41000000000000003,0.290332877489711,0.003898019896099647,0.35868188667983036,0.0005054580885609988,0.0758827195549695,2.916439610156741,0.17214217676114538,0.0002666585600696879,0.04625844598803231,0.24266396550194402,0.08491554779271736,0.004115146575480588,0.9085346563972955,0.3274920792163655,0.09359590026070733,0.07047753818338691
0.42,0.2865922082076162,0.0039537977607978225,0.361529446180537,0.0005121697808485738,0.07536680983622875,2.916248087538897,0.17265688613133248,0.0002678497070226617,0.04701923503053175,0.24519542441539158,0.08474263045420823,0.0039396552649379425,0.9183168438116072,0.33163535678364364,0.09343509789842147,0.06987932680294541
0.43,0.28290544040518045,0.004008941067102467,0.36433771951331045,0.0005188493691466066,0.07485411019544491,2.916070017263868,0.17318303410895147,0.00026900053844795585,0.04776850146517334,0.2476971669913931,0.08458015503235645,0.0037807285000426246,0.9280893156545319,0.33582699428066026,0.09327434786828792,0.06928637589844037
0.44,0.2792718636994057,0.004063454703745526,0.36710727267196597,0.0005254970345768132,0.07434460467890475,2.9159041326596093,0.17372024657034293,0.0002701160225521845,0.04850661846420599,0.2501700375798219,0.084428192781526,0.0036368688893902903,0.9378519607791347,0.34006692504047,0.09311366881074708,0.06869864850543664
0.45,0.27569077550542154,0.004117343528297751,0.36983866416867667,0.0005321128979413975,0.07383827736494832,2.9157492821736795,0.17426815948342614,0.0002712031205199165,0.049233947115164385,0.25261486856743315,0.08428681420213631,0.003506714319465774,0.9476046643018488,0.344355081585579,0.09295307935922707,0.06811610776354346
0.46,0.272161480982746,0.004170612367332589,0.3725324451166692,0.0005386970301469296,0.07333511236439312,2.9156044187115544,0.17482642341279997,0.0002722649798645745,0.04995083672831286,0.255032480854728,0.08415608905745661,0.0033890255007802037,0.9573473075393099,0.3486913956038066,0.09279259814390499,0.06753871691920012
0.47000000000000003,0.26868329298147003,0.0042232660165895525,0.37518915931251656,0.0005452494621702084,0.07283509382094258,2.9154685896722574,0.17539470226484888,0.0002733020099001406,0.050657625239558475,0.25742368429009876,0.08403608639091653,0.003282674310219476,0.9670797679420257,0.353075797924238,0.09263224379560349,0.06696643932843184
0.48,0.26525553198822177,0.004275309241135599,0.3778093433171292,0.0005517701900684658,0.07233820591162099,2.9153409292721477,0.17597267141348058,0.00027431372157454094,0.05135463959593255,0.2597892780003333,0.08392687454494097,0.00318663479330606,0.9768019190179249,0.3575082184930608,0.09247203495010564,0.0663992384595108
0.49,0.2618775260721397,0.0043267467755268435,0.38039352653680075,0.000558259183111951,0.07184443284717885,2.915220650205429,0.1765600129934107,0.00027530394626252457,0.05204219619641917,0.26213005073918944,0.0838285211796115,0.0030999734008988126,0.9865136302561419,0.3619885863491843,0.09231199025244045,0.06583707789562242
0.5,0.2585486108307414,0.004377583323969284,0.38294223130364247,0.000564716389082204,0.07135375887251652,2.915107036417161,0.17715641492081546,0.0002762816182353199,0.05272060125112465,0.26444678118713516,0.0837410932920405,0.0030218405178277993,0.9962147670459917,0.3665168295998089,0.0921521283613652,0.06527992133748695
0.51,0.25526812933293974,0.004427823560485758,0.385455972958739,0.0005711417380153133,0.07086616826713149,2.914999436855724,0.1777615798663999,0.00027724968430848556,0.05339015095241196,0.26674023819298814,0.08366465723791187,0.002951463133056771,1.005905190582039,0.3710928753943217,0.0919924679544369,0.06472773260602263
0.52,0.25203543207802726,0.004477472129036561,0.38793525991226413,0.0005775351457955826,0.070381645345435,2.9148972605878978,0.1783752235208553,0.0002782068934088507,0.054051131752758386,0.2690111809649961,0.08359927874672704,0.0028881391125979844,1.0155847577971788,0.3757166499054649,0.09183302773159772,0.06418047564427944
0.53,0.24884987691461483,0.004526533643755523,0.3903805937607561,0.0005838965189595232,0.06990017445738192,2.914799968659411,0.17899707710808208,0.0002791442682453263,0.05470382078019074,0.2712603593688378,0.0835450229531299,0.002831227646804432,1.0252533212207304,0.3803880782917991,0.09167382642262122,0.06363811452116319
0.54,0.24571082901249103,0.004575012689029722,0.3927924693262112,0.0005902257553772523,0.06942173998868181,2.9147070723796182,0.17962686442966525,0.0002800723408856667,0.05534848639403269,0.2734885139595362,0.08350195440882736,0.002780147232726677,1.0349107289179758,0.38510708468395766,0.09151488279006519,0.0631006134326258
0.55,0.24261766079533092,0.004622913819693813,0.39517137475223113,0.0005965227477631992,0.06894632636131434,2.914618127203332,0.18026432467580925,0.0002809935091049132,0.05598538813461957,0.27569637618695647,0.08347013710929795,0.0027343684917171293,1.0445568243636303,0.38987359215282497,0.09135621563572335,0.06256793670468094
0.56,0.2395697518877257,0.00467024156118125,0.3975177915780172,0.0006027873852937245,0.06847391803392751,2.9145327290458196,0.18090920759983095,0.0002819074871907995,0.056614777076260864,0.2778846684919435,0.08344963451564712,0.0026934098395338603,1.0541914463322077,0.394687522683959,0.09119784380601469,0.06204004879566096
0.5700000000000001,0.23656648919561238,0.004717000409122716,0.3998321946915098,0.0006090195552769236,0.06800449950296816,2.914450511222802,0.18156126920343615,0.0002828163184208516,0.05723689602856377,0.28005410421865246,0.08344050956835003,0.002656833894707022,1.063814428683773,0.39954879712833613,0.0910397861988241,0.061516914301171656
0.58,0.23360726652793137,0.004763194830825549,0.4021150526989028,0.0006152191445180916,0.06753805530137656,2.9143711396081247,0.1822202746993757,0.00028372011235114385,0.057851980094814716,0.2822053880792668,0.08344282473261747,0.0026242417755231165,1.07342560046576,0.40445733522667676,0.0908820617667762,0.060998497950106235
0.59,0.23069148485619845,0.004808829264142239,0.4043668277154921,0.0006213860406152429,0.06707457000068388,2.914294311017795,0.1828859962491929,0.0002846198552613196,0.058460256628030866,0.28433921580192734,0.08345664200179856,0.0025952712099642896,1.0830247855555082,0.40941305552971174,0.09072468952616405,0.060484764613128766
0.6,0.22781855158832706,0.004853908120396501,0.4065879760435823,0.0006275201326928438,0.06661402820766468,2.9142197480377754,0.18355821287382632,0.0002855164126948602,0.059061946155419966,0.2864562750022388,0.08348202296165927,0.002569590431751546,1.0926118030414627,0.4144158754879143,0.09056768855591973,0.05997567929096948
0.61,0.2249878819132812,0.004898435778730575,0.40877894699286443,0.0006336213128462202,0.06615641457271637,2.914147201035046,0.1842367117410737,0.0002864103751380046,0.05965726121471546,0.28855724338828875,0.08351902873533594,0.0025469005879177656,1.1021864659541702,0.41946571116480535,0.09041107802075796,0.05947120714635809
0.62,0.22219889726447822,0.004942416592443772,0.4109401842668507,0.0006396894757170334,0.06570171378140552,2.914076442196432,0.1849212864311057,0.0002873022161948677,0.06024640797362394,0.29064279069823706,0.08356772007959685,0.0025269286805353008,1.1117485824184892,0.4245624775017386,0.09025487715588028,0.05897131347278482
0.63,0.21945102598926464,0.0049858548860824475,0.4130721254054463,0.0006457245202918483,0.06524991055953316,2.9140072644665778,0.18561173721377708,0.0002881924095758776,0.06082958586091526,0.29271357766741213,0.08362815738546493,0.0025094263382934062,1.121297954757661,0.4297060881217879,0.09009910528808532,0.058475963714574336
0.64,0.2167437037340878,0.005028754953806303,0.4151752014516775,0.0006517263504620351,0.06480098967567423,2.9139394818560174,0.18630787128643034,0.00028908150555726354,0.061406987265608226,0.2947702554891348,0.08370040066692554,0.0024941701907774047,1.1308343790869841,0.4348964552391541,0.08994378184394082,0.057985123476680785
0.65,0.2140763727699896,0.005071121062061053,0.4172498375792554,0.0006576948743006915,0.0643549359381947,2.913872925095679,0.1870095019686218,0.0002899700707695338,0.061978798404000175,0.2968134664917692,0.08378450962485277,0.0024809567346072217,1.1403576455799787,0.44013348972737315,0.08978892635114694,0.057498758514171244
0.66,0.21144848135107486,0.005112957452140001,0.41929645369523094,0.0006636300044686867,0.0639117341924581,2.913807437195919,0.18771644776019253,0.0002908588120386042,0.06254520017207191,0.29884384483556226,0.08388054370965611,0.002469597090274259,1.1498675387348365,0.44541710118601213,0.08963455843989959,0.05701683472258489
0.67,0.20885948468707982,0.0051542683361409805,0.42131546358060656,0.0006695316593151506,0.06347136932668823,2.913742877450756,0.18842853365289106,0.0002917481327110983,0.06310636718784178,0.3008620151402871,0.08398856207982776,0.002459921740420461,1.1593638364347127,0.45074719773699057,0.08948069785968865,0.05653931816011196
0.68,0.20630884453782483,0.0051950578985614365,0.423307275277851,0.000675399763174258,0.06303382627041777,2.9136791183083743,0.1891455905749422,0.00029263811376605654,0.06366246837107642,0.30286859287449336,0.08410862364857308,0.002451776835937046,1.1688463100427164,0.4561236860527824,0.08932736448269693,0.05606617504247088
0.6900000000000001,0.20379602910720868,0.005235330296566855,0.42527229121753046,0.0006812342462426227,0.06259908999509482,2.913616043224483,0.18986745490423543,0.0002935287062809274,0.06421366727807401,0.3048641841621323,0.08424078712782528,0.002445021664626468,1.1783147240202412,0.4615464712873792,0.08917457831746398,0.055597371746016346
0.7000000000000001,0.20132051308735843,0.005275089659878025,0.42721090816513424,0.0006870350445899155,0.06216714551382501,2.913553547579899,0.19059396865921746,0.0002944196679853211,0.06476012196027954,0.30684938586099414,0.08438511100970063,0.0024395297330969297,1.1877688360849068,0.46701545710492126,0.08902235950317552,0.05513287480641276
0.71,0.1988817774794605,0.005314340091244225,0.42912351744107236,0.0006928021004206676,0.061737977882495625,2.9134915354015636,0.19132497870023654,0.0002953108579914187,0.06530198552973568,0.30882478521778384,0.08454165364589247,0.0024351848994678756,1.1972083964981812,0.4725305455544999,0.08887072833478003,0.05467265092440549
0.72,0.19647930960684593,0.005353085666408632,0.43101050490454734,0.0006985353620482,0.061311572199693125,2.913429919614962,0.19206033678421308,0.00029620222047471826,0.0658394061171205,0.3107909598923443,0.08471047324187228,0.0024318816710227936,1.2066331481161023,0.4780916370791384,0.08871970526117659,0.05421666696539596
0.73,0.19411260316255485,0.005391330433983505,0.43287225089641235,0.000704234783968162,0.06088791360641212,2.91336862264828,0.1927998998519447,0.0002970935992952371,0.06637252673532049,0.3127484780691393,0.08489162783582348,0.0024295259179072026,1.2160428266052556,0.4836986305523754,0.08856931087809022,0.05376488995798021
0.74,0.19178115805701793,0.005429078415851189,0.43470913042566817,0.0007099003271171145,0.060466987287004115,2.9133075735773972,0.19354352852689174,0.00029798597062307433,0.06690148577498643,0.31469789816346666,0.0850851753657437,0.0024280315060630684,1.225437159833309,0.48935142317184815,0.08841956594938992,0.053317287098822004
0.75,0.18948448016591904,0.0054663336078107,0.4365215134623035,0.0007155319584287983,0.06004877847062018,2.9132467054543563,0.19429107945886048,0.0002988898208959699,0.06742641777775693,0.31663976815771194,0.08529117377689982,0.0024273171374974635,1.2348158665812485,0.4950499102521619,0.0882704914462367,0.052873825759793304
0.76,0.18722208157270684,0.005503099978965445,0.4383097646543074,0.0007211296515384377,0.059633272429803735,2.9131859605587107,0.195042434468763,0.0002997911683388442,0.06794745221983037,0.3185746262405788,0.08550968091844129,0.0024273125452172312,1.2441786576868223,0.5007939854065024,0.08812210851115378,0.05243447348098752
0.77,0.1849934803914359,0.005539381472166156,0.4400742435336077,0.000726693386151949,0.059220454481505154,2.9131252852188476,0.19579746575396376,0.000300692482835393,0.06846471466973231,0.3205030003655575,0.08574075461662128,0.0024279523881257747,1.253525235210682,0.5065835404142811,0.0879744384837601,0.051999197975765604
0.78,0.18279820072851488,0.005575182004117233,0.4418153045612525,0.0007322231483028815,0.05881030998729995,2.9130646311336976,0.19655604692921294,0.00030159942637695143,0.06897832664726442,0.32242540817667287,0.08598445269109856,0.0024291778044843223,1.2628552922004939,0.5124184651806163,0.08782750290744565,0.051567967131855214
0.79,0.18063577262202682,0.0056105054655301925,0.44353329719682594,0.0007377189302476348,0.05840282435372112,2.913003954388852,0.197318067407472,0.0003025035037633231,0.06948840551405513,0.324342356873412,0.08624083297897829,0.0024309352504516186,1.2721685123581206,0.518298647683869,0.0876813235387325,0.05114074901299517
0.8,0.17850573198640557,0.005645355721266391,0.44522856596160487,0.0007431807304256615,0.057997983032559354,2.9129432151410906,0.19808340753240247,0.0003034115961265874,0.06999506505270078,0.32625434308499335,0.08650995335644633,0.0024331761255416296,1.281464569709323,0.5242239739226091,0.0875359223562266,0.05071751186041788
0.81,0.17640762055914952,0.005679736610473305,0.44690145049876545,0.0007486085534173355,0.057595771521145554,2.9128823772684775,0.19885195899123245,0.0003043214516671077,0.07049841521143234,0.32816185276034676,0.0867918717590473,0.0024358563576489804,1.2907431282730697,0.5301943278634963,0.08739132156928382,0.05029822409423986
0.8200000000000001,0.17434098583190583,0.0057136519467856995,0.44855228564685673,0.0007540024098636048,0.05719617536253417,2.912821407997405,0.1996236153082731,0.00030523287918278886,0.07099856240573361,0.33006536107512974,0.08708664620210643,0.002438935960409835,1.30000384172636,0.5362095913898679,0.08724754362658967,0.04988285431446327
0.8300000000000001,0.1723053811173415,0.005747105517920664,0.4501814013998631,0.0007593623165236783,0.056799180146783805,2.912760277650676,0.20039827268526297,0.0003061466924802968,0.07149560954677267,0.3319653320838251,0.08739433480308155,0.0024423787363488927,1.3092463527921279,0.5422696441962821,0.08710461123087938,0.04947137130629202
0.84,0.17030036530578452,0.005780101086655935,0.4517891231240047,0.0007646882959738365,0.05640477150969317,2.912698959267505,0.2011758318800862,0.0003070621998753884,0.07198965622783714,0.3338622189798769,0.08771499579668578,0.002446151821611724,1.3184702932183356,0.5483743638007434,0.08696254733963513,0.04906374403539431
0.85,0.16832550279823086,0.005812642391032921,0.4533757716277711,0.0007699803765649023,0.05601293513294085,2.9126374283497873,0.2019561958676149,0.00030797986243145774,0.07248079887787301,0.33575646402606024,0.08804868755267026,0.002450225383712018,1.3276752834132661,0.5545236254918064,0.08682137517345169,0.04865994164869972
0.86,0.16638036359862912,0.005844733143840133,0.4549416630995778,0.0007752385925250171,0.055623656745551836,2.9125756627002204,0.20273927117645055,0.0003088996767385223,0.072969130755105,0.33764849817401493,0.08839546859675597,0.002454572431167296,1.336860931733132,0.5607173022074683,0.08668111823214925,0.04825993348042638
0.87,0.1644645232299292,0.005876377032879506,0.4564871091908749,0.0007804629837908789,0.055236922123918994,2.9125136421873403,0.20352496753272062,0.0003098214567690131,0.07345474207182158,0.3395387410321608,0.0887553976269944,0.0024591685327607043,1.3460268340968466,0.5669552644793016,0.0865418003029345,0.04786368905238579
0.88,0.16257756265583329,0.005907577721210821,0.45801241709422713,0.0007856535958962775,0.05485271709185877,2.912451348539164,0.20431319740371237,0.00031074524429674925,0.07393772011353214,0.3414276008307694,0.08912853352952944,0.0024639915705946913,1.3551725735717268,0.5732373803729331,0.08640344546885353,0.04747117807442185
0.89,0.1607190683539855,0.005938338846703602,0.45951788949732464,0.000790810480015344,0.054471027522007054,2.9123887652022526,0.20510387618147785,0.00031167105375963316,0.07441814926547283,0.34331547407159824,0.08951493539941353,0.002469021573501678,1.3642977195554833,0.5795635153534973,0.08626607812603872,0.04708237045016423
0.9,0.15888863166108622,0.0059686640249346735,0.4610038251290753,0.000795933692257197,0.054091839330634855,2.9123258770145886,0.20589692180482536,0.000312598847065577,0.07489611141128456,0.3452027467663286,0.08991466253005595,0.0024742403153251197,1.3734018288552399,0.5859335325094897,0.08612972295741127,0.04669723625661837
0.91,0.1570858503720987,0.005998556841584118,0.4624705174855166,0.0008010232950287022,0.053715138493699056,2.912262670369927,0.2066922553860902,0.00031352859932175096,0.07537168525324371,0.3470897905856318,0.09032777451485996,0.002479631538103928,1.3824844399493268,0.5923472915210867,0.0859944050575553,0.046315745808359794
0.92,0.15531032610922976,0.006028020864625198,0.46391825696049915,0.000806079354478321,0.053340911022461475,2.912199132595554,0.20748979992643113,0.0003144602903371074,0.07584494760270817,0.3489769687171024,0.090754331123586,0.002485180164080013,1.3915450805158076,0.5988046500582872,0.08586014976382883,0.04593786956047368
