t,Y,M,preMPF,Cdc25P,Wee1,IEP,APC_
0.31,0.01625014428845067,0.014276777647873306,0.027078241203392944,0.4709454232657135,0.5290545767342865,0.0022982660772223355,0.47474501782293854
0.32,0.016263809849057207,0.014280784790936122,0.027133513400068983,0.47054656862435656,0.5294534313756434,0.0022989730171905603,0.47378669633874027
0.33,0.01627739146800619,0.014284879190349483,0.027188896895659925,0.47015006524618286,0.529849934753817,0.002299698730735387,0.47282969978822914
0.34,0.016290886166471983,0.014289064340468522,0.027244391078064933,0.4697559032373948,0.5302440967626053,0.00230044398168847,0.47187402828752034
0.35000000000000003,0.01630429583214847,0.014293338108535777,0.02729999625720882,0.46936408804411855,0.5306359119558816,0.00230120830182243,0.4709196817362447
0.36,0.016317622227222467,0.014297698491802466,0.02735571273367314,0.46897462486936026,0.5310253751306399,0.0023019912517562085,0.4699666600445759
0.37,0.01633086694728565,0.014302143660090276,0.027411540795637405,0.46858751859341413,0.5314124814065859,0.002302792430398683,0.46901496313668173
0.38,0.016344031587929696,0.014306671783220894,0.027467480731281132,0.4682027740965744,0.5317972259034257,0.002303611436658729,0.4680645909367301
0.39,0.01635711761680177,0.014311281204871802,0.027523532779787398,0.4678203955962593,0.5321796044037407,0.0023044479073576025,0.4671155433662312
0.4,0.016370125644396123,0.014315971433451858,0.027579696852091995,0.4674403828690094,0.5325596171309906,0.0023053017333071755,0.4661678203288915
0.41000000000000003,0.016383056705586197,0.014320741400707623,0.02763597302164702,0.4670627378900582,0.5329372621099419,0.0023061726795677384,0.4652214217372321
0.42,0.016395911964166968,0.014325589863202282,0.027692361411275148,0.4666874633025768,0.5333125366974233,0.0023070604729976975,0.46427634750645197
0.43,0.016408692583933397,0.014330515577499021,0.02774886214379905,0.46631456174973657,0.5336854382502635,0.00230796484045546,0.46333259755175016
0.44,0.016421399676495727,0.014335517402608834,0.027805475292077622,0.46594403528823086,0.5340559647117692,0.002308885529140625,0.46239017177482855
0.45,0.016434034210738597,0.014340594477738238,0.027862200792318374,0.4655758843707323,0.5344241156292677,0.0023098223418861067,0.46144907004047436
0.46,0.01644659725848574,0.01434574574000617,0.027919038679286946,0.4652101106067937,0.5347898893932064,0.0023107750413999747,0.4605092922400991
0.47000000000000003,0.016459089900567946,0.014350970108849096,0.027975988996372714,0.46484671570719394,0.5351532842928062,0.0023117433868794124,0.45957083826744394
0.48,0.016471513217816022,0.014356266503703486,0.02803305178696506,0.4644857013827119,0.5355142986172882,0.002312727137521604,0.4586337080162498
0.49,0.016483868207409533,0.014361633995772852,0.028090227026780896,0.46412706851861774,0.5358729314813823,0.002313726088309817,0.4576979013573022
0.5,0.016496155783605502,0.014367071806705708,0.028147514624454167,0.4637708171818639,0.5362291828181361,0.0023147400697016715,0.45676341813863114
0.51,0.01650837695024597,0.014372578995617964,0.028204914561091612,0.46341694832346886,0.5365830516765311,0.002315768873830225,0.4558302582328503
0.52,0.016520532712021804,0.014378154620085494,0.02826242681848667,0.4630654629028278,0.5369345370971722,0.0023168122924654014,0.4548984215128065
0.53,0.01653262407219396,0.014383797740220255,0.028320051377333236,0.46271636186589904,0.537283638134101,0.002317870117976133,0.4539679078509324
0.54,0.016544651887753295,0.014389507675555446,0.028377788105850794,0.4623696447841597,0.5376303552158402,0.002318942204005277,0.4530387170773037
0.55,0.01655661701590651,0.014395283745241481,0.0284356368724248,0.462025311231115,0.537974688768885,0.0023200284041052805,0.4521108490220588
0.56,0.01656852039205235,0.014401125129749158,0.028493597605566478,0.46168336151503087,0.538316638484969,0.002321128539073197,0.4511843035379788
0.5700000000000001,0.016580362951589548,0.01440703100954928,0.028551670233787078,0.46134379594417324,0.5386562040558267,0.0023222424297060815,0.45025908047784474
0.58,0.016592145629916854,0.014413000565112646,0.028609854685597833,0.4610066148268079,0.5389933851731921,0.0023233698968009894,0.44933517969443787
0.59,0.016603869362433004,0.014419032976910056,0.02866815088950998,0.46067181847120076,0.5393281815287991,0.0023245107611549747,0.44841260104053926
0.6,0.0166155349915814,0.014425127584131643,0.02872655870863481,0.46033940637610954,0.5396605936238905,0.0023256648787480165,0.44749134434039817
0.61,0.016627143199817427,0.014431283999143805,0.028785077893521947,0.46000937664702446,0.5399906233529755,0.0023268321661144035,0.44657140936915674
0.62,0.016638694826441,0.014437501566504089,0.028843708305071044,0.4596817287553281,0.5403182712446719,0.0023280124804238964,0.4456527959500994
0.63,0.016650190717492134,0.014443779619261505,0.028902449808923827,0.45935646223109927,0.5406435377689007,0.0023292056762951865,0.4447355039085792
0.64,0.01666163171901082,0.014450117490465072,0.028961302270722026,0.45903357660441685,0.5409664233955832,0.0023304116083469662,0.4438195330699494
0.65,0.01667301867703706,0.014456514513163802,0.029020265556107355,0.4587130714053597,0.5412869285946403,0.002331630131197928,0.44290488325956323
0.66,0.016684352411803723,0.014462970061647288,0.029079339515363706,0.4583949459679382,0.5416050540320618,0.002332861107812086,0.44199155429415254
0.67,0.016695633547174273,0.014469483824009402,0.029138523881915325,0.45807919813425596,0.5419208018657441,0.0023341044646539733,0.44107954592484955
0.68,0.01670686281438152,0.014476055316764531,0.029197818453082086,0.45776582656214976,0.5422341734378503,0.0023353600934677998,0.44016885793865457
0.6900000000000001,0.01671804098080345,0.014482683998665976,0.029257223047693872,0.45745483018406763,0.5425451698159324,0.002336627874309409,0.4392594901346426
0.7000000000000001,0.016729168813818057,0.01448936932846703,0.029316737484580573,0.45714620793245775,0.5428537920675424,0.002337907687234645,0.43835144231188883
0.71,0.016740247080803326,0.014496110764920992,0.02937636158257208,0.45683995873976807,0.543160041260232,0.0023391994122993506,0.4374447142694683
0.72,0.016751275845071082,0.014502908825861784,0.029436094806691505,0.4565360768876376,0.5434639231123624,0.0023405031550585327,0.43653930555057174
0.73,0.016762257482174248,0.014509760550970464,0.029495937783907546,0.45623457193154254,0.5437654280684574,0.002341818280499822,0.435635216538746
0.74,0.016773191396536064,0.01451666744920391,0.029555889648139138,0.45593543380073964,0.5440645661992604,0.00234314510520786,0.43473244653771675
0.75,0.016784078337432156,0.01452362900654561,0.029615950209119384,0.4556386613080992,0.5443613386919007,0.002344483515036335,0.43383099533998
0.76,0.016794919042898388,0.0145306447258863,0.029676119270933193,0.4553442531922457,0.5446557468077543,0.0023458333994388217,0.43293086273394676
0.77,0.01680571423973085,0.014537714127023966,0.029736396632017274,0.4550522081175577,0.5449477918824422,0.002347194651468784,0.43203204850394317
0.78,0.01681646464348587,0.014544836746663847,0.02979678208516013,0.454762524674168,0.545237475325832,0.0023485671677795704,0.43113455243021037
0.79,0.016827170914702986,0.014552012199087696,0.02985727540058783,0.4544752011466776,0.5455247988533223,0.002349950864072305,0.4302383742709412
0.8,0.01683783362248543,0.014559240226626515,0.0299178763118925,0.4541902353217422,0.5458097646782578,0.002351345687947481,0.4293435137473362
0.81,0.016848453392402377,0.014566520494687239,0.029978584573177695,0.4539076252694786,0.5460923747305214,0.0023527515667137186,0.428449970604293
0.8200000000000001,0.016859030836682255,0.014573852688495714,0.030039399932087006,0.4536273689746579,0.5463726310253421,0.002354168432020909,0.42755774458176216
0.8300000000000001,0.016869566550967476,0.014581236517594236,0.030100322128550194,0.4533494643195597,0.5466505356804403,0.0023555962210053917,0.4266668354134153
0.84,0.016880061114314452,0.01458867171584155,0.03016135089478316,0.45307390908397194,0.546926090916028,0.0023570348762899595,0.4257772428266457
0.85,0.016890515089193578,0.014596158041412843,0.030222485955287988,0.45280070094519126,0.5471992990548087,0.002358484345983855,0.4248889665425677
0.86,0.016900929021489236,0.014603695276799758,0.0302837270268529,0.45252983747802256,0.5474701625219774,0.0023599445836827706,0.4240020062760169
0.87,0.016911303441744102,0.014611283226718352,0.030345073819393255,0.4522613161655347,0.5477386838344651,0.00236141554807302,0.42311636173590195
0.88,0.016921638957554583,0.014618921562764873,0.03040652609839789,0.45199513519771084,0.5480048648022889,0.0023628971735389645,0.42223203265130443
0.89,0.01693193616086244,0.014626609979286158,0.03046808362227126,0.4517312926700928,0.5482687073299071,0.0023643893996551386,0.4213490187452907
0.9,0.016942195586887834,0.014634348262425309,0.030529746114577965,0.4514697862288061,0.5485302137711937,0.0023658921842503386,0.42046731972331036
0.91,0.01695241775968322,0.014642136213532103,0.03059151329483078,0.45121061346431957,0.5487893865356802,0.002367405488916157,0.41958693528606494
0.92,0.016962603192133344,0.014649973649163003,0.030653384878490633,0.45095377191144537,0.5490462280885545,0.002368929279006986,0.41870786512950803
0.93,0.016972752385955227,0.014657860401081142,0.03071536057696664,0.4506992590493388,0.5493007409506611,0.002370463523640014,0.41783010894484485
0.9400000000000001,0.01698286583169819,0.014665796316256339,0.03077744009761607,0.45044707230149866,0.5495529276985012,0.0023720081956952284,0.4169536664185327
0.9500000000000001,0.016992944008743835,0.014673781256865087,0.030839623143744357,0.450197209035767,0.5498027909642329,0.002373563271815414,0.4160785372322808
0.96,0.01700298739586959,0.014681815081437191,0.030901909422816502,0.44994966666718594,0.550050333332814,0.002375128727613706,0.4152047210657192
0.97,0.017012996526425798,0.014689897546378011,0.030964298689348062,0.4497044431952562,0.5502955568047436,0.0023767045126409647,0.41433221761034045
0.98,0.017022971887980444,0.014698028485078339,0.031026790666895645,0.4494615362267797,0.5505384637732202,0.0023782905959147437,0.413461026544143
0.99,0.017032913950305154,0.014706207757966211,0.031089385069811345,0.4492209432483584,0.5507790567516415,0.002379886953222675,0.41259114753870246
1.0,0.01704282317530063,0.014714435234792331,0.03115208161095814,0.44898266172303875,0.5510173382769612,0.0023814935626194976,0.41172258026167907
1.01,0.017052700016996693,0.014722710794630074,0.031214880001709897,0.44874668909031123,0.5512533109096887,0.002383110404427058,0.4108553243768182
1.02,0.017062544921552243,0.014731034325875483,0.03127777995195138,0.4485130227661109,0.5514869772338891,0.002384737461234312,0.40998937954395
1.03,0.017072358327255285,0.014739405726247275,0.031340781170078214,0.4482816601428167,0.5517183398571832,0.002386374717897321,0.4091247454189895
1.04,0.017082140664522922,0.014747824902786828,0.03140388336299695,0.44805259858925206,0.5519474014107478,0.0023880221615392556,0.40826142165393664
1.05,0.01709189236473165,0.014756291758203087,0.031467086240740925,0.4478258355344472,0.5521741644655526,0.002389679768316697,0.4073994078973103
1.06,0.017101613862526753,0.014764806187301282,0.03153038951767749,0.44760136848954596,0.5523986315104539,0.002391347499958594,0.4065387037942615
1.07,0.017111305573825796,0.01477336811099826,0.03159379290100964,0.44737919483915023,0.5526208051608495,0.0023930253367318095,0.40567930898549276
1.08,0.017120967907325025,0.014781977458529017,0.0316572960967908,0.44715931195046826,0.5528406880495316,0.002394713260196798,0.4048212231078235
1.09,0.017130601264737845,0.014790634167077923,0.031720898810049525,0.44694171717557646,0.5530582828244234,0.0023964112528502063,0.4039644457942014
1.1,0.017140206040794814,0.014799338181778724,0.03178460074478947,0.4467264078514195,0.5532735921485803,0.0023981192981248774,0.4031089766737029
1.11,0.017149782623243657,0.014808089455714537,0.031848401603989406,0.4465133812998104,0.5534866187001894,0.002399837380389847,0.40225481537153285
1.12,0.01715933139284926,0.014816887949917857,0.031912301089603204,0.4463026348274304,0.5536973651725694,0.002401565484950346,0.4014019615090248
1.1300000000000001,0.017168854003724452,0.014825732317197944,0.03197629895476244,0.44609416660794116,0.5539058333920586,0.0024033035684761224,0.4005504155079745
1.1400000000000001,0.017178347772916314,0.014834625653736711,0.03204039479026552,0.4458879720290807,0.5541120279709191,0.0024050516726284226,0.3997001750554356
1.1500000000000001,0.017187815030704386,0.014843565906762635,0.03210458838687864,0.44568404987071925,0.5543159501292805,0.002406809727921855,0.3988512409909802
1.16,0.017197256097146663,0.014852553094781113,0.032168879448816357,0.4454823974637479,0.5545176025362519,0.0024085777161056776,0.39800361289450703
1.17,0.01720667129230113,0.014861587236297533,0.03223326768029327,0.4452830121390576,0.5547169878609423,0.0024103556189291504,0.39715729034591485
1.18,0.01721606093622578,0.014870668349817288,0.032297752785523944,0.44508589122753933,0.5549141087724604,0.0024121434181415325,0.3963122729251025
1.19,0.017225425348978602,0.014879796453845772,0.032362334468722956,0.44489103206008423,0.5551089679399156,0.0024139410954920827,0.3954685602119687
1.2,0.017234764850617586,0.014888971566888376,0.03242701243410488,0.44469843196758324,0.5553015680324166,0.00241574863273006,0.3946261517864122
1.21,0.017244079761200726,0.014898193707450491,0.0324917863858843,0.44450808828092736,0.5554919117190724,0.002417566011604724,0.39378504722833185
1.22,0.017253370401930774,0.014907462890764734,0.032556656030312624,0.44431999836213476,0.555680001637865,0.002419393233088505,0.3929452461164068
1.23,0.017262637099345966,0.014916779116810067,0.032621621083134614,0.4441341597182993,0.5558658402817005,0.0024212303877486235,0.3921067480236313
1.24,0.01727188017701548,0.014926142394053715,0.03268668125481222,0.443950569775784,0.5560494302242157,0.0024230775162950775,0.39126955252616336
1.25,0.017281099957942345,0.014935552732581472,0.03275183625480007,0.44376922594555784,0.5562307740544419,0.002424934649931007,0.3904336592007638
1.26,0.017290296764708328,0.014945010142876526,0.03281708579256708,0.44359012563908634,0.5564098743609135,0.002426801820274019,0.3895990676238621
1.27,0.01729947089107757,0.014954514662607273,0.032882429578559996,0.44341326630179484,0.556586733698205,0.002428679087294388,0.3887657773492045
1.28,0.017308622629394532,0.014964066330781352,0.03294786732327376,0.44323864538078195,0.5567613546192178,0.0024305665123591524,0.3879337879294196
1.29,0.0173177522846913,0.014973665174437507,0.033013398736772774,0.4430662603081945,0.5569337396918053,0.0024324641443524498,0.3871030989271231
1.3,0.017326860161999948,0.01498331122061448,0.03307902352912147,0.4428961085161794,0.5571038914838204,0.0024343720321584167,0.3862737099049303
1.31,0.01733594655377301,0.014993004506834906,0.03314474141214513,0.442728187469376,0.5572718125306239,0.002436290191598668,0.3854456204153952
1.32,0.017345011721119505,0.01500274509674335,0.033210552102056555,0.4425624947133833,0.5574375052866165,0.0024382185561153506,0.3846188299860015
1.33,0.017354055947574096,0.015012533035294668,0.03327645531192939,0.4423990277358755,0.5576009722641244,0.0024401571180914495,0.3837933381621701
1.34,0.017363079518329477,0.015022368366061896,0.033342450754605166,0.442237784020244,0.557762215979756,0.002442105874267703,0.382969144490648
1.35,0.017372085848799523,0.015032251822736478,0.03340853480458782,0.4420787321981522,0.5579212678018477,0.0024440646704194727,0.3821462430001622
1.36,0.01738106715601797,0.015042181711657885,0.033474715742716356,0.44192194387725087,0.5580780561227491,0.0024460338698110255,0.3813246473536537
1.37,0.017390029432845813,0.015052159359825217,0.03354098717261963,0.4417673637870095,0.5582326362129905,0.0024480131802871903,0.3805043469720232
1.3800000000000001,0.017398972679283052,0.015062184767238475,0.03360734909429765,0.44161499192742815,0.5583850080725719,0.0024500026018479666,0.37968534185527064
1.3900000000000001,0.017407896895329688,0.015072257933897657,0.03367380150775041,0.44146482829850675,0.5585351717014932,0.002452002134493355,0.3788676320033961
1.4000000000000001,0.017416802187532544,0.01508237890334475,0.03374034428176576,0.4413168718099949,0.5586831281900051,0.002454011838878397,0.3780512171735825
1.41,0.01742568872888241,0.015092547746275078,0.03380697720330599,0.4411711206917479,0.5588288793082521,0.002456031813483394,0.3772360969715889
1.42,0.017434556558771623,0.015102764475894289,0.033873700226375945,0.4410275745576819,0.5589724254423183,0.002458062065951965,0.37642227131546324
1.43,0.017443406117014733,0.015113029237542642,0.03394051283926791,0.44088622910952435,0.5591137708904758,0.002460102670891104,0.37560973929589336
1.44,0.0174522375314203,0.0151233420734555,0.03400741489328145,0.44074708309821264,0.5592529169017875,0.0024621536499813404,0.37479850064863623
1.45,0.017461050816930463,0.015133702989206613,0.034074406370469025,0.4406101363748862,0.5593898636251139,0.00246421500442635,0.3739885553410115
1.46,0.017469846890709545,0.015144112326918393,0.03414148616919207,0.44047537980233603,0.5595246201976641,0.002466286808109093,0.3731799013670556
1.47,0.017478625248284398,0.015154569900939194,0.034208654893135626,0.44034281839709205,0.5596571816029081,0.002468369021089898,0.3723725398226114
1.48,0.017487386199806092,0.015165075867524214,0.03427591213357457,0.4402124489206794,0.5597875510793208,0.0024704616795627357,0.37156646990885633
1.49,0.01749613002026159,0.01517563035180107,0.03434325754009068,0.4400842685509301,0.55991573144907,0.0024725648119116,0.3707616909573723
1.5,0.017504856962022402,0.015186233458877974,0.034410690799765255,0.43995827473342,0.5600417252665801,0.002474678441497574,0.3699582023836103
1.51,0.017513567277460028,0.015196885293863137,0.0344782115996796,0.43983446491372485,0.5601655350862753,0.0024768025916817394,0.36915600360302125
1.52,0.017522261218945977,0.015207585961864771,0.03454581962691501,0.4397128365374206,0.5602871634625796,0.00247893728582518,0.3683550940310559
1.53,0.017530939038851757,0.015218335567991088,0.034613514568552786,0.4395933870500829,0.5604066129499172,0.002481082547288978,0.3675554730831651
1.54,0.017539600989548865,0.0152291342173503,0.03468129611167423,0.4394761138972877,0.5605238861027125,0.002483238399434216,0.36675714017479993
1.55,0.017548247323408817,0.015239982015050614,0.034749163943360646,0.43936101452461074,0.5606389854753895,0.002485404865621977,0.36596009472141106
1.56,0.017556878292803113,0.015250879066200249,0.03481711775069333,0.43924808637762786,0.5607519136223723,0.0024875819692133433,0.3651643361384495
1.57,0.017565494012757775,0.015261825494844984,0.03488515732346256,0.4391373280487633,0.5608626719512368,0.0024897697460768984,0.36436986392430465
1.58,0.01757409453847434,0.015272821433279375,0.034953282496196295,0.43902873862998204,0.5609712613700181,0.0024919682375292023,0.36357667761349227
1.59,0.017582680062744764,0.015283866994826624,0.03502149300053028,0.438922316064355,0.5610776839356452,0.0024941774723570074,0.36278477665744135
1.6,0.017591250778557374,0.01529496229278286,0.035089788567953445,0.43881805829331344,0.5611819417066867,0.002496397479329184,0.3619941605074625
1.61,0.017599806878900483,0.01530610744044421,0.03515816892995472,0.4387159632582888,0.5612840367417112,0.0024986282872146034,0.36120482861486625
1.62,0.017608348556762413,0.015317302551106806,0.03522663381802304,0.43861602890071244,0.5613839710992876,0.0025008699247821356,0.360416780430963
1.6300000000000001,0.017616876005131486,0.015328547738066774,0.03529518296364732,0.43851825316201565,0.5614817468379845,0.0025031224208006513,0.35963001540706335
1.6400000000000001,0.017625389416996023,0.015339843114620246,0.03536381609831649,0.4384226339836298,0.5615773660163703,0.0025053858040390217,0.3588445329944778
1.6500000000000001,0.01763388898534434,0.01535118879406335,0.03543253295351949,0.4383291693069863,0.5616708306930138,0.002507660103266117,0.3580603326445169
1.6600000000000001,0.017642374879401936,0.015362584906287011,0.035501333266353935,0.43823785726822,0.5617621427317802,0.002509945357240907,0.357277413777109
1.67,0.017650847188048692,0.0153740316372916,0.0355702167928813,0.4381486966617872,0.561851303338213,0.0025122416385003517,0.35649577570607405
1.68,0.01765930606969284,0.01538552912452229,0.0356391832727524,0.4380616857124553,0.5619383142875448,0.002514548990351093,0.3557154178370547
1.69,0.017667751691488362,0.01539707749931665,0.035708232443553804,0.43797682257333237,0.5620231774266677,0.0025168674524229813,0.35493633958724335
1.7,0.017676184220589242,0.015408676893012247,0.03577736404287207,0.4378941053975266,0.5621058946024735,0.0025191970643458667,0.35415854037383265
1.71,0.017684603824149464,0.015420327436946647,0.03584657780829376,0.437813532338146,0.5621864676618541,0.002521537865749599,0.35338201961401505
1.72,0.017693010669323012,0.015432029262457415,0.03591587347740545,0.43773510154829864,0.5622648984517015,0.0025238898962640284,0.3526067767249831
1.73,0.017701404923263872,0.015443782500882122,0.035985250787793695,0.4376588111810926,0.5623411888189075,0.0025262531955190046,0.3518328111239293
1.74,0.017709786753126025,0.01545558728355833,0.03605470947704507,0.43758465938963603,0.5624153406103641,0.0025286278031443777,0.3510601222280461
1.75,0.01771815632240282,0.015467443744330504,0.03612424928359007,0.4375126443657339,0.5624873556342661,0.0025310137604864407,0.35028870944886353
1.76,0.017726513720388613,0.015479352067856502,0.03619386996296563,0.43744276508555874,0.5625572349144413,0.0025334111436828037,0.34951857208313236
1.77,0.017734859066493733,0.015491312418169978,0.0362635712637655,0.4373750202069231,0.5626249797930769,0.0025358200147499394,0.34874970947419
1.78,0.017743192506110252,0.015503324941511623,0.0363333529285934,0.4373094081129831,0.562690591887017,0.002538240423521684,0.34798212100556536
1.79,0.017751514184630245,0.015515389784122119,0.03640321470005305,0.4372459271868947,0.5627540728131054,0.002540672419831875,0.34721580606078734
1.8,0.017759824247445783,0.015527507092242153,0.036473156320748185,0.4371845758118141,0.562815424188186,0.002543116053514348,0.3464507640233847
1.81,0.017768122839948945,0.015539677012112412,0.03654317753328251,0.4371253523708973,0.5628746476291028,0.002545571374402941,0.3456869942768864
1.82,0.017776410107531795,0.015551899689973581,0.03661327808025976,0.4370682552473005,0.5629317447526996,0.00254803843233149,0.3449244962048212
1.83,0.01778468619558642,0.015564175272066346,0.03668345770428365,0.4370132828241796,0.5629867171758204,0.002550517277133832,0.344163269190718
1.84,0.017792951249504883,0.015576503904631394,0.0367537161479579,0.43696043348469094,0.5630395665153092,0.0025530079586438036,0.3434033126181056
1.85,0.01780120537710201,0.015588885760172276,0.036824053161389536,0.43690970608062535,0.5630902939193747,0.0025555105336554076,0.34264462580652005
1.86,0.017809448660174657,0.015601321029376591,0.03689446849988075,0.4368610997882506,0.5631389002117495,0.0025580250637817687,0.34188720803118944
1.87,0.017817681223928076,0.015613809872593667,0.0369649619100661,0.4368146132424774,0.5631853867575226,0.0025605516025957852,0.3411310586412651
1.8800000000000001,0.017825903193848774,0.01562635244997625,0.037035533138523986,0.43677024507470896,0.563229754925291,0.0025630902036182586,0.3403761769863774
1.8900000000000001,0.01783411469542327,0.015638948921677092,0.03710618193183281,0.4367279939163485,0.5632720060836516,0.00256564092036999,0.33962256241615657
1.9000000000000001,0.017842315854138074,0.015651599447848937,0.03717690803657095,0.4366878583987991,0.563312141601201,0.0025682038063717812,0.33887021428023295
1.9100000000000001,0.017850506795479698,0.01566430418864454,0.03724771119931681,0.43664983715346395,0.5633501628465362,0.002570778915144434,0.3381191319282368
1.92,0.017858687644934663,0.01567706330421665,0.03731859116664879,0.4366139288117462,0.5633860711882539,0.0025733663002087495,0.3373693147097985
1.93,0.017866858518082136,0.015689876962011844,0.037389547686506076,0.43658013215618713,0.563419867843813,0.0025759660022590296,0.33662076195529766
1.94,0.017875019487184486,0.015702745361366777,0.03746058051277748,0.43654844663013265,0.5634515533698675,0.0025785780059096423,0.3358734729109466
1.95,0.01788317065750628,0.015715668677321704,0.03753168939481891,0.436518871173475,0.5634811288265251,0.00258120233850112,0.335127446887083
1.96,0.017891312140008067,0.015728647080723458,0.03760287408120391,0.4364914046392131,0.563508595360787,0.002583839034748292,0.3343826832051124
1.97,0.017899444045650414,0.015741680742418874,0.037674134320506064,0.43646604588034593,0.5635339541196542,0.0025864881293659876,0.33363918118644004
1.98,0.017907566485393874,0.015754769833254783,0.03774546986129892,0.4364427937498724,0.5635572062501277,0.0025891496570690357,0.3328969401524714
1.99,0.01791567957019901,0.015767914524078025,0.037816880452156025,0.4364216471007914,0.5635783528992088,0.002591823652572265,0.33215595942461196
2.0,0.01792378341102637,0.015781114985735433,0.03788836584165095,0.4364026047861019,0.5635973952138983,0.0025945101505905053,0.33141623832426703
2.0100000000000002,0.017931878117701465,0.015794371389988588,0.03795992577840817,0.43638566567864645,0.5636143343213537,0.0025972091843620908,0.3306777761704019
2.02,0.017939963760693012,0.015807683940316803,0.03803156001281797,0.43637082933932536,0.5636291706606747,0.0025999207359296006,0.32994057219737183
2.0300000000000002,0.017948040421021744,0.0158210528316955,0.03810326829479719,0.43635809514456253,0.5636419048554376,0.0026026448010617923,0.32920462566221687
2.04,0.017956108196345185,0.015834478245692465,0.03817505037351625,0.43634746217992804,0.5636525378200721,0.0026053813971687514,0.3284699358577433
