t,S_0,S_1,S_2,S_3,S_4,S_5,S_6,S_7,S_8,M_0,M_1,M_1_2,M_2,M_3,M_4,M_5,M_6,M_7,M_8,w
0.16,0.5179412358103915,1.7142635122679607e-05,1.7236065913379234e-10,1.352257325095623e-15,9.10860508676606e-21,5.613095685705558e-26,3.437069910551664e-31,2.1521732700207602e-36,1.3012360782074185e-41,0.5174252092971514,0.08141997086119662,0.0016851085421420373,7.370338987067201e-05,5.2054294898695345e-08,0.0,0.0,0.0,0.0,-7.166835751672945e-44,0.0010647158527251344
0.17,0.5189975862285785,1.8234068886521963e-05,1.947617680137249e-10,1.6235418705447282e-15,1.161984016336927e-20,7.585988074155969e-26,4.854289191020828e-31,3.1078678253864445e-36,1.8904326428862747e-41,0.5184482069382161,0.0865993447455444,0.0017924281006686863,8.327531336506087e-05,6.249143310625188e-08,0.0,0.0,0.0,0.0,-1.0394858107718864e-43,0.0011341113169694896
0.18,0.520045956166918,1.9327510085433784e-05,2.1854968902183954e-10,1.9290598187924187e-15,1.4619245191265303e-20,1.0075643510247014e-25,6.720853359555517e-31,4.409563367402266e-36,2.719771991429559e-41,0.519463103576204,0.09178890807608087,0.0018987842555643975,9.34391399186311e-05,7.424444847149798e-08,0.0,0.0,0.0,0.0,-1.5162919635040898e-43,0.0012038201443717888
0.19,0.5210862925161086,2.042289975698234e-05,2.4372683007402655e-10,2.2708746512555247e-15,1.8166546516540797e-20,1.318606985268248e-25,9.209830034183316e-31,6.302287858072904e-36,4.0584816107885743e-41,0.5204698476646389,0.09698857964244312,0.0020039749788308705,0.0001041959571021803,8.739256480242766e-08,0.0,0.0,0.0,0.0,-2.402587087604481e-43,0.001273838574547949
0.2,0.5221185427857371,2.1520178683225335e-05,2.702954415672152e-10,2.651055994246924e-15,2.2325161875665083e-20,1.702844909832461e-25,1.2472975306332743e-30,8.96505850756657e-36,6.083538354060019e-41,0.521468388289962,0.10219827767035067,0.002107797681843652,0.00011554680860248271,1.020152262005426e-07,0.0,0.0,0.0,0.0,-3.855585284927812e-43,0.001344162824964388
0.21,0.5231426551297125,2.2619287452192266e-05,2.982576183044012e-10,3.07167679910852e-15,2.7162102160587356e-20,2.172613521221839e-25,1.6678476448175356e-30,1.259278839817215e-35,8.984850126936058e-41,0.5224586751951744,0.10741791987429972,0.002210049340283345,0.0001274926945875423,1.181920112147063e-07,0.0,0.0,0.0,0.0,-6.0422333482459616e-43,0.0014147890950269317
0.22,0.5241585783565318,2.3720166473286768e-05,3.2761529909581363e-10,3.5348126219032376e-15,3.274797277961257e-20,2.741594025205149e-25,2.2017098267496082e-30,1.7408501885169886e-35,1.298048785362637e-40,0.5234406587896901,0.11264742347008694,0.002310526525774146,0.00014003457157907214,1.3600261083611945e-07,0.0,0.0,0.0,0.0,-9.154630627835121e-43,0.001485713567096295
0.23,0.52516626193728,2.4822755985805725e-05,3.583702660129479e-10,4.042541216733959e-15,3.915698989564905e-20,3.4248866047188244e-25,2.8703609677334607e-30,2.3665139694626296e-35,1.831848097530611e-40,0.5244142901571316,0.11788670518133264,0.0024090254235865525,0.00015317335225136425,1.5552681602972356e-07,0.0,0.0,0.0,0.0,-1.3411618961770175e-42,0.0015569324070444572
0.24,0.5261656560136294,2.5926996067458422e-05,3.905241436426002e-10,4.596942129062471e-15,4.646699666445614e-20,4.239083587770383e-25,3.6978210265626765e-30,3.164736402118946e-35,2.527861294856393e-40,0.525379521063124,0.12313568124600414,0.002505341850340071,0.00016690990523015944,1.7684450526560515e-07,0.0,0.0,0.0,0.0,-1.9060372606218988e-42,0.001628441764811039
0.25,0.5271567114058393,2.703282664288572e-05,4.2407839834090126e-10,5.2000962890284146e-15,5.475947947289201e-20,5.202342615341845e-25,4.7107956864846135e-30,4.1673363625884184e-35,3.417421674385009e-40,0.5263363039630906,0.128394267422939,0.002599271271705926,0.00018124505489151765,2.0003563205040007e-07,0.0,0.0,0.0,0.0,-2.637798816573687e-42,0.0017002377749596822
0.26,0.5281393796207559,2.8140187492179156e-05,4.5903433748734967e-10,5.8540856047682205e-15,6.41195841771612e-20,6.334459809293132e-25,5.9388190121645256e-30,5.409665893390706e-35,4.535397034392432e-40,0.5272845920100465,0.1336623789983682,0.0026906088201097697,0.0001961795811606875,2.2518021245869734e-07,0.0,0.0,0.0,0.0,-3.5673074523560805e-42,0.0017723165572344247
0.27,0.5291136127563905,2.9249018235683207e-05,4.953931291839117e-10,6.560993891063113e-15,7.463553457952025e-20,7.656692230785297e-25,7.421526866806581e-30,6.95487121840746e-35,5.9706675055685745e-40,0.5282243389587574,0.13893993079362446,0.0027791492560724227,0.00021171422437827917,2.52358355525618e-07,0.0,0.0,0.0,0.0,-4.819408441212366e-42,0.001844674215717454
0.28,0.5300793634630966,3.03592583317769e-05,5.331558107652837e-10,7.322907067210377e-15,8.639837803800865e-20,9.191717542831047e-25,9.212027925091644e-30,8.904975378240035e-35,7.889076972787148e-40,0.5291554991266141,0.14422683717220208,0.002864686960395463,0.00022784968739328787,2.8165027018304155e-07,0.0,0.0,0.0,0.0,-6.654141945342466e-42,0.001917306838752276
0.29,0.5310365852154666,3.147084714591067e-05,5.723232358838982e-10,8.141909343025301e-15,9.950352699394205e-20,1.0964346905659692e-24,1.1358850994684972e-29,1.133961327557805e-34,1.0405268089207525e-39,0.5300780276658735,0.1495230120432563,0.0029470160956809764,0.00024458662243188694,3.131361434235029e-07,0.0,0.0,0.0,0.0,-9.235531608678935e-42,0.0019902105030689186
0.3,0.5319852321869127,3.258372392852956e-05,6.12896100139089e-10,9.020084534799672e-15,1.1405000406865709e-19,1.3001274717180413e-24,1.3915286701104745e-29,1.4347277209477264e-34,1.3647749058811281e-39,0.5309918804377571,0.1548283688696554,0.0030259305513245837,0.0002619256374333659,3.4689618312460113e-07,0.0,0.0,0.0,0.0,-1.274871763776761e-41,0.0020633812725360154
0.31,0.5329252592529783,3.3697827822517064e-05,6.548749412580366e-10,9.959515719160194e-15,1.301404312011826e-19,1.5331140414528191e-24,1.6939853430301657e-29,1.8026589117403739e-34,1.7761353547735148e-39,0.5318970140155473,0.16014282067455754,0.003101223958662883,0.00027986729607873466,3.8301060752358904e-07,0.0,0.0,0.0,0.0,-1.7404226668292293e-41,0.002136815198653773
0.32,0.5338566219978131,3.481309787136489e-05,6.982601386510282e-10,1.0962284846061379e-14,1.4788103707942976e-19,1.7984597948165045e-24,2.0496545045941117e-29,2.248683587264821e-34,2.290816129864702e-39,0.532793385690855,0.16546628004795164,0.003172689707845753,0.00029841211766425276,4.215596333802689e-07,0.0,0.0,0.0,0.0,-2.34394666965312e-41,0.002210508321089743
0.33,0.5347792767206501,3.592947302734265e-05,7.430519129667164e-10,1.2030472351778423e-14,1.6738166457138166e-19,2.09943852559812e-24,2.4655078606685393e-29,2.7848504581740385e-34,2.9268418745121912e-39,0.5336809534798874,0.17079865915319797,0.003240120964708658,0.0003175605769749575,4.6262346413988714e-07,0.0,0.0,0.0,0.0,-3.1120222010813335e-41,0.002284456668214591
0.34,0.5356931804422804,3.704689215966759e-05,7.892503256473788e-10,1.3166156771900079e-14,1.887557781562831e-19,2.439539373739628e-24,2.949114208347574e-29,3.424381788186324e-34,3.704145962601792e-39,0.534559676129716,0.176139869733569,0.0033033106876449547,0.00033731310415819276,5.062822780960289e-07,0.0,0.0,0.0,0.0,-4.0742148122974875e-41,0.0023586562576378704
0.35000000000000003,0.536598290911373,3.816529406267676e-05,8.368552785199594e-10,1.4371414354660936e-14,2.1212047027643332e-19,2.8224737600087073e-24,3.508665738683043e-29,4.181734578583029e-34,4.6446857897729545e-39,0.5354295131243858,0.18148982311883283,0.0033620516444791714,0.0003576700846059349,5.526162165660313e-07,0.0,0.0,0.0,0.0,-5.26329653786072e-41,0.0024331030967442817
0.36,0.5374945664765789,3.928461746611555e-05,8.858665439807887e-10,1.5648318964454162e-14,2.3759554483358593e-19,3.2521714305867762e-24,4.154313304698273e-29,5.079206363987686e-34,5.792418909969459e-39,0.5362904245554395,0.18684843026858,0.003416136430175667,0.00037863186635879345,6.017053827694555e-07,0.0,0.0,0.0,0.0,-6.775200419048572e-41,0.0025077931836499884
0.37,0.5383819661739843,4.0404801042030526e-05,9.362837460923493e-10,1.699894151974591e-14,2.6530408141884904e-19,3.732793974939876e-24,4.8974014375515466e-29,6.143040094086046e-34,7.201412186933982e-39,0.5371423712099903,0.19221560175659552,0.0034653574832069173,0.00040019875544138717,6.536298235333621e-07,0.0,0.0,0.0,0.0,-8.73312918107747e-41,0.002582722507484954
0.38,0.5392604498569622,4.152578341099374e-05,9.881063320156239e-10,1.8425349339322887e-14,2.9537329106884935e-19,4.268751783823009e-24,5.749289865892035e-29,7.397461599270053e-34,8.91767698547115e-39,0.5379853147016233,0.19759124774362405,0.0035095071016579106,0.0004223710088216531,7.084695076165324e-07,0.0,0.0,0.0,0.0,-1.1232793815588094e-40,0.00265788704854258
0.39,0.5401299781133456,4.2647503151680564e-05,1.041333591921473e-09,1.992960594836269e-14,3.2793390965649857e-19,4.8647037507530326e-24,6.722249234004223e-29,8.869087709313483e-34,1.0992476046349134e-38,0.5388192173864502,0.20297527800835846,0.0035483774606542887,0.00044514883928907316,7.663043209938605e-07,0.0,0.0,0.0,0.0,-1.4382309067193782e-40,0.0027332827790949687
0.4,0.5409905122706264,4.376989880905961e-05,1.0959646588371463e-09,2.1513770694189163e-14,3.6312019653661976e-19,5.5255641157454056e-24,7.829498334857322e-29,1.058704208767126e-33,1.3482604622555226e-38,0.539644042368086,0.20836760195433007,0.0035817606292426014,0.00046853241539980843,8.272140551211392e-07,0.0,0.0,0.0,0.0,-1.8302911604079689e-40,0.0028089056639326944
0.41000000000000003,0.5418420144011528,4.489290890258253e-05,1.1519985084927917e-09,2.3179898362027778e-14,4.0106993319157364e-19,6.256509309050928e-24,9.085241343154687e-29,1.258307106577876e-33,1.6450671615551535e-38,0.5404597535026263,0.21376812861679936,0.0036094485872705663,0.0004925218614218344,8.912783951998491e-07,0.0,0.0,0.0,0.0,-2.3129678188602094e-40,0.0028847516609045703
0.42,0.5426844473273277,4.6016471934373885e-05,1.2094339591679662e-09,2.4930038790761032e-14,4.419244218768847e-19,7.062984794892493e-24,1.050470504838322e-28,1.4891659477351127e-33,1.996538071153059e-38,0.5412663154036238,0.2191767666696463,0.0036312332422673266,0.0005171172572800752,9.58576908441945e-07,0.0,0.0,0.0,0.0,-2.901224384788763e-40,0.002960816721457421
0.43,0.5435177746268076,4.7140526397421074e-05,1.2682696715381465e-09,2.676623648868387e-14,4.858284842668689e-19,7.950711915201846e-24,1.2104176087862817e-28,1.7550146492682632e-33,2.410181151767108e-38,0.5420636934470661,0.22459342443226105,0.003646906446323708,0.0005423186385015389,1.0291890323346452e-06,0.0,0.0,0.0,0.0,-3.6115520044432673e-40,0.003037096791175851
0.44,0.5443419606319595,4.826501078388007e-05,1.3285041498484375e-09,2.8690530263769144e-14,5.32930418719487e-19,8.925693944689783e-24,1.3901101074202088e-28,2.0599295158672274e-33,2.8943403464275743e-38,0.5428518537705513,0.23001800987829865,0.0036562600134350106,0.0005681259964830783,1.103194063318301e-06,0.0,0.0,0.0,0.0,-4.462781838324774e-40,0.0031135878103406055
0.45,0.5451569702804919,4.938986359638787e-05,1.3901357774971758e-09,3.0704953230133025e-14,5.833808846747943e-19,9.994201698403886e-24,1.5915817366527099e-28,2.40956250265455e-33,3.462808679000053e-38,0.5436307631220776,0.2354504306927712,0.003659085748835752,0.0005945392871237964,1.1806711561741656e-06,0.0,0.0,0.0,0.0,-5.496097536892985e-40,0.00319028571496898
0.46,0.5459627692962519,5.0515023352704956e-05,1.4531627762828263e-09,3.281153197991893e-14,6.373341671563211e-19,1.1162804501117062e-23,1.8169666336306748e-28,2.8097648930803733e-33,4.1296475329745783e-38,0.5444003890424594,0.24089059422190617,0.0036551754517308364,0.0006215584209008883,1.2616992996527674e-06,0.0,0.0,0.0,0.0,-6.7524531994893675e-40,0.0032671864367858306
0.47000000000000003,0.5467593242156398,5.164042859347652e-05,1.5175832013450176e-09,3.501228614542191e-14,6.949483283645899e-19,1.2438379946062709e-23,2.0684798135742884e-28,3.266431187714295e-33,4.908585404049898e-38,0.5451606998917444,0.246338407473146,0.0036443209304662387,0.0006491832616223128,1.346357303211896e-06,0.0,0.0,0.0,0.0,-8.269908023451934e-40,0.0033442859036946267
0.48,0.5475466023378438,5.27660178915327e-05,1.5833949537190896e-09,3.7309228153779675e-14,7.563848100986753e-19,1.3828113187128717e-23,2.3484811149605146e-28,3.7859451144031176e-33,5.814676425207605e-38,0.5459116647986503,0.25179377713989004,0.0036263140238380538,0.0006774136294611024,1.434723789236696e-06,0.0,0.0,0.0,0.0,-1.0090788979461102e-39,0.003421580040495246
0.49,0.548324571728843,5.3891729860102636e-05,1.65059578045898e-09,3.9704362845749585e-14,8.218084237847341e-19,1.5339503618362984e-23,2.659480232536033e-28,4.3752006596318355e-33,6.8643639385956e-38,0.5466532536643335,0.2572566096087736,0.0036009466180690684,0.0007062493009676815,1.5268771813904793e-06,0.0,0.0,0.0,0.0,-1.2261916840888829e-39,0.003499064769427616
0.5,0.5490932012254094,5.501750316102842e-05,1.7191832747601084e-09,4.219968709448559e-14,8.913873405045316e-19,1.6980371553478827e-23,3.0041417503301606e-28,5.0416230998846e-33,8.075544067411497e-38,0.5473854371661585,0.2627268109669463,0.003568010663785341,0.0007356900090821851,1.6228956929655293e-06,0.0,0.0,0.0,0.0,-1.4834832213147572e-39,0.003576736010715353
0.51,0.5498524604391117,5.614327651297913e-05,1.7891548760822606e-09,4.479718942431522e-14,9.65293081023971e-19,1.875886490536049e-23,3.3852901746677885e-28,5.7931900330057095e-33,9.46762928778611e-38,0.5481081867614674,0.26820428700935095,0.003527298192992774,0.0007657354431467765,1.7228573152339097e-06,0.0,0.0,0.0,0.0,-1.786602156303939e-39,0.003654589683109407
0.52,0.5506023197603178,5.7268988699664844e-05,1.8605078702724762e-09,4.749884962951654e-14,1.043700505821622e-18,2.068346586556862e-23,3.8059149671823085e-28,6.638452409560586e-33,1.1061612000666866e-37,0.5488214746913485,0.2736889432460026,0.003478601336053691,0.000796385248917966,1.8268398057982738e-06,0.0,0.0,0.0,0.0,-2.1417143248104996e-39,0.003732621704431699
0.53,0.5513427503416322,5.8394578575789495e-05,1.9332393941370005e-09,5.0306638576626047e-14,1.1267876674407939e-18,2.276299179858437e-23,4.2691955861177615e-28,7.586748070999479e-33,1.2881156642520144e-37,0.549525273963712,0.2791806849139139,0.0034217123361614324,0.0008276390296600821,1.934920682204179e-06,0.0,0.0,0.0,0.0,-2.556121226030299e-39,0.003810827992003928
0.54,0.5520737239441059,5.951998505791517e-05,2.0073464697013877e-09,5.3222519231427897e-14,1.2147347441419628e-18,2.5006557531649046e-23,4.778660040716081e-28,8.64969986427134e-33,1.49605551209968e-37,0.5502195581982798,0.2846794170200306,0.003356423547119537,0.0008594963544531596,2.0471772506618672e-06,0.0,0.0,0.0,0.0,-3.042854680663779e-39,0.0038892044623100655
0.55,0.5527952131833018,6.0645147159291385e-05,2.0828259519653107e-09,5.6248444117467904e-14,1.3077256504612528e-18,2.742365013007655e-23,5.337954415318802e-28,9.838970758941738e-33,1.7332683901610239e-37,0.5509043018739298,0.29018504429381137,0.003282527479768012,0.0008919567454794691,2.163686532466128e-06,0.0,0.0,0.0,0.0,-3.6136856891522554e-39,0.003967747032891716
0.56,0.5535071914832035,6.177000399256115e-05,2.1596745398627304e-09,5.938635538188488e-14,1.4059476918793421e-18,3.002412148471194e-23,5.950896639633799e-28,1.1166753796850798e-32,2.0031572949115743e-37,0.5515794802820584,0.2956974712058264,0.003199816812865459,0.0009250196806693662,2.2845252651633723e-06,0.0,0.0,0.0,0.0,-4.280598489904873e-39,0.004046451622612022
0.5700000000000001,0.5542096330473081,6.289449477435649e-05,2.2378887835046906e-09,6.26381847078949e-14,1.5095913345242675e-18,3.281818573319522e-23,6.6215135413176515e-28,1.264610119503747e-32,2.3094115285703543e-37,0.5522450694972335,0.30121660198247285,0.0031080844060616957,0.000958684595443796,2.4097698993225116e-06,0.0,0.0,0.0,0.0,-5.05676674434737e-39,0.004125314152015536
0.58,0.5549025128613946,6.401855883337666e-05,2.3174650845692496e-09,6.60058529445842e-14,1.6188501869362782e-18,3.58164255922214e-23,7.354047079934422e-28,1.4290956931823791e-32,2.6560192298266623e-37,0.5529010463797215,0.3067423406135324,0.0030071233167241586,0.0009929508827915044,2.539496587201572e-06,0.0,0.0,0.0,0.0,-5.956611905499729e-39,0.00420433054386496
0.59,0.5555858066962921,6.514213561846651e-05,2.3983996966914097e-09,6.94912697367023e-14,1.7339209818326954e-18,3.902979868980075e-23,8.152960580914464e-28,1.6116189332899235e-32,3.0472799045668702e-37,0.5535473885780147,0.3122745908597291,0.002896726816764299,0.0010278178933462519,2.673781171414317e-06,0.0,0.0,0.0,0.0,-6.995861586553885e-39,0.004283496723677903
0.6,0.5562594911106487,6.626516470669468e-05,2.480688725853044e-09,7.309633315445468e-14,1.8550035578727608e-18,4.246964389751872e-23,9.022944969513153e-28,1.8137623657404907e-32,3.4878169566011856e-37,0.5541840745313577,0.31781325626028684,0.002776688409463988,0.0010632849354640212,2.8126991735968555e-06,0.0,0.0,0.0,0.0,-8.19160792945133e-39,0.004362808620263621
0.61,0.5569235434536997,6.738758581143198e-05,2.564328130772827e-09,7.682292932329585e-14,1.982300841422495e-18,4.614768766279617e-23,9.968925004769698e-28,2.037207468401789e-32,3.982590218390447e-37,0.5548110834722751,0.32335824014048725,0.0026468018463019173,0.0010993512753002326,2.956325783074264e-06,0.0,0.0,0.0,0.0,-9.562365973460818e-39,0.004442262166259773
0.62,0.5575779418000684,6.850933877427146e-05,2.649313737004882e-09,8.067293311016426e-14,2.116018402883011e-18,5.0076019787878186e-23,1.0996125441658881e-27,2.283816756273489e-32,4.537413009023512e-37,0.5554283953609881,0.3289094456276956,0.002506861121945782,0.0011360161402297416,3.104735875257367e-06,0.0,0.0,0.0,0.0,-1.1132173234054775e-38,0.004521853297716287
0.63,0.5582226647850473,6.963036353328934e-05,2.7356412711100937e-09,8.464821035658655e-14,2.256363390083741e-18,5.426702447194045e-23,1.2110224941637997e-27,2.5558312865484666e-32,5.1602079339186395e-37,0.5560359907201022,0.33446677567978705,0.002356660437274254,0.0011732787271614329,3.2580040735711923e-06,0.0,0.0,0.0,0.0,-1.2940606525422158e-38,0.004601577952284003
0.64,0.5588576920077927,7.075060022631789e-05,2.823306280282171e-09,8.875061128452473e-14,2.403547016473638e-18,5.873356664557389e-23,1.331700924431169e-27,2.855409516607225e-32,5.858047032442045e-37,0.5566338510384011,0.3400301330428127,0.0021959943448379596,0.00121113818292166,3.41620456296862e-06,0.0,0.0,0.0,0.0,-1.5019031852468767e-38,0.004681432075365231
0.65,0.559483003876315,7.186998916151482e-05,2.91230416456047e-09,9.298197257855216e-14,2.557783555294288e-18,6.348892737787646e-23,1.4622516516352895e-27,3.18481354754131e-32,6.63833549845213e-37,0.5572219586152652,0.3455994202782156,0.0020246577150007873,0.0012495936120912733,3.579411147611446e-06,0.0,0.0,0.0,0.0,-1.7400043886850103e-38,0.004761411618438521
0.66,0.5600985815873234,7.298847081999151e-05,3.002630181843735e-09,9.734411737197415e-14,2.7192901778491164e-18,6.854679990338903e-23,1.6033063798663875e-27,3.546438970204526e-32,7.508994383208411e-37,0.5578002965402253,0.35117453977324486,0.0018424457454018213,0.00128864407821032,3.7476972495646912e-06,0.0,0.0,0.0,0.0,-2.0118887396858867e-38,0.004841512539274018
0.67,0.5607044071282284,7.410598586370946e-05,3.0942794484343556e-09,1.0183885488851348e-13,2.8882869304790247e-18,7.39212956104116e-23,1.755525391495817e-27,3.942819011187198e-32,8.478478805658345e-37,0.5583688486947237,0.3567553937486087,0.001649153977535948,0.001328288603892888,3.921135897797904e-06,0.0,0.0,0.0,0.0,-2.32135611086821e-38,0.004921730802459483
0.68,0.561300463279146,7.522247514337664e-05,3.1872469395826135e-09,1.0646798008399595e-13,3.064996711538021e-18,7.962695002931921e-23,1.919598238034254e-27,4.376628678790402e-32,9.555796162724125e-37,0.5589275997538737,0.36234188426612735,0.0014445783133344666,0.0013685261709419467,4.0997997171864496e-06,0.0,0.0,0.0,0.0,-2.672492156765827e-38,0.005002062379926314
0.6900000000000001,0.5618867336149,7.633787970634393e-05,3.2815274900309338e-09,1.1123327328803582e-13,3.2496452483688563e-18,8.567872882087814e-23,2.0962444309898895e-27,4.8506889090002217e-32,1.0750524339589496e-36,0.5594765351882206,0.36793391323638613,0.0012285150317456956,0.0014093557204641909,4.283760917512807e-06,0.0,0.0,0.0,0.0,-3.0696786999534364e-38,0.005082503251475571
0.7000000000000001,0.5624632025070267,7.745214080450147e-05,3.377115794558137e-09,1.1613649984572137e-13,3.4424610742786588e-18,9.209203376456194e-23,2.286214132726626e-27,5.367970711461985e-32,1.2072829919986567e-36,0.5600156412655016,0.3735313824263884,0.0010007608053155825,0.0014507761529848804,4.47309128246786e-06,0.0,0.0,0.0,0.0,-3.517604117172295e-38,0.005163049405303994
0.71,0.563029855125777,7.856519990217511e-05,3.474006408523688e-09,1.211794097593003e-13,3.643675505514567e-18,9.888270874686746e-23,2.490288847322268e-27,5.931599315454507e-32,1.3533486396482602e-36,0.5605449050524066,0.37913419346720856,0.0007611127167683161,0.0014927863285626839,4.667862158652196e-06,0.0,0.0,0.0,0.0,-4.0212737254559244e-38,0.005243696838530026
