t,T,I,E,Il
0.67,7.668418918655309,0.792062412235393,1.0923383350829212,0.99325237848716
0.68,7.767586093155275,0.7893192311844166,1.0937831639941649,0.9931510332004305
0.6900000000000001,7.866742781532116,0.7865857617617357,1.0952298848332016,0.9930496716801285
0.7000000000000001,7.965888989579925,0.7838619680443606,1.0966784941639938,0.9929482940249743
0.71,8.065024723064294,0.7811478142559424,1.0981289885229448,0.9928469003333084
0.72,8.164149987722494,0.7784432647660209,1.0995813644188008,0.9927454907030925
0.73,8.263264789263648,0.7757482840892743,1.1010356183325511,0.9926440652319115
0.74,8.36236913336891,0.7730628368847672,1.1024917467173294,0.9925426240169757
0.75,8.461463025691645,0.7703868879551993,1.103949745998316,0.9924411671551223
0.76,8.560546471857599,0.7677204022461542,1.1054096125726385,0.9923396947428174
0.77,8.659619477465087,0.7650633448453482,1.106871342809272,0.9922382068761572
0.78,8.758682048085157,0.7624156809818791,1.1083349330489427,0.9921367036508709
0.79,8.857734189261782,0.7597773760254742,1.1098003796040266,0.9920351851623218
0.8,8.956775906512023,0.7571483954857399,1.1112676787584523,0.9919336515055093
0.81,9.055807205326214,0.7545287050114096,1.1127368267676025,0.9918321027750704
0.8200000000000001,9.154828091168138,0.7519182703895928,1.114207819858214,0.9917305390652822
0.8300000000000001,9.253838569475207,0.7493170575450239,1.1156806542282791,0.9916289604700631
0.84,9.352838645658627,0.7467250325393106,1.1171553260469484,0.9915273670829752
0.85,9.451828325103596,0.7441421615701823,1.1186318314544303,0.9914257589972253
0.86,9.550807613169463,0.7415684109707398,1.1201101665618929,0.9913241363056675
0.87,9.64977651518991,0.7390037472087028,1.1215903274513654,0.991222499100805
0.88,9.748735036473134,0.7364481368856592,1.1230723101756392,0.991120847474791
0.89,9.847683182302017,0.733901546736314,1.124556110758169,0.9910191815194317
0.9,9.946620957934313,0.7313639436277375,1.1260417251929744,0.9909175013261875
0.91,10.045548368602812,0.728835294558614,1.1275291494445407,0.9908158069861748
0.92,10.14446541951553,0.7263155666584907,1.1290183794477207,0.990714098590168
0.93,10.24337211585589,0.72380472718698,1.1305094111076268,0.9906123762286014
0.9400000000000001,10.34226846282101,0.7213027433547563,1.1320022402678667,0.990510639992016
0.9500000000000001,10.441154465588172,0.7188095824804953,1.1334968627384572,0.9904088899706676
0.96,10.540030129278623,0.7163252121601972,1.134993274325941,0.990307126254104
0.97,10.638895458990339,0.7138496001140642,1.1364914708062182,0.9902053489315477
0.98,10.737750459798217,0.7113827141856793,1.137991447924435,0.9901035580918969
0.99,10.83659513675426,0.7089245223411871,1.1394932013948735,0.9900017538237288
1.0,10.93542949488778,0.7064749926684724,1.1409967269008396,0.9898999362153004
1.01,11.034253539205578,0.7040340933763409,1.1425020200945528,0.9897981053545511
1.02,11.133067274692145,0.7016017927936985,1.144009076597035,0.9896962613291048
1.03,11.231870706309852,0.6991780593687308,1.1455178919979994,0.9895944042262714
1.04,11.33066383899914,0.6967628616680834,1.1470284618557396,0.989492534133049
1.05,11.429446677678708,0.6943561683760415,1.1485407816970186,0.9893906511361265
1.06,11.528219227245717,0.6919579482937092,1.1500548470169576,0.9892887553218844
1.07,11.626981492575968,0.6895681703381896,1.1515706532789256,0.9891868467763979
1.08,11.725733478524106,0.6871868035417648,1.1530881959144277,0.9890849255854381
1.09,11.824475189923799,0.6848138170510749,1.154607470322994,0.9889829918344749
1.1,11.923206631587945,0.6824491801262986,1.1561284718720695,0.9888810456086777
1.11,12.021927808308849,0.6800928621403325,1.1576511958969025,0.9887790869929188
1.12,12.120638724858429,0.6777448325779705,1.1591756377004332,0.9886771160717743
1.1300000000000001,12.219339385988393,0.6754050610350842,1.1607017925531837,0.9885751329295268
1.1400000000000001,12.318029796430446,0.6730735172178025,1.1622296556931464,0.9884731376501668
1.1500000000000001,12.41670996089647,0.6707501709416908,1.1637592223256727,0.9883711303173953
1.16,12.515379884078722,0.6684349921309314,1.1652904876233625,0.9882691110146253
1.17,12.614039570650027,0.666127950817503,1.1668234467259535,0.9881670798249843
1.18,12.712689025263964,0.6638290171403602,1.168358094740209,0.9880650368313157
1.19,12.811328252555061,0.661538161344614,1.1698944267398081,0.9879629821161812
1.2,12.90995725713138,0.6592553538128385,1.1714324377688698,0.987860915761785
1.21,13.008576043435642,0.656980565651348,1.1729721229082757,0.9877588378485601
1.22,13.107184615953717,0.6547137678099967,1.174513477176051,0.987656748457291
1.23,13.205782979200666,0.652454931141077,1.1760564955340123,0.9875546476689719
1.24,13.304371137669825,0.6502040266142817,1.1776011729120726,0.9874525355642881
1.25,13.402949095832875,0.6479610253163824,1.1791475042081874,0.9873504122236172
1.26,13.501516858139924,0.6457258984509096,1.1806954842882995,0.9872482777270288
1.27,13.60007442901957,0.643498617337831,1.1822451079862857,0.9871461321542867
1.28,13.69862181287898,0.6412791534132313,1.1837963701039012,0.9870439755848487
1.29,13.797159014103967,0.639067478228991,1.1853492654107258,0.9869418080978677
1.3,13.895686037059054,0.6368635634524659,1.1869037886441092,0.9868396297721925
1.31,13.994202886087557,0.6346673808661658,1.188459934509116,0.9867374406863686
1.32,14.092709565511656,0.6324789023674344,1.1900176976784724,0.986635240918639
1.33,14.191206079632465,0.6302980999681278,1.1915770727925106,0.9865330305469449
1.34,14.28969243273011,0.6281249457942941,1.1931380544591144,0.9864308096489264
1.35,14.3881686290638,0.6259594120858523,1.1947006372536657,0.9863285783019238
1.36,14.4866346728719,0.6238014711962718,1.1962648157189892,0.9862263365829776
1.37,14.58509056837201,0.6216510955922513,1.1978305843652977,0.98612408456883
1.3800000000000001,14.683536319761028,0.619508257853398,1.1993979376701382,0.9860218223359255
1.3900000000000001,14.781971931219953,0.6173729306504596,1.2009668700762655,0.9859195499604636
1.4000000000000001,14.880397406983036,0.6152450864305614,1.2025373759612104,0.9858172675191718
1.41,14.978812751229599,0.6131246979095788,1.2041094496848221,0.9857149750880971
1.42,15.077217968097038,0.6110117380130056,1.2056830855835334,0.9856126727427521
1.43,15.17561306170422,0.6089061797694036,1.2072582779600418,0.9855103605583756
1.44,15.273998036151635,0.606807996309814,1.2088350210832313,0.9854080386099339
1.45,15.372372895521517,0.6047171608671683,1.2104133091880902,0.9853057069721229
1.46,15.47073764387798,0.6026336467757003,1.2119931364756322,0.9852033657193692
1.47,15.569092285267152,0.6005574274703568,1.213574497112815,0.9851010149258311
1.48,15.667436823717305,0.5984884764862097,1.2151573852324606,0.984998654665401
1.49,15.765771263238989,0.5964267674578668,1.2167417949331745,0.984896285011706
1.5,15.864095607825163,0.5943722741188836,1.2183277202792657,0.9847939060381097
1.51,15.962409861451333,0.5923249703011743,1.2199151553006662,0.9846915178177137
1.52,16.06071402807567,0.5902848299344234,1.2215040939928503,0.984589120423359
1.53,16.15900811163916,0.5882518270454973,1.2230945303167553,0.9844867139276271
1.54,16.25729211606573,0.586225935757855,1.2246864581986996,0.9843842984028423
1.55,16.355566045262375,0.5842071302909604,1.2262798715303034,0.9842818739210719
1.56,16.453829903119292,0.5821953849596927,1.2278747641684085,0.9841794405541291
1.57,16.55208369351002,0.5801906741737587,1.229471129934997,0.9840769983735731
1.58,16.6503274202878,0.5781929724536075,1.2310689626192128,0.9839745474506715
1.59,16.748561087240635,0.5762022546270131,1.232668256002378,0.983872087855923
1.6,16.846784698165212,0.5742184955056625,1.234269003816822,0.9837696196598422
1.61,16.94499825685491,0.5722416699375861,1.2358711997525476,0.9836671429328321
1.62,17.043201767085918,0.570271752867904,1.2374748374649602,0.9835646577450368
1.6300000000000001,17.14139523261733,0.5683087193384067,1.2390799105748078,0.9834621641663425
1.6400000000000001,17.239578657191238,0.5663525444871353,1.2406864126681225,0.9833596622663789
1.6500000000000001,17.33775204453282,0.5644032035479624,1.2422943372961615,0.9832571521145201
1.6600000000000001,17.435915398350442,0.5624606718501719,1.243903677975348,0.9831546337798853
1.67,17.53406872233575,0.5605249248180401,1.2455144281872137,0.9830521073313402
1.68,17.632212020163767,0.5585959379704157,1.2471265813783379,0.9829495728374977
1.69,17.73034529549297,0.556673686920301,1.2487401309602906,0.9828470303667197
1.7,17.82846855196541,0.5547581473744309,1.250355070309572,0.982744479987117
1.71,17.926581793206783,0.5528492951328552,1.2519713927675555,0.9826419217665514
1.72,18.024685022826535,0.5509471060885176,1.2535890916404269,0.9825393557726358
1.73,18.122778244417958,0.5490515562268371,1.255208160199127,0.9824367820727362
1.74,18.220861461558275,0.547162621625288,1.2568285916792923,0.9823342007339718
1.75,18.31893467780874,0.54528027845298,1.2584503792811959,0.9822316118232168
1.76,18.41699789671473,0.5434045029702399,1.260073516169689,0.9821290154071011
1.77,18.515051121805374,0.5415352715297149,1.2616979954751615,0.9820264115520076
1.78,18.613094356589045,0.5396725605909648,1.263323810303521,0.98192380032404
1.79,18.711127604561327,0.537816346694369,1.2649509537189652,0.9818211817890815
1.8,18.80915086920349,0.5359666064659405,1.2665794187474244,0.9817185560127835
1.81,18.907164153981274,0.5341233166212134,1.2682091983793808,0.9816159230605579
1.82,19.005167462344982,0.5322864539648352,1.2698402855698194,0.9815132829975773
1.83,19.10316079772957,0.530455995390161,1.2714726732381774,0.9814106358887766
1.84,19.20114416355472,0.5286319178788469,1.273106354268294,0.9813079817988534
1.85,19.29911756322495,0.5268141985004438,1.2747413215083612,0.9812053207922692
1.86,19.3970810001297,0.5250028144119899,1.2763775677708717,0.981102652933251
1.87,19.49503447764341,0.5231977428576057,1.2780150858325714,0.9809999782857916
1.8800000000000001,19.59297799912563,0.5213989611680862,1.279653868434407,0.9808972969136507
1.8900000000000001,19.690911567921084,0.5196064467604947,1.2812939082814772,0.9807946088803562
1.9000000000000001,19.788835187359783,0.5178201771377572,1.2829351980429824,0.9806919142492051
1.9100000000000001,19.886748860757102,0.5160401298882545,1.2845777303521742,0.9805892130832643
1.92,19.984652591413873,0.5142662826854169,1.2862214978063051,0.9804865054453719
1.93,20.082546382616485,0.5124986132873169,1.2878664929665795,0.980383791398138
1.94,20.180430237636948,0.5107370995362631,1.2895127083581024,0.9802810710039458
1.95,20.27830415973301,0.5089817193583938,1.2911601364698297,0.9801783443249527
1.96,20.376168152147088,0.5072324507674386,1.2928087697562936,0.9800756114230812
1.97,20.474022218096938,0.5054892718984473,1.2944586006520868,0.9799728723599416
1.98,20.571866360792583,0.5037521609463718,1.2961096215458348,0.9798701271969735
1.99,20.669700583432363,0.502021096180258,1.2977618247863583,0.9797673759954139
2.0,20.767524889200537,0.5002960559518809,1.299415202686476,0.9796646188162762
2.0100000000000002,20.865339281267364,0.4985770186953682,1.3010697475229673,0.9795618557203521
2.02,20.963143762789183,0.49686396292682433,1.3027254515365332,0.9794590867682121
2.0300000000000002,21.060938336908503,0.49515686724395386,1.304382306931761,0.9793563120202062
2.04,21.158723006754073,0.4934557103256856,1.3060403058770862,0.9792535315364655
2.05,21.25649777544097,0.49176047093179587,1.3076994405047548,0.9791507453769024
2.06,21.354262646070687,0.49007112790253243,1.3093597029107873,0.9790479536012121
2.07,21.452017621731187,0.48838766015823853,1.3110210851549402,0.9789451562688732
2.08,21.549762705497027,0.48671004669897583,1.3126835792606697,0.9788423534391489
2.09,21.6474979004294,0.48503826660414906,1.3143471772150939,0.9787395451710877
2.1,21.745223209576245,0.48337229903212875,1.3160118709689552,0.9786367315235245
2.11,21.84293863597231,0.48171212321987605,1.317677652436584,0.9785339125550814
2.12,21.940644182639243,0.48005771848256534,1.3193445134958617,0.9784310883241686
2.13,22.038339852585665,0.4784090642132088,1.321012445988181,0.9783282588889857
2.14,22.136025648807266,0.47676613988227956,1.3226814417184118,0.9782254243075222
2.15,22.233701574263826,0.47512892513478355,1.3243514925022557,0.978122584637324
2.16,22.331367631964856,0.4734973994281626,1.3260225899902869,0.9780197399363656
2.17,22.429023824833518,0.47187154260755465,1.3276947259478746,0.977916890261664
2.18,22.52667015581204,0.4702513344601794,1.3293678920386063,0.977814035670353
2.19,22.62430662782983,0.468636754850021,1.3310420798899338,0.977711176219358
2.2,22.721933243803566,0.4670277837174559,1.3327172810931407,0.9776083119653972
2.21,22.81955000663726,0.46542440107888366,1.3343934872033063,0.977505442964983
2.22,22.917156919222382,0.46382658702635815,1.3360706897392733,0.9774025692744219
2.23,23.014753984437874,0.46223432172722156,1.3377488801836153,0.9772996909498164
2.24,23.112341205150294,0.46064758542373885,1.3394280499826046,0.9771968080470652
2.25,23.20991858421384,0.4590663584327352,1.3411081905461815,0.9770939206218648
2.2600000000000002,23.30748612447047,0.45749062114523353,1.3427892932479246,0.9769910287297097
2.27,23.405043828749942,0.4559203540260952,1.3444713494250207,0.9768881324258936
2.2800000000000002,23.502591699869942,0.4543555376136611,1.3461543503782363,0.9767852317655104
2.29,23.600129740636095,0.4527961525193954,1.3478382873718908,0.976682326803455
2.3000000000000003,23.697657953842103,0.45124217942753003,1.3495231516338284,0.9765794175944242
2.31,23.79517634226978,0.44969359909471146,1.351208934355393,0.9764765041929176
2.32,23.892684908689144,0.44815039234964876,1.3528956266914016,0.9763735866532383
2.33,23.990183655858505,0.4466125400927635,1.3545832197601213,0.9762706650294938
2.34,24.08767258652237,0.4450800233041435,1.3562717046489543,0.9761677393755777
2.35,24.185151703399786,0.4435528230890898,1.3579610724459859,0.9760648097450612
2.36,24.28262100920879,0.4420309205826593,1.359651314174536,0.9759618761914195
2.37,24.380080506658647,0.4405142969799114,1.3613424208141827,0.9758589387679606
2.38,24.47753019844709,0.43900293354659536,1.363034383308325,0.9757559975277992
2.39,24.574970087260393,0.4374968116188335,1.3647271925641815,0.9756530525238581
2.4,24.672400175773415,0.43599591260280735,1.3664208394527881,0.975550103808869
2.41,24.769820466649705,0.43450021797444416,1.3681153148089957,0.9754471514353729
2.42,24.86723096254152,0.4330097092791077,1.3698106094314704,0.9753441954557212
2.43,24.964631666089932,0.4315243681312886,1.3715067140826946,0.9752412359220762
2.44,25.062022579924868,0.43004417621429886,1.373203619488969,0.9751382728864126
2.45,25.159403706665184,0.42856911527996644,1.3749013163404145,0.9750353064005173
2.46,25.256775048918723,0.4270991671483337,1.3765997952909772,0.9749323365159903
2.47,25.35413660928238,0.4256343137073559,1.3782990469584335,0.9748293632842462
2.48,25.451488390342167,0.42417453691260365,1.3799990619243951,0.9747263867565145
2.49,25.548830394673274,0.4227198187869656,1.3816998307343167,0.9746234069838399
2.5,25.646162624840123,0.42127014142035446,1.3834013438975041,0.9745204240170838
2.5100000000000002,25.743485083396447,0.4198254869694141,1.3851035918871237,0.9744174379069247
2.52,25.840797772885328,0.4183858376572292,1.3868065651402117,0.9743144487038589
2.5300000000000002,25.938100695839285,0.4169511757730366,1.3885102540576864,0.9742114564582011
2.54,26.035393854780292,0.4155214836719388,1.3902146490043594,0.9741084612200853
2.5500000000000003,26.132677252219892,0.4140967437746194,1.3919197403089503,0.974005463039466
2.56,26.2299508906592,0.4126769385670605,1.3936255182640997,0.9739024619661176
2.57,26.327214772589006,0.41126205060026205,1.3953319731263856,0.9737994580496367
2.58,26.424468900489813,0.40985206248996325,1.397039095116339,0.9736964513394415
2.59,26.52171327683188,0.4084469569163662,1.3987468744184617,0.9735934418847731
2.6,26.618947904075313,0.4070467166238609,1.400455301181245,0.9734904297346965
2.61,26.71617278467009,0.40565132442075297,1.4021643655171896,0.9733874149381004
2.62,26.81338792105614,0.4042607631789929,1.403874057502825,0.9732843975436988
2.63,26.91059331566338,0.40287501583390745,1.4055843671787323,0.9731813776000308
2.64,27.007788970911786,0.40149406538393273,1.4072952845495663,0.9730783551554623
2.65,27.104974889211427,0.4001178948903502,1.4090067995840794,0.9729753302581857
2.66,27.20215107296227,0.39874648747817887,1.410718902216317,0.9728723029562184
2.67,27.29931752453739,0.39737982640433045,1.4124315824149527,0.9727692732972396
2.68,27.396474246304685,0.39601789496930845,1.4141448300941237,0.9726662413288015
2.69,27.493621240631406,0.3946606764985686,1.415858635094833,0.9725632070983741
2.7,27.590758509874945,0.3933081543800891,1.417572987223299,0.9724601706532552
2.71,27.687886056382855,0.3919603120641514,1.419287876251019,0.9723571320405711
2.72,27.785003882492926,0.39061713306312273,1.4210032919148352,0.9722540913072769
2.73,27.88211199053319,0.3892786009512424,1.4227192239169995,0.9721510485001574
2.74,27.979210382822,0.3879446993644087,1.4244356619252434,0.9720480036658276
2.75,28.076299061668035,0.38661541199997024,1.4261525955728471,0.9719449568507327
2.7600000000000002,28.17337802937037,0.38529072261651826,1.4278700144587106,0.9718419081011493
2.77,28.270447288218495,0.38397061503368246,1.4295879081474268,0.971738857463186
2.7800000000000002,28.36750684049237,0.38265507313192854,1.4313062661693556,0.9716358049827829
2.79,28.464556688462455,0.3813440808523589,1.4330250780207003,0.9715327507057133
2.8000000000000003,28.561596834389746,0.38003762219651516,1.434744333163584,0.9714296946775836
2.81,28.658627280525813,0.3787356812261839,1.4364640210261301,0.9713266369438337
2.82,28.75564802911285,0.3774382420632042,1.4381841310025414,0.9712235775497381
2.83,28.8526590823837,0.376145288889278,1.4399046524531829,0.9711205165404057
2.84,28.94966044256188,0.3748568059457831,1.441625574704665,0.9710174539607805
2.85,29.046652111861633,0.37357277753358814,1.4433468870499293,0.9709143898556426
2.86,29.143634092487964,0.37229318801287076,1.4450685787483344,0.9708113242696079
2.87,29.240606386636664,0.37101802180293747,1.446790639025745,0.970708257247129
2.88,29.337568996494337,0.3697472633820467,1.4485130570746205,0.9706051888324952
2.89,29.434521924238453,0.3684808972872339,1.4502358220541078,0.970502119069834
2.9,29.53146517203736,0.36721890811413926,1.4519589230901326,0.9703990480031104
2.91,29.628398742050337,0.36596128051683785,1.4536823492754951,0.9702959756761277
2.92,29.72532263642759,0.3647079992076726,1.455406089669965,0.9701929021325285
2.93,29.822236857310337,0.36345904895708914,1.457130133300379,0.9700898274157943
2.94,29.919141406830768,0.3622144145934737,1.4588544691607406,0.9699867515692463
2.95,30.01603628711214,0.36097408100299294,1.46057908621232,0.969883674636046
2.96,30.11292150026876,0.3597380331294371,1.462303973383756,0.9697805966591954
2.97,30.20979704840604,0.3585062559740645,1.4640291195711599,0.9696775176815371
2.98,30.306662933620498,0.3572787345954499,1.4657545136382208,0.9695744377457556
2.99,30.403519158017705,0.35605545403435435,1.4674801444034982,0.9694713568945564
3.0,30.5003657237132,0.3548363993095844,1.469206000639846,0.9693682751706773
3.0100000000000002,30.597202632784732,0.35362155561857694,1.4709320711088305,0.9692651926164056
3.02,30.69402988730099,0.35241090821653326,1.4726583445402075,0.9691621092738698
3.0300000000000002,30.790847489322395,0.351204442413318,1.4743848096315304,0.9690590251850459
3.04,30.887655440901106,0.3500021435732571,1.4761114550482524,0.9689559403917583
3.0500000000000003,30.984453744081073,0.34880399711493626,1.4778382694238317,0.9688528549356801
3.06,31.081242400898063,0.3476099885110021,1.479565241359838,0.9687497688583343
3.0700000000000003,31.17802141337972,0.3464201032879637,1.481292359426059,0.9686466822010935
3.08,31.27479078354557,0.3452343270259966,1.4830196121606098,0.9685435950051808
3.09,31.371550513407087,0.34405264535874763,1.4847469880700428,0.9684405073116703
3.1,31.468300604967727,0.3428750439731417,1.4864744756294592,0.9683374191614874
3.11,31.56504106022294,0.34170150860919013,1.4882020632826225,0.9682343305954095
3.12,31.661771881160238,0.34053202505979996,1.4899297394420716,0.9681312416540664
3.13,31.758493069759204,0.33936657917058577,1.4916574924892378,0.968028152377941
3.14,31.855204627991554,0.3382051568396819,1.493385310774561,0.9679250628073692
3.15,31.951906557821147,0.33704774401755716,1.495113182617608,0.9678219729825412
3.16,32.04859886120403,0.3358943267068303,1.4968410963071936,0.9677188829435014
3.17,32.145281540088476,0.3347448909620877,1.4985690401014997,0.9676157927301486
3.18,32.24195459641502,0.3335994228897022,1.5002970022281998,0.9675127023822377
3.19,32.33861803211647,0.33245790864765323,1.5020249708845816,0.9674096119393787
3.2,32.43527184911799,0.33132033444534914,1.5037529342376732,0.9673065214410381
3.21,32.531916049337056,0.3301866865434505,1.505480880424369,0.9672034309265389
3.22,32.62855063468357,0.32905695125369494,1.5072087975515582,0.9671003404350615
3.23,32.72517560705984,0.32793111493872407,1.5089366736962544,0.9669972500056438
3.24,32.821790968360624,0.3268091640119111,1.5106644969057264,0.9668941596771815
3.25,32.91839672047317,0.3256910849371909,1.5123922551976292,0.966791069488429
3.2600000000000002,33.014992865277236,0.32457686422889065,1.5141199365601397,0.9666879794779996
3.27,33.11157940464513,0.32346648845156284,1.5158475289520894,0.9665848896843657
3.2800000000000002,33.20815634044173,0.3223599442198192,1.5175750203031029,0.9664818001458599
3.29,33.304723674524524,0.3212572181981667,1.5193023985137333,0.9663787109006747
3.3000000000000003,33.40128140874365,0.32015829710084437,1.5210296514556032,0.9662756219868635
3.31,33.49782954494571,0.319063167676951,1.5227567669710564,0.9661725334423753
3.3200000000000003,33.59436808498892,0.3179718166524885,1.5244837328713856,0.9660694453051925
3.33,33.690897030708456,0.3168842308631837,1.5262105369413808,0.9659663576130161
3.34,33.78741638392935,0.315800397204981,1.5279371669378399,0.9658632704033833
3.35,33.88392614646964,0.31472030262179124,1.5296636105893129,0.9657601837136958
3.36,33.98042632014045,0.31364393410530517,1.5313898555962482,0.9656570975812214
3.37,34.07691690674603,0.31257127869480716,1.5331158896311414,0.9655540120430933
3.38,34.17339790808371,0.3115023234769914,1.534841700338682,0.9654509271363118
3.39,34.26986932594404,0.31043705558577767,1.5365672753359059,0.9653478428977434
3.4,34.36633116211077,0.30937546220212925,1.538292602212346,0.9652447593641226
3.41,34.46278341836088,0.3083175305538711,1.540017668530185,0.9651416765720514
3.42,34.559226096464634,0.30726324791550985,1.5417424618244102,0.9650385945580003
3.43,34.65565919818561,0.3062126016080538,1.5434669696029701,0.9649355133583086
3.44,34.75208272528074,0.3051655789988353,1.5451911793469295,0.964832433009185
3.45,34.84849667950031,0.3041221675013326,1.5469150785106296,0.9647293535467074
3.46,34.94490106258804,0.30308235457499433,1.5486386545218476,0.9646262750068245
3.47,35.04129587628109,0.3020461277250637,1.5503618947819573,0.9645231974253554
3.48,35.13768112231009,0.30101347450240457,1.552084786666092,0.96442012083799
3.49,35.23405680239921,0.29998438250332815,1.5538073175233085,0.9643170452802902
3.5,35.33042291826613,0.298958839369421,1.5555294746767523,0.9642139707876896
3.5100000000000002,35.42677947162212,0.29793683278737393,1.5572512454238239,0.9641108973954943
3.52,35.523126464172066,0.2969183504888117,1.5589726170363476,0.9640078251388831
3.5300000000000002,35.61946389761448,0.2959033802501244,1.5606935767607402,0.9639047540529084
3.54,35.715791773641556,0.2948919098922993,1.5624141118181811,0.9638016841724962
3.5500000000000003,35.81211009393918,0.29388392728075363,1.5641342094047865,0.9636986155324466
