t,Xi,Yi
1.32,7.473579847482089,-0.33912395700730924
1.33,7.47374891399514,-0.2643872770498259
1.34,7.47387584294741,-0.18964911712205013
1.35,7.4739608093273215,-0.11490989774124383
1.36,7.474003987270215,-0.04017003768426841
1.37,7.474005550062723,0.034570046003603694
1.3800000000000001,7.473965670147185,0.10930993799993682
1.3900000000000001,7.4738845191260594,0.1840492246964393
1.4000000000000001,7.473762267766378,0.2587874941903296
1.41,7.473599086004206,0.33352433627576084
1.42,7.47339514294913,0.4082593424353125
1.43,7.4731506068887645,0.4829921058315252
1.44,7.472865645293283,0.5577222212985112
1.45,7.472540424819764,0.6324492853340886
1.46,7.472175111229629,0.707172896297902
1.47,7.4717698694712045,0.7818926542185103
1.48,7.471324863751298,0.8566081606265952
1.49,7.4708402574779775,0.9313190186933833
1.5,7.470316213264978,1.0060248332231907
1.51,7.469752892936116,1.0807252106460479
1.52,7.469150457529727,1.1554197590103925
1.53,7.468509067303115,1.2301080879758426
1.54,7.467828881737013,1.3047898088060383
1.55,7.467110059540059,1.3794645343615626
1.56,7.466352758653292,1.454131879092932
1.57,7.465557136254656,1.5287914590336655
1.58,7.464723348763521,1.6034428917934247
1.59,7.463851551845221,1.678085796551229
1.6,7.462941900415598,1.752719794048746
1.61,7.461994548645575,1.827344506583655
1.62,7.461009649965729,1.9019595580030848
1.6300000000000001,7.459987357070886,1.9765645736971267
1.6400000000000001,7.458927821861774,2.0511591805067235
1.6500000000000001,7.45783119520301,2.1257430063815965
1.6600000000000001,7.456697627457063,2.2003156810945255
1.67,7.455527268302292,2.274876835981126
1.68,7.454320266691835,2.3494261038714246
1.69,7.453076770857563,2.423963119082824
1.7,7.451796928314033,2.4984875174131207
1.71,7.450480885862429,2.5729989361335734
1.72,7.449128789594513,2.6474970139820186
1.73,7.447740784896554,2.7219813911560355
1.74,7.446317016453271,2.7964517093061625
1.75,7.4448576282517624,2.8709076115291614
1.76,7.4433627635854345,2.9453487423613307
1.77,7.441832565057925,3.019774747771871
1.78,7.440267174587024,3.0941852751562977
1.79,7.4386667334085965,3.168579973329903
1.8,7.437031382080487,3.2429584925212698
1.81,7.435361260486439,3.317320484365832
1.82,7.433656507839978,3.391665601899466
1.83,7.431917262582797,3.465993499422625
1.84,7.430143662467837,3.5403038325912464
1.85,7.4283358446707215,3.6145962585425124
1.86,7.42649394570697,3.688870435782264
1.87,7.4246181014355646,3.7631260241784634
1.8800000000000001,7.422708447062506,3.837362684954702
1.8900000000000001,7.420765117144359,3.91158008068374
1.9000000000000001,7.418788245591782,3.985777875281094
1.9100000000000001,7.416777965673047,4.059955733998656
1.92,7.414734410017555,4.134113323418359
1.93,7.412657710619324,4.20825031144588
1.94,7.410547998840478,4.282366367304376
1.95,7.4084054054147215,4.35646116152827
1.96,7.4062300604508,4.4305343659570715
1.97,7.40402209343595,4.504585653729235
1.98,7.401781633239338,4.578614699276058
1.99,7.399508808115486,4.652621178315627
2.0,7.397203745707684,4.72660476784679
2.0100000000000002,7.394866573043661,4.800565146135268
2.02,7.3924974165012936,4.874501992669211
2.0300000000000002,7.390096401887559,4.948414988230532
2.04,7.387663654417615,5.022303814864201
2.05,7.385199298710476,5.0961681558646
2.06,7.382703458792248,5.1700076957696135
2.07,7.380176258099357,5.243822120354773
2.08,7.37761781948176,5.3176111166274564
2.09,7.375028265206141,5.391374372821089
2.1,7.372407716959095,5.465111578389418
2.11,7.369756295850294,5.53882242400079
2.12,7.3670741224156435,5.612506601532498
2.13,7.36436131662042,5.686163804065133
2.14,7.361617997862396,5.759793725877007
2.15,7.358844284974954,5.8333960624385695
2.16,7.356040296230177,5.906970510406917
2.17,7.353206149341938,5.9805167676202755
2.18,7.350341961468962,6.054034533092585
2.19,7.347447849217879,6.127523507008055
2.2,7.344523928635027,6.200983390682778
2.21,7.341570315215985,6.274413886578515
2.22,7.338587123923438,6.3478146983410735
2.23,7.335574469179427,6.421185530763423
2.24,7.332532464868278,6.494526089780358
2.25,7.3294612243395365,6.567836082463175
2.2600000000000002,7.326360860410881,6.641115217014425
2.27,7.32323148537102,6.7143632027626605
2.2800000000000002,7.320073210982574,6.787579750157261
2.29,7.316886148484952,6.860764570763237
2.3000000000000003,7.313670408597191,6.933917377256134
2.31,7.310426101520808,7.007037883416903
2.32,7.307153336942611,7.080125804126862
2.33,7.303852224037513,7.153180855362659
2.34,7.300522871471319,7.226202754191269
2.35,7.297165387403507,7.299191218765055
2.36,7.2937798794899855,7.372145968316816
2.37,7.2903664548858425,7.445066723154921
2.38,7.286925220247872,7.517953204651109
2.39,7.283456281736071,7.590805135191525
2.4,7.279959745018642,7.663622238255208
2.41,7.276435715274011,7.736404238385443
2.42,7.272884297193226,7.809150861175092
2.43,7.269305594982611,7.881861833261806
2.44,7.2656997123663976,7.954536882323236
2.45,7.262066752589347,8.02717573707231
2.46,7.258406818419356,8.09977812725251
2.47,7.254720012150043,8.172343783633195
2.48,7.251006435603324,8.244872438004956
2.49,7.2472661901319775,8.317363823175004
2.5,7.243499376622176,8.38981767296257
2.5100000000000002,7.239706095496023,8.462233722194368
2.52,7.235886446714063,8.534611706700058
2.5300000000000002,7.2320405297777794,8.606951363307772
2.54,7.228168443732075,8.679252429839625
2.5500000000000003,7.224270287167742,8.75151464510732
2.56,7.220346158223907,8.823737748907723
2.57,7.216396154598928,8.895921481973225
2.58,7.212420373548889,8.968065585988427
2.59,7.208418911876136,9.040169803660094
2.6,7.204391865941269,9.112233878661476
2.61,7.200339331665575,9.184257555627745
2.62,7.196261404533395,9.256240580151738
2.63,7.19215817959449,9.328182698779667
2.64,7.188029751466379,9.400083659006924
2.65,7.183876214336667,9.471943209273851
2.66,7.179697661965359,9.543761098961603
2.67,7.17549418768716,9.615537078387979
2.68,7.171265884413754,9.68727089880334
2.69,7.167012844636075,9.758962312386505
2.7,7.162735160426558,9.830611072240728
2.71,7.158432923441377,9.902216932389651
2.72,7.154106224922669,9.973779647773334
2.73,7.1497551557007375,10.045298974244282
2.74,7.145379806196249,10.116774668563526
2.75,7.140980266422407,10.188206488396709
2.7600000000000002,7.136556625987116,10.259594192310228
2.77,7.132108974095131,10.330937539767376
2.7800000000000002,7.127637399550183,10.402236291124552
2.79,7.123141990757102,10.473490207627457
2.8000000000000003,7.118622835723914,10.544699051407356
2.81,7.114080022095622,10.615862585356751
2.82,7.109513637135541,10.686980573204577
2.83,7.104923767686228,10.758052779669105
2.84,7.100310500202723,10.8290789703355
2.85,7.0956739207546535,10.90005891165199
2.86,7.091014115028291,10.97099237092608
2.87,7.086331168328597,11.041879116320825
2.88,7.081625165581255,11.112718916851119
2.89,7.076896191334693,11.183511542380018
2.9,7.072144329762081,11.25425676361507
2.91,7.067369664663327,11.324954352104701
2.92,7.062572279467047,11.395604080234595
2.93,7.057752257232531,11.466205721224123
2.94,7.052909680651688,11.536759049122786
2.95,7.048044632050982,11.607263838806698
2.96,7.043157193393346,11.67771986597507
2.97,7.038247446280094,11.748126907146746
2.98,7.033315471952806,11.818484739656753
2.99,7.0283613512952074,11.888793141652881
3.0,7.023385164835035,11.959051892092273
3.0100000000000002,7.018386992745876,12.02926077073808
3.02,7.013366914849016,12.099419558156088
3.0300000000000002,7.008325010615243,12.169528035711426
3.04,7.00326135916668,12.239585985565226
3.0500000000000003,6.9981760393242105,12.309593190559053
3.06,6.993069129571621,12.37954943430428
3.0700000000000003,6.987940708012252,12.449454501289893
3.08,6.9827908524092495,12.51930817678454
3.09,6.9776196401873625,12.58911024683324
3.1,6.97242714843473,12.658860498254082
3.11,6.9672134539046535,12.728558718634929
3.12,6.961978633017361,12.7982046963302
3.13,6.956722761861754,12.867798220457614
3.14,6.951445916197141,12.937339080895006
3.15,6.946148171454961,13.006827068277131
3.16,6.9408296027404965,13.076261973992517
3.17,6.9354902848345645,13.145643590180319
3.18,6.930130292195203,13.214971709727212
3.19,6.924749698959347,13.284246126264296
3.2,6.919348578944476,13.353466634164043
3.21,6.91392700565027,13.422633028537225
3.22,6.908485052260233,13.491745105229928
3.23,6.903022791643323,13.560802660820524
3.24,6.897540296355548,13.629805492616715
3.25,6.892037638641567,13.698753398652567
3.2600000000000002,6.886514890436268,13.767646177685595
3.27,6.880972123366337,13.836483629193841
3.2800000000000002,6.875409408751948,13.90526555337272
3.29,6.869826817661904,13.973991751018566
3.3000000000000003,6.8642244208632475,14.042662023635826
3.31,6.858602288783532,14.111276173517396
3.3200000000000003,6.852960491551301,14.179834003659264
3.33,6.847299098997647,14.248335317757572
3.34,6.84161818065776,14.31677992020573
3.35,6.83591780577247,14.385167616091541
3.36,6.830198043289768,14.453498211194324
3.37,6.82445896186633,14.521771511982102
3.38,6.81870062986901,14.589987325608764
3.39,6.8129231153763445,14.658145459911278
3.4,6.807126486180026,14.726245723406906
3.41,6.801310809786375,14.794287925290458
3.42,6.795476153417797,14.862271875431535
3.43,6.789622584014233,14.93019738437183
3.44,6.783750168234591,14.998064263322416
3.45,6.77785897245817,15.06587232416108
3.46,6.771949062786077,15.133621379429654
3.47,6.766020505042619,15.201311242331386
3.48,6.760073364776704,15.268941726728311
3.49,6.75410770726321,15.33651264713867
3.5,6.748123597504355,15.404023818734313
3.5100000000000002,6.742121100231052,15.471475057338159
3.52,6.7361002799046545,15.538866179420879
3.5300000000000002,6.730061200773895,15.606197001994158
3.54,6.724003926815515,15.67346734272194
3.5500000000000003,6.717928521706534,15.740677019972445
3.56,6.711835048860791,15.8078258527496
3.5700000000000003,6.705723571430293,15.874913660690499
3.58,6.699594152306571,15.941940264062831
3.59,6.693446854122003,16.008905483762362
3.6,6.687281739251149,16.075809141310415
3.61,6.681098869812062,16.14265105885136
3.62,6.674898307667593,16.209431059150162
3.63,6.66868011442669,16.276148965589876
3.64,6.662444351445674,16.342804602169245
3.65,6.656191079829528,16.409397793500236
3.66,6.649920360433145,16.475928364805657
3.67,6.643632253862598,16.54239614191673
3.68,6.637326820476373,16.608800951270755
3.69,6.631004120386611,16.675142619908716
3.7,6.624664213460327,16.741420975472966
3.71,6.61830715932063,16.807635846204874
3.72,6.611933017347923,16.873787060942558
3.73,6.6055418466810965,16.939874449118552
3.74,6.599133706218716,17.00589784075757
3.75,6.592708654620194,17.071857066474223
3.7600000000000002,6.58626675030772,17.13775195746946
3.77,6.579808051521636,17.203582345432572
3.7800000000000002,6.573332616256524,17.269348062653894
3.79,6.566840502243628,17.335048942055636
3.8000000000000003,6.56033176698218,17.400684817136405
3.81,6.553806467740578,17.46625552196893
3.8200000000000003,6.547264661557556,17.531760891197813
3.83,6.540706405243347,17.597200760037296
3.84,6.534131755380831,17.662574964269037
3.85,6.5275407683266815,17.727883340239917
3.86,6.520933500212498,17.79312572485984
3.87,6.514310006945929,17.858301955599575
3.88,6.507670344211795,17.92341187048857
3.89,6.501014567473188,17.988455308112847
3.9,6.494342731972578,18.053432107612828
3.91,6.487654892732898,18.118342108681276
3.92,6.48095110455863,18.183185151561144
3.93,6.474231422036871,18.247961077043534
3.94,6.467495899538403,18.3126697264656
3.95,6.460744591218746,18.377310941708526
3.96,6.4539775510192,18.44188456519545
3.97,6.447194832667891,18.506390439889486
3.98,6.440396489680788,18.570828409291675
3.99,6.433582575362736,18.635198317439027
4.0,6.426753142768143,18.69950000897073
4.01,6.419908244929351,18.763733328741512
4.0200000000000005,6.413047934508145,18.82789812241101
4.03,6.406172263990738,18.89199423611357
4.04,6.399281285658382,18.95602151650774
4.05,6.392375051588411,19.019979810774213
4.0600000000000005,6.38545361365527,19.083868966613863
4.07,6.37851702353153,19.147688832245702
4.08,6.3715653326889,19.21143925640495
4.09,6.364598592399232,19.275120088341065
4.1,6.35761685373551,19.33873117781579
4.11,6.350620167572842,19.402272375101234
4.12,6.3436085845894326,19.46574353097792
4.13,6.336582155267551,19.529144496732943
4.14,6.329540929894493,19.592475124158035
4.15,6.322484958563535,19.655735265547715
4.16,6.315414291174879,19.718924773697402
4.17,6.308328977436581,19.78204350190161
4.18,6.301229066865488,19.84509130395209
4.19,6.29411460878815,19.908068034136008
4.2,6.286985652341743,19.970973547234152
4.21,6.27984224647496,20.033807698519148
4.22,6.272684439948914,20.096570343753665
4.23,6.265512281338028,20.15926133918868
4.24,6.25832581903351,20.221880541557425
4.25,6.251125101318421,20.28442780795218
4.26,6.24391017626076,20.346902995999052
4.2700000000000005,6.236681091712671,20.409305963858984
4.28,6.229437895344974,20.471636570170862
4.29,6.222180634648044,20.533894674049815
4.3,6.214909356932692,20.59608013508544
4.3100000000000005,6.207624109331032,20.658192813340087
4.32,6.200324938797354,20.72023256934711
4.33,6.193011892108972,20.782199264109206
4.34,6.185685015867085,20.844092759096682
4.3500000000000005,6.178344356497619,20.905912916245793
4.36,6.17098996025207,20.96765959795703
4.37,6.163621873208334,21.029332667093502
4.38,6.156240141271535,21.090931986979246
4.39,6.148844810174852,21.1524574213976
4.4,6.141435925480329,21.213908834589567
4.41,6.134013532579689,21.275286091252173
4.42,6.1265776766951365,21.336589056536887
4.43,6.119128402880156,21.397817596047997
4.44,6.111665756020305,21.45897157584102
4.45,6.1041897808340035,21.520050862421105
4.46,6.096700521873311,21.581055322741488
4.47,6.089198023524707,21.641984824201906
4.48,6.081682330009861,21.70283923464705
4.49,6.074153485386395,21.763618422365013
4.5,6.066611533548646,21.82432225608576
4.51,6.059056518228423,21.884950604979608
4.5200000000000005,6.051488482995748,21.945503338655694
4.53,6.0439074712596135,22.005980327160465
4.54,6.036313526268708,22.0663814409762
4.55,6.028706691112163,22.1267065510195
4.5600000000000005,6.021087008720269,22.186955528639814
4.57,6.013454521865213,22.24712824561795
4.58,6.005809273161789,22.307224574164643
4.59,5.9981513050681174,22.367244386919054
4.6000000000000005,5.990480659886352,22.427187556947377
4.61,5.982797379823138,22.487053957642086
4.62,5.975101507053104,22.546843462616273
4.63,5.967393083455598,22.60655594614061
4.64,5.959672150749274,22.666191282919566
4.65,5.951938750502468,22.725749348073897
4.66,5.94419292413398,22.785230017139067
4.67,5.936434712913829,22.844633166063748
4.68,5.928664157964027,22.903958671208258
4.69,5.920881300259339,22.963206409343044
4.7,5.913086180628045,23.02237625764713
4.71,5.905278839752696,23.08146809370663
4.72,5.897459318170876,23.140481795513193
4.73,5.889627656275953,23.199417241462502
4.74,5.881783894317836,23.258274310352746
4.75,5.873928072403723,23.317052881383137
4.76,5.866060230498857,23.375752834152372
4.7700000000000005,5.858180408427268,23.43437404865715
4.78,5.850288645872527,23.492916405290647
4.79,5.842384982378487,23.551379784841032
4.8,5.83446945735003,23.609764068489977
4.8100000000000005,5.826542110053811,23.66806913781115
4.82,5.818602979619003,23.726294874768715
4.83,5.810652105038032,23.784441161715865
4.84,5.802689525167321,23.842507881393317
4.8500000000000005,5.7947152787280345,23.90049491692783
4.86,5.78672940430681,23.958402151830715
4.87,5.778731940356499,24.01622946999636
4.88,5.7707229251969085,24.073976755700752
4.89,5.7627023970155316,24.13164389359998
4.9,5.75467039386829,24.189230768728777
4.91,5.746626953680266,24.246737266499014
4.92,5.738572114246442,24.304163272698254
4.93,5.730505913232435,24.361508673488256
4.94,5.72242838817523,24.418773355403516
4.95,5.714339576483919,24.47595720534975
4.96,5.706239515440438,24.533060110602484
4.97,5.698128242194986,24.590081958815137
4.98,5.690005793601886,24.647022638316212
4.99,5.681872206456404,24.703882037680195
5.0,5.673727517504068,24.760660045710587
5.01,5.66557176336461,24.817356551577486
5.0200000000000005,5.657404980532613,24.873971444816277
5.03,5.649227205378157,24.930504615326328
5.04,5.641038474147451,24.98695595336971
5.05,5.632838822963482,25.043325349569866
5.0600000000000005,5.624628287826643,25.09961269491037
5.07,5.616406904615381,25.155817880733572
5.08,5.608174709086824,25.211940798739363
5.09,5.599931736877417,25.267981340983873
5.1000000000000005,5.591678023503554,25.32393939987819
5.11,5.583413604362215,25.37981486818706
5.12,5.575138514731589,25.435607639027662
5.13,5.56685278977171,25.49131760586828
5.14,5.558556464525082,25.546944662527057
5.15,5.550249573917306,25.60248870317074
5.16,5.541932152757711,25.65794962231337
5.17,5.5336042357399755,25.713327314815064
5.18,5.525265857442757,25.768621675880727
5.19,5.516917052330311,25.823832601058793
5.2,5.508557854753123,25.87895998623997
5.21,5.5001882989485225,25.934003727655977
5.22,5.491808419041314,25.9889637218783
5.23,5.4834182490443935,26.04383986581693
5.24,5.475017822859376,26.098632056719108
5.25,5.466607174277213,26.153340192168073
5.26,5.458186336978813,26.207964170081823
5.2700000000000005,5.449755344535668,26.26250388871186
5.28,5.44131423041047,26.316959246641925
5.29,5.4328630279577315,26.371330142786785
5.3,5.424401770424411,26.425616476390967
5.3100000000000005,5.415930490950528,26.47981814702751
5.32,5.407449222569789,26.53393505459672
5.33,5.398957998210204,26.587967099324946
5.34,5.390456850622117,26.641914181876608
5.3500000000000005,5.381945812295857,26.695776203482453
5.36,5.37342491579437,26.749553065420148
5.37,5.364894193587536,26.803244669272605
5.38,5.356353678039938,26.856850916946765
5.39,5.347803401411385,26.910371710672543
5.4,5.339243395857414,26.963806953001765
5.41,5.330673693429811,27.017156546807072
5.42,5.322094326077108,27.070420395280898
5.43,5.3135053256450995,27.12359840193439
5.44,5.30490672387734,27.176690470596363
5.45,5.296298552415654,27.229696505412228
5.46,5.2876808428006274,27.282616410842984
5.47,5.279053626472118,27.33545009166415
5.48,5.270416934769741,27.38819745296473
5.49,5.261770798933375,27.440858400146166
5.5,5.25311525010365,27.493432838921336
5.51,5.244450319322441,27.5459206753135
5.5200000000000005,5.235776037533357,27.598321815655275
5.53,5.227092435582236,27.65063616658762
5.54,5.218399544217624,27.70286363505882
5.55,5.209697394091266,27.75500412832346
5.5600000000000005,5.2009860157585885,27.80705755394142
5.57,5.192265439679185,27.859023819776855
5.58,5.1835356962172945,27.9109028339972
5.59,5.17479681564228,27.962694505072164
5.6000000000000005,5.166048828129109,28.014398741772723
5.61,5.1572917637588365,28.066015453170117
5.62,5.148525652519067,28.117544548634868
5.63,5.139750524304441,28.168985937835785
5.64,5.1309664089171045,28.22033953073897
5.65,5.122173336067176,28.27160523760682
5.66,5.113371335373228,28.32278296899706
5.67,5.104560436362744,28.37387263576176
5.68,5.095740668472597,28.42487414904634
5.69,5.086912061049508,28.475787420288604
5.7,5.0780746433485335,28.526612361221442
5.71,5.069228444466141,28.57734888399647
5.72,5.060373493435741,28.627996901007265
5.73,5.051509819233711,28.678556324878066
5.74,5.042637450747654,28.729027068522406
5.75,5.033756416776816,28.779409045142216
5.76,5.024866746032509,28.829702168226923
5.7700000000000005,5.01596846713853,28.87990635155259
5.78,5.007061608631579,28.930021509181
5.79,4.998146198961673,28.980047555458803
5.8,4.989222266492559,29.02998440501664
5.8100000000000005,4.980289839502128,29.079831972768268
5.82,4.971348946182828,29.129590173909676
5.83,4.962399614642065,29.179258923918255
5.84,4.953441872902616,29.22883813855191
5.8500000000000005,4.944475748903033,29.278327733848222
5.86,4.9355012704980465,29.32772762612357
5.87,4.926518465458969,29.377037731972308
5.88,4.917527361474093,29.426257968265904
5.89,4.908527986149092,29.475388252152104
5.9,4.8995203670074154,29.524428501054086
5.91,4.890504531490693,29.57337863266961
5.92,4.881480506959116,29.622238564970218
5.93,4.872448320691842,29.671008216200377
5.94,4.86340799988738,29.71968750487666
5.95,4.854359571663983,29.768276349786916
5.96,4.845303063060038,29.81677466998946
5.97,4.836238501034449,29.865182384812243
5.98,4.827165912467029,29.91349941385206
5.99,4.81808532415888,29.961725676973685
6.0,4.808996762832779,30.009861094309134
6.01,4.799900255133559,30.057905586256805
6.0200000000000005,4.790795827628488,30.105859073480698
6.03,4.7816835068076555,30.1537214769096
6.04,4.772563319084344,30.201492717736297
6.05,4.763435290795406,30.249172717416794
6.0600000000000005,4.754299448201643,30.29676139766949
6.07,4.74515581747697,30.344258680491325
6.08,4.7360044246948885,30.391664488177973
6.09,4.726845295881968,30.438978743242902
6.1000000000000005,4.717678456991949,30.486201368456243
6.11,4.708503933903957,30.533332286847244
6.12,4.699321752422849,30.580371421703564
6.13,4.690131938279563,30.62731869657049
6.140000000000001,4.680934517131477,30.674174035250218
6.15,4.671729514562745,30.720937361801074
6.16,4.662516956084651,30.76760860053682
6.17,4.653296867135949,30.814187676025902
6.18,4.644069273083212,30.860674513090707
6.19,4.634834199221169,30.90706903680685
6.2,4.6255916707730504,30.95337117250242
6.21,4.616341712890924,30.9995808457573
6.22,4.607084350656036,31.04569798240242
6.23,4.597819609079145,31.091722508519034
6.24,4.588547513100862,31.137654350438012
6.25,4.5792680875919825,31.183493434739137
6.26,4.569981357353819,31.22923968825039
6.2700000000000005,4.560687347118533,31.274893038047242
6.28,4.551386081549471,31.32045341145194
6.29,4.542077585241486,31.365920736032823
6.3,4.532761882721274,31.41129493960362
6.3100000000000005,4.523438998447694,31.456575950222753
6.32,4.514108956812103,31.501763696192622
6.33,4.50477178213867,31.546858106058956
6.34,4.495427498684713,31.591859108610095
6.3500000000000005,4.48607613064101,31.636766632876313
6.36,4.47671770213213,31.681580608129124
6.37,4.467352237216748,31.726300963880632
6.38,4.457979759887968,31.770927629882813
6.390000000000001,4.448600294073639,31.81546053612687
6.4,4.439213863636681,31.859899612842543
6.41,4.429820492375388,31.904244790497444
6.42,4.420420204023755,31.948495999796386
6.43,4.4110130222511135,31.992653171681702
6.44,4.401598970637235,32.03671623736898
6.45,4.3921780727076785,32.0806851282958
6.46,4.382750351936959,32.12455977611696
6.47,4.3733158317365035,32.16834011272167
6.48,4.363874535454938,32.212026070232895
6.49,4.354426486378392,32.25561758100676
6.5,4.344971707730781,32.29911457763188
6.51,4.335510222674105,32.342516992928786
6.5200000000000005,4.326042054308743,32.38582475994925
6.53,4.316567225673736,32.4290378119757
6.54,4.307085759747083,32.47215608252055
6.55,4.297597679446024,32.51517950532567
6.5600000000000005,4.288103007627331,32.55810801436168
6.57,4.278601767087591,32.6009415438274
6.58,4.2690939805634915,32.64368002814921
6.59,4.259579670732105,32.68632340198047
6.6000000000000005,4.250058860211173,32.728871600200875
6.61,4.240531571559384,32.77132455791589
