t,R2C2,cAMP,GEFa,GAPa,RGTP,CYCLa,PDEa,MN,MCP,MC,MNP
0.15,0.4469594309946544,0.8679764659612437,0.36184186979496724,0.48150008828797,0.046925226846899405,0.1083953842538745,0.37192365911757086,0.43667856601149113,0.34006864487933103,0.12753395727866249,0.0957188318305154
0.16,0.4442401783756323,0.8617116917585504,0.3619636790839365,0.4806248639195214,0.04386307112289015,0.10832349660706174,0.36454540115982415,0.4432312039137004,0.33996579815219047,0.12444197262653976,0.09236102530756936
0.17,0.4415968119893251,0.8556899050930648,0.3620853665534746,0.4797870108996202,0.040861881281782586,0.10818519115304384,0.35729225996452124,0.44938109087551364,0.3395352157464438,0.12165713393398699,0.08942655944405549
0.18,0.4390259427847897,0.8499007665507397,0.3622069323669262,0.4789854893673313,0.03792352678081301,0.10798254922748972,0.350161548535603,0.45516385193178244,0.3388210577313693,0.11914622191511968,0.08686886842172856
0.19,0.43652438184444337,0.8443344122583492,0.3623283766872952,0.47821930500588605,0.03505050480004179,0.10771766401342693,0.34315072481744646,0.46061168880028075,0.3378627371195258,0.11687949136717446,0.08464608271301892
0.2,0.4340891261575204,0.8389814281290867,0.36244969967724605,0.47748750637471,0.03224608239096115,0.10739265732593013,0.3362573840216624,0.4657536839278694,0.33669537965927904,0.11483032974544159,0.08272060666740993
0.21,0.43171734572188597,0.8338328266375673,0.36257090149910487,0.4767891824486868,0.029514473972789147,0.10700969943868323,0.3294792515748345,0.47061607301079605,0.3353502386893784,0.11297495230058163,0.08105873599924386
0.22,0.4294063715986895,0.8288800257556469,0.36269198231486033,0.4761234603156895,0.026861068400472154,0.10657103321316477,0.32281417653711086,0.4752225016950569,0.33385507923664,0.11129212047361307,0.07963029859468991
0.23,0.42715368488140165,0.8241148301973791,0.3628129422861648,0.47548950302692705,0.024292726163762976,0.1060790044751032,0.3162601254735226,0.47959426129589905,0.3322345278814437,0.10976288696130737,0.07840832386134984
0.24,0.42495690662543306,0.8195294150629691,0.36293378157433526,0.4748865076062313,0.02181814066460316,0.105536098694339,0.30981517679665743,0.48375050505855494,0.3305103900714924,0.10837036565856115,0.07736873921139144
0.25,0.42281378847139756,0.8151163118228242,0.3630545003403546,0.4743137031833699,0.01944828575436723,0.10494498663870618,0.3034775154721402,0.4877084503313052,0.3287019410855706,0.10709952077696956,0.0764900878061546
0.26,0.42072220394287113,0.8108683970069128,0.3631750987448722,0.47377034924937284,0.017196934304993524,0.10430858158799823,0.29724542807848386,0.4914835648068037,0.3268261908490325,0.10593697524075393,0.07575326910340978
0.27,0.4186801404337302,0.8067788835989937,0.36329557694820547,0.47325573403630083,0.015081154345986086,0.10363010591202047,0.2911172982287707,0.4950897371731372,0.32489812236608306,0.10487083865160234,0.07514130180917734
0.28,0.41668569169172603,0.802841315383725,0.3634159351103405,0.4727691729967403,0.013121728851093358,0.10291317043539544,0.28509160227507235,0.4985394347341008,0.32293090878501873,0.1038905503695043,0.07463910611137616
0.29,0.4147370507707509,0.7990495646727506,0.36353617339093314,0.4723100073814808,0.01134284525023259,0.10216185355093664,0.2791669052871525,0.501843847820365,0.32093611009297507,0.10298673733281224,0.07423330475384776
0.3,0.4128325034646147,0.7953978326635969,0.3636562919493102,0.47187760291736186,0.009770738561874761,0.10138076338079796,0.2733418573120917,0.5050130211375568,0.31892384897410586,0.10215108686876093,0.07391204301957655
0.31,0.41097042209149487,0.7918806515811874,0.3637762909444703,0.4714713485693951,0.008430131682123695,0.10057504725180416,0.2676151898599736,0.5080559736517019,0.31690296981078886,0.10137623145206763,0.07366482508544177
0.32,0.40914925962450405,0.7884928864681933,0.36389617053508483,0.47109065538607364,0.007337998275516772,0.09975029054741744,0.26198571260945586,0.5109808072537592,0.31488118138793014,0.10065564515120448,0.0734823662071062
0.33,0.40736754415797033,0.7852297325958126,0.36401593087949907,0.47073495542336896,0.0064959354224446274,0.09891225611183015,0.25645231031549853,0.5137948050517847,0.31286518478147496,0.0999835506511666,0.07335645951557379
0.34,0.4056238737247496,0.7820867040305236,0.36413557213573305,0.470403700742642,0.005885199126568939,0.0980664738997017,0.25101393989989534,0.5165045200011332,0.3108607877863851,0.09935483590118428,0.07327985631129733
0.35000000000000003,0.4039169115041845,0.779059610594629,0.36425509446148274,0.4700963624771865,0.005468971458787091,0.09721779611980366,0.24566962770362655,0.5191158546321586,0.3088730071803593,0.09876497947856017,0.07324615870892172
0.36,0.40224538146453015,0.7761445247054549,0.3643744980141209,0.46981242996179784,0.0052016240858165814,0.09637009308020984,0.2404184668786042,0.5216341325883425,0.30690615997967313,0.09820998385918532,0.07324972357279884
0.37,0.40060806445757247,0.7733377438445601,0.3644937829506981,0.4695514099192278,0.00503934857223536,0.09552618405488512,0.23525961489442015,0.5240641626755975,0.30496394476951155,0.0976863158369899,0.07328557671790083
0.38,0.39900379474259917,0.7706357548433733,0.36461294942794364,0.46931282569739585,0.004946723957231412,0.09468796890036671,0.23019229113516465,0.5264102960970048,0.303049514110771,0.0971908533904334,0.07334933640179049
0.39,0.3974314568903316,0.7680352040449385,0.3647319976022666,0.46909621655180644,0.004898244530464341,0.09385664804574191,0.22521577456261285,0.528676477506133,0.3011655389315076,0.09672083835754114,0.07343714520481809
0.4,0.3958899830023715,0.7655328742256716,0.36485092762975674,0.46890113696836266,0.004876857323535417,0.09303293844037008,0.22032940142363971,0.5308662904754232,0.2993142657365011,0.09627383433147255,0.0735456094566029
0.41000000000000003,0.3943783501901906,0.7631256675219793,0.36496973966618557,0.46872715602265835,0.004871680100598682,0.09221724101206215,0.21553256298177853,0.5329829979340897,0.297497567392547,0.09584768923965258,0.07367174543371056
0.42,0.39289557826625215,0.7608105926781303,0.36508843386700723,0.4685738567725032,0.004875953594707407,0.09140975810919139,0.21082470325420968,0.5350295780877334,0.29571698817586817,0.09544050211776568,0.07381293161863266
0.43,0.3914407276140311,0.7585847553379549,0.36520701038735953,0.46844083568105066,0.004885540348141788,0.09061056997531793,0.20620531673659276,0.5370087562852185,0.2939737836961152,0.09505059363911023,0.07396686637955593
0.44,0.3900128972112218,0.756445350365281,0.3653254693820649,0.46832770206813834,0.004897925313580678,0.08981968271712881,0.20167394609914213,0.5389230332754134,0.2922689562723747,0.09467647998530611,0.07413153046690565
0.45,0.38861122278781046,0.7543896555063853,0.3654438110056311,0.46823407758796476,0.0049115832301179505,0.08903705786583833,0.19723017983693367,0.5407747102322602,0.2906032862483785,0.0943168497071366,0.07430515381222454
0.46,0.38723487510583565,0.7524150259799783,0.3655620354122526,0.46815959573147053,0.004925591188923886,0.0882626301778949,0.19287364985849698,0.542565910884767,0.2889773596763226,0.09397054326379178,0.0744861861751183
0.47000000000000003,0.3858830583414623,0.7505188896683879,0.36568014275581096,0.4681039013496015,0.004939388467448788,0.08749631867203927,0.18860402898283127,0.5442986011655114,0.287391592891002,0.09363653485951963,0.07467327108396674
0.48,0.3845550085752406,0.7486987428082064,0.36579813318987664,0.4680666502008485,0.0049526328239810815,0.08673803323383662,0.18442102836736388,0.5459746065342442,0.2858462541702129,0.0933139164364853,0.07486522285905736
0.49,0.38324999240622715,0.7469521461434778,0.36591600686770887,0.4680475085277539,0.004965121327165076,0.08598767827897444,0.1803243948621035,0.5475956268668113,0.2843414823489977,0.09300188392080574,0.07506100686338504
0.5,0.38196730529440387,0.7452767205556676,0.3660337639422606,0.4680461525327019,0.004976726778191578,0.08524515571584497,0.17631390783110934,0.5491632515139798,0.2828773053626716,0.09269972343689681,0.0752597196864516
0.51,0.3807062718363414,0.7436701468129606,0.36615140456616185,0.4680622685118631,0.004987374358057272,0.08451036610239962,0.17238937779563415,0.550678965778862,0.2814536498499381,0.09240680468920327,0.07546057968199646
0.52,0.37946624219476455,0.7421301574951602,0.3662689288917472,0.4680955516442231,0.004997020132712575,0.08378320957659961,0.16855064074661233,0.5521441700941454,0.28007036276302094,0.0921225642926662,0.07566290285016737
0.53,0.37824659217344325,0.740654536506923,0.36638633707104457,0.4681457060407912,0.005005639286374216,0.0830635864774138,0.16479755628522094,0.5535601845311277,0.2787272180353612,0.09184650118465447,0.07586609624885657
0.54,0.37704672194015887,0.7392411158003889,0.36650362925577784,0.46821244432239084,0.005013219428671491,0.0823513976677692,0.16113000385715362,0.5549282578701996,0.27742392765434076,0.09157816842891672,0.07606964604654284
0.55,0.37586605561653846,0.7378877739799308,0.36662080559736177,0.4682954874834583,0.005019757449450357,0.08164654472230316,0.15754787972169737,0.5562495729729706,0.2761601489062638,0.09131716804689399,0.07627311007387155
0.56,0.374704040623039,0.736592434364677,0.3667378662468975,0.4683945646659268,0.005025254596534623,0.08094893020149878,0.15405109296844863,0.5575252532228965,0.27493549282558843,0.09106314491489916,0.07647610903661582
0.5700000000000001,0.37356014451355507,0.7353530584154941,0.3668548113552051,0.46850941205396085,0.005029715166663963,0.08025845760568039,0.15063956047389265,0.5587563735810934,0.273749535062581,0.09081577788779586,0.0766783134685296
0.58,0.3724338568308683,0.734167648815271,0.3669716410727881,0.468639773522125,0.005033146778728854,0.07957503151198225,0.1473132041223018,0.5599439586218949,0.27260181653920873,0.09057478034762699,0.07687944449126918
0.59,0.37132468736910657,0.7330342457304655,0.3670883555498465,0.46878540001401053,0.0050355590062817965,0.07889855760762952,0.14407194559219066,0.5610889898006065,0.2714918513422302,0.09033989403971053,0.07707926481745256
0.6,0.3702321644967662,0.7319509233787795,0.3672049549362916,0.4689460489442501,0.005036962702371307,0.07822894267651924,0.1409157018643531,0.5621924112043937,0.27041913247165283,0.0901108844285301,0.07727757189542306
0.61,0.3691558347234841,0.7309157889204277,0.3673214393817415,0.4691214840312116,0.005037369883973816,0.07756609464172057,0.13784437930462257,0.5632551327168391,0.26938313613679016,0.08988753770477051,0.07747419344159989
0.62,0.3680952655273317,0.729926987716255,0.36743780903547707,0.4693114762793326,0.005036794028460775,0.0769099227218325,0.13485787324944468,0.5642780240229411,0.26838331806405524,0.08966966472342726,0.07766899318957607
0.63,0.3670500388781063,0.7289826910710276,0.3675540640465164,0.46951580165727935,0.0050352498472611635,0.0762603371779117,0.13195605510681374,0.5652619320922738,0.2674191283665624,0.0894570880204279,0.0778618515207356
0.64,0.3660197566268485,0.7280811063602359,0.3676702045635397,0.46973424299299676,0.005032753210909011,0.07561724960559917,0.1291387754370893,0.5662076688973336,0.266490002996398,0.08924965017567675,0.0780526779305914
0.65,0.36500403341158194,0.7272204641029673,0.3677862307349753,0.46996658742476766,0.005029319317952797,0.07498057270999979,0.1264058505144951,0.5671160301637488,0.2655953793331982,0.08904719984931792,0.07824139065373492
0.66,0.36400250082069596,0.726399025772644,0.3679021427089428,0.4702126278810188,0.005024964223779508,0.07435022044753074,0.12375706565992094,0.5679877843307833,0.264734687261655,0.08884960001605163,0.07842792839150993
0.67,0.3630148053408515,0.7256150804952913,0.36801794063326554,0.4704721623100481,0.005019704951519502,0.07372610799367697,0.12119216217810069,0.5688236780156041,0.26390735430078066,0.08865672386978042,0.07861224381383466
0.68,0.36204060801779536,0.7248669450438636,0.3681336246554734,0.4707449935301404,0.005013559799491691,0.0731081517124379,0.11871083496250948,0.5696244376147503,0.26311280740993676,0.08846845332627144,0.07879430164904128
0.6900000000000001,0.3610795842842156,0.7241529635483881,0.36824919492280295,0.47103092916499445,0.00500654833748896,0.07249626915875337,0.11631273090379475,0.5703907696975298,0.2623504733599545,0.08828467875407774,0.07897407818843788
0.7000000000000001,0.3601314229187491,0.723471507065868,0.3683646515821995,0.4713297812174851,0.0049986903194482925,0.07189037913411905,0.11399743787316784,0.5711233638142295,0.26161978152135035,0.08810529675268365,0.07915155791173634
0.71,0.3591958259070021,0.7228209735114645,0.3684799947803173,0.47164136601279916,0.004990005570201721,0.07129040169246499,0.11176448325924844,0.5718228928824596,0.2609201642541159,0.08793020984433611,0.07932673301908823
0.72,0.35827250827411605,0.7221997875167228,0.3685952246635196,0.47196550413080063,0.004980514440994642,0.07069625811717563,0.10961333245648489,0.5724900137044079,0.26025105746963983,0.08775932605881291,0.07949960276713919
0.73,0.3573611972214099,0.7216064017226674,0.3687103413778812,0.47230202004765537,0.00497023639867678,0.0701078709782734,0.10754338038642922,0.5731253678447357,0.2596119008090468,0.08759255860358356,0.07967017274263379
0.74,0.3564616313185075,0.7210392951761828,0.36882534506918896,0.47265074180988453,0.004959190689340705,0.06952516410936621,0.10555394296178776,0.5737295849407065,0.2590021415007793,0.08742982297896956,0.07983845057954445
0.75,0.3555735604506196,0.72049697439464,0.3689402358829424,0.47301150101467654,0.004947396998391751,0.06894806256573921,0.10364425814994786,0.574303281950589,0.25842123316031346,0.08727103780990579,0.08000444707919153
0.76,0.35469674659846406,0.7199779762178218,0.3690550139643529,0.4733841331323274,0.004934877018924516,0.06837649252545291,0.10181349750662742,0.5748470589533935,0.2578686305357574,0.08711612871045364,0.08016818180039531
0.77,0.353830961916507,0.7194808651150572,0.3691696794583468,0.47376847671772904,0.004921652877291016,0.06781038138306028,0.1000607438226773,0.5753615059204675,0.2573437970847029,0.08696502253254285,0.08032967446228659
0.78,0.3529759889529736,0.7190042354265969,0.3692842325095652,0.47416437351301605,0.004907748112787223,0.06724965768167443,0.0983850011219808,0.5758472011023336,0.2568462027768487,0.08681764882987777,0.08048894729093979
0.79,0.3521316202790588,0.7185467118868034,0.36939867326236514,0.47457166829885833,0.0048931879656342,0.06669425109268286,0.09678519270259912,0.5763047116091444,0.2563753244524786,0.08667393950117133,0.08064602443720548
0.8,0.3512976579970833,0.718106949625491,0.36951300186082026,0.4749902086942853,0.004877998544196682,0.06614409245364865,0.09526015580985661,0.5767345943464123,0.2559306465859869,0.08653382817930438,0.08080093088829614
0.81,0.35047391354360286,0.7176836358393247,0.36962721844872143,0.47541984511730306,0.004862197905815546,0.06559911417610181,0.09380865364654041,0.5771373958072876,0.2555116606498367,0.08639725047058389,0.08095369307229151
0.8200000000000001,0.34966020724138225,0.7172754898954402,0.36974132316957814,0.4758604305887131,0.004845800548392283,0.06505925002874703,0.09242936791502447,0.5775136530377536,0.25511786595647307,0.0862641432857414,0.08110433772003169
0.8300000000000001,0.34885636796573416,0.716881264114739,0.36985531616661876,0.4763118206128237,0.004828827534939534,0.06452443464041356,0.09112090198542844,0.577863893744221,0.2547487694003945,0.08613444497399314,0.0812528918813911
0.84,0.3480622329136915,0.7164997448546401,0.36996919758279173,0.4767738731294967,0.004811316746212504,0.06399460297617768,0.08988179501971927,0.5781886353348169,0.25440388382064816,0.08600809655586203,0.08139938428867279
0.85,0.3472776471637255,0.7161297525981487,0.3700829675607661,0.4772464483253004,0.00479327659979001,0.06346969255657423,0.088710514491362,0.578488387041435,0.2540827303464587,0.0858850395987847,0.08154384301332149
0.86,0.34650246340412605,0.7157701428802421,0.37019662624293254,0.4777294085598769,0.004774734480114212,0.06294964113008422,0.08760546649589326,0.5787636493512356,0.2537848372952239,0.08576521705790674,0.08168629629563363
0.87,0.34573654160270306,0.7154198066883772,0.37031017377140407,0.4782226182543652,0.004755709111853671,0.062434387968919286,0.08656500011497958,0.5790149144657588,0.2535097403826923,0.0856485729696564,0.08182677218189227
0.88,0.34497974869872766,0.7150776709629396,0.3704236102880169,0.4787259437939453,0.004736226224764578,0.06192387311809558,0.08558741370733051,0.5792426664925587,0.25325698260310725,0.08553505243706383,0.08196529846727002
0.89,0.34423195830105874,0.714742698912777,0.37053693593433107,0.47923925343441814,0.004716303576796634,0.061418038076995876,0.08467096127039347,0.5794473816837861,0.25302611417677356,0.08542460154978868,0.08210190258965168
0.9,0.3434930503557411,0.7144138901712771,0.3706501508516327,0.47976241720211193,0.004695963504218362,0.060916825197881184,0.08381385946316562,0.5796295286864915,0.252816692436353,0.08531716732577396,0.08223661155138137
0.91,0.34276291103340095,0.7140902820889431,0.3707632551809263,0.48029530685805455,0.004675227852942412,0.06042017793599672,0.0830142937863671,0.5797895685221457,0.2526282819557573,0.0852126976859903,0.08236945183610671
0.92,0.3420414321697956,0.7137709481694666,0.3708762490629474,0.48083779573965074,0.004654116632568373,0.05992804084598183,0.08227042697283303,0.5799279551116759,0.25246045413875945,0.08511114137234313,0.08250044937722162
0.93,0.34132851101620015,0.7134549981098892,0.3709891326381635,0.4813897586914688,0.004632650500796012,0.0594403594557696,0.0815804056939162,0.5800451354294617,0.2523127871408272,0.08501244791180544,0.08262962951790566
0.9400000000000001,0.3406240500682321,0.7131415783586035,0.3711019060467691,0.4819510720199392,0.00461084973197872,0.05895708031469264,0.08094236733187503,0.5801415495432836,0.25218486589329203,0.08491656759492033,0.08275701696850403
0.9500000000000001,0.33992795689096517,0.7128298725707464,0.3712145694286816,0.48252161344791333,0.004588733907058536,0.05847815100796496,0.08035444673814356,0.5802176306521095,0.2520762821169658,0.0848234514626045,0.08288263576832017
0.96,0.3392401442605626,0.7125191046982281,0.3713271229235161,0.48310126216024507,0.004566322348818847,0.05800352020943654,0.07981478415730667,0.5802738046404299,0.25198663481218925,0.08473305134931497,0.08300650919806593
0.97,0.338560527804507,0.7122085218293949,0.37143956667071243,0.48368989814840513,0.004543634205866392,0.057533137214595076,0.07932152780172343,0.5803104932390707,0.2519155271383346,0.08464531952997088,0.08312866009262386
0.98,0.337889028806638,0.7118974174232306,0.3715519008093575,0.4842874030084133,0.004520688141594885,0.057066952569395125,0.07887284422780744,0.5803281098653356,0.251862570589823,0.0845602091536683,0.08324911039117322
0.99,0.3372255722176112,0.7115851176729711,0.3716641254782828,0.4848936593940242,0.004497502332309631,0.056604917702318035,0.07846692362494938,0.5803270621388039,0.2518273825089511,0.08447767397872888,0.08336788137351618
1.0,0.3365700861543699,0.7112709773035657,0.37177624081609517,0.4855085508765288,0.004474094588200376,0.056146984809806844,0.07810197807026047,0.5803077526127708,0.25180958534711895,0.08439766829597001,0.08348499374414023
1.01,0.33592250284174135,0.7109543895839585,0.371888246961093,0.48613196223223565,0.004450482270630862,0.055693107123702124,0.07777625535298527,0.5802705769987332,0.2518088084667235,0.08432014711471482,0.0836004674198284
1.02,0.3352827569901755,0.7106347728719431,0.37200014405136533,0.4867637789898515,0.00442668245335541,0.055243238553433945,0.07748803403076357,0.5802159265138995,0.2518246857763319,0.08424506591093849,0.08371432179883007
1.03,0.33465078790228076,0.7103115902527926,0.3721119322246349,0.48740388804797485,0.004402711672732602,0.05479733421508939,0.077235641092725,0.5801441843895955,0.2518568592552153,0.08417238099421216,0.08382657536097707
1.04,0.3340265367692752,0.7099843269590709,0.37222361161842255,0.4880521769231463,0.00437858593582068,0.05435534984675991,0.07701744114302435,0.580055729782647,0.25190497499618336,0.08410204909854783,0.08393724612262175
1.05,0.33340994787595496,0.7096525011020864,0.3723351823699642,0.4887085340959568,0.0043543207003593895,0.053917242091444946,0.07683184442066766,0.5799509358758437,0.2519686851222747,0.08403402758421355,0.08404635141766788
1.06,0.3328009676134178,0.709315656153086,0.372446644616254,0.48937284875600345,0.004329931294278199,0.053482968299848124,0.07667730738076102,0.5798301710264807,0.2520476465924868,0.08396827434486871,0.08415390803616365
1.07,0.33219954488869674,0.7089733642347702,0.3725579984940227,0.4900450109143122,0.004305432696587163,0.053052486620986244,0.07655233335824423,0.57969379823451,0.2521415217529669,0.0839047478451325,0.08425993216739043
1.08,0.331605630731734,0.7086252240790093,0.3726692441397347,0.4907249113382633,0.004280839464597824,0.05262575597201572,0.07645547781688729,0.5795421752926379,0.25224997817020867,0.08384340707927593,0.08436443945787736
1.09,0.3310191783720937,0.7082708611400808,0.37278038168959304,0.4914124415553499,0.004256165648739134,0.052202736038710125,0.07638534549652409,0.5793756548238621,0.2523726885884818,0.08378421159093558,0.08446744499672039
1.1,0.3304401427619213,0.7079099245831134,0.3728914112795417,0.492107493760016,0.0042314243153963515,0.05178338724030777,0.07634059296524796,0.5791945845492775,0.2525093306134749,0.08372712146253009,0.08456896337471734
1.11,0.32986848075366854,0.707542088312146,0.37300233304526464,0.49280996085059336,0.00420662802089078,0.05136767072952795,0.07631992720028992,0.5789993071910785,0.25265958682650536,0.08367209731477639,0.08466900866763964
1.12,0.32930415068287033,0.7071670480882851,0.3731131471221882,0.49351973635158697,0.004181788918808261,0.05095554833772307,0.07632210636724274,0.5787901607118603,0.25282314449505006,0.08361910029653132,0.08476759449655817
1.1300000000000001,0.32874711242523635,0.706784521771092,0.3732238536454807,0.49423671442673206,0.004156919221287683,0.050546982563361396,0.07634593875505266,0.5785674782909028,0.2529996956030768,0.08356809207966738,0.08486473402635289
1.1400000000000001,0.3281973272409542,0.7063942481518333,0.3733344527500536,0.49496078985138187,0.004132031338709233,0.05014193654667956,0.07639028249283861,0.5783315884176515,0.25318893673740717,0.0835190348532269,0.08496043999171428
1.1500000000000001,0.327654757603564,0.7059959855113654,0.3734449445705623,0.4956918579838473,0.004107136900617998,0.04974037408114811,0.07645404408846011,0.5780828150001017,0.25339056894977835,0.08347189132167868,0.08505472472844111
1.16,0.3271193671932201,0.7055895115390914,0.3735553292414064,0.4964298147647208,0.0040822468041726,0.04934225960932928,0.07653617822540108,0.5778214773712561,0.2536042977494932,0.08342662470334442,0.08514760017590613
1.17,0.32659112038981747,0.7051746161816416,0.37366560689680944,0.4971745565153462,0.004057370414146006,0.04894755803798547,0.0766356716047742,0.5775478917884286,0.2538298316181825,0.08338319856742091,0.08523907802596789
1.18,0.32606998373952917,0.7047511278886259,0.3737757776704292,0.49792598077206346,0.004032516559628722,0.04855623559475645,0.07675161162338111,0.5772623646821374,0.25406688851299253,0.08334157760770626,0.08532916919716367
1.19,0.3255559229153635,0.7043188602472094,0.37388584169613176,0.49868398461332225,0.004007694947203525,0.048168257985302235,0.07688304756355151,0.5769652061461039,0.25431518284282156,0.08330172610212425,0.08541788490895011
1.2,0.32504890552064397,0.7038776628863569,0.37399579910722613,0.4994484662862096,0.003982917111798839,0.047783592106022954,0.0770291248299111,0.576656716720428,0.25457443818360176,0.08326360943276989,0.08550523566320022
1.21,0.32454889956337274,0.7034273947843183,0.3741056500368475,0.5002193243768202,0.003958190961891465,0.047402205334137464,0.07718901547797864,0.5763371940912785,0.2548443808059377,0.08322719331974136,0.08559123178304223
1.22,0.3240558737069523,0.7029679290797849,0.3742153946178794,0.5009964579715457,0.003933523809022076,0.047024065594290176,0.07736193098713658,0.5760069317730377,0.2551247409320426,0.08319244397701434,0.08567588331790514
1.23,0.3235697971914595,0.7024991523085936,0.37432503298295305,0.5017797666495054,0.0039089243070953425,0.046649141281912124,0.0775471207066046,0.5756662191476228,0.2554152526779547,0.08315932811232093,0.08575920006210129
1.24,0.3230906397671042,0.7020209636388609,0.37443456526444896,0.5025691504721883,0.0038843999424716226,0.046277401330261224,0.07774387006077625,0.5753153415426148,0.2557156539632826,0.08312781292134855,0.08584119157275379
1.25,0.32261837162930107,0.7015332740469867,0.3745439915945014,0.5033645099696393,0.0038599578964728576,0.045908815161686586,0.07795149848418347,0.5749545803437907,0.2560256863896137,0.08309786607796053,0.08592186718863493
1.26,0.32215296336592075,0.7010360060260713,0.3746533121049875,0.5041657461542801,0.003835605186689267,0.04554335268825738,0.07816935889265879,0.5745842128836086,0.2563450953239128,0.08306945575227867,0.08600123604019977
1.27,0.3216943858955443,0.700529092134021,0.37476252692755463,0.5049727604677641,0.0038113485913273694,0.045180984258215685,0.07839683354657075,0.5742045128901444,0.25667362947581107,0.08304255055684624,0.08607930707719817
1.28,0.3212426104877904,0.7000124757436773,0.3748716361936011,0.5057854548173049,0.0037871945824871373,0.04482168069176017,0.07863333623387303,0.5738157501884399,0.2570110411695743,0.08301711958565533,0.08615608905633022
1.29,0.32079760857818074,0.6994861088781238,0.37498064003427595,0.50660373156137,0.003763148911289726,0.04446541324897564,0.07887830659045818,0.5734181908666723,0.25735708612710795,0.0829931324111086,0.08623159059511086
1.3,0.3203593519902135,0.6989499557529811,0.3750895385804441,0.5074274935884745,0.0037392169703469504,0.04411215372570693,0.07913121983675414,0.5730120965728231,0.25771152417935794,0.0829705591536323,0.08630582009418634
1.31,0.31992781256621083,0.6984039863465786,0.37519833196276275,0.5082566441550675,0.0037154034991569314,0.04376187425508032,0.07939156872432622,0.5725977259711915,0.2580741178395792,0.08294937031809643,0.0863787858711327
1.32,0.3195029623098444,0.6978481789261465,0.37530702031165075,0.509091086950636,0.0036917126729868544,0.04341454738729095,0.07965887065690334,0.5721753341568522,0.2584446328738915,0.08292953686083501,0.0864504961084211
1.33,0.3190847733750561,0.6972825202192241,0.3754156037572727,0.5099307261277373,0.003668148527382796,0.04307014609170695,0.07993266806251194,0.5717451724630976,0.2588228384622822,0.08291103021959649,0.08652095885502341
1.34,0.31867321794176906,0.6967070035223715,0.37552408242955165,0.5107754662744728,0.003644715223600567,0.04272864369497628,0.08021252298021163,0.5713074887718176,0.25920850687368413,0.08289382228480197,0.08659018206969606
