t,V,n,jm,Ca_i,Ca_er
0.79,-61.00218322078358,0.0004952258422106608,0.1199901029599396,0.11012378782679076,8.99997072018171
0.8,-61.002210713740624,0.0004951700268072169,0.11998997764796428,0.11012535149964456,8.999970350104686
0.81,-61.00223820330627,0.0004951143205615905,0.11998985233516767,0.1101269150911053,8.999969980041476
0.8200000000000001,-61.00226568948685,0.000495058723249944,0.11998972702154989,0.11012847860117843,8.99996960999208
0.8300000000000001,-61.00229317228867,0.0004950032346489523,0.11998960170711107,0.11013004202986947,8.999969239956496
0.84,-61.002320651718044,0.0004949478545358021,0.11998947639185133,0.11013160537718387,8.999968869934724
0.85,-61.00234812778127,0.0004948925826881921,0.11998935107577077,0.11013316864312715,8.999968499926762
0.86,-61.002375600484605,0.0004948374188843334,0.11998922575886954,0.11013473182770478,8.999968129932608
0.87,-61.002403069834315,0.000494782362902949,0.11998910044114776,0.11013629493092224,8.999967759952265
0.88,-61.00243053583666,0.0004947274145232742,0.11998897512260552,0.11013785795278501,8.999967389985727
0.89,-61.00245799849785,0.0004946725735250563,0.11998884980324297,0.11013942089329858,8.999967020032996
0.9,-61.00248545782412,0.0004946178396885544,0.11998872448306021,0.1101409837524684,8.999966650094072
0.91,-61.00251291382166,0.0004945632127945402,0.11998859916205735,0.11014254653029999,8.999966280168952
0.92,-61.00254036649667,0.0004945086926242974,0.11998847384023456,0.11014410922679879,8.999965910257634
0.93,-61.00256781585531,0.0004944542789596214,0.11998834851759191,0.11014567184197031,8.99996554036012
0.9400000000000001,-61.00259526190374,0.0004943999715828202,0.11998822319412952,0.11014723437582,8.999965170476408
0.9500000000000001,-61.00262270464812,0.0004943457702767137,0.11998809786984753,0.11014879682835335,8.999964800606497
0.96,-61.00265014409456,0.0004942916748246339,0.11998797254474605,0.11015035919957583,8.999964430750385
0.97,-61.002677580249184,0.0004942376850104248,0.1199878472188252,0.1101519214894929,8.999964060908074
0.98,-61.00270501311809,0.0004941838006184427,0.1199877218920851,0.11015348369811007,8.999963691079559
0.99,-61.00273244270737,0.000494130021433556,0.11998759656452586,0.11015504582543277,8.999963321264842
1.0,-61.00275986902309,0.0004940763472411449,0.11998747123614759,0.1101566078714665,8.999962951463921
1.01,-61.002787292071304,0.0004940227778271021,0.11998734590695043,0.11015816983621671,8.999962581676794
1.02,-61.002814711858065,0.0004939693129778322,0.11998722057693446,0.11015973171968887,8.999962211903462
1.03,-61.00284212838939,0.0004939159524802517,0.11998709524609984,0.11016129352188847,8.999961842143923
1.04,-61.0028695416713,0.0004938626961217898,0.11998696991444666,0.11016285524282095,8.999961472398178
1.05,-61.00289695170979,0.0004938095436903873,0.11998684458197503,0.1101644168824918,8.999961102666223
1.06,-61.002924358510846,0.0004937564949744973,0.11998671924868508,0.11016597844090646,8.999960732948058
1.07,-61.002951762080436,0.0004937035497630847,0.11998659391457693,0.11016753991807042,8.999960363243684
1.08,-61.002979162424516,0.0004936507078456269,0.11998646857965067,0.11016910131398913,8.999959993553096
1.09,-61.00300655954902,0.0004935979690121134,0.11998634324390645,0.11017066262866806,8.999959623876299
1.1,-61.00303395345989,0.0004935453330530455,0.11998621790734436,0.11017222386211267,8.999959254213286
1.11,-61.00306134416302,0.0004934927997594367,0.11998609256996452,0.11017378501432842,8.99995888456406
1.12,-61.00308873166433,0.0004934403689228129,0.11998596723176704,0.11017534608532077,8.999958514928618
1.1300000000000001,-61.00311611596967,0.0004933880403352116,0.11998584189275203,0.11017690707509517,8.99995814530696
1.1400000000000001,-61.003143497084935,0.0004933358137891829,0.11998571655291963,0.1101784679836571,8.999957775699086
1.1500000000000001,-61.00317087501597,0.0004932836890777885,0.11998559121226993,0.110180028811012,8.999957406104992
1.16,-61.0031982497686,0.0004932316659946028,0.11998546587080303,0.11018158955716534,8.99995703652468
1.17,-61.003225621348676,0.0004931797443337117,0.11998534052851907,0.11018315022212256,8.999956666958148
1.18,-61.00325298976199,0.0004931279238897138,0.11998521518541816,0.11018471080588914,8.999956297405395
1.19,-61.00328035501434,0.000493076204457719,0.1199850898415004,0.1101862713084705,8.999955927866422
1.2,-61.00330771711151,0.0004930245858333504,0.1199849644967659,0.11018783172987212,8.999955558341224
1.21,-61.003335076059265,0.0004929730678127421,0.11998483915121479,0.11018939207009945,8.999955188829803
1.22,-61.00336243186335,0.0004929216501925411,0.11998471380484717,0.11019095232915793,8.999954819332157
1.23,-61.00338978452951,0.0004928703327699061,0.11998458845766315,0.11019251250705303,8.999954449848286
1.24,-61.00341713406347,0.000492819115342508,0.11998446310966283,0.11019407260379017,8.999954080378187
1.25,-61.00344448047093,0.0004927679977085298,0.11998433776084634,0.11019563261937484,8.999953710921861
1.26,-61.003471823757586,0.0004927169796666666,0.11998421241121378,0.11019719255381245,8.999953341479308
1.27,-61.00349916392912,0.0004926660610161257,0.11998408706076527,0.11019875240710847,8.999952972050524
1.28,-61.00352650099119,0.0004926152415566264,0.11998396170950092,0.11020031217926833,8.999952602635512
1.29,-61.00355383494946,0.0004925645210884002,0.11998383635742083,0.1102018718702975,8.999952233234266
1.3,-61.00358116580955,0.0004925138994121904,0.1199837110045251,0.1102034314802014,8.999951863846789
1.31,-61.00360849357708,0.0004924633763292529,0.11998358565081386,0.11020499100898548,8.999951494473079
1.32,-61.00363581825768,0.0004924129516413551,0.1199834602962872,0.1102065504566552,8.999951125113135
1.33,-61.003663139856904,0.0004923626251507773,0.11998333494094526,0.11020810982321598,8.999950755766955
1.34,-61.00369045838036,0.0004923123966603111,0.11998320958478811,0.11020966910867327,8.99995038643454
1.35,-61.0037177738336,0.0004922622659732606,0.1199830842278159,0.11021122831303251,8.999950017115887
1.36,-61.003745086222175,0.0004922122328934421,0.11998295887002869,0.11021278743629916,8.999949647810997
1.37,-61.00377239555161,0.0004921622972251837,0.11998283351142662,0.11021434647847862,8.99994927851987
1.3800000000000001,-61.00379970182743,0.0004921124587733258,0.1199827081520098,0.11021590543957635,8.9999489092425
1.3900000000000001,-61.00382700505514,0.0004920627173432209,0.11998258279177831,0.1102174643195978,8.99994853997889
1.4000000000000001,-61.00385430524023,0.0004920130727407336,0.11998245743073228,0.11021902311854838,8.99994817072904
1.41,-61.00388160238818,0.0004919635247722404,0.11998233206887182,0.11022058183643353,8.999947801492945
1.42,-61.00390889650444,0.0004919140732446304,0.11998220670619701,0.1102221404732587,8.99994743227061
1.43,-61.00393618759446,0.0004918647179653041,0.11998208134270799,0.11022369902902932,8.999947063062027
1.44,-61.00396347566368,0.0004918154587421747,0.11998195597840483,0.11022525750375081,8.9999466938672
1.45,-61.00399076071751,0.0004917662953836673,0.11998183061328767,0.11022681589742861,8.999946324686126
1.46,-61.00401804276135,0.000491717227698719,0.1199817052473566,0.11022837421006815,8.999945955518806
1.47,-61.0040453218006,0.0004916682554967791,0.11998157988061171,0.11022993244167487,8.999945586365238
1.48,-61.00407259784061,0.0004916193785878091,0.11998145451305313,0.11023149059225418,8.99994521722542
1.49,-61.00409987088677,0.0004915705967822824,0.11998132914468096,0.11023304866181151,8.999944848099352
1.5,-61.004127140944405,0.0004915219098911846,0.11998120377549529,0.11023460665035231,8.999944478987032
1.51,-61.00415440801885,0.0004914733177260134,0.11998107840549624,0.11023616455788199,8.999944109888462
1.52,-61.004181672115415,0.0004914248200987788,0.1199809530346839,0.11023772238440598,8.999943740803637
1.53,-61.00420893323941,0.0004913764168220024,0.11998082766305838,0.1102392801299297,8.99994337173256
1.54,-61.00423619139612,0.0004913281077087185,0.11998070229061979,0.11024083779445858,8.999943002675227
1.55,-61.00426344659081,0.0004912798925724731,0.11998057691736823,0.11024239537799803,8.999942633631639
1.56,-61.00429069882874,0.0004912317712273245,0.11998045154330379,0.1102439528805535,8.999942264601794
1.57,-61.00431794811516,0.0004911837434878429,0.11998032616842659,0.11024551030213038,8.99994189558569
1.58,-61.00434519445529,0.0004911358091691108,0.11998020079273672,0.11024706764273412,8.99994152658333
1.59,-61.00437243785434,0.0004910879680867227,0.11998007541623429,0.11024862490237011,8.999941157594709
1.6,-61.004399678317526,0.0004910402200567853,0.11997995003891941,0.1102501820810438,8.999940788619826
1.61,-61.00442691585002,0.0004909925648959174,0.11997982466079216,0.11025173917876058,8.999940419658683
1.62,-61.00445415045699,0.0004909450024212496,0.11997969928185265,0.11025329619552589,8.99994005071128
1.6300000000000001,-61.0044813821436,0.0004908975324504252,0.11997957390210098,0.11025485313134512,8.99993968177761
1.6400000000000001,-61.00450861091499,0.0004908501548015991,0.11997944852153727,0.11025640998622371,8.999939312857679
1.6500000000000001,-61.00453583677628,0.0004908028692934384,0.11997932314016159,0.11025796676016707,8.99993894395148
1.6600000000000001,-61.00456305973258,0.0004907556757451223,0.11997919775797407,0.1102595234531806,8.999938575059016
1.67,-61.004590279789,0.0004907085739763424,0.11997907237497478,0.11026108006526973,8.999938206180286
1.68,-61.004617496950615,0.000490661563807302,0.11997894699116385,0.11026263659643985,8.999937837315287
1.69,-61.0046447112225,0.0004906146450587167,0.11997882160654136,0.11026419304669641,8.999937468464019
1.7,-61.00467192260969,0.0004905678175518142,0.1199786962211074,0.11026574941604478,8.999937099626482
1.71,-61.00469913111724,0.0004905210811083344,0.1199785708348621,0.11026730570449039,8.999936730802673
1.72,-61.00472633675018,0.000490474435550529,0.11997844544780553,0.11026886191203863,8.999936361992594
1.73,-61.00475353951351,0.000490427880701162,0.11997832005993782,0.11027041803869495,8.99993599319624
1.74,-61.004780739412226,0.0004903814163835096,0.11997819467125903,0.11027197408446471,8.999935624413615
1.75,-61.00480793645222,0.0004903350423896477,0.11997806928176931,0.11027353004935336,8.999935255644713
1.76,-61.0048351306455,0.0004902887582954638,0.11997794389146885,0.11027508593336652,8.999934886889537
1.77,-61.00486232199874,0.0004902425638662763,0.1199778185003578,0.11027664173650964,8.999934518148084
1.78,-61.004889510517096,0.0004901964589192219,0.11997769310843624,0.11027819745878813,8.999934149420355
1.79,-61.00491669620572,0.0004901504432718837,0.1199775677157043,0.11027975310020739,8.999933780706346
1.8,-61.00494387906977,0.0004901045167422907,0.11997744232216205,0.11028130866077285,8.999933412006058
1.81,-61.00497105911437,0.000490058679148918,0.11997731692780961,0.1102828641404899,8.99993304331949
1.82,-61.00499823634463,0.0004900129303106866,0.11997719153264706,0.11028441953936396,8.999932674646642
1.83,-61.00502541076568,0.0004899672700469641,0.11997706613667454,0.11028597485740044,8.99993230598751
1.84,-61.0050525823826,0.0004899216981775635,0.11997694073989211,0.11028753009460472,8.999931937342096
1.85,-61.00507975120048,0.0004898762145227444,0.11997681534229988,0.11028908525098223,8.999931568710398
1.86,-61.00510691722438,0.0004898308189032123,0.11997668994389797,0.11029064032653836,8.999931200092416
1.87,-61.005134080459364,0.0004897855111401186,0.11997656454468646,0.11029219532127851,8.999930831488147
1.8800000000000001,-61.00516124091047,0.0004897402910550611,0.11997643914466545,0.1102937502352081,8.999930462897591
1.8900000000000001,-61.005188398582725,0.0004896951584700835,0.11997631374383505,0.11029530506833252,8.99993009432075
1.9000000000000001,-61.00521555348116,0.0004896501132076757,0.11997618834219535,0.11029685982065716,8.999929725757617
1.9100000000000001,-61.00524270561077,0.0004896051550907734,0.11997606293974644,0.11029841449218744,8.999929357208195
1.92,-61.005269854976554,0.0004895602839427586,0.11997593753648844,0.11029996908292876,8.999928988672483
1.93,-61.00529700158349,0.0004895154995874596,0.11997581213242144,0.11030152359288649,8.999928620150481
1.94,-61.00532414543655,0.0004894708018491502,0.11997568672754552,0.11030307802206606,8.999928251642185
1.95,-61.00535128654069,0.0004894261905525508,0.1199755613218608,0.11030463237047283,8.999927883147596
1.96,-61.00537842490084,0.0004893816655228276,0.11997543591536737,0.11030618663811224,8.999927514666712
1.97,-61.00540556052194,0.000489337226585593,0.11997531050806531,0.11030774082498966,8.999927146199536
1.98,-61.005432693408906,0.0004892928735669054,0.11997518509995475,0.11030929493111047,8.99992677774606
1.99,-61.005459823566646,0.0004892486062932696,0.11997505969103578,0.11031084895648009,8.999926409306289
2.0,-61.005486951000044,0.0004892044245916357,0.11997493428130847,0.1103124029011039,8.99992604088022
2.0100000000000002,-61.00551407571398,0.0004891603282894009,0.11997480887077294,0.1103139567649873,8.999925672467851
2.02,-61.00554119771333,0.0004891163172144075,0.11997468345942927,0.11031551054813568,8.999925304069183
2.0300000000000002,-61.00556831700294,0.0004890723911949446,0.11997455804727758,0.11031706425055442,8.999924935684215
2.04,-61.00559543358765,0.0004890285500597472,0.11997443263431794,0.1103186178722489,8.999924567312943
2.05,-61.00562254747229,0.0004889847936379961,0.11997430722055046,0.11032017141322455,8.99992419895537
2.06,-61.00564965866168,0.0004889411217593185,0.11997418180597523,0.11032172487348671,8.999923830611493
2.07,-61.005676767160615,0.0004888975342537873,0.11997405639059235,0.11032327825304078,8.999923462281311
2.08,-61.005703872973896,0.0004888540309519222,0.1199739309744019,0.11032483155189217,8.999923093964824
2.09,-61.00573097610629,0.0004888106116846881,0.119973805557404,0.11032638477004625,8.99992272566203
2.1,-61.00575807656258,0.0004887672762834967,0.11997368013959872,0.11032793790750839,8.99992235737293
2.11,-61.005785174347494,0.0004887240245802053,0.11997355472098617,0.11032949096428399,8.99992198909752
2.12,-61.00581226946579,0.0004886808564071175,0.11997342930156644,0.11033104394037843,8.999921620835803
2.13,-61.00583936192219,0.000488637771596983,0.11997330388133962,0.11033259683579709,8.999921252587773
2.14,-61.00586645172141,0.0004885947699829974,0.11997317846030581,0.11033414965054536,8.999920884353434
2.15,-61.00589353886814,0.0004885518513988025,0.11997305303846509,0.1103357023846286,8.999920516132782
2.16,-61.00592062336709,0.0004885090156784862,0.11997292761581757,0.11033725503805221,8.999920147925817
2.17,-61.00594770522292,0.0004884662626565825,0.11997280219236332,0.11033880761082156,8.99991977973254
2.18,-61.005974784440305,0.0004884235921680714,0.11997267676810246,0.11034036010294203,8.999919411552947
2.19,-61.00600186102389,0.0004883810040483789,0.11997255134303507,0.110341912514419,8.999919043387036
2.2,-61.00602893497831,0.0004883384981333774,0.11997242591716123,0.11034346484525782,8.999918675234811
2.21,-61.00605600630821,0.000488296074259385,0.11997230049048106,0.11034501709546392,8.999918307096268
2.22,-61.006083075018175,0.00048825373226316613,0.11997217506299462,0.11034656926504262,8.999917938971405
2.23,-61.00611014111282,0.0004882114719819312,0.11997204963470202,0.11034812135399932,8.999917570860223
2.24,-61.00613720459674,0.0004881692932533367,0.11997192420560336,0.11034967336233939,8.999917202762722
2.25,-61.0061642654745,0.0004881271959154852,0.11997179877569872,0.1103512252900682,8.9999168346789
2.2600000000000002,-61.00619132375066,0.00048808517980692545,0.11997167334498818,0.11035277713719113,8.999916466608752
2.27,-61.00621837942979,0.0004880432447666521,0.11997154791347184,0.11035432890371354,8.999916098552283
2.2800000000000002,-61.0062454325164,0.000488001390634106,0.1199714224811498,0.11035588058964081,8.99991573050949
2.29,-61.00627248301504,0.0004879596172491741,0.11997129704802212,0.11035743219497829,8.999915362480372
2.3000000000000003,-61.0062995309302,0.00048791792445218926,0.11997117161408893,0.11035898371973137,8.999914994464929
2.31,-61.006326576266396,0.0004878763120839307,0.1199710461793503,0.1103605351639054,8.999914626463157
2.32,-61.006353619028104,0.0004878347799856235,0.11997092074380632,0.11036208652750576,8.999914258475057
2.33,-61.00638065921981,0.0004877933279989388,0.11997079530745706,0.1103636378105378,8.999913890500629
2.34,-61.006407696845955,0.000487751955965994,0.11997066987030265,0.11036518901300692,8.999913522539872
2.35,-61.00643473191101,0.00048771066372935244,0.11997054443234316,0.11036674013491844,8.999913154592782
2.36,-61.0064617644194,0.00048766945113202354,0.11997041899357866,0.11036829117627775,8.999912786659364
2.37,-61.00648879437554,0.00048762831801746294,0.11997029355400926,0.1103698421370902,8.99991241873961
2.38,-61.006515821783864,0.0004875872642295722,0.11997016811363505,0.11037139301736117,8.999912050833524
2.39,-61.00654284664875,0.00048754628961269895,0.1199700426724561,0.11037294381709599,8.999911682941104
2.4,-61.00656986897459,0.00048750539401163707,0.11996991723047253,0.11037449453630005,8.999911315062347
2.41,-61.006596888765756,0.00048746457727162634,0.11996979178768438,0.11037604517497869,8.999910947197254
2.42,-61.00662390602661,0.00048742383923835276,0.11996966634409179,0.11037759573313728,8.999910579345825
2.43,-61.0066509207615,0.0004873831797579483,0.11996954089969479,0.11037914621078118,8.999910211508057
2.44,-61.00667793297476,0.00048734259867699105,0.11996941545449352,0.11038069660791573,8.99990984368395
2.45,-61.006704942670716,0.00048730209584250516,0.11996929000848804,0.1103822469245463,8.999909475873503
2.46,-61.006731949853666,0.00048726167110196096,0.11996916456167843,0.11038379716067824,8.999909108076714
2.47,-61.00675895452791,0.0004872213243032747,0.1199690391140648,0.11038534731631691,8.999908740293586
2.48,-61.00678595669774,0.0004871810552948088,0.11996891366564721,0.11038689739146766,8.999908372524112
2.49,-61.006812956367426,0.00048714086392537184,0.11996878821642577,0.11038844738613585,8.999908004768296
2.5,-61.006839953541224,0.00048710075004421827,0.11996866276640054,0.11038999730032682,8.999907637026135
2.5100000000000002,-61.006866948223376,0.0004870607135010488,0.11996853731557164,0.11039154713404592,8.999907269297628
2.52,-61.006893940418124,0.00048702075414601014,0.11996841186393913,0.11039309688729852,8.999906901582774
2.5300000000000002,-61.00692093012968,0.0004869808718296951,0.11996828641150309,0.11039464656008995,8.999906533881573
2.54,-61.00694791736226,0.0004869410664031426,0.11996816095826361,0.11039619615242556,8.999906166194023
2.5500000000000003,-61.00697490212006,0.0004869013377178375,0.11996803550422079,0.11039774566431071,8.999905798520125
2.56,-61.00700188440725,0.00048686168562571094,0.1199679100493747,0.11039929509575074,8.999905430859876
2.57,-61.00702886422802,0.00048682210997914003,0.11996778459372541,0.11040084444675098,8.999905063213275
2.58,-61.007055841586514,0.00048678261063094794,0.11996765913727304,0.1104023937173168,8.999904695580323
2.59,-61.00708281648688,0.000486743187434404,0.11996753368001765,0.11040394290745355,8.999904327961017
2.6,-61.00710978893324,0.0004867038402432235,0.11996740822195932,0.11040549201716655,8.999903960355358
2.61,-61.00713675892974,0.0004866645689115679,0.11996728276309816,0.11040704104646117,8.999903592763344
2.62,-61.00716372648046,0.0004866253732940448,0.11996715730343421,0.11040858999534271,8.999903225184973
2.63,-61.00719069158951,0.0004865862532457077,0.1199670318429676,0.11041013886381655,8.999902857620246
2.64,-61.00721765426096,0.00048654720862205636,0.11996690638169837,0.11041168765188802,8.99990249006916
2.65,-61.00724461449889,0.00048650823927903644,0.11996678091962663,0.11041323635956246,8.999902122531717
2.66,-61.00727157230735,0.00048646934507303987,0.11996665545675245,0.11041478498684522,8.999901755007913
2.67,-61.00729852769039,0.0004864305258609045,0.11996652999307592,0.1104163335337416,8.999901387497749
2.68,-61.00732548065203,0.00048639178149991434,0.11996640452859711,0.11041788200025698,8.999901020001225
2.69,-61.007352431196296,0.00048635311184779955,0.1199662790633161,0.11041943038639668,8.999900652518336
2.7,-61.0073793793272,0.0004863145167627361,0.11996615359723299,0.11042097869216602,8.999900285049085
2.71,-61.00740632504871,0.00048627599610334644,0.11996602813034785,0.11042252691757037,8.99989991759347
2.72,-61.00743326836484,0.00048623754972869875,0.11996590266266076,0.11042407506261503,8.99989955015149
2.73,-61.007460209279536,0.00048619917749830743,0.1199657771941718,0.11042562312730536,8.999899182723142
2.74,-61.00748714779675,0.000486160879272133,0.11996565172488105,0.11042717111164668,8.999898815308429
2.75,-61.00751408392044,0.00048612265491058195,0.1199655262547886,0.11042871901564431,8.999898447907347
2.7600000000000002,-61.00754101765453,0.00048608450427450693,0.1199654007838945,0.11043026683930361,8.999898080519896
2.77,-61.00756794900293,0.00048604642722520667,0.11996527531219887,0.11043181458262989,8.999897713146076
2.7800000000000002,-61.00759487796955,0.00048600842362442597,0.11996514983970177,0.11043336224562848,8.999897345785886
2.79,-61.00762180455829,0.00048597049333435564,0.11996502436640327,0.11043490982830471,8.999896978439322
2.8000000000000003,-61.00764872877301,0.0004859326362176327,0.11996489889230347,0.11043645733066391,8.999896611106387
2.81,-61.00767565061759,0.00048589485213734014,0.11996477341740243,0.11043800475271143,8.999896243787077
