t,Cdc13T,M,Ste9,Slp1,preMPF,SK,Slp1T,IEP,Rum1T
0.39,0.13267083441756783,1.0019519024864156,0.9988651935069393,2.0209552997633042,0.04981487976862876,0.036339673716274085,0.0063441020556523125,0.0022658363276023903,0.03666844741536594
0.4,0.13134673973532723,1.0020020013340007,0.9989028090701628,2.0164604253775336,0.0502295049758408,0.03727491430389,0.006392270032469995,0.002250721633048696,0.037585174504619075
0.41000000000000003,0.1300393918902429,1.0020521026865907,0.9989392826995332,2.011969887290461,0.050617341868053875,0.0382096031671743,0.006439804862675676,0.0022340357340577366,0.03850178986985725
0.42,0.12874857630260503,1.002102206544311,0.9989746561604791,2.007483665957683,0.05097927114914409,0.03914372387215525,0.0064867776862485285,0.002215871421205221,0.039418327350214485
0.43,0.1274740811219899,1.002152312907287,0.9990089697234066,2.0030017427486584,0.051316149166785424,0.040077260951372415,0.006533252007996005,0.002196318141703599,0.04033481814138096
0.44,0.12621569719372525,1.0022024217756436,0.9990422595484842,1.9985240999019882,0.05162880874004724,0.04101019983030739,0.006579284581446375,0.002175462140901692,0.04125129094639762
0.45,0.12497321810938514,1.002252533149506,0.999074560163862,1.9940507205860962,0.05191805807476799,0.04194252695720196,0.00662492385542323,0.002153386245901931,0.04216777177103097
0.46,0.12374644001221648,1.0023026470290002,0.9991059133333857,1.9895815886929704,0.052184684504634045,0.042874229356585365,0.006670215223497632,0.0021301706080618927,0.043084284616357986
0.47000000000000003,0.12253516178882884,1.0023527634142508,0.9991363523893383,1.9851166890385936,0.052429450864898156,0.04380529506802842,0.006715195854657395,0.0021058919778580544,0.044000850804719716
0.48,0.12133918481282022,1.0024028823053834,0.9991658871204482,1.9806560070894992,0.05265310054867771,0.04473571258988451,0.00675990111502264,0.002080624664117975,0.04491748988946125
0.49,0.12015831312392888,1.002453003702523,0.9991945523910098,1.976199529172655,0.05285635361028312,0.04566547129728387,0.006804359762486606,0.002054439804097413,0.04583421895869395
0.5,0.11899235317200695,1.0025031276057954,0.99922244107925,1.9717472422458395,0.05303991114059636,0.04659456101857908,0.006848598668266031,0.0020274061377881145,0.04675105338919347
0.51,0.11784111402936265,1.0025532540153257,0.9992494975508527,1.9672991339770483,0.05320445371013537,0.04752297219488287,0.006892641001697974,0.0019995897330050663,0.04766800656457763
0.52,0.11670440714102233,1.0026033829312389,0.9992757835816393,1.9628551926745395,0.053350642815292205,0.04845069576567398,0.00693650740972061,0.001971054210750491,0.04858509010386671
0.53,0.11558204670317401,1.0026535143536606,0.9993013213081785,1.9584154073718016,0.05347911846350452,0.049377723249369475,0.006980215443667421,0.0019418604253950945,0.04950231361994175
0.54,0.11447384901484763,1.0027036482827159,0.9993261353594373,1.953979767632057,0.053590504593805766,0.05030404656492153,0.007023780749127465,0.0019120671846107593,0.050419685261318396
0.55,0.11337963260855326,1.0027537847185304,0.9993502487608263,1.9495482635699517,0.053685408235961844,0.051229658037596056,0.007067217137049136,0.0018817311499087978,0.05133721165612355
0.56,0.11229921844495167,1.0028039236612296,0.9993736837660603,1.9451208858859208,0.05376441825840082,0.05215455041419872,0.0071105366105799804,0.0018509066858328918,0.052254897818047326
0.5700000000000001,0.11123242985055527,1.0028540651109386,0.9993964616768963,1.9406976258328015,0.05382810612955753,0.05307871682818107,0.007153749628050676,0.0018196459678764144,0.05317274723022331
0.58,0.11017909260755743,1.0029042090677824,0.9994186027092515,1.9362784752177422,0.053877025564995795,0.05400215079042966,0.007196865249421793,0.0017879989501565852,0.0540907618265706
0.59,0.10913903351408705,1.002954355531887,0.9994401265873766,1.9318634260751533,0.053911722968734074,0.054924845964417636,0.007239891975432573,0.0017560146732117643,0.055008942905047854
0.6,0.10811208307154789,1.0030045045033775,0.9994610512214648,1.9274524712448096,0.05393271846491777,0.0558467965411301,0.007282836530732781,0.0017237389088885298,0.05592728949529848
0.61,0.10709807403913703,1.0030546559823792,0.999481393950986,1.9230456040648363,0.053940516042884086,0.05676799705095852,0.007325704382447923,0.0016912154213866754,0.05684579919464251
0.62,0.10609684104256466,1.0031048099690174,0.9995011715726945,1.9186428182138973,0.05393560750828608,0.057688442215336436,0.007368500690865676,0.0016584865079990198,0.057764468553763756
0.63,0.10510822110494822,1.0031549664634178,0.9995203995009856,1.914244107862426,0.053918468145906354,0.0586081270719476,0.007411229597714178,0.0016255924440615093,0.05868329264001263
0.64,0.10413205297131048,1.0032051254657057,0.9995390924360137,1.9098494674852302,0.05388956216576877,0.059527046827894205,0.007453894978770709,0.001592572185534948,0.0596022655380825
0.65,0.10316817751946311,1.0032552869760063,0.9995572639723013,1.9054588919396434,0.053849339989796775,0.060445196908509184,0.0074965002066736,0.0015594630660782348,0.060521380018651164
0.66,0.10221643760203161,1.003305450994445,0.999574926802124,1.9010723764549253,0.05379823896967641,0.061362572959943816,0.007539048129511564,0.0015263008462012573,0.061440627681105274
0.67,0.10127667818184069,1.0033556175211475,0.999592092370033,1.8966899165886268,0.0537366836731439,0.06227917078685775,0.007581541359666769,0.001493119883980049,0.062359998697845254
0.68,0.10034874616426469,1.003405786556239,0.9996087712883734,1.8923115082816682,0.053665085508390956,0.0631949864313439,0.007623981914208592,0.0014599529143080351,0.06327948214861809
0.6900000000000001,0.09943249053205058,1.0034559580998448,0.9996249727985087,1.8879371477585598,0.053583844018366064,0.06411001604485277,0.007666371719885423,0.0014268315115086717,0.06419906543930504
0.7000000000000001,0.09852776226931091,1.0035061321520908,0.9996407052210341,1.8835668316234357,0.05349334543826745,0.06502425600678838,0.007708712175834677,0.0013937856221216821,0.06511873485921998
0.71,0.09763441423649188,1.0035563087131019,0.9996559748064926,1.8792005567148136,0.05339396572375122,0.06593770276448403,0.007751004671880638,0.001360844325780328,0.0660384748656072
0.72,0.09675230133337347,1.0036064877830038,0.9996707867878176,1.8748383202218162,0.05328606790774492,0.0668503529561161,0.007793250207838282,0.001328035215061594,0.0669582686145169
0.73,0.09588128024896582,1.003656669361922,0.9996851446924407,1.8704801195622982,0.05317000521178506,0.06776220327702102,0.007835449742580582,0.0012953851438640349,0.06787809721936211
0.74,0.09502120960467433,1.0037068534499818,0.9996990505559289,1.8661259524439775,0.05304611940526392,0.06867325054856337,0.007877604030649429,0.0012629198245596338,0.06879794017978136
0.75,0.0941719498403667,1.0037570400473088,0.9997125034485028,1.861775816822928,0.05291474209462017,0.06958349165337452,0.007919713714326052,0.0012306642527154282,0.06971777467789764
0.76,0.09333336319977792,1.0038072291540283,0.999725500000243,1.8574297108929059,0.05277619491933435,0.07049292353149869,0.007961779362428997,0.0011986427066552321,0.0706375756934096
0.77,0.09250531373675704,1.003857420770266,0.9997380353825547,1.8530876330989265,0.05263078951088608,0.07140154315933592,0.008003801427721748,0.0011668789319639221,0.07155731532012888
0.78,0.09168766724632463,1.003907614896147,0.9997501022236684,1.8487495821056448,0.05247882828902777,0.07230934751922924,0.008045780327327372,0.00113539631498968,0.07247696264694257
0.79,0.09088029143866908,1.0039578115317973,0.9997616907294448,1.84441555686066,0.052320602382095675,0.07321633371674678,0.00808771629180119,0.0011042171143496797,0.07339648519015746
0.8,0.09008305547952133,1.0040080106773421,0.9997727828737747,1.840085556460661,0.05215639723013959,0.07412249859864725,0.008129609691152211,0.0010733651117020612,0.07431584285482473
0.81,0.0892958305709924,1.004058212332907,0.9997833624799805,1.8357595803082303,0.05198648546573675,0.07502783926175806,0.008171460647603525,0.0010428620353038526,0.07523499639834466
0.8200000000000001,0.08851848940683187,1.0041084164986174,0.9997934093304466,1.8314376279953761,0.051811133523782894,0.07593235255658207,0.008213269364075083,0.0010127310619891926,0.0761538984908815
0.8300000000000001,0.08775090637320042,1.0041586231745987,0.9998029003236247,1.8271196993398977,0.05163059922362669,0.07683603527325993,0.008255036009916015,0.0009829955047247609,0.07707249719956019
0.84,0.08699295766910303,1.0042088323609766,0.9998118100374783,1.822805794407352,0.05144513030844894,0.07773888426476819,0.008296760652121614,0.000953677927724553,0.07799073829919205
0.85,0.08624452082294685,1.0042590440578765,0.9998201172698474,1.8184959134907765,0.051254970011845785,0.07864089604940144,0.008338443460218808,0.0009248028504012794,0.07890855649971314
0.86,0.08550547531299052,1.004309258265424,0.9998277931096474,1.814190057109443,0.05106035003280626,0.07954206728198232,0.008380084471919116,0.0008963936177304121,0.07982588650282439
0.87,0.08477570195910064,1.0043594749837448,0.9998348252353505,1.809888226031085,0.050861497186529034,0.08044239448570406,0.008421683779860616,0.0008684738164801753,0.0807426555850599
0.88,0.0840550832040548,1.0044096942129643,0.9998412025379476,1.8055904212567846,0.05065863040091945,0.08134187411102398,0.008463241457765083,0.0008410671745475623,0.0816587858309605
0.89,0.08334350317464631,1.004459915953208,0.9998469115928441,1.8012966440108602,0.050451960046482454,0.08224050258155569,0.008504757542778702,0.000814197269851292,0.082574195427246
0.9,0.08264084724447798,1.0045101402046015,0.9998519708320099,1.797006895735478,0.05024169229503574,0.08313827658718514,0.008546232105631624,0.0007878844900516882,0.08348880350346605
0.91,0.08194700245657484,1.0045603669672702,0.9998563974012132,1.7927211780989492,0.05002802495462303,0.08403519272784413,0.008587665190337797,0.0007621495791599425,0.08440252401023661
0.92,0.08126185713732247,1.00461059624134,0.9998602454972909,1.7884394929278205,0.049811151079334946,0.08493124809713784,0.008629056850240097,0.0007370083011959026,0.08531527815182181
0.93,0.08058530115868305,1.0046608280269362,0.9998635627390631,1.7841618422551218,0.049591256590500274,0.08582643978288387,0.008670407130582857,0.0007124759575521322,0.08622698343604585
0.9400000000000001,0.07991722569364143,1.0047110623241844,0.9998663898293773,1.7798882281692001,0.049368522393466806,0.08672076544012151,0.008711716076773875,0.0006885624958004122,0.08713756782266821
0.9500000000000001,0.07925752340256706,1.0047612991332104,0.9998687265355417,1.7756186529989184,0.04914312273216861,0.08761422278485007,0.008752983730795144,0.0006652766875509604,0.08804695660028714
0.96,0.0786060868573374,1.0048115384541412,0.9998706655790932,1.7713531190154734,0.04891522932275156,0.08850681009627183,0.008794210135942048,0.0006426221520794167,0.0889550869234549
0.97,0.0779628071543729,1.0048617802871076,0.9998722402693783,1.7670916285582963,0.04868501260987594,0.08939852587409557,0.008835395336075582,0.0006206000820827357,0.08986189816477017
0.98,0.07732759074963792,1.0049120246322232,0.9998735003045257,1.7628341837022297,0.04845261608957305,0.09028936904969354,0.008876539368885729,0.0005992092068876188,0.0907673413749251
0.99,0.07670033578491095,1.0049622714896134,0.9998744808040226,1.7585807867057144,0.048218193308658674,0.0911793386894639,0.008917642275715128,0.0005784459133120368,0.09167136710143457
1.0,0.07608093576498468,1.0050125208594107,0.9998752215024092,1.7543314399111332,0.04798190200917003,0.09206843401865175,0.008958704100148665,0.0005583045003058387,0.0925739270402163
1.01,0.07546929190209063,1.00506277274174,0.9998757509910101,1.750086145444171,0.04774388471727387,0.09295665457366406,0.00899972488314606,0.0005387772882908891,0.09347498073129712
1.02,0.07486530622817261,1.0051130271367266,0.999876095481963,1.745844905362245,0.04750428032060622,0.09384400003618315,0.009040704665705154,0.0005198553811641737,0.09437449048541521
1.03,0.07426888193144188,1.0051632840444957,0.9998762775084703,1.7416077216278127,0.04726322319439035,0.09473047024497251,0.009081643488798403,0.0005015286317761972,0.09527242169829617
1.04,0.07367992332634188,1.005213543465173,0.999876317716619,1.7373745960968288,0.047020843329566735,0.09561606517464319,0.009122541393391673,0.00048378587138413594,0.09616874246769037
1.05,0.07309833661644925,1.0052638053988843,0.9998762322160897,1.7331455304354568,0.04677726384406018,0.0965007849779906,0.009163398420393584,0.0004666147326404534,0.09706342453964853
1.06,0.07252402770648968,1.005314069845755,0.9998760377410177,1.7289205263372796,0.04653260902779415,0.09738462976774265,0.009204214610715522,0.00045000315989824203,0.09795643886579875
1.07,0.07195690499662058,1.0053643368059106,0.9998757451385301,1.724699585236073,0.04628699434715192,0.09826759985423981,0.009244990005176267,0.00043393790398245103,0.09884776052516286
1.08,0.07139687729554177,1.0054146062794773,0.9998753659197291,1.7204827085117205,0.04604053399644338,0.09914969555095543,0.00928572464457735,0.00041840583730454764,0.09973736472391367
1.09,0.07084385477592876,1.0054648782665803,0.9998749092538927,1.7162698973944601,0.04579333746759292,0.1000309172599566,0.009326418569668319,0.00040339339150382257,0.10062522855870823
1.1,0.0702977489562531,1.0055151527673458,0.9998743832031868,1.7120611529539336,0.04554550980504672,0.10091126544088995,0.009367071821148133,0.00038888689411641813,0.10151133042454265
1.11,0.06975847228707793,1.0055654297818988,0.9998737949050052,1.7078564761469865,0.045297153035759964,0.1017907405879104,0.009407684439681091,0.00037487266182163536,0.10239564950867575
1.12,0.06922593873529204,1.0056157093103657,0.999873150158685,1.703655867745812,0.045048364285044426,0.10266934324917344,0.009448256465875146,0.000361337017116915,0.10327816624762566
1.1300000000000001,0.06870006212485782,1.0056659913528718,0.9998724546493952,1.6994593285458217,0.04479924103050012,0.10354707398180425,0.00948878794034276,0.0003482661242258688,0.10415886123120173
1.1400000000000001,0.0681807583806094,1.0057162759095428,0.9998717135769377,1.6952668590651332,0.044549874598861505,0.10442393335094252,0.009529278903619697,0.0003356469056228653,0.10503771547904757
1.1500000000000001,0.06766794525239421,1.0057665629805046,0.9998709290361653,1.6910784596275836,0.04430034972403328,0.1052999220648327,0.009569729396171177,0.000323465413973832,0.10591471302948108
1.16,0.06716154087388353,1.005816852565883,0.9998701051614841,1.6868941304889817,0.044050750700342006,0.10617504077559084,0.009610139458447816,0.00031170849249066745,0.1067898368758797
1.17,0.06666146428496318,1.0058671446658034,0.9998692464664665,1.6827138717873975,0.04380115925447561,0.10704929013995022,0.009650509130865723,0.00030036330176306717,0.10766307021677993
1.18,0.06616763664371453,1.0059174392803916,0.9998683543892547,1.6785376834156127,0.04355164998642594,0.10792267092097602,0.009690838453761121,0.0002894166607351697,0.10853439859368798
1.19,0.06567997836972715,1.0059677364097732,0.9998674322841099,1.6743655653388003,0.04330230127028283,0.10879518376169325,0.009731127467492547,0.00027885643892559836,0.10940380510639335
1.2,0.06519841229291345,1.0060180360540745,0.9998664817759043,1.6701975172343184,0.04305318314744647,0.10966682942672877,0.009771376212331003,0.0002686701167655446,0.11027127553716637
1.21,0.06472286152361718,1.0060683382134206,0.9998655050086376,1.6660335387494745,0.042804365818777834,0.11053760863567015,0.009811584728530017,0.00025884577274662673,0.11113679481958925
1.22,0.06425325017581443,1.0061186428879376,0.9998645037786524,1.661873629407233,0.04255591660068343,0.11140752212241631,0.009851753056303912,0.0002493717291060723,0.11200034829268343
1.23,0.06378950347542611,1.0061689500777513,0.9998634795070906,1.6577177885973367,0.042307899595166905,0.11227657064178996,0.009891881235823049,0.00024023651475188273,0.11286192184452848
1.24,0.06333154759371522,1.0062192597829875,0.9998624338006122,1.6535660156182148,0.04206037687351736,0.11314475494729465,0.009931969307212886,0.00023142900673287674,0.11372150145533863
1.25,0.06287930960937266,1.0062695720037715,0.9998613676357422,1.6494183096351123,0.041813407515238196,0.11401207580802027,0.009972017310568798,0.00022293830877105465,0.11457907352295842
1.26,0.0624327175803901,1.0063198867402299,0.9998602820825486,1.645274669717427,0.041567048395185324,0.11487853399718684,0.010012025285940475,0.00021475382512717105,0.11543462465151973
1.27,0.06199170052393736,1.0063702039924876,0.9998591783262188,1.6411350948435004,0.04132135429706567,0.11574413029168634,0.010051993273332028,0.0002068652521611431,0.11628814164233071
1.28,0.06155618842509039,1.006420523760671,0.9998580569647536,1.6369995838514204,0.04107637683221637,0.11660886548361137,0.010091921312715088,0.00019926254415680004,0.11713961170888187
1.29,0.061126112105406485,1.0064708460449057,0.9998569189296218,1.6328681355113286,0.04083216613359825,0.11747274036235228,0.010131809444017675,0.0001919359507613398,0.11798902212753469
1.3,0.060701403238969893,1.0065211708453174,0.9998557653012521,1.6287407485115981,0.040588770540032446,0.11833575571794573,0.010171657707126936,0.0001848760088505635,0.11883636030173998
1.31,0.060281994601891944,1.0065714981620322,0.999854596593157,1.6246174213930187,0.040346234939386424,0.11919791235842085,0.010211466141890408,0.0001780735224544243,0.11968161411647463
1.32,0.059867819612602485,1.0066218279951757,0.9998534133488608,1.6204981526598745,0.0401046035327314,0.12005921108239952,0.01025123478811688,0.00017151956428257154,0.12052477137301043
1.33,0.05945881255834436,1.0066721603448736,0.9998522160107616,1.616382940727517,0.03986391853758745,0.12091965269156665,0.01029096368557525,0.00016520548297593968,0.121365820047578
1.34,0.059054908797938885,1.0067224952112521,0.9998510049774895,1.6122717838778944,0.03962421909685915,0.12177923800073025,0.010330652873992732,0.0001591229181810295,0.12220474850167613
1.35,0.05865604424561322,1.0067728325944367,0.9998497810931626,1.6081646803737413,0.03938554399048413,0.12263796781565363,0.010370302393059375,0.00015326371601835873,0.12304154501700264
1.36,0.0582621557248267,1.0068231724945536,0.9998485450684761,1.6040616283799272,0.03914792980188825,0.12349584294693164,0.010409912282424988,0.00014762000472197905,0.1238761980872973
1.37,0.057873181043149466,1.0068735149117283,0.9998472973198643,1.599962625946751,0.03891141053393304,0.12435286421271947,0.01044948258169848,0.00014218421343144893,0.12470869647586154
1.3800000000000001,0.05748905851486156,1.0069238598460866,0.9998460376983273,1.5958676711206188,0.03867602004563969,0.1252090324247584,0.010489013330450887,0.00013694889802674852,0.12553902892113833
1.3900000000000001,0.057109727442833026,1.0069742072977546,0.9998447663932007,1.5917767618302983,0.03844178959836874,0.12606434840081726,0.010528504568212863,0.00013190694333886505,0.12636718439876019
1.4000000000000001,0.05673512792919516,1.0070245572668584,0.999843483500111,1.5876898959318582,0.0382087488192119,0.12691881296000757,0.010567956334475602,0.00012705148047605148,0.12719315202288292
1.41,0.0563652008067845,1.0070749097535234,0.9998421892000683,1.5836070712255448,0.03797692604317731,0.12777242692191082,0.010607368668690916,0.00012237584386657976,0.12801692102793852
1.42,0.05599988762307449,1.0071252647578757,0.9998408845976385,1.5795282854614578,0.03774634837598135,0.12862519110861168,0.01064674161027057,0.00011787352581443162,0.12883848081181917
1.43,0.05563913068821506,1.0071756222800412,0.9998395697782697,1.5754535363225144,0.037517041501419116,0.12947710633889917,0.010686075198588198,0.00011353830798271722,0.12965782081276161
1.44,0.055282873001323715,1.0072259823201457,0.9998382453667068,1.5713828214460621,0.03728903001641606,0.13032817343169203,0.010725369472978056,0.00010936414620808575,0.13047493058225376
1.45,0.05493105843710443,1.007276344878315,0.9998369109782288,1.5673161383787608,0.0370623363952423,0.13117839321327868,0.010764624472733656,0.00010534521881868378,0.13128979993764484
1.46,0.05458363151136543,1.0073267099546752,0.9998355665782376,1.5632534846317143,0.03683698228845655,0.13202776650700312,0.010803840237109915,0.00010147588647689376,0.13210241874457787
1.47,0.054240537342240415,1.0073770775493525,0.9998342126317354,1.5591948576895247,0.03661298872896398,0.13287629413187,0.010843016805323442,9.775068137839955e-05,0.13291277688758146
1.48,0.053901721792241786,1.0074274476624723,0.9998328492883226,1.5551402549763038,0.036390375326343954,0.1337239769091801,0.010882154216551216,9.416432761202993e-05,0.1337208644099828
1.49,0.053567131657466814,1.0074778202941606,0.9998314764619175,1.5510896738069513,0.036169159183238445,0.13457081566969326,0.010921252509929568,9.071179974332791e-05,0.1345266716641101
1.5,0.05323671413099561,1.0075281954445436,0.9998300942645122,1.547043111521966,0.035949357915881316,0.13541681123336577,0.010960311724557428,8.738816397200249e-05,0.1353301888857915
1.51,0.052910417172310695,1.007578573113747,0.9998287026917161,1.5430005653940915,0.03573098755522954,0.13626196442374144,0.010999331899494052,8.418868265862184e-05,0.1361314064965492
1.52,0.052588189442950004,1.007628953301897,0.9998273019869318,1.538962032641803,0.03551406287050229,0.1371062760657725,0.011038313073759576,8.110879819731774e-05,0.13693031505735842
1.53,0.05226998027687323,1.0076793360091192,0.9998258924870228,1.534927510437714,0.03529859754022631,0.1379497469849366,0.01107725528633508,7.814411866803631e-05,0.13772690525035464
1.54,0.05195573962654304,1.0077297212355398,0.9998244742859489,1.5308969959246115,0.035084604478510945,0.13879237800541216,0.011116158576162667,7.529039300055604e-05,0.13852116784106275
1.55,0.05164541810908023,1.007780108981285,0.9998230476476486,1.5268704862000178,0.03487209552107763,0.13963416995213773,0.011155022982145437,7.254352942119372e-05,0.13931309372094422
1.56,0.05133896692080636,1.0078304992464802,0.9998216122268356,1.5228479783322604,0.034661081816811226,0.14047512364845308,0.01119384854314812,6.98995718576188e-05,0.14010267385718841
1.57,0.05103633794307904,1.0078808920312516,0.9998201683105529,1.518829469344525,0.034451573384122046,0.14131523991920034,0.011232635297996035,6.735471670764017e-05,0.14088989935937563
1.58,0.05073748365467641,1.0079312873357251,0.9998187159618033,1.5148149562286854,0.03424357947601852,0.14215451958848507,0.011271383285475875,6.49052927026803e-05,0.14167476143133595
1.59,0.050442357129759745,1.0079816851600272,0.9998172551852557,1.5108044359443649,0.034037108553357086,0.14299296347991314,0.011310092544335636,6.25477607035869e-05,0.14245725137611212
1.6,0.05015091203252032,1.0080320855042832,0.9998157859355559,1.5067979054205678,0.03383216831596395,0.14383057241658948,0.01134876311328464,6.027870820512936e-05,0.1432373605959612
1.61,0.04986310263824302,1.0080824883686195,0.9998143082073131,1.5027953615567307,0.0336287656975472,0.14466734722159832,0.011387395030993414,5.809484102308932e-05,0.14401508060298462
