t,V,w,u
0.48,-47.94465306063435,0.0013258608287194493,0.23421998516275178
0.49,-47.146999086850926,0.0016096157944743806,0.2342169640687432
0.5,-46.163072162341706,0.002024038487241969,0.23421369264761868
0.51,-44.8845750682878,0.0026795879243060477,0.23421010022106617
0.52,-43.07785087859895,0.0038586965169241805,0.23420606559849352
0.53,-40.105654479198556,0.006566396034311553,0.23420134069651147
0.54,-33.69456348259737,0.0180989836972643,0.23419524289354612
0.55,-21.60538086976922,0.11560005296864836,0.2341858494781605
0.56,-11.881301849603833,0.34378130939397133,0.23417188675348993
0.5700000000000001,-8.132183349242727,0.5896283256529826,0.23415492119056305
0.58,-9.163647570282228,0.7530655047340361,0.2341374155983507
0.59,-12.594786366442696,0.8381135059962684,0.23412103347935193
0.6,-16.868424083699555,0.8794938574944969,0.23410641619677436
0.61,-21.251934978437262,0.8931835124803761,0.23409365087216194
0.62,-25.402384964427387,0.8748541492783436,0.23408260215845753
0.63,-29.132414377485542,0.8124540156606416,0.23407305053522962
0.64,-32.48333119679834,0.7109346871380786,0.2340647688702813
0.65,-35.90877222136947,0.5881873316987395,0.2340576343206335
0.66,-40.16563211705869,0.45550098271687023,0.2340517418642372
0.67,-45.033751139723584,0.3186617412884167,0.23404729762904863
0.68,-48.90828948090832,0.19457763209405624,0.2340441652979318
0.6900000000000001,-51.19884908824945,0.1048547094972989,0.2340418874557926
0.7000000000000001,-52.31046591517776,0.05214102831661084,0.234040055395856
0.71,-52.74973399306072,0.024993493057351705,0.23403841947955056
0.72,-52.84636454955103,0.011913183311979672,0.2340368489787319
0.73,-52.77389344481042,0.0057840460969290465,0.23403527924267298
0.74,-52.61567098884955,0.002938139426071862,0.23403367817495116
0.75,-52.409905771686645,0.0016208329371033192,0.23403202883854923
0.76,-52.17334369463728,0.0010159877522013384,0.2340303210850867
0.77,-51.912595343432216,0.0007468109774712746,0.23402854761018285
0.78,-51.6293371750092,0.0006391832805374909,0.23402670206681456
0.79,-51.32262440823234,0.0006125060018260408,0.23402477810660516
0.8,-50.989844808240825,0.0006297388953919232,0.23402276881985543
0.81,-50.62699929324048,0.0006745611433367057,0.23402066631971033
0.8200000000000001,-50.22859378750503,0.0007409689766164593,0.23401846133408655
0.8300000000000001,-49.787218803550765,0.0008287232987589925,0.2340161427110316
0.84,-49.29275795051501,0.0009416907320202748,0.23401369673988306
0.85,-48.731011675761856,0.0010879637739852326,0.23401110614790283
0.86,-48.0812526065958,0.0012816526147025869,0.23400834852660815
0.87,-47.31160751185927,0.0015473780862588302,0.23400539370330042
0.88,-46.36954353779178,0.0019308643676860578,0.23400219900852556
0.89,-45.159769280586104,0.002526654382428873,0.23399869985962177
0.9,-43.48355786583758,0.003566271969105716,0.23399478822013242
0.91,-40.82695840996519,0.0058089631593947035,0.23399025196019763
0.92,-35.4094344346973,0.013839911161237901,0.23398454377063427
0.93,-23.994715301059234,0.08391402301188765,0.23397599587095588
0.9400000000000001,-13.295631697378532,0.29473773576853984,0.23396288545509844
0.9500000000000001,-8.405955364369136,0.5473923367685027,0.2339463365803566
0.96,-8.714816510031008,0.7290424139637828,0.23392880647958492
0.97,-11.840412925394851,0.8261056216590246,0.2339121713284636
0.98,-16.028259591153557,0.8739078850897897,0.23389723410499322
0.99,-20.424362352202245,0.892668538832034,0.23388415451852493
1.0,-24.637664938713147,0.8814976062321871,0.2338728248424557
1.01,-28.455017002625286,0.8278885882522523,0.23386303598604016
1.02,-31.85739895619302,0.7325080274083832,0.23385455527508106
1.03,-35.212553136310504,0.6126151100124836,0.23384722991028709
1.04,-39.26745960427408,0.48140776649610567,0.2338411091419925
1.05,-44.13377159868952,0.34458962874357396,0.23383640869963615
1.06,-48.29316849544259,0.21611795579356374,0.2338330816900512
1.07,-50.869507195344845,0.11892298551406177,0.2338307004176645
1.08,-52.16339496569957,0.05982882696870353,0.23382883025224757
1.09,-52.699788263342725,0.028800742189120834,0.23382719270729996
1.1,-52.84468357141998,0.013716024831839037,0.2338256389992221
1.11,-52.796107316457146,0.006623662102366988,0.2338240951282813
1.12,-52.650367192350075,0.0033273697000037413,0.2338225245391133
1.1300000000000001,-52.45194562243662,0.0018006486680844488,0.23382090825747048
1.1400000000000001,-52.22054487219626,0.0010978496373238809,0.2338192352448727
1.1500000000000001,-51.964181935658125,0.0007821627150206671,0.23381749784833628
1.16,-51.685237376309885,0.0006518275801023472,0.23381568963648
1.17,-51.38316499923692,0.0006134512560966655,0.23381380431776247
1.18,-51.055634425939694,0.0006239956993208626,0.23381183513012485
1.19,-50.69891025086607,0.0006642371135227481,0.23380977441074807
1.2,-50.30780685044131,0.0007266799324963658,0.23380761319475638
1.21,-49.87532883558943,0.0008101735049243235,0.23380534074439088
1.22,-49.39196108221796,0.000917839457559744,0.23380294391498282
1.23,-48.84443066652066,0.0010568814261001113,0.2338004062289226
1.24,-48.21352507153194,0.0012400208124847436,0.23379770643972936
1.25,-47.47002599378048,0.001489318426920789,0.23379481616341596
1.26,-46.56649155738816,0.0018451177858525233,0.23379169568207406
1.27,-45.418652856312505,0.0023888295234380913,0.23378828577077823
1.28,-43.85618145218132,0.0033121896801831447,0.23378448956993422
1.29,-41.45962831410146,0.005200810156288097,0.23378012388683206
1.3,-36.847170046625074,0.011069625250753393,0.23377474473828339
1.31,-26.450726038871554,0.05825506210081696,0.2337669616933638
1.32,-14.935208482402844,0.24743860174657908,0.23375475112145822
1.33,-8.874953083968462,0.5021004007004904,0.23373871402778515
1.34,-8.365855072976792,0.7018230995260204,0.23372122883904675
1.35,-11.12210018075486,0.8123647441680291,0.23370436863244531
1.36,-15.19445355637357,0.8673238073900257,0.2336891166829201
1.37,-19.589735459458556,0.8911058461955051,0.23367571894878472
1.3800000000000001,-23.858037763313455,0.886539976329245,0.23366410093112464
1.3900000000000001,-27.761245059408164,0.8417345086544736,0.23365406638181474
1.4000000000000001,-31.228383183526443,0.7532084059267803,0.23364538092841738
1.41,-34.54280674245023,0.6366594516409272,0.23363786669271142
1.42,-38.40703780641346,0.5070806717161129,0.2336315275077614
1.43,-43.203843059847564,0.3707754329909318,0.23362656998087142
1.44,-47.61650423489465,0.23886669764050897,0.2336230314294926
1.45,-50.49298163485006,0.1344375542717879,0.23362053060361485
1.46,-51.98923312727782,0.0685425565363325,0.23361861230584757
1.47,-52.63603413533313,0.03317580435529048,0.23361696780707203
1.48,-52.836208285813264,0.015799680618668467,0.2336154281973903
1.49,-52.81489932385478,0.007595862593579291,0.23361390879528457
1.5,-52.68319040793025,0.003778282226306238,0.2336123678926955
1.51,-52.4927954784304,0.0020091847494940586,0.23361078414445005
1.52,-52.2668315046624,0.001193220433063169,0.23360914546494904
1.53,-52.01493245868137,0.0008239959277237522,0.23360744377780027
1.54,-51.740277146052144,0.0006676983836467035,0.2336056725295238
1.55,-51.44275743620164,0.0006161242538915008,0.23360382546376018
1.56,-51.120337843857826,0.0006193093694628604,0.2336018959504236
1.57,-50.769544376202084,0.0006547131576443036,0.2335998765358573
1.58,-50.385487010026694,0.0007131530133857765,0.23359775854474862
1.59,-49.96155875848935,0.000792502048591799,0.23359553162997335
1.6,-49.488801545787375,0.000895127399065254,0.2335931831783668
1.61,-48.9547916032579,0.0010273948862994076,0.23359069745447797
1.62,-48.34168740351335,0.0012007711658218688,0.23358805428688592
1.6300000000000001,-47.62264112470432,0.0014350621647786182,0.23358522692933817
1.6400000000000001,-46.754667366921275,0.001765993329703925,0.23358217832519074
1.6500000000000001,-45.66289539401167,0.0022640583339793145,0.23357885398100992
1.6600000000000001,-44.20029235340611,0.0030895094090457012,0.23357516660434013
1.67,-42.02069094841909,0.0047021746723468335,0.23357095657549173
1.68,-38.048539575238934,0.009169376367161284,0.23356585887980202
1.69,-28.88369423664707,0.03946715288363138,0.23355874611093302
1.7,-16.788678413916774,0.20273571042049163,0.2335474630908614
1.71,-9.554059452705651,0.4544104066021658,0.23353202985850147
1.72,-8.133913375676729,0.6711695313226674,0.23351466716266048
1.73,-10.449038977474723,0.7966577116572325,0.2334976165777335
1.74,-14.371233483683989,0.8596684479443969,0.2334820582074072
1.75,-18.750266048133007,0.8885612861659183,0.23346833968120312
1.76,-23.065020489455602,0.8900836165133461,0.23345642652141255
1.77,-27.0506846836454,0.8539020592621928,0.23344613791194638
1.78,-30.592649878852626,0.7728906804193688,0.23343724119596354
1.79,-33.89325452877198,0.6602528290382547,0.23342953832347685
1.8,-37.58881035520914,0.5324864956280355,0.23342298993956637
1.81,-42.258288881136636,0.39705215848517666,0.2334177783365873
1.82,-46.879471054829935,0.26266035538818455,0.2334140131657169
1.83,-50.06547743139744,0.15141839281914324,0.23341137581007684
1.84,-51.78467943844349,0.07837559158882819,0.2334093982645768
1.85,-52.55656083590295,0.03819195985692,0.23340774079215185
1.86,-52.81998958182063,0.018205168611820557,0.23340621222685262
1.87,-52.82983217506465,0.008720899148469604,0.23340471572756416
1.8800000000000001,-52.71395203391769,0.0043003898117041466,0.23340320364453354
1.8900000000000001,-52.532384285127726,0.0022508333771691547,0.2334016518783452
1.9000000000000001,-52.31218869070114,0.0013041224983651933,0.23340004711561532
1.9100000000000001,-52.06486047686947,0.000873243132439433,0.23339838077084124
1.92,-51.794486490895906,0.0006872250092630061,0.23339664612593844
1.93,-51.50144365326147,0.0006207167305312148,0.23339483693612767
1.94,-51.184008024346674,0.0006157599428388996,0.2333929466871191
1.95,-50.83896751955285,0.0006460081894564474,0.2333909681197992
1.96,-50.461716640759406,0.0007003769284881989,0.23338889283177583
1.97,-50.04601405075936,0.0007756692723964126,0.2333867108443084
1.98,-49.583418974864934,0.0008734837047712988,0.23338441004412278
1.99,-49.062287583218165,0.00099938682814709,0.23338197538957742
2.0,-48.46602376964972,0.0011637028607452949,0.23337938770661196
2.0100000000000002,-47.769902029266156,0.0013842433925487973,0.23337662175183843
2.02,-46.93485620117378,0.001692747850088536,0.23337364287707194
2.0300000000000002,-45.89407782858071,0.002150567646079506,0.23337040078799354
2.04,-44.51981735161114,0.0028927439150916597,0.23336681644277857
2.05,-42.52344279849991,0.0042859272939542135,0.23336274965231332
2.06,-39.06021686901619,0.007799550511517316,0.23335789632648907
2.07,-31.184425545505107,0.02708035053456666,0.2333513562741717
2.08,-18.83996387677151,0.16129098122175362,0.23334100483031972
2.09,-10.45495638332327,0.40516200940292096,0.2333262618552853
2.1,-8.037149720765003,0.6369046537500574,0.23330910644849812
2.11,-9.83134584025061,0.7787121841969539,0.23329190744331302
2.12,-13.562933898061026,0.8508345517449419,0.2332760543697079
2.13,-17.90781498299503,0.8850742951366426,0.23326201363705182
2.14,-22.25972688900149,0.8922461228859341,0.23324979896634304
2.15,-26.322958948440395,0.8643480305232564,0.23323924795178297
2.16,-29.946750710180712,0.7914165484047342,0.2332301326519387
2.17,-33.25735132492164,0.683328393937124,0.23322223964826413
2.18,-36.81262324436059,0.5576147219365528,0.23321548984709017
2.19,-41.311922263097394,0.4233025301206597,0.2332100302459244
2.2,-46.08477286232599,0.28732760144254416,0.23320602575454505
2.21,-49.583145301547916,0.16986707428521539,0.23320323416452557
2.22,-51.54597484611159,0.08942532676301845,0.23320118504854132
2.23,-52.45909685124055,0.043932808220452146,0.23319950776771595
2.24,-52.794865864889935,0.020980863704612888,0.2331979867579024
2.25,-52.84034927600737,0.01002294691439362,0.23319651138428957
2.2600000000000002,-52.74239035936228,0.0049051163344540506,0.23319502715499402
2.27,-52.5705888244716,0.0025308886188457978,0.23319350677385056
2.2800000000000002,-52.35655810105697,0.001433001692399375,0.2331919354906889
2.29,-52.11393880425141,0.0009310380818980954,0.23319030411223501
2.3000000000000003,-51.8478543068068,0.0007109351797027903,0.23318860570740438
2.31,-51.55922232883472,0.0006274735640773616,0.23318683401685356
2.32,-51.24665146076521,0.0006134596062355567,0.23318498262500104
2.33,-50.90719453020991,0.0006381676364886646,0.23318304445258178
2.34,-50.53652147419023,0.0006883571320324261,0.23318101135390698
2.35,-50.12873643042474,0.0007596538736394279,0.2331788736979333
2.36,-49.67587986182599,0.0008528596371409293,0.23317661984164642
2.37,-49.16702562678266,0.000972770023399726,0.23317423539270307
2.38,-48.58671095723193,0.0011286617159487014,0.23317170210343224
2.39,-47.91211551327997,0.0013365742121471636,0.23316899611218433
2.4,-47.1076322008253,0.0016247910633526259,0.2331660849564134
2.41,-46.11340503212024,0.002046958367923828,0.23316292208353784
2.42,-44.8177680784701,0.0027177275266112265,0.23315943561060343
2.43,-42.97777366431333,0.00393342018983938,0.23315550152713482
2.44,-39.92219066662262,0.0067706962356838315,0.2331508633257724
2.45,-33.25193617162074,0.01941291706907036,0.2331448047137172
2.46,-21.064162278640914,0.12373856513147785,0.23313536096589008
2.47,-11.584192549088252,0.3553788384967088,0.23312138560523157
2.48,-8.094518654615712,0.5990008780852839,0.23310452782494534
2.49,-9.281102729925875,0.758244747110468,0.2330872304152024
2.5,-12.77524063545797,0.8406903886806618,0.23307109862803393
2.5100000000000002,-17.065108423223734,0.88066007203615,0.23305673602784258
2.52,-21.443929778084563,0.8931441038637592,0.2330442142264602
2.5300000000000002,-25.57864931227127,0.873063665440395,0.2330333927862337
2.54,-29.28831888759294,0.8086340460015595,0.23302405113799096
2.5500000000000003,-32.62948156107608,0.7057865638935007,0.2330159650986114
2.56,-36.07580160612503,0.5824345209656718,0.23300902004730217
2.57,-40.37992453094579,0.4494229793205109,0.23300332091569745
2.58,-45.23821682097154,0.31266520978574064,0.23299906769342116
2.59,-49.0430751695812,0.18973702582108268,0.2329961039366032
2.6,-51.269369295595105,0.10177374289627797,0.23299396978328366
2.61,-52.34122942432827,0.05048368119421308,0.23299226500697962
2.62,-52.7595845836898,0.024179025356430732,0.23299074759566105
2.63,-52.84585904972788,0.011528730384243237,0.23298929134334304
2.64,-52.768243135668314,0.005605181408344588,0.23298783389887298
2.65,-52.607303268285044,0.002855250196090798,0.2329863442624974
2.66,-52.399907984677554,0.0015825746648462124,0.23298480600679072
2.67,-52.16217215113039,0.0009986330439660297,0.23298320921734264
2.68,-51.90040513814085,0.0007394062627334906,0.23298154669512336
2.69,-51.61613100584921,0.0006366595231551973,0.23297981213732077
2.7,-51.308316869463354,0.0006125187037863652,0.23297799920895718
2.71,-50.97428589976906,0.0006312306325526755,0.2329761009959928
2.72,-50.60997700161393,0.0006770910832554737,0.23297410959399242
2.73,-50.20982149352212,0.0007444265437758137,0.23297201569991619
2.74,-49.76630904737179,0.0008331975577716951,0.23296980811374499
2.75,-49.26917545453757,0.0009474473485187249,0.23296747305169266
2.7600000000000002,-48.70399189795087,0.0010954852540444582,0.23296499312819985
2.77,-48.04965365708129,0.001291768058290746,0.2329623457552829
2.7800000000000002,-47.27361967563155,0.0015615661803791132,0.2329595004604511
2.79,-46.322060748069966,0.0019519910304893519,0.2329564140393434
2.8000000000000003,-45.09683170338902,0.002561039975045266,0.23295302086042136
2.81,-43.39166987206943,0.0036310406454187314,0.23294921051710243
2.82,-40.66665457959762,0.005971192850745926,0.23294476418609578
2.83,-35.03366659849781,0.014673071177064045,0.23293910871708065
2.84,-23.42626551009193,0.0908415173138054,0.23293052105168965
2.85,-12.943780561995792,0.3061061283961909,0.23291737923650324
2.86,-8.32491387070363,0.5575808336608373,0.23290091295243107
2.87,-8.811609607098244,0.7349473096224202,0.23288357554177408
2.88,-12.014217785752376,0.8290663488997402,0.2328671857812193
2.89,-16.22465763913654,0.8753040480093909,0.2328525034977344
2.9,-20.618946871873217,0.8928861563912812,0.23283966957572436
2.91,-24.81820243869531,0.8800882690627314,0.2328285698928299
2.92,-28.61514779452495,0.8244112916657096,0.23281899369202289
2.93,-32.00415792400567,0.7275273543268187,0.23281071032123246
2.94,-35.37303643037774,0.6069248755624566,0.23280357424925685
2.95,-39.47471155986467,0.47535853112096144,0.23279764521667876
2.96,-44.34774108755642,0.3384862396427097,0.2327931374827671
2.97,-48.442752368837105,0.21095861715764955,0.2327899837305199
2.98,-50.950710007901286,0.11549941496155579,0.2327877498581587
2.99,-52.200127822817535,0.057939685521291195,0.2327860089153777
3.0,-52.71262942653137,0.027860715549358966,0.2327844905854037
3.0100000000000002,-52.8456221563292,0.013270037289914185,0.2327830511706332
3.02,-52.79116132781893,0.006415838536119551,0.23278161931011024
3.0300000000000002,-52.642363640226876,0.00323101737776154,0.23278015971698546
3.04,-52.44216080540011,0.0017561222238618016,0.23277865400846287
3.0500000000000003,-52.20952395051763,0.0010775459180904644,0.2327770914181294
3.06,-51.952122809890234,0.0007733440533344586,0.2327754644161232
3.0700000000000003,-51.672165043124075,0.000648601684134437,0.23277376662371593
3.08,-51.369007664198136,0.0006130930080818823,0.2327719917670772
3.09,-51.04025312439393,0.0006252610127926404,0.23277013308232938
3.1,-50.68210419054668,0.0006665996094697479,0.23276818289113257
3.11,-50.28930401753856,0.0007299750162800466,0.23276613219991452
3.12,-49.854762060926994,0.0008144597310274284,0.23276397022606307
3.13,-49.368825806549495,0.0009233489034519243,0.23276168375661221
3.14,-48.81801144689187,0.0010640503824060302,0.23275925620925955
3.15,-48.18276327568913,0.0012495997670771495,0.23275666617218346
3.16,-47.4332649575769,0.001502631259036386,0.23275388498855856
3.17,-46.52093682382573,0.0018646813439587373,0.23275087246116352
3.18,-45.35907266939395,0.00242003482779714,0.23274756844513653
3.19,-43.771162702933665,0.0033689601275512663,0.23274387406888222
3.2,-41.3176559495278,0.005332932657578419,0.23273960074430916
3.21,-36.53162693729478,0.011626536511885291,0.23273428478666863
3.22,-25.870676910723255,0.06369465699018685,0.2327264774037618
3.23,-14.529358252247395,0.2583712375160504,0.23271422005832162
3.24,-8.74609448690892,0.5130095880743609,0.23269823982730511
3.25,-8.43814122932747,0.708534015397959,0.23268092940075502
3.2600000000000002,-11.28752418786025,0.8157683451188661,0.2326643081143456
3.27,-15.389998320660537,0.8689675621704049,0.23264931081722987
3.2800000000000002,-19.78678056699676,0.8915643871221889,0.2326361607908826
3.29,-24.042875199529856,0.8854918251255622,0.23262477553503175
3.3000000000000003,-27.9261068185651,0.8386227803544735,0.2326149564849921
3.31,-31.37697126873295,0.7484204719911147,0.23260647043719293
3.3200000000000003,-34.69845201794476,0.6310358804668551,0.23259914577941962
3.33,-38.605919691931014,0.5010587870830109,0.2325929968304329
3.34,-43.42475075622151,0.3645960246573046,0.2325882328825523
3.35,-47.78132040315339,0.23340998246389616,0.23258487218008017
3.36,-50.586071652962055,0.1306530519542191,0.23258252286653638
3.37,-52.03283313302416,0.0663936983974927,0.23258073608188573
3.38,-52.652368850317735,0.032090893746033584,0.23257921171725107
3.39,-52.838845411757816,0.015281775513647913,0.23257778655483916
3.4,-52.81078479592552,0.007354038741464045,0.2325763789372781
3.41,-52.675617842459936,0.0036661070402696206,0.23257494862503308
3.42,-52.48326276295712,0.0019572937647081585,0.23257347496012298
3.43,-52.25598776817454,0.0011694579594086233,0.23257194617363627
3.44,-52.003025474915184,0.0008135238540871258,0.23257035433302706
3.45,-51.72735743313549,0.000663656595478337,0.23256869294733862
3.46,-51.42876836374345,0.0006153368538276176,0.23256695578288358
3.47,-51.10515187540785,0.0006203211530369493,0.23256513621065394
3.48,-50.75297232436834,0.0006568914127742575,0.23256322676364888
3.49,-50.3672708981631,0.0007162817086293606,0.23256121874021776
3.5,-49.941350985141185,0.0007966002271282936,0.2325591017512941
3.5100000000000002,-49.466126580221975,0.0009003946416228285,0.23255686312015716
3.52,-48.92897973643443,0.0010342243916274271,0.2325544870142492
3.5300000000000002,-48.311757138744355,0.0012098414121686617,0.23255195311026136
3.54,-47.587073949604985,0.001447560009790882,0.23254923441325193
3.5500000000000003,-46.710943262202726,0.001784135562922462,0.23254629343647681
3.56,-45.606403253000884,0.002292467262204809,0.2325430748772922
3.5700000000000003,-44.12131235059697,0.003139618351550426,0.2325394897255039
3.58,-41.893777720436155,0.00481174658423076,0.2325353739678275
3.59,-37.78337661652342,0.009561183515428059,0.23253034753296353
3.6,-28.316357453683686,0.043286366360296535,0.2325232290395336
3.61,-16.332031519984934,0.21303041024800662,0.23251188897812222
3.62,-9.373892467756322,0.465857556492175,0.2324964873993945
3.63,-8.177224171106056,0.6787360121162518,0.23247927919263536
3.64,-10.6035241610044,0.8005618105414704,0.232462459119143
3.65,-14.564632699244731,0.8615798657314968,0.23244715418758805
3.66,-18.94902092389221,0.8892489087245137,0.2324336850180746
3.67,-23.253603777359675,0.8893752332253888,0.23242200719827316
3.68,-27.22016929737699,0.8511806835918451,0.23241193687244494
3.69,-30.743702970913606,0.7683379399562146,0.232403241776769
3.7,-34.04530137037146,0.6547205737865737,0.23239572908938902
3.71,-37.77832410199016,0.5265066559064773,0.23238936952420838
3.72,-42.482371413957345,0.3908405453571211,0.2323843513940083
3.73,-47.05897310138961,0.25695169325891687,0.2323807681997893
3.74,-50.17129299740079,0.1472725485296115,0.23237828671093058
3.75,-51.83593139839585,0.0759456991509904,0.23237644327439413
3.7600000000000002,-52.576849159221666,0.03694447044435538,0.23237490705068062
3.77,-52.82455109978937,0.017605272012434916,0.2323734931886426
3.7800000000000002,-52.826648375017065,0.008440058427211827,0.2323721082972214
3.79,-52.706847378662154,0.0041700331167093384,0.2323707064214824
3.8000000000000003,-52.52311078612695,0.002190491568022258,0.23236926425877458
3.81,-52.30151480181348,0.0012764034363496018,0.23236776886366342
3.8200000000000003,-52.05309065842285,0.0008608900444197512,0.23236621181837525
3.83,-51.78169970128329,0.0006822639850905132,0.23236458647856692
3.84,-51.48759945144129,0.0006194554493279106,0.2323628866276619
3.85,-51.16899043079227,0.000616502217018253,0.23236110575552743
3.86,-50.82259837539011,0.0006480018774629102,0.2323592365918709
3.87,-50.443751045034105,0.0007033434698385287,0.23235727071002774
3.88,-50.02612230822756,0.000779591440056379,0.2323551980922683
3.89,-49.561151885650155,0.0008785284346615014,0.23235300656582492
3.9,-49.03701658701573,0.0010059078237174258,0.2323506809987101
3.91,-48.43683503433901,0.0011723157257635772,0.232348202076303
3.92,-47.73539867251884,0.001396015442471662,0.23234554432812363
3.93,-46.89275433955176,0.0017096422795502117,0.2323426727177287
3.94,-45.84028682978539,0.0021765776319876595,0.23233953623444964
3.95,-44.44598320236438,0.00293736685974822,0.23233605435736213
3.96,-42.408743862205,0.0043784240046477445,0.2323320832739039
3.97,-38.834837513999055,0.008088604547215097,0.2323273072503899
3.98,-30.655848566762653,0.029521957841268386,0.23232078036789328
3.99,-18.33599149423514,0.17080692141925646,0.23231036734535793
4.0,-10.220446298196183,0.4169481072107344,0.2322956317063187
4.01,-8.04687932757457,0.6453745934512602,0.23227860834723515
4.0200000000000005,-9.972423562456955,0.7831923421520048,0.23226162943981432
4.03,-13.753277036941261,0.8530461776695543,0.23224602773503122
4.04,-18.108039825527662,0.8859867621784051,0.23223223778704624
4.05,-22.452014649760127,0.891851430529416,0.23222026104469048
4.0600000000000005,-26.497333893374808,0.8620241792751011,0.23220993120611008
4.07,-30.101216250095188,0.7871293936170249,0.2322010200194823
4.08,-33.4074550489274,0.6778996695454618,0.23219331826307968
4.09,-36.993262435075394,0.5516732620763907,0.23218675624632276
4.1,-41.535923145638975,0.4170763556131026,0.23218148939285815
4.11,-46.27845906906689,0.2814007018119839,0.2321776705303178
4.12,-49.70281711898209,0.16535454182033862,0.23217503947135146
4.13,-51.605941661049755,0.086686406661274,0.23217312745842383
4.14,-52.48398195158013,0.04249936411938672,0.23217157280267148
4.15,-52.80168584046208,0.0202854920351071,0.23217016689348077
4.16,-52.83826231109645,0.009696364983238379,0.2321688030228101
4.17,-52.735838660346495,0.00475339460576999,0.23216742865498743
4.18,-52.56162201404313,0.0024606163015760754,0.23216601741867854
4.19,-52.346084348947414,0.0014006388577643323,0.2321645549917656
4.2,-52.102328792057094,0.0009164829151005155,0.2321630323765278
4.21,-51.83521982726823,0.0007049030667011987,0.2321614427287386
4.22,-51.545541107706974,0.0006256666401732489,0.2321597798236921
4.23,-51.23182004225853,0.0006138936143562337,0.23215803725343134
4.24,-50.8910458910545,0.0006399582047000398,0.23215620792991115
4.25,-50.51882384442438,0.0006911531876586454,0.23215428368546726
4.26,-50.109177206624885,0.0007633980550430667,0.23215225485261798
4.2700000000000005,-49.65403488936886,0.0008576851829490057,0.23215010973293915
4.28,-49.14230490423069,0.0009789922198709343,0.2321478338500853
4.29,-48.55826366700678,0.0011368380591920166,0.23214540882659832
4.3,-47.87865533185673,0.001347665672880511,0.23214281059332822
4.3100000000000005,-47.06708556926813,0.001640539811444457,0.2321400063369416
4.32,-46.062131040396345,0.0020708286212319134,0.23213694886912925
4.33,-44.74854561200385,0.002757669412023291,0.23213356502762708
4.34,-42.873399504677394,0.004012464769003362,0.23212972778890822
4.3500000000000005,-39.72842792653899,0.006991872763912621,0.2321251715403378
4.36,-32.78399219702359,0.020915471635015545,0.232119143540863
